review_sample_id,dataset,video_id,path_id,human_second_label_round1,human_second_verified_positive_for_calibration_round1,human_second_label_round2,human_second_verified_positive_for_calibration_round2,rounds_match_label,rounds_match_verified_positive
review1000_0308,BURST,2306,ovtb_v2306_p002924,actually_true,yes,actually_true,yes,True,True
review1000_0309,BURST,2306,ovtb_v2306_p002926,actually_true,no,actually_true,no,True,True
review1000_0310,BURST,2306,ovtb_v2306_p002927,actually_true,no,actually_true,no,True,True
review1000_0311,BURST,230,ovtb_v230_p000345,actually_true,no,actually_true,no,True,True
review1000_0312,BURST,2311,ovtb_v2311_p002938,actually_true,no,actually_true,no,True,True
review1000_0313,BURST,2316,ovtb_v2316_p002977,actually_true,no,actually_true,no,True,True
review1000_0314,BURST,2316,ovtb_v2316_p002981,actually_true,no,actually_true,no,True,True
review1000_0315,BURST,2316,ovtb_v2316_p002990,actually_true,no,actually_true,no,True,True
review1000_0316,BURST,2327,ovtb_v2327_p003002,actually_true,no,actually_true,no,True,True
review1000_0317,BURST,2327,ovtb_v2327_p003005,actually_true,no,actually_true,no,True,True
review1000_0318,BURST,2327,ovtb_v2327_p003007,actually_true,no,actually_true,no,True,True
review1000_0319,BURST,2327,ovtb_v2327_p003008,actually_true,no,actually_true,no,True,True
review1000_0320,BURST,2335,ovtb_v2335_p002982,actually_true,no,actually_true,no,True,True
review1000_0321,BURST,2342,ovtb_v2342_p003011,actually_true,no,actually_true,no,True,True
review1000_0322,BURST,2358,ovtb_v2358_p002794,actually_true,no,actually_true,no,True,True
review1000_0323,BURST,2363,ovtb_v2363_p003044,actually_true,no,actually_true,no,True,True
review1000_0324,BURST,2365,ovtb_v2365_p003032,actually_true,no,actually_true,no,True,True
review1000_0325,BURST,2376,ovtb_v2376_p003059,actually_true,no,actually_true,no,True,True
review1000_0326,BURST,2380,ovtb_v2380_p003035,actually_true,no,actually_true,no,True,True
review1000_0327,BURST,2382,ovtb_v2382_p003049,actually_true,yes,actually_true,yes,True,True
review1000_0328,BURST,2384,ovtb_v2384_p003077,actually_true,no,actually_true,no,True,True
review1000_0329,BURST,2392,ovtb_v2392_p003070,actually_true,no,actually_true,no,True,True
review1000_0330,BURST,2392,ovtb_v2392_p003074,actually_true,no,actually_true,no,True,True
review1000_0331,BURST,2402,ovtb_v2402_p003081,actually_true,no,actually_true,no,True,True
review1000_0332,BURST,2402,ovtb_v2402_p003084,actually_true,no,actually_true,no,True,True
review1000_0333,BURST,2402,ovtb_v2402_p003100,actually_true,no,actually_true,no,True,True
review1000_0334,BURST,2416,ovtb_v2416_p003109,actually_true,no,actually_true,no,True,True
review1000_0335,BURST,2416,ovtb_v2416_p003113,actually_true,no,actually_true,no,True,True
review1000_0336,BURST,2421,ovtb_v2421_p003118,actually_true,yes,actually_true,yes,True,True
review1000_0337,BURST,2421,ovtb_v2421_p003122,actually_true,no,actually_true,no,True,True
review1000_0338,BURST,2421,ovtb_v2421_p003125,actually_true,no,actually_true,no,True,True
review1000_0339,BURST,2421,ovtb_v2421_p003130,actually_true,no,actually_true,no,True,True
review1000_0340,BURST,2421,ovtb_v2421_p003131,actually_true,no,actually_true,no,True,True
review1000_0341,BURST,2421,ovtb_v2421_p003133,actually_true,no,actually_true,no,True,True
review1000_0342,BURST,2421,ovtb_v2421_p003145,actually_true,no,actually_true,no,True,True
review1000_0343,BURST,2422,ovtb_v2422_p003136,actually_true,no,actually_true,no,True,True
review1000_0344,BURST,2428,ovtb_v2428_p003149,actually_true,no,actually_true,no,True,True
review1000_0345,BURST,2429,ovtb_v2429_p003174,actually_true,no,actually_true,no,True,True
review1000_0346,BURST,2429,ovtb_v2429_p003180,actually_true,no,actually_true,no,True,True
review1000_0347,BURST,2432,ovtb_v2432_p002916,actually_true,no,actually_true,no,True,True
review1000_0348,BURST,2441,ovtb_v2441_p003163,actually_true,yes,actually_true,yes,True,True
review1000_0349,BURST,2441,ovtb_v2441_p003200,actually_true,no,actually_true,no,True,True
review1000_0350,BURST,2453,ovtb_v2453_p003210,actually_true,no,actually_true,no,True,True
review1000_0351,BURST,2458,ovtb_v2458_p002937,actually_true,no,actually_true,no,True,True
review1000_0352,BURST,2465,ovtb_v2465_p003226,actually_true,no,actually_true,no,True,True
review1000_0353,BURST,247,ovtb_v247_p000558,actually_true,no,actually_true,no,True,True
review1000_0354,BURST,2490,ovtb_v2490_p003118,actually_true,no,actually_true,no,True,True
review1000_0355,BURST,2492,ovtb_v2492_p002966,actually_true,no,actually_true,no,True,True
review1000_0356,BURST,2492,ovtb_v2492_p002999,actually_true,no,actually_true,no,True,True
review1000_0357,BURST,2492,ovtb_v2492_p003000,actually_true,no,actually_true,no,True,True
review1000_0358,BURST,2492,ovtb_v2492_p003003,actually_true,no,actually_true,no,True,True
review1000_0359,BURST,2492,ovtb_v2492_p003005,actually_true,no,actually_true,no,True,True
review1000_0360,BURST,2510,ovtb_v2510_p003158,actually_true,no,actually_true,no,True,True
review1000_0361,BURST,2510,ovtb_v2510_p003167,actually_true,no,actually_true,no,True,True
review1000_0362,BURST,2510,ovtb_v2510_p003180,actually_true,no,actually_true,no,True,True
review1000_0363,BURST,2521,ovtb_v2521_p003327,actually_true,no,actually_true,no,True,True
review1000_0364,BURST,2523,ovtb_v2523_p003187,actually_true,no,actually_true,no,True,True
review1000_0365,BURST,2527,ovtb_v2527_p003025,actually_true,no,actually_true,no,True,True
review1000_0366,BURST,2539,ovtb_v2539_p003347,actually_true,no,actually_true,no,True,True
review1000_0367,BURST,2551,ovtb_v2551_p003030,actually_true,no,actually_true,no,True,True
review1000_0368,BURST,2551,ovtb_v2551_p003049,actually_true,no,actually_true,no,True,True
review1000_0369,BURST,2551,ovtb_v2551_p003059,actually_true,no,actually_true,no,True,True
review1000_0370,BURST,2564,ovtb_v2564_p003365,actually_true,no,actually_true,no,True,True
review1000_0371,BURST,2579,ovtb_v2579_p003257,actually_true,no,actually_true,no,True,True
review1000_0372,BURST,2596,ovtb_v2596_p003334,actually_true,no,actually_true,no,True,True
review1000_0373,BURST,2596,ovtb_v2596_p003349,actually_true,no,actually_true,no,True,True
review1000_0374,BURST,259,ovtb_v259_p000363,actually_true,no,actually_true,no,True,True
review1000_0375,BURST,259,ovtb_v259_p000370,actually_true,no,actually_true,no,True,True
review1000_0376,BURST,259,ovtb_v259_p000375,actually_true,no,actually_true,no,True,True
review1000_0377,BURST,2609,ovtb_v2609_p003117,actually_true,no,actually_true,no,True,True
review1000_0378,BURST,2613,ovtb_v2613_p003397,actually_true,no,actually_true,no,True,True
review1000_0379,BURST,2615,ovtb_v2615_p003322,actually_true,no,actually_true,no,True,True
review1000_0380,BURST,2625,ovtb_v2625_p003368,actually_true,no,actually_true,no,True,True
review1000_0381,BURST,2625,ovtb_v2625_p003379,actually_true,no,actually_true,no,True,True
review1000_0382,BURST,2638,ovtb_v2638_p003419,actually_true,no,actually_true,no,True,True
review1000_0383,BURST,2638,ovtb_v2638_p003421,actually_true,no,actually_true,no,True,True
review1000_0384,BURST,2638,ovtb_v2638_p003422,actually_true,no,actually_true,no,True,True
review1000_0385,BURST,2638,ovtb_v2638_p003426,actually_true,no,actually_true,no,True,True
review1000_0386,BURST,2638,ovtb_v2638_p003427,actually_true,no,actually_true,no,True,True
review1000_0387,BURST,2638,ovtb_v2638_p003428,actually_true,no,actually_true,no,True,True
review1000_0388,BURST,2643,ovtb_v2643_p003398,actually_true,no,actually_true,no,True,True
review1000_0389,BURST,2643,ovtb_v2643_p003401,actually_true,no,actually_true,no,True,True
review1000_0390,BURST,2656,ovtb_v2656_p003168,actually_true,no,actually_true,no,True,True
review1000_0391,BURST,2658,ovtb_v2658_p003427,actually_true,yes,actually_true,yes,True,True
review1000_0392,BURST,2658,ovtb_v2658_p003428,actually_true,no,actually_true,no,True,True
review1000_0393,BURST,26,ovtb_v26_p000030,actually_true,no,actually_true,no,True,True
review1000_0394,BURST,26,ovtb_v26_p000031,actually_true,no,actually_true,no,True,True
review1000_0395,BURST,26,ovtb_v26_p000032,actually_true,no,actually_true,no,True,True
review1000_0396,BURST,2706,ovtb_v2706_p003458,actually_true,no,actually_true,no,True,True
review1000_0397,BURST,2706,ovtb_v2706_p003459,actually_true,no,actually_true,no,True,True
review1000_0398,BURST,2706,ovtb_v2706_p003460,actually_true,no,actually_true,no,True,True
review1000_0399,BURST,270,ovtb_v270_p000376,actually_true,no,actually_true,no,True,True
review1000_0400,BURST,270,ovtb_v270_p000411,actually_true,no,actually_true,no,True,True
review1000_0401,BURST,270,ovtb_v270_p000412,actually_true,no,actually_true,no,True,True
review1000_0402,BURST,270,ovtb_v270_p000413,actually_true,no,actually_true,no,True,True
review1000_0403,BURST,270,ovtb_v270_p000429,actually_true,no,actually_true,no,True,True
review1000_0404,BURST,2712,ovtb_v2712_p003479,actually_true,no,actually_true,no,True,True
review1000_0405,BURST,2714,ovtb_v2714_p003486,actually_true,no,actually_true,no,True,True
review1000_0406,BURST,2716,ovtb_v2716_p003386,actually_true,no,actually_true,no,True,True
review1000_0407,BURST,271,ovtb_v271_p000446,actually_true,no,actually_true,no,True,True
review1000_0408,BURST,271,ovtb_v271_p000465,actually_true,no,actually_true,no,True,True
review1000_0409,BURST,271,ovtb_v271_p000467,actually_true,no,actually_true,no,True,True
review1000_0410,BURST,271,ovtb_v271_p000477,actually_true,no,actually_true,no,True,True
review1000_0411,BURST,272,ovtb_v272_p000412,actually_true,no,actually_true,no,True,True
review1000_0412,BURST,272,ovtb_v272_p000435,actually_true,no,actually_true,no,True,True
review1000_0413,BURST,272,ovtb_v272_p000444,actually_true,no,actually_true,no,True,True
review1000_0414,BURST,272,ovtb_v272_p000460,actually_true,no,actually_true,no,True,True
review1000_0415,BURST,272,ovtb_v272_p000461,actually_true,no,actually_true,no,True,True
review1000_0416,BURST,2731,ovtb_v2731_p003233,actually_true,no,actually_true,no,True,True
review1000_0417,BURST,2731,ovtb_v2731_p003237,actually_true,no,actually_true,no,True,True
review1000_0418,BURST,2731,ovtb_v2731_p003238,actually_true,no,actually_true,no,True,True
review1000_0419,BURST,2738,ovtb_v2738_p003412,actually_true,no,actually_true,no,True,True
review1000_0420,BURST,2749,ovtb_v2749_p003245,actually_true,no,actually_true,no,True,True
review1000_0421,BURST,2771,ovtb_v2771_p003435,actually_true,no,actually_true,no,True,True
review1000_0422,BURST,2778,ovtb_v2778_p003511,actually_true,no,actually_true,no,True,True
review1000_0423,BURST,277,ovtb_v277_p000439,actually_true,no,actually_true,no,True,True
review1000_0424,BURST,277,ovtb_v277_p000451,actually_true,no,actually_true,no,True,True
review1000_0425,BURST,2784,ovtb_v2784_p003451,actually_true,no,actually_true,no,True,True
review1000_0426,BURST,2785,ovtb_v2785_p003276,actually_true,no,actually_true,no,True,True
review1000_0427,BURST,2785,ovtb_v2785_p003279,actually_true,no,actually_true,no,True,True
review1000_0428,BURST,2785,ovtb_v2785_p003281,actually_true,no,actually_true,no,True,True
review1000_0429,BURST,2785,ovtb_v2785_p003283,actually_true,no,actually_true,no,True,True
review1000_0430,BURST,2788,ovtb_v2788_p003532,actually_true,no,actually_true,no,True,True
review1000_0431,BURST,2790,ovtb_v2790_p003560,actually_true,no,actually_true,no,True,True
review1000_0432,BURST,2790,ovtb_v2790_p003562,actually_true,no,actually_true,no,True,True
review1000_0433,BURST,2820,ovtb_v2820_p003565,actually_true,no,actually_true,no,True,True
review1000_0434,BURST,2820,ovtb_v2820_p003569,actually_true,no,actually_true,no,True,True
review1000_0435,BURST,2820,ovtb_v2820_p003572,actually_true,no,actually_true,no,True,True
review1000_0436,BURST,2820,ovtb_v2820_p003578,actually_true,no,actually_true,no,True,True
review1000_0437,BURST,2829,ovtb_v2829_p003488,actually_true,no,actually_true,no,True,True
review1000_0438,BURST,2841,ovtb_v2841_p003609,actually_true,no,actually_true,no,True,True
review1000_0439,BURST,2848,ovtb_v2848_p003514,actually_true,no,actually_true,no,True,True
review1000_0440,BURST,2848,ovtb_v2848_p003518,actually_true,no,actually_true,no,True,True
review1000_0441,BURST,2858,ovtb_v2858_p003635,actually_true,no,actually_true,no,True,True
review1000_0442,BURST,2869,ovtb_v2869_p003334,actually_true,no,actually_true,no,True,True
review1000_0443,BURST,286,ovtb_v286_p000617,actually_true,no,actually_true,no,True,True
review1000_0444,BURST,286,ovtb_v286_p000622,actually_true,yes,actually_true,yes,True,True
review1000_0445,BURST,286,ovtb_v286_p000624,actually_true,yes,actually_true,yes,True,True
review1000_0446,BURST,286,ovtb_v286_p000636,actually_true,no,actually_true,no,True,True
review1000_0447,BURST,286,ovtb_v286_p000637,actually_true,no,actually_true,no,True,True
review1000_0448,BURST,2887,ovtb_v2887_p003557,actually_true,no,actually_true,no,True,True
review1000_0449,BURST,2888,ovtb_v2888_p003358,actually_true,no,actually_true,no,True,True
review1000_0450,BURST,2893,ovtb_v2893_p003566,actually_true,no,actually_true,no,True,True
review1000_0451,BURST,2899,ovtb_v2899_p003683,actually_true,no,actually_true,no,True,True
review1000_0452,BURST,289,ovtb_v289_p000517,actually_true,no,actually_true,no,True,True
review1000_0453,BURST,2900,ovtb_v2900_p003575,actually_true,yes,actually_true,yes,True,True
review1000_0454,BURST,2905,ovtb_v2905_p003579,actually_true,no,actually_true,no,True,True
review1000_0455,BURST,2907,ovtb_v2907_p003681,actually_true,yes,actually_true,yes,True,True
review1000_0456,BURST,2916,ovtb_v2916_p003687,actually_true,no,actually_true,no,True,True
review1000_0457,BURST,291,ovtb_v291_p000537,actually_true,no,actually_true,no,True,True
review1000_0458,BURST,292,ovtb_v292_p000514,actually_true,no,actually_true,no,True,True
review1000_0459,BURST,292,ovtb_v292_p000515,actually_true,no,actually_true,no,True,True
review1000_0460,BURST,2933,ovtb_v2933_p003699,actually_true,no,actually_true,no,True,True
review1000_0461,BURST,2947,ovtb_v2947_p003705,actually_true,no,actually_true,no,True,True
review1000_0462,BURST,2950,ovtb_v2950_p003726,actually_true,no,actually_true,no,True,True
review1000_0463,BURST,2955,ovtb_v2955_p003734,actually_true,no,actually_true,no,True,True
review1000_0464,BURST,2965,ovtb_v2965_p003765,actually_true,no,actually_true,no,True,True
review1000_0465,BURST,2981,ovtb_v2981_p003752,actually_true,no,actually_true,no,True,True
review1000_0466,BURST,2989,ovtb_v2989_p003773,actually_true,no,actually_true,no,True,True
review1000_0467,BURST,308,ovtb_v308_p000673,actually_true,no,actually_true,no,True,True
review1000_0468,BURST,308,ovtb_v308_p000674,actually_true,no,actually_true,no,True,True
review1000_0469,BURST,308,ovtb_v308_p000679,actually_true,no,actually_true,no,True,True
review1000_0470,BURST,308,ovtb_v308_p000704,actually_true,no,actually_true,no,True,True
review1000_0471,BURST,308,ovtb_v308_p000715,actually_true,no,actually_true,no,True,True
review1000_0472,BURST,31,ovtb_v31_p000030,actually_true,no,actually_true,no,True,True
review1000_0473,BURST,31,ovtb_v31_p000034,actually_true,yes,actually_true,yes,True,True
review1000_0474,BURST,31,ovtb_v31_p000036,actually_true,no,actually_true,no,True,True
review1000_0475,BURST,31,ovtb_v31_p000038,actually_true,no,actually_true,no,True,True
review1000_0476,BURST,31,ovtb_v31_p000043,actually_true,no,actually_true,no,True,True
review1000_0477,BURST,31,ovtb_v31_p000045,actually_true,no,actually_true,no,True,True
review1000_0478,BURST,329,ovtb_v329_p000555,actually_true,no,actually_true,no,True,True
review1000_0479,BURST,329,ovtb_v329_p000557,actually_true,no,actually_true,no,True,True
review1000_0480,BURST,329,ovtb_v329_p000577,actually_true,no,actually_true,no,True,True
review1000_0481,BURST,336,ovtb_v336_p000744,actually_true,no,actually_true,no,True,True
review1000_0482,BURST,338,ovtb_v338_p000595,actually_true,yes,actually_true,yes,True,True
review1000_0483,BURST,338,ovtb_v338_p000596,actually_true,yes,actually_true,yes,True,True
review1000_0484,BURST,338,ovtb_v338_p000597,actually_true,no,actually_true,no,True,True
review1000_0485,BURST,343,ovtb_v343_p000593,actually_true,no,actually_true,no,True,True
review1000_0486,BURST,343,ovtb_v343_p000610,actually_true,no,actually_true,no,True,True
review1000_0487,BURST,343,ovtb_v343_p000622,actually_true,no,actually_true,no,True,True
review1000_0488,BURST,344,ovtb_v344_p000616,actually_true,no,actually_true,no,True,True
review1000_0489,BURST,344,ovtb_v344_p000623,actually_true,no,actually_true,no,True,True
review1000_0490,BURST,351,ovtb_v351_p000585,actually_true,no,actually_true,no,True,True
review1000_0491,BURST,355,ovtb_v355_p000628,actually_true,no,actually_true,no,True,True
review1000_0492,BURST,359,ovtb_v359_p000613,actually_true,no,actually_true,no,True,True
review1000_0493,BURST,35,ovtb_v35_p000061,actually_true,yes,actually_true,yes,True,True
review1000_0494,BURST,367,ovtb_v367_p000661,actually_true,no,actually_true,no,True,True
review1000_0495,BURST,368,ovtb_v368_p000689,actually_true,no,actually_true,no,True,True
review1000_0496,BURST,387,ovtb_v387_p000652,actually_true,no,actually_true,no,True,True
review1000_0497,BURST,387,ovtb_v387_p000653,actually_true,no,actually_true,no,True,True
review1000_0498,BURST,394,ovtb_v394_p000678,actually_true,no,actually_true,no,True,True
review1000_0499,BURST,39,ovtb_v39_p000054,actually_true,no,actually_true,no,True,True
review1000_0500,BURST,39,ovtb_v39_p000055,actually_true,no,actually_true,no,True,True
review1000_0501,BURST,39,ovtb_v39_p000065,actually_true,no,actually_true,no,True,True
review1000_0502,BURST,401,ovtb_v401_p000710,actually_true,no,actually_true,no,True,True
review1000_0503,BURST,404,ovtb_v404_p000683,actually_true,no,actually_true,no,True,True
review1000_0504,BURST,404,ovtb_v404_p000688,actually_true,no,actually_true,no,True,True
review1000_0505,BURST,404,ovtb_v404_p000689,actually_true,no,actually_true,no,True,True
review1000_0506,BURST,404,ovtb_v404_p000695,actually_true,no,actually_true,no,True,True
review1000_0507,BURST,413,ovtb_v413_p000748,actually_true,no,actually_true,no,True,True
review1000_0508,BURST,414,ovtb_v414_p000702,actually_true,no,actually_true,no,True,True
review1000_0509,BURST,414,ovtb_v414_p000720,actually_true,no,actually_true,no,True,True
review1000_0510,BURST,414,ovtb_v414_p000737,actually_true,no,actually_true,no,True,True
review1000_0511,BURST,423,ovtb_v423_p000751,actually_true,no,actually_true,no,True,True
review1000_0512,BURST,428,ovtb_v428_p000928,actually_true,no,actually_true,no,True,True
review1000_0513,BURST,428,ovtb_v428_p000956,actually_true,no,actually_true,no,True,True
review1000_0514,BURST,428,ovtb_v428_p000963,actually_true,no,actually_true,no,True,True
review1000_0515,BURST,430,ovtb_v430_p000781,actually_true,no,actually_true,no,True,True
review1000_0516,BURST,430,ovtb_v430_p000782,actually_true,no,actually_true,no,True,True
review1000_0517,BURST,430,ovtb_v430_p000796,actually_true,no,actually_true,no,True,True
review1000_0518,BURST,432,ovtb_v432_p000789,actually_true,no,actually_true,no,True,True
review1000_0519,BURST,432,ovtb_v432_p000790,actually_true,no,actually_true,no,True,True
review1000_0520,BURST,435,ovtb_v435_p000988,actually_true,no,actually_true,no,True,True
review1000_0521,BURST,435,ovtb_v435_p001001,actually_true,no,actually_true,no,True,True
review1000_0522,BURST,435,ovtb_v435_p001002,actually_true,no,actually_true,no,True,True
review1000_0523,BURST,435,ovtb_v435_p001014,actually_true,no,actually_true,no,True,True
review1000_0524,BURST,443,ovtb_v443_p000769,actually_true,no,actually_true,no,True,True
review1000_0525,BURST,443,ovtb_v443_p000774,actually_true,no,actually_true,no,True,True
review1000_0526,BURST,443,ovtb_v443_p000778,actually_true,no,actually_true,no,True,True
review1000_0527,BURST,443,ovtb_v443_p000779,actually_true,no,actually_true,no,True,True
review1000_0528,BURST,455,ovtb_v455_p000809,actually_true,no,actually_true,no,True,True
review1000_0529,BURST,457,ovtb_v457_p000832,actually_true,no,actually_true,no,True,True
review1000_0530,BURST,45,ovtb_v45_p000094,actually_true,no,actually_true,no,True,True
review1000_0531,BURST,460,ovtb_v460_p000843,actually_true,no,actually_true,no,True,True
review1000_0532,BURST,474,ovtb_v474_p000853,actually_true,no,actually_true,no,True,True
review1000_0533,BURST,474,ovtb_v474_p000869,actually_true,no,actually_true,no,True,True
review1000_0534,BURST,484,ovtb_v484_p001078,actually_true,no,actually_true,no,True,True
review1000_0535,BURST,484,ovtb_v484_p001083,actually_true,no,actually_true,no,True,True
review1000_0536,BURST,484,ovtb_v484_p001084,actually_true,no,actually_true,no,True,True
review1000_0537,BURST,484,ovtb_v484_p001089,actually_true,no,actually_true,no,True,True
review1000_0538,BURST,484,ovtb_v484_p001090,actually_true,no,actually_true,no,True,True
review1000_0539,BURST,489,ovtb_v489_p000851,actually_true,no,actually_true,no,True,True
review1000_0540,BURST,490,ovtb_v490_p000874,actually_true,no,actually_true,no,True,True
review1000_0541,BURST,490,ovtb_v490_p000875,actually_true,no,actually_true,no,True,True
review1000_0542,BURST,490,ovtb_v490_p000876,actually_true,no,actually_true,no,True,True
review1000_0543,BURST,490,ovtb_v490_p000885,actually_true,no,actually_true,no,True,True
review1000_0544,BURST,490,ovtb_v490_p000891,actually_true,no,actually_true,no,True,True
review1000_0545,BURST,49,ovtb_v49_p000064,actually_true,no,actually_true,no,True,True
review1000_0546,BURST,505,ovtb_v505_p000891,actually_true,no,actually_true,no,True,True
review1000_0547,BURST,505,ovtb_v505_p000892,actually_true,no,actually_true,no,True,True
review1000_0548,BURST,507,ovtb_v507_p000874,actually_true,no,actually_true,no,True,True
review1000_0549,BURST,507,ovtb_v507_p000885,actually_true,no,actually_true,no,True,True
review1000_0550,BURST,512,ovtb_v512_p000896,actually_true,no,actually_true,no,True,True
review1000_0551,BURST,512,ovtb_v512_p000910,actually_true,no,actually_true,no,True,True
review1000_0552,BURST,512,ovtb_v512_p000917,actually_true,no,actually_true,no,True,True
review1000_0553,BURST,519,ovtb_v519_p000921,actually_true,no,actually_true,no,True,True
review1000_0554,BURST,550,ovtb_v550_p000948,actually_true,no,actually_true,no,True,True
review1000_0555,BURST,550,ovtb_v550_p000956,actually_true,no,actually_true,no,True,True
review1000_0556,BURST,550,ovtb_v550_p000960,actually_true,no,actually_true,no,True,True
review1000_0557,BURST,550,ovtb_v550_p000964,actually_true,no,actually_true,no,True,True
review1000_0558,BURST,554,ovtb_v554_p001149,actually_true,yes,actually_true,yes,True,True
review1000_0559,BURST,554,ovtb_v554_p001152,actually_true,no,actually_true,no,True,True
review1000_0560,BURST,563,ovtb_v563_p000901,actually_true,no,actually_true,no,True,True
review1000_0561,BURST,566,ovtb_v566_p000981,actually_true,no,actually_true,no,True,True
review1000_0562,BURST,566,ovtb_v566_p001008,actually_true,no,actually_true,no,True,True
review1000_0563,BURST,584,ovtb_v584_p001015,actually_true,no,actually_true,no,True,True
review1000_0564,BURST,584,ovtb_v584_p001031,actually_true,yes,actually_true,yes,True,True
review1000_0565,BURST,584,ovtb_v584_p001033,actually_true,no,actually_true,no,True,True
review1000_0566,BURST,584,ovtb_v584_p001041,actually_true,no,actually_true,no,True,True
review1000_0567,BURST,590,ovtb_v590_p000960,actually_true,no,actually_true,no,True,True
review1000_0568,BURST,590,ovtb_v590_p000962,actually_true,yes,actually_true,yes,True,True
review1000_0569,BURST,590,ovtb_v590_p000966,actually_true,no,actually_true,no,True,True
review1000_0570,BURST,59,ovtb_v59_p000048,actually_true,no,actually_true,no,True,True
review1000_0571,BURST,59,ovtb_v59_p000049,actually_true,no,actually_true,no,True,True
review1000_0572,BURST,59,ovtb_v59_p000051,actually_true,no,actually_true,no,True,True
review1000_0573,BURST,602,ovtb_v602_p001058,actually_true,no,actually_true,no,True,True
review1000_0574,BURST,604,ovtb_v604_p001199,actually_true,no,actually_true,no,True,True
review1000_0575,BURST,604,ovtb_v604_p001200,actually_true,no,actually_true,no,True,True
review1000_0576,BURST,604,ovtb_v604_p001205,actually_true,no,actually_true,no,True,True
review1000_0577,BURST,612,ovtb_v612_p001077,actually_true,no,actually_true,no,True,True
review1000_0578,BURST,612,ovtb_v612_p001116,actually_true,no,actually_true,no,True,True
review1000_0579,BURST,641,ovtb_v641_p001030,actually_true,no,actually_true,no,True,True
review1000_0580,BURST,642,ovtb_v642_p001164,actually_true,no,actually_true,no,True,True
review1000_0581,BURST,642,ovtb_v642_p001166,actually_true,no,actually_true,no,True,True
review1000_0582,BURST,652,ovtb_v652_p001250,actually_true,no,actually_true,no,True,True
review1000_0583,BURST,65,ovtb_v65_p000093,actually_true,no,actually_true,no,True,True
review1000_0584,BURST,66,ovtb_v66_p000059,actually_true,no,actually_true,no,True,True
review1000_0585,BURST,673,ovtb_v673_p001122,actually_true,no,actually_true,no,True,True
review1000_0586,BURST,688,ovtb_v688_p001180,actually_true,no,actually_true,no,True,True
review1000_0587,BURST,68,ovtb_v68_p000151,actually_true,no,actually_true,no,True,True
review1000_0588,BURST,713,ovtb_v713_p001186,actually_true,no,actually_true,no,True,True
review1000_0589,BURST,713,ovtb_v713_p001206,actually_true,no,actually_true,no,True,True
review1000_0590,BURST,713,ovtb_v713_p001211,actually_true,no,actually_true,no,True,True
review1000_0591,BURST,717,ovtb_v717_p001126,actually_true,no,actually_true,no,True,True
review1000_0592,BURST,722,ovtb_v722_p001221,actually_true,no,actually_true,no,True,True
review1000_0593,BURST,722,ovtb_v722_p001222,actually_true,no,actually_true,no,True,True
review1000_0594,BURST,724,ovtb_v724_p001271,actually_true,no,actually_true,no,True,True
review1000_0595,BURST,724,ovtb_v724_p001272,actually_true,no,actually_true,no,True,True
review1000_0596,BURST,733,ovtb_v733_p001230,actually_true,no,actually_true,no,True,True
review1000_0597,BURST,742,ovtb_v742_p001049,actually_true,no,actually_true,no,True,True
review1000_0598,BURST,74,ovtb_v74_p000143,actually_true,no,actually_true,no,True,True
review1000_0599,BURST,753,ovtb_v753_p001149,actually_true,no,actually_true,no,True,True
review1000_0600,BURST,753,ovtb_v753_p001152,actually_true,no,actually_true,no,True,True
review1000_0601,BURST,753,ovtb_v753_p001155,actually_true,no,actually_true,no,True,True
review1000_0602,BURST,753,ovtb_v753_p001158,actually_true,no,actually_true,no,True,True
review1000_0603,BURST,754,ovtb_v754_p001066,actually_true,no,actually_true,no,True,True
review1000_0604,BURST,761,ovtb_v761_p001078,actually_true,no,actually_true,no,True,True
review1000_0605,BURST,764,ovtb_v764_p001234,actually_true,no,actually_true,no,True,True
review1000_0606,BURST,773,ovtb_v773_p001184,actually_true,no,actually_true,no,True,True
review1000_0607,BURST,78,ovtb_v78_p000169,actually_true,no,actually_true,no,True,True
review1000_0608,BURST,823,ovtb_v823_p001101,actually_true,no,actually_true,no,True,True
review1000_0609,BURST,823,ovtb_v823_p001107,actually_true,no,actually_true,no,True,True
review1000_0610,BURST,823,ovtb_v823_p001109,actually_true,no,actually_true,no,True,True
review1000_0611,BURST,823,ovtb_v823_p001114,actually_true,no,actually_true,no,True,True
review1000_0612,BURST,823,ovtb_v823_p001115,actually_true,no,actually_true,no,True,True
review1000_0613,BURST,823,ovtb_v823_p001116,actually_true,no,actually_true,no,True,True
review1000_0614,BURST,823,ovtb_v823_p001120,actually_true,no,actually_true,no,True,True
review1000_0615,BURST,832,ovtb_v832_p001295,actually_true,no,actually_true,no,True,True
review1000_0616,BURST,843,ovtb_v843_p001286,actually_true,no,actually_true,no,True,True
review1000_0617,BURST,843,ovtb_v843_p001287,actually_true,no,actually_true,no,True,True
review1000_0618,BURST,84,ovtb_v84_p000128,actually_true,no,actually_true,no,True,True
review1000_0619,BURST,84,ovtb_v84_p000133,actually_true,no,actually_true,no,True,True
review1000_0620,BURST,84,ovtb_v84_p000136,actually_true,yes,actually_true,yes,True,True
review1000_0621,BURST,84,ovtb_v84_p000137,actually_true,no,actually_true,no,True,True
review1000_0622,BURST,84,ovtb_v84_p000139,actually_true,no,actually_true,no,True,True
review1000_0623,BURST,850,ovtb_v850_p001313,actually_true,no,actually_true,no,True,True
