challenge_sample_id,dataset,video_id,path_id,pending_montage_path,second_reviewer_label,second_reviewer_verified_positive_for_calibration,second_reviewer_reason,second_reviewer_confidence,review_status
sr_challenge_0355,TAO,5836,ovtb_v5836_p004311,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5836_p004311.jpg,,,,,requires_independent_blind_review
sr_challenge_0356,OVT-B,577,ovtb_v577_p006234,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v577_p006234.jpg,,,,,requires_independent_blind_review
sr_challenge_0357,OVT-B,80,ovtb_v80_p002850,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v80_p002850.jpg,,,,,requires_independent_blind_review
sr_challenge_0358,TAO,4794,ovtb_v4794_p002976,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4794_p002976.jpg,,,,,requires_independent_blind_review
sr_challenge_0360,OVT-B,934,ovtb_v934_p008889,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v934_p008889.jpg,,,,,requires_independent_blind_review
sr_challenge_0366,OVT-B,81,ovtb_v81_p002853,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v81_p002853.jpg,,,,,requires_independent_blind_review
sr_challenge_0367,OVT-B,664,ovtb_v664_p006875,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v664_p006875.jpg,,,,,requires_independent_blind_review
sr_challenge_0369,TAO,4830,ovtb_v4830_p003026,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4830_p003026.jpg,,,,,requires_independent_blind_review
sr_challenge_0370,OVT-B,624,ovtb_v624_p006562,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v624_p006562.jpg,,,,,requires_independent_blind_review
sr_challenge_0373,TAO,5713,ovtb_v5713_p004072,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5713_p004072.jpg,,,,,requires_independent_blind_review
sr_challenge_0375,TAO,5542,ovtb_v5542_p003973,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5542_p003973.jpg,,,,,requires_independent_blind_review
sr_challenge_0377,TAO,4784,ovtb_v4784_p002953,,,,,,requires_independent_blind_review
sr_challenge_0379,TAO,5945,ovtb_v5945_p004446,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5945_p004446.jpg,,,,,requires_independent_blind_review
sr_challenge_0380,TAO,2360,ovtb_v2360_p001253,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2360_p001253.jpg,,,,,requires_independent_blind_review
sr_challenge_0383,TAO,2221,ovtb_v2221_p001062,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2221_p001062.jpg,,,,,requires_independent_blind_review
sr_challenge_0385,OVT-B,57,ovtb_v57_p002720,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v57_p002720.jpg,,,,,requires_independent_blind_review
sr_challenge_0386,OVT-B,620,ovtb_v620_p006513,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v620_p006513.jpg,,,,,requires_independent_blind_review
sr_challenge_0388,TAO,5970,ovtb_v5970_p004493,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5970_p004493.jpg,,,,,requires_independent_blind_review
sr_challenge_0390,TAO,1882,ovtb_v1882_p000961,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1882_p000961.jpg,,,,,requires_independent_blind_review
sr_challenge_0392,TAO,2845,ovtb_v2845_p001476,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2845_p001476.jpg,,,,,requires_independent_blind_review
sr_challenge_0393,TAO,4634,ovtb_v4634_p002918,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4634_p002918.jpg,,,,,requires_independent_blind_review
sr_challenge_0394,OVT-B,813,ovtb_v813_p007998,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v813_p007998.jpg,,,,,requires_independent_blind_review
sr_challenge_0396,OVT-B,724,ovtb_v724_p007285,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v724_p007285.jpg,,,,,requires_independent_blind_review
sr_challenge_0399,TAO,4930,ovtb_v4930_p003240,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4930_p003240.jpg,,,,,requires_independent_blind_review
sr_challenge_0402,OVT-B,874,ovtb_v874_p008423,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v874_p008423.jpg,,,,,requires_independent_blind_review
sr_challenge_0404,TAO,1058,ovtb_v1058_p000556,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1058_p000556.jpg,,,,,requires_independent_blind_review
sr_challenge_0405,OVT-B,535,ovtb_v535_p005883,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v535_p005883.jpg,,,,,requires_independent_blind_review
sr_challenge_0406,OVT-B,562,ovtb_v562_p006085,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v562_p006085.jpg,,,,,requires_independent_blind_review
sr_challenge_0407,OVT-B,80,ovtb_v80_p002852,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v80_p002852.jpg,,,,,requires_independent_blind_review
sr_challenge_0408,TAO,5945,ovtb_v5945_p004447,,,,,,requires_independent_blind_review
sr_challenge_0409,TAO,3919,ovtb_v3919_p002346,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3919_p002346.jpg,,,,,requires_independent_blind_review
sr_challenge_0410,TAO,3129,ovtb_v3129_p001584,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3129_p001584.jpg,,,,,requires_independent_blind_review
sr_challenge_0414,TAO,1734,ovtb_v1734_p000665,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1734_p000665.jpg,,,,,requires_independent_blind_review
sr_challenge_0420,TAO,3394,ovtb_v3394_p002065,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3394_p002065.jpg,,,,,requires_independent_blind_review
sr_challenge_0421,TAO,5945,ovtb_v5945_p004454,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5945_p004454.jpg,,,,,requires_independent_blind_review
sr_challenge_0424,TAO,5250,ovtb_v5250_p003657,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5250_p003657.jpg,,,,,requires_independent_blind_review
sr_challenge_0425,TAO,5901,ovtb_v5901_p004423,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5901_p004423.jpg,,,,,requires_independent_blind_review
sr_challenge_0427,TAO,5938,ovtb_v5938_p004431,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5938_p004431.jpg,,,,,requires_independent_blind_review
sr_challenge_0430,TAO,5900,ovtb_v5900_p004395,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5900_p004395.jpg,,,,,requires_independent_blind_review
sr_challenge_0431,OVT-B,881,ovtb_v881_p008486,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v881_p008486.jpg,,,,,requires_independent_blind_review
sr_challenge_0433,TAO,3807,ovtb_v3807_p002361,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3807_p002361.jpg,,,,,requires_independent_blind_review
sr_challenge_0436,OVT-B,989,ovtb_v989_p009278,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v989_p009278.jpg,,,,,requires_independent_blind_review
sr_challenge_0440,OVT-B,56,ovtb_v56_p002709,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v56_p002709.jpg,,,,,requires_independent_blind_review
sr_challenge_0443,OVT-B,842,ovtb_v842_p008168,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v842_p008168.jpg,,,,,requires_independent_blind_review
sr_challenge_0444,TAO,1111,ovtb_v1111_p000623,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1111_p000623.jpg,,,,,requires_independent_blind_review
sr_challenge_0453,TAO,4350,ovtb_v4350_p002674,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4350_p002674.jpg,,,,,requires_independent_blind_review
sr_challenge_0455,TAO,3808,ovtb_v3808_p002310,,,,,,requires_independent_blind_review
sr_challenge_0456,TAO,5380,ovtb_v5380_p003859,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5380_p003859.jpg,,,,,requires_independent_blind_review
sr_challenge_0457,TAO,5242,ovtb_v5242_p003652,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5242_p003652.jpg,,,,,requires_independent_blind_review
sr_challenge_0458,TAO,4952,ovtb_v4952_p003338,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4952_p003338.jpg,,,,,requires_independent_blind_review
sr_challenge_0462,OVT-B,780,ovtb_v780_p007714,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v780_p007714.jpg,,,,,requires_independent_blind_review
sr_challenge_0466,TAO,2975,ovtb_v2975_p001501,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2975_p001501.jpg,,,,,requires_independent_blind_review
sr_challenge_0467,TAO,4526,ovtb_v4526_p002971,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4526_p002971.jpg,,,,,requires_independent_blind_review
sr_challenge_0470,TAO,5926,ovtb_v5926_p004279,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5926_p004279.jpg,,,,,requires_independent_blind_review
sr_challenge_0474,OVT-B,881,ovtb_v881_p008487,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v881_p008487.jpg,,,,,requires_independent_blind_review
sr_challenge_0477,TAO,2059,ovtb_v2059_p000968,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2059_p000968.jpg,,,,,requires_independent_blind_review
sr_challenge_0480,TAO,4861,ovtb_v4861_p003134,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4861_p003134.jpg,,,,,requires_independent_blind_review
sr_challenge_0481,OVT-B,696,ovtb_v696_p007130,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v696_p007130.jpg,,,,,requires_independent_blind_review
sr_challenge_0482,TAO,5110,ovtb_v5110_p003594,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5110_p003594.jpg,,,,,requires_independent_blind_review
sr_challenge_0485,TAO,203,ovtb_v203_p000094,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v203_p000094.jpg,,,,,requires_independent_blind_review
sr_challenge_0489,OVT-B,810,ovtb_v810_p007963,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v810_p007963.jpg,,,,,requires_independent_blind_review
sr_challenge_0490,TAO,5050,ovtb_v5050_p003516,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5050_p003516.jpg,,,,,requires_independent_blind_review
sr_challenge_0492,OVT-B,994,ovtb_v994_p009307,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v994_p009307.jpg,,,,,requires_independent_blind_review
sr_challenge_0493,TAO,5319,ovtb_v5319_p003792,,,,,,requires_independent_blind_review
sr_challenge_0495,OVT-B,62,ovtb_v62_p002745,,,,,,requires_independent_blind_review
sr_challenge_0497,OVT-B,757,ovtb_v757_p007535,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v757_p007535.jpg,,,,,requires_independent_blind_review
sr_challenge_0498,TAO,69,ovtb_v69_p000044,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v69_p000044.jpg,,,,,requires_independent_blind_review
sr_challenge_0499,TAO,5527,ovtb_v5527_p004052,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5527_p004052.jpg,,,,,requires_independent_blind_review
