challenge_sample_id,dataset,video_id,path_id,pending_montage_path,primary_label,human_second_label,label_match,primary_verified_positive_for_calibration,human_second_verified_positive_for_calibration,verified_positive_match,human_second_reason,human_second_confidence,human_second_review_status
sr_challenge_0112,OVT-B,453,ovtb_v453_p005318,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v453_p005318.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0113,BURST,270,ovtb_v270_p000376,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v270_p000376.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0114,OVT-B,469,ovtb_v469_p005439,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v469_p005439.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0115,OVT-B,466,ovtb_v466_p005408,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v466_p005408.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0116,TAO,1982,ovtb_v1982_p000862,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1982_p000862.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0117,OVT-B,6,ovtb_v6_p000300,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v6_p000300.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0118,TAO,4896,ovtb_v4896_p003375,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4896_p003375.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0119,TAO,3493,ovtb_v3493_p002208,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3493_p002208.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0120,OVT-B,854,ovtb_v854_p008262,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v854_p008262.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0121,OVT-B,453,ovtb_v453_p005317,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v453_p005317.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0122,BURST,2103,ovtb_v2103_p002748,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2103_p002748.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0123,OVT-B,40,ovtb_v40_p002410,,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0124,TAO,79,ovtb_v79_p000050,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v79_p000050.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0125,TAO,4712,ovtb_v4712_p003189,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4712_p003189.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0126,OVT-B,616,ovtb_v616_p006491,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v616_p006491.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0127,OVT-B,989,ovtb_v989_p009271,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v989_p009271.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0128,BURST,68,ovtb_v68_p000151,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v68_p000151.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0129,BURST,952,ovtb_v952_p001310,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v952_p001310.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0130,OVT-B,35,ovtb_v35_p002133,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v35_p002133.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0131,TAO,5554,ovtb_v5554_p004068,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5554_p004068.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0132,BURST,722,ovtb_v722_p001221,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v722_p001221.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0133,BURST,979,ovtb_v979_p001475,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v979_p001475.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0134,OVT-B,849,ovtb_v849_p008230,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v849_p008230.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0135,BURST,1682,ovtb_v1682_p002282,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1682_p002282.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0136,TAO,1058,ovtb_v1058_p000570,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1058_p000570.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0137,BURST,2428,ovtb_v2428_p003149,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2428_p003149.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0138,OVT-B,29,ovtb_v29_p001557,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v29_p001557.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0139,OVT-B,495,ovtb_v495_p005610,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v495_p005610.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0140,OVT-B,628,ovtb_v628_p006586,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v628_p006586.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0141,BURST,1244,ovtb_v1244_p001590,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1244_p001590.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0142,OVT-B,30,ovtb_v30_p001637,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v30_p001637.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0143,TAO,3330,ovtb_v3330_p001880,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3330_p001880.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0144,TAO,2386,ovtb_v2386_p001177,,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0145,TAO,4332,ovtb_v4332_p002785,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4332_p002785.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0146,BURST,308,ovtb_v308_p000715,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v308_p000715.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0147,OVT-B,566,ovtb_v566_p006113,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v566_p006113.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0148,TAO,4493,ovtb_v4493_p002930,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4493_p002930.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0149,TAO,3331,ovtb_v3331_p001821,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3331_p001821.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0150,OVT-B,788,ovtb_v788_p007778,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v788_p007778.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0151,OVT-B,382,ovtb_v382_p004807,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v382_p004807.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0152,BURST,490,ovtb_v490_p000874,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v490_p000874.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0153,BURST,490,ovtb_v490_p000891,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v490_p000891.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0154,TAO,1747,ovtb_v1747_p000715,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1747_p000715.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0155,TAO,5631,ovtb_v5631_p004090,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5631_p004090.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0156,BURST,2848,ovtb_v2848_p003514,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2848_p003514.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0157,TAO,3317,ovtb_v3317_p001864,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3317_p001864.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0158,TAO,3136,ovtb_v3136_p001782,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3136_p001782.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0159,OVT-B,79,ovtb_v79_p002840,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v79_p002840.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0160,OVT-B,13,ovtb_v13_p000660,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v13_p000660.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0161,TAO,1453,ovtb_v1453_p000601,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1453_p000601.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0162,TAO,5050,ovtb_v5050_p003517,,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0163,BURST,2218,ovtb_v2218_p002628,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2218_p002628.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0164,TAO,1614,ovtb_v1614_p000791,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1614_p000791.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0165,BURST,1538,ovtb_v1538_p002002,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1538_p002002.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0166,OVT-B,52,ovtb_v52_p002670,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v52_p002670.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0167,TAO,5098,ovtb_v5098_p003578,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5098_p003578.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0168,OVT-B,926,ovtb_v926_p008805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v926_p008805.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0169,TAO,5101,ovtb_v5101_p003572,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5101_p003572.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0170,OVT-B,926,ovtb_v926_p008796,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v926_p008796.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0171,BURST,505,ovtb_v505_p000891,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v505_p000891.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0172,OVT-B,278,ovtb_v278_p004126,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v278_p004126.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0173,TAO,5881,ovtb_v5881_p004395,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5881_p004395.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0174,TAO,2519,ovtb_v2519_p001180,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2519_p001180.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0175,OVT-B,514,ovtb_v514_p005708,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v514_p005708.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0176,BURST,1869,ovtb_v1869_p002507,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1869_p002507.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0177,TAO,4896,ovtb_v4896_p003371,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4896_p003371.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0178,TAO,4191,ovtb_v4191_p002438,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4191_p002438.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0179,BURST,1138,ovtb_v1138_p001534,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1138_p001534.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0180,TAO,5409,ovtb_v5409_p003896,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5409_p003896.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0181,OVT-B,92,ovtb_v92_p002927,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v92_p002927.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0182,BURST,1785,ovtb_v1785_p002338,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1785_p002338.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0183,TAO,4952,ovtb_v4952_p003336,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4952_p003336.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0184,BURST,150,ovtb_v150_p000288,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v150_p000288.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0185,BURST,1376,ovtb_v1376_p001864,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1376_p001864.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0186,TAO,5519,ovtb_v5519_p004025,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5519_p004025.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0187,BURST,120,ovtb_v120_p000288,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v120_p000288.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0188,TAO,1658,ovtb_v1658_p000609,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1658_p000609.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0189,TAO,2112,ovtb_v2112_p001111,,actually_true,actually_true,True,yes,yes,True,human_confirmed_challenge_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0190,OVT-B,432,ovtb_v432_p005161,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v432_p005161.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0191,OVT-B,141,ovtb_v141_p003224,,actually_true,actually_true,True,yes,yes,True,blind_review_real_object_candidate,high,human_confirmed_after_challenge_review
sr_challenge_0192,OVT-B,24,ovtb_v24_p001089,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v24_p001089.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0193,TAO,2699,ovtb_v2699_p001432,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2699_p001432.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0194,OVT-B,25,ovtb_v25_p001151,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v25_p001151.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0195,OVT-B,857,ovtb_v857_p008285,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v857_p008285.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0196,BURST,2327,ovtb_v2327_p003005,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2327_p003005.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0197,TAO,1,ovtb_v1_p000007,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1_p000007.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0198,BURST,344,ovtb_v344_p000616,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v344_p000616.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0199,TAO,3480,ovtb_v3480_p002006,,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0200,OVT-B,36,ovtb_v36_p002219,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002219.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0201,BURST,435,ovtb_v435_p001002,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v435_p001002.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0202,OVT-B,453,ovtb_v453_p005316,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v453_p005316.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0203,BURST,22,ovtb_v22_p000022,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v22_p000022.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0204,OVT-B,453,ovtb_v453_p005308,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v453_p005308.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0205,BURST,938,ovtb_v938_p001355,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v938_p001355.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0206,OVT-B,106,ovtb_v106_p003013,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v106_p003013.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0207,BURST,742,ovtb_v742_p001049,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v742_p001049.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0208,OVT-B,389,ovtb_v389_p004866,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v389_p004866.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0209,TAO,3926,ovtb_v3926_p002349,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3926_p002349.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0210,TAO,3474,ovtb_v3474_p001994,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3474_p001994.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0211,BURST,2327,ovtb_v2327_p003002,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2327_p003002.jpg,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,human_confirmed_after_challenge_review
sr_challenge_0212,TAO,3392,ovtb_v3392_p001895,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3392_p001895.jpg,actually_true,actually_true,True,no,no,True,human_confirmed_challenge_review_real_object_candidate,medium,human_confirmed_after_challenge_review
