challenge_sample_id,dataset,video_id,path_id,primary_label,human_second_label,label_match,primary_verified_positive_for_calibration,human_second_verified_positive_for_calibration,verified_positive_match,human_second_reason,human_second_confidence,human_second_review_status
sr_challenge_0295,BURST,270,ovtb_v270_p000413,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0296,OVT-B,345,ovtb_v345_p004605,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0299,BURST,1512,ovtb_v1512_p001961,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0303,BURST,272,ovtb_v272_p000461,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0305,OVT-B,265,ovtb_v265_p004035,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0306,BURST,31,ovtb_v31_p000045,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0307,OVT-B,477,ovtb_v477_p005494,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0309,OVT-B,38,ovtb_v38_p002320,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0313,BURST,90,ovtb_v90_p000192,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0315,BURST,2222,ovtb_v2222_p002880,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0316,BURST,823,ovtb_v823_p001109,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0318,BURST,484,ovtb_v484_p001084,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0320,BURST,2579,ovtb_v2579_p003257,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0322,OVT-B,522,ovtb_v522_p005754,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0324,BURST,1897,ovtb_v1897_p002315,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0327,OVT-B,40,ovtb_v40_p002441,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,high,blind_review_confirmed
sr_challenge_0328,OVT-B,525,ovtb_v525_p005788,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0331,BURST,2402,ovtb_v2402_p003084,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0332,BURST,191,ovtb_v191_p000293,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0333,OVT-B,256,ovtb_v256_p003965,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0334,OVT-B,27,ovtb_v27_p001280,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0335,BURST,554,ovtb_v554_p001149,actually_true,actually_true,True,yes,yes,True,blind_review_real_object_candidate,high,blind_review_confirmed
sr_challenge_0336,BURST,120,ovtb_v120_p000378,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0339,BURST,1975,ovtb_v1975_p002695,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0340,OVT-B,427,ovtb_v427_p005119,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0341,BURST,1548,ovtb_v1548_p002108,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0342,BURST,122,ovtb_v122_p000224,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0344,OVT-B,245,ovtb_v245_p003873,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0348,BURST,404,ovtb_v404_p000695,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0351,OVT-B,288,ovtb_v288_p004208,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0354,OVT-B,383,ovtb_v383_p004819,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0359,BURST,1078,ovtb_v1078_p001295,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0361,OVT-B,49,ovtb_v49_p002655,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0362,BURST,604,ovtb_v604_p001205,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0363,BURST,443,ovtb_v443_p000778,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0364,BURST,84,ovtb_v84_p000139,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0365,OVT-B,36,ovtb_v36_p002221,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0368,BURST,2523,ovtb_v2523_p003187,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0371,BURST,2887,ovtb_v2887_p003557,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0372,BURST,753,ovtb_v753_p001149,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0374,BURST,1452,ovtb_v1452_p001910,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0376,BURST,1514,ovtb_v1514_p001855,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0378,OVT-B,249,ovtb_v249_p003892,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0381,OVT-B,33,ovtb_v33_p001951,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0382,BURST,2784,ovtb_v2784_p003451,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0384,OVT-B,443,ovtb_v443_p005237,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0387,BURST,414,ovtb_v414_p000720,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0389,OVT-B,229,ovtb_v229_p003756,actually_true,actually_true,True,yes,yes,True,blind_review_real_object_candidate,high,blind_review_confirmed
sr_challenge_0391,OVT-B,176,ovtb_v176_p003397,actually_true,actually_true,True,yes,yes,True,blind_review_real_object_candidate,high,blind_review_confirmed
sr_challenge_0395,OVT-B,343,ovtb_v343_p004581,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0397,BURST,1396,ovtb_v1396_p001740,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0398,BURST,118,ovtb_v118_p000156,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0400,OVT-B,43,ovtb_v43_p002597,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0401,OVT-B,472,ovtb_v472_p005463,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0403,OVT-B,13,ovtb_v13_p000623,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0411,BURST,584,ovtb_v584_p001033,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0412,OVT-B,265,ovtb_v265_p004036,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0413,BURST,1665,ovtb_v1665_p002144,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0415,OVT-B,291,ovtb_v291_p004230,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0416,BURST,2316,ovtb_v2316_p002977,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0417,OVT-B,2,ovtb_v2_p000151,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0418,OVT-B,443,ovtb_v443_p005242,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0419,BURST,1897,ovtb_v1897_p002311,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0422,BURST,2281,ovtb_v2281_p002688,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0423,BURST,1019,ovtb_v1019_p001412,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0426,BURST,2788,ovtb_v2788_p003532,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0428,BURST,162,ovtb_v162_p000488,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0429,BURST,1258,ovtb_v1258_p001605,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0432,BURST,118,ovtb_v118_p000152,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0434,BURST,1301,ovtb_v1301_p001854,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0435,BURST,1897,ovtb_v1897_p002330,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0437,BURST,688,ovtb_v688_p001180,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0438,BURST,270,ovtb_v270_p000412,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0439,OVT-B,100,ovtb_v100_p002976,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0441,BURST,590,ovtb_v590_p000966,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0442,BURST,2421,ovtb_v2421_p003145,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0445,OVT-B,524,ovtb_v524_p005779,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0446,BURST,2706,ovtb_v2706_p003458,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0447,BURST,1344,ovtb_v1344_p001672,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0448,BURST,2615,ovtb_v2615_p003322,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0449,BURST,118,ovtb_v118_p000171,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0450,OVT-B,275,ovtb_v275_p004101,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0451,BURST,2292,ovtb_v2292_p002893,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0452,OVT-B,29,ovtb_v29_p001437,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0454,BURST,1410,ovtb_v1410_p001959,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0459,BURST,2638,ovtb_v2638_p003426,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0460,BURST,2235,ovtb_v2235_p002838,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0461,OVT-B,292,ovtb_v292_p004235,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0463,BURST,1763,ovtb_v1763_p002105,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0464,BURST,2916,ovtb_v2916_p003687,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0465,BURST,2848,ovtb_v2848_p003518,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0468,OVT-B,38,ovtb_v38_p002302,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0469,BURST,2625,ovtb_v2625_p003368,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0471,BURST,118,ovtb_v118_p000158,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0472,OVT-B,396,ovtb_v396_p004922,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0473,BURST,2103,ovtb_v2103_p002666,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0475,OVT-B,278,ovtb_v278_p004128,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0476,BURST,1361,ovtb_v1361_p001717,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0478,BURST,1198,ovtb_v1198_p001554,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0479,BURST,2416,ovtb_v2416_p003113,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0483,OVT-B,109,ovtb_v109_p003042,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0484,BURST,604,ovtb_v604_p001199,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0486,OVT-B,231,ovtb_v231_p003782,actually_true,actually_true,True,yes,yes,True,blind_review_real_object_candidate,high,blind_review_confirmed
sr_challenge_0487,BURST,1763,ovtb_v1763_p002099,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0488,BURST,39,ovtb_v39_p000054,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0491,OVT-B,40,ovtb_v40_p002432,actually_true,actually_true,True,yes,yes,True,blind_review_real_object_candidate,high,blind_review_confirmed
sr_challenge_0494,OVT-B,443,ovtb_v443_p005235,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
sr_challenge_0496,BURST,876,ovtb_v876_p001335,actually_true,actually_true,True,no,no,True,blind_review_real_object_candidate,medium,blind_review_confirmed
