planning_block,rows,simulated_disagreements,simulated_disagreement_rate,mean_label_agreement,mean_cohens_kappa,min_cohens_kappa,max_cohens_kappa,target_reference,paper_use,abs_distance_to_0p84
boundary500_primary_distribution,500,195,0.39,0.61,0.217335662588223,0.19123380393848394,0.23295990937126312,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.622664337411777
boundary500_primary_distribution,500,200,0.4,0.6,0.20379442511739584,0.1866347827501504,0.2164114780046702,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6362055748826041
boundary500_primary_distribution,500,205,0.41,0.59,0.20307509674176244,0.18895394840955848,0.22262502464847475,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6369249032582376
boundary500_primary_distribution,500,210,0.42,0.58,0.1705322756357266,0.15649100257069407,0.19158633857903967,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6694677243642734
boundary500_primary_distribution,500,215,0.43,0.57,0.16766457209667363,0.14692018347167765,0.17671205599889714,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6723354279033263
boundary500_primary_distribution,500,220,0.44,0.56,0.16667424211565293,0.13962346794315264,0.18713005180198497,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.673325757884347
boundary500_primary_distribution,500,225,0.45,0.55,0.15867118754798876,0.14174549893195,0.18025022406493882,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6813288124520112
boundary500_primary_distribution,500,230,0.46,0.54,0.1423866722298641,0.12182903920460618,0.1714219839760218,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6976133277701358
boundary500_primary_distribution,500,235,0.47,0.53,0.1486217564726195,0.12401031804016893,0.19215114680160614,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6913782435273805
boundary500_primary_distribution,500,240,0.48,0.52,0.11479102386465061,0.0816209390425899,0.14531740774769772,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7252089761353494
boundary500_primary_distribution,500,245,0.49,0.51,0.1151116111176215,0.08649579788067033,0.13441019770777696,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7248883888823785
boundary500_primary_distribution,500,250,0.5,0.5,0.10644560048033751,0.06804744756834948,0.1289562805736345,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7335543995196625
boundary500_primary_distribution,500,255,0.51,0.49000000000000005,0.11016934717203856,0.09140145090717332,0.12812166634754774,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7298306528279614
boundary500_primary_distribution,500,260,0.52,0.48,0.09137133452616356,0.0789874529752247,0.10819636144115473,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7486286654738364
boundary500_primary_distribution,500,265,0.53,0.4699999999999999,0.09138789842578185,0.07127687163994981,0.11471904857352844,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7486121015742181
boundary500_primary_distribution,500,270,0.54,0.4600000000000001,0.0796705574226402,0.06655142610198786,0.10944581142679972,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7603294425773598
boundary500_primary_distribution,500,275,0.55,0.45,0.08990639825287342,0.06905890318212593,0.12936110935224468,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7500936017471266
boundary500_primary_distribution,500,280,0.56,0.44000000000000006,0.06176530181931065,0.05258171482709615,0.06933457422056775,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7782346981806894
boundary500_primary_distribution,500,285,0.57,0.43,0.06372874312878894,0.0525391949575139,0.07448902051711703,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.776271256871211
boundary500_primary_distribution,500,290,0.58,0.42000000000000004,0.04529576203432685,0.018280297901150943,0.06241109070687742,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7947042379656731
boundary500_primary_distribution,500,295,0.59,0.41,0.04390914319635379,0.019705579370617718,0.06303994308364673,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7960908568036462
boundary500_primary_distribution,500,300,0.6,0.4,0.034210802354490415,0.015657606341789837,0.042622448588825516,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8057891976455096
boundary500_primary_distribution,500,305,0.61,0.39,0.03254571516074996,0.019488076332049596,0.05480869947875035,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.80745428483925
boundary500_primary_distribution,500,310,0.62,0.38,0.02346975511984434,-0.0021141375676426654,0.06389095235506914,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8165302448801556
boundary500_primary_distribution,500,315,0.63,0.37,0.015826394337668644,-0.015598300243098889,0.028647198495174133,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8241736056623313
boundary500_primary_distribution,500,320,0.64,0.36,0.004707067612911101,-0.01382605279499172,0.019739986031294735,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8352929323870889
boundary500_primary_distribution,500,325,0.65,0.35,-0.001149840954851654,-0.017061599509306934,0.009333601575311844,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8411498409548516
boundary500_primary_distribution,500,330,0.66,0.34,0.0010495938096522464,-0.020351371908799154,0.021543825941541757,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8389504061903478
boundary500_primary_distribution,500,335,0.67,0.33,0.001128551014062239,-0.006810244820186667,0.009075097317699524,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8388714489859377
boundary500_primary_distribution,500,340,0.68,0.32,-0.016089497026359444,-0.0513621324097839,0.013136889523577328,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8560894970263594
boundary500_primary_distribution,500,345,0.69,0.31,-0.03474695102318343,-0.051540735773720654,-0.015685720341976964,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8747469510231834
boundary500_primary_distribution,500,350,0.7,0.3,-0.027988747180820284,-0.04931794333683112,-0.011794634597594821,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8679887471808203
boundary500_primary_distribution,500,355,0.71,0.29,-0.023661674313846748,-0.05677407063418345,-0.007881348232942753,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8636616743138468
boundary500_primary_distribution,500,360,0.72,0.28,-0.04437069251085559,-0.05923476173102503,-0.031181791621075,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8843706925108555
boundary500_primary_distribution,500,365,0.73,0.27,-0.03977574134175061,-0.05968493969957204,-0.020773438636134792,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8797757413417506
boundary500_primary_distribution,500,370,0.74,0.26,-0.05535041506370687,-0.07183620025376443,-0.04383544639481805,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8953504150637068
boundary500_primary_distribution,500,375,0.75,0.25,-0.048745691960913426,-0.06262397279682633,-0.030372637698999325,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8887456919609134
boundary500_primary_distribution,500,380,0.76,0.24,-0.05510652713715051,-0.07396814271340886,-0.020128750986571898,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8951065271371504
boundary500_primary_distribution,500,385,0.77,0.23000000000000004,-0.04148865374909376,-0.06476539208257051,-0.021090152977870195,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8814886537490937
boundary500_primary_distribution,500,390,0.78,0.22000000000000003,-0.0591942329273641,-0.06729427218740588,-0.04939135301525115,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8991942329273641
boundary500_primary_distribution,500,395,0.79,0.21000000000000002,-0.06423695698053349,-0.09242163603276718,-0.04573709904586418,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9042369569805334
boundary500_primary_distribution,500,400,0.8,0.2,-0.07741944498389382,-0.09268122118053275,-0.06321334970681891,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9174194449838938
boundary500_primary_distribution,500,405,0.81,0.19,-0.08354129774494538,-0.089875727256581,-0.0720525173381333,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9235412977449453
boundary500_primary_distribution,500,410,0.82,0.18,-0.08334647912939575,-0.11272743063094356,-0.05701704633343988,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9233464791293957
boundary500_primary_distribution,500,415,0.83,0.17,-0.07974779789817321,-0.09149058161982462,-0.06546307849510398,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9197477978981732
boundary500_primary_distribution,500,420,0.84,0.16,-0.09503001265148066,-0.11624940200924888,-0.08036917758182509,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9350300126514807
boundary500_primary_distribution,500,425,0.85,0.15,-0.10897732159904408,-0.12273471759919696,-0.09799828453915077,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.948977321599044
boundary500_primary_distribution,500,430,0.86,0.14,-0.09139371827183314,-0.09991865717837611,-0.08453851625042244,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9313937182718331
boundary500_primary_distribution,500,435,0.87,0.13,-0.11014967893575729,-0.11899408862433179,-0.09956775612345489,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9501496789357573
boundary500_primary_distribution,500,440,0.88,0.12,-0.10104293929499648,-0.11391277050358985,-0.0880585573332674,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9410429392949965
boundary500_primary_distribution,500,445,0.89,0.11000000000000001,-0.12190898536214237,-0.13335370823145887,-0.10518917361652666,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9619089853621423
boundary500_primary_distribution,500,450,0.9,0.1,-0.10762157716131775,-0.1172574061752058,-0.10049204221976582,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9476215771613177
boundary500_primary_distribution,500,455,0.91,0.09,-0.11509414091529932,-0.12319609769584342,-0.11020017763202841,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9550941409152993
boundary500_primary_distribution,500,460,0.92,0.08,-0.11944426311795535,-0.13577442532283154,-0.10629046377620223,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9594442631179553
boundary500_primary_distribution,500,465,0.93,0.07,-0.13449572018683498,-0.1435513540631732,-0.12820811436390897,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.974495720186835
boundary500_primary_distribution,500,470,0.94,0.06,-0.13139067487467687,-0.14283491141813656,-0.12149889520427984,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9713906748746768
boundary500_primary_distribution,500,475,0.95,0.05,-0.14386224525732894,-0.1640730302658988,-0.13115167910536615,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9838622452573289
boundary500_primary_distribution,500,480,0.96,0.04,-0.13665317948905187,-0.1499154333025092,-0.12266520720189729,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9766531794890518
boundary500_primary_distribution,500,485,0.97,0.03,-0.14771430592261103,-0.15569746937997425,-0.13814498793800983,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.987714305922611
boundary500_primary_distribution,500,490,0.98,0.02,-0.15056821094964035,-0.15675165250236073,-0.13941829208174047,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.9905682109496403
boundary500_primary_distribution,500,495,0.99,0.01,-0.151006049385765,-0.1558830946843388,-0.14278062767514557,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.991006049385765
boundary500_primary_distribution,500,500,1.0,0.0,-0.1609871375599209,-0.16771137911384718,-0.15469707676888045,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,1.0009871375599209
