dataset,video_id,path_id,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,matched_gt_id,matched_iou,temporal_overlap,is_unmatched,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,frame_start,frame_end,clip_path,montage_path,method,candidate_budget_M,selected_rank,e_value,p_any,p_block,tau_k,self_consistency_margin,release_source,alpha1,seed,audit_label,needs_audit,verified_positive_for_calibration,audit_source,audit200_montage_path
BURST,1499,ovtb_v1499_p001811,towel,1128,0.5311949849128723,0.5311949849128723,0.5311949849128723,2,0.5,,0.0,0.0,True,cat:1128,unknown,towel,unknown,global,0,17,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1499_p001811.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/056_ovtb_v1499_p001811.jpg
BURST,567,ovtb_v567_p000906,cellular telephone,235,0.5296989977359772,0.5296989977359772,0.5296989977359772,2,0.5,,0.0,0.0,True,cat:235,unknown,cellular telephone,unknown,global,0,11,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v567_p000906.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/057_ovtb_v567_p000906.jpg
BURST,1007,ovtb_v1007_p001390,cellular telephone,235,0.5287090092897415,0.5287090092897415,0.5287090092897415,2,0.5,,0.0,0.0,True,cat:235,unknown,cellular telephone,unknown,global,11,22,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v1007_p001390.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/058_ovtb_v1007_p001390.jpg
BURST,1055,ovtb_v1055_p001462,cat,229,0.5271285176277161,0.5271285176277161,0.5271285176277161,6,0.8333333333333334,1.0,0.301728258866524,0.0,True,cat:229,unknown,cat,unknown,global,0,34,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v1055_p001462.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/059_ovtb_v1055_p001462.jpg
BURST,1605,ovtb_v1605_p001994,sugar bowl,1050,0.5262871235609055,0.5262871235609055,0.5262871235609055,2,0.5,,0.0,0.0,True,cat:1050,unknown,sugar bowl,unknown,global,6,11,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v1605_p001994.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/060_ovtb_v1605_p001994.jpg
BURST,2345,ovtb_v2345_p002994,turtle,1152,0.5232028365135193,0.5232028365135193,0.5232028365135193,2,0.5,,0.0,0.0,True,cat:1152,unknown,turtle,unknown,global,22,33,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v2345_p002994.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/061_ovtb_v2345_p002994.jpg
BURST,890,ovtb_v890_p001297,truck,1144,0.5226960678895315,0.5226960678895315,0.5226960678895315,3,0.6666666666666666,,0.0,0.0,True,cat:1144,unknown,truck,unknown,global,6,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v890_p001297.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/062_ovtb_v890_p001297.jpg
BURST,2632,ovtb_v2632_p003329,truck,1144,0.522319495677948,0.522319495677948,0.522319495677948,2,0.5,,0.0,0.0,True,cat:1144,unknown,truck,unknown,global,0,2,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2632_p003329.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/063_ovtb_v2632_p003329.jpg
BURST,2331,ovtb_v2331_p002749,turtle,1152,0.5204981416463852,0.5204981416463852,0.5204981416463852,2,0.5,1.0,0.039091308982519,0.0,True,cat:1152,unknown,turtle,unknown,global,22,33,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2331_p002749.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/064_ovtb_v2331_p002749.jpg
BURST,1016,ovtb_v1016_p001347,toy,1130,0.5204979032278061,0.5204979032278061,0.5204979032278061,2,0.5,,0.0,0.0,True,cat:1130,unknown,toy,unknown,global,0,6,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v1016_p001347.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/065_ovtb_v1016_p001347.jpg
BURST,2708,ovtb_v2708_p003478,cellular telephone,235,0.5204319506883621,0.5204319506883621,0.5204319506883621,2,0.5,3.0,0.477161646544578,0.0,True,cat:235,unknown,cellular telephone,unknown,global,23,32,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v2708_p003478.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/066_ovtb_v2708_p003478.jpg
BURST,2915,ovtb_v2915_p003406,book,126,0.5190004222095013,0.5190004222095013,0.5190004222095013,8,0.875,,0.0,0.0,True,cat:126,unknown,book,unknown,global,0,30,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2915_p003406.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/067_ovtb_v2915_p003406.jpg
BURST,2788,ovtb_v2788_p003525,bottle,133,0.5189125761389732,0.5189125761389732,0.5189125761389732,8,0.875,,0.0,0.0,True,cat:133,unknown,bottle,unknown,global,0,30,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v2788_p003525.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/068_ovtb_v2788_p003525.jpg
BURST,111,ovtb_v111_p000112,trousers,1143,0.5175419052441915,0.5175419052441915,0.5175419052441915,6,0.8333333333333334,,0.0,0.0,True,cat:1143,unknown,trousers,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v111_p000112.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/069_ovtb_v111_p000112.jpg
BURST,890,ovtb_v890_p001301,truck,1144,0.5144296139478683,0.5144296139478683,0.5144296139478683,2,0.5,,0.0,0.0,True,cat:1144,unknown,truck,unknown,global,28,33,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v890_p001301.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/070_ovtb_v890_p001301.jpg
BURST,1348,ovtb_v1348_p001894,trousers,1143,0.5117922921975454,0.5117922921975454,0.5117922921975454,3,0.6666666666666666,,0.0,0.0,True,cat:1143,unknown,trousers,unknown,global,0,22,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v1348_p001894.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/071_ovtb_v1348_p001894.jpg
BURST,1388,ovtb_v1388_p001939,stool,1037,0.5112805962562561,0.5112805962562561,0.5112805962562561,4,0.75,1.0,0.7479948796856596,0.25,True,cat:1037,unknown,stool,unknown,global,22,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v1388_p001939.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/072_ovtb_v1388_p001939.jpg
BURST,58,ovtb_v58_p000071,bottle,133,0.5107897147536278,0.5107897147536278,0.5107897147536278,4,0.75,,0.0,0.0,True,cat:133,unknown,bottle,unknown,global,6,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v58_p000071.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/073_ovtb_v58_p000071.jpg
BURST,2392,ovtb_v2392_p003073,toy,1130,0.5096297562122345,0.5096297562122345,0.5096297562122345,2,0.5,,0.0,0.0,True,cat:1130,unknown,toy,unknown,global,17,22,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v2392_p003073.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/074_ovtb_v2392_p003073.jpg
BURST,1499,ovtb_v1499_p001801,cellular telephone,235,0.5088812212149302,0.5088812212149302,0.5088812212149302,3,0.6666666666666666,,0.0,0.0,True,cat:235,unknown,cellular telephone,unknown,global,0,17,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1499_p001801.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/075_ovtb_v1499_p001801.jpg
BURST,2591,ovtb_v2591_p003099,truck,1144,0.507280558347702,0.507280558347702,0.507280558347702,3,0.6666666666666666,,0.0,0.0,True,cat:1144,unknown,truck,unknown,global,0,4,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2591_p003099.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/076_ovtb_v2591_p003099.jpg
BURST,2809,ovtb_v2809_p003559,chair,237,0.5057837665081024,0.5057837665081024,0.5057837665081024,2,0.5,,0.0,0.0,True,cat:237,unknown,chair,unknown,global,0,4,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v2809_p003559.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/077_ovtb_v2809_p003559.jpg
BURST,2019,ovtb_v2019_p002755,bottle,133,0.5021710470318794,0.5021710470318794,0.5021710470318794,8,0.875,,0.0,0.0,True,cat:133,unknown,bottle,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2019_p002755.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/078_ovtb_v2019_p002755.jpg
BURST,1884,ovtb_v1884_p002278,truck,1144,0.5016316771507263,0.5016316771507263,0.5016316771507263,2,0.5,,0.0,0.0,True,cat:1144,unknown,truck,unknown,global,6,22,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1884_p002278.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/079_ovtb_v1884_p002278.jpg
BURST,823,ovtb_v823_p001124,truck,1144,0.4995153099298477,0.4995153099298477,0.4995153099298477,4,0.75,,0.0,0.0,True,cat:1144,unknown,truck,unknown,global,22,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v823_p001124.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/080_ovtb_v823_p001124.jpg
BURST,2331,ovtb_v2331_p002751,turtle,1152,0.4993299444516499,0.4993299444516499,0.4993299444516499,3,0.6666666666666666,1.0,0.123252469378082,0.0,True,cat:1152,unknown,turtle,unknown,global,22,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2331_p002751.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/081_ovtb_v2331_p002751.jpg
BURST,1873,ovtb_v1873_p002253,zebra,1229,0.4966388493776321,0.4966388493776321,0.4966388493776321,2,0.5,3.0,0.0018159773509197,0.0,True,cat:1229,unknown,zebra,unknown,global,17,22,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1873_p002253.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/082_ovtb_v1873_p002253.jpg
BURST,2953,ovtb_v2953_p003731,vacuum cleaner,1160,0.4955558627843857,0.4955558627843857,0.4955558627843857,2,0.5,1.0,0.4750599536220917,0.0,True,cat:1160,unknown,vacuum cleaner,unknown,global,0,5,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v2953_p003731.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/083_ovtb_v2953_p003731.jpg
BURST,2893,ovtb_v2893_p003561,chair,237,0.4937017932534218,0.4937017932534218,0.4937017932534218,8,0.875,,0.0,0.0,True,cat:237,unknown,chair,unknown,global,0,41,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2893_p003561.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/084_ovtb_v2893_p003561.jpg
BURST,1301,ovtb_v1301_p001833,bowl,139,0.4922001361846924,0.4922001361846924,0.4922001361846924,2,0.5,,0.0,0.0,True,cat:139,unknown,bowl,unknown,global,0,22,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v1301_p001833.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/085_ovtb_v1301_p001833.jpg
BURST,1873,ovtb_v1873_p002258,zebra,1229,0.4886479675769806,0.4886479675769806,0.4886479675769806,2,0.5,1.0,0.0443230100709987,0.0,True,cat:1229,unknown,zebra,unknown,global,22,28,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1873_p002258.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/086_ovtb_v1873_p002258.jpg
BURST,1141,ovtb_v1141_p001466,toy,1130,0.4881759285926819,0.4881759285926819,0.4881759285926819,5,0.8,,0.0,0.0,True,cat:1130,unknown,toy,unknown,global,0,22,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v1141_p001466.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/087_ovtb_v1141_p001466.jpg
BURST,2702,ovtb_v2702_p003371,blanket,110,0.4820433147251606,0.4820433147251606,0.4820433147251606,8,0.875,2.0,0.0793973320605393,0.0,True,cat:110,unknown,blanket,unknown,global,0,31,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2702_p003371.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/088_ovtb_v2702_p003371.jpg
BURST,280,ovtb_v280_p000479,boat,118,0.4815230518579483,0.4815230518579483,0.4815230518579483,2,0.5,,0.0,0.0,True,cat:118,unknown,boat,unknown,global,6,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v280_p000479.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/089_ovtb_v280_p000479.jpg
BURST,2235,ovtb_v2235_p002848,towel,1128,0.4797798693180084,0.4797798693180084,0.4797798693180084,2,0.5,,0.0,0.0,True,cat:1128,unknown,towel,unknown,global,0,18,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v2235_p002848.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/090_ovtb_v2235_p002848.jpg
BURST,1000,ovtb_v1000_p001323,cellular telephone,235,0.4769455939531326,0.4769455939531326,0.4769455939531326,2,0.5,,0.0,0.0,True,cat:235,unknown,cellular telephone,unknown,global,17,28,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v1000_p001323.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/091_ovtb_v1000_p001323.jpg
BURST,1322,ovtb_v1322_p001649,bottle,133,0.4765079319477081,0.4765079319477081,0.4765079319477081,3,0.6666666666666666,,0.0,0.0,True,cat:133,unknown,bottle,unknown,global,13,26,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1322_p001649.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/092_ovtb_v1322_p001649.jpg
BURST,2788,ovtb_v2788_p003526,bottle,133,0.4740227274596691,0.4740227274596691,0.4740227274596691,8,0.875,,0.0,0.0,True,cat:133,unknown,bottle,unknown,global,0,30,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v2788_p003526.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/093_ovtb_v2788_p003526.jpg
BURST,2889,ovtb_v2889_p003647,cellular telephone,235,0.4736521442731221,0.4736521442731221,0.4736521442731221,3,0.6666666666666666,,0.0,0.0,True,cat:235,unknown,cellular telephone,unknown,global,4,13,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v2889_p003647.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/094_ovtb_v2889_p003647.jpg
BURST,2235,ovtb_v2235_p002828,bucket,160,0.472586527466774,0.472586527466774,0.472586527466774,2,0.5,2.0,0.1969984272625303,0.0,True,cat:160,unknown,bucket,unknown,global,14,18,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v2235_p002828.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/095_ovtb_v2235_p002828.jpg
BURST,2492,ovtb_v2492_p002987,umbrella,1155,0.4722828716039657,0.4722828716039657,0.4722828716039657,2,0.5,8.0,0.1156517100968942,0.0,True,cat:1155,unknown,umbrella,unknown,global,6,17,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2492_p002987.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/096_ovtb_v2492_p002987.jpg
BURST,2887,ovtb_v2887_p003552,carton,224,0.4701436907052994,0.4701436907052994,0.4701436907052994,2,0.5,2.0,0.0676695842471384,0.0,True,cat:224,unknown,carton,unknown,global,0,5,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2887_p003552.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/097_ovtb_v2887_p003552.jpg
BURST,1322,ovtb_v1322_p001647,bottle,133,0.4696084320545196,0.4696084320545196,0.4696084320545196,5,0.8,,0.0,0.0,True,cat:133,unknown,bottle,unknown,global,0,30,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1322_p001647.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/098_ovtb_v1322_p001647.jpg
BURST,259,ovtb_v259_p000351,bottle,133,0.4687206298112869,0.4687206298112869,0.4687206298112869,4,0.75,2.0,0.1640817727301748,0.0,True,cat:133,unknown,bottle,unknown,global,0,17,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v259_p000351.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/099_ovtb_v259_p000351.jpg
BURST,2893,ovtb_v2893_p003560,chair,237,0.4684568978846073,0.4684568978846073,0.4684568978846073,8,0.875,,0.0,0.0,True,cat:237,unknown,chair,unknown,global,0,41,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2893_p003560.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/100_ovtb_v2893_p003560.jpg
BURST,2142,ovtb_v2142_p002855,carton,224,0.4653086264928182,0.4653086264928182,0.4653086264928182,3,0.6666666666666666,,0.0,0.0,True,cat:224,unknown,carton,unknown,global,27,38,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2142_p002855.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/101_ovtb_v2142_p002855.jpg
BURST,1210,ovtb_v1210_p001566,chair,237,0.4625022063652674,0.4625022063652674,0.4625022063652674,6,0.8333333333333334,5.0,0.0058100337817517,0.0,True,cat:237,unknown,chair,unknown,global,11,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1210_p001566.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/102_ovtb_v1210_p001566.jpg
BURST,642,ovtb_v642_p001165,towel,1128,0.4571180194616318,0.4571180194616318,0.4571180194616318,2,0.5,,0.0,0.0,True,cat:1128,unknown,towel,unknown,global,28,33,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v642_p001165.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/103_ovtb_v642_p001165.jpg
BURST,2141,ovtb_v2141_p002718,bowl,139,0.4554000496864319,0.4554000496864319,0.4554000496864319,2,0.5,,0.0,0.0,True,cat:139,unknown,bowl,unknown,global,15,25,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v2141_p002718.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/104_ovtb_v2141_p002718.jpg
BURST,1067,ovtb_v1067_p001280,walking stick,1175,0.4547874629497528,0.4547874629497528,0.4547874629497528,2,0.5,5.0,0.467828102543102,0.0,True,cat:1175,unknown,walking stick,unknown,global,17,22,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1067_p001280.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/105_ovtb_v1067_p001280.jpg
BURST,1067,ovtb_v1067_p001279,walking stick,1175,0.4535814374685287,0.4535814374685287,0.4535814374685287,4,0.75,5.0,0.4976588194050006,0.0,True,cat:1175,unknown,walking stick,unknown,global,6,33,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1067_p001279.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/106_ovtb_v1067_p001279.jpg
BURST,2337,ovtb_v2337_p003021,toothpaste,1123,0.4532018701235453,0.4532018701235453,0.4532018701235453,3,0.6666666666666666,,0.0,0.0,True,cat:1123,unknown,toothpaste,unknown,global,28,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v2337_p003021.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/107_ovtb_v2337_p003021.jpg
BURST,2913,ovtb_v2913_p003590,booklet,129,0.4511854276061058,0.4511854276061058,0.4511854276061058,4,0.75,,0.0,0.0,True,cat:129,unknown,booklet,unknown,global,17,30,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2913_p003590.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/108_ovtb_v2913_p003590.jpg
BURST,45,ovtb_v45_p000091,toy,1130,0.450623407959938,0.450623407959938,0.450623407959938,2,0.5,,0.0,0.0,True,cat:1130,unknown,toy,unknown,global,11,17,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v45_p000091.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/109_ovtb_v45_p000091.jpg
BURST,612,ovtb_v612_p001117,step stool,1031,0.4502089992165565,0.4502089992165565,0.4502089992165565,4,0.75,,0.0,0.0,True,cat:1031,unknown,step stool,unknown,global,15,30,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v612_p001117.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/110_ovtb_v612_p001117.jpg
BURST,612,ovtb_v612_p001102,step stool,1031,0.4476687684655189,0.4476687684655189,0.4476687684655189,4,0.75,,0.0,0.0,True,cat:1031,unknown,step stool,unknown,global,0,25,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v612_p001102.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/111_ovtb_v612_p001102.jpg
BURST,1605,ovtb_v1605_p001998,sugar bowl,1050,0.4442058602968852,0.4442058602968852,0.4442058602968852,3,0.6666666666666666,5.0,0.0204882783653571,0.0,True,cat:1050,unknown,sugar bowl,unknown,global,28,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v1605_p001998.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/112_ovtb_v1605_p001998.jpg
BURST,2840,ovtb_v2840_p003605,cellular telephone,235,0.4430661648511886,0.4430661648511886,0.4430661648511886,2,0.5,,0.0,0.0,True,cat:235,unknown,cellular telephone,unknown,global,25,30,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v2840_p003605.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/113_ovtb_v2840_p003605.jpg
BURST,2142,ovtb_v2142_p002845,carton,224,0.4417069405317306,0.4417069405317306,0.4417069405317306,2,0.5,,0.0,0.0,True,cat:224,unknown,carton,unknown,global,5,16,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2142_p002845.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/114_ovtb_v2142_p002845.jpg
