material_id,formula,mp_e_above_hull,alex_e_above_hull,mp_stable_exact,alex_stable_exact,discordant,score_alignn_ff,score_chgnet,score_mace_mp
mp-1009756,Ca2Pb,0.014137890833334,0.0360066933333338,False,False,False,-0.5747376283009847,-3.013654947280884,-3.0579833984375
mp-1009770,RuN,0.079167312499997,0.0944073374999998,False,False,False,-6.109442234039307,-8.57180118560791,-8.5310697555542
mp-10098,YGeAu,0.0,0.0,True,True,False,-2.701258977254232,-5.61750602722168,-5.6235917409261065
mp-1009834,Al2Ru,0.019733673333332,0.0324395733333329,False,False,False,-4.06698735555013,-6.248728752136231,-6.25837771097819
mp-1009839,TbAl,0.041335158125001,0.0250328462499993,False,False,False,-2.4147515296936035,-4.577509880065918,-4.575791358947754
mp-101,Ir,0.0,0.0,True,True,False,-6.04555606842041,-8.842529296875,-8.837387084960938
mp-1010,MnB4,0.012702824000001,0.0175609320000003,False,False,False,-5.994255065917969,-7.385897159576416,-7.444145965576172
mp-1010136,Cu,0.03556281,0.0357083600000001,False,False,False,0.6944746971130371,-4.056059837341309,-4.064304828643799
mp-10106,Ca2As,0.04712873611111,0.0433263666666667,False,False,False,-1.7023658752441406,-3.891457557678223,-3.859253883361816
mp-1010953,MgNi,0.044288365763889,0.0382246983333334,False,False,False,-0.3705697059631347,-3.83238673210144,-3.834607601165772
mp-10112,LaB2Ir3,0.0,0.018227074999995,True,False,True,-6.089087168375651,-8.095807075500488,-8.105679829915365
mp-1011260,EuFeO3,0.162930053,0.0401953456666621,False,False,False,-5.74329833984375,-9.10881519317627,-8.259213256835938
mp-10113,ScBIr3,0.0,0.0688408340000013,True,False,True,-6.192971801757812,-8.575486183166504,-8.559626007080078
mp-10114,ScB4Ir3,0.0,0.0,True,True,False,-6.386532783508301,-7.962249279022217,-8.016609191894531
mp-1011695,Cs2Se,0.0,0.0,True,True,False,-1.616003195444743,-2.954312801361084,-2.8218393325805664
mp-1011696,Cs2Se,0.004232759166665,0.0197146874999996,False,False,False,-1.613578160603841,-2.9213788509368896,-2.7807820638020835
mp-1011709,Cs2Se,0.004192514999999,0.0200568125,False,False,False,-1.6125545501708984,-2.921151161193848,-2.78016726175944
mp-10118,Mn3B4,0.018044119047617,0.0428654909523817,False,False,False,-6.097800663539341,-8.144930839538574,-8.155785696847099
mp-1012110,Cs,0.024368322499999,0.0463111970689655,False,False,False,2.1472325325012207,-0.8585093021392822,-0.8216620683670044
mp-1012435,PbS,0.056455185,0.0564551849999999,False,False,False,-1.993741750717163,-4.644093036651611,-4.398025035858154
mp-10125,SbIr,0.081177980624999,0.0809761781249998,False,False,False,-4.24079704284668,-6.788326740264893,-6.698377132415772
mp-10126,V5SiB2,0.0,0.0,True,True,False,-6.259171485900879,-8.67774772644043,-8.709630966186523
mp-1012640,CrFeCoNi,0.066585322916667,0.0658018540625011,False,False,False,-4.180296897888184,-7.677456378936768,-7.71538496017456
mp-10129,TmNi4B,0.0,0.0,True,True,False,-2.7778803507486978,-6.208592891693115,-6.2219587961832685
mp-10133,Sc3BPb,0.0,0.0,True,True,False,-4.09147834777832,-6.358025074005127,-6.376071166992188
mp-1013525,VS2,0.0,0.0,True,True,False,-4.459172248840332,-6.949692249298096,-6.643205006917317
mp-1013526,VS2,0.017861314999999,0.0172495733333342,False,False,False,-4.507575988769531,-6.941351890563965,-6.632574717203776
mp-1013527,BeGeP2,0.0,0.0,True,True,False,-2.936546802520752,-5.002346992492676,-5.054078102111816
mp-1013545,Ca3BiAs,0.0878332485,0.0877176934166659,False,False,False,-1.5936026573181152,-3.845290184020996,-3.854551696777344
mp-1013548,Ca3SbN,0.0,0.0,True,True,False,-2.362233161926269,-4.841224670410156,-4.775532531738281
mp-1013549,Ba3BiN,0.056357219999997,0.0563382599999995,False,False,False,-2.3986759185791016,-4.426497459411621,-4.289890670776368
mp-1013554,Sr3PN,0.0,0.017218764775861,True,False,True,-2.498276710510254,-4.553619384765625,-4.548491287231445
mp-1013555,Sr3AsN,0.0,0.0303672979999998,True,False,True,-2.481430435180664,-4.501041412353516,-4.497454833984375
mp-1013557,Ba3SbN,0.055228376999998,0.0552250790000004,False,False,False,-2.716193962097168,-4.526567459106445,-4.382857894897461
mp-1013558,Ca3BiP,0.033826749807698,0.0622374589999994,False,False,False,-1.7052160263061524,-4.057703018188477,-4.037903213500977
mp-10136,Ti2ReB2,0.0,0.0,True,True,False,-6.960704040527344,-9.086277961730955,-9.156192016601562
mp-1013643,Sr3BiP,0.044351434875,0.0443744773749998,False,False,False,-1.5466471672058106,-3.811737775802612,-3.795145034790039
mp-1013734,Ba3AsN,0.081127904051281,0.0811074806666667,False,False,False,-2.7375701904296874,-4.523379325866699,-4.4485218048095705
mp-10139,Sc3SnB,0.0,0.0082998373333333,True,False,True,-4.181964874267578,-6.4979424476623535,-6.555369567871094
mp-1013900,TiSCl,0.00955604444444,0.0016203821428568,False,False,False,-4.044689178466797,-6.514339447021484,-6.134073257446289
mp-1014,ZrMn2,0.002352779166669,0.0022470341666664,False,False,False,-5.831556955973308,-9.116758346557615,-9.13825543721517
mp-10140,Sc3TlB,0.033947740222224,0.0611817174999993,False,False,False,-3.743198776245117,-6.0096755027771,-6.048508834838867
mp-1014013,P,0.053987197023809,0.0450431941666664,False,False,False,-3.9341378211975098,-5.395007610321045,-5.365172386169434
mp-1014160,ZrN,0.049152732499997,0.0491527324999996,False,False,False,-8.025848388671875,-10.201455116271973,-10.076091766357422
mp-1014168,CsPbBr3,0.007483645000001,0.0102237029999976,False,False,False,-0.8740225791931152,-3.519826889038086,-3.211251068115234
mp-10142,Ta3B4,0.0,0.0,True,True,False,-7.969670976911273,-9.67402172088623,-9.670249938964844
mp-1014219,HfZn,0.008220216666664,0.010260333333333,False,False,False,-2.8011629581451416,-5.814414978027344,-5.810639381408691
mp-1014226,Zr3ZnN,0.0,0.0,True,True,False,-5.526089477539062,-8.020172119140625,-7.9529266357421875
mp-1014227,Ti2ZnN,0.0,0.0,True,True,False,-4.9119391441345215,-7.481482028961182,-7.425479412078857
mp-1014229,Ti2Zn,0.0,0.0,True,True,False,-2.9052823384602866,-5.809995651245117,-5.846546173095703
mp-1014230,TiZn,0.0,0.0005521000000001,True,False,True,-1.7327759265899658,-4.738565444946289,-4.7630615234375
mp-1014231,Hf2Zn,0.0,0.0,True,True,False,-4.438237190246582,-7.205828666687012,-7.213408788045247
mp-1014244,ZrZnN2,0.0,0.0,True,True,False,-5.321405410766602,-7.638357639312744,-7.487076759338379
mp-1014251,HfZnN2,0.0,0.0,True,True,False,-5.859687805175781,-8.110482215881348,-7.984706878662109
mp-1014252,Hf3ZnN,0.0,0.0,True,True,False,-6.5384269714355465,-8.848516464233398,-8.773057556152343
mp-1014257,Ti3ZnN,0.0,0.0,True,True,False,-5.000968933105469,-7.609423637390137,-7.568860626220703
mp-1014265,Zr2N,0.0,0.0,True,True,False,-7.266956965128581,-9.81117057800293,-9.764520645141602
