candidate_id,structure_hash,n_sites,chgnet_energy_per_atom,mace_energy_per_atom,chgnet_score_status,mace_score_status,chgnet_error,mace_error,structure_source,score_order
wbm-1-6406,42229edb2869e6ad3f2bb8af493a3e0888ce1fd1248e5d83e6963a2bff8c7a3b,10,-4.105311393737793,-3.7166481018066406,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,257
wbm-1-6407,5fbbc77b9123f44f43ba189f2083123aedcdb3dac4a9ae6abd0aa2ee98c80858,10,-4.13424825668335,-3.7445423126220705,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,258
wbm-1-6408,b6e9f0e9ff59f89c1d955fcc31957dfb59539fe5f175ddb8d8839d4eca8896aa,10,-4.8982744216918945,-4.638132095336914,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,259
wbm-1-6409,45af19428958449724246f2e3eca49a0edada49996b686db1463ba7a08de3cfc,10,-4.886448383331299,-4.593002700805664,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,260
wbm-1-6410,cb9af8bc0975abc46aa12abc273667ea4033ae656880fafc45124c5efffc9cfd,10,-5.942129135131836,-5.628749084472656,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,261
wbm-1-6411,fe8153657bb7acdab5a40bbeac63ffa544099f5ed2c49b8011b6f4c030592c0a,10,-5.961503028869629,-5.6379753112792965,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,262
wbm-1-6415,dff3c23fdeeed6224709f03799028def89ede4d8c67fadeec3e1c10797f218f4,10,-4.115044116973877,-3.727243423461914,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,263
wbm-1-6416,bf5314f11a4260bc52453dcc965c1269837378a7bf74f1e3a076a32c7c6ea765,10,-4.145312786102295,-3.759003448486328,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,264
wbm-1-6423,36c8aa5b7c6eba6b53b01a8397cd588d5083d1e4e31cdf76f6b3db09a72cb07c,10,-4.303224563598633,-3.9233360290527344,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,265
wbm-1-6424,d03218a6655b98acfdcdd6f36de37c15caebde02389cb193086c1d3e369a9eb8,10,-4.045064926147461,-3.675576400756836,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,266
wbm-1-6425,a3c5af908bc2147f7baf0d245dd194c48bbf8f354cb88eaf5a2121ad4f741dec,10,-4.066875457763672,-3.695526123046875,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,267
wbm-1-6428,294a91d0b3173c3ec206dbcff7f573b256297fd11215776661906de6d3c58d69,10,-4.18747615814209,-3.865896987915039,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,268
wbm-1-6431,cc1f399dc9caa70086568629e49ba8abf0158e203ec3c93f703e1f20f2d3450e,10,-2.8174357414245605,-2.4678199768066404,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,269
wbm-1-6435,b706531ec2ce74e687ebfd49a8456cce9870a4fa63384332e67ebec003b343ea,10,-4.193814754486084,-3.8569110870361327,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,270
wbm-1-6436,f34663088b6944b5651afe1de2af40d2e011ac82233db512877d330e8604515e,10,-5.920572280883789,-5.434517669677734,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,271
wbm-1-6437,ab17f3963cdd403490dce9b1f1e2132f1eceb9c98d9d77816e1cd92d054e094a,10,-5.942649841308594,-5.441931915283203,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,272
wbm-1-6454,8e9dd17dd980263dd7d9c2cef5dbc2cbd5fe9ba46d28df8cd5051c699e858779,10,-4.167992115020752,-3.8313758850097654,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,273
wbm-1-6460,8fd4687328603e1bbb45e5e45e410632ebbe39294cff24e0992a293593472392,10,-3.1653504371643066,-2.950541305541992,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,274
wbm-1-6461,c7619631d98dea5465a4c187805bc26369407893499e39c1aea00a39f2704757,10,-3.0645499229431152,-2.910061264038086,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,275
wbm-1-6464,31a2816d4f579e1d0bf71ef22bc0da6c6427dae143a27f360604d0c3fac88cb5,10,-4.168453693389893,-3.7786415100097654,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,276
wbm-1-6465,4125f82f538990cd2c5952c5838571a01dbdeb4e39128c7aed073a77c6bbaf9c,10,-4.084412574768066,-3.6785873413085937,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,277
wbm-1-6466,dacacddea0b4c05c173b3810445ac6b4d5b5a94deb972266e15c7f196bad7cbe,10,-4.120425224304199,-3.724979782104492,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,278
wbm-1-6469,fb98a4466945fcca2ad434d3b6e7e8b155f3c4eff790b5baa3bed0ec62828219,10,-3.045766592025757,-2.861953926086426,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,279
wbm-1-6470,3f39d8d0b53029202ae3bbd986a5f3ea432118335efe96505a26bbfcf16375ca,10,-2.9856960773468018,-2.8323217391967774,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,280
wbm-1-6471,f9343fa8d412da321d982b4b05bb2d04afdaa9b92fde02124de7a1f545ba6a8a,10,-4.499187469482422,-4.100348281860351,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,281
wbm-1-6472,c4eaeb9818b31e97d30a79581a1d31d4af428849bcc9a6ad1475c91bbc16297b,10,-4.544102668762207,-4.108561325073242,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,282
wbm-1-6476,a51d40ba12d02f2397da19003dda91bf28729ef0d822beda926f90e079e07bd8,12,-4.582037448883057,-4.234699249267578,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,283
wbm-1-6477,1f4498345e50cd8c1a91754f93c736f3b6c72724b3f158a39ea72c4a5431ed24,12,-2.899803876876831,-2.496346632639567,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,284
wbm-1-6479,e3aa8e72a09cb0a17e020c903e1fd8dbb3ba592d803f62606b8d9578768ee372,12,-4.32288122177124,-3.966115633646647,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,285
wbm-1-6491,8206733b12f7f191001b9a174f5bde23547980ae362c49711109e52167361ce4,7,-3.7888007164001465,-3.349517277308873,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,286
wbm-1-7396,6413bbe82f9ff877df3701c58ef4172b8c8b7445e04d88c57b951ac63dd15353,10,-8.660055160522461,-8.467007446289063,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,287
wbm-1-8396,6609348970d0940894442c92a38cc6f444658073a134c1f7ecfeddc87035ee5e,8,-3.4322266578674316,-3.188748836517334,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,288
wbm-1-8397,97c714075b09e9713c4c6048a52c4f5570553f0c6525841402bd1d078ed165be,8,-3.4599549770355225,-3.158747673034668,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,289
wbm-1-8414,48d0b0bce56f656792297e1f243bdab01d07d9d86a6b8e6084298f344408bb93,10,-3.099379539489746,-2.9256935119628906,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,290
wbm-1-8415,bc027fad7f75e4c7da669beecbfecca3f4fff3cb1190267de7199876ad4f502a,10,-3.012181520462036,-2.895449638366699,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,291
wbm-1-9699,722b27f9254f058407a87ec8b8391ec6befcd45e64d883a2c0b0f38c326582f1,12,-2.624019145965576,-2.261660575866699,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,292
wbm-1-9744,1cda9f46475e8b2e51606dc891b1489a294336f3fedd246fe10df996bbcf6da5,12,-3.006861448287964,-2.8206685384114585,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,293
wbm-1-9828,c6fdc193e9f71c86bf69a34b32ec843dd4c2572649b365a957d82e883e1c14e1,12,-3.023350238800049,-2.830821990966797,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,294
wbm-1-9909,7f8702e2955faae66f90c28c10ce15db1a1dc3b4a15f4ecc13241a902693cd0d,8,-2.043633460998535,-1.559445858001709,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,295
wbm-1-9925,a07589e69a3520b6934756ce398522d4a57ba4072f746ec705a76202e75739d4,8,-3.8050317764282227,-3.491548776626587,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,296
wbm-1-9926,b2da8c5939f8355c27efa46bc32a41a33c345cf8e6f3975c04b6e46ccd40586f,8,-3.892733573913574,-3.4950523376464844,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,297
wbm-1-9948,f31c78b48f013a746555ff163c332f29e859b6431852086176f5077248b05647,8,-4.078737735748291,-3.585421085357666,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,298
wbm-1-9982,6423c9f53d169a9421c99d1195b59d51e8d0fded11e68af0019f061dde69f9cf,8,-3.1026017665863037,-2.7079479694366455,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,299
wbm-1-9988,713bba87b0a3f5027fc06b8c7944cb336ecb5a4037ab2dc89ea115ddb3aa6bfb,8,-5.253225803375244,-4.804350852966309,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,300
wbm-2-10005,7cc4e9d855c48fce1bac3592f3cc0dba240e2bace617056974e8592ab4644047,12,-2.5636205673217773,-2.1856228510538735,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,301
wbm-2-10006,6062c3375e95e2242551dc8ac597ecc9cfb5f513d4678d7b90bc0c3b05f7d6a9,12,-2.4977073669433594,-2.191565672556559,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,302
wbm-2-10112,596aee5f17d887252e3618322e64a57ab67a4dbcca620b15091646d1d479543a,8,-4.095996856689453,-3.7279701232910156,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,303
wbm-2-10113,861c3e2cf2c0b68c5d2b7e333649b0a838ab3fc6fccd7473c1c2ed97c3400116,8,-4.024312496185303,-3.6926820278167725,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,304
wbm-2-10119,68a452e24fe3100602e02ee03d36ff407c158d9868b8e6cb386ccb5dffdf7af7,8,-4.07875919342041,-3.5854973793029785,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,305
wbm-2-10125,a793c4ddc8a6af1a3df97f4c38235fdc3924489655ed7f53ab8017569cd31696,8,-2.7858633995056152,-2.5907647609710693,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,306
wbm-2-10155,e523ea736f06c72fb5c932fd5f715b2e083afad8d516df5ea16c52ca734e3b6b,8,-2.0838751792907715,-1.6178884506225586,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,307
wbm-2-10211,a13a7db542a7641e1b18db2371dfb48016bfad515a9cb1e8d97409d55355d446,8,-4.996584415435791,-4.508660316467285,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,308
wbm-2-10219,95dda99f45393be61211cedb959f83fccc05428f91a00be3fcb8bbfa421a2ede,8,-3.6367509365081787,-3.242147922515869,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,309
wbm-2-10222,90d7cc8c729bb2fd761db588e7c7b449337c048dd22472aefb76f1a6f54059a2,8,-3.4157845973968506,-3.061957597732544,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,310
wbm-2-10255,7988e3a1895b9d7e81e60e4c7b0232df7627a51c87817ea67565c8fcc4692bb4,10,-4.593161106109619,-4.246429061889648,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,311
wbm-2-10277,cf3a03b213aba80d01f898fde2fb3c15d9a38852cf4e9b0759b0568527ae0992,10,-4.939937114715576,-4.594133758544922,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,312
wbm-2-10287,e2d83fb91df61c7ceebdea3229c912c709f9a2d0c4c269de4142ce63d85e312f,10,-4.877475261688232,-4.4873100280761715,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,313
wbm-2-10302,e927b5f055a458f8b8e1331744123f24e15968f66772e3e1504d3af4bd52473e,8,-3.876943349838257,-3.4973065853118896,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,314
wbm-2-10315,03c0b0d30cbee26cc99857e9eafbcb2da8d51fe97365d14f9bdf8e17947fda04,8,-2.701897382736206,-2.3327322006225586,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,315
wbm-2-10321,61f2a07cf4a25d4d0d39c677844a4e8d48fcf961042b16cebdfe6383a5eed2d0,10,-3.623518228530884,-3.3164337158203123,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,316
wbm-2-10322,e154679fd0ce286d98e6a75da544a6db54166240868aa5f83e83ba54b8eb6287,10,-3.6397347450256348,-3.348185729980469,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,317
wbm-2-10327,d01ab9476d81a8b8ada928abe52d47ed21f1a879d20d7c13407bc6f202e0ee99,10,-3.3976848125457764,-3.142746925354004,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,318
wbm-2-10328,3a1d8dc31c9181b4495d11fd83b0c6b10597197a202a4228ecff7f496ed86082,10,-3.4310593605041504,-3.155178260803223,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,319
wbm-2-10335,ee2c608720f1740ca19369d74a3e89051738922a5ef236c76bff469db7b42b59,10,-3.6364777088165283,-3.1592338562011717,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,320
wbm-2-10338,f57834041bad64b0f8b313eb6a8c0a2a73a8ae29f73367ef1a4f5a3f7134d130,10,-4.756609916687012,-4.270357513427735,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,321
wbm-2-10343,4ccd6f9a311b9b2dea5f5465efbb6384eb44b35941007c5374a4c036a63e56e0,12,-3.3423097133636475,-3.0004679361979165,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,322
wbm-2-10357,bc6e217ac4f4d471b3200f24d636b0396d608047d9abb4cb79846c2a2ec4b03c,10,-5.284098148345947,-4.94078369140625,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,323
wbm-2-10371,804b079ac35a80b23403401527f508463591aac99eada64825547c4c5cec1378,10,-3.109139919281006,-2.7427812576293946,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,324
wbm-2-10377,be8e156f56b6500c68e19208bc8d5e0c977944308820cbd7e6aa290fcff4f321,10,-4.638251781463623,-4.173735046386719,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,325
wbm-2-10382,535e49d946a355ba801569fd239fe1e5cc1965a9ce1329f74ed834173020ae16,10,-4.423542022705078,-4.043824768066406,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,326
wbm-2-10385,2f9d7d7e41ad0336ba27b4aca8a5cc9f21bc599162fcba87f05a6e1f55435c9d,10,-4.505344867706299,-4.077719879150391,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,327
wbm-2-10391,0f467a176b8694a51a64a8869c2b251fd5c75dbaf56190b1836deca0f000259a,10,-3.1738224029541016,-2.8128612518310545,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,328
wbm-2-10397,235eb70895f2a02c8094f355ba3ebfad1221d5ee37c71c15acdcc91de736d9eb,10,-4.5157647132873535,-4.084258270263672,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,329
wbm-2-10401,e98b831f77f056f2ce3fd0b5f40cea09d96c29d6f7e85a7fabbf3357e087ac44,12,-2.942439079284668,-2.5702590942382812,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,330
wbm-2-10407,108c88b2ba4a0e75f2d23945e760ed7e05e7ab8541b441007166d0e2f21e0d65,10,-4.779301166534424,-4.38253173828125,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,331
wbm-2-10409,44ebf00f18c3b616663815d4b1bafeed81820bdbde549516ab0a65c5bf1d336a,10,-4.487410545349121,-4.0732685089111325,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,332
wbm-2-10413,20c7a7fb8535bf50c253d912d6a04a278c2ce39cd4ca2c02036bf3107dae494c,10,-3.413576126098633,-3.1027265548706056,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,333
wbm-2-10414,3c828956efa2a5989da3e8587e067c7dc8019a59b993124e6b847a98f1224bdb,10,-3.5753262042999268,-3.2339576721191405,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,334
wbm-2-10426,83af1aac660c47e9f5f43e6be295bd5f9e8a6f003ceae34605813ef74b592a03,10,-3.46083402633667,-3.1064678192138673,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,335
wbm-2-10479,f3e47cd788c9e9e0c832adaf6cc53acea11f668e6a13043be73a0218ef476578,9,-4.275520324707031,-3.9244766235351562,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,336
wbm-2-10481,eb98d6d3ffdfeaee36da9f95a97c21b5ea72e761719efabf79b484a3dc9c4fa6,9,-4.278985500335693,-3.914766099717882,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,337
wbm-2-10483,d4bb01eb1081622234a8612ce5b5d9cd826d36c34677391368da9320f153c048,9,-4.647714614868164,-4.26222907172309,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,338
wbm-2-10484,2445ef0ced4a16f48f597bf1c3807d740bf1d4e1de64855607f9b8df175f3045,9,-5.321671485900879,-4.951191796196832,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,339
wbm-2-10487,0407123d4257d42c81d127e5af80d50093d815a23ace168036145a6cf156130a,9,-4.282308101654053,-3.921936459011502,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,340
wbm-2-10490,768b31448ca6455a18e53e80768cfcfdfbb8c35dbb05b86ac9b960a285d89452,9,-4.259838104248047,-3.909878200954861,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,341
wbm-2-10491,b117dc0988ebfb15c37cd881a0c8271444f8892c29606928330bde4a9a72ac50,9,-4.236148834228516,-3.8996654086642795,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,342
wbm-2-10501,8ba8637dc4a0c165f696da510763b092a4c635705e1207c04464f18569c8e3f3,9,-4.450368404388428,-4.055487314860026,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,343
wbm-2-10502,df322e19b9db84487d891b6b1308b0fbc5ee9bf175dcf2774b7f49a038b9a8fe,9,-4.273481369018555,-3.9201715257432728,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,344
wbm-2-10504,7d1410fd59a4d2980e11c14dafb1b23a7d50013808e20618b7af3ba681bc7590,9,-4.2861247062683105,-3.917173597547743,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,345
wbm-2-10512,bc8e4681bed63b7e6f311fbcb3f58db816f93bc92dc8a6e4ca34a9734da7bfd3,9,-4.492280006408691,-4.110189649793837,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,346
wbm-2-10514,e455fbec044100d427956df0a1f18fd0349cfdbe88c0aaa5ed8d019e68579e85,9,-3.08209228515625,-2.7427779303656683,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,347
wbm-2-10518,88b5173e0817a2210cc23d6b4d7f468993ed05933d4cbc30e23b443c09da715a,10,-3.8671677112579346,-3.5575164794921874,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,348
wbm-2-10587,7f9c25377b5745182a30446b71da99e82ba24148bc113a1d52b807f5272590c7,9,-4.5134992599487305,-4.11165534125434,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,349
wbm-2-10595,0da6fcf8138302f34c86e4bbb0b030c375723c9c6465319d477992e26b1e2c57,9,-5.311152935028076,-4.962625715467665,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,350
wbm-2-10596,1a3fb26407c629e9c17761d8459052596a7f4b8c38d07c21db7811066372980e,9,-5.285272598266602,-4.936819288465712,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,351
wbm-2-10602,879430d05431288b9d466b3955506e891de18a8228c6c46325357b78f602fee4,9,-4.247503280639648,-3.9217431810167103,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,352
wbm-2-10603,21fa70a6ce3793f9face1959808b63488a66054b7ddb2cbc56f1c2e64a5f1678,9,-4.234704971313477,-3.910392337375217,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,353
wbm-2-10616,aa225ece7480cba7548aba76a29e351a0caad37f72d3b8541e11a57d8802a91a,9,-4.262122631072998,-3.9323929680718317,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,354
wbm-2-10617,1473f3e188846dced14e3ce3365d400a02870073e120a0e84ad4b493b620bb4a,9,-4.2224273681640625,-3.905872768825955,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,355
wbm-2-10658,8069895ac110b526b8d9c58e1451d7b2b4711445e96e86df56fa1023247b9b86,9,-3.070535659790039,-2.735841327243381,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,356
wbm-2-10659,aa71ddf52a34fd75a16a0ab875edd14fb650ee8b0768640921ce0e39e61393b9,9,-3.061377763748169,-2.7321092817518444,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,357
wbm-2-10762,7b298990c16ccfb168a3533ed9e07f5baa76124d8b8379e5677746733fb0ed65,6,-7.439920425415039,-7.136743545532227,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,358
wbm-2-10799,2ad5996206d8022179355ac0c84b3854b2b0bd15e8d5470c59f192259418a914,11,-3.6034412384033203,-3.2085193287242544,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,359
wbm-2-12544,fab11026ec3668388efa8bf4ab98bb68fa2cd8cbfb5822c58d5f6f94f28486ce,12,-3.81434965133667,-3.455057462056478,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,360
wbm-2-14664,74c99a398d63c58b02803fa73a94256c50301d7a055ecff1f2b6262dbea11188,4,-4.618326187133789,-4.391448974609375,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,361
wbm-2-14998,f1c8e6d1a55db1919bed9b3dc6bd8e706fbfd69d00d4819cc2f3b9bde61912b4,3,-6.955785751342773,-6.918532053629558,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,362
wbm-2-15000,e4203f38db8a13c0533e9cb8f21174a4c5cab2530818d431731420c86bfd3323,3,-6.321163177490234,-6.237738291422526,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,363
wbm-2-15003,cd1624636259ddce2a6f6bc6d179b8d087b51c8f9513276a465794d3e8c9d959,3,-9.61108112335205,-9.275738398234049,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,364
wbm-2-15007,3f043bcd8e185a3c55a3df1ef7c91b43a87f135e84619206ca9b5edfb0e5db2c,3,-6.231349468231201,-6.177225748697917,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,365
wbm-2-15010,8e74a7bf681e9b6f9a2ce5321e0cecc7939e88a27e45a466c83ee8bbc668ae79,3,-6.450436115264893,-6.208212534586589,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,366
wbm-2-15017,997a3f442ec68a03b40cec399d9212e72c320c90c546b60b61e62e07a10e7667,3,-6.228157997131348,-6.008007049560547,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,367
wbm-2-15027,f6f4af11caf80f68d26057c36124c95549cb799622aaa35a9d001ee032379435,8,-5.0022149085998535,-4.700694561004639,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,368
wbm-2-15028,1287dd437fb2c495a383368666f2e5fe205394038234ea182f8ceb18355cb897,8,-3.492550849914551,-3.0617661476135254,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,369
wbm-2-15210,20cd1d6afdf32dacacbedd5ac9c00e1306e671dd92217d86b356d2bb1a29298e,12,-4.86526346206665,-4.589636166890462,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,370
wbm-2-15273,460518057c7a925e5ae9e6f5a269f273333cf77fc1b523a09be488afd08a928d,12,-5.6140642166137695,-5.435020446777344,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,371
wbm-2-15292,03bcf096a21706b9ebe2abdd0eea862c13885ad4f1e1057d69fac54a7f91a83a,8,-5.700281620025635,-5.377829551696777,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,372
wbm-2-15329,afdbce29d85bd01d14153337d5d5105a45bc7d718e7217ec6132bb35a4a04490,8,-5.981881141662598,-5.715420722961426,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,373
wbm-2-15330,739600b1fa6fe4a5906dbc00a9f3608d106a39f1b21e8652a8d7ee4e95649b69,8,-6.007819175720215,-5.7113261222839355,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,374
wbm-2-15331,1b53fd0ea4cee5a9dff216d6149cf9cf5f0ae3b1100648365ba48aea40fb4603,8,-7.128715515136719,-6.84975004196167,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,375
wbm-2-15333,fffbce094ef854a464ab43d1adcf03a65c2279ddaa33e9cd373efe90af67e385,8,-5.996521949768066,-5.6830596923828125,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,376
wbm-2-15335,f76b9f6d717f26d6e8d04954799bdcb2b87c9c4ac13109e429cc8fe3e08a35fb,8,-5.995489597320557,-5.723887920379639,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,377
wbm-2-15340,bd53a254e94b678df312830fad2a578dc403116959278092b686bda302c66c32,8,-6.002820014953613,-5.727917194366455,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,378
wbm-2-15347,342035c6e21a67a3df47f872dcb8e58a2873162b4ee714185e71a69f89f8b63e,8,-6.48153829574585,-6.201840400695801,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,379
wbm-2-15348,765579e538a39e563f25030cda7a520bd9b10f05d993aacd50203bcc58930303,8,-7.195552825927734,-6.9413347244262695,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,380
wbm-2-15369,5664d1c84a7a4f5fe56db278359db48a6fc77354e28a1992431ae17e41019eaa,8,-4.939502716064453,-4.734673500061035,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,381
wbm-2-15374,7432d789768b558a041b124ccc0ad940f4a7781eafa893e043aa1fff7507d777,8,-5.017240524291992,-4.7127685546875,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,382
wbm-2-15376,c1674d8536315fb3a3750af0a3cb581484ba5ad56a336138c59b6dbeb12b57cd,8,-4.338778018951416,-4.004795074462891,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,383
wbm-2-15383,a99bd2888cd93b8c56b4a555caea41f8d517b5a9a9d1a5f3abfa2d0c889a08e0,8,-5.256504535675049,-4.898349285125732,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,384
wbm-2-15384,417e58ca9cdfc803a9362954ae65ff916f673307c20f4bd302206fdd390a6c10,8,-5.277721405029297,-4.885800361633301,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,385
wbm-2-15385,7bc7b13ccddbb8f0baf3bc4b6898b12448e73b42dd7c1139c6d7aa69d6688990,8,-6.395528316497803,-6.038422107696533,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,386
wbm-2-15387,ed905a3dfca395556e938ce8fd91cb609ca2cbfbd38b65d5eb74ebfdad6de7e2,8,-5.266797065734863,-4.878313064575195,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,387
wbm-2-15396,c16ef8c6b7ea2d76a989a0035f1b508039590b16ee33f9ebf128dbb6357a9c15,8,-5.26949405670166,-4.905707836151123,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,388
