alpha,seed,M,released,official_GT_FTR,partial_UTR_seen_by_PARC,raw_topM_official_GT_FTR,raw_topM_partial_unsupported_rate,n_cal_blocks,n_nonempty_null_cal_blocks,p_min_effective,gamma,emax_effective,required_emax,max_observed_e,best_mass_ratio,tau_k,self_consistency_margin,empty_reason
0.1,18,75,0,0.0,0.0,0.0,0.05333333333333334,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.43641625513735904,,,resolution_below_required_emax
0.1,18,100,0,0.0,0.0,0.01,0.08,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.32731219135301926,,,resolution_below_required_emax
0.2,18,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,18,50,50,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,18,75,0,0.0,0.0,0.0,0.05333333333333334,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.8728325102747181,,,insufficient_high_e_mass_for_uniform_scs
0.2,18,100,0,0.0,0.0,0.01,0.08,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.6546243827060385,,,insufficient_high_e_mass_for_uniform_scs
0.1,19,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,19,50,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,19,75,0,0.0,0.0,0.0,0.06666666666666667,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.4202526901322716,,,resolution_below_required_emax
0.1,19,100,0,0.0,0.0,0.0,0.12,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.3151895175992037,,,resolution_below_required_emax
0.2,19,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,19,50,50,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,19,75,0,0.0,0.0,0.0,0.06666666666666667,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.8405053802645432,,,insufficient_high_e_mass_for_uniform_scs
0.2,19,100,0,0.0,0.0,0.0,0.12,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.6303790351984074,,,insufficient_high_e_mass_for_uniform_scs
