audit_id,sample_set,dataset,domain,generator,aoi,video_id,path_id,source_building_id,target_building_id,frame_start,frame_end,source_year,source_month,target_year,target_month,score,candidate_rank,is_unmatched,bbox_iou,centroid_distance_score,area_ratio,base_geometry_score,initial_review_label,initial_verified_positive_for_calibration,initial_review_confidence,initial_review_reason,review_status,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
REL-000001,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0571E-1075N_2287_3888_13,95,SN7::L15-0571E-1075N_2287_3888_13::2018-04->2018-07::4942->4942::6b77164be3b56d62->6b77164be3b56d62,4942,4942,3,4,2018,4,2018,7,0.9999999573263204,1,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000062,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0632E-0892N_2528_4620_13,133,SN7::L15-0632E-0892N_2528_4620_13::2018-07->2018-08::594->594::f8f9672bc1ac79e8->f8f9672bc1ac79e8,594,594,6,7,2018,7,2018,8,0.9999908369609398,62,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000063,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0577E-1243N_2309_3217_13,101,SN7::L15-0577E-1243N_2309_3217_13::2018-02->2018-04::3879->3879::294957125394f1e5->294957125394f1e5,3879,3879,0,1,2018,2,2018,4,0.9999908288350527,63,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000064,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0614E-0946N_2459_4406_13,129,SN7::L15-0614E-0946N_2459_4406_13::2019-08->2019-09::11165->11165::d6124ecd5b48ad80->d6124ecd5b48ad80,11165,11165,16,17,2019,8,2019,9,0.9999908283955764,64,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000065,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0577E-1243N_2309_3217_13,105,SN7::L15-0577E-1243N_2309_3217_13::2019-04->2019-05::2938->2938::067ef38b9da72fab->067ef38b9da72fab,2938,2938,13,14,2019,4,2019,5,0.9999907934791296,65,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000066,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,33,SN7::L15-0368E-1245N_1474_3210_13::2018-03->2018-04::4044->4044::0b92b7530a6d8da3->0b92b7530a6d8da3,4044,4044,2,3,2018,3,2018,4,0.999990567582721,66,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000067,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0614E-0946N_2459_4406_13,128,SN7::L15-0614E-0946N_2459_4406_13::2019-05->2019-06::6605->6605::b9fb7c9968fb113c->b9fb7c9968fb113c,6605,6605,13,14,2019,5,2019,6,0.999990461221172,67,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000068,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0457E-1135N_1831_3648_13,57,SN7::L15-0457E-1135N_1831_3648_13::2018-05->2018-06::11481->11481::8806a85c360a8c19->8806a85c360a8c19,11481,11481,4,5,2018,5,2018,6,0.9999901072871552,68,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000069,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0357E-1223N_1429_3296_13,12,SN7::L15-0357E-1223N_1429_3296_13::2018-12->2019-01::3526->3526::389a035446756e00->389a035446756e00,3526,3526,11,12,2018,12,2019,1,0.9999900866387028,69,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000070,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0506E-1204N_2027_3374_13,72,SN7::L15-0506E-1204N_2027_3374_13::2018-04->2018-05::1987->1987::02cecbf6b3054b42->02cecbf6b3054b42,1987,1987,3,4,2018,4,2018,5,0.9999899507390614,70,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000071,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,33,SN7::L15-0368E-1245N_1474_3210_13::2018-02->2018-03::5437->5437::9e9d03819d9db468->9e9d03819d9db468,5437,5437,1,2,2018,2,2018,3,0.9999897728567376,71,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000072,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0457E-1135N_1831_3648_13,57,SN7::L15-0457E-1135N_1831_3648_13::2018-05->2018-06::3283->3283::009a0560625c7370->009a0560625c7370,3283,3283,4,5,2018,5,2018,6,0.9999895737687584,72,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000073,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0457E-1135N_1831_3648_13,57,SN7::L15-0457E-1135N_1831_3648_13::2018-04->2018-05::9082->9082::8f20af300e13f2fc->8f20af300e13f2fc,9082,9082,3,4,2018,4,2018,5,0.9999893469669614,73,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000074,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,19,SN7::L15-0358E-1220N_1433_3310_13::2018-09->2018-10::921->921::08519d974cb33d44->08519d974cb33d44,921,921,7,8,2018,9,2018,10,0.99998920543612,74,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000075,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0457E-1135N_1831_3648_13,61,SN7::L15-0457E-1135N_1831_3648_13::2019-05->2019-06::13054->13054::a990142a0e536a27->a990142a0e536a27,13054,13054,16,17,2019,5,2019,6,0.999989122741769,75,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000076,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0577E-1243N_2309_3217_13,101,SN7::L15-0577E-1243N_2309_3217_13::2018-04->2018-05::4040->4040::4d9b8faf2a4dce08->4d9b8faf2a4dce08,4040,4040,1,2,2018,4,2018,5,0.999988981083698,76,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000077,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0544E-1228N_2176_3279_13,80,SN7::L15-0544E-1228N_2176_3279_13::2018-04->2018-05::4859->4859::f76fbd2adf2ff171->f76fbd2adf2ff171,4859,4859,3,4,2018,4,2018,5,0.999988845587939,77,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000078,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0361E-1300N_1446_2989_13,27,SN7::L15-0361E-1300N_1446_2989_13::2018-08->2018-09::3582->3582::b49b8d59f961f4b1->b49b8d59f961f4b1,3582,3582,6,7,2018,8,2018,9,0.99998859825981,78,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000079,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0586E-1127N_2345_3680_13,112,SN7::L15-0586E-1127N_2345_3680_13::2019-03->2019-04::5212->5212::33a2b22937485353->33a2b22937485353,5212,5212,14,15,2019,3,2019,4,0.9999885109897676,79,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000080,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0506E-1204N_2027_3374_13,77,SN7::L15-0506E-1204N_2027_3374_13::2019-09->2019-10::1633->1633::e2262e630b0213a3->e2262e630b0213a3,1633,1633,20,21,2019,9,2019,10,0.999988454272928,80,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000081,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,17,SN7::L15-0358E-1220N_1433_3310_13::2018-03->2018-04::2995->2995::de03cfb787002d27->de03cfb787002d27,2995,2995,1,2,2018,3,2018,4,0.9999883558677816,81,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000082,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0571E-1075N_2287_3888_13,99,SN7::L15-0571E-1075N_2287_3888_13::2019-08->2019-09::3423->3423::b996c25705678073->b996c25705678073,3423,3423,16,17,2019,8,2019,9,0.9999881158603416,82,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000083,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0586E-1127N_2345_3680_13,115,SN7::L15-0586E-1127N_2345_3680_13::2019-10->2019-11::6434->6434::dc9ee02da589fc26->dc9ee02da589fc26,6434,6434,21,22,2019,10,2019,11,0.999987587507,83,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000084,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,35,SN7::L15-0368E-1245N_1474_3210_13::2018-09->2018-10::8177->8177::da6badad8defd123->da6badad8defd123,8177,8177,7,8,2018,9,2018,10,0.9999875455269016,84,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000085,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0457E-1135N_1831_3648_13,60,SN7::L15-0457E-1135N_1831_3648_13::2019-01->2019-02::10574->10574::58c5a58b488e31bb->58c5a58b488e31bb,10574,10574,12,13,2019,1,2019,2,0.9999875248768738,85,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000086,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0357E-1223N_1429_3296_13,11,SN7::L15-0357E-1223N_1429_3296_13::2018-07->2018-08::25->25::ccdc08a71d7b1f9e->ccdc08a71d7b1f9e,25,25,6,7,2018,7,2018,8,0.9999869053348088,86,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000087,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,36,SN7::L15-0368E-1245N_1474_3210_13::2018-11->2018-12::7761->7761::d1a63d8a04a6e494->d1a63d8a04a6e494,7761,7761,9,10,2018,11,2018,12,0.9999868294647876,87,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000088,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,35,SN7::L15-0368E-1245N_1474_3210_13::2018-10->2018-11::3666->3666::64bdd6e7be905df9->64bdd6e7be905df9,3666,3666,8,9,2018,10,2018,11,0.9999866696668296,88,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000089,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0506E-1204N_2027_3374_13,71,SN7::L15-0506E-1204N_2027_3374_13::2018-01->2018-02::2043->2043::5bca3a45c6e9e806->5bca3a45c6e9e806,2043,2043,0,1,2018,1,2018,2,0.9999866075545616,89,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000090,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0544E-1228N_2176_3279_13,86,SN7::L15-0544E-1228N_2176_3279_13::2019-10->2019-11::9508->9508::1246a461fff52a8d->1246a461fff52a8d,9508,9508,21,22,2019,10,2019,11,0.9999864968185166,90,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000091,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0586E-1127N_2345_3680_13,115,SN7::L15-0586E-1127N_2345_3680_13::2019-10->2019-11::3293->3293::7a8a2cfc1bc2771e->7a8a2cfc1bc2771e,3293,3293,21,22,2019,10,2019,11,0.9999861517723744,91,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000092,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0457E-1135N_1831_3648_13,57,SN7::L15-0457E-1135N_1831_3648_13::2018-06->2018-07::10785->10785::c5d2958d9f0e3894->c5d2958d9f0e3894,10785,10785,5,6,2018,6,2018,7,0.9999861283941552,92,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000093,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,35,SN7::L15-0368E-1245N_1474_3210_13::2018-09->2018-10::7680->7680::37f2c593e6626449->37f2c593e6626449,7680,7680,7,8,2018,9,2018,10,0.9999860894661592,93,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000094,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0595E-1278N_2383_3079_13,119,SN7::L15-0595E-1278N_2383_3079_13::2018-12->2019-01::1889->1889::74ef338a915b0731->74ef338a915b0731,1889,1889,11,12,2018,12,2019,1,0.9999854679089932,94,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000095,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,21,SN7::L15-0358E-1220N_1433_3310_13::2019-04->2019-05::1909->1909::e0e5cfb4d45b5365->e0e5cfb4d45b5365,1909,1909,14,15,2019,4,2019,5,0.9999854060603852,95,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000096,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,23,SN7::L15-0358E-1220N_1433_3310_13::2019-10->2019-11::398->398::513ca25b502bbe25->513ca25b502bbe25,398,398,20,21,2019,10,2019,11,0.999985377163214,96,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000097,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0571E-1075N_2287_3888_13,97,SN7::L15-0571E-1075N_2287_3888_13::2019-01->2019-02::10790->10790::b00876b1a363e11f->b00876b1a363e11f,10790,10790,10,11,2019,1,2019,2,0.99998535805012,97,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000098,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0614E-0946N_2459_4406_13,125,SN7::L15-0614E-0946N_2459_4406_13::2018-08->2018-09::3064->3064::1c9f0ed15f92bc07->1c9f0ed15f92bc07,3064,3064,5,6,2018,8,2018,9,0.99998531988007,98,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000099,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0361E-1300N_1446_2989_13,29,SN7::L15-0361E-1300N_1446_2989_13::2019-04->2019-05::1799->1799::ac2827318a042b24->ac2827318a042b24,1799,1799,14,15,2019,4,2019,5,0.9999849299022908,99,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000100,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0586E-1127N_2345_3680_13,115,SN7::L15-0586E-1127N_2345_3680_13::2019-11->2019-12::649->649::bd27e393bc6054c3->bd27e393bc6054c3,649,649,22,23,2019,11,2019,12,0.9999843277782332,100,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000101,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0614E-0946N_2459_4406_13,130,SN7::L15-0614E-0946N_2459_4406_13::2019-10->2019-11::8454->8454::89966d1e34ff2a92->89966d1e34ff2a92,8454,8454,18,19,2019,10,2019,11,0.9999841756527024,101,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000102,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0361E-1300N_1446_2989_13,28,SN7::L15-0361E-1300N_1446_2989_13::2018-12->2019-01::2034->2034::13d244156ee388c1->13d244156ee388c1,2034,2034,10,11,2018,12,2019,1,0.9999841635913064,102,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000103,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0614E-0946N_2459_4406_13,126,SN7::L15-0614E-0946N_2459_4406_13::2018-12->2019-01::7374->7374::3a75f8237b93e080->3a75f8237b93e080,7374,7374,8,9,2018,12,2019,1,0.9999836340860988,103,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000104,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0544E-1228N_2176_3279_13,81,SN7::L15-0544E-1228N_2176_3279_13::2018-07->2018-08::1579->1579::75b408dfb1cc8dfb->75b408dfb1cc8dfb,1579,1579,6,7,2018,7,2018,8,0.9999835731459678,104,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000105,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0544E-1228N_2176_3279_13,82,SN7::L15-0544E-1228N_2176_3279_13::2018-10->2018-11::7493->7493::21bc1905d5aed7d1->21bc1905d5aed7d1,7493,7493,9,10,2018,10,2018,11,0.9999833156854157,105,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000106,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,36,SN7::L15-0368E-1245N_1474_3210_13::2018-11->2018-12::4995->4995::c01639b7b6668c95->c01639b7b6668c95,4995,4995,9,10,2018,11,2018,12,0.9999832061416832,106,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000107,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0331E-1257N_1327_3160_13,2,SN7::L15-0331E-1257N_1327_3160_13::2018-05->2018-06::1273->1273::f5d9bc838143caa1->f5d9bc838143caa1,1273,1273,4,5,2018,5,2018,6,0.9999829076878818,107,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000108,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0544E-1228N_2176_3279_13,80,SN7::L15-0544E-1228N_2176_3279_13::2018-04->2018-05::2225->2225::5b6fdac6136995d2->5b6fdac6136995d2,2225,2225,3,4,2018,4,2018,5,0.9999826650651944,108,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000109,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0357E-1223N_1429_3296_13,16,SN7::L15-0357E-1223N_1429_3296_13::2019-12->2020-01::660->660::a5f9d2720f129f74->a5f9d2720f129f74,660,660,23,24,2019,12,2020,1,0.9999825484682932,109,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000110,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,19,SN7::L15-0358E-1220N_1433_3310_13::2018-10->2018-11::4050->4050::491c640dd80e3c10->491c640dd80e3c10,4050,4050,8,9,2018,10,2018,11,0.9999819684505716,110,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000111,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0544E-1228N_2176_3279_13,83,SN7::L15-0544E-1228N_2176_3279_13::2019-03->2019-04::342->342::c7026e2a4fcfd255->c7026e2a4fcfd255,342,342,14,15,2019,3,2019,4,0.9999817003145204,111,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000112,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0571E-1075N_2287_3888_13,94,SN7::L15-0571E-1075N_2287_3888_13::2018-03->2018-04::900->900::77cad27c6d2a8a16->77cad27c6d2a8a16,900,900,2,3,2018,3,2018,4,0.9999815637175165,112,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000113,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0586E-1127N_2345_3680_13,113,SN7::L15-0586E-1127N_2345_3680_13::2019-05->2019-06::6849->6849::2b586ef9ae6c7dc0->2b586ef9ae6c7dc0,6849,6849,16,17,2019,5,2019,6,0.9999814982865431,113,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000114,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0457E-1135N_1831_3648_13,61,SN7::L15-0457E-1135N_1831_3648_13::2019-04->2019-05::4540->4540::27fbc84c547b144b->27fbc84c547b144b,4540,4540,15,16,2019,4,2019,5,0.9999809565784228,114,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000115,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0614E-0946N_2459_4406_13,125,SN7::L15-0614E-0946N_2459_4406_13::2018-07->2018-08::14472->14472::dc2f1cbce67d0c8a->dc2f1cbce67d0c8a,14472,14472,4,5,2018,7,2018,8,0.999980783632212,115,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000116,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0571E-1075N_2287_3888_13,94,SN7::L15-0571E-1075N_2287_3888_13::2018-01->2018-02::10172->10172::4550d7836a6cb4c9->4550d7836a6cb4c9,10172,10172,0,1,2018,1,2018,2,0.9999806726377456,116,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000117,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0506E-1204N_2027_3374_13,76,SN7::L15-0506E-1204N_2027_3374_13::2019-05->2019-06::165->165::51a35cc420cad8fa->51a35cc420cad8fa,165,165,16,17,2019,5,2019,6,0.99998063483373,117,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000118,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0544E-1228N_2176_3279_13,81,SN7::L15-0544E-1228N_2176_3279_13::2018-09->2018-10::6606->6606::f4681224ffa34460->f4681224ffa34460,6606,6606,8,9,2018,9,2018,10,0.9999805208698436,118,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000119,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0544E-1228N_2176_3279_13,83,SN7::L15-0544E-1228N_2176_3279_13::2019-03->2019-04::10109->10109::cf2a029ca06d597b->cf2a029ca06d597b,10109,10109,14,15,2019,3,2019,4,0.999980440471066,119,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000120,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0544E-1228N_2176_3279_13,82,SN7::L15-0544E-1228N_2176_3279_13::2018-11->2018-12::4286->4286::11fd129d4a7091ac->11fd129d4a7091ac,4286,4286,10,11,2018,11,2018,12,0.9999803382124252,120,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000121,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0357E-1223N_1429_3296_13,13,SN7::L15-0357E-1223N_1429_3296_13::2019-03->2019-04::1951->1951::5008b8d003c31682->5008b8d003c31682,1951,1951,14,15,2019,3,2019,4,0.9999803360588398,121,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000122,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0614E-0946N_2459_4406_13,130,SN7::L15-0614E-0946N_2459_4406_13::2019-11->2020-01::6070->6070::46cea3121678b260->46cea3121678b260,6070,6070,19,20,2019,11,2020,1,0.999980124569013,122,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
REL-000123,release_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0586E-1127N_2345_3680_13,109,SN7::L15-0586E-1127N_2345_3680_13::2018-04->2018-05::2914->2914::93b8711c36fbbb92->93b8711c36fbbb92,2914,2914,3,4,2018,4,2018,5,0.9999800678832632,123,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,
