audit_id,sample_set,aoi,video_id,source_year,source_month,target_year,target_month,source_building_id,target_building_id,bbox_iou,centroid_distance_score,area_ratio,base_geometry_score,path_id,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
CAL-000105,calibration_audit,L15-0577E-1243N_2309_3217_13,105,2019,4,2019,5,2938,2938,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2019-04->2019-05::2938->2938::067ef38b9da72fab->067ef38b9da72fab,,,,,
CAL-000106,calibration_audit,L15-0577E-1243N_2309_3217_13,106,2019,6,2019,7,131,131,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2019-06->2019-07::131->131::7912691de3668e3b->7912691de3668e3b,,,,,
CAL-000107,calibration_audit,L15-0577E-1243N_2309_3217_13,107,2019,9,2019,10,2960,2960,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2019-09->2019-10::2960->2960::6c74666b62f45f27->6c74666b62f45f27,,,,,
CAL-000108,calibration_audit,L15-0586E-1127N_2345_3680_13,108,2018,3,2018,4,591,591,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-03->2018-04::591->591::896b8771e67009bc->896b8771e67009bc,,,,,
CAL-000109,calibration_audit,L15-0586E-1127N_2345_3680_13,109,2018,5,2018,6,4163,4163,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-05->2018-06::4163->4163::fe69fdeed54919b3->fe69fdeed54919b3,,,,,
CAL-000110,calibration_audit,L15-0586E-1127N_2345_3680_13,110,2018,7,2018,8,3796,3796,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-07->2018-08::3796->3796::c398124caa542b5a->c398124caa542b5a,,,,,
CAL-000111,calibration_audit,L15-0586E-1127N_2345_3680_13,111,2018,11,2018,12,5351,5351,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-11->2018-12::5351->5351::b565d7da6851ffe0->b565d7da6851ffe0,,,,,
CAL-000112,calibration_audit,L15-0586E-1127N_2345_3680_13,112,2019,3,2019,4,2563,2563,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-03->2019-04::2563->2563::b756c1acc4c7ce28->b756c1acc4c7ce28,,,,,
CAL-000113,calibration_audit,L15-0586E-1127N_2345_3680_13,113,2019,6,2019,7,4255,4255,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-06->2019-07::4255->4255::0dc90579beb60039->0dc90579beb60039,,,,,
CAL-000114,calibration_audit,L15-0586E-1127N_2345_3680_13,114,2019,7,2019,8,2561,2561,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-07->2019-08::2561->2561::5ca9a71fe69b6c99->5ca9a71fe69b6c99,,,,,
CAL-000115,calibration_audit,L15-0586E-1127N_2345_3680_13,115,2019,11,2019,12,743,743,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-11->2019-12::743->743::0112f8dfecd3f816->0112f8dfecd3f816,,,,,
CAL-000116,calibration_audit,L15-0595E-1278N_2383_3079_13,116,2018,2,2018,3,1797,1797,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2018-02->2018-03::1797->1797::35323aca4a04e30e->35323aca4a04e30e,,,,,
CAL-000117,calibration_audit,L15-0595E-1278N_2383_3079_13,117,2018,5,2018,6,2191,2191,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2018-05->2018-06::2191->2191::c1bca4cfe264948e->c1bca4cfe264948e,,,,,
CAL-000118,calibration_audit,L15-0595E-1278N_2383_3079_13,118,2018,8,2018,9,1234,1234,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2018-08->2018-09::1234->1234::50c2e9fe74886a26->50c2e9fe74886a26,,,,,
CAL-000119,calibration_audit,L15-0595E-1278N_2383_3079_13,119,2018,12,2019,1,1889,1889,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2018-12->2019-01::1889->1889::74ef338a915b0731->74ef338a915b0731,,,,,
CAL-000120,calibration_audit,L15-0595E-1278N_2383_3079_13,120,2019,1,2019,2,1180,1180,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2019-01->2019-02::1180->1180::fe96fda9c7b7207b->fe96fda9c7b7207b,,,,,
CAL-000121,calibration_audit,L15-0595E-1278N_2383_3079_13,121,2019,5,2019,6,1422,1422,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2019-05->2019-06::1422->1422::04451ee3c15fe07c->04451ee3c15fe07c,,,,,
CAL-000122,calibration_audit,L15-0595E-1278N_2383_3079_13,122,2019,7,2019,8,2049,2049,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2019-07->2019-08::2049->2049::94b28830b19a9027->94b28830b19a9027,,,,,
CAL-000123,calibration_audit,L15-0595E-1278N_2383_3079_13,123,2019,12,2020,1,1562,1562,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1562->1562::ca1cc522f576772a->ca1cc522f576772a,,,,,
CAL-000124,calibration_audit,L15-0614E-0946N_2459_4406_13,124,2018,5,2018,6,1599,1599,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2018-05->2018-06::1599->1599::5c5f49cde74bb88c->5c5f49cde74bb88c,,,,,
CAL-000125,calibration_audit,L15-0614E-0946N_2459_4406_13,125,2018,6,2018,7,154,154,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2018-06->2018-07::154->154::50575fb2414031f7->50575fb2414031f7,,,,,
CAL-000126,calibration_audit,L15-0614E-0946N_2459_4406_13,126,2018,11,2018,12,452,452,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2018-11->2018-12::452->452::2408ebf7fb3208ce->2408ebf7fb3208ce,,,,,
CAL-000127,calibration_audit,L15-0614E-0946N_2459_4406_13,127,2019,2,2019,3,10709,10709,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-02->2019-03::10709->10709::e3b6735ee86f6d83->e3b6735ee86f6d83,,,,,
CAL-000128,calibration_audit,L15-0614E-0946N_2459_4406_13,128,2019,5,2019,6,6605,6605,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-05->2019-06::6605->6605::b9fb7c9968fb113c->b9fb7c9968fb113c,,,,,
CAL-000129,calibration_audit,L15-0614E-0946N_2459_4406_13,129,2019,8,2019,9,11165,11165,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-08->2019-09::11165->11165::d6124ecd5b48ad80->d6124ecd5b48ad80,,,,,
CAL-000130,calibration_audit,L15-0614E-0946N_2459_4406_13,130,2019,11,2020,1,16541,16541,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-11->2020-01::16541->16541::6683fa3ff167c34e->6683fa3ff167c34e,,,,,
CAL-000131,calibration_audit,L15-0632E-0892N_2528_4620_13,131,2018,3,2018,4,507,507,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2018-03->2018-04::507->507::c355a69a3825fc06->c355a69a3825fc06,,,,,
CAL-000132,calibration_audit,L15-0632E-0892N_2528_4620_13,132,2018,6,2018,7,757,757,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2018-06->2018-07::757->757::1f4a826394daeae4->1f4a826394daeae4,,,,,
CAL-000133,calibration_audit,L15-0632E-0892N_2528_4620_13,133,2018,7,2018,8,594,594,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2018-07->2018-08::594->594::f8f9672bc1ac79e8->f8f9672bc1ac79e8,,,,,
CAL-000134,calibration_audit,L15-0632E-0892N_2528_4620_13,134,2018,11,2018,12,111,111,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2018-11->2018-12::111->111::4261fef716210db4->4261fef716210db4,,,,,
CAL-000135,calibration_audit,L15-0632E-0892N_2528_4620_13,135,2019,3,2019,4,1975,1975,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2019-03->2019-04::1975->1975::27910e9447559fa3->27910e9447559fa3,,,,,
CAL-000136,calibration_audit,L15-0632E-0892N_2528_4620_13,136,2019,6,2019,7,316,316,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2019-06->2019-07::316->316::e94233cb9c3c0d6e->e94233cb9c3c0d6e,,,,,
CAL-000137,calibration_audit,L15-0632E-0892N_2528_4620_13,137,2019,7,2019,8,1767,1767,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2019-07->2019-08::1767->1767::f15b824dec123cd6->f15b824dec123cd6,,,,,
CAL-000138,calibration_audit,L15-0632E-0892N_2528_4620_13,138,2019,11,2019,12,1898,1898,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2019-11->2019-12::1898->1898::9f0288bf4d2849bf->9f0288bf4d2849bf,,,,,
CAL-000139,calibration_audit,L15-0331E-1257N_1327_3160_13,1,2018,3,2018,4,947,947,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2018-03->2018-04::947->947::30247a793d080e31->30247a793d080e31,,,,,
CAL-000140,calibration_audit,L15-0331E-1257N_1327_3160_13,2,2018,6,2018,7,1261,1261,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2018-06->2018-07::1261->1261::60050595b90b41ca->60050595b90b41ca,,,,,
CAL-000141,calibration_audit,L15-0331E-1257N_1327_3160_13,3,2018,8,2018,9,491,491,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2018-08->2018-09::491->491::e9f931c6a0031387->e9f931c6a0031387,,,,,
CAL-000142,calibration_audit,L15-0331E-1257N_1327_3160_13,4,2018,10,2018,11,2000,2000,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2018-10->2018-11::2000->2000::e09bc8f14a7b3ee8->e09bc8f14a7b3ee8,,,,,
CAL-000143,calibration_audit,L15-0331E-1257N_1327_3160_13,5,2019,2,2019,3,979,979,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2019-02->2019-03::979->979::404741eb82b3cf77->404741eb82b3cf77,,,,,
CAL-000144,calibration_audit,L15-0331E-1257N_1327_3160_13,6,2019,6,2019,7,1862,1862,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2019-06->2019-07::1862->1862::b37b7450af034727->b37b7450af034727,,,,,
CAL-000145,calibration_audit,L15-0331E-1257N_1327_3160_13,7,2019,8,2019,9,1893,1893,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2019-08->2019-09::1893->1893::a8eaded9e5f8d74f->a8eaded9e5f8d74f,,,,,
CAL-000146,calibration_audit,L15-0331E-1257N_1327_3160_13,8,2019,10,2019,11,1514,1514,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2019-10->2019-11::1514->1514::47d7650e2ee219e2->47d7650e2ee219e2,,,,,
CAL-000147,calibration_audit,L15-0357E-1223N_1429_3296_13,9,2018,3,2018,4,1214,1214,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2018-03->2018-04::1214->1214::4959aec838e461ec->4959aec838e461ec,,,,,
CAL-000148,calibration_audit,L15-0357E-1223N_1429_3296_13,10,2018,6,2018,7,2612,2612,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2018-06->2018-07::2612->2612::751912a5c1da2fa0->751912a5c1da2fa0,,,,,
CAL-000149,calibration_audit,L15-0357E-1223N_1429_3296_13,11,2018,9,2018,10,2059,2059,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2018-09->2018-10::2059->2059::49b9e77185ab6b1d->49b9e77185ab6b1d,,,,,
CAL-000150,calibration_audit,L15-0357E-1223N_1429_3296_13,12,2018,11,2018,12,3422,3422,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2018-11->2018-12::3422->3422::e2f7b3ad807a560b->e2f7b3ad807a560b,,,,,
CAL-000151,calibration_audit,L15-0357E-1223N_1429_3296_13,13,2019,3,2019,4,4307,4307,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2019-03->2019-04::4307->4307::ab1f9bed5285597b->ab1f9bed5285597b,,,,,
CAL-000152,calibration_audit,L15-0357E-1223N_1429_3296_13,14,2019,4,2019,5,4802,4802,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2019-04->2019-05::4802->4802::064c8ae7a26fd770->064c8ae7a26fd770,,,,,
CAL-000153,calibration_audit,L15-0357E-1223N_1429_3296_13,15,2019,8,2019,9,141,141,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2019-08->2019-09::141->141::da7e13a7222fde84->da7e13a7222fde84,,,,,
CAL-000154,calibration_audit,L15-0357E-1223N_1429_3296_13,16,2019,10,2019,11,4906,4906,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2019-10->2019-11::4906->4906::417d1eec1946de7f->417d1eec1946de7f,,,,,
CAL-000155,calibration_audit,L15-0358E-1220N_1433_3310_13,17,2018,3,2018,4,534,534,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-03->2018-04::534->534::5e21b2f13a1b1858->5e21b2f13a1b1858,,,,,
CAL-000156,calibration_audit,L15-0358E-1220N_1433_3310_13,18,2018,6,2018,7,3213,3213,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-06->2018-07::3213->3213::26685dce142a79c6->26685dce142a79c6,,,,,
CAL-000157,calibration_audit,L15-0358E-1220N_1433_3310_13,19,2018,9,2018,10,921,921,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-09->2018-10::921->921::08519d974cb33d44->08519d974cb33d44,,,,,
CAL-000158,calibration_audit,L15-0358E-1220N_1433_3310_13,20,2018,11,2018,12,1636,1636,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-11->2018-12::1636->1636::1bcd7569602074d8->1bcd7569602074d8,,,,,
CAL-000159,calibration_audit,L15-0358E-1220N_1433_3310_13,21,2019,2,2019,3,4352,4352,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-02->2019-03::4352->4352::c1af32c9b6f870c8->c1af32c9b6f870c8,,,,,
CAL-000160,calibration_audit,L15-0358E-1220N_1433_3310_13,22,2019,6,2019,7,514,514,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-06->2019-07::514->514::b6061547b8452e05->b6061547b8452e05,,,,,
CAL-000161,calibration_audit,L15-0358E-1220N_1433_3310_13,23,2019,8,2019,9,3998,3998,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-08->2019-09::3998->3998::ce73b4a207fdd384->ce73b4a207fdd384,,,,,
CAL-000162,calibration_audit,L15-0358E-1220N_1433_3310_13,24,2019,12,2020,1,1378,1378,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-12->2020-01::1378->1378::eb5dfc32a8cb54f4->eb5dfc32a8cb54f4,,,,,
CAL-000163,calibration_audit,L15-0361E-1300N_1446_2989_13,25,2018,2,2018,3,3736,3736,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-02->2018-03::3736->3736::42c4dda667fd4996->42c4dda667fd4996,,,,,
CAL-000164,calibration_audit,L15-0361E-1300N_1446_2989_13,26,2018,5,2018,6,1272,1272,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-05->2018-06::1272->1272::eb5584a2412f913c->eb5584a2412f913c,,,,,
CAL-000165,calibration_audit,L15-0361E-1300N_1446_2989_13,27,2018,10,2018,11,2766,2766,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-10->2018-11::2766->2766::cccaca1c3de3266c->cccaca1c3de3266c,,,,,
CAL-000166,calibration_audit,L15-0361E-1300N_1446_2989_13,28,2018,12,2019,1,2680,2680,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-12->2019-01::2680->2680::8ddc5e17292c87f1->8ddc5e17292c87f1,,,,,
CAL-000167,calibration_audit,L15-0361E-1300N_1446_2989_13,29,2019,4,2019,5,3464,3464,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-04->2019-05::3464->3464::ddfbf36a581b8bca->ddfbf36a581b8bca,,,,,
CAL-000168,calibration_audit,L15-0361E-1300N_1446_2989_13,30,2019,5,2019,6,2530,2530,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-05->2019-06::2530->2530::e5c179e7072c4ef7->e5c179e7072c4ef7,,,,,
CAL-000169,calibration_audit,L15-0361E-1300N_1446_2989_13,31,2019,10,2019,11,1506,1506,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-10->2019-11::1506->1506::beba93e1e93cc633->beba93e1e93cc633,,,,,
CAL-000170,calibration_audit,L15-0361E-1300N_1446_2989_13,32,2019,11,2019,12,1475,1475,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-11->2019-12::1475->1475::c22b9cfdbef8c3ad->c22b9cfdbef8c3ad,,,,,
CAL-000171,calibration_audit,L15-0368E-1245N_1474_3210_13,33,2018,3,2018,4,4044,4044,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-03->2018-04::4044->4044::0b92b7530a6d8da3->0b92b7530a6d8da3,,,,,
CAL-000172,calibration_audit,L15-0368E-1245N_1474_3210_13,34,2018,4,2018,6,8159,8159,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-04->2018-06::8159->8159::a245d00cb20b24e8->a245d00cb20b24e8,,,,,
CAL-000173,calibration_audit,L15-0368E-1245N_1474_3210_13,35,2018,10,2018,11,9647,9647,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-10->2018-11::9647->9647::53a06f6e9f13f607->53a06f6e9f13f607,,,,,
CAL-000174,calibration_audit,L15-0368E-1245N_1474_3210_13,36,2018,11,2018,12,2801,2801,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-11->2018-12::2801->2801::5fa9cbb5002a8662->5fa9cbb5002a8662,,,,,
CAL-000175,calibration_audit,L15-0368E-1245N_1474_3210_13,37,2019,3,2019,4,533,533,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-03->2019-04::533->533::7ff484d1feb6f8ef->7ff484d1feb6f8ef,,,,,
CAL-000176,calibration_audit,L15-0368E-1245N_1474_3210_13,38,2019,6,2019,7,7933,7933,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-06->2019-07::7933->7933::c8f4f96db0638792->c8f4f96db0638792,,,,,
CAL-000177,calibration_audit,L15-0368E-1245N_1474_3210_13,39,2019,10,2019,11,1469,1469,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-10->2019-11::1469->1469::8d1fc9b02c5dd882->8d1fc9b02c5dd882,,,,,
CAL-000178,calibration_audit,L15-0368E-1245N_1474_3210_13,40,2019,12,2020,1,5531,5531,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-12->2020-01::5531->5531::3c4abd7be0c12c31->3c4abd7be0c12c31,,,,,
CAL-000179,calibration_audit,L15-0387E-1276N_1549_3087_13,41,2018,2,2018,3,1181,1181,1.0,1.0,1.0,1.0,SN7::L15-0387E-1276N_1549_3087_13::2018-02->2018-03::1181->1181::bb1a03095b882452->bb1a03095b882452,,,,,
CAL-000180,calibration_audit,L15-0387E-1276N_1549_3087_13,42,2018,4,2018,5,1117,1117,1.0,1.0,1.0,1.0,SN7::L15-0387E-1276N_1549_3087_13::2018-04->2018-05::1117->1117::afddaa35f2279596->afddaa35f2279596,,,,,
CAL-000181,calibration_audit,L15-0387E-1276N_1549_3087_13,43,2018,9,2018,10,1001,1001,1.0,1.0,1.0,1.0,SN7::L15-0387E-1276N_1549_3087_13::2018-09->2018-10::1001->1001::f6a145f1abded172->f6a145f1abded172,,,,,
CAL-000182,calibration_audit,L15-0387E-1276N_1549_3087_13,44,2018,11,2018,12,879,879,1.0,1.0,1.0,1.0,SN7::L15-0387E-1276N_1549_3087_13::2018-11->2018-12::879->879::40d05b62946bc806->40d05b62946bc806,,,,,
CAL-000183,calibration_audit,L15-0387E-1276N_1549_3087_13,45,2019,5,2019,6,509,509,0.9999999993842555,0.9999999998465898,0.9999999998328396,0.9999999995585676,SN7::L15-0387E-1276N_1549_3087_13::2019-05->2019-06::509->509::b12667ef2c247e74->74be5d9f0bee4dbd,,,,,
CAL-000184,calibration_audit,L15-0387E-1276N_1549_3087_13,46,2019,8,2019,9,102,102,1.0,1.0,1.0,1.0,SN7::L15-0387E-1276N_1549_3087_13::2019-08->2019-09::102->102::8675c94f820a0c37->8675c94f820a0c37,,,,,
CAL-000185,calibration_audit,L15-0387E-1276N_1549_3087_13,47,2019,9,2019,10,1016,1016,1.0,1.0,1.0,1.0,SN7::L15-0387E-1276N_1549_3087_13::2019-09->2019-10::1016->1016::4b0729c2c1e2e6fb->4b0729c2c1e2e6fb,,,,,
CAL-000186,calibration_audit,L15-0434E-1218N_1736_3318_13,48,2018,2,2018,3,15,15,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2018-02->2018-03::15->15::32a41a39a7023d3a->32a41a39a7023d3a,,,,,
CAL-000187,calibration_audit,L15-0434E-1218N_1736_3318_13,49,2018,5,2018,6,13,13,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2018-05->2018-06::13->13::d28f4ee3f7cdaada->d28f4ee3f7cdaada,,,,,
CAL-000188,calibration_audit,L15-0434E-1218N_1736_3318_13,50,2018,8,2018,9,4,4,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2018-08->2018-09::4->4::c8187f9101ee7d09->c8187f9101ee7d09,,,,,
CAL-000189,calibration_audit,L15-0434E-1218N_1736_3318_13,51,2018,12,2019,1,15,15,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2018-12->2019-01::15->15::32a41a39a7023d3a->32a41a39a7023d3a,,,,,
CAL-000190,calibration_audit,L15-0434E-1218N_1736_3318_13,52,2019,2,2019,3,50,50,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2019-02->2019-03::50->50::39953d83b35c2882->39953d83b35c2882,,,,,
CAL-000191,calibration_audit,L15-0434E-1218N_1736_3318_13,53,2019,4,2019,5,63,63,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2019-04->2019-05::63->63::efe65c37f3d8fbab->efe65c37f3d8fbab,,,,,
CAL-000192,calibration_audit,L15-0434E-1218N_1736_3318_13,54,2019,9,2019,10,63,63,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2019-09->2019-10::63->63::efe65c37f3d8fbab->efe65c37f3d8fbab,,,,,
CAL-000193,calibration_audit,L15-0434E-1218N_1736_3318_13,55,2019,12,2020,1,7,7,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2019-12->2020-01::7->7::10059b364aacbc03->10059b364aacbc03,,,,,
CAL-000194,calibration_audit,L15-0457E-1135N_1831_3648_13,56,2018,1,2018,2,3713,3713,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-01->2018-02::3713->3713::efac1837598747d9->efac1837598747d9,,,,,
CAL-000195,calibration_audit,L15-0457E-1135N_1831_3648_13,57,2018,5,2018,6,3283,3283,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-05->2018-06::3283->3283::009a0560625c7370->009a0560625c7370,,,,,
CAL-000196,calibration_audit,L15-0457E-1135N_1831_3648_13,58,2018,7,2018,8,10029,10029,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-07->2018-08::10029->10029::e965196bacd8350b->e965196bacd8350b,,,,,
CAL-000197,calibration_audit,L15-0457E-1135N_1831_3648_13,59,2018,11,2018,12,7279,7279,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-11->2018-12::7279->7279::34e0616cbf7ca342->34e0616cbf7ca342,,,,,
CAL-000198,calibration_audit,L15-0457E-1135N_1831_3648_13,60,2019,3,2019,4,10949,10949,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-03->2019-04::10949->10949::470461ba86a22a73->470461ba86a22a73,,,,,
CAL-000199,calibration_audit,L15-0457E-1135N_1831_3648_13,61,2019,4,2019,5,4540,4540,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-04->2019-05::4540->4540::27fbc84c547b144b->27fbc84c547b144b,,,,,
CAL-000200,calibration_audit,L15-0457E-1135N_1831_3648_13,62,2019,9,2019,10,4345,4345,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-09->2019-10::4345->4345::b24e5fd44f9f1f4d->b24e5fd44f9f1f4d,,,,,
CAL-000201,calibration_audit,L15-0487E-1246N_1950_3207_13,63,2018,3,2018,4,606,606,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2018-03->2018-04::606->606::6a928a5a585f7b57->6a928a5a585f7b57,,,,,
CAL-000202,calibration_audit,L15-0487E-1246N_1950_3207_13,64,2018,6,2018,7,137,137,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2018-06->2018-07::137->137::0ce63841a88abd5a->0ce63841a88abd5a,,,,,
CAL-000203,calibration_audit,L15-0487E-1246N_1950_3207_13,65,2018,9,2018,10,142,142,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2018-09->2018-10::142->142::ac529309cd95329e->ac529309cd95329e,,,,,
CAL-000204,calibration_audit,L15-0487E-1246N_1950_3207_13,66,2018,10,2018,11,657,657,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2018-10->2018-11::657->657::6012557a60967cc9->6012557a60967cc9,,,,,
CAL-000205,calibration_audit,L15-0487E-1246N_1950_3207_13,67,2019,3,2019,4,745,745,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2019-03->2019-04::745->745::d9820f22879e02f5->d9820f22879e02f5,,,,,
CAL-000206,calibration_audit,L15-0487E-1246N_1950_3207_13,68,2019,5,2019,6,496,496,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2019-05->2019-06::496->496::34acebef88761a10->34acebef88761a10,,,,,
CAL-000207,calibration_audit,L15-0487E-1246N_1950_3207_13,69,2019,7,2019,8,395,395,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2019-07->2019-08::395->395::1a348f4116816bbe->1a348f4116816bbe,,,,,
CAL-000208,calibration_audit,L15-0487E-1246N_1950_3207_13,70,2019,11,2019,12,130,130,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2019-11->2019-12::130->130::fe7af38bf96c9014->fe7af38bf96c9014,,,,,
