audit_id,ctc_dataset,sequence_id,frame_start,frame_end,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
CTC-AUDIT-00604,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,588,290,5,5,Fluo-N2DL-HeLa/02/t020,20,588,290,5,5,,,,,
CTC-AUDIT-00605,Fluo-N2DL-HeLa,2,38,39,Fluo-N2DL-HeLa/02/t038,38,635,214,5,5,Fluo-N2DL-HeLa/02/t039,39,635,214,5,5,,,,,
CTC-AUDIT-00606,Fluo-N2DL-HeLa,2,35,36,Fluo-N2DL-HeLa/02/t035,35,581,209,5,5,Fluo-N2DL-HeLa/02/t036,36,581,209,5,5,,,,,
CTC-AUDIT-00607,PhC-C2DH-U373,2,101,102,PhC-C2DH-U373/02/t101,101,603,170,9,9,PhC-C2DH-U373/02/t102,102,603,170,9,9,,,,,
CTC-AUDIT-00608,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,686,121,5,5,Fluo-N2DL-HeLa/02/t031,31,686,121,5,5,,,,,
CTC-AUDIT-00609,Fluo-N2DL-HeLa,2,10,11,Fluo-N2DL-HeLa/02/t010,10,762,445,5,5,Fluo-N2DL-HeLa/02/t011,11,762,445,5,5,,,,,
CTC-AUDIT-00610,DIC-C2DH-HeLa,2,68,69,DIC-C2DH-HeLa/02/t068,68,192,50,11,11,DIC-C2DH-HeLa/02/t069,69,192,50,11,11,,,,,
CTC-AUDIT-00611,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,387,347,5,5,Fluo-N2DL-HeLa/02/t018,18,387,347,5,5,,,,,
CTC-AUDIT-00612,Fluo-N2DL-HeLa,2,7,8,Fluo-N2DL-HeLa/02/t007,7,791,603,5,5,Fluo-N2DL-HeLa/02/t008,8,791,603,5,5,,,,,
CTC-AUDIT-00613,Fluo-N2DL-HeLa,2,26,27,Fluo-N2DL-HeLa/02/t026,26,919,665,5,5,Fluo-N2DL-HeLa/02/t027,27,919,665,5,5,,,,,
CTC-AUDIT-00614,Fluo-N2DL-HeLa,2,15,16,Fluo-N2DL-HeLa/02/t015,15,761,59,5,5,Fluo-N2DL-HeLa/02/t016,16,761,59,5,5,,,,,
CTC-AUDIT-00615,PhC-C2DH-U373,2,71,72,PhC-C2DH-U373/02/t071,71,73,246,9,9,PhC-C2DH-U373/02/t072,72,73,246,9,9,,,,,
CTC-AUDIT-00616,Fluo-N2DL-HeLa,2,13,14,Fluo-N2DL-HeLa/02/t013,13,741,327,5,5,Fluo-N2DL-HeLa/02/t014,14,741,327,5,5,,,,,
CTC-AUDIT-00617,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,495,402,5,5,Fluo-N2DL-HeLa/02/t028,28,495,402,5,5,,,,,
CTC-AUDIT-00618,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,458,549,5,5,Fluo-N2DL-HeLa/02/t028,28,458,549,5,5,,,,,
CTC-AUDIT-00619,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,685,68,5,5,Fluo-N2DL-HeLa/02/t029,29,685,68,5,5,,,,,
CTC-AUDIT-00620,DIC-C2DH-HeLa,2,60,61,DIC-C2DH-HeLa/02/t060,60,199,52,11,11,DIC-C2DH-HeLa/02/t061,61,199,52,11,11,,,,,
CTC-AUDIT-00621,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,912,292,5,5,Fluo-N2DL-HeLa/02/t031,31,912,292,5,5,,,,,
CTC-AUDIT-00622,Fluo-N2DL-HeLa,2,5,6,Fluo-N2DL-HeLa/02/t005,5,490,666,5,5,Fluo-N2DL-HeLa/02/t006,6,490,666,5,5,,,,,
CTC-AUDIT-00623,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,838,390,5,5,Fluo-N2DL-HeLa/02/t022,22,838,390,5,5,,,,,
CTC-AUDIT-00624,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,439,644,5,5,Fluo-N2DL-HeLa/02/t026,26,439,644,5,5,,,,,
CTC-AUDIT-00625,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,720,382,5,5,Fluo-N2DL-HeLa/02/t029,29,720,382,5,5,,,,,
CTC-AUDIT-00626,Fluo-N2DL-HeLa,2,7,8,Fluo-N2DL-HeLa/02/t007,7,490,663,5,5,Fluo-N2DL-HeLa/02/t008,8,490,663,5,5,,,,,
CTC-AUDIT-00627,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,919,299,5,5,Fluo-N2DL-HeLa/02/t021,21,919,299,5,5,,,,,
CTC-AUDIT-00628,Fluo-N2DL-HeLa,2,10,11,Fluo-N2DL-HeLa/02/t010,10,529,329,5,5,Fluo-N2DL-HeLa/02/t011,11,529,329,5,5,,,,,
CTC-AUDIT-00629,Fluo-N2DL-HeLa,2,24,25,Fluo-N2DL-HeLa/02/t024,24,699,644,5,5,Fluo-N2DL-HeLa/02/t025,25,699,644,5,5,,,,,
CTC-AUDIT-00630,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,728,29,5,5,Fluo-N2DL-HeLa/02/t028,28,728,29,5,5,,,,,
CTC-AUDIT-00631,Fluo-N2DL-HeLa,2,47,48,Fluo-N2DL-HeLa/02/t047,47,771,77,5,5,Fluo-N2DL-HeLa/02/t048,48,771,77,5,5,,,,,
CTC-AUDIT-00632,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,487,304,5,5,Fluo-N2DL-HeLa/02/t021,21,487,304,5,5,,,,,
CTC-AUDIT-00633,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,619,98,5,5,Fluo-N2DL-HeLa/02/t028,28,619,98,5,5,,,,,
CTC-AUDIT-00634,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,508,668,5,5,Fluo-N2DL-HeLa/02/t030,30,508,668,5,5,,,,,
CTC-AUDIT-00635,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,546,203,5,5,Fluo-N2DL-HeLa/02/t031,31,546,203,5,5,,,,,
CTC-AUDIT-00636,Fluo-N2DL-HeLa,2,14,15,Fluo-N2DL-HeLa/02/t014,14,762,445,5,5,Fluo-N2DL-HeLa/02/t015,15,762,445,5,5,,,,,
CTC-AUDIT-00637,PhC-C2DH-U373,2,43,44,PhC-C2DH-U373/02/t043,43,533,154,9,9,PhC-C2DH-U373/02/t044,44,533,154,9,9,,,,,
CTC-AUDIT-00638,Fluo-N2DL-HeLa,2,81,82,Fluo-N2DL-HeLa/02/t081,81,677,179,3,4,Fluo-N2DL-HeLa/02/t082,82,677,180,3,3,,,,,
CTC-AUDIT-00639,PhC-C2DH-U373,2,20,21,PhC-C2DH-U373/02/t020,20,62,242,9,9,PhC-C2DH-U373/02/t021,21,62,241,9,9,,,,,
CTC-AUDIT-00640,Fluo-N2DL-HeLa,2,7,8,Fluo-N2DL-HeLa/02/t007,7,762,445,5,5,Fluo-N2DL-HeLa/02/t008,8,762,445,5,5,,,,,
CTC-AUDIT-00641,Fluo-N2DL-HeLa,2,12,13,Fluo-N2DL-HeLa/02/t012,12,456,566,5,5,Fluo-N2DL-HeLa/02/t013,13,456,566,5,5,,,,,
CTC-AUDIT-00642,Fluo-N2DL-HeLa,2,43,44,Fluo-N2DL-HeLa/02/t043,43,405,337,5,5,Fluo-N2DL-HeLa/02/t044,44,405,337,5,5,,,,,
CTC-AUDIT-00643,Fluo-N2DL-HeLa,2,31,32,Fluo-N2DL-HeLa/02/t031,31,508,668,5,5,Fluo-N2DL-HeLa/02/t032,32,508,668,5,5,,,,,
CTC-AUDIT-00644,Fluo-N2DL-HeLa,2,33,34,Fluo-N2DL-HeLa/02/t033,33,546,200,5,5,Fluo-N2DL-HeLa/02/t034,34,546,200,5,5,,,,,
CTC-AUDIT-00645,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,678,192,5,5,Fluo-N2DL-HeLa/02/t031,31,678,192,5,5,,,,,
CTC-AUDIT-00646,Fluo-N2DL-HeLa,2,37,38,Fluo-N2DL-HeLa/02/t037,37,722,617,5,5,Fluo-N2DL-HeLa/02/t038,38,722,617,5,5,,,,,
CTC-AUDIT-00647,Fluo-N2DL-HeLa,2,35,36,Fluo-N2DL-HeLa/02/t035,35,614,268,5,5,Fluo-N2DL-HeLa/02/t036,36,614,268,5,5,,,,,
CTC-AUDIT-00648,PhC-C2DH-U373,2,79,80,PhC-C2DH-U373/02/t079,79,187,172,9,9,PhC-C2DH-U373/02/t080,80,187,172,9,9,,,,,
CTC-AUDIT-00649,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,575,215,5,5,Fluo-N2DL-HeLa/02/t029,29,575,215,5,5,,,,,
CTC-AUDIT-00650,Fluo-N2DL-HeLa,2,6,7,Fluo-N2DL-HeLa/02/t006,6,535,277,5,5,Fluo-N2DL-HeLa/02/t007,7,535,277,5,5,,,,,
CTC-AUDIT-00651,Fluo-N2DL-HeLa,2,5,6,Fluo-N2DL-HeLa/02/t005,5,405,368,5,5,Fluo-N2DL-HeLa/02/t006,6,405,368,5,5,,,,,
CTC-AUDIT-00652,Fluo-N2DL-HeLa,2,36,37,Fluo-N2DL-HeLa/02/t036,36,368,525,5,5,Fluo-N2DL-HeLa/02/t037,37,368,525,5,5,,,,,
CTC-AUDIT-00653,Fluo-N2DL-HeLa,2,26,27,Fluo-N2DL-HeLa/02/t026,26,369,538,5,5,Fluo-N2DL-HeLa/02/t027,27,369,538,5,5,,,,,
CTC-AUDIT-00654,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,695,413,5,5,Fluo-N2DL-HeLa/02/t030,30,695,413,5,5,,,,,
CTC-AUDIT-00655,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,720,382,5,5,Fluo-N2DL-HeLa/02/t031,31,720,382,5,5,,,,,
CTC-AUDIT-00656,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,761,59,5,5,Fluo-N2DL-HeLa/02/t020,20,761,59,5,5,,,,,
CTC-AUDIT-00657,Fluo-N2DL-HeLa,2,53,54,Fluo-N2DL-HeLa/02/t053,53,774,76,5,5,Fluo-N2DL-HeLa/02/t054,54,774,76,5,5,,,,,
CTC-AUDIT-00658,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,439,638,5,5,Fluo-N2DL-HeLa/02/t031,31,439,638,5,5,,,,,
CTC-AUDIT-00659,Fluo-N2DL-HeLa,2,7,8,Fluo-N2DL-HeLa/02/t007,7,718,447,5,5,Fluo-N2DL-HeLa/02/t008,8,718,447,5,5,,,,,
CTC-AUDIT-00660,Fluo-N2DL-HeLa,2,43,44,Fluo-N2DL-HeLa/02/t043,43,772,77,5,5,Fluo-N2DL-HeLa/02/t044,44,772,77,5,5,,,,,
CTC-AUDIT-00661,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,454,560,5,5,Fluo-N2DL-HeLa/02/t020,20,454,560,5,5,,,,,
CTC-AUDIT-00662,PhC-C2DH-U373,2,44,45,PhC-C2DH-U373/02/t044,44,533,154,9,9,PhC-C2DH-U373/02/t045,45,533,154,9,9,,,,,
CTC-AUDIT-00663,Fluo-N2DL-HeLa,2,10,11,Fluo-N2DL-HeLa/02/t010,10,572,92,5,5,Fluo-N2DL-HeLa/02/t011,11,572,92,5,5,,,,,
CTC-AUDIT-00664,Fluo-N2DL-HeLa,2,13,14,Fluo-N2DL-HeLa/02/t013,13,847,432,5,5,Fluo-N2DL-HeLa/02/t014,14,847,432,5,5,,,,,
CTC-AUDIT-00665,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,830,333,5,5,Fluo-N2DL-HeLa/02/t026,26,830,333,5,5,,,,,
CTC-AUDIT-00666,PhC-C2DH-U373,2,105,106,PhC-C2DH-U373/02/t105,105,603,170,9,9,PhC-C2DH-U373/02/t106,106,603,170,9,9,,,,,
CTC-AUDIT-00667,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,577,396,5,5,Fluo-N2DL-HeLa/02/t026,26,577,396,5,5,,,,,
CTC-AUDIT-00668,PhC-C2DH-U373,2,79,80,PhC-C2DH-U373/02/t079,79,59,423,5,5,PhC-C2DH-U373/02/t080,80,60,423,5,6,,,,,
CTC-AUDIT-00669,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,720,382,5,5,Fluo-N2DL-HeLa/02/t030,30,720,382,5,5,,,,,
CTC-AUDIT-00670,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,588,290,5,5,Fluo-N2DL-HeLa/02/t022,22,588,290,5,5,,,,,
CTC-AUDIT-00671,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,484,120,5,5,Fluo-N2DL-HeLa/02/t026,26,484,120,5,5,,,,,
CTC-AUDIT-00672,Fluo-N2DL-HeLa,2,35,36,Fluo-N2DL-HeLa/02/t035,35,446,637,5,5,Fluo-N2DL-HeLa/02/t036,36,446,637,5,5,,,,,
CTC-AUDIT-00673,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,410,341,5,5,Fluo-N2DL-HeLa/02/t031,31,410,341,5,5,,,,,
CTC-AUDIT-00674,Fluo-N2DL-HeLa,2,8,9,Fluo-N2DL-HeLa/02/t008,8,783,662,5,5,Fluo-N2DL-HeLa/02/t009,9,783,662,5,5,,,,,
CTC-AUDIT-00675,Fluo-N2DL-HeLa,2,37,38,Fluo-N2DL-HeLa/02/t037,37,879,294,5,5,Fluo-N2DL-HeLa/02/t038,38,879,294,5,5,,,,,
CTC-AUDIT-00676,Fluo-N2DL-HeLa,2,32,33,Fluo-N2DL-HeLa/02/t032,32,716,381,5,5,Fluo-N2DL-HeLa/02/t033,33,716,381,5,5,,,,,
CTC-AUDIT-00677,Fluo-N2DL-HeLa,2,36,37,Fluo-N2DL-HeLa/02/t036,36,685,68,5,5,Fluo-N2DL-HeLa/02/t037,37,685,68,5,5,,,,,
CTC-AUDIT-00678,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,915,340,5,5,Fluo-N2DL-HeLa/02/t018,18,915,340,5,5,,,,,
CTC-AUDIT-00679,Fluo-N2DL-HeLa,2,12,13,Fluo-N2DL-HeLa/02/t012,12,496,123,5,5,Fluo-N2DL-HeLa/02/t013,13,496,123,5,5,,,,,
CTC-AUDIT-00680,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,686,121,5,5,Fluo-N2DL-HeLa/02/t030,30,686,121,5,5,,,,,
CTC-AUDIT-00681,PhC-C2DH-U373,2,19,20,PhC-C2DH-U373/02/t019,19,597,449,11,11,PhC-C2DH-U373/02/t020,20,597,449,11,11,,,,,
CTC-AUDIT-00682,Fluo-N2DL-HeLa,2,4,5,Fluo-N2DL-HeLa/02/t004,4,448,172,5,5,Fluo-N2DL-HeLa/02/t005,5,448,172,5,5,,,,,
CTC-AUDIT-00683,Fluo-N2DL-HeLa,2,40,41,Fluo-N2DL-HeLa/02/t040,40,623,96,5,5,Fluo-N2DL-HeLa/02/t041,41,623,96,5,5,,,,,
CTC-AUDIT-00684,Fluo-N2DL-HeLa,2,12,13,Fluo-N2DL-HeLa/02/t012,12,919,295,5,5,Fluo-N2DL-HeLa/02/t013,13,919,295,5,5,,,,,
CTC-AUDIT-00685,Fluo-N2DL-HeLa,2,14,15,Fluo-N2DL-HeLa/02/t014,14,736,620,5,5,Fluo-N2DL-HeLa/02/t015,15,736,620,5,5,,,,,
CTC-AUDIT-00686,Fluo-N2DL-HeLa,2,6,7,Fluo-N2DL-HeLa/02/t006,6,448,170,5,5,Fluo-N2DL-HeLa/02/t007,7,448,170,5,5,,,,,
CTC-AUDIT-00687,Fluo-N2DL-HeLa,2,10,11,Fluo-N2DL-HeLa/02/t010,10,386,630,5,5,Fluo-N2DL-HeLa/02/t011,11,386,630,5,5,,,,,
CTC-AUDIT-00688,Fluo-N2DL-HeLa,2,11,12,Fluo-N2DL-HeLa/02/t011,11,542,274,5,5,Fluo-N2DL-HeLa/02/t012,12,542,274,5,5,,,,,
CTC-AUDIT-00689,Fluo-N2DL-HeLa,2,18,19,Fluo-N2DL-HeLa/02/t018,18,786,117,5,5,Fluo-N2DL-HeLa/02/t019,19,786,117,5,5,,,,,
CTC-AUDIT-00690,Fluo-N2DL-HeLa,2,22,23,Fluo-N2DL-HeLa/02/t022,22,725,30,5,5,Fluo-N2DL-HeLa/02/t023,23,725,30,5,5,,,,,
CTC-AUDIT-00691,Fluo-N2DL-HeLa,2,50,51,Fluo-N2DL-HeLa/02/t050,50,774,76,5,5,Fluo-N2DL-HeLa/02/t051,51,774,76,5,5,,,,,
CTC-AUDIT-00692,Fluo-N2DL-HeLa,2,37,38,Fluo-N2DL-HeLa/02/t037,37,442,635,5,5,Fluo-N2DL-HeLa/02/t038,38,442,635,5,5,,,,,
CTC-AUDIT-00693,PhC-C2DH-U373,2,97,98,PhC-C2DH-U373/02/t097,97,584,175,9,9,PhC-C2DH-U373/02/t098,98,584,175,9,9,,,,,
CTC-AUDIT-00694,Fluo-N2DL-HeLa,2,18,19,Fluo-N2DL-HeLa/02/t018,18,915,340,5,5,Fluo-N2DL-HeLa/02/t019,19,915,340,5,5,,,,,
CTC-AUDIT-00695,Fluo-N2DL-HeLa,2,22,23,Fluo-N2DL-HeLa/02/t022,22,909,345,5,5,Fluo-N2DL-HeLa/02/t023,23,909,345,5,5,,,,,
CTC-AUDIT-00696,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,591,294,5,5,Fluo-N2DL-HeLa/02/t028,28,591,294,5,5,,,,,
CTC-AUDIT-00697,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,725,30,5,5,Fluo-N2DL-HeLa/02/t022,22,725,30,5,5,,,,,
CTC-AUDIT-00698,Fluo-N2DL-HeLa,2,16,17,Fluo-N2DL-HeLa/02/t016,16,783,422,5,5,Fluo-N2DL-HeLa/02/t017,17,783,422,5,5,,,,,
CTC-AUDIT-00699,Fluo-N2DL-HeLa,2,3,4,Fluo-N2DL-HeLa/02/t003,3,640,127,5,5,Fluo-N2DL-HeLa/02/t004,4,640,127,5,5,,,,,
CTC-AUDIT-00700,PhC-C2DH-U373,2,14,15,PhC-C2DH-U373/02/t014,14,548,96,9,10,PhC-C2DH-U373/02/t015,15,548,97,9,9,,,,,
CTC-AUDIT-00701,Fluo-N2DL-HeLa,2,32,33,Fluo-N2DL-HeLa/02/t032,32,816,450,5,5,Fluo-N2DL-HeLa/02/t033,33,816,450,5,5,,,,,
CTC-AUDIT-00702,Fluo-N2DL-HeLa,2,1,2,Fluo-N2DL-HeLa/02/t001,1,781,423,5,5,Fluo-N2DL-HeLa/02/t002,2,781,423,5,5,,,,,
CTC-AUDIT-00703,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,499,518,5,5,Fluo-N2DL-HeLa/02/t024,24,499,518,5,5,,,,,
CTC-AUDIT-00704,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,720,382,5,5,Fluo-N2DL-HeLa/02/t022,22,720,382,5,5,,,,,
CTC-AUDIT-00705,PhC-C2DH-U373,2,46,47,PhC-C2DH-U373/02/t046,46,532,154,9,9,PhC-C2DH-U373/02/t047,47,532,154,9,9,,,,,
CTC-AUDIT-00706,Fluo-N2DL-HeLa,2,37,38,Fluo-N2DL-HeLa/02/t037,37,732,32,5,5,Fluo-N2DL-HeLa/02/t038,38,732,32,5,5,,,,,
CTC-AUDIT-00707,Fluo-N2DL-HeLa,2,11,12,Fluo-N2DL-HeLa/02/t011,11,493,664,5,5,Fluo-N2DL-HeLa/02/t012,12,493,664,5,5,,,,,
CTC-AUDIT-00708,Fluo-N2DL-HeLa,2,46,47,Fluo-N2DL-HeLa/02/t046,46,758,141,5,5,Fluo-N2DL-HeLa/02/t047,47,758,141,5,5,,,,,
CTC-AUDIT-00709,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,807,662,5,5,Fluo-N2DL-HeLa/02/t024,24,807,662,5,5,,,,,
CTC-AUDIT-00710,Fluo-N2DL-HeLa,2,22,23,Fluo-N2DL-HeLa/02/t022,22,385,632,5,5,Fluo-N2DL-HeLa/02/t023,23,385,632,5,5,,,,,
CTC-AUDIT-00711,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,392,491,5,5,Fluo-N2DL-HeLa/02/t018,18,392,491,5,5,,,,,
CTC-AUDIT-00712,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,757,450,5,5,Fluo-N2DL-HeLa/02/t028,28,757,450,5,5,,,,,
CTC-AUDIT-00713,Fluo-N2DL-HeLa,2,43,44,Fluo-N2DL-HeLa/02/t043,43,392,627,5,5,Fluo-N2DL-HeLa/02/t044,44,392,627,5,5,,,,,
CTC-AUDIT-00714,PhC-C2DH-U373,2,108,109,PhC-C2DH-U373/02/t108,108,603,170,9,9,PhC-C2DH-U373/02/t109,109,603,170,9,9,,,,,
CTC-AUDIT-00715,Fluo-N2DL-HeLa,2,18,19,Fluo-N2DL-HeLa/02/t018,18,318,431,5,5,Fluo-N2DL-HeLa/02/t019,19,318,431,5,5,,,,,
CTC-AUDIT-00716,Fluo-N2DL-HeLa,2,24,25,Fluo-N2DL-HeLa/02/t024,24,449,205,5,5,Fluo-N2DL-HeLa/02/t025,25,449,205,5,5,,,,,
CTC-AUDIT-00717,Fluo-N2DL-HeLa,2,22,23,Fluo-N2DL-HeLa/02/t022,22,449,205,5,5,Fluo-N2DL-HeLa/02/t023,23,449,205,5,5,,,,,
CTC-AUDIT-00718,Fluo-N2DL-HeLa,2,46,47,Fluo-N2DL-HeLa/02/t046,46,923,659,5,5,Fluo-N2DL-HeLa/02/t047,47,923,659,5,5,,,,,
CTC-AUDIT-00719,Fluo-N2DL-HeLa,2,47,48,Fluo-N2DL-HeLa/02/t047,47,759,36,5,5,Fluo-N2DL-HeLa/02/t048,48,759,36,5,5,,,,,
CTC-AUDIT-00720,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,583,246,5,5,Fluo-N2DL-HeLa/02/t018,18,583,246,5,5,,,,,
CTC-AUDIT-00721,Fluo-N2DL-HeLa,2,10,11,Fluo-N2DL-HeLa/02/t010,10,799,654,5,5,Fluo-N2DL-HeLa/02/t011,11,799,654,5,5,,,,,
CTC-AUDIT-00722,Fluo-N2DL-HeLa,2,16,17,Fluo-N2DL-HeLa/02/t016,16,960,308,5,5,Fluo-N2DL-HeLa/02/t017,17,960,308,5,5,,,,,
CTC-AUDIT-00723,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,740,128,5,5,Fluo-N2DL-HeLa/02/t022,22,740,128,5,5,,,,,
CTC-AUDIT-00724,Fluo-N2DL-HeLa,2,22,23,Fluo-N2DL-HeLa/02/t022,22,759,381,5,5,Fluo-N2DL-HeLa/02/t023,23,759,381,5,5,,,,,
CTC-AUDIT-00725,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,830,347,5,5,Fluo-N2DL-HeLa/02/t020,20,830,347,5,5,,,,,
CTC-AUDIT-00726,Fluo-N2DL-HeLa,2,26,27,Fluo-N2DL-HeLa/02/t026,26,508,669,5,5,Fluo-N2DL-HeLa/02/t027,27,508,669,5,5,,,,,
CTC-AUDIT-00727,Fluo-N2DL-HeLa,2,11,12,Fluo-N2DL-HeLa/02/t011,11,331,418,5,5,Fluo-N2DL-HeLa/02/t012,12,331,418,5,5,,,,,
CTC-AUDIT-00728,PhC-C2DH-U373,2,47,48,PhC-C2DH-U373/02/t047,47,532,154,9,9,PhC-C2DH-U373/02/t048,48,532,154,9,9,,,,,
CTC-AUDIT-00729,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,870,459,5,5,Fluo-N2DL-HeLa/02/t031,31,870,459,5,5,,,,,
CTC-AUDIT-00730,Fluo-N2DL-HeLa,2,31,32,Fluo-N2DL-HeLa/02/t031,31,410,341,5,5,Fluo-N2DL-HeLa/02/t032,32,410,341,5,5,,,,,
CTC-AUDIT-00731,Fluo-N2DL-HeLa,2,45,46,Fluo-N2DL-HeLa/02/t045,45,586,212,5,5,Fluo-N2DL-HeLa/02/t046,46,586,212,5,5,,,,,
CTC-AUDIT-00732,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,488,305,5,5,Fluo-N2DL-HeLa/02/t028,28,488,305,5,5,,,,,
CTC-AUDIT-00733,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,740,128,5,5,Fluo-N2DL-HeLa/02/t021,21,740,128,5,5,,,,,
CTC-AUDIT-00734,Fluo-N2DL-HeLa,2,24,25,Fluo-N2DL-HeLa/02/t024,24,681,71,5,5,Fluo-N2DL-HeLa/02/t025,25,681,71,5,5,,,,,
CTC-AUDIT-00735,Fluo-N2DL-HeLa,2,38,39,Fluo-N2DL-HeLa/02/t038,38,614,332,5,5,Fluo-N2DL-HeLa/02/t039,39,614,332,5,5,,,,,
CTC-AUDIT-00736,Fluo-N2DL-HeLa,2,15,16,Fluo-N2DL-HeLa/02/t015,15,671,366,5,5,Fluo-N2DL-HeLa/02/t016,16,671,366,5,5,,,,,
CTC-AUDIT-00737,Fluo-N2DL-HeLa,2,40,41,Fluo-N2DL-HeLa/02/t040,40,713,378,5,5,Fluo-N2DL-HeLa/02/t041,41,713,378,5,5,,,,,
CTC-AUDIT-00738,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,577,399,5,5,Fluo-N2DL-HeLa/02/t022,22,577,399,5,5,,,,,
CTC-AUDIT-00739,Fluo-N2DL-HeLa,2,31,32,Fluo-N2DL-HeLa/02/t031,31,827,393,5,5,Fluo-N2DL-HeLa/02/t032,32,827,393,5,5,,,,,
CTC-AUDIT-00740,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,445,370,5,5,Fluo-N2DL-HeLa/02/t030,30,445,370,5,5,,,,,
CTC-AUDIT-00741,PhC-C2DH-U373,2,109,110,PhC-C2DH-U373/02/t109,109,603,170,9,9,PhC-C2DH-U373/02/t110,110,603,170,9,9,,,,,
CTC-AUDIT-00742,Fluo-N2DL-HeLa,2,34,35,Fluo-N2DL-HeLa/02/t034,34,685,121,5,5,Fluo-N2DL-HeLa/02/t035,35,685,121,5,5,,,,,
CTC-AUDIT-00743,Fluo-N2DL-HeLa,2,36,37,Fluo-N2DL-HeLa/02/t036,36,613,332,5,5,Fluo-N2DL-HeLa/02/t037,37,613,332,5,5,,,,,
CTC-AUDIT-00744,Fluo-N2DL-HeLa,2,26,27,Fluo-N2DL-HeLa/02/t026,26,439,644,5,5,Fluo-N2DL-HeLa/02/t027,27,439,644,5,5,,,,,
