audit_id,path_id,queue_membership,queue_calibration,queue_simulated_strict_release,queue_raw_topK_reference,simulated_release_hits,simulated_release_budgets,simulated_release_seeds,ctc_dataset,sequence_id,video_id,frame_pair,candidate_rank,score,screening_label,screening_verified_positive_for_calibration,screening_confidence,source_gt_purity,target_gt_purity
CTC-AUDIT-00293,ctc_Fluo-N2DL-HeLa_02_f005_s550_to_f006_t550,"simulated_strict_release,raw_topK_reference",False,True,True,5,300,"2,3,7,12,13",Fluo-N2DL-HeLa,2,220005,005-006,293,0.999999999996029,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00294,ctc_Fluo-N2DL-HeLa_02_f017_s720_to_f018_t720,"simulated_strict_release,raw_topK_reference",False,True,True,13,"100,300","1,2,6,9,10,12,13,16,17",Fluo-N2DL-HeLa,2,220017,017-018,294,0.9999999999960236,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00295,ctc_PhC-C2DH-U373_02_f081_s4_to_f082_t4,"simulated_strict_release,raw_topK_reference",False,True,True,11,"100,300","6,7,9,10,14,18,19",PhC-C2DH-U373,2,320081,081-082,295,0.9999999999960224,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00296,ctc_Fluo-N2DL-HeLa_02_f005_s710_to_f006_t710,"simulated_strict_release,raw_topK_reference",False,True,True,5,300,"2,3,7,12,13",Fluo-N2DL-HeLa,2,220005,005-006,296,0.9999999999960218,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00297,ctc_Fluo-N2DL-HeLa_02_f008_s358_to_f009_t358,"simulated_strict_release,raw_topK_reference",False,True,True,15,"100,300","0,1,4,6,8,12,13,14,15",Fluo-N2DL-HeLa,2,220008,008-009,297,0.9999999999959824,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00298,ctc_Fluo-N2DL-HeLa_02_f013_s761_to_f014_t761,"simulated_strict_release,raw_topK_reference",False,True,True,13,"100,300","1,2,3,5,7,9,10,13,17,18",Fluo-N2DL-HeLa,2,220013,013-014,298,0.9999999999959605,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00299,ctc_PhC-C2DH-U373_02_f035_s1_to_f036_t1,"simulated_strict_release,raw_topK_reference",False,True,True,9,"100,300","0,1,5,6,11,18",PhC-C2DH-U373,2,320035,035-036,299,0.9999999999959452,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00300,ctc_Fluo-N2DL-HeLa_02_f010_s766_to_f011_t766,"simulated_strict_release,raw_topK_reference",False,True,True,15,"100,300","2,3,4,5,6,10,14,15,17,18",Fluo-N2DL-HeLa,2,220010,010-011,300,0.999999999995938,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00301,ctc_PhC-C2DH-U373_02_f005_s3_to_f006_t3,simulated_strict_release,False,True,False,10,"100,300","1,6,8,11,12,18,19",PhC-C2DH-U373,2,320005,005-006,301,0.9999999999959372,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00302,ctc_Fluo-N2DL-HeLa_02_f022_s571_to_f023_t571,simulated_strict_release,False,True,False,10,"100,300","1,5,9,10,11,12,17",Fluo-N2DL-HeLa,2,220022,022-023,302,0.9999999999959344,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00303,ctc_Fluo-N2DL-HeLa_02_f000_s861_to_f001_t861,simulated_strict_release,False,True,False,6,"100,300","2,5,7,9,13",Fluo-N2DL-HeLa,2,220000,000-001,303,0.9999999999959146,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00304,ctc_Fluo-N2DL-HeLa_02_f022_s720_to_f023_t720,simulated_strict_release,False,True,False,10,"100,300","1,5,9,10,11,12,17",Fluo-N2DL-HeLa,2,220022,022-023,304,0.9999999999958707,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00305,ctc_Fluo-N2DL-HeLa_02_f005_s398_to_f006_t398,simulated_strict_release,False,True,False,5,300,"2,3,7,12,13",Fluo-N2DL-HeLa,2,220005,005-006,305,0.9999999999958492,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00306,ctc_Fluo-N2DL-HeLa_02_f006_s398_to_f007_t398,simulated_strict_release,False,True,False,2,300,"1,18",Fluo-N2DL-HeLa,2,220006,006-007,306,0.9999999999958384,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00307,ctc_Fluo-N2DL-HeLa_02_f017_s560_to_f018_t560,simulated_strict_release,False,True,False,11,"100,300","1,2,6,9,10,12,13,16,17",Fluo-N2DL-HeLa,2,220017,017-018,307,0.9999999999958328,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00308,ctc_Fluo-N2DL-HeLa_02_f025_s550_to_f026_t550,simulated_strict_release,False,True,False,13,"100,300","1,3,5,6,8,10,13,15,19",Fluo-N2DL-HeLa,2,220025,025-026,308,0.999999999995816,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00309,ctc_Fluo-N2DL-HeLa_02_f006_s420_to_f007_t420,simulated_strict_release,False,True,False,2,300,"1,18",Fluo-N2DL-HeLa,2,220006,006-007,309,0.9999999999958098,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00310,ctc_Fluo-N2DL-HeLa_02_f008_s386_to_f009_t386,simulated_strict_release,False,True,False,13,"100,300","0,1,4,6,8,12,13,14,15",Fluo-N2DL-HeLa,2,220008,008-009,310,0.999999999995736,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00311,ctc_Fluo-N2DL-HeLa_02_f018_s746_to_f019_t746,simulated_strict_release,False,True,False,12,"100,300","3,5,8,10,11,15,19",Fluo-N2DL-HeLa,2,220018,018-019,311,0.99999999999572,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00312,ctc_Fluo-N2DL-HeLa_02_f004_s358_to_f005_t358,simulated_strict_release,False,True,False,5,"100,300","10,16,17",Fluo-N2DL-HeLa,2,220004,004-005,312,0.999999999995718,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00313,ctc_Fluo-N2DL-HeLa_02_f006_s551_to_f007_t551,simulated_strict_release,False,True,False,2,300,"1,18",Fluo-N2DL-HeLa,2,220006,006-007,313,0.9999999999957168,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00314,ctc_Fluo-N2DL-HeLa_02_f013_s558_to_f014_t558,simulated_strict_release,False,True,False,12,"100,300","1,2,3,5,7,9,10,13,17,18",Fluo-N2DL-HeLa,2,220013,013-014,314,0.999999999995711,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00315,ctc_Fluo-N2DL-HeLa_02_f019_s766_to_f020_t766,simulated_strict_release,False,True,False,5,"100,300","3,6,8,9",Fluo-N2DL-HeLa,2,220019,019-020,315,0.9999999999956916,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00316,ctc_PhC-C2DH-U373_02_f045_s14_to_f046_t14,simulated_strict_release,False,True,False,15,"100,300","2,3,4,5,7,8,10,13,15,16",PhC-C2DH-U373,2,320045,045-046,316,0.9999999999956836,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00317,ctc_Fluo-N2DL-HeLa_02_f025_s562_to_f026_t562,simulated_strict_release,False,True,False,13,"100,300","1,3,5,6,8,10,13,15,19",Fluo-N2DL-HeLa,2,220025,025-026,317,0.999999999995651,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00318,ctc_Fluo-N2DL-HeLa_02_f001_s318_to_f002_t318,simulated_strict_release,False,True,False,6,"100,300","4,7,8,13,18",Fluo-N2DL-HeLa,2,220001,001-002,318,0.999999999995638,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00319,ctc_Fluo-N2DL-HeLa_02_f009_s696_to_f010_t696,simulated_strict_release,False,True,False,6,"100,300","0,5,13,14",Fluo-N2DL-HeLa,2,220009,009-010,319,0.9999999999956126,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00320,ctc_Fluo-N2DL-HeLa_02_f037_s816_to_f038_t816,simulated_strict_release,False,True,False,6,"100,300","1,4,6,10,13",Fluo-N2DL-HeLa,2,220037,037-038,320,0.9999999999956116,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00321,ctc_Fluo-N2DL-HeLa_02_f023_s571_to_f024_t571,simulated_strict_release,False,True,False,10,"100,300","0,3,7,8,11,12,14,18",Fluo-N2DL-HeLa,2,220023,023-024,321,0.9999999999956112,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00322,ctc_Fluo-N2DL-HeLa_02_f015_s571_to_f016_t571,simulated_strict_release,False,True,False,5,"100,300","1,3,8,16",Fluo-N2DL-HeLa,2,220015,015-016,322,0.9999999999956104,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00323,ctc_Fluo-N2DL-HeLa_02_f005_s692_to_f006_t692,simulated_strict_release,False,True,False,5,300,"2,3,7,12,13",Fluo-N2DL-HeLa,2,220005,005-006,323,0.9999999999955876,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00324,ctc_PhC-C2DH-U373_02_f015_s11_to_f016_t11,simulated_strict_release,False,True,False,10,"100,300","0,1,4,6,7,8,19",PhC-C2DH-U373,2,320015,015-016,324,0.9999999999955812,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00325,ctc_Fluo-N2DL-HeLa_02_f040_s743_to_f041_t743,simulated_strict_release,False,True,False,12,"100,300","0,5,7,11,12,15,17",Fluo-N2DL-HeLa,2,220040,040-041,325,0.9999999999955772,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00326,ctc_Fluo-N2DL-HeLa_02_f019_s821_to_f020_t821,simulated_strict_release,False,True,False,4,300,"3,6,8,9",Fluo-N2DL-HeLa,2,220019,019-020,326,0.9999999999955568,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00327,ctc_Fluo-N2DL-HeLa_02_f007_s572_to_f008_t572,simulated_strict_release,False,True,False,12,"100,300","0,2,5,7,9,10,15,17",Fluo-N2DL-HeLa,2,220007,007-008,327,0.9999999999955548,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00328,ctc_Fluo-N2DL-HeLa_02_f003_s663_to_f004_t663,simulated_strict_release,False,True,False,11,"100,300","1,7,9,10,13,14,15,18,19",Fluo-N2DL-HeLa,2,220003,003-004,328,0.9999999999955372,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00329,ctc_Fluo-N2DL-HeLa_02_f015_s746_to_f016_t746,simulated_strict_release,False,True,False,5,"100,300","1,3,8,16",Fluo-N2DL-HeLa,2,220015,015-016,329,0.9999999999955278,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00330,ctc_Fluo-N2DL-HeLa_02_f005_s720_to_f006_t720,simulated_strict_release,False,True,False,5,300,"2,3,7,12,13",Fluo-N2DL-HeLa,2,220005,005-006,330,0.999999999995526,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00331,ctc_Fluo-N2DL-HeLa_02_f018_s572_to_f019_t572,simulated_strict_release,False,True,False,11,"100,300","3,5,8,10,11,15,19",Fluo-N2DL-HeLa,2,220018,018-019,331,0.9999999999955138,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00332,ctc_Fluo-N2DL-HeLa_02_f017_s757_to_f018_t757,simulated_strict_release,False,True,False,11,"100,300","1,2,6,9,10,12,13,16,17",Fluo-N2DL-HeLa,2,220017,017-018,332,0.9999999999954968,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00333,ctc_Fluo-N2DL-HeLa_02_f019_s369_to_f020_t369,simulated_strict_release,False,True,False,4,300,"3,6,8,9",Fluo-N2DL-HeLa,2,220019,019-020,333,0.9999999999954954,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00334,ctc_Fluo-N2DL-HeLa_02_f012_s339_to_f013_t339,simulated_strict_release,False,True,False,7,"100,300","1,2,4,12,13,14",Fluo-N2DL-HeLa,2,220012,012-013,334,0.9999999999954894,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00335,ctc_Fluo-N2DL-HeLa_02_f008_s696_to_f009_t696,simulated_strict_release,False,True,False,11,"100,300","0,1,4,6,8,12,13,14,15",Fluo-N2DL-HeLa,2,220008,008-009,335,0.9999999999954474,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00336,ctc_PhC-C2DH-U373_02_f014_s14_to_f015_t14,simulated_strict_release,False,True,False,8,"100,300","4,8,15,17,19",PhC-C2DH-U373,2,320014,014-015,336,0.999999999995446,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00337,ctc_Fluo-N2DL-HeLa_02_f010_s310_to_f011_t310,simulated_strict_release,False,True,False,13,"100,300","2,3,4,5,6,10,14,15,17,18",Fluo-N2DL-HeLa,2,220010,010-011,337,0.9999999999954372,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00338,ctc_Fluo-N2DL-HeLa_02_f019_s562_to_f020_t562,simulated_strict_release,False,True,False,4,300,"3,6,8,9",Fluo-N2DL-HeLa,2,220019,019-020,338,0.99999999999543,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00339,ctc_Fluo-N2DL-HeLa_02_f032_s557_to_f033_t557,simulated_strict_release,False,True,False,10,"100,300","1,5,8,9,14,17,18,19",Fluo-N2DL-HeLa,2,220032,032-033,339,0.9999999999954072,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00340,ctc_Fluo-N2DL-HeLa_02_f005_s368_to_f006_t368,simulated_strict_release,False,True,False,5,300,"2,3,7,12,13",Fluo-N2DL-HeLa,2,220005,005-006,340,0.9999999999954048,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00341,ctc_Fluo-N2DL-HeLa_02_f003_s692_to_f004_t692,simulated_strict_release,False,True,False,10,"100,300","1,7,9,10,13,14,15,18,19",Fluo-N2DL-HeLa,2,220003,003-004,341,0.9999999999954,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00342,ctc_Fluo-N2DL-HeLa_02_f006_s571_to_f007_t571,simulated_strict_release,False,True,False,2,300,"1,18",Fluo-N2DL-HeLa,2,220006,006-007,342,0.999999999995378,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00343,ctc_Fluo-N2DL-HeLa_02_f026_s550_to_f027_t550,simulated_strict_release,False,True,False,5,"100,300","0,7,15,17",Fluo-N2DL-HeLa,2,220026,026-027,343,0.9999999999953632,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00344,ctc_Fluo-N2DL-HeLa_02_f003_s720_to_f004_t720,simulated_strict_release,False,True,False,10,"100,300","1,7,9,10,13,14,15,18,19",Fluo-N2DL-HeLa,2,220003,003-004,344,0.9999999999953616,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00345,ctc_Fluo-N2DL-HeLa_02_f008_s338_to_f009_t338,simulated_strict_release,False,True,False,11,"100,300","0,1,4,6,8,12,13,14,15",Fluo-N2DL-HeLa,2,220008,008-009,345,0.999999999995351,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00346,ctc_Fluo-N2DL-HeLa_02_f013_s398_to_f014_t398,simulated_strict_release,False,True,False,11,"100,300","1,2,3,5,7,9,10,13,17,18",Fluo-N2DL-HeLa,2,220013,013-014,346,0.9999999999953312,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00347,ctc_Fluo-N2DL-HeLa_02_f005_s726_to_f006_t726,simulated_strict_release,False,True,False,5,300,"2,3,7,12,13",Fluo-N2DL-HeLa,2,220005,005-006,347,0.9999999999953104,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00348,ctc_Fluo-N2DL-HeLa_02_f024_s785_to_f025_t785,simulated_strict_release,False,True,False,10,"100,300","3,4,12,14,15,16,19",Fluo-N2DL-HeLa,2,220024,024-025,348,0.9999999999953056,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00349,ctc_Fluo-N2DL-HeLa_02_f024_s784_to_f025_t784,simulated_strict_release,False,True,False,10,"100,300","3,4,12,14,15,16,19",Fluo-N2DL-HeLa,2,220024,024-025,349,0.9999999999952875,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00350,ctc_Fluo-N2DL-HeLa_02_f028_s558_to_f029_t558,simulated_strict_release,False,True,False,11,"100,300","3,4,7,8,11,13,15,19",Fluo-N2DL-HeLa,2,220028,028-029,350,0.9999999999952812,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00351,ctc_Fluo-N2DL-HeLa_02_f013_s807_to_f014_t807,simulated_strict_release,False,True,False,11,"100,300","1,2,3,5,7,9,10,13,17,18",Fluo-N2DL-HeLa,2,220013,013-014,351,0.999999999995278,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00352,ctc_Fluo-N2DL-HeLa_02_f002_s673_to_f003_t673,simulated_strict_release,False,True,False,7,"100,300","1,3,5,8,12,15",Fluo-N2DL-HeLa,2,220002,002-003,352,0.9999999999952712,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00353,ctc_Fluo-N2DL-HeLa_02_f016_s550_to_f017_t550,simulated_strict_release,False,True,False,11,"100,300","0,2,4,5,7,12,13,17",Fluo-N2DL-HeLa,2,220016,016-017,353,0.999999999995256,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00354,ctc_Fluo-N2DL-HeLa_02_f008_s368_to_f009_t368,simulated_strict_release,False,True,False,11,"100,300","0,1,4,6,8,12,13,14,15",Fluo-N2DL-HeLa,2,220008,008-009,354,0.9999999999952476,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00355,ctc_Fluo-N2DL-HeLa_02_f013_s557_to_f014_t557,simulated_strict_release,False,True,False,11,"100,300","1,2,3,5,7,9,10,13,17,18",Fluo-N2DL-HeLa,2,220013,013-014,355,0.9999999999952354,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00356,ctc_Fluo-N2DL-HeLa_02_f009_s783_to_f010_t783,simulated_strict_release,False,True,False,6,"100,300","0,5,13,14",Fluo-N2DL-HeLa,2,220009,009-010,356,0.9999999999952156,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00357,ctc_Fluo-N2DL-HeLa_02_f007_s386_to_f008_t386,simulated_strict_release,False,True,False,10,"100,300","0,2,5,7,9,10,15,17",Fluo-N2DL-HeLa,2,220007,007-008,357,0.9999999999951974,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00358,ctc_Fluo-N2DL-HeLa_02_f023_s748_to_f024_t748,simulated_strict_release,False,True,False,10,"100,300","0,3,7,8,11,12,14,18",Fluo-N2DL-HeLa,2,220023,023-024,358,0.9999999999951928,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00359,ctc_Fluo-N2DL-HeLa_02_f016_s572_to_f017_t572,simulated_strict_release,False,True,False,11,"100,300","0,2,4,5,7,12,13,17",Fluo-N2DL-HeLa,2,220016,016-017,359,0.99999999999518,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00360,ctc_Fluo-N2DL-HeLa_02_f004_s560_to_f005_t560,simulated_strict_release,False,True,False,4,"100,300","10,16,17",Fluo-N2DL-HeLa,2,220004,004-005,360,0.999999999995179,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00361,ctc_Fluo-N2DL-HeLa_02_f006_s852_to_f007_t852,simulated_strict_release,False,True,False,2,300,"1,18",Fluo-N2DL-HeLa,2,220006,006-007,361,0.99999999999516,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00362,ctc_Fluo-N2DL-HeLa_02_f004_s692_to_f005_t692,simulated_strict_release,False,True,False,4,"100,300","10,16,17",Fluo-N2DL-HeLa,2,220004,004-005,362,0.9999999999951495,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00363,ctc_Fluo-N2DL-HeLa_02_f016_s663_to_f017_t663,simulated_strict_release,False,True,False,11,"100,300","0,2,4,5,7,12,13,17",Fluo-N2DL-HeLa,2,220016,016-017,363,0.999999999995148,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00364,ctc_Fluo-N2DL-HeLa_02_f014_s339_to_f015_t339,simulated_strict_release,False,True,False,7,"100,300","5,12,14,15,19",Fluo-N2DL-HeLa,2,220014,014-015,364,0.9999999999951376,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00365,ctc_Fluo-N2DL-HeLa_02_f018_s571_to_f019_t571,simulated_strict_release,False,True,False,9,"100,300","3,5,8,10,11,15,19",Fluo-N2DL-HeLa,2,220018,018-019,365,0.9999999999951372,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00366,ctc_Fluo-N2DL-HeLa_02_f017_s815_to_f018_t815,simulated_strict_release,False,True,False,10,"100,300","1,2,6,9,10,12,13,16,17",Fluo-N2DL-HeLa,2,220017,017-018,366,0.999999999995132,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00367,ctc_Fluo-N2DL-HeLa_02_f024_s375_to_f025_t375,simulated_strict_release,False,True,False,10,"100,300","3,4,12,14,15,16,19",Fluo-N2DL-HeLa,2,220024,024-025,367,0.99999999999512,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00368,ctc_Fluo-N2DL-HeLa_02_f003_s736_to_f004_t736,simulated_strict_release,False,True,False,9,300,"1,7,9,10,13,14,15,18,19",Fluo-N2DL-HeLa,2,220003,003-004,368,0.999999999995104,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00369,ctc_Fluo-N2DL-HeLa_02_f025_s375_to_f026_t375,simulated_strict_release,False,True,False,9,300,"1,3,5,6,8,10,13,15,19",Fluo-N2DL-HeLa,2,220025,025-026,369,0.9999999999950976,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00370,ctc_Fluo-N2DL-HeLa_02_f013_s673_to_f014_t673,simulated_strict_release,False,True,False,10,300,"1,2,3,5,7,9,10,13,17,18",Fluo-N2DL-HeLa,2,220013,013-014,370,0.9999999999950776,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00371,ctc_Fluo-N2DL-HeLa_02_f036_s369_to_f037_t369,simulated_strict_release,False,True,False,7,"100,300","3,4,9,14,15,19",Fluo-N2DL-HeLa,2,220036,036-037,371,0.9999999999950252,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00372,ctc_Fluo-N2DL-HeLa_02_f029_s562_to_f030_t562,simulated_strict_release,False,True,False,8,"100,300","3,6,7,9,11,14,18",Fluo-N2DL-HeLa,2,220029,029-030,372,0.9999999999950248,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00373,ctc_Fluo-N2DL-HeLa_02_f033_s557_to_f034_t557,simulated_strict_release,False,True,False,11,"100,300","0,1,10,12,14,15,16,17,18",Fluo-N2DL-HeLa,2,220033,033-034,373,0.9999999999950112,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00374,ctc_Fluo-N2DL-HeLa_02_f048_s334_to_f049_t334,simulated_strict_release,False,True,False,6,"100,300","0,7,10,15,18",Fluo-N2DL-HeLa,2,220048,048-049,374,0.9999999999950012,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00375,ctc_Fluo-N2DL-HeLa_02_f019_s261_to_f020_t261,simulated_strict_release,False,True,False,4,300,"3,6,8,9",Fluo-N2DL-HeLa,2,220019,019-020,375,0.9999999999949856,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00376,ctc_Fluo-N2DL-HeLa_02_f007_s653_to_f008_t653,simulated_strict_release,False,True,False,9,"100,300","0,2,5,7,9,10,15,17",Fluo-N2DL-HeLa,2,220007,007-008,376,0.99999999999498,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00377,ctc_Fluo-N2DL-HeLa_02_f009_s726_to_f010_t726,simulated_strict_release,False,True,False,5,"100,300","0,5,13,14",Fluo-N2DL-HeLa,2,220009,009-010,377,0.999999999994976,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00378,ctc_Fluo-N2DL-HeLa_02_f009_s766_to_f010_t766,simulated_strict_release,False,True,False,5,"100,300","0,5,13,14",Fluo-N2DL-HeLa,2,220009,009-010,378,0.999999999994974,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00379,ctc_Fluo-N2DL-HeLa_02_f010_s420_to_f011_t420,simulated_strict_release,False,True,False,11,"100,300","2,3,4,5,6,10,14,15,17,18",Fluo-N2DL-HeLa,2,220010,010-011,379,0.9999999999949636,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00380,ctc_Fluo-N2DL-HeLa_02_f049_s334_to_f050_t334,simulated_strict_release,False,True,False,9,"100,300","3,4,8,10,13,14,18,19",Fluo-N2DL-HeLa,2,220049,049-050,380,0.9999999999949448,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00381,ctc_PhC-C2DH-U373_02_f102_s4_to_f103_t4,simulated_strict_release,False,True,False,9,"100,300","2,11,12,14,16,17,18",PhC-C2DH-U373,2,320102,102-103,381,0.9999999999949394,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00382,ctc_Fluo-N2DL-HeLa_02_f005_s358_to_f006_t358,simulated_strict_release,False,True,False,5,300,"2,3,7,12,13",Fluo-N2DL-HeLa,2,220005,005-006,382,0.9999999999949292,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00383,ctc_Fluo-N2DL-HeLa_02_f001_s783_to_f002_t783,simulated_strict_release,False,True,False,6,"100,300","4,7,8,13,18",Fluo-N2DL-HeLa,2,220001,001-002,383,0.999999999994906,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00384,ctc_Fluo-N2DL-HeLa_02_f008_s420_to_f009_t420,simulated_strict_release,False,True,False,10,"100,300","0,1,4,6,8,12,13,14,15",Fluo-N2DL-HeLa,2,220008,008-009,384,0.999999999994902,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00385,ctc_Fluo-N2DL-HeLa_02_f011_s825_to_f012_t825,simulated_strict_release,False,True,False,9,"100,300","2,4,5,6,7,10,12,16",Fluo-N2DL-HeLa,2,220011,011-012,385,0.999999999994893,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00386,ctc_Fluo-N2DL-HeLa_02_f003_s526_to_f004_t526,simulated_strict_release,False,True,False,9,300,"1,7,9,10,13,14,15,18,19",Fluo-N2DL-HeLa,2,220003,003-004,386,0.999999999994887,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00387,ctc_Fluo-N2DL-HeLa_02_f009_s310_to_f010_t310,simulated_strict_release,False,True,False,4,300,"0,5,13,14",Fluo-N2DL-HeLa,2,220009,009-010,387,0.9999999999948764,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00388,ctc_DIC-C2DH-HeLa_02_f076_s36_to_f077_t36,simulated_strict_release,False,True,False,6,300,"0,5,8,9,10,14",DIC-C2DH-HeLa,2,20076,076-077,388,0.999999999994876,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00389,ctc_Fluo-N2DL-HeLa_02_f011_s572_to_f012_t572,simulated_strict_release,False,True,False,9,"100,300","2,4,5,6,7,10,12,16",Fluo-N2DL-HeLa,2,220011,011-012,389,0.9999999999948724,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00390,ctc_Fluo-N2DL-HeLa_02_f018_s821_to_f019_t821,simulated_strict_release,False,True,False,8,"100,300","3,5,8,10,11,15,19",Fluo-N2DL-HeLa,2,220018,018-019,390,0.9999999999948532,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00391,ctc_Fluo-N2DL-HeLa_02_f008_s761_to_f009_t761,simulated_strict_release,False,True,False,9,300,"0,1,4,6,8,12,13,14,15",Fluo-N2DL-HeLa,2,220008,008-009,391,0.9999999999948213,same_cell_link,yes,high,1.0,1.0
CTC-AUDIT-00392,ctc_Fluo-N2DL-HeLa_02_f021_s720_to_f022_t720,simulated_strict_release,False,True,False,6,300,"1,4,9,10,12,14",Fluo-N2DL-HeLa,2,220021,021-022,392,0.9999999999948164,same_cell_link,yes,high,1.0,1.0
