blinded_item_id,source_audit_id,domain,dataset,task,candidate_unit,source_arm,asset_ref,context_ref,audit_question,support_semantics,score_recorded_in_key_only,candidate_rank_recorded_in_key_only,packet_freeze_status,external_label_status,asset_locator_status,claim_role,source_template
EXTAUD-00108,iwild-raw-000031,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l176_img5441_d001_animal,location=176 video=17601 frame=40,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9425472021102904,31,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00109,iwild-rel-000064,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l470_img922_d001_animal,location=470 video=47003 frame=121,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.93936949968338,64,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00110,iwild-raw-000027,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l3_img324_d001_animal,location=3 video=303 frame=123,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9430386424064636,27,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00111,iwild-raw-000293,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l218_img2231_d001_animal,location=218 video=21800 frame=30,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9293317794799804,294,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00112,iwild-rel-000106,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l218_img2335_d001_animal,location=218 video=21803 frame=134,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9367316365242004,106,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00113,iwild-rel-000040,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l57_img3251_d001_animal,location=57 video=5701 frame=50,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9412175416946412,40,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00114,SPRAW-000125,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,raw_topK_spacenet_matched_count,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::6865->6865::d720c54c0f507a41->d720c54c0f507a41,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997465715592044,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_spacenet_matched_count
EXTAUD-00115,iwild-rel-000060,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l470_img825_d001_animal,location=470 video=47000 frame=24,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.939673900604248,60,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00116,iwild-raw-000135,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l176_img5495_d001_animal,location=176 video=17602 frame=94,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9353328943252563,135,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00117,iwild-raw-000230,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l526_img4969_d001_animal,location=526 video=52604 frame=168,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9314849376678468,230,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00118,iwild-raw-000042,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l218_img2250_d001_animal,location=218 video=21801 frame=49,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9411312937736512,42,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00119,iwild-rel-000017,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l449_img4052_d001_animal,location=449 video=44901 frame=51,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9441157579421996,17,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00120,iwild-rel-000162,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l105_img5973_d001_animal,location=105 video=10504 frame=172,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9343838095664978,165,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00121,SPRAW-000158,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,raw_topK_spacenet_matched_count,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::3341->3341::69f0459cd721fd25->69f0459cd721fd25,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997464925387683,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_spacenet_matched_count
EXTAUD-00122,iwild-raw-000033,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l3_img381_d001_animal,location=3 video=304 frame=180,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9424986839294434,33,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00123,SPRAW-000148,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,raw_topK_spacenet_matched_count,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::5210->5210::8b84b4fbdce628e0->8b84b4fbdce628e0,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.999746523522106,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_spacenet_matched_count
EXTAUD-00124,iwild-rel-000059,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l177_img1818_d001_animal,location=177 video=17700 frame=17,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9396931529045104,59,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00125,iwild-rel-000164,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l57_img3386_d001_animal,location=57 video=5704 frame=185,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9341310262680054,168,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00126,iwild-rel-000088,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l105_img5990_d001_animal,location=105 video=10504 frame=189,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.937855064868927,88,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00127,iwild-rel-000034,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l519_img2521_d001_animal,location=519 video=51903 frame=120,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9423089027404784,34,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00128,iwild-rel-000026,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l526_img4940_d001_animal,location=526 video=52603 frame=139,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.943178415298462,26,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00129,iwild-rel-000156,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l470_img816_d001_animal,location=470 video=47000 frame=15,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.93467116355896,158,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00130,SPRAW-000031,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,raw_topK_spacenet_matched_count,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::2943->2943::0359455562bdfb36->0359455562bdfb36,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.999746832231504,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_spacenet_matched_count
EXTAUD-00131,iwild-rel-000149,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l519_img2513_d001_animal,location=519 video=51902 frame=112,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9350541234016418,149,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00132,iwild-raw-000125,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l119_img5726_d001_animal,location=119 video=11903 frame=125,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9357700943946838,125,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00133,iwild-rel-000144,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l105_img5807_d001_animal,location=105 video=10500 frame=6,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.935208797454834,144,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00134,iwild-raw-000118,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l526_img4935_d001_animal,location=526 video=52603 frame=134,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9360624551773072,118,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00135,SPRAW-000084,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,raw_topK_spacenet_matched_count,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::790->790::1c777f2b1a53f4a3->1c777f2b1a53f4a3,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997466662776672,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_spacenet_matched_count
EXTAUD-00136,iwild-rel-000136,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l57_img3299_d001_animal,location=57 video=5702 frame=98,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9353310465812684,136,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00137,iwild-rel-000033,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l3_img381_d001_animal,location=3 video=304 frame=180,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9424986839294434,33,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00138,iwild-raw-000064,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l470_img922_d001_animal,location=470 video=47003 frame=121,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.93936949968338,64,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00139,iwild-raw-000061,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l519_img2599_d001_animal,location=519 video=51904 frame=198,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.939506471157074,61,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00140,SPREL-000016,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,PARC_release_spacenet_prospective_packet,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::5239->5239::e1063a5287270e46->e1063a5287270e46,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997470305475128,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_spacenet_prospective_packet
EXTAUD-00141,SPRAW-000122,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,raw_topK_spacenet_matched_count,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::6938->6938::d8029fa359dbdcf5->d8029fa359dbdcf5,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997465844018708,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_spacenet_matched_count
EXTAUD-00142,iwild-rel-000039,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l105_img5907_d001_animal,location=105 video=10502 frame=106,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9413025975227356,39,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00143,iwild-raw-000174,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l408_img3435_d001_animal,location=408 video=40800 frame=34,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9336631894111632,174,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00144,iwild-raw-000090,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l105_img5898_d001_animal,location=105 video=10502 frame=97,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.937751293182373,90,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00145,SPREL-000048,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,PARC_release_spacenet_prospective_packet,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::3576->3576::70171a98a8d1c583->70171a98a8d1c583,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997469688455068,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_spacenet_prospective_packet
EXTAUD-00146,SPRAW-000226,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,raw_topK_spacenet_matched_count,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::1562->1563::9b57217ba6fb1f85->9b57217ba6fb1f85,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997463468158488,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_spacenet_matched_count
EXTAUD-00147,iwild-raw-000069,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l176_img5561_d001_animal,location=176 video=17603 frame=160,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9391241073608398,69,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00148,iwild-rel-000104,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l449_img4027_d001_animal,location=449 video=44900 frame=26,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.936784565448761,104,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00149,iwild-raw-000273,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l176_img5435_d001_animal,location=176 video=17600 frame=34,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9302284717559814,273,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00150,iwild-rel-000014,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l526_img4942_d001_animal,location=526 video=52603 frame=141,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.944365918636322,14,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00151,iwild-rel-000143,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l212_img122_d001_animal,location=212 video=21203 frame=121,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9352520704269408,143,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00152,iwild-rel-000085,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l176_img5556_d001_animal,location=176 video=17603 frame=155,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9380892515182496,85,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00153,SPRAW-000218,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,raw_topK_spacenet_matched_count,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::4635->4635::3471bef16718c8df->3471bef16718c8df,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997463574746168,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_spacenet_matched_count
EXTAUD-00154,iwild-raw-000296,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l526_img4869_d001_animal,location=526 video=52601 frame=68,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.929218292236328,297,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00155,iwild-raw-000276,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l497_img1108_d001_animal,location=497 video=49702 frame=107,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.930151104927063,276,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00156,iwild-raw-000047,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l176_img5416_d001_animal,location=176 video=17600 frame=15,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9409221410751344,47,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00157,iwild-rel-000076,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l470_img820_d001_animal,location=470 video=47000 frame=19,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.93868887424469,76,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00158,iwild-rel-000105,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l105_img5900_d001_animal,location=105 video=10502 frame=99,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9367421865463256,105,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
