blinded_item_id,domain,dataset,task,candidate_unit,auditor_A_label,auditor_B_label,adjudicated_label,adjudication_reason,conservative_false_release_flag,adjudicator_id,adjudication_timestamp
EXTAUD-00268,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00269,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00270,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00271,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00272,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00273,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00274,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00275,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00276,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00277,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00278,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00279,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00280,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00281,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00282,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00283,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00284,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00285,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00286,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00287,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00288,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00289,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00290,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00291,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00292,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00293,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00294,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00295,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00296,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00297,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00298,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00299,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00300,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00301,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00302,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00303,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00304,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00305,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00306,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00307,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00308,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00309,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00310,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00311,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00312,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00313,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00314,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00315,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00316,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00317,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00318,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00319,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00320,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00321,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00322,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00323,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00324,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00325,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00326,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00327,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00328,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00329,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00330,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00331,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00332,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00333,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00334,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00335,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00336,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00337,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00338,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00339,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00340,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00341,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00342,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00343,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00344,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00345,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00346,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00347,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00348,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00349,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00350,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00351,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00352,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00353,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00354,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00355,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00356,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00357,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00358,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00359,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00360,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00361,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00362,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00363,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00364,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00365,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00366,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00367,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00368,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00369,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00370,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00371,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00372,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00373,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00374,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00375,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00376,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00377,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00378,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00379,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00380,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00381,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00382,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00383,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00384,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00385,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00386,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00387,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00388,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00389,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00390,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00391,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00392,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00393,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00394,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00395,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00396,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00397,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00398,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00399,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00400,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00401,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00402,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00403,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00404,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00405,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00406,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00407,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00408,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00409,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00410,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00411,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00412,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00413,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00414,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00415,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00416,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00417,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00418,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00419,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00420,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00421,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00422,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00423,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00424,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00425,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00426,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00427,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00428,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00429,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00430,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00431,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00432,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00433,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00434,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00435,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00436,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00437,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00438,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00439,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00440,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00441,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00442,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00443,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00444,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00445,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00446,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00447,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00448,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00449,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00450,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00451,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00452,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00453,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00454,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00455,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00456,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00457,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00458,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00459,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00460,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00461,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00462,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00463,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00464,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00465,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00466,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00467,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00468,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00469,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00470,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00471,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00472,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00473,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00474,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00475,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00476,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00477,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00478,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00479,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00480,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00481,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00482,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,,,,,,,
EXTAUD-00483,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
EXTAUD-00484,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,,,,,,,
