K,policy,chemical_system,n_candidates,fraction_of_policy,n_t1_false,n_stable_to_unstable,evidence_scope
300,raw_topK,Er-F-Li,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Er-F-Li-Sr,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Er-F-Mg,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Er-F-Pa,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Er-F-Zn,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Er-La-O,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Eu-F-Li,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Eu-F-Mg,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Eu-F-Sr,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Eu-F-Yb,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Eu-F-Zn,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Ga-Mg,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Ga-Sr,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Gd,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Gd-I,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Gd-Li,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Gd-Li-Sr,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Gd-Mg,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Gd-Zn,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Ge-Pa,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Hf-K,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Hf-Li,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Hf-Na,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Hg-Mg,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Hg-Pa,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Hg-Rb,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Hg-Sc,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Hg-Tm,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Ho-Li,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Ho-Li-Sr,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Ho-Mg,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Ho-Pa,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Ho-Zn,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-In,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-In-Mg,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-In-Ni,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-In-Pa,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-K-La,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-K-Ti,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-K-Zr,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-La-Mg,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-La-Ni,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-La-Pa,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Li-Lu,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Li-Mg,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Li-Pa-Sr,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Li-Pa-Yb,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Li-Sc,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Li-Sm,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Li-Sr,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Li-Sr-Tm,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Li-Tm,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Li-Zn,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Li-Zr,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Lu-Mg,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Lu-Pa,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Lu-Zn,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Mg,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Mg-Pa,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Mg-Sc,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Mg-Sr,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Mg-Tm,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Mg-Y,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Mn-Np,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-N-Pa,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-N-Pu,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Na-Ni,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Na-Pa,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Na-Pd,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Na-Rh,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Na-Sr-Tm,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Na-Ti,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Na-Tm-Yb,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Na-Zr,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Nb-Pa,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Nd-Pa,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Ni,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Ni-Pa,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Np-Pa,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-O-Pa,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Pb,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Pr,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Pt,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Pu,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Rh,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Ru,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Sc,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Si,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Sm,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Sr,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Tb,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Th,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Tm,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-U,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-V,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Y,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Yb,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Zn,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pa-Zr,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pr,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Pu-Rb,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Rb-Ti,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Rb-Tm,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Sc-Sr,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Sc-Yb,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Sc-Zn,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Sr-Yb,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Sr-Zn,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Ti,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Tm,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Y-Zn,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,F-Zn,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Ga-Gd-I,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Gd-Ge-I,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Gd-I-In,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Gd-I-Li,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Gd-I-Pb,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Gd-I-Ru,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Gd-I-Se,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Gd-I-Sr,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Gd-I-Te,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Ge-Pm-Te,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Ho-La-O,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,In-Pa-Se,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,In-Pm-Te,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,K-Pa-Se,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,K-Pa-Te,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,K-Pm-Te,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,La-O,1,0.0014265335235378032,1,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Li-Pm-Te,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Mg-Pm-Te,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Mn-Pm-Te,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Ni-Pm-Te,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Np-Se,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Np-Se-Te,1,0.0014265335235378032,1,1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,P-Pm-Pt,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Pa-Pb-Se,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Pa-Rb-Se-Zn,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Pa-Se-Sn,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Pa-Se-Tl,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Pb-Pm-Te,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Pm-Rb-Te,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Pm-Sn-Te,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Pm-Te-Zn,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,Se-Tc,1,0.0014265335235378032,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topR,Br-Er,14,0.046052631578947366,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topR,Gd-I,12,0.039473684210526314,0,0,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
