chemical_system,entry_id,formula,energy,energy_per_atom,thermo_type,database_version
Ba-F-Na-Sm,mp-1186040-GGA,Na,-10.43700309,-1.30462538625,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1186055-GGA,Na,-25.95393732,-1.297696866,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1206711-GGA,SmF2,-19.36561892,-6.455206306666667,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1080821-GGA,BaF3,-40.86655656,-5.10831957,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-56-GGA,Ba,-3.80600479,-1.903002395,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-561203-GGA,F2,-7.64591587,-1.9114789675,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1221597-GGA,Na,-5.47045194,-0.91174199,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-21848-GGA,F2,-9.20466202,-1.1505827525,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1067793-GGA,F2,-6.53697971,-1.6342449275,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-567772-GGA,Na,-10.47637763,-1.30954720375,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1247744-GGA,BaNa,-39.40194341,-1.6417476420833337,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-561367-GGA,F2,-7.60855576,-1.90213894,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1183303-GGA,BaF3,-20.18844657,-5.0471116425,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-7384-GGA,SmF3,-112.95242506,-7.05952656625,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1096835-GGA,Ba,-5.62188725,-1.4054718125,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1183304-GGA,Ba3Na,-6.90147464,-1.72536866,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1096840-GGA,Ba,-3.83779937,-1.918899685,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-18690-GGA,SmF3,-164.4160927,-6.850670529166667,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-682-GGA,NaF,-9.11103137,-4.555515685,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-127-GGA,Na,-1.3102012,-1.3102012,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1183317-GGA,Ba3Sm,-9.67188288,-2.41797072,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-976404-GGA,NaF3,-12.93126037,-3.2328150925,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-86-GGA,Sm,-14.15304743,-4.717682476666667,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1008283-GGA,Ba,-2.382286569999999,-1.1911432849999994,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1186081-GGA,Na,-38.35323351,-1.322525293448276,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-21377-GGA,Sm,-4.70806701,-4.70806701,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1183353-GGA,Ba3Sm,-9.62742608,-2.40685652,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-689577-GGA,Na,-0.23878791,-0.23878791,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1220915-GGA,NaSmF4,-112.59693639,-6.255385355,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1977763-GGA,Ba,-1.5597617,-1.5597617,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-982370-GGA,Na,-5.24271159,-1.3106778975,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1186083-GGA,Na3Sm,-7.29477341,-1.8236933525,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1058581-GGA,Ba,-3.80062987,-1.900314935,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-10679-GGA,Ba,-1.90597602,-1.90597602,GGA_GGA+U,2025.09.25
Ba-F-Na-Sm,mp-1183309-GGA,BaSm3,-15.23729869,-3.8093246725,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1029-GGA,BaF2,-18.23388522,-6.07796174,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-605790-GGA,Ba,-1.74350121,-1.74350121,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1183343-GGA,Ba3Tb,-9.44600056,-2.36150014,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-973198-GGA,Na,-3.94395665,-1.3146522166666668,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1247741-GGA,BaNa,-34.93883001,-1.45578458375,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-639747-GGA,Ba,-1.6229062,-1.6229062,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-570384-GGA,Ba,-7.15498957,-1.7887473925,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-974558-GGA,Na,-1.31163779,-1.31163779,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-555585-GGA,BaF2,-72.45334958,-6.0377791316666665,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-122-GGA,Ba,-1.91897494,-1.91897494,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-684890-GGA,Tb4F15,-235.97878438,-6.20996801,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1186178-GGA,NaTb3,-13.9949587,-3.498739675,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-8644-GGA,BaF2,-35.65005833,-5.941676388333334,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1183356-GGA,Ba3Na,-6.82139429,-1.7053485725,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-974920-GGA,Na,-1.31001461,-1.31001461,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-622591-GGA,BaTbF6,-193.94609734,-6.060815541875,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-11820-GGA,BaNa2,-18.38556471,-1.5321303925,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-760482-GGA,F2,-7.63205315,-1.9080132875,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1079952-GGA,Na,-9.88970797,-1.23621349625,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-999501-GGA,Na,-4.79422453,-1.1985561325,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-10172-GGA,Na,-2.624446009999999,-1.3122230049999994,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1238971-GGA,Tb2F15,-143.39571578000002,-4.217521052352942,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-8573-GGA,BaTbF6,-96.69525827,-6.043453641875,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1186040-GGA,Na,-10.43700309,-1.30462538625,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1186055-GGA,Na,-25.95393732,-1.297696866,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1221597-GGA,Na,-5.47045194,-0.91174199,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1080821-GGA,BaF3,-40.86655656,-5.10831957,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-56-GGA,Ba,-3.80600479,-1.903002395,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-561203-GGA,F2,-7.64591587,-1.9114789675,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-21848-GGA,F2,-9.20466202,-1.1505827525,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1067793-GGA,F2,-6.53697971,-1.6342449275,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-567772-GGA,Na,-10.47637763,-1.30954720375,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1186186-GGA,NaTb3,-28.02453718,-3.5030671475,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-11698-GGA,Tb,-13.9030983,-4.6343661,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1247744-GGA,BaNa,-39.40194341,-1.6417476420833337,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-561367-GGA,F2,-7.60855576,-1.90213894,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1183303-GGA,BaF3,-20.18844657,-5.0471116425,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-7163-GGA,Tb,-4.61548096,-4.61548096,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1096835-GGA,Ba,-5.62188725,-1.4054718125,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1183304-GGA,Ba3Na,-6.90147464,-1.72536866,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1096840-GGA,Ba,-3.83779937,-1.918899685,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-11347-GGA,TbF3,-112.9578978,-7.0598686125,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-682-GGA,NaF,-9.11103137,-4.555515685,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-571249-GGA,Tb,-27.72411815,-4.620686358333333,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1217859-GGA,Tb2F15,-145.13268548000002,-4.268608396470589,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-127-GGA,Na,-1.3102012,-1.3102012,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-978919-GGA,Ba3Tb,-19.0095121,-2.3761890125,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-976404-GGA,NaF3,-12.93126037,-3.2328150925,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1183384-GGA,BaTb,-5.95052329,-2.975261645,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1008283-GGA,Ba,-2.382286569999999,-1.1911432849999994,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-11446-GGA,Tb,-4.48635101,-4.48635101,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1186081-GGA,Na,-38.35323351,-1.322525293448276,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-689577-GGA,Na,-0.23878791,-0.23878791,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-18-GGA,Tb,-9.23090965,-4.615454825,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1977763-GGA,Ba,-1.5597617,-1.5597617,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-982370-GGA,Na,-5.24271159,-1.3106778975,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1058581-GGA,Ba,-3.80062987,-1.900314935,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-1208439-GGA,TbF4,-180.42862994,-6.014287664666667,GGA_GGA+U,2025.09.25
Ba-F-Na-Tb,mp-10679-GGA,Ba,-1.90597602,-1.90597602,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-778079-GGA,BaYF5,-48.06810552,-6.866872217142857,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-776825-GGA,BaY3F11,-427.82640395,-7.130440065833333,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1183333-GGA,Ba3Y,-11.30441246,-2.826103115,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-9-GGA,Y,-6.44250777,-6.44250777,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-778080-GGA,BaY3F11,-214.54369301,-7.151456433666667,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1247741-GGA,BaNa,-34.93883001,-1.45578458375,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-777233-GGA,BaYF5,-191.71079978,-6.846814277857143,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-752420-GGA,Ba3Y2F12,-229.27549073,-6.74339678617647,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1191736-GGA,YF3,-178.53085874,-7.438785780833334,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-34578-GGA,Ba4Y3F17,-326.71126632000005,-6.806484715000001,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1187717-GGA,Y,-25.83815292,-6.45953823,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1187739-GGA,Y,-19.39941334,-6.466471113333333,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-754920-GGA,BaYF5,-191.66356272,-6.845127240000001,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-11820-GGA,BaNa2,-18.38556471,-1.5321303925,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-760482-GGA,F2,-7.63205315,-1.9080132875,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-10172-GGA,Na,-2.624446009999999,-1.3122230049999994,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1080821-GGA,BaF3,-40.86655656,-5.10831957,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-112-GGA,Y,-12.92584295,-6.462921475,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-768355-GGA,BaYF5,-288.55076425,-6.870256291666666,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-777258-GGA,Ba3YF9,-335.55906661,-6.453058973269231,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-567772-GGA,Na,-10.47637763,-1.30954720375,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1183303-GGA,BaF3,-20.18844657,-5.0471116425,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-778072-GGA,Ba2Y5F19,-368.16662165,-7.080127339423076,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-127-GGA,Na,-1.3102012,-1.3102012,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1183355-GGA,Ba3Y,-22.72903909,-2.84112988625,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-976404-GGA,NaF3,-12.93126037,-3.2328150925,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1186191-GGA,NaY3,-19.48072486,-4.870181215,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1186081-GGA,Na,-38.35323351,-1.322525293448276,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-755751-GGA,BaYF5,-191.75234351,-6.8482979825,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-34081-GGA,NaYF4,-78.49289963,-6.541074969166666,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-757176-GGA,BaYF5,-95.81409589,-6.8438639921428575,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1186202-GGA,NaY3,-19.52546342,-4.881365855,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-768369-GGA,Ba2YF7,-264.19834255,-6.60495856375,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-999501-GGA,Na,-4.79422453,-1.1985561325,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1186040-GGA,Na,-10.43700309,-1.30462538625,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1186055-GGA,Na,-25.95393732,-1.297696866,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1221597-GGA,Na,-5.47045194,-0.91174199,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-56-GGA,Ba,-3.80600479,-1.903002395,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-21848-GGA,F2,-9.20466202,-1.1505827525,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1067793-GGA,F2,-6.53697971,-1.6342449275,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1247744-GGA,BaNa,-39.40194341,-1.6417476420833337,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-561367-GGA,F2,-7.60855576,-1.90213894,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1183304-GGA,Ba3Na,-6.90147464,-1.72536866,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1096840-GGA,Ba,-3.83779937,-1.918899685,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-2416-GGA,YF3,-119.65122559,-7.478201599375,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-792780-GGA,Ba5Y3F19,-358.11812412,-6.631817113333334,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-777978-GGA,BaYF5,-381.33069745,-6.809476740178572,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-778377-GGA,Ba5Y3F19,-358.33633606,-6.635858075185185,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-982370-GGA,Na,-5.24271159,-1.3106778975,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1029-GGA,BaF2,-18.23388522,-6.07796174,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-973198-GGA,Na,-3.94395665,-1.3146522166666668,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-570384-GGA,Ba,-7.15498957,-1.7887473925,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-555585-GGA,BaF2,-72.45334958,-6.0377791316666665,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-768222-GGA,BaY2F8,-77.53995503,-7.049086820909091,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-778102-GGA,BaYF5,-192.49253608,-6.874733431428572,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-8644-GGA,BaF2,-35.65005833,-5.941676388333334,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-752675-GGA,BaYF5,-96.6937634,-6.906697385714287,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-37267-GGA,NaYF4,-117.5072597,-6.528181094444444,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-778086-GGA,Ba3Y2F12,-454.47128028,-6.683401180588235,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-675778-GGA,NaY2F7,-68.84497409999999,-6.884497409999999,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-768240-GGA,BaY2F8,-78.37646703,-7.125133366363636,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-778387-GGA,Ba5Y3F19,-358.58390748,-6.640442731111111,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-682-GGA,NaF,-9.11103137,-4.555515685,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-676023-GGA,NaY3F10,-194.3411651,-6.940755896428572,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1008283-GGA,Ba,-2.382286569999999,-1.1911432849999994,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1178515-GGA,BaYF5,-96.13503169,-6.866787977857143,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-689577-GGA,Na,-0.23878791,-0.23878791,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-10679-GGA,Ba,-1.90597602,-1.90597602,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-605790-GGA,Ba,-1.74350121,-1.74350121,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-675161-GGA,NaYF4,-235.3945999,-6.538738886111111,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-639747-GGA,Ba,-1.6229062,-1.6229062,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1114251-GGA,Na3YF6,-55.78170534,-5.578170534,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-974558-GGA,Na,-1.31163779,-1.31163779,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-777744-GGA,Ba2YF7,-266.32242334,-6.6580605835,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-122-GGA,Ba,-1.91897494,-1.91897494,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-34806-GGA,NaYF4,-117.55559332,-6.530866295555556,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1183356-GGA,Ba3Na,-6.82139429,-1.7053485725,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-974920-GGA,Na,-1.31001461,-1.31001461,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1210270-GGA,Na2YF6,-50.3447408,-5.5938600888888885,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1079952-GGA,Na,-9.88970797,-1.23621349625,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-561203-GGA,F2,-7.64591587,-1.9114789675,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-753793-GGA,Ba2YF7,-132.23550774,-6.611775387,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1220682-GGA,NaYF4,-39.24157193,-6.5402619883333335,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-752674-GGA,BaY3F11,-215.34035703,-7.178011901,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-768350-GGA,Ba2YF7,-263.70753908,-6.592688477,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-556242-GGA,YF3,-87.33276089,-7.277730074166667,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1096835-GGA,Ba,-5.62188725,-1.4054718125,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-778071-GGA,BaYF5,-287.01429177,-6.833673613571428,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-753990-GGA,BaY2F8,-77.57550591,-7.052318719090909,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1977763-GGA,Ba,-1.5597617,-1.5597617,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1058581-GGA,Ba,-3.80062987,-1.900314935,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1178552-GGA,BaYF5,-384.98325862,-6.874701046785715,GGA_GGA+U,2025.09.25
Ba-F-Na-Y,mp-1220768-GGA,NaYF4,-117.70291221,-6.539050678333333,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-10740-GGA,Pa,-9.51466466,-9.51466466,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-1029-GGA,BaF2,-18.23388522,-6.07796174,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-605790-GGA,Ba,-1.74350121,-1.74350121,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-639747-GGA,Ba,-1.6229062,-1.6229062,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-570384-GGA,Ba,-7.15498957,-1.7887473925,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-555585-GGA,BaF2,-72.45334958,-6.0377791316666665,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-122-GGA,Ba,-1.91897494,-1.91897494,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-62-GGA,Pa,-9.4872159,-9.4872159,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-1183382-GGA,Ba3Pa,-12.28300959,-3.0707523975,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-8644-GGA,BaF2,-35.65005833,-5.941676388333334,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-760482-GGA,F2,-7.63205315,-1.9080132875,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-1183378-GGA,BaPa3,-27.70245807,-6.9256145175,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-1080821-GGA,BaF3,-40.86655656,-5.10831957,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-56-GGA,Ba,-3.80600479,-1.903002395,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-561203-GGA,F2,-7.64591587,-1.9114789675,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-1186367-GGA,Pa,-18.97294543,-9.486472715,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-21848-GGA,F2,-9.20466202,-1.1505827525,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-1067793-GGA,F2,-6.53697971,-1.6342449275,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-561367-GGA,F2,-7.60855576,-1.90213894,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-1183303-GGA,BaF3,-20.18844657,-5.0471116425,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-1096835-GGA,Ba,-5.62188725,-1.4054718125,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-1096840-GGA,Ba,-3.83779937,-1.918899685,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-1008283-GGA,Ba,-2.382286569999999,-1.1911432849999994,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-1977763-GGA,Ba,-1.5597617,-1.5597617,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-1058581-GGA,Ba,-3.80062987,-1.900314935,GGA_GGA+U,2025.09.25
Ba-F-Pa,mp-10679-GGA,Ba,-1.90597602,-1.90597602,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-1029-GGA,BaF2,-18.23388522,-6.07796174,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-605790-GGA,Ba,-1.74350121,-1.74350121,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-559092-GGA,ScF3,-29.25280857,-7.3132021425,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-567308-GGA,Sc,-24.50694226,-6.126735565,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-639747-GGA,Ba,-1.6229062,-1.6229062,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-570384-GGA,Ba,-7.15498957,-1.7887473925,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-555585-GGA,BaF2,-72.45334958,-6.0377791316666665,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-122-GGA,Ba,-1.91897494,-1.91897494,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-8644-GGA,BaF2,-35.65005833,-5.941676388333334,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-1094067-GGA,ScF3,-115.30686022,-7.206678763749999,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-1064244-GGA,Sc,-24.87992786,-6.219981965,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-634805-GGA,ScF3,-25.76170614,-6.440426534999999,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-760482-GGA,F2,-7.63205315,-1.9080132875,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-601273-GGA,Sc,-37.22857284,-6.20476214,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-67-GGA,Sc,-12.66493821,-6.332469105,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-1080821-GGA,BaF3,-40.86655656,-5.10831957,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-56-GGA,Ba,-3.80600479,-1.903002395,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-561203-GGA,F2,-7.64591587,-1.9114789675,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-21848-GGA,F2,-9.20466202,-1.1505827525,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-1067793-GGA,F2,-6.53697971,-1.6342449275,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-695817-GGA,ScF3,-25.80503831,-6.4512595775,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-1977495-GGA,Sc,-18.8014401,-6.2671467000000005,GGA_GGA+U,2025.09.25
Ba-F-Sc,mp-561367-GGA,F2,-7.60855576,-1.90213894,GGA_GGA+U,2025.09.25
