material_id,formula,e_form_per_atom_mp2020_corrected,e_above_hull_mp2020_corrected_ppd_mp,wyckoff_spglib,unique_prototype,chemical_system,K300_PARC_release_seed_count,K300_raw_topK_requested_budget_seed_count,K300_raw_topR_matched_release_size_seed_count,K500_PARC_release_seed_count,K500_raw_topK_requested_budget_seed_count,K500_raw_topR_matched_release_size_seed_count,stable_exact_t0
wbm-1-10732,Cl6 Rb2 Sc1,-2.169351,-0.016496,A6B2C_cF36_225_e_c_a:Cl-Rb-Sc,True,Cl-Rb-Sc,0.0,4.0,0.0,0.0,12.0,0.0,True
wbm-1-10771,Cl6 Cs2 Y1,-2.254745,0.033633,A6B2C_hP9_164_i_d_a:Cl-Cs-Y,True,Cl-Cs-Y,0.0,3.0,0.0,0.0,10.0,0.0,False
wbm-1-10772,Cl6 Cs2 Y1,-2.24802,0.040357,A6B2C_cF36_225_e_c_a:Cl-Cs-Y,True,Cl-Cs-Y,0.0,0.0,0.0,0.0,10.0,0.0,False
wbm-1-10782,Cl7 Cs2 I1,-1.295108,-0.268455,A7B2C_cF40_225_ae_c_b:Cl-Cs-I,True,Cl-Cs-I,0.0,0.0,0.0,0.0,10.0,0.0,True
wbm-1-10801,Ba1 Cl8 Yb2,-2.420335,-0.033691,AB8C2_mC22_12_a_gij_h:Ba-Cl-Yb,True,Ba-Cl-Yb,0.0,3.0,0.0,0.0,9.0,0.0,True
wbm-1-10803,Ba1 Ca2 Cl8,-2.366353,-0.027628,AB2C8_mC22_12_a_h_gij:Ba-Ca-Cl,True,Ba-Ca-Cl,0.0,6.0,0.0,0.0,9.0,0.0,True
wbm-1-10804,Ca2 Cl8 Sr1,-2.303489,0.015154,A2B8C_mC22_12_h_gij_a:Ca-Cl-Sr,True,Ca-Cl-Sr,0.0,6.0,0.0,0.0,9.0,0.0,False
wbm-1-10810,Ba1 Cl8 Sr2,-2.395236,-0.006819,AB8C2_mC22_12_a_gij_h:Ba-Cl-Sr,True,Ba-Cl-Sr,0.0,9.0,0.0,0.0,9.0,0.0,True
wbm-1-10812,Cl8 Sr3,-2.269833,0.098502,A8B3_mC22_12_gij_ah:Cl-Sr,True,Cl-Sr,0.0,10.0,0.0,0.0,12.0,0.0,False
wbm-1-11501,Br6 Co2,-0.816775,-0.267691,A3B_mC16_12_ij_g:Br-Co,True,Br-Co,0.0,5.0,0.0,0.0,6.0,0.0,True
wbm-1-13668,Br6 Cu2,-0.586602,-0.040439,A3B_mC16_12_ij_g:Br-Cu,True,Br-Cu,0.0,0.0,0.0,0.0,3.0,0.0,True
wbm-1-14847,Cu2 F6,-1.656124,-0.296433,AB3_hR24_167_b_e:Cu-F,True,Cu-F,0.0,10.0,0.0,0.0,10.0,0.0,True
wbm-1-14884,F6 Gd2,-4.330886,-0.218095,A3B_hP8_194_bf_c:F-Gd,True,F-Gd,0.0,0.0,0.0,0.0,5.0,0.0,True
wbm-1-15070,F3 Np1,-3.628406,0.169704,A3B_tI8_139_ad_b:F-Np,True,F-Np,0.0,9.0,0.0,0.0,9.0,0.0,False
wbm-1-15071,F3 Np1,-3.572952,0.225158,A3B_cF16_225_ac_b:F-Np,True,F-Np,1.0,9.0,1.0,0.0,9.0,0.0,False
wbm-1-15215,F3 Zr1,-3.633076,0.119247,A3B_cP4_221_c_b:F-Zr,True,F-Zr,0.0,0.0,0.0,0.0,8.0,0.0,False
wbm-1-15286,Cu2 F8,-1.295023,-0.207275,AB4_tI20_109_a_2b:Cu-F,True,Cu-F,0.0,10.0,0.0,0.0,10.0,0.0,True
wbm-1-15312,F4 In1,-2.125112,0.142553,A4B_tI10_139_ce_a:F-In,True,F-In,0.0,1.0,0.0,0.0,8.0,0.0,False
wbm-1-15319,Cu2 F8 K2,-2.233054,-0.26358,AB4C_tI24_140_d_l_a:Cu-F-K,True,Cu-F-K,0.0,2.0,0.0,0.0,9.0,0.0,True
wbm-1-15355,Ca2 F8 Na2,-3.12895,-0.037315,AB4C_oI24_74_e_fg_e:Ca-F-Na,True,Ca-F-Na,0.0,0.0,0.0,0.0,8.0,0.0,True
wbm-1-15375,F8 Na2 Tm2,-4.005957,-0.277966,A4BC_tI24_141_f_a_b:F-Na-Tm,True,F-Na-Tm,0.0,0.0,0.0,0.0,4.0,0.0,True
wbm-1-15414,F8 Sc2,-3.423985,0.014737,A4B_aP10_2_4i_ae:F-Sc,True,F-Sc,0.0,0.0,0.0,0.0,2.0,0.0,False
wbm-1-15466,Ba1 Ca1 F5,-3.59218,0.008927,ABC5_tP7_123_c_b_ai:Ba-Ca-F,True,Ba-Ca-F,0.0,0.0,0.0,0.0,1.0,0.0,False
wbm-1-15524,F10 Ti2,-2.977699,0.095686,A5B_tP12_85_cg_c:F-Ti,True,F-Ti,1.0,9.0,1.0,0.0,9.0,0.0,False
wbm-1-15525,F10 Ti2,-3.028222,0.045163,A5B_mC24_5_ab4c_c:F-Ti,True,F-Ti,0.0,0.0,0.0,0.0,9.0,0.0,False
wbm-1-15569,Ca1 Cs3 F6,-2.98817,0.014576,AB3C6_oF40_69_a_bf_gm:Ca-Cs-F,True,Ca-Cs-F,0.0,0.0,0.0,0.0,3.0,0.0,False
wbm-1-15578,Ca1 F6 In1,-2.936033,0.065358,AB6C_hR24_148_a_f_b:Ca-F-In,True,Ca-F-In,0.0,0.0,0.0,0.0,8.0,0.0,False
wbm-1-15593,Ca1 F6 Sc1,-3.685937,0.047365,AB6C_cF32_225_a_e_b:Ca-F-Sc,True,Ca-F-Sc,0.0,8.0,0.0,0.0,8.0,0.0,False
wbm-1-15600,Ca1 F6 Y1,-3.726825,0.071248,AB6C_cF32_225_a_e_b:Ca-F-Y,True,Ca-F-Y,0.0,0.0,0.0,0.0,8.0,0.0,False
wbm-1-15627,Co1 F6,-1.319159,-0.08547,AB6_hR21_148_a_f:Co-F,True,Co-F,0.0,6.0,0.0,0.0,11.0,0.0,True
wbm-1-15636,Cs2 F6 Ho1,-3.310199,-0.062275,A2B6C_hP9_164_d_i_a:Cs-F-Ho,True,Cs-F-Ho,0.0,0.0,0.0,0.0,3.0,0.0,True
wbm-1-15640,Cs2 F6 Pb1,-2.724067,-0.238998,A2B6C_hP9_164_d_i_a:Cs-F-Pb,True,Cs-F-Pb,0.0,0.0,0.0,0.0,2.0,0.0,True
wbm-1-15642,Cs2 F6 Ta1,-3.293026,-0.123683,A2B6C_hP9_164_d_i_a:Cs-F-Ta,True,Cs-F-Ta,0.0,0.0,0.0,0.0,11.0,0.0,True
wbm-1-15667,Ba1 Cu1 F6,-2.514051,-0.259077,ABC6_hR24_166_a_b_h:Ba-Cu-F,True,Ba-Cu-F,0.0,4.0,0.0,0.0,9.0,0.0,True
wbm-1-15668,Cd1 Cu1 F6,-1.805329,-0.188371,ABC6_hR24_148_a_b_f:Cd-Cu-F,True,Cd-Cu-F,0.0,0.0,0.0,0.0,10.0,0.0,True
wbm-1-15673,Cu1 F6 Sr1,-2.490375,-0.200828,AB6C_hR24_166_a_h_b:Cu-F-Sr,True,Cu-F-Sr,0.0,0.0,0.0,0.0,9.0,0.0,True
wbm-1-15732,Ba1 F6 In1,-2.977378,0.028388,AB6C_hR24_166_a_h_b:Ba-F-In,True,Ba-F-In,0.0,3.0,0.0,0.0,12.0,0.0,False
wbm-1-15737,F6 Hg1 In1,-2.066121,-0.008765,A6BC_aP8_2_3i_b_c:F-Hg-In,True,F-Hg-In,0.0,0.0,0.0,0.0,8.0,0.0,True
wbm-1-15752,Cu1 F6 K2,-2.251128,-0.229472,AB6C2_hP9_164_a_i_d:Cu-F-K,True,Cu-F-K,0.0,0.0,0.0,0.0,2.0,0.0,True
wbm-1-15758,Eu1 F6 K2,-3.083673,0.032226,AB6C2_hP9_189_a_fg_d:Eu-F-K,True,Eu-F-K,0.0,0.0,0.0,0.0,10.0,0.0,False
wbm-1-15774,F6 K2 La1,-3.373908,0.02012,A6B2C_hP9_189_fg_c_b:F-K-La,True,F-K-La,0.0,0.0,0.0,0.0,7.0,0.0,False
wbm-1-15834,Ag1 F6 K1,-1.634761,-0.108711,AB6C_hR24_166_a_h_b:Ag-F-K,True,Ag-F-K,0.0,0.0,0.0,0.0,8.0,0.0,True
wbm-1-15864,Cu1 F6 K1,-1.747336,-0.270236,AB6C_hR24_166_a_h_b:Cu-F-K,True,Cu-F-K,0.0,6.0,0.0,0.0,9.0,0.0,True
wbm-1-15961,F6 Mg1 Sc1,-3.545639,0.039585,A6BC_hR24_166_h_a_b:F-Mg-Sc,True,F-Mg-Sc,0.0,0.0,0.0,0.0,7.0,0.0,False
wbm-1-15962,F6 Mg1 Sc1,-3.547187,0.038037,A6BC_cF32_225_e_a_b:F-Mg-Sc,True,F-Mg-Sc,1.0,8.0,1.0,0.0,8.0,0.0,False
wbm-1-15969,F6 Mg1 Tm1,-3.636941,-0.139557,A6BC_cF32_225_e_a_b:F-Mg-Tm,True,F-Mg-Tm,6.0,8.0,6.0,3.0,8.0,3.0,True
wbm-1-15998,F6 La1 Na2,-3.315006,-0.001101,A6BC2_hP9_150_ef_a_d:F-La-Na,True,F-La-Na,0.0,0.0,0.0,0.0,13.0,0.0,True
wbm-1-16008,F6 Na2 Tm1,-3.33687,-0.198541,A6B2C_hP9_189_fg_c_b:F-Na-Tm,True,F-Na-Tm,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-1-16201,F6 P1 Rb1,-3.097656,-0.18747,A6BC_hR24_166_h_a_b:F-P-Rb,True,F-P-Rb,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-1-16213,Dy1 F6 Rb2,-3.293161,0.068435,AB6C2_hP9_164_a_i_d:Dy-F-Rb,True,Dy-F-Rb,0.0,0.0,0.0,0.0,5.0,0.0,False
wbm-1-16215,Er1 F6 Rb2,-3.307247,0.078085,AB6C2_hP9_164_a_i_d:Er-F-Rb,True,Er-F-Rb,0.0,0.0,0.0,0.0,4.0,0.0,False
wbm-1-16217,Eu1 F6 Rb2,-3.057117,0.025368,AB6C2_hP9_189_a_fg_d:Eu-F-Rb,True,Eu-F-Rb,0.0,0.0,0.0,0.0,10.0,0.0,False
wbm-1-16218,F6 Gd1 Rb2,-3.282765,0.057359,A6BC2_hP9_164_i_a_d:F-Gd-Rb,True,F-Gd-Rb,0.0,0.0,0.0,0.0,6.0,0.0,False
wbm-1-16222,F6 Ho1 Rb2,-3.300197,0.045997,A6BC2_hP9_164_i_a_d:F-Ho-Rb,True,F-Ho-Rb,0.0,0.0,0.0,0.0,9.0,0.0,False
wbm-1-16229,F6 Lu1 Rb2,-3.330292,0.073149,A6BC2_hP9_164_i_a_d:F-Lu-Rb,True,F-Lu-Rb,0.0,0.0,0.0,0.0,8.0,0.0,False
wbm-1-16251,F6 Rb2 Tm1,-3.32117,-0.019804,A6B2C_hP9_164_i_d_a:F-Rb-Tm,True,F-Rb-Tm,0.0,8.0,0.0,0.0,9.0,0.0,True
wbm-1-16256,F6 Rb2 Y1,-3.279446,0.065803,A6B2C_hP9_164_i_d_a:F-Rb-Y,True,F-Rb-Y,0.0,0.0,0.0,0.0,2.0,0.0,False
wbm-1-16322,Ba1 F6 Sc1,-3.693733,0.022339,AB6C_hR24_166_a_h_b:Ba-F-Sc,True,Ba-F-Sc,0.0,6.0,0.0,0.0,12.0,0.0,False
wbm-1-16323,Cd1 F6 Sc1,-3.008732,0.070731,AB6C_hR24_148_a_f_b:Cd-F-Sc,True,Cd-F-Sc,0.0,2.0,0.0,0.0,11.0,0.0,False
wbm-1-16334,F6 Sc1 Zn1,-3.083725,0.041602,A6BC_hR24_148_f_a_b:F-Sc-Zn,True,F-Sc-Zn,0.0,0.0,0.0,0.0,4.0,0.0,False
wbm-1-16335,F6 Sc1 Zn1,-3.0835,0.041826,A6BC_cF32_225_e_a_b:F-Sc-Zn,True,F-Sc-Zn,0.0,8.0,0.0,0.0,8.0,0.0,False
wbm-1-16338,F6 Se1,-1.961307,-0.480559,A6B_hR21_148_f_a:F-Se,True,F-Se,0.0,10.0,0.0,0.0,10.0,0.0,True
wbm-1-16339,F6 Se1,-1.965931,-0.485184,A6B_cI14_229_e_a:F-Se,True,F-Se,4.0,10.0,4.0,0.0,10.0,0.0,True
wbm-1-16378,F6 Pb1 Sr1,-3.042188,-0.080569,A6BC_cF32_225_e_a_b:F-Pb-Sr,True,F-Pb-Sr,0.0,0.0,0.0,0.0,2.0,0.0,True
wbm-1-16394,Cs1 F6 Ti1,-3.150348,-0.028405,AB6C_hR24_148_a_f_b:Cs-F-Ti,True,Cs-F-Ti,2.0,11.0,2.0,0.0,11.0,0.0,True
wbm-1-16423,F6 V1,-2.324091,0.081448,A6B_hR21_148_f_a:F-V,True,F-V,0.0,0.0,0.0,0.0,10.0,0.0,False
wbm-1-16449,F6 Tm1 Zn1,-3.189925,-0.152438,A6BC_cF32_225_e_a_b:F-Tm-Zn,True,F-Tm-Zn,8.0,10.0,8.0,3.0,10.0,3.0,True
wbm-1-16451,F6 Y1 Zn1,-3.1517,0.038399,A6BC_cF32_225_e_a_b:F-Y-Zn,True,F-Y-Zn,0.0,9.0,0.0,0.0,13.0,0.0,False
wbm-1-16495,F7 Hf2 K1,-3.494674,0.248951,A7B2C_oC20_65_ahp_g_c:F-Hf-K,True,F-Hf-K,0.0,0.0,0.0,0.0,9.0,0.0,False
wbm-1-16515,F7 K1 Zr2,-3.539497,0.126248,A7BC2_oC20_65_ahp_c_g:F-K-Zr,True,F-K-Zr,0.0,0.0,0.0,0.0,2.0,0.0,False
wbm-1-16518,Ca1 F7 Na3,-2.778771,-0.023876,AB7C3_mC22_8_a_3a2b_ab:Ca-F-Na,True,Ca-F-Na,0.0,0.0,0.0,0.0,8.0,0.0,True
wbm-1-16521,Eu1 F7 Na3,-3.037383,-0.038212,AB7C3_mC22_8_a_3a2b_ab:Eu-F-Na,True,Eu-F-Na,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-1-16522,F7 Gd1 Na3,-3.218767,-0.001426,A7BC3_mC22_8_3a2b_a_ab:F-Gd-Na,True,F-Gd-Na,0.0,0.0,0.0,0.0,5.0,0.0,True
wbm-1-16525,F7 Lu1 Na3,-3.239126,-0.01689,A7BC3_mC22_8_3a2b_a_ab:F-Lu-Na,True,F-Lu-Na,0.0,0.0,0.0,0.0,2.0,0.0,True
wbm-1-16532,F7 Na3 Sc1,-3.201185,0.002603,A7B3C_mC22_8_3a2b_ab_a:F-Na-Sc,True,F-Na-Sc,0.0,0.0,0.0,0.0,4.0,0.0,False
wbm-1-16533,F7 Na3 Sm1,-3.228191,0.008104,A7B3C_mC22_8_3a2b_ab_a:F-Na-Sm,True,F-Na-Sm,0.0,0.0,0.0,0.0,1.0,0.0,False
wbm-1-16534,F7 Na3 Sr1,-2.763104,-0.005951,A7B3C_mC22_8_3a2b_ab_a:F-Na-Sr,True,F-Na-Sr,0.0,1.0,0.0,0.0,9.0,0.0,True
wbm-1-16539,F7 Na3 Tm1,-3.271654,-0.169655,A7B3C_mC22_8_3a2b_ab_a:F-Na-Tm,True,F-Na-Tm,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-1-16556,F7 Na1 Tm2,-4.172686,-0.286799,A7BC2_hR30_166_a3c_b_c:F-Na-Tm,True,F-Na-Tm,0.0,0.0,0.0,0.0,3.0,0.0,True
wbm-1-16576,Ba1 F8 Gd2,-4.350864,-0.224118,AB8C2_mC22_12_a_gij_h:Ba-F-Gd,True,Ba-F-Gd,0.0,0.0,0.0,0.0,6.0,0.0,True
wbm-1-16608,Ba1 F8 Yb2,-3.580688,0.044946,AB8C2_oP11_47_b_A_ce:Ba-F-Yb,True,Ba-F-Yb,3.0,12.0,3.0,0.0,12.0,0.0,False
wbm-1-16611,Ba1 Ca2 F8,-3.404202,0.039482,AB2C8_oP11_47_b_ce_A:Ba-Ca-F,True,Ba-Ca-F,8.0,9.0,8.0,5.0,9.0,5.0,False
wbm-1-16618,Ba1 Cu2 F8,-2.39505,-0.254627,AB2C8_mC22_5_a_c_4c:Ba-Cu-F,True,Ba-Cu-F,0.0,1.0,0.0,0.0,9.0,0.0,True
wbm-1-16620,Cu2 F8 Sr1,-2.381563,-0.222004,A2B8C_tI22_97_d_k_a:Cu-F-Sr,True,Cu-F-Sr,0.0,0.0,0.0,0.0,9.0,0.0,True
wbm-1-18634,Br3 Er3 Ga1,-1.465191,-0.72204,A3B3C_cP7_221_c_d_a:Br-Er-Ga,True,Br-Er-Ga,11.0,11.0,11.0,7.0,11.0,7.0,True
wbm-1-18989,Ac1 Ga1 Se2,-1.472327,-0.360928,ABC2_cF16_225_a_b_c:Ac-Ga-Se,True,Ac-Ga-Se,0.0,0.0,0.0,0.0,5.0,0.0,True
wbm-1-19096,Ga1 Pm1 Te2,-0.984478,-0.557736,ABC2_cF16_225_a_b_c:Ga-Pm-Te,True,Ga-Pm-Te,0.0,15.0,0.0,0.0,16.0,0.0,True
wbm-1-21043,Br4 Er2 H2,-1.869745,-1.567629,A2BC_hP8_194_f_b_c:Br-Er-H,True,Br-Er-H,11.0,11.0,11.0,11.0,11.0,11.0,True
wbm-1-21716,Gd2 I4,-1.465432,-1.374341,AB2_tP6_136_a_f:Gd-I,True,Gd-I,6.0,6.0,6.0,6.0,6.0,6.0,True
wbm-1-21717,Gd1 I2,-1.521278,-1.430186,AB2_tI6_139_a_e:Gd-I,True,Gd-I,6.0,6.0,6.0,6.0,6.0,6.0,True
wbm-1-21795,Gd2 I6,-1.767793,-1.699482,AB3_hR24_148_c_f:Gd-I,True,Gd-I,6.0,6.0,6.0,6.0,6.0,6.0,True
wbm-1-21796,Gd2 I6,-1.734224,-1.665914,AB3_hP8_193_b_g:Gd-I,True,Gd-I,6.0,6.0,6.0,6.0,6.0,6.0,True
wbm-1-21797,Gd2 I6,-1.716723,-1.648413,AB3_oC16_63_c_cg:Gd-I,True,Gd-I,6.0,6.0,6.0,6.0,6.0,6.0,True
wbm-1-21798,Gd2 I6,-1.719123,-1.650813,AB3_oC16_63_c_cf:Gd-I,True,Gd-I,6.0,6.0,6.0,6.0,6.0,6.0,True
wbm-1-21845,Ba2 Gd2 I8,-1.810481,-0.722716,ABC4_mC24_15_e_e_2f:Ba-Gd-I,True,Ba-Gd-I,2.0,12.0,2.0,0.0,12.0,0.0,True
wbm-1-21897,I6 W1,-0.417544,-0.111211,A6B_hR21_148_f_a:I-W,True,I-W,0.0,0.0,0.0,0.0,5.0,0.0,True
wbm-1-21905,Ba1 Gd2 I8,-1.7204,-1.102237,AB2C8_mC22_12_a_h_gij:Ba-Gd-I,True,Ba-Gd-I,12.0,12.0,12.0,12.0,12.0,12.0,True
wbm-1-22388,In1 Pm1 Te2,-0.998681,-0.596487,ABC2_cF16_225_a_b_c:In-Pm-Te,True,In-Pm-Te,1.0,8.0,1.0,0.0,8.0,0.0,True
wbm-1-22490,Ac2 Ir1 Pt1,-0.746785,-0.746781,A2BC_cF16_225_c_a_b:Ac-Ir-Pt,True,Ac-Ir-Pt,0.0,10.0,0.0,0.0,11.0,0.0,True
wbm-1-23080,Ac1 K1 Se2,-1.819206,-0.648392,ABC2_cF16_225_a_b_c:Ac-K-Se,True,Ac-K-Se,5.0,8.0,5.0,2.0,8.0,2.0,True
wbm-1-23176,K1 Pm1 Te2,-1.302322,-0.704623,ABC2_cF16_225_a_b_c:K-Pm-Te,True,K-Pm-Te,4.0,7.0,4.0,1.0,7.0,1.0,True
wbm-1-23510,F6 Li2 Sc1,-3.289227,0.028261,A6B2C_hP9_162_k_c_b:F-Li-Sc,True,F-Li-Sc,0.0,4.0,0.0,0.0,10.0,0.0,False
wbm-1-23512,F6 Li2 Tb1,-3.344749,0.047955,A6B2C_hP9_162_k_c_b:F-Li-Tb,True,F-Li-Tb,0.0,0.0,0.0,0.0,10.0,0.0,False
wbm-1-23514,F6 Li2 Tm1,-3.369422,-0.130014,A6B2C_hP9_162_k_c_b:F-Li-Tm,True,F-Li-Tm,1.0,10.0,1.0,0.0,10.0,0.0,True
wbm-1-23516,F6 Li2 Y1,-3.336282,0.060672,A6B2C_hP9_162_k_c_b:F-Li-Y,True,F-Li-Y,0.0,0.0,0.0,0.0,1.0,0.0,False
wbm-1-24971,Ca2 F8 Li2,-3.140977,0.026468,AB4C_tP12_125_a_m_d:Ca-F-Li,True,Ca-F-Li,0.0,0.0,0.0,0.0,8.0,0.0,False
wbm-1-24972,Ca2 F8 Li2,-3.162143,0.005302,AB4C_aP12_2_i_4i_i:Ca-F-Li,True,Ca-F-Li,0.0,2.0,0.0,0.0,8.0,0.0,False
wbm-1-25032,F8 Li2 Tm2,-4.083338,-0.279537,A4BC_tI24_88_f_a_b:F-Li-Tm,True,F-Li-Tm,0.0,0.0,0.0,0.0,2.0,0.0,True
wbm-1-25092,F6 Li1 Ti1,-3.092285,0.046763,A6BC_hP8_149_l_a_d:F-Li-Ti,True,F-Li-Ti,0.0,0.0,0.0,0.0,10.0,0.0,False
wbm-1-26351,Ac1 Li1 Se2,-1.800574,-0.5683,ABC2_cF16_225_a_b_c:Ac-Li-Se,True,Ac-Li-Se,1.0,11.0,1.0,0.0,11.0,0.0,True
wbm-1-26610,Li1 Pm1 Te2,-1.274294,-0.827611,ABC2_cF16_225_a_b_c:Li-Pm-Te,True,Li-Pm-Te,9.0,9.0,9.0,8.0,9.0,8.0,True
wbm-1-27534,Br6 Mg2,-1.351711,0.088092,A3B_hP8_176_h_c:Br-Mg,True,Br-Mg,0.0,6.0,0.0,0.0,10.0,0.0,False
wbm-1-29475,Br6 Mn2,-0.846084,0.072675,A3B_mC16_12_ij_g:Br-Mn,True,Br-Mn,0.0,1.0,0.0,0.0,10.0,0.0,False
wbm-1-31602,Br2 Er2 N2,-1.591095,-0.286443,ABC_tP6_129_c_c_a:Br-Er-N,True,Br-Er-N,0.0,11.0,0.0,0.0,11.0,0.0,True
wbm-1-31603,Br2 Er2 N2,-1.54344,-0.238789,ABC_hR18_166_c_c_c:Br-Er-N,True,Br-Er-N,11.0,11.0,11.0,6.0,11.0,6.0,True
wbm-1-31604,Br2 Er2 N2,-1.506576,-0.201925,ABC_oP6_59_a_b_a:Br-Er-N,True,Br-Er-N,11.0,11.0,11.0,11.0,11.0,11.0,True
wbm-1-31913,F2 N2 Pu2,-2.535781,-0.115688,ABC_hR18_166_c_c_c:F-N-Pu,True,F-N-Pu,0.0,6.0,0.0,0.0,12.0,0.0,True
wbm-1-31976,Gd2 I2 N2,-1.316241,-0.143665,ABC_tP6_129_c_c_a:Gd-I-N,True,Gd-I-N,0.0,11.0,0.0,0.0,11.0,0.0,True
wbm-1-31977,Gd2 I2 N2,-1.295424,-0.122848,ABC_hR18_166_c_c_c:Gd-I-N,True,Gd-I-N,0.0,11.0,0.0,0.0,11.0,0.0,True
wbm-1-31981,I2 La2 N2,-1.345412,0.15246,ABC_tP6_129_c_c_a:I-La-N,True,I-La-N,0.0,0.0,0.0,0.0,3.0,0.0,False
wbm-1-33619,Ac1 Na1 Se2,-1.824951,-0.667133,ABC2_cF16_225_a_b_c:Ac-Na-Se,True,Ac-Na-Se,6.0,12.0,6.0,3.0,12.0,3.0,True
wbm-1-35252,Br6 Ni2,-0.734324,-0.128574,A3B_mC16_12_ij_g:Br-Ni,True,Br-Ni,0.0,1.0,0.0,0.0,6.0,0.0,True
wbm-1-45469,Br2 Er2 P1,-2.014469,-1.191717,A2B2C_hP5_164_d_d_a:Br-Er-P,True,Br-Er-P,11.0,11.0,11.0,11.0,11.0,11.0,True
wbm-1-47068,Ac2 Pd1 Pt1,-0.85063,-0.828243,A2BC_cF16_225_c_a_b:Ac-Pd-Pt,True,Ac-Pd-Pt,1.0,11.0,1.0,0.0,11.0,0.0,True
wbm-1-47283,Ac2 Pt6,-0.691084,-0.691066,AB3_hP8_194_c_h:Ac-Pt,True,Ac-Pt,0.0,12.0,0.0,0.0,12.0,0.0,True
wbm-1-47301,Ac2 Au1 Pt1,-0.875061,-0.645435,A2BC_cF16_225_c_a_b:Ac-Au-Pt,True,Ac-Au-Pt,0.0,0.0,0.0,0.0,8.0,0.0,True
wbm-1-47549,Pm1 Rb1 Te2,-1.23109,-0.563533,ABC2_cF16_225_a_b_c:Pm-Rb-Te,True,Pm-Rb-Te,2.0,15.0,2.0,0.0,15.0,0.0,True
wbm-1-48052,Ac2 Pd1 Rh1,-0.640842,-0.640857,A2BC_cF16_225_c_a_b:Ac-Pd-Rh,True,Ac-Pd-Rh,0.0,0.0,0.0,0.0,2.0,0.0,True
wbm-1-48434,I6 Ru2,-0.407717,-0.407742,A3B_mC16_12_ij_g:I-Ru,True,I-Ru,0.0,8.0,0.0,0.0,8.0,0.0,True
wbm-1-50415,Br6 Rb2 S1,-1.212271,-0.185114,A6B2C_cF36_225_e_c_a:Br-Rb-S,True,Br-Rb-S,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-1-51487,Br8 Sc2,-1.649848,0.055508,A4B_tI20_88_f_a:Br-Sc,True,Br-Sc,0.0,9.0,0.0,0.0,13.0,0.0,False
wbm-1-52127,Sc2 Te10,-0.835289,-0.218418,AB5_oC24_63_c_c2f:Sc-Te,True,Sc-Te,0.0,0.0,0.0,0.0,9.0,0.0,True
wbm-1-52444,Ac1 Rb1 Se2,-1.741583,-0.588248,ABC2_cF16_225_a_b_c:Ac-Rb-Se,True,Ac-Rb-Se,0.0,7.0,0.0,0.0,9.0,0.0,True
wbm-1-52521,Se8 Tc4,-0.827272,-0.827251,A2B_aP12_2_4i_2i:Se-Tc,True,Se-Tc,10.0,10.0,10.0,10.0,10.0,10.0,True
wbm-1-52527,Ac1 Se2 Tl1,-1.536737,-0.591781,AB2C_cF16_225_a_c_b:Ac-Se-Tl,True,Ac-Se-Tl,0.0,9.0,0.0,0.0,9.0,0.0,True
wbm-1-52568,Ac4 Se6,-2.249585,-1.128637,A2B3_hR30_167_c_e:Ac-Se,True,Ac-Se,8.0,8.0,8.0,8.0,8.0,8.0,True
wbm-1-52615,Ce2 Se6,-1.605968,-0.167788,AB3_mP8_11_e_3e:Ce-Se,True,Ce-Se,0.0,0.0,0.0,0.0,18.0,0.0,True
wbm-1-52638,Dy2 Se6,-1.459672,-0.057998,AB3_aP8_2_i_3i:Dy-Se,True,Dy-Se,0.0,0.0,0.0,0.0,3.0,0.0,True
wbm-1-52641,Er2 Se6,-1.445122,-0.067987,AB3_aP8_2_i_3i:Er-Se,True,Er-Se,0.0,0.0,0.0,0.0,5.0,0.0,True
wbm-1-52652,Ho2 Se6,-1.452455,-0.062932,AB3_aP8_2_i_3i:Ho-Se,True,Ho-Se,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-1-52871,Au1 Br2 Se6,-0.487635,-0.20796,AB2C6_aP9_2_a_i_3i:Au-Br-Se,True,Au-Br-Se,0.0,0.0,0.0,0.0,5.0,0.0,True
wbm-1-57407,Cs1 Pm1 Te2,-1.140566,-0.452766,ABC2_cF16_225_a_b_c:Cs-Pm-Te,True,Cs-Pm-Te,0.0,15.0,0.0,0.0,15.0,0.0,True
wbm-1-57553,Pm1 Te3,-0.996916,-0.996901,AB3_tI8_139_a_bd:Pm-Te,True,Pm-Te,10.0,10.0,10.0,10.0,10.0,10.0,True
wbm-1-57662,Gd2 I2 Te1,-1.550877,-0.847165,A2B2C_hR15_166_c_c_a:Gd-I-Te,True,Gd-I-Te,11.0,11.0,11.0,9.0,11.0,9.0,True
wbm-1-58150,Br10 Ti2,-1.408587,0.029688,A5B_aP12_2_5i_i:Br-Ti,True,Br-Ti,0.0,0.0,0.0,0.0,7.0,0.0,False
wbm-1-58756,Te8 Ti2,-0.75242,-0.165532,A4B_tP10_124_m_a:Te-Ti,True,Te-Ti,0.0,0.0,0.0,0.0,1.0,0.0,True
