dataset,video_id,path_id,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,matched_gt_id,matched_iou,temporal_overlap,is_unmatched,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,frame_start,frame_end,clip_path,montage_path,method,candidate_budget_M,selected_rank,e_value,p_any,p_block,tau_k,self_consistency_margin,release_source
OVT-B,494,ovtb_v494_p005604,person,669,0.8654509708285332,0.8654509708285332,0.8654509708285332,8,0.875,4332.0,0.989925747165292,1.0,False,cat:669,unknown,person,unknown,global,0,16,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v494_p005604.jpg,parc_track_gamma_tuned_uniform_scs,150,50,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,62,ovtb_v62_p002745,zebra,1052,0.8648843765258789,0.8648843765258789,0.8648843765258789,1,0.0,,0.0,0.0,True,cat:1052,unknown,zebra,unknown,global,186,186,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v62_p002745.jpg,parc_track_gamma_tuned_uniform_scs,150,51,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,650,ovtb_v650_p006743,mechanical pencil,581,0.8641514182090759,0.8641514182090759,0.8641514182090759,1,0.0,5410.0,0.9705175046763233,1.0,False,cat:581,unknown,mechanical pencil,unknown,global,7,7,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v650_p006743.jpg,parc_track_gamma_tuned_uniform_scs,150,52,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,790,ovtb_v790_p007792,person,669,0.8639095798134804,0.8639095798134804,0.8639095798134804,8,0.875,6258.0,0.994150937427662,1.0,False,cat:669,unknown,person,unknown,global,0,16,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v790_p007792.jpg,parc_track_gamma_tuned_uniform_scs,150,53,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,161,ovtb_v161_p003328,baseball cap,54,0.8636892959475517,0.8636892959475517,0.8636892959475517,8,0.875,2237.0,0.9826746279046976,1.0,False,cat:54,unknown,baseball cap,unknown,global,0,29,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v161_p003328.jpg,parc_track_gamma_tuned_uniform_scs,150,54,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,824,ovtb_v824_p008068,person,669,0.8635063841938972,0.8635063841938972,0.8635063841938972,8,0.875,6438.0,0.9886966975595076,1.0,False,cat:669,unknown,person,unknown,global,0,12,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v824_p008068.jpg,parc_track_gamma_tuned_uniform_scs,150,55,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,365,ovtb_v365_p004719,person,669,0.8630673438310623,0.8630673438310623,0.8630673438310623,8,0.875,3541.0,0.985605816515257,1.0,False,cat:669,unknown,person,unknown,global,0,15,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v365_p004719.jpg,parc_track_gamma_tuned_uniform_scs,150,56,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,650,ovtb_v650_p006744,mechanical pencil,581,0.8630401790142059,0.8630401790142059,0.8630401790142059,2,0.5,5410.0,0.9639405659103282,1.0,False,cat:581,unknown,mechanical pencil,unknown,global,13,20,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v650_p006744.jpg,parc_track_gamma_tuned_uniform_scs,150,57,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,984,ovtb_v984_p009236,person,669,0.8624491095542908,0.8624491095542908,0.8624491095542908,8,0.875,7512.0,0.9760827535268328,1.0,False,cat:669,unknown,person,unknown,global,0,19,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v984_p009236.jpg,parc_track_gamma_tuned_uniform_scs,150,58,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,341,ovtb_v341_p004576,person,669,0.8622639402747154,0.8622639402747154,0.8622639402747154,8,0.875,3400.0,0.9900802938688372,1.0,False,cat:669,unknown,person,unknown,global,0,34,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v341_p004576.jpg,parc_track_gamma_tuned_uniform_scs,150,59,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,317,ovtb_v317_p004433,person,669,0.8622368201613426,0.8622368201613426,0.8622368201613426,8,0.875,3261.0,0.99416762004076,1.0,False,cat:669,unknown,person,unknown,global,0,23,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v317_p004433.jpg,parc_track_gamma_tuned_uniform_scs,150,60,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,984,ovtb_v984_p009235,person,669,0.8621045872569084,0.8621045872569084,0.8621045872569084,8,0.875,7511.0,0.9850969416284964,1.0,False,cat:669,unknown,person,unknown,global,0,19,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v984_p009235.jpg,parc_track_gamma_tuned_uniform_scs,150,61,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,133,ovtb_v133_p003161,person,669,0.8616219013929367,0.8616219013929367,0.8616219013929367,8,0.875,2101.0,0.9871832206088752,1.0,False,cat:669,unknown,person,unknown,global,0,12,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v133_p003161.jpg,parc_track_gamma_tuned_uniform_scs,150,62,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,196,ovtb_v196_p003495,person,669,0.8605234995484352,0.8605234995484352,0.8605234995484352,8,0.875,2399.0,0.991303659738102,1.0,False,cat:669,unknown,person,unknown,global,0,29,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v196_p003495.jpg,parc_track_gamma_tuned_uniform_scs,150,63,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,628,ovtb_v628_p006585,spectacles,862,0.8598106205463409,0.8598106205463409,0.8598106205463409,8,0.875,5287.0,0.9633010651546844,1.0,False,cat:862,unknown,spectacles,unknown,global,0,16,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v628_p006585.jpg,parc_track_gamma_tuned_uniform_scs,150,64,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,380,ovtb_v380_p004793,person,669,0.859449177980423,0.859449177980423,0.859449177980423,8,0.875,3611.0,0.9959865362669968,1.0,False,cat:669,unknown,person,unknown,global,0,24,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v380_p004793.jpg,parc_track_gamma_tuned_uniform_scs,150,65,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,933,ovtb_v933_p008884,person,669,0.8593977466225624,0.8593977466225624,0.8593977466225624,8,0.875,7154.0,0.9934498177545638,1.0,False,cat:669,unknown,person,unknown,global,0,15,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v933_p008884.jpg,parc_track_gamma_tuned_uniform_scs,150,66,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,208,ovtb_v208_p003559,person,669,0.8591790422797203,0.8591790422797203,0.8591790422797203,8,0.875,2452.0,0.9869662086145063,1.0,False,cat:669,unknown,person,unknown,global,0,29,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v208_p003559.jpg,parc_track_gamma_tuned_uniform_scs,150,67,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,679,ovtb_v679_p007001,person,669,0.8591230288147926,0.8591230288147926,0.8591230288147926,8,0.875,5585.0,0.993972204467498,1.0,False,cat:669,unknown,person,unknown,global,0,19,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v679_p007001.jpg,parc_track_gamma_tuned_uniform_scs,150,68,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,652,ovtb_v652_p006767,sweet potato,907,0.8567942455410957,0.8567942455410957,0.8567942455410957,8,0.875,5425.0,0.9844139537441576,1.0,False,cat:907,unknown,sweet potato,unknown,global,0,9,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v652_p006767.jpg,parc_track_gamma_tuned_uniform_scs,150,69,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,484,ovtb_v484_p005538,egg yolk,334,0.8563969358801842,0.8563969358801842,0.8563969358801842,8,0.875,4265.0,0.9795034187141616,1.0,False,cat:334,unknown,egg yolk,unknown,global,0,11,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v484_p005538.jpg,parc_track_gamma_tuned_uniform_scs,150,70,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,827,ovtb_v827_p008083,person,669,0.8563794940710068,0.8563794940710068,0.8563794940710068,8,0.875,6458.0,0.9935872144487184,1.0,False,cat:669,unknown,person,unknown,global,0,11,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v827_p008083.jpg,parc_track_gamma_tuned_uniform_scs,150,71,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,984,ovtb_v984_p009237,school bus,793,0.8562391996383667,0.8562391996383667,0.8562391996383667,8,0.875,7513.0,0.9935360300769572,1.0,False,cat:793,unknown,school bus,unknown,global,0,19,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v984_p009237.jpg,parc_track_gamma_tuned_uniform_scs,150,72,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,690,ovtb_v690_p007090,person,669,0.8559880495071411,0.8559880495071411,0.8559880495071411,5,0.8,5654.0,0.9846434922566244,1.0,False,cat:669,unknown,person,unknown,global,0,13,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v690_p007090.jpg,parc_track_gamma_tuned_uniform_scs,150,73,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,174,ovtb_v174_p003387,person,669,0.8558315113186836,0.8558315113186836,0.8558315113186836,8,0.875,2304.0,0.9782718369181148,1.0,False,cat:669,unknown,person,unknown,global,0,11,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v174_p003387.jpg,parc_track_gamma_tuned_uniform_scs,150,74,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,379,ovtb_v379_p004789,swim cap,908,0.8556497246026993,0.8556497246026993,0.8556497246026993,8,0.875,3610.0,0.9895155501129916,1.0,False,cat:908,unknown,swim cap,unknown,global,0,15,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v379_p004789.jpg,parc_track_gamma_tuned_uniform_scs,150,75,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,288,ovtb_v288_p004217,person,669,0.8552769422531128,0.8552769422531128,0.8552769422531128,2,0.5,3047.0,0.972629561508922,1.0,False,cat:669,unknown,person,unknown,global,30,35,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v288_p004217.jpg,parc_track_gamma_tuned_uniform_scs,150,76,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,40,ovtb_v40_p002412,bee,73,0.8540659844875336,0.8540659844875336,0.8540659844875336,2,0.5,1618.0,0.5712415531111006,0.5,False,cat:73,unknown,bee,unknown,global,35,141,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v40_p002412.jpg,parc_track_gamma_tuned_uniform_scs,150,77,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,40,ovtb_v40_p002422,bee,73,0.853613018989563,0.853613018989563,0.853613018989563,1,0.0,1602.0,0.277985141317781,0.0,True,cat:73,unknown,bee,unknown,global,105,105,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v40_p002422.jpg,parc_track_gamma_tuned_uniform_scs,150,78,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,913,ovtb_v913_p008705,sphygmomanometer,864,0.8533087149262428,0.8533087149262428,0.8533087149262428,8,0.875,7043.0,0.2311442506711983,0.0,True,cat:864,unknown,sphygmomanometer,unknown,global,0,44,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v913_p008705.jpg,parc_track_gamma_tuned_uniform_scs,150,79,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,749,ovtb_v749_p007462,person,669,0.8526166155934334,0.8526166155934334,0.8526166155934334,8,0.875,5986.0,0.9890313048014562,1.0,False,cat:669,unknown,person,unknown,global,0,16,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v749_p007462.jpg,parc_track_gamma_tuned_uniform_scs,150,80,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,750,ovtb_v750_p007464,person,669,0.8521363735198975,0.8521363735198975,0.8521363735198975,8,0.875,5996.0,0.98688726855505,1.0,False,cat:669,unknown,person,unknown,global,0,29,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v750_p007464.jpg,parc_track_gamma_tuned_uniform_scs,150,81,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,40,ovtb_v40_p002403,bee,73,0.8520978093147278,0.8520978093147278,0.8520978093147278,1,0.0,1547.0,0.3694711698808537,0.0,True,cat:73,unknown,bee,unknown,global,0,0,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v40_p002403.jpg,parc_track_gamma_tuned_uniform_scs,150,82,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,322,ovtb_v322_p004480,person,669,0.8517110869288445,0.8517110869288445,0.8517110869288445,8,0.875,3299.0,0.9927861874363682,1.0,False,cat:669,unknown,person,unknown,global,0,15,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v322_p004480.jpg,parc_track_gamma_tuned_uniform_scs,150,83,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,40,ovtb_v40_p002428,bee,73,0.8510804176330566,0.8510804176330566,0.8510804176330566,1,0.0,1626.0,0.4075605200138457,0.0,True,cat:73,unknown,bee,unknown,global,141,141,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v40_p002428.jpg,parc_track_gamma_tuned_uniform_scs,150,84,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,654,ovtb_v654_p006777,watch,1012,0.8493967950344086,0.8493967950344086,0.8493967950344086,2,0.5,5430.0,0.9719768664718048,1.0,False,cat:1012,unknown,watch,unknown,global,21,24,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v654_p006777.jpg,parc_track_gamma_tuned_uniform_scs,150,85,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,277,ovtb_v277_p004107,lab coat,522,0.8482630327343941,0.8482630327343941,0.8482630327343941,8,0.875,2982.0,0.9820688946986872,1.0,False,cat:522,unknown,lab coat,unknown,global,0,20,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v277_p004107.jpg,parc_track_gamma_tuned_uniform_scs,150,86,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,40,ovtb_v40_p002415,bee,73,0.8473938703536987,0.8473938703536987,0.8473938703536987,1,0.0,1579.0,0.6864692581561816,1.0,False,cat:73,unknown,bee,unknown,global,70,70,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v40_p002415.jpg,parc_track_gamma_tuned_uniform_scs,150,87,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,654,ovtb_v654_p006775,watch,1012,0.847032904624939,0.847032904624939,0.847032904624939,2,0.5,5430.0,0.9571775549275672,1.0,False,cat:1012,unknown,watch,unknown,global,0,3,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v654_p006775.jpg,parc_track_gamma_tuned_uniform_scs,150,88,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,891,ovtb_v891_p008588,person,669,0.8464552760124207,0.8464552760124207,0.8464552760124207,6,0.8333333333333334,6891.0,0.9877394967526416,1.0,False,cat:669,unknown,person,unknown,global,0,5,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v891_p008588.jpg,parc_track_gamma_tuned_uniform_scs,150,89,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,322,ovtb_v322_p004479,person,669,0.8460753858089447,0.8460753858089447,0.8460753858089447,8,0.875,3301.0,0.9925825690252552,1.0,False,cat:669,unknown,person,unknown,global,0,15,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v322_p004479.jpg,parc_track_gamma_tuned_uniform_scs,150,90,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,672,ovtb_v672_p006930,person,669,0.8459836691617966,0.8459836691617966,0.8459836691617966,8,0.875,5534.0,0.9880663413154396,1.0,False,cat:669,unknown,person,unknown,global,0,12,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v672_p006930.jpg,parc_track_gamma_tuned_uniform_scs,150,91,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,458,ovtb_v458_p005347,person,669,0.8456800654530525,0.8456800654530525,0.8456800654530525,8,0.875,4057.0,0.97219119385881,1.0,False,cat:669,unknown,person,unknown,global,0,39,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v458_p005347.jpg,parc_track_gamma_tuned_uniform_scs,150,92,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,199,ovtb_v199_p003511,person,669,0.8446930199861526,0.8446930199861526,0.8446930199861526,8,0.875,2406.0,0.98863673733773,1.0,False,cat:669,unknown,person,unknown,global,0,29,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v199_p003511.jpg,parc_track_gamma_tuned_uniform_scs,150,93,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,959,ovtb_v959_p009071,person,669,0.8435706943273544,0.8435706943273544,0.8435706943273544,8,0.875,7323.0,0.9936952104243112,1.0,False,cat:669,unknown,person,unknown,global,0,11,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v959_p009071.jpg,parc_track_gamma_tuned_uniform_scs,150,94,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,650,ovtb_v650_p006745,person,669,0.8431885913014412,0.8431885913014412,0.8431885913014412,8,0.875,5409.0,0.9923451866601236,1.0,False,cat:669,unknown,person,unknown,global,0,23,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v650_p006745.jpg,parc_track_gamma_tuned_uniform_scs,150,95,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,939,ovtb_v939_p008934,person,669,0.8424413800239563,0.8424413800239563,0.8424413800239563,8,0.875,7187.0,0.906359771226212,1.0,False,cat:669,unknown,person,unknown,global,0,15,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v939_p008934.jpg,parc_track_gamma_tuned_uniform_scs,150,96,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,960,ovtb_v960_p009079,person,669,0.8417733758687973,0.8417733758687973,0.8417733758687973,8,0.875,7330.0,0.990425839430108,1.0,False,cat:669,unknown,person,unknown,global,0,24,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v960_p009079.jpg,parc_track_gamma_tuned_uniform_scs,150,97,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
OVT-B,40,ovtb_v40_p002416,bee,73,0.8417384326457977,0.8417384326457977,0.8417384326457977,2,0.5,1637.0,0.5475969287395189,0.5,False,cat:73,unknown,bee,unknown,global,70,176,,<PARC_ROOT>/outputs/phase2_1000/release_audit_parc_track_gamma_tuned_uniform_scs_M150_viewer/montages/ovtb_v40_p002416.jpg,parc_track_gamma_tuned_uniform_scs,150,98,21.14416661026871,0.0029940119760479,0.0029940119760479,11.904761904761903,0.00663771346211206,<PARC_ROOT>/outputs/phase2_1000/candidate_evalues_1000_small.csv
