method,alpha1,seed,candidate_budget_M,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,self_consistency_margin,empty_reason,empty_diagnostic,unsupported_audited,unsupported_audit_coverage_rate,unsupported_audit_fully_covered
parc_track_gamma_tuned_uniform_scs,0.1,0,100,87,86,1,0.0,0.0,0.0,1.0,0.0114942528735632,0.0,0.0,0.0114942528735632,1.9577940087918275,,,0.0,0.0,False
parc_track_gamma_tuned_uniform_scs,0.1,0,125,41,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4831128077825824,,,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,0,150,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,0,175,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,0,200,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,0,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
confidence_threshold,0.1,0,75,75,75,0,,,,,0.0,0.0,,0.96,,,,0.0,1.0,True
tracklet_p_bh,0.1,0,75,75,75,0,,,,,0.0,0.0,,0.96,,,,0.0,1.0,True
tracklet_e_bh,0.1,0,75,75,75,0,,,,,0.0,0.0,,0.96,5.038838607640773,,,0.0,1.0,True
post_filter_e_bh,0.1,0,75,75,75,0,,,,,0.0,0.0,,0.96,3.4520468823550434,,,0.0,1.0,True
greedy_score_no_risk,0.1,0,75,75,75,0,,,,,0.0,0.0,,0.96,,,,0.0,1.0,True
confidence_threshold,0.1,0,100,100,98,2,,,,,0.02,0.25,,0.97,,,,2.0,1.0,True
tracklet_p_bh,0.1,0,100,100,98,2,,,,,0.02,0.25,,0.97,,,,2.0,1.0,True
tracklet_e_bh,0.1,0,100,100,98,2,,,,,0.02,0.25,,0.97,0.6340647606328478,,,2.0,1.0,True
post_filter_e_bh,0.1,0,100,87,86,1,,,,,0.0114942528735632,0.0,,0.9655172413793104,1.9577940087918255,,,1.0,1.0,True
greedy_score_no_risk,0.1,0,100,100,98,2,,,,,0.02,0.25,,0.97,,,,2.0,1.0,True
confidence_threshold,0.1,0,125,125,121,4,,,,,0.032,0.25,,0.976,,,,4.0,1.0,True
tracklet_p_bh,0.1,0,125,125,121,4,,,,,0.032,0.25,,0.976,,,,4.0,1.0,True
tracklet_e_bh,0.1,0,125,125,121,4,,,,,0.032,0.25,,0.976,0.6340647606328478,,,4.0,1.0,True
post_filter_e_bh,0.1,0,125,41,41,0,,,,,0.0,0.0,,0.951219512195122,3.4831128077825824,,,0.0,1.0,True
greedy_score_no_risk,0.1,0,125,125,121,4,,,,,0.032,0.25,,0.976,,,,4.0,1.0,True
confidence_threshold,0.1,0,150,150,145,5,,,,,0.0333333333333333,0.25,,0.98,,,,5.0,1.0,True
tracklet_p_bh,0.1,0,150,150,145,5,,,,,0.0333333333333333,0.25,,0.98,,,,5.0,1.0,True
tracklet_e_bh,0.1,0,150,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
post_filter_e_bh,0.1,0,150,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,0,150,150,145,5,,,,,0.0333333333333333,0.25,,0.98,,,,5.0,1.0,True
confidence_threshold,0.1,0,175,175,169,6,,,,,0.0342857142857142,0.25,,0.9828571428571428,,,,6.0,1.0,True
tracklet_p_bh,0.1,0,175,175,169,6,,,,,0.0342857142857142,0.25,,0.9828571428571428,,,,6.0,1.0,True
tracklet_e_bh,0.1,0,175,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
post_filter_e_bh,0.1,0,175,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,0,175,175,169,6,,,,,0.0342857142857142,0.25,,0.9828571428571428,,,,6.0,1.0,True
confidence_threshold,0.1,0,200,200,192,8,,,,,0.04,0.25,,0.985,,,,8.0,1.0,True
tracklet_p_bh,0.1,0,200,200,192,8,,,,,0.04,0.25,,0.985,,,,8.0,1.0,True
tracklet_e_bh,0.1,0,200,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
post_filter_e_bh,0.1,0,200,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,0,200,200,192,8,,,,,0.04,0.25,,0.985,,,,8.0,1.0,True
confidence_threshold,0.1,0,250,250,239,11,,,,,0.044,0.25,,0.988,,,,11.0,1.0,True
tracklet_p_bh,0.1,0,250,250,239,11,,,,,0.044,0.25,,0.988,,,,11.0,1.0,True
tracklet_e_bh,0.1,0,250,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
post_filter_e_bh,0.1,0,250,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,0,250,250,239,11,,,,,0.044,0.25,,0.988,,,,11.0,1.0,True
unmatched_as_false_block,0.1,1,75,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.1,1,100,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.1,1,125,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.1,1,150,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.1,1,175,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.1,1,200,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.1,1,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.1,1,75,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6558994626225818,,,0.0,1.0,True
null_superset_no_audit,0.1,1,100,34,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.899329095044973,,,0.0,1.0,True
null_superset_no_audit,0.1,1,125,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.1,1,150,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.1,1,175,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.1,1,200,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.1,1,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,1,75,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.489320694998458,,,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,1,100,100,99,1,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,0.5834836849301528,,,0.0,0.0,False
parc_track_gamma_tuned_uniform_scs,0.1,1,125,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,1,150,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,1,175,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,1,200,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,1,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
confidence_threshold,0.1,1,75,75,75,0,,,,,0.0,0.0,,0.9466666666666668,,,,0.0,1.0,True
tracklet_p_bh,0.1,1,75,75,75,0,,,,,0.0,0.0,,0.9466666666666668,,,,0.0,1.0,True
tracklet_e_bh,0.1,1,75,75,75,0,,,,,0.0,0.0,,0.9466666666666668,5.013882464794596,,,0.0,1.0,True
post_filter_e_bh,0.1,1,75,75,75,0,,,,,0.0,0.0,,0.9466666666666668,3.489320694998458,,,0.0,1.0,True
greedy_score_no_risk,0.1,1,75,75,75,0,,,,,0.0,0.0,,0.9466666666666668,,,,0.0,1.0,True
confidence_threshold,0.1,1,100,100,99,1,,,,,0.01,0.0,,0.96,,,,1.0,1.0,True
tracklet_p_bh,0.1,1,100,100,99,1,,,,,0.01,0.0,,0.96,,,,1.0,1.0,True
tracklet_e_bh,0.1,1,100,100,99,1,,,,,0.01,0.0,,0.96,3.002403623945844,,,1.0,1.0,True
post_filter_e_bh,0.1,1,100,100,99,1,,,,,0.01,0.0,,0.96,0.5834836849301528,,,1.0,1.0,True
greedy_score_no_risk,0.1,1,100,100,99,1,,,,,0.01,0.0,,0.96,,,,1.0,1.0,True
confidence_threshold,0.1,1,125,125,123,2,,,,,0.016,0.0,,0.968,,,,2.0,1.0,True
tracklet_p_bh,0.1,1,125,125,123,2,,,,,0.016,0.0,,0.968,,,,2.0,1.0,True
tracklet_e_bh,0.1,1,125,125,123,2,,,,,0.016,0.0,,0.968,0.6164181027940554,,,2.0,1.0,True
post_filter_e_bh,0.1,1,125,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,1,125,125,123,2,,,,,0.016,0.0,,0.968,,,,2.0,1.0,True
confidence_threshold,0.1,1,150,150,144,6,,,,,0.04,0.0,,0.9733333333333334,,,,6.0,1.0,True
tracklet_p_bh,0.1,1,150,150,144,6,,,,,0.04,0.0,,0.9733333333333334,,,,6.0,1.0,True
tracklet_e_bh,0.1,1,150,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
post_filter_e_bh,0.1,1,150,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,1,150,150,144,6,,,,,0.04,0.0,,0.9733333333333334,,,,6.0,1.0,True
confidence_threshold,0.1,1,175,175,167,8,,,,,0.0457142857142857,0.0,,0.9714285714285714,,,,8.0,1.0,True
tracklet_p_bh,0.1,1,175,175,167,8,,,,,0.0457142857142857,0.0,,0.9714285714285714,,,,8.0,1.0,True
tracklet_e_bh,0.1,1,175,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
post_filter_e_bh,0.1,1,175,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,1,175,175,167,8,,,,,0.0457142857142857,0.0,,0.9714285714285714,,,,8.0,1.0,True
confidence_threshold,0.1,1,200,200,191,9,,,,,0.045,0.0,,0.975,,,,9.0,1.0,True
tracklet_p_bh,0.1,1,200,200,191,9,,,,,0.045,0.0,,0.975,,,,9.0,1.0,True
tracklet_e_bh,0.1,1,200,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
post_filter_e_bh,0.1,1,200,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,1,200,200,191,9,,,,,0.045,0.0,,0.975,,,,9.0,1.0,True
confidence_threshold,0.1,1,250,250,235,15,,,,,0.06,0.0,,0.976,,,,15.0,1.0,True
tracklet_p_bh,0.1,1,250,250,235,15,,,,,0.06,0.0,,0.976,,,,15.0,1.0,True
tracklet_e_bh,0.1,1,250,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
post_filter_e_bh,0.1,1,250,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,1,250,250,235,15,,,,,0.06,0.0,,0.976,,,,15.0,1.0,True
unmatched_as_false_block,0.1,2,75,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.1,2,100,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.1,2,125,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.1,2,150,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.1,2,175,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.1,2,200,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.1,2,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.1,2,75,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5254861311759136,,,0.0,1.0,True
null_superset_no_audit,0.1,2,100,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.1,2,125,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.1,2,150,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.1,2,175,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.1,2,200,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.1,2,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,2,75,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.377444756848483,,,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,2,100,84,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.472682852086578,,,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,2,125,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,2,150,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,2,175,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,2,200,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.1,2,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
confidence_threshold,0.1,2,75,75,75,0,,,,,0.0,0.0,,0.96,,,,0.0,1.0,True
tracklet_p_bh,0.1,2,75,75,75,0,,,,,0.0,0.0,,0.96,,,,0.0,1.0,True
tracklet_e_bh,0.1,2,75,75,75,0,,,,,0.0,0.0,,0.96,5.305227865013967,,,0.0,1.0,True
post_filter_e_bh,0.1,2,75,75,75,0,,,,,0.0,0.0,,0.96,3.377444756848485,,,0.0,1.0,True
greedy_score_no_risk,0.1,2,75,75,75,0,,,,,0.0,0.0,,0.96,,,,0.0,1.0,True
confidence_threshold,0.1,2,100,100,99,1,,,,,0.01,0.0,,0.97,,,,1.0,1.0,True
tracklet_p_bh,0.1,2,100,100,99,1,,,,,0.01,0.0,,0.97,,,,1.0,1.0,True
tracklet_e_bh,0.1,2,100,100,99,1,,,,,0.01,0.0,,0.97,1.8553785262217597,,,1.0,1.0,True
post_filter_e_bh,0.1,2,100,84,84,0,,,,,0.0,0.0,,0.9642857142857144,1.4726828520865798,,,0.0,1.0,True
greedy_score_no_risk,0.1,2,100,100,99,1,,,,,0.01,0.0,,0.97,,,,1.0,1.0,True
confidence_threshold,0.1,2,125,125,124,1,,,,,0.008,0.0,,0.976,,,,1.0,1.0,True
tracklet_p_bh,0.1,2,125,125,124,1,,,,,0.008,0.0,,0.976,,,,1.0,1.0,True
tracklet_e_bh,0.1,2,125,84,84,0,,,,,0.0,0.0,,0.9642857142857144,0.424275484061587,,,0.0,1.0,True
post_filter_e_bh,0.1,2,125,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,2,125,125,124,1,,,,,0.008,0.0,,0.976,,,,1.0,1.0,True
confidence_threshold,0.1,2,150,150,148,2,,,,,0.0133333333333333,0.0,,0.9733333333333334,,,,2.0,1.0,True
tracklet_p_bh,0.1,2,150,150,148,2,,,,,0.0133333333333333,0.0,,0.9733333333333334,,,,2.0,1.0,True
tracklet_e_bh,0.1,2,150,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
post_filter_e_bh,0.1,2,150,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,2,150,150,148,2,,,,,0.0133333333333333,0.0,,0.9733333333333334,,,,2.0,1.0,True
confidence_threshold,0.1,2,175,175,170,5,,,,,0.0285714285714285,0.0,,0.9714285714285714,,,,5.0,1.0,True
tracklet_p_bh,0.1,2,175,175,170,5,,,,,0.0285714285714285,0.0,,0.9714285714285714,,,,5.0,1.0,True
tracklet_e_bh,0.1,2,175,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
post_filter_e_bh,0.1,2,175,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,2,175,175,170,5,,,,,0.0285714285714285,0.0,,0.9714285714285714,,,,5.0,1.0,True
confidence_threshold,0.1,2,200,200,195,5,,,,,0.025,0.0,,0.975,,,,5.0,1.0,True
tracklet_p_bh,0.1,2,200,200,195,5,,,,,0.025,0.0,,0.975,,,,5.0,1.0,True
tracklet_e_bh,0.1,2,200,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
post_filter_e_bh,0.1,2,200,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,2,200,200,195,5,,,,,0.025,0.0,,0.975,,,,5.0,1.0,True
confidence_threshold,0.1,2,250,250,242,8,,,,,0.032,0.0,,0.976,,,,8.0,1.0,True
tracklet_p_bh,0.1,2,250,250,242,8,,,,,0.032,0.0,,0.976,,,,8.0,1.0,True
tracklet_e_bh,0.1,2,250,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
post_filter_e_bh,0.1,2,250,0,0,0,,,,,0.0,,,,,,baseline_selected_empty,0.0,1.0,True
greedy_score_no_risk,0.1,2,250,250,242,8,,,,,0.032,0.0,,0.976,,,,8.0,1.0,True
unmatched_as_false_block,0.2,0,75,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0827625302982191,,,0.0,1.0,True
unmatched_as_false_block,0.2,0,100,97,96,1,0.0,0.0,0.0,1.0,0.0103092783505154,0.0,0.0,0.0103092783505154,0.2859490282364456,,,0.0,0.0,False
unmatched_as_false_block,0.2,0,125,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.2,0,150,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.2,0,175,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.2,0,200,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
unmatched_as_false_block,0.2,0,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
null_superset_no_audit,0.2,0,75,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.597974029345567,,,0.0,1.0,True
null_superset_no_audit,0.2,0,100,100,98,2,0.0,1.0,0.0,1.0,0.02,0.25,0.0101010101010101,0.02,2.528647110549392,,,1.0,0.5,False
null_superset_no_audit,0.2,0,125,125,121,4,0.0,1.0,0.0,3.0,0.032,0.25,0.0081967213114754,0.032,2.528647110549392,,,1.0,0.25,False
null_superset_no_audit,0.2,0,150,147,142,5,0.0,1.0,0.0,4.0,0.0340136054421768,0.25,0.0069930069930069,0.0340136054421768,0.2462009474517659,,,1.0,0.2,False
null_superset_no_audit,0.2,0,175,133,128,5,0.0,1.0,0.0,4.0,0.037593984962406,0.25,0.0077519379844961,0.037593984962406,0.031907368745446,,,1.0,0.2,False
null_superset_no_audit,0.2,0,200,31,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8587057216215257,,,0.0,1.0,True
null_superset_no_audit,0.2,0,250,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.2,0,75,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.452046882355045,,,0.0,1.0,True
parc_track_gamma_tuned_uniform_scs,0.2,0,100,100,98,2,0.0,1.0,0.0,1.0,0.02,0.25,0.0101010101010101,0.02,2.498137557212531,,,1.0,0.5,False
parc_track_gamma_tuned_uniform_scs,0.2,0,125,125,121,4,0.0,1.0,0.0,3.0,0.032,0.25,0.0081967213114754,0.032,2.498137557212531,,,1.0,0.25,False
parc_track_gamma_tuned_uniform_scs,0.2,0,150,150,145,5,0.0,1.0,0.0,4.0,0.0333333333333333,0.25,0.0068493150684931,0.0333333333333333,0.3268377086130982,,,1.0,0.2,False
parc_track_gamma_tuned_uniform_scs,0.2,0,175,137,132,5,0.0,1.0,0.0,4.0,0.0364963503649635,0.25,0.0075187969924812,0.0364963503649635,0.1973298289652589,,,1.0,0.2,False
parc_track_gamma_tuned_uniform_scs,0.2,0,200,87,86,1,0.0,0.0,0.0,1.0,0.0114942528735632,0.0,0.0,0.0114942528735632,1.9577940087918275,,,0.0,0.0,False
parc_track_gamma_tuned_uniform_scs,0.2,0,250,41,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4831128077825824,,,0.0,1.0,True
confidence_threshold,0.2,0,75,75,75,0,,,,,0.0,0.0,,0.96,,,,0.0,1.0,True
tracklet_p_bh,0.2,0,75,75,75,0,,,,,0.0,0.0,,0.96,,,,0.0,1.0,True
tracklet_e_bh,0.2,0,75,75,75,0,,,,,0.0,0.0,,0.96,10.038838607640772,,,0.0,1.0,True
post_filter_e_bh,0.2,0,75,75,75,0,,,,,0.0,0.0,,0.96,8.452046882355043,,,0.0,1.0,True
greedy_score_no_risk,0.2,0,75,75,75,0,,,,,0.0,0.0,,0.96,,,,0.0,1.0,True
confidence_threshold,0.2,0,100,100,98,2,,,,,0.02,0.25,,0.97,,,,2.0,1.0,True
tracklet_p_bh,0.2,0,100,100,98,2,,,,,0.02,0.25,,0.97,,,,2.0,1.0,True
tracklet_e_bh,0.2,0,100,100,98,2,,,,,0.02,0.25,,0.97,5.634064760632848,,,2.0,1.0,True
post_filter_e_bh,0.2,0,100,100,98,2,,,,,0.02,0.25,,0.97,2.498137557212531,,,2.0,1.0,True
greedy_score_no_risk,0.2,0,100,100,98,2,,,,,0.02,0.25,,0.97,,,,2.0,1.0,True
confidence_threshold,0.2,0,125,125,121,4,,,,,0.032,0.25,,0.976,,,,4.0,1.0,True
tracklet_p_bh,0.2,0,125,125,121,4,,,,,0.032,0.25,,0.976,,,,4.0,1.0,True
tracklet_e_bh,0.2,0,125,125,121,4,,,,,0.032,0.25,,0.976,5.634064760632848,,,4.0,1.0,True
post_filter_e_bh,0.2,0,125,125,121,4,,,,,0.032,0.25,,0.976,2.498137557212531,,,4.0,1.0,True
greedy_score_no_risk,0.2,0,125,125,121,4,,,,,0.032,0.25,,0.976,,,,4.0,1.0,True
confidence_threshold,0.2,0,150,150,145,5,,,,,0.0333333333333333,0.25,,0.98,,,,5.0,1.0,True
tracklet_p_bh,0.2,0,150,150,145,5,,,,,0.0333333333333333,0.25,,0.98,,,,5.0,1.0,True
tracklet_e_bh,0.2,0,150,150,145,5,,,,,0.0333333333333333,0.25,,0.98,3.237111144084436,,,5.0,1.0,True
post_filter_e_bh,0.2,0,150,150,145,5,,,,,0.0333333333333333,0.25,,0.98,0.3268377086130982,,,5.0,1.0,True
