candidate_id,formula,reduced_formula,elements,anonymous_formula,n_sites,space_group,source_prototype_id,model_family,frozen_model_score,block_id,public_label_status,novelty_status,duplicate_status,keep_for_followup,exclusion_reason,evidence_status,structure_ref,structure_sha256,has_structure_ref
pgcgm-d6347c5c6088cb83,Sc(InSb)4,Sc(InSb)4,Sc|In|Sb,AB4C4,36.0,Cmcm,Cmcm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB4C4::In-Sb-Sc,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Cmcm---160_0.cif,d6347c5c6088cb830e02c78853e49a6c9c30eaa86c038ba29ba67e2db5fe3983,True
pgcgm-9cee21b358ec2093,Cs(SiIr)2,Cs(SiIr)2,Cs|Si|Ir,AB2C2,40.0,P4/mmm,P4#mmm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::Cs-Ir-Si,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P4#mmm---716_1.cif,9cee21b358ec2093a4a8b6704c1a1d488adcb8fe955498297a584cf801094986,True
pgcgm-2f42571b93e1c66f,FeBO,FeBO,Fe|B|O,ABC,24.0,Pnma,Pnma,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::B-Fe-O,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Pnma---616_2.cif,2f42571b93e1c66ffdfe6b0b0f8d9efb4472032874b2e0da9e9265e1c47c1045,True
pgcgm-e66d77c603d6601a,GeClF,GeClF,Ge|Cl|F,ABC,36.0,P6_3mc,P6_3mc,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Cl-F-Ge,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P6_3mc---196_2.cif,e66d77c603d6601a6d935b385a6139235ed4a2f17e80d2bb31c57ea906e40584,True
pgcgm-01797e4562dcc53d,SrCoHg2,SrCoHg2,Sr|Co|Hg,ABC2,32.0,Cmcm,Cmcm,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC2::Co-Hg-Sr,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Cmcm---747_2.cif,01797e4562dcc53d5c8ebb651f4a4f11e73c92703a53e3da5acf6ce397c1c6d7,True
pgcgm-25d52b4b33330f3e,Sr(PdO)2,Sr(PdO)2,Sr|Pd|O,AB2C2,40.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::O-Pd-Sr,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---508_2.cif,25d52b4b33330f3e1edf1ccae175eef72feb8e4b12118f9efacffc3ecb5ea855,True
pgcgm-37807c2bed04da48,Cr(Ag2I)2,Cr(Ag2I)2,Cr|Ag|I,AB2C4,28.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C4::Ag-Cr-I,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---625_2.cif,37807c2bed04da48ef84ced304a63de3d608719524d4747ea8a3698b64b25f46,True
pgcgm-ad1f36324acbff97,Cs(Mo2Au)2,Cs(Mo2Au)2,Cs|Mo|Au,AB2C4,28.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C4::Au-Cs-Mo,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---987_2.cif,ad1f36324acbff971851e7292679f7dfef02db0907f2beec449e0b71ce289795,True
pgcgm-54092375b68ada7d,Li(Ga2I)2,Li(Ga2I)2,Li|Ga|I,AB2C4,28.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C4::Ga-I-Li,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---893_2.cif,54092375b68ada7d15625ba8e4f58bfad184bc9bd5f4beaba536bf07e99b7fa0,True
pgcgm-6b826e180b94bb86,KTlZn,KTlZn,K|Tl|Zn,ABC,24.0,Pnma,Pnma,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::K-Tl-Zn,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Pnma---43_1.cif,6b826e180b94bb867bd0bc4e69cb1cda5c2f4ebdc75b772a0df28763eae0aba4,True
pgcgm-ce95c7458c7c47d2,Ni2Sb2Rh,Ni2Sb2Rh,Ni|Sb|Rh,AB2C2,40.0,P4/nmm,P4#nmm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::Ni-Rh-Sb,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P4#nmm---121_2.cif,ce95c7458c7c47d22d1b63b299c72881ef3b4fcf306a655e0bfc57fa722bdb13,True
pgcgm-8db6660ba77b8386,MgTaZn,MgTaZn,Mg|Ta|Zn,ABC,24.0,Pnma,Pnma,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Mg-Ta-Zn,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Pnma---496_1.cif,8db6660ba77b83862fdc4780888ff6c7eb698a8804ff98e38435c7f2753aba4a,True
pgcgm-27612cb0f6ac25de,ScNiC,ScNiC,Sc|Ni|C,ABC,36.0,P6_3mc,P6_3mc,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::C-Ni-Sc,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P6_3mc---922_2.cif,27612cb0f6ac25de8c0bfd612dc3431bb9a8a1bb0d8e1f49910100f9d3a55f68,True
pgcgm-ebfc22f35a72d78f,FeBO,FeBO,Fe|B|O,ABC,24.0,Pnma,Pnma,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::B-Fe-O,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Pnma---616_1.cif,ebfc22f35a72d78f314eada7465c2e66854032b7571aed3bdc9b1a2461af0d45,True
pgcgm-3bff5b30d293b6da,BeInRe,BeInRe,Be|In|Re,ABC,24.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Be-In-Re,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---711_2.cif,3bff5b30d293b6dae205d3a31b0a7fefc2617c6107912df5a2bd470c3e38cb1b,True
pgcgm-254d71a15016444a,NaAlV,NaAlV,Na|Al|V,ABC,36.0,P6_3mc,P6_3mc,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Al-Na-V,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P6_3mc---27_0.cif,254d71a15016444ab5d5264b5c7318b4f840326c26432f2ce34ca82ac267e4a4,True
pgcgm-29c6beb07cc62ee0,Zn(SiAu)2,Zn(SiAu)2,Zn|Si|Au,AB2C2,40.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::Au-Si-Zn,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---491_1.cif,29c6beb07cc62ee06bf408959f30ca8092b9a88e3975b855479a63c4d1b54140,True
pgcgm-6f5103fcb1acfe24,Rb(GaBi2)2,Rb(GaBi2)2,Rb|Ga|Bi,AB2C4,28.0,P4/mmm,P4#mmm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C4::Bi-Ga-Rb,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P4#mmm---309_0.cif,6f5103fcb1acfe240632149ad1474210d5c86d24977269431faa83dd11c05f30,True
pgcgm-aa7d72cac3ed729a,BiTe2O,BiTe2O,Bi|Te|O,ABC2,32.0,P4/mmm,P4#mmm,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC2::Bi-O-Te,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P4#mmm---605_2.cif,aa7d72cac3ed729a5c311c7f98201dd335fa9c3256f34e6a772ef7da094b51ee,True
pgcgm-e102a839f4498ae3,HfIrI,HfIrI,Hf|Ir|I,ABC,24.0,Pnma,Pnma,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Hf-I-Ir,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Pnma---487_2.cif,e102a839f4498ae370e396bb9c4bdc60eb6c295a341271cf27f5e786ab6ffd3d,True
pgcgm-f5b79beff6a9dbe8,FePdBr,FePdBr,Fe|Pd|Br,ABC,24.0,Pnma,Pnma,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Br-Fe-Pd,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Pnma---803_1.cif,f5b79beff6a9dbe8827d9d22ff46c22a605d8d768e7ccd717368991bab76cd19,True
pgcgm-3e966bdbb6883523,Ga2AsN,Ga2AsN,Ga|As|N,ABC2,32.0,Cmcm,Cmcm,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC2::As-Ga-N,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Cmcm---523_2.cif,3e966bdbb68835233ec98cb5340f476c36c79db22815a225a971870d01332bdf,True
pgcgm-71345836ca9e929c,Cs2Si2Ir,Cs2Si2Ir,Cs|Si|Ir,AB2C2,40.0,P4/mmm,P4#mmm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::Cs-Ir-Si,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P4#mmm---716_0.cif,71345836ca9e929c7668d27e716fe8cc05ec772c5432a4e6325822683ca606e0,True
pgcgm-8651d4d3e39d366b,TaBiIr,TaBiIr,Ta|Bi|Ir,ABC,36.0,P6_3mc,P6_3mc,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Bi-Ir-Ta,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P6_3mc---784_0.cif,8651d4d3e39d366b9623090aa0fd276b0b0c0111ea16c09ce9f7d02e937ff099,True
pgcgm-a4c8a659b0377427,Be4SnAu4,Be4SnAu4,Be|Sn|Au,AB4C4,36.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB4C4::Au-Be-Sn,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---56_2.cif,a4c8a659b03774270fbdfe5e263ca501b2944bdfe14b73b12b0f36d35ba7be30,True
pgcgm-74059253c431037d,NiHgTe,NiHgTe,Ni|Hg|Te,ABC,24.0,Pnma,Pnma,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Hg-Ni-Te,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Pnma---274_2.cif,74059253c431037dd4cabfb4d55f06057f14c4159a192cb45782236d19c27834,True
pgcgm-8e9d03e94b23f6b0,ReAgH,ReAgH,Re|Ag|H,ABC,24.0,Cmcm,Cmcm,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Ag-H-Re,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Cmcm---705_2.cif,8e9d03e94b23f6b013b44fc4dd538a4670a1b06dcb54e451b4935bfe9324f7d5,True
pgcgm-d567bf59c8e2ed44,Nb2Si2O,Nb2Si2O,Nb|Si|O,AB2C2,40.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::Nb-O-Si,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---165_0.cif,d567bf59c8e2ed44f25f8be8aa23f01f0d1d7f60fcf80f6f9192afa644c5cfcf,True
pgcgm-528582f1d16c41d1,Ga2Ni2O,Ga2Ni2O,Ga|Ni|O,AB2C2,40.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::Ga-Ni-O,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---482_0.cif,528582f1d16c41d19cc5d450fddf110063af5e42433ffde59903a30c09b7cee2,True
pgcgm-ca21e3beb6d6c8fa,Mn2Fe2B,Mn2Fe2B,Mn|Fe|B,AB2C2,40.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::B-Fe-Mn,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---224_1.cif,ca21e3beb6d6c8fa62a3514635c15a1de0d7f2b3ec179e0602120d656ee5b41d,True
pgcgm-010245398751a95f,Al4CuPd2,Al4CuPd2,Al|Cu|Pd,AB2C4,28.0,P4/mmm,P4#mmm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C4::Al-Cu-Pd,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P4#mmm---572_2.cif,010245398751a95fe6341dfe04b4ce27075f2ff01a284cb4c847eb37b6e3a9ec,True
pgcgm-c5ede30a1054f5a0,NiHgTe,NiHgTe,Ni|Hg|Te,ABC,24.0,Pnma,Pnma,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Hg-Ni-Te,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Pnma---274_1.cif,c5ede30a1054f5a069ca636829d96ea9aecefc9ec323b66509bc3274d319458e,True
pgcgm-f99694f444114dfa,Al2GaSe,Al2GaSe,Al|Ga|Se,ABC2,32.0,P4/nmm,P4#nmm,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC2::Al-Ga-Se,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P4#nmm---869_2.cif,f99694f444114dfa51704ef4ff10ad21ddf783cacd85af78c4e416baba42325b,True
pgcgm-5b1a5806066f1e7e,TiCdRe,TiCdRe,Ti|Cd|Re,ABC,36.0,P-3m1,P-3m1,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Cd-Re-Ti,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P-3m1---413_1.cif,5b1a5806066f1e7e23c79edec66e935697ef2ff04aa0b63fbca14f7613240167,True
pgcgm-2770a42c229cab12,Rb(CaRe)4,Rb(CaRe)4,Rb|Ca|Re,AB4C4,36.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB4C4::Ca-Rb-Re,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---754_1.cif,2770a42c229cab12f3f90c075cda68d4e302bff9f46f655557dcc4550210364c,True
pgcgm-34892572b2a6b9e9,Nb2SiRu2,Nb2SiRu2,Nb|Si|Ru,AB2C2,40.0,Cmcm,Cmcm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::Nb-Ru-Si,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Cmcm---783_2.cif,34892572b2a6b9e9c55d8dd316ca136cd89fd0045f7196aa80b3096f93c98f2d,True
pgcgm-8aca614f1e32de44,Ag(TeO)2,Ag(TeO)2,Ag|Te|O,AB2C2,30.0,P-3m1,P-3m1,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::Ag-O-Te,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P-3m1---614_1.cif,8aca614f1e32de448557808a19cff77ff6fc7f129e059893ce3b9dcce0df5492,True
pgcgm-c788e626feae44cf,Tc(BS)2,Tc(BS)2,Tc|B|S,AB2C2,40.0,P4/mmm,P4#mmm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::B-S-Tc,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P4#mmm---885_2.cif,c788e626feae44cf2717fe11f60330781a38e4e6822c9fcc4e02caa9a0915077,True
pgcgm-b48c83fa3fdb7a15,Zn2HSe2,Zn2HSe2,Zn|H|Se,AB2C2,30.0,P6/mmm,P6#mmm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::H-Se-Zn,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P6#mmm---617_0.cif,b48c83fa3fdb7a156a1c352ef1aed8811dceef3f9c45e26ef4cb1675a540faa6,True
pgcgm-aec4b4b74169d569,Be(HgAs)4,Be(HgAs)4,Be|Hg|As,AB4C4,36.0,P4/mmm,P4#mmm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB4C4::As-Be-Hg,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P4#mmm---317_0.cif,aec4b4b74169d5696d704cb6ef4620e5d6d44ac278e54412b33d9fa50e645a18,True
pgcgm-f215f012b37ee6c8,HfInPb,HfInPb,Hf|In|Pb,ABC,24.0,Pnma,Pnma,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Hf-In-Pb,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Pnma---483_1.cif,f215f012b37ee6c8257905635bd780d855dfb848508dd6f85cf115bf72ae2d92,True
pgcgm-1bd7fbd3bc4a21cd,Mg4Os2F,Mg4Os2F,Mg|Os|F,AB2C4,28.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C4::F-Mg-Os,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---313_1.cif,1bd7fbd3bc4a21cd5d45a2ed4784c921e8f487fd5d2b8d6fc67a678dc64016ba,True
pgcgm-de609d561d33f21d,YCrAu,YCrAu,Y|Cr|Au,ABC,36.0,P-3m1,P-3m1,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Au-Cr-Y,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P-3m1---422_1.cif,de609d561d33f21d36fe6ac0e6b80e7ce2ca0bc944fb12e7a350a5efd2b14f44,True
pgcgm-48f32cdb4ca32de3,TiReIr,TiReIr,Ti|Re|Ir,ABC,36.0,P6_3mc,P6_3mc,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Ir-Re-Ti,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P6_3mc---290_1.cif,48f32cdb4ca32de3208b9c081be5ff958c4d4d8fae4fdfac85f388ab939abd2b,True
pgcgm-888ffb3b2643465b,TiGeI,TiGeI,Ti|Ge|I,ABC,24.0,Pnma,Pnma,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Ge-I-Ti,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Pnma---411_1.cif,888ffb3b2643465b33f13d39a4bd33f5c23d9e4959344281c910c75006a8a28b,True
pgcgm-036efe830c0fa573,Bi(PIr2)2,Bi(PIr2)2,Bi|P|Ir,AB2C4,28.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C4::Bi-Ir-P,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---750_2.cif,036efe830c0fa57342f93f719d0225a5817dd501fe9a06db9ba96aa2934ce09e,True
pgcgm-2cf7debbb08f50ed,Ta(AsSe2)2,Ta(AsSe2)2,Ta|As|Se,AB2C4,28.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C4::As-Se-Ta,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---448_2.cif,2cf7debbb08f50ed77ef3d18465abb6ff88170a707cffccc1ad73cada8954d94,True
pgcgm-d7c11dcdb6b56e30,Ni(BiI)2,Ni(BiI)2,Ni|Bi|I,AB2C2,40.0,I4/mmm,I4#mmm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::Bi-I-Ni,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::I4#mmm---374_2.cif,d7c11dcdb6b56e3039bd8ccff50c96f71585a5258be7b63549ed1906cd621291,True
pgcgm-dcf2646336aad55d,IrRhO,IrRhO,Ir|Rh|O,ABC,24.0,Pnma,Pnma,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Ir-O-Rh,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Pnma---666_0.cif,dcf2646336aad55d1b8c886c237443e348aa756e81c56f123c3b83416b306a78,True
pgcgm-59af532ede88b68a,Zr2VW2,Zr2VW2,Zr|V|W,AB2C2,30.0,P6/mmm,P-3m1,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::V-W-Zr,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P-3m1---657_2.cif,59af532ede88b68a774eefef73ae2ad3dc74670c1afd5890050df8f4b6078cb7,True
pgcgm-850b1b291f6fbf9a,RbHO,RbHO,Rb|H|O,ABC,24.0,Pnma,Pnma,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::H-O-Rb,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Pnma---973_1.cif,850b1b291f6fbf9a204d60a64f5dc02cd379a616d0982b083b3cac2dd3ccc187,True
pgcgm-3f797f1cf8b41661,ZnHC2,ZnHC2,Zn|H|C,ABC2,32.0,I4/mmm,I4#mmm,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC2::C-H-Zn,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::I4#mmm---440_2.cif,3f797f1cf8b4166101cd68c7292272b31d1de87ea53d6a7308e31d2c7e0b2b3f,True
pgcgm-c6af9ac2e96ff68c,RbTlAg,RbTlAg,Rb|Tl|Ag,ABC,36.0,P6_3mc,P6_3mc,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Ag-Rb-Tl,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::P6_3mc---554_0.cif,c6af9ac2e96ff68c010ca5a1bc009142ac954fa8a4d2a910119fcc69bed88d15,True
pgcgm-0e5c546783d05613,Cs2Be2Re,Cs2Be2Re,Cs|Be|Re,AB2C2,40.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::Be-Cs-Re,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---706_0.cif,0e5c546783d056134858b2dcc073e456bf27f036cc60c402d15767e7797d8e32,True
pgcgm-938aa956590cf096,Cs2BaSi2,Cs2BaSi2,Cs|Ba|Si,AB2C2,40.0,Immm,Immm,PGCGM_generated_pool_pending_ALIGNN_FF,,AB2C2::Ba-Cs-Si,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Immm---637_1.cif,938aa956590cf0960eaa04d59bb2948a494cc7c2dbf4fec166da04ad3ceddff6,True
pgcgm-86bf7b8026906d76,KCoRu,KCoRu,K|Co|Ru,ABC,24.0,Pnma,Pnma,PGCGM_generated_pool_pending_ALIGNN_FF,,ABC::Co-K-Ru,no_public_label_index_match,public_label_index_checked_structure_matcher_external_or_not_applicable,unique_candidate_id,True,,candidate_pool_public_label_excluded_pending_alignnff_scores,1.tar.gz::Pnma---169_0.cif,86bf7b8026906d7667d485210b45301ad931a7a179dca35cf69018e740bed5b0,True
