candidate_id,source,formula,n_sites,block_id,stable_DFT,structure_ref,structure_sha256,chgnet_energy_per_atom,frozen_model_score,score_status,element_reference_energy_per_atom,predicted_formation_energy_proxy
pgcgm-dde38fc1ceda7ab1,PGCGM_generated_candidates,Ca(Ti2H)2,28.0,AB2C4::Ca-H-Ti,,1.tar.gz::I4#mmm---34_1.cif,dde38fc1ceda7ab1946d998488ec00880af7ba390d0d74b87cfbdbc9d0bdc8d4,-4.164531707763672,-1.6257273802413437,scored,-5.7902590880050155,1.6257273802413437
pgcgm-b7475a1b70bec77d,PGCGM_generated_candidates,Zn4CrI4,36.0,AB4C4::Cr-I-Zn,,1.tar.gz::Immm---137_2.cif,b7475a1b70bec77d51d00d83d4f9262bfe3b652c6852c9097bc758719f967f9f,11.358728408813477,-13.679436415248597,scored,-2.320708006435121,13.679436415248597
pgcgm-cc0736d1080d9883,PGCGM_generated_candidates,Cr(HgPb)2,30.0,AB2C2::Cr-Hg-Pb,,1.tar.gz::P6_3mc---14_1.cif,cc0736d1080d98832a45d9699f63b748f1c6d0514e302a57156a867f825895fa,9.528181076049805,-13.080563573216716,scored,-3.552382497166912,13.080563573216716
pgcgm-febe1ac10958e46c,PGCGM_generated_candidates,Rb(TcPt)2,40.0,AB2C2::Pt-Rb-Tc,,1.tar.gz::Immm---256_0.cif,febe1ac10958e46c82bbd9d4510edc471cf70594df20fa288fd2346e328e2340,3.3111772537231445,-10.126426371807359,scored,-6.815249118084215,10.126426371807359
pgcgm-9009d2be1b878f1c,PGCGM_generated_candidates,BaLiFe,24.0,ABC::Ba-Fe-Li,,1.tar.gz::Pnma---176_1.cif,9009d2be1b878f1c0bc9d474fb0dc66f8109675267b979c843161a0c8e55b2aa,4.196433067321777,-8.316232780577769,scored,-4.119799713255992,8.316232780577769
pgcgm-0193d9fe0e8d32a7,PGCGM_generated_candidates,V4ZnPt2,28.0,AB2C4::Pt-V-Zn,,1.tar.gz::Immm---921_2.cif,0193d9fe0e8d32a7104a3d65ca66ec5cc6f7f25bcd6c11cd8b809472a1105583,-5.168174743652344,-1.9541110883739456,scored,-7.122285832026289,1.9541110883739456
pgcgm-6f024ebe68d6f1e9,PGCGM_generated_candidates,KCdSn,24.0,ABC::Cd-K-Sn,,1.tar.gz::Pnma---585_2.cif,6f024ebe68d6f1e9e96893c0c9b586ad0f952b35a4104a7bc7bbd67d10d1aa75,10.940552711486816,-12.96000489516771,scored,-2.0194521836808947,12.96000489516771
pgcgm-e816a6d9f9bcc65a,PGCGM_generated_candidates,K2W2I,40.0,AB2C2::I-K-W,,1.tar.gz::Immm---522_1.cif,e816a6d9f9bcc65a843f5db8a9ec2a730d84cef16094fa116f58fcf6fb2f4632,2.5676722526550293,-8.478226150472555,scored,-5.9105538978175245,8.478226150472555
pgcgm-1aa3021dd1bdc94c,PGCGM_generated_candidates,TiNiAu,24.0,ABC::Au-Ni-Ti,,1.tar.gz::Pnma---414_0.cif,1aa3021dd1bdc94c4cbf9d5b73a9936c644e7e424aa7cec103f4d035e257b1a3,5.316311836242676,-10.998546544802728,scored,-5.682234708560052,10.998546544802728
pgcgm-30a6c049339a48d8,PGCGM_generated_candidates,Ta2Ge2Ir,40.0,AB2C2::Ge-Ir-Ta,,1.tar.gz::Immm---808_0.cif,30a6c049339a48d8491deecf49bfa8bea2db3f28dd1d95afb8ec2ab26bca7596,-0.5619311332702637,-7.834584102388796,scored,-8.39651523565906,7.834584102388796
pgcgm-47ff6a48e2a8a049,PGCGM_generated_candidates,MnInPd,36.0,ABC::In-Mn-Pd,,1.tar.gz::P6_3mc---649_1.cif,47ff6a48e2a8a04981c35940ad681ed72162d70421a4cddd905f8bf30a23440a,8.232894897460938,-13.954109606009897,scored,-5.72121470854896,13.954109606009897
pgcgm-3b2f4a357aff39e1,PGCGM_generated_candidates,RbPW,24.0,ABC::P-Rb-W,,1.tar.gz::Pnma---823_1.cif,3b2f4a357aff39e1881b8d334d153ca495ab8ccdacc9364b31da600b86f7d6ca,3.023064613342285,-9.467659836724334,scored,-6.444595223382048,9.467659836724334
pgcgm-7c635235708aae2c,PGCGM_generated_candidates,AgSnIr2,32.0,ABC2::Ag-Ir-Sn,,1.tar.gz::Cmcm---92_2.cif,7c635235708aae2cca375e73a322104a7373c6461e6233555482095781f29a43,3.517041206359864,-9.673682767563019,scored,-6.156641561203155,9.673682767563019
pgcgm-35f442de73cfdc6e,PGCGM_generated_candidates,K2Mn4Be,28.0,AB2C4::Be-K-Mn,,1.tar.gz::Immm---565_2.cif,35f442de73cfdc6e82e46fb11a2160e5b8a90e03899576e30d6be37640acbd1e,5.149445056915283,-11.263180351527573,scored,-6.113735294612291,11.263180351527573
pgcgm-cb090ec2604ade9c,PGCGM_generated_candidates,Rb(Ga2Bi)2,28.0,AB2C4::Bi-Ga-Rb,,1.tar.gz::P4#mmm---309_2.cif,cb090ec2604ade9c6af7bc3a623af27baa19f85d805ad80a02099c36ab0daf2c,8.755017280578613,-11.736853744584288,scored,-2.9818364640056747,11.736853744584288
pgcgm-36a4abe9ff7e7c36,PGCGM_generated_candidates,CoSnO,36.0,ABC::Co-O-Sn,,1.tar.gz::P6_3mc---316_2.cif,36a4abe9ff7e7c36bc32713e293ac76cbf91c33db79e96c63622b2b0e1d477a7,7.529268741607666,-12.889918176094564,scored,-5.360649434486899,12.889918176094564
pgcgm-7f7043f27a6189d6,PGCGM_generated_candidates,Hg2Ge2S,40.0,AB2C2::Ge-Hg-S,,1.tar.gz::P4#nmm---972_2.cif,7f7043f27a6189d6efa7b2e30d90a4d767c71530974773fe1f308f4fd34ae823,9.975629806518556,-12.78364403817277,scored,-2.8080142316542136,12.78364403817277
pgcgm-c54cfcd34a653dff,PGCGM_generated_candidates,Nb2SiRu2,40.0,AB2C2::Nb-Ru-Si,,1.tar.gz::Cmcm---783_0.cif,c54cfcd34a653dff8578c710e450d2a2d2e07813cf7b01ee00e1d418efca5249,-0.9303693771362304,-7.9636441788548495,scored,-8.89401355599108,7.9636441788548495
pgcgm-d6d845a96a21d3ae,PGCGM_generated_candidates,KZnRh,24.0,ABC::K-Rh-Zn,,1.tar.gz::Immm---814_0.cif,d6d845a96a21d3aea9db394deca2a8a917363109304c77f00b9943ca52c405c5,9.162371635437012,-12.443336400324817,scored,-3.280964764887805,12.443336400324817
pgcgm-ed9ae0d908c5c74a,PGCGM_generated_candidates,Ru4PbC4,36.0,AB4C4::C-Pb-Ru,,1.tar.gz::P4#mmm---310_2.cif,ed9ae0d908c5c74a0502a635cc29004d47753554ea3ab0cd57d0fe6964318782,4.685894966125488,-13.375183555714099,scored,-8.68928858958861,13.375183555714099
pgcgm-a0aa4774ab0f0f2e,PGCGM_generated_candidates,HfIrI,24.0,ABC::Hf-I-Ir,,1.tar.gz::Pnma---487_0.cif,a0aa4774ab0f0f2e44a7dabd21f3975222c3eca35a1355fa84a00b3e4577e948,6.730725288391113,-13.504625075556497,scored,-6.773899787165384,13.504625075556497
pgcgm-27d823c89ef0e94d,PGCGM_generated_candidates,Ta2NbTe4,28.0,AB2C4::Nb-Ta-Te,,1.tar.gz::Immm---887_0.cif,27d823c89ef0e94d67c002251d084fe7f1cda4034284ee586af8514055934170,-0.1511068344116211,-6.5223348959777745,scored,-6.673441730389396,6.5223348959777745
pgcgm-082652cf05a6a547,PGCGM_generated_candidates,Ca2B2W,40.0,AB2C2::B-Ca-W,,1.tar.gz::Cmcm---589_1.cif,082652cf05a6a5472b2b8e06deac90d45585c7dcb08eb7c6e424d2fde088a423,2.2562170028686523,-8.319938581561628,scored,-6.0637215786929755,8.319938581561628
pgcgm-2ed1afc151edb5d0,PGCGM_generated_candidates,TcPtRh,24.0,ABC::Pt-Rh-Tc,,1.tar.gz::Pnma---757_2.cif,2ed1afc151edb5d07ddf208d51477ca7f9c64c4c26f5c2ba472f0be87c57bf2a,4.061291694641113,-12.047347950311218,scored,-7.986056255670105,12.047347950311218
pgcgm-4e84feb890784e7e,PGCGM_generated_candidates,In2Pb2N,40.0,AB2C2::In-N-Pb,,1.tar.gz::Cmcm---253_1.cif,4e84feb890784e7eafb7c99193bb9de172b2db98faca37283f8d2ef700f4caa1,5.108510971069336,-9.372302803650626,scored,-4.2637918325812905,9.372302803650626
pgcgm-19ee34997741adc4,PGCGM_generated_candidates,S2I4Br,28.0,AB2C4::Br-I-S,,1.tar.gz::P4#mmm---239_1.cif,19ee34997741adc41b913b682312510cabe3e48cfc1ae38fa218bca8b625efd6,7.605575561523437,-9.871124648173247,scored,-2.265549086649811,9.871124648173247
pgcgm-b27797e06bfe7654,PGCGM_generated_candidates,HgTe2Mo,32.0,ABC2::Hg-Mo-Te,,1.tar.gz::Immm---460_0.cif,b27797e06bfe7654dcf5654706fc84b1a57d0154b8e04c702bc8f5862b4c2cc9,6.776316642761231,-11.138765401534755,scored,-4.362448758773525,11.138765401534755
pgcgm-0ea5f90c761841f5,PGCGM_generated_candidates,KCdSn,24.0,ABC::Cd-K-Sn,,1.tar.gz::Pnma---585_1.cif,0ea5f90c761841f5b5631a6a755f3604ec9e828d5438cfa72bc98edad0461841,6.1120710372924805,-8.131523220973374,scored,-2.0194521836808947,8.131523220973374
pgcgm-cde5fd416d4d44a2,PGCGM_generated_candidates,ScTaNb,24.0,ABC::Nb-Sc-Ta,,1.tar.gz::Pnma---686_1.cif,cde5fd416d4d44a28c0b4fb6fa34c6ad984c4c5d30242891d9d1be5e5f72dacc,3.7621583938598633,-13.246791189444725,scored,-9.484632795584861,13.246791189444725
pgcgm-fe829b017c723eea,PGCGM_generated_candidates,Na(GaRu)2,40.0,AB2C2::Ga-Na-Ru,,1.tar.gz::Cmcm---770_0.cif,fe829b017c723eea09e6d025a8e107a8fe8e72e92a8b55cff8ab7ee11e775358,8.403631210327148,-13.628732683201335,scored,-5.225101472874186,13.628732683201335
pgcgm-1a93f52e2c8f38a5,PGCGM_generated_candidates,Cu2Te2Pt,40.0,AB2C2::Cu-Pt-Te,,1.tar.gz::Immm---75_1.cif,1a93f52e2c8f38a5a7c58b7acceb0f06bc588046385922732b48f35c9001f1a5,5.943855285644531,-10.079141218611955,scored,-4.135285932967424,10.079141218611955
pgcgm-27cf29274e5a5dcf,PGCGM_generated_candidates,Ni(HgSe)2,30.0,AB2C2::Hg-Ni-Se,,1.tar.gz::P6#mmm---933_2.cif,27cf29274e5a5dcfcdb93a2a04de6c3eda7c21f9dfa85bc97c9cd782711be987,9.916597366333008,-12.608179797963581,scored,-2.6915824316305734,12.608179797963581
pgcgm-5583ba2ae4e37b99,PGCGM_generated_candidates,Mo2P2Cl,40.0,AB2C2::Cl-Mo-P,,1.tar.gz::P4#nmm---837_1.cif,5583ba2ae4e37b99ea1f3aa7f6b90d7aca246084648b5886dc8c84a4eba10af6,4.4651594161987305,-11.328757230627525,scored,-6.863597814428795,11.328757230627525
pgcgm-fd2b4152eadc69f7,PGCGM_generated_candidates,Ca4Nb4Cu,36.0,AB4C4::Ca-Cu-Nb,,1.tar.gz::Immm---963_2.cif,fd2b4152eadc69f74b136d491e307bcfae035337c9a49e09e25c3ebee4bfd355,0.3177714347839355,-6.1721370282653885,scored,-5.854365593481453,6.1721370282653885
pgcgm-09314d794952ee84,PGCGM_generated_candidates,TaBeAl,24.0,ABC::Al-Be-Ta,,1.tar.gz::Pnma---25_2.cif,09314d794952ee84c9a5864bc452c37e3bfd70a0fbc8c64113071c5ab0570e77,6.590463638305664,-13.093079352708859,scored,-6.502615714403195,13.093079352708859
pgcgm-4b42be9bdbebb276,PGCGM_generated_candidates,K(MnBe)2,40.0,AB2C2::Be-K-Mn,,1.tar.gz::Immm---565_1.cif,4b42be9bdbebb2769dd8e0aee2b63279f9eb583cd6b708ffc2da25ee6252deb9,6.814121246337891,-12.233215376457197,scored,-5.419094130119307,12.233215376457197
pgcgm-6496cea7a6daf7d7,PGCGM_generated_candidates,Co4Sb2W,28.0,AB2C4::Co-Sb-W,,1.tar.gz::Immm---938_2.cif,6496cea7a6daf7d78fa42c648ecfff97a89edb49fabe7dbb6b1f5d1d70237adf,6.73236083984375,-13.823460505601954,scored,-7.091099665758203,13.823460505601954
pgcgm-43a3df2bc35d9931,PGCGM_generated_candidates,IrRhO,24.0,ABC::Ir-O-Rh,,1.tar.gz::Pnma---666_1.cif,43a3df2bc35d993111600848a797de93a521c4687737aafbd11aae6d2bc82b26,2.415266990661621,-9.490063821903902,scored,-7.074796831242282,9.490063821903902
pgcgm-7e658be01e1d24a2,PGCGM_generated_candidates,SrHgPb,24.0,ABC::Hg-Pb-Sr,,1.tar.gz::Pnma---396_0.cif,7e658be01e1d24a255fb090d12c2d883b85bd631635969d294ef23d3d797afb5,2.5985107421875,-4.506459949739967,scored,-1.907949207552467,4.506459949739967
pgcgm-f3349420a24d4cf3,PGCGM_generated_candidates,Y(BrF2)2,28.0,AB2C4::Br-F-Y,,1.tar.gz::P4#mmm---817_2.cif,f3349420a24d4cf3b9cf67920b908898d65c85597451b7017fdec490b74ee0b9,5.940046787261963,-8.40100075831061,scored,-2.460953971048648,8.40100075831061
pgcgm-e01a310ae77f21e8,PGCGM_generated_candidates,Nb2Si4O,28.0,AB2C4::Nb-O-Si,,1.tar.gz::Immm---165_2.cif,e01a310ae77f21e8bf7f58bb39a0cc0cac466f3f04d4955ee361a171aad2774c,5.167214393615723,-11.887766471964522,scored,-6.7205520783488,11.887766471964522
pgcgm-4d2690bcb377c3e4,PGCGM_generated_candidates,Tc(BS)2,40.0,AB2C2::B-S-Tc,,1.tar.gz::P4#mmm---885_0.cif,4d2690bcb377c3e44e8d3e3d79e87b6eca2684dc9160c5860edb3be9727119a4,-1.3757429122924805,-5.062756517122738,scored,-6.438499429415218,5.062756517122738
pgcgm-2a48af397865e48a,PGCGM_generated_candidates,BaTiTe,24.0,ABC::Ba-Te-Ti,,1.tar.gz::Pnma---416_2.cif,2a48af397865e48adeec59fe84284b2c352bbe7e2f38b1287608eb6cb8ff491d,6.909747123718262,-11.262714475142904,scored,-4.352967351424643,11.262714475142904
pgcgm-e9b503205cd0b3b5,PGCGM_generated_candidates,Be(CdSb)4,36.0,AB4C4::Be-Cd-Sb,,1.tar.gz::Immm---260_0.cif,e9b503205cd0b3b58cfdfc2382bb6da57cef3bd9eb218fb03679b866c7c5f86d,8.936656951904297,-11.589816462867466,scored,-2.653159510963169,11.589816462867466
pgcgm-826f21cc2e3289b1,PGCGM_generated_candidates,Cr2Ga2O,40.0,AB2C2::Cr-Ga-O,,1.tar.gz::Immm---279_1.cif,826f21cc2e3289b1c64991f4e4bca5d6d6c5164a52b6a0794d61358fbcb17214,3.8107175827026367,-9.88966642719363,scored,-6.078948844490993,9.88966642719363
pgcgm-47036841ef74e676,PGCGM_generated_candidates,Ca2TiH,32.0,ABC2::Ca-H-Ti,,1.tar.gz::I4#mmm---34_2.cif,47036841ef74e676c6438da11854efa28674f4a82c2d2457239107e1db7a7dbe,5.022053241729736,-8.84944056868491,scored,-3.8273873269551744,8.84944056868491
pgcgm-c3f8dbc4cb8a909f,PGCGM_generated_candidates,MnCdCu,24.0,ABC::Cd-Cu-Mn,,1.tar.gz::Pnma---858_0.cif,c3f8dbc4cb8a909fcaae82046c8af39f50886c3c595cc9dc2bbd7dec22699f4d,7.3398284912109375,-12.074514050728984,scored,-4.734685559518047,12.074514050728984
pgcgm-a2845a24d22f96aa,PGCGM_generated_candidates,K4NbRh,24.0,ABC4::K-Nb-Rh,,1.tar.gz::Immm---571_2.cif,a2845a24d22f96aaaf17c2bf2192bd1d46c91a7a8c8dbaaed034cc0a6e414183,7.035655498504639,-10.711747900958608,scored,-3.6760924024539694,10.711747900958608
pgcgm-7c406aa3cb38cfa5,PGCGM_generated_candidates,PdC2Cl,32.0,ABC2::C-Cl-Pd,,1.tar.gz::Immm---563_0.cif,7c406aa3cb38cfa5e41ec0fac73a2065644a77141d80b2ce59997a5361f50e6d,-1.6090660095214844,-4.78795349269192,scored,-6.397019502213404,4.78795349269192
pgcgm-116c2a6bd85a3095,PGCGM_generated_candidates,Sr(FeC)2,40.0,AB2C2::C-Fe-Sr,,1.tar.gz::Immm---444_2.cif,116c2a6bd85a3095e2e407f8ba68c5db3b9d7c658af25eb4ff8ffd4dc277380b,-0.1245303153991699,-7.317596133059945,scored,-7.442126448459115,7.317596133059945
pgcgm-42eea85741a084aa,PGCGM_generated_candidates,K2WI2,40.0,AB2C2::I-K-W,,1.tar.gz::Immm---522_0.cif,42eea85741a084aa8facc6702bf4c51131585a50c537256d1c7b85e57829293a,8.89222526550293,-12.519041481407358,scored,-3.6268162159044284,12.519041481407358
pgcgm-b75b370245151c9c,PGCGM_generated_candidates,TiGeI,24.0,ABC::Ge-I-Ti,,1.tar.gz::Pnma---411_0.cif,b75b370245151c9ceb5a532c0477df7cdae48b575a9e45a67e304d55316fd5f2,6.275052070617676,-10.958660263949774,scored,-4.683608193332097,10.958660263949774
pgcgm-655339ece9133edb,PGCGM_generated_candidates,TiNiAu,24.0,ABC::Au-Ni-Ti,,1.tar.gz::Pnma---414_2.cif,655339ece9133edb8955e7acf8f1505bfc9fa06efcce4acfde59db66343e13cb,4.302837371826172,-9.985072080386225,scored,-5.682234708560052,9.985072080386225
pgcgm-f8e6a128dc8a1f24,PGCGM_generated_candidates,Cs(SiTe)4,36.0,AB4C4::Cs-Si-Te,,1.tar.gz::Immm---964_2.cif,f8e6a128dc8a1f249c766845dfabcaafd852c8b88450869ae0fd64cb8480a287,7.102197170257568,-11.039249231645144,scored,-3.9370520613875746,11.039249231645144
pgcgm-b94f82fe3750e43b,PGCGM_generated_candidates,AlTeC,24.0,ABC::Al-C-Te,,1.tar.gz::Pnma---147_0.cif,b94f82fe3750e43b04d1dc9881aa71f202d53e46de16e42ae544ce169d7ce499,5.628078460693359,-11.035859713348671,scored,-5.407781252655312,11.035859713348671
pgcgm-006ae48e6db8db54,PGCGM_generated_candidates,CsBa2Si,32.0,ABC2::Ba-Cs-Si,,1.tar.gz::Immm---637_0.cif,006ae48e6db8db5431a4115653fff6e0f9c1145e4f739d5f1d142836950b35ae,2.503037929534912,-5.07444587055466,scored,-2.5714079410197486,5.07444587055466
pgcgm-af0fd84ac3ca9362,PGCGM_generated_candidates,CoSiIr,36.0,ABC::Co-Ir-Si,,1.tar.gz::P-3m1---186_1.cif,af0fd84ac3ca9362f8c5df25b2f480f8d82b76fe0a0c34ac1246a821eb081b30,5.238387107849121,-12.391958594603995,scored,-7.153571486754875,12.391958594603995
pgcgm-c1da61c1a25b42d8,PGCGM_generated_candidates,Cs(BeZn)2,40.0,AB2C2::Be-Cs-Zn,,1.tar.gz::Cmcm---693_1.cif,c1da61c1a25b42d8a2fc51cc5c3bf7bee614cea09960d0f4abcd865277f38871,9.161086082458496,-11.393635341859792,scored,-2.232549259401295,11.393635341859792
pgcgm-24d1a0243c5bfabe,PGCGM_generated_candidates,VHgI,24.0,ABC::Hg-I-V,,1.tar.gz::Pnma---111_0.cif,24d1a0243c5bfabe6333d4ebf87a189ad19564e177b0cd8a14444aa15daed943,8.894332885742188,-12.518631703206623,scored,-3.6242988174644353,12.518631703206623
pgcgm-3dfdb66f8bdd3cb4,PGCGM_generated_candidates,K(AsC)4,36.0,AB4C4::As-C-K,,1.tar.gz::P4#mmm---212_1.cif,3dfdb66f8bdd3cb4303a5c760118f7651cfb0915528a6e128f3e2e61ea4c8a88,5.87966251373291,-12.206969896391128,scored,-6.327307382658217,12.206969896391128
pgcgm-8d680e8a0045d4f2,PGCGM_generated_candidates,Cs2Mo2Au,40.0,AB2C2::Au-Cs-Mo,,1.tar.gz::Immm---987_1.cif,8d680e8a0045d4f25ce4045dce86cadee8e2f816727fdab578e23adfdc331804,6.330199241638184,-11.680928556041092,scored,-5.350729314402908,11.680928556041092
pgcgm-ba32b7343c82a77b,PGCGM_generated_candidates,TaBeAl,24.0,ABC::Al-Be-Ta,,1.tar.gz::Pnma---25_1.cif,ba32b7343c82a77b4105f3b17d3e212f4a72d8cb4edde7468caee47fa3c231f7,-3.1986000537872314,-3.3040156606159634,scored,-6.502615714403195,3.3040156606159634
pgcgm-62d2e69ab486bd18,PGCGM_generated_candidates,Ti2Cd2Re,30.0,AB2C2::Cd-Re-Ti,,1.tar.gz::P-3m1---413_2.cif,62d2e69ab486bd18471e03a136d432ea526cbefd8df4720aacfbe4d153b143b6,7.95839786529541,-13.99549159647199,scored,-6.037093731176579,13.99549159647199
pgcgm-38bfc453dd59d074,PGCGM_generated_candidates,Zr2Ir2W,40.0,AB2C2::Ir-W-Zr,,1.tar.gz::Cmcm---601_2.cif,38bfc453dd59d0748b8405ecf314ff61a6e24efbcaac52efdd93a8ed30306526,-1.9749579429626465,-7.596247125151693,scored,-9.57120506811434,7.596247125151693
pgcgm-ac908f4259451105,PGCGM_generated_candidates,Mn2CrN2,40.0,AB2C2::Cr-Mn-N,,1.tar.gz::Immm---789_2.cif,ac908f4259451105893b4dd9890f663f40e30ccb7ac2517bbd6735e4e3c3ed78,3.2835798263549805,-12.218702480623293,scored,-8.935122654268312,12.218702480623293
pgcgm-230ed9a5ffeaf7ba,PGCGM_generated_candidates,Ge(PtO)2,40.0,AB2C2::Ge-O-Pt,,1.tar.gz::Immm---438_0.cif,230ed9a5ffeaf7baef5d811924ad148cb67cf31e6eb320f105800b97bdf405eb,2.5660853385925293,-7.9162514192520765,scored,-5.350166080659547,7.9162514192520765
pgcgm-eb171dddb987c12b,PGCGM_generated_candidates,AlAgRh,24.0,ABC::Ag-Al-Rh,,1.tar.gz::Pnma---536_1.cif,eb171dddb987c12b07f88e0105fc07d82fa7278fa6366ffe9d2948dc1c2222e4,5.443659782409668,-10.122113569270422,scored,-4.678453786860754,10.122113569270422
pgcgm-21f2652075400c50,PGCGM_generated_candidates,Li2ZnP2,40.0,AB2C2::Li-P-Zn,,1.tar.gz::Cmcm---607_1.cif,21f2652075400c50a84e7c4f378cc8a84dbf8ba3ed85878e4e67a0247049a87a,7.102724075317383,-10.308781646045471,scored,-3.2060575707280874,10.308781646045471
pgcgm-0366d41ea8268cbd,PGCGM_generated_candidates,Tc4NiC4,36.0,AB4C4::C-Ni-Tc,,1.tar.gz::Immm---630_2.cif,0366d41ea8268cbd955adf0b8288792bc7918611ddd2903ca787ca9b21e7352f,-2.3632044792175293,-7.031608856462633,scored,-9.394813335680162,7.031608856462633
pgcgm-7e76ea98bf005086,PGCGM_generated_candidates,MgBiN,36.0,ABC::Bi-Mg-N,,1.tar.gz::P6_3mc---859_2.cif,7e76ea98bf0050866cf8878b8802bf399b07257dc0a05cac25d728d42a12a6d8,8.160740852355957,-12.740283624584048,scored,-4.579542772228092,12.740283624584048
pgcgm-17f840d8bf14a858,PGCGM_generated_candidates,Zr2In2As,40.0,AB2C2::As-In-Zr,,1.tar.gz::P4#nmm---785_0.cif,17f840d8bf14a858bb2112c649aa0e19dc97ac02ac4bc438fbe41312f0c8041c,5.246428489685059,-10.730926240416887,scored,-5.484497750731828,10.730926240416887
pgcgm-3f878bc48aece8cb,PGCGM_generated_candidates,Cs2NbGe,32.0,ABC2::Cs-Ge-Nb,,1.tar.gz::Immm---495_2.cif,3f878bc48aece8cbedb882c3f33d50940eb09b530feb3b3a3943f4b0331a4a60,7.433891296386719,-11.601696354310285,scored,-4.167805057923567,11.601696354310285
pgcgm-8422cd5959fc0fb1,PGCGM_generated_candidates,ReSbSe,36.0,ABC::Re-Sb-Se,,1.tar.gz::P6_3mc---550_0.cif,8422cd5959fc0fb10cd3c0b4b98e788f9f9ab595107f679e66f559a9207e187c,3.923283576965332,-10.617372925910255,scored,-6.694089348944923,10.617372925910255
pgcgm-acde9032c91bb5f8,PGCGM_generated_candidates,Mg4MnAg2,28.0,AB2C4::Ag-Mg-Mn,,1.tar.gz::P4#mmm---499_2.cif,acde9032c91bb5f87238c85dceda3421326c86c9e7319347d605c136fb2f31fd,5.384727478027344,-8.416773059194389,scored,-3.0320455811670457,8.416773059194389
pgcgm-4a3c93b792451f86,PGCGM_generated_candidates,ScVIr,24.0,ABC::Ir-Sc-V,,1.tar.gz::Pnma---969_0.cif,4a3c93b792451f86736c53fd827c257e96ebbec640648932eca5121124824fa1,1.8541803359985352,-9.959971312709236,scored,-8.1057909767107,9.959971312709236
pgcgm-d6347c5c6088cb83,PGCGM_generated_candidates,Sc(InSb)4,36.0,AB4C4::In-Sb-Sc,,1.tar.gz::Cmcm---160_0.cif,d6347c5c6088cb830e02c78853e49a6c9c30eaa86c038ba29ba67e2db5fe3983,7.353347778320312,-11.117549776463388,scored,-3.7642019981430774,11.117549776463388
pgcgm-9cee21b358ec2093,PGCGM_generated_candidates,Cs(SiIr)2,40.0,AB2C2::Cs-Ir-Si,,1.tar.gz::P4#mmm---716_1.cif,9cee21b358ec2093a4a8b6704c1a1d488adcb8fe955498297a584cf801094986,4.0308837890625,-9.951723072571879,scored,-5.920839283509379,9.951723072571879
pgcgm-2f42571b93e1c66f,PGCGM_generated_candidates,FeBO,24.0,ABC::B-Fe-O,,1.tar.gz::Pnma---616_2.cif,2f42571b93e1c66ffdfe6b0b0f8d9efb4472032874b2e0da9e9265e1c47c1045,3.3374061584472656,-10.052375146084746,scored,-6.71496898763748,10.052375146084746
pgcgm-e66d77c603d6601a,PGCGM_generated_candidates,GeClF,36.0,ABC::Cl-F-Ge,,1.tar.gz::P6_3mc---196_2.cif,e66d77c603d6601a6d935b385a6139235ed4a2f17e80d2bb31c57ea906e40584,4.9867048263549805,-7.7829763056932375,scored,-2.7962714793382575,7.7829763056932375
pgcgm-01797e4562dcc53d,PGCGM_generated_candidates,SrCoHg2,32.0,ABC2::Co-Hg-Sr,,1.tar.gz::Cmcm---747_2.cif,01797e4562dcc53d5c8ebb651f4a4f11e73c92703a53e3da5acf6ce397c1c6d7,3.612792730331421,-5.972207730318692,scored,-2.3594149999872713,5.972207730318692
pgcgm-25d52b4b33330f3e,PGCGM_generated_candidates,Sr(PdO)2,40.0,AB2C2::O-Pd-Sr,,1.tar.gz::Immm---508_2.cif,25d52b4b33330f3e1edf1ccae175eef72feb8e4b12118f9efacffc3ecb5ea855,6.520245552062988,-10.9091878335284,scored,-4.388942281465411,10.9091878335284
pgcgm-37807c2bed04da48,PGCGM_generated_candidates,Cr(Ag2I)2,28.0,AB2C4::Ag-Cr-I,,1.tar.gz::Immm---625_2.cif,37807c2bed04da48ef84ced304a63de3d608719524d4747ea8a3698b64b25f46,8.498140335083008,-11.931740339798479,scored,-3.4336000047154704,11.931740339798479
pgcgm-ad1f36324acbff97,PGCGM_generated_candidates,Cs(Mo2Au)2,28.0,AB2C4::Au-Cs-Mo,,1.tar.gz::Immm---987_2.cif,ad1f36324acbff971851e7292679f7dfef02db0907f2beec449e0b71ce289795,5.969570636749268,-13.208681124618778,scored,-7.239110487869511,13.208681124618778
pgcgm-54092375b68ada7d,PGCGM_generated_candidates,Li(Ga2I)2,28.0,AB2C4::Ga-I-Li,,1.tar.gz::Immm---893_2.cif,54092375b68ada7d15625ba8e4f58bfad184bc9bd5f4beaba536bf07e99b7fa0,-0.8316280841827393,-1.6120190712582185,scored,-2.443647155440958,1.6120190712582185
pgcgm-6b826e180b94bb86,PGCGM_generated_candidates,KTlZn,24.0,ABC::K-Tl-Zn,,1.tar.gz::Pnma---43_1.cif,6b826e180b94bb867bd0bc4e69cb1cda5c2f4ebdc75b772a0df28763eae0aba4,9.663003921508787,-11.27602058575985,scored,-1.6130166642510637,11.27602058575985
pgcgm-ce95c7458c7c47d2,PGCGM_generated_candidates,Ni2Sb2Rh,40.0,AB2C2::Ni-Rh-Sb,,1.tar.gz::P4#nmm---121_2.cif,ce95c7458c7c47d22d1b63b299c72881ef3b4fcf306a655e0bfc57fa722bdb13,3.707097053527832,-9.15906856156669,scored,-5.4519715080388576,9.15906856156669
