method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note,selection_protocol,selected_M,selected_M_by_tune,selection_metric,selection_status,tune_released,tune_margin,tune_tau,tune_max_e,tune_video_count,tune_internal_cal_videos,tune_internal_val_videos
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,708.0,591.0,117.0,591.0,591.0,591.0,117.0,0.0,0.1566537104442394,0.1566537104442394,0.001410437235543,0.0016891891891891,0.0016891891891891,39.72122294384446,34.11677023775056,5.0,True,34.11677023775056,14.659577593529882,150,150.0,0.0,147,142,5,1.0,1.0,0.0,3.0,5.0,4.0,1.0,0.0,0.0340136054421768,0.2,0.0069444444444444,0.0272108843537414,0.98,0.0,2753.0,5.1020408163265305,0.2462009474517659,31.0,24.19354838709677,9.923221850653784,5.348241763778296,14.858884833060856,34.11677023775056,,,0,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,5.391037841306427,142.0,71.0,71.0
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,588.0,120.0,588.0,588.0,588.0,120.0,0.0,0.1567784859787324,0.1567784859787324,0.001410437235543,0.0016977928692699,0.0016977928692699,39.72031650906805,33.97091768583136,5.0,True,33.97091768583136,17.12796617807508,150,150.0,0.0,150,145,5,1.0,1.0,0.0,3.0,5.0,4.0,1.0,0.0,0.0333333333333333,0.2,0.0068027210884353,0.0266666666666666,1.0,41.0,2712.0,5.0,0.8830477432534183,41.0,18.292682926829265,15.678234759002097,5.883047743253418,17.12796617807508,33.97091768583136,,,0,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,5.391037841306427,142.0,71.0,71.0
confidence_threshold,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,145,5,,,,,,,,,0.0333333333333333,0.2,,0.9733333333333334,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001585399731993,score_threshold_from_calibration_null_quantile,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_p_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,145,5,,,,,,,,,0.0333333333333333,0.2,,0.9733333333333334,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001590112224221,tracklet_level_p_bh,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,145,5,,,,,,,,,0.0333333333333333,0.2,,0.9733333333333334,1.0,,,5.0,3.681077762070279,,,,,,,,,0,diagnostic_baseline,0.0001587197184562,tracklet_level_e_self_consistency,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
post_filter_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,145,5,,,,,,,,,0.0333333333333333,0.2,,0.9733333333333334,1.0,,,5.0,0.8830477432534183,,,,,,,,,0,diagnostic_baseline,0.0001581506803631,block_evalue_post_filter,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
greedy_score_no_risk,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,145,5,,,,,,,,,0.0333333333333333,0.2,,0.9733333333333334,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001585306599736,top_m_by_score_no_risk_control,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,708.0,595.0,113.0,595.0,595.0,595.0,113.0,0.0,0.5,0.1564886288483465,0.001410437235543,0.0016778523489932,0.0016778523489932,13.313526955694432,12.206555615733704,5.0,True,12.206555615733704,7.192590621333613,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2746.0,,,150.0,5.0,-0.9311481280887656,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,3.741657386773941,142.0,71.0,71.0
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,708.0,595.0,113.0,595.0,595.0,595.0,113.0,0.0,0.1564886288483465,0.1564886288483465,0.001410437235543,0.0016778523489932,0.0016778523489932,39.72238348169974,34.311093800927324,5.0,True,34.311093800927324,15.373729008551068,150,150.0,0.0,150,145,5,1.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0266666666666666,1.0,0.0,2746.0,5.0,0.3767538601405542,34.0,22.05882352941176,12.252270271515563,5.376753860140554,15.373729008551068,34.311093800927324,,,1,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,5.117875477319688,142.0,71.0,71.0
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,590.0,118.0,590.0,590.0,590.0,118.0,0.0,0.15669520983879,0.15669520983879,0.001410437235543,0.0016920473773265,0.0016920473773265,39.72092426310993,34.068163221773965,5.0,True,34.068163221773965,16.136569014013034,150,150.0,0.0,150,145,5,1.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0266666666666666,1.0,42.0,2704.0,5.0,0.8988670400788825,34.0,22.05882352941176,12.009339692362204,5.8988670400788825,16.136569014013034,34.068163221773965,,,1,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,5.117875477319688,142.0,71.0,71.0
confidence_threshold,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,145,5,,,,,,,,,0.0333333333333333,0.0,,0.96,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001583807170391,score_threshold_from_calibration_null_quantile,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_p_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,145,5,,,,,,,,,0.0333333333333333,0.0,,0.96,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001605497673153,tracklet_level_p_bh,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,145,5,,,,,,,,,0.0333333333333333,0.0,,0.96,1.0,,,5.0,3.6682690826305615,,,,,,,,,1,diagnostic_baseline,0.0001578899100422,tracklet_level_e_self_consistency,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
post_filter_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,145,5,,,,,,,,,0.0333333333333333,0.0,,0.96,1.0,,,5.0,0.8988670400788825,,,,,,,,,1,diagnostic_baseline,0.0001560999080538,block_evalue_post_filter,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
greedy_score_no_risk,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,145,5,,,,,,,,,0.0333333333333333,0.0,,0.96,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001625502482056,top_m_by_score_no_risk_control,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,708.0,586.0,122.0,586.0,586.0,586.0,122.0,0.0,0.5,0.1568621343856925,0.001410437235543,0.0017035775127768,0.0017035775127768,13.313526955694432,12.114041439585716,5.0,True,12.114041439585716,6.6252635669289015,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2849.0,,,150.0,5.0,-1.3474790772797631,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,3.872983346207417,142.0,71.0,71.0
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,708.0,586.0,122.0,586.0,586.0,586.0,122.0,0.0,0.1568621343856925,0.1568621343856925,0.001410437235543,0.0017035775127768,0.0017035775127768,39.71969476571238,33.873629996856955,5.0,True,33.873629996856955,13.448160605758291,150,150.0,0.0,124,123,1,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0080645161290322,0.0,0.0,0.0,0.8266666666666667,0.0,2849.0,6.048387096774193,0.5180166370059966,26.0,28.846153846153847,5.027476150703109,6.56640373378019,15.242948683233855,33.873629996856955,,,2,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,5.391037841306427,142.0,71.0,71.0
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,584.0,124.0,584.0,584.0,584.0,124.0,0.0,0.1569461580486026,0.1569461580486026,0.001410437235543,0.0017094017094017,0.0017094017094017,39.71905887205482,33.776299976401,5.0,True,33.776299976401,15.851037836220232,150,150.0,0.0,142,141,1,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0070422535211267,0.0,0.0,0.0,0.9466666666666668,40.0,2809.0,5.28169014084507,0.0165819714812327,36.0,20.83333333333333,12.942966643067669,5.298272112326303,16.470930046366526,33.776299976401,,,2,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,5.391037841306427,142.0,71.0,71.0
confidence_threshold,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,148,2,,,,,,,,,0.0133333333333333,0.0,,0.9666666666666668,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.000160819850862,score_threshold_from_calibration_null_quantile,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_p_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,148,2,,,,,,,,,0.0133333333333333,0.0,,0.9666666666666668,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001606605947017,tracklet_level_p_bh,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,148,2,,,,,,,,,0.0133333333333333,0.0,,0.9666666666666668,1.0,,,5.0,2.991472728079372,,,,,,,,,2,diagnostic_baseline,0.0001578405499458,tracklet_level_e_self_consistency,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
post_filter_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,142,141,1,,,,,,,,,0.0070422535211267,0.0,,0.9647887323943662,0.9466666666666668,,,5.28169014084507,0.0165819714812327,,,,,,,,,2,diagnostic_baseline,0.0005010114982724,block_evalue_post_filter,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
greedy_score_no_risk,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,148,2,,,,,,,,,0.0133333333333333,0.0,,0.9666666666666668,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001582698896527,top_m_by_score_no_risk_control,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
