reannotation_sample_id,dataset,video_id,path_id,pending_montage_path,second_reviewer_label,second_reviewer_verified_positive_for_calibration,second_reviewer_reason,second_reviewer_confidence,review_status
audit2000_reann_1348,TAO,1677,ovtb_v1677_p000677,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1677_p000677.jpg,,,,,
audit2000_reann_0427,OVT-B,29,ovtb_v29_p001558,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v29_p001558.jpg,,,,,
audit2000_reann_0682,OVT-B,38,ovtb_v38_p002279,,,,,,
audit2000_reann_1118,TAO,5223,ovtb_v5223_p003584,,,,,,
audit2000_reann_1012,TAO,5698,ovtb_v5698_p004058,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5698_p004058.jpg,,,,,
audit2000_reann_0845,TAO,5620,ovtb_v5620_p004078,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5620_p004078.jpg,,,,,
audit2000_reann_1538,BURST,1842,ovtb_v1842_p002418,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1842_p002418.jpg,,,,,
audit2000_reann_1263,TAO,3394,ovtb_v3394_p002065,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3394_p002065.jpg,,,,,
audit2000_reann_1018,TAO,2386,ovtb_v2386_p001177,,,,,,
audit2000_reann_0313,OVT-B,304,ovtb_v304_p004336,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v304_p004336.jpg,,,,,
audit2000_reann_1911,BURST,2103,ovtb_v2103_p002698,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2103_p002698.jpg,,,,,
audit2000_reann_0991,TAO,4022,ovtb_v4022_p002487,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4022_p002487.jpg,,,,,
audit2000_reann_1605,BURST,2749,ovtb_v2749_p003245,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2749_p003245.jpg,,,,,
audit2000_reann_1191,TAO,1882,ovtb_v1882_p000958,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1882_p000958.jpg,,,,,
audit2000_reann_1726,BURST,343,ovtb_v343_p000593,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v343_p000593.jpg,,,,,
audit2000_reann_1473,BURST,1505,ovtb_v1505_p002033,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1505_p002033.jpg,,,,,
audit2000_reann_1609,BURST,1200,ovtb_v1200_p001557,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1200_p001557.jpg,,,,,
audit2000_reann_0279,OVT-B,704,ovtb_v704_p007173,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v704_p007173.jpg,,,,,
audit2000_reann_0911,TAO,5304,ovtb_v5304_p003752,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5304_p003752.jpg,,,,,
audit2000_reann_0657,OVT-B,302,ovtb_v302_p004329,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v302_p004329.jpg,,,,,
audit2000_reann_0806,TAO,1874,ovtb_v1874_p000717,,,,,,
audit2000_reann_1686,BURST,443,ovtb_v443_p000779,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v443_p000779.jpg,,,,,
audit2000_reann_1067,TAO,2666,ovtb_v2666_p001251,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2666_p001251.jpg,,,,,
audit2000_reann_0325,OVT-B,38,ovtb_v38_p002270,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002270.jpg,,,,,
audit2000_reann_1298,TAO,2992,ovtb_v2992_p001413,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2992_p001413.jpg,,,,,
audit2000_reann_1880,BURST,2316,ovtb_v2316_p002981,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2316_p002981.jpg,,,,,
audit2000_reann_1357,TAO,3138,ovtb_v3138_p001591,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3138_p001591.jpg,,,,,
audit2000_reann_0890,TAO,689,ovtb_v689_p000483,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v689_p000483.jpg,,,,,
audit2000_reann_0029,OVT-B,36,ovtb_v36_p002210,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002210.jpg,,,,,
audit2000_reann_1237,TAO,4007,ovtb_v4007_p002475,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4007_p002475.jpg,,,,,
audit2000_reann_0366,OVT-B,216,ovtb_v216_p003614,,,,,,
audit2000_reann_0086,OVT-B,538,ovtb_v538_p005899,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v538_p005899.jpg,,,,,
audit2000_reann_0088,OVT-B,36,ovtb_v36_p002221,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002221.jpg,,,,,
audit2000_reann_0213,OVT-B,443,ovtb_v443_p005234,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v443_p005234.jpg,,,,,
audit2000_reann_1527,BURST,2421,ovtb_v2421_p003118,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2421_p003118.jpg,,,,,
audit2000_reann_0609,OVT-B,896,ovtb_v896_p008617,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v896_p008617.jpg,,,,,
audit2000_reann_1924,BURST,505,ovtb_v505_p000892,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v505_p000892.jpg,,,,,
audit2000_reann_0642,OVT-B,216,ovtb_v216_p003613,,,,,,
audit2000_reann_0667,OVT-B,864,ovtb_v864_p008360,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v864_p008360.jpg,,,,,
audit2000_reann_0904,TAO,358,ovtb_v358_p000265,,,,,,
audit2000_reann_0046,OVT-B,130,ovtb_v130_p003148,,,,,,
audit2000_reann_0794,TAO,2112,ovtb_v2112_p001116,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2112_p001116.jpg,,,,,
audit2000_reann_1503,BURST,2981,ovtb_v2981_p003752,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2981_p003752.jpg,,,,,
audit2000_reann_1928,BURST,31,ovtb_v31_p000038,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v31_p000038.jpg,,,,,
audit2000_reann_1250,TAO,2666,ovtb_v2666_p001252,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2666_p001252.jpg,,,,,
audit2000_reann_0602,OVT-B,627,ovtb_v627_p006581,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v627_p006581.jpg,,,,,
audit2000_reann_0151,OVT-B,33,ovtb_v33_p001952,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v33_p001952.jpg,,,,,
audit2000_reann_1728,BURST,1965,ovtb_v1965_p002403,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1965_p002403.jpg,,,,,
audit2000_reann_0454,OVT-B,936,ovtb_v936_p008903,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v936_p008903.jpg,,,,,
audit2000_reann_0853,TAO,4677,ovtb_v4677_p003130,,,,,,
audit2000_reann_1719,BURST,428,ovtb_v428_p000928,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v428_p000928.jpg,,,,,
audit2000_reann_1080,TAO,1963,ovtb_v1963_p000848,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1963_p000848.jpg,,,,,
audit2000_reann_1839,BURST,2615,ovtb_v2615_p003322,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2615_p003322.jpg,,,,,
audit2000_reann_0889,TAO,575,ovtb_v575_p000292,,,,,,
audit2000_reann_0983,TAO,4848,ovtb_v4848_p003088,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4848_p003088.jpg,,,,,
audit2000_reann_0298,OVT-B,38,ovtb_v38_p002314,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002314.jpg,,,,,
audit2000_reann_0259,OVT-B,666,ovtb_v666_p006888,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v666_p006888.jpg,,,,,
audit2000_reann_1248,TAO,4953,ovtb_v4953_p003468,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4953_p003468.jpg,,,,,
audit2000_reann_1333,TAO,3260,ovtb_v3260_p001909,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3260_p001909.jpg,,,,,
audit2000_reann_0541,OVT-B,166,ovtb_v166_p003355,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v166_p003355.jpg,,,,,
audit2000_reann_0980,TAO,1226,ovtb_v1226_p000541,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1226_p000541.jpg,,,,,
audit2000_reann_1254,TAO,2045,ovtb_v2045_p000935,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2045_p000935.jpg,,,,,
audit2000_reann_0227,OVT-B,886,ovtb_v886_p008548,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v886_p008548.jpg,,,,,
audit2000_reann_1984,BURST,2024,ovtb_v2024_p002676,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2024_p002676.jpg,,,,,
audit2000_reann_1883,BURST,474,ovtb_v474_p000869,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v474_p000869.jpg,,,,,
audit2000_reann_1120,TAO,5050,ovtb_v5050_p003517,,,,,,
audit2000_reann_1409,BURST,1505,ovtb_v1505_p002037,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1505_p002037.jpg,,,,,
audit2000_reann_1755,BURST,2311,ovtb_v2311_p002938,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2311_p002938.jpg,,,,,
audit2000_reann_0411,OVT-B,586,ovtb_v586_p006296,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v586_p006296.jpg,,,,,
audit2000_reann_0062,OVT-B,85,ovtb_v85_p002894,,,,,,
audit2000_reann_1644,BURST,2416,ovtb_v2416_p003113,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2416_p003113.jpg,,,,,
audit2000_reann_1730,BURST,308,ovtb_v308_p000673,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v308_p000673.jpg,,,,,
audit2000_reann_1111,TAO,824,ovtb_v824_p000520,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v824_p000520.jpg,,,,,
audit2000_reann_1834,BURST,2239,ovtb_v2239_p002788,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2239_p002788.jpg,,,,,
audit2000_reann_0142,OVT-B,899,ovtb_v899_p008631,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v899_p008631.jpg,,,,,
audit2000_reann_1731,BURST,490,ovtb_v490_p000874,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v490_p000874.jpg,,,,,
audit2000_reann_1913,BURST,519,ovtb_v519_p000921,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v519_p000921.jpg,,,,,
audit2000_reann_0934,TAO,3276,ovtb_v3276_p001815,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3276_p001815.jpg,,,,,
audit2000_reann_0475,OVT-B,39,ovtb_v39_p002365,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v39_p002365.jpg,,,,,
audit2000_reann_0183,OVT-B,176,ovtb_v176_p003397,,,,,,
audit2000_reann_1074,TAO,5098,ovtb_v5098_p003578,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5098_p003578.jpg,,,,,
audit2000_reann_1322,TAO,5835,ovtb_v5835_p004202,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5835_p004202.jpg,,,,,
audit2000_reann_1637,BURST,2625,ovtb_v2625_p003368,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2625_p003368.jpg,,,,,
audit2000_reann_1818,BURST,65,ovtb_v65_p000093,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v65_p000093.jpg,,,,,
audit2000_reann_0170,OVT-B,53,ovtb_v53_p002686,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v53_p002686.jpg,,,,,
audit2000_reann_1858,BURST,2712,ovtb_v2712_p003479,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2712_p003479.jpg,,,,,
audit2000_reann_1684,BURST,2214,ovtb_v2214_p002808,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2214_p002808.jpg,,,,,
audit2000_reann_0854,TAO,1008,ovtb_v1008_p000542,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1008_p000542.jpg,,,,,
audit2000_reann_1914,BURST,292,ovtb_v292_p000514,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v292_p000514.jpg,,,,,
audit2000_reann_0922,TAO,4528,ovtb_v4528_p002727,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4528_p002727.jpg,,,,,
audit2000_reann_1079,TAO,3613,ovtb_v3613_p002122,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3613_p002122.jpg,,,,,
audit2000_reann_0672,OVT-B,278,ovtb_v278_p004124,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v278_p004124.jpg,,,,,
audit2000_reann_0784,TAO,3542,ovtb_v3542_p002032,,,,,,
audit2000_reann_0318,OVT-B,124,ovtb_v124_p003112,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v124_p003112.jpg,,,,,
audit2000_reann_0329,OVT-B,21,ovtb_v21_p000944,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v21_p000944.jpg,,,,,
audit2000_reann_0120,OVT-B,636,ovtb_v636_p006623,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v636_p006623.jpg,,,,,
audit2000_reann_0855,TAO,4599,ovtb_v4599_p002895,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4599_p002895.jpg,,,,,
audit2000_reann_1055,TAO,5901,ovtb_v5901_p004421,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5901_p004421.jpg,,,,,
audit2000_reann_1464,BURST,84,ovtb_v84_p000136,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v84_p000136.jpg,,,,,
audit2000_reann_0173,OVT-B,553,ovtb_v553_p006017,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v553_p006017.jpg,,,,,
audit2000_reann_1987,BURST,2458,ovtb_v2458_p002937,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2458_p002937.jpg,,,,,
audit2000_reann_1732,BURST,490,ovtb_v490_p000875,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v490_p000875.jpg,,,,,
audit2000_reann_0570,OVT-B,314,ovtb_v314_p004410,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v314_p004410.jpg,,,,,
audit2000_reann_0611,OVT-B,881,ovtb_v881_p008486,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v881_p008486.jpg,,,,,
audit2000_reann_1976,BURST,1299,ovtb_v1299_p001791,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1299_p001791.jpg,,,,,
audit2000_reann_1773,BURST,1582,ovtb_v1582_p002063,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1582_p002063.jpg,,,,,
audit2000_reann_1242,TAO,4807,ovtb_v4807_p003135,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4807_p003135.jpg,,,,,
audit2000_reann_1761,BURST,1786,ovtb_v1786_p002396,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1786_p002396.jpg,,,,,
audit2000_reann_0604,OVT-B,37,ovtb_v37_p002265,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v37_p002265.jpg,,,,,
audit2000_reann_0735,TAO,1632,ovtb_v1632_p000671,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1632_p000671.jpg,,,,,
audit2000_reann_1658,BURST,2947,ovtb_v2947_p003705,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2947_p003705.jpg,,,,,
audit2000_reann_0265,OVT-B,321,ovtb_v321_p004477,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v321_p004477.jpg,,,,,
audit2000_reann_0242,OVT-B,894,ovtb_v894_p008607,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v894_p008607.jpg,,,,,
audit2000_reann_1675,BURST,228,ovtb_v228_p000539,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v228_p000539.jpg,,,,,
audit2000_reann_1639,BURST,2292,ovtb_v2292_p002830,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2292_p002830.jpg,,,,,
audit2000_reann_1088,TAO,2012,ovtb_v2012_p000824,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2012_p000824.jpg,,,,,
audit2000_reann_1701,BURST,1535,ovtb_v1535_p002083,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1535_p002083.jpg,,,,,
audit2000_reann_1264,TAO,5755,ovtb_v5755_p004105,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5755_p004105.jpg,,,,,
audit2000_reann_1553,BURST,1344,ovtb_v1344_p001666,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1344_p001666.jpg,,,,,
audit2000_reann_1782,BURST,148,ovtb_v148_p000433,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v148_p000433.jpg,,,,,
audit2000_reann_0370,OVT-B,788,ovtb_v788_p007786,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v788_p007786.jpg,,,,,
audit2000_reann_0008,OVT-B,106,ovtb_v106_p003013,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v106_p003013.jpg,,,,,
audit2000_reann_0738,TAO,2867,ovtb_v2867_p001481,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v2867_p001481.jpg,,,,,
audit2000_reann_1946,BURST,1740,ovtb_v1740_p002107,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1740_p002107.jpg,,,,,
audit2000_reann_1706,BURST,2609,ovtb_v2609_p003117,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2609_p003117.jpg,,,,,
audit2000_reann_0987,TAO,3277,ovtb_v3277_p001752,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3277_p001752.jpg,,,,,
audit2000_reann_1288,TAO,4865,ovtb_v4865_p003229,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4865_p003229.jpg,,,,,
audit2000_reann_1129,TAO,4554,ovtb_v4554_p002843,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4554_p002843.jpg,,,,,
audit2000_reann_1813,BURST,1138,ovtb_v1138_p001534,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1138_p001534.jpg,,,,,
audit2000_reann_1253,TAO,4055,ovtb_v4055_p002512,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4055_p002512.jpg,,,,,
audit2000_reann_1682,BURST,31,ovtb_v31_p000036,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v31_p000036.jpg,,,,,
audit2000_reann_0154,OVT-B,53,ovtb_v53_p002683,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v53_p002683.jpg,,,,,
audit2000_reann_0543,OVT-B,6,ovtb_v6_p000300,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v6_p000300.jpg,,,,,
audit2000_reann_1466,BURST,118,ovtb_v118_p000156,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000156.jpg,,,,,
audit2000_reann_1396,TAO,3317,ovtb_v3317_p001864,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3317_p001864.jpg,,,,,
audit2000_reann_1209,TAO,5319,ovtb_v5319_p003781,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5319_p003781.jpg,,,,,
audit2000_reann_1805,BURST,489,ovtb_v489_p000851,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v489_p000851.jpg,,,,,
audit2000_reann_1418,BURST,1423,ovtb_v1423_p001766,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1423_p001766.jpg,,,,,
audit2000_reann_1667,BURST,512,ovtb_v512_p000910,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v512_p000910.jpg,,,,,
audit2000_reann_0653,OVT-B,926,ovtb_v926_p008802,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v926_p008802.jpg,,,,,
audit2000_reann_0257,OVT-B,224,ovtb_v224_p003728,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v224_p003728.jpg,,,,,
audit2000_reann_0545,OVT-B,89,ovtb_v89_p002916,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v89_p002916.jpg,,,,,
audit2000_reann_0750,TAO,4455,ovtb_v4455_p002885,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v4455_p002885.jpg,,,,,
audit2000_reann_0067,OVT-B,351,ovtb_v351_p004645,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v351_p004645.jpg,,,,,
audit2000_reann_1197,TAO,114,ovtb_v114_p000095,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v114_p000095.jpg,,,,,
audit2000_reann_0773,TAO,5836,ovtb_v5836_p004311,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v5836_p004311.jpg,,,,,
audit2000_reann_1020,TAO,5319,ovtb_v5319_p003801,,,,,,
audit2000_reann_1825,BURST,1697,ovtb_v1697_p002056,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1697_p002056.jpg,,,,,
audit2000_reann_1974,BURST,2103,ovtb_v2103_p002683,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2103_p002683.jpg,,,,,
audit2000_reann_1198,TAO,3046,ovtb_v3046_p001466,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3046_p001466.jpg,,,,,
audit2000_reann_1297,TAO,3920,ovtb_v3920_p002238,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v3920_p002238.jpg,,,,,
audit2000_reann_1720,BURST,1496,ovtb_v1496_p002016,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1496_p002016.jpg,,,,,
audit2000_reann_1296,TAO,114,ovtb_v114_p000082,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v114_p000082.jpg,,,,,
audit2000_reann_1847,BURST,329,ovtb_v329_p000555,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v329_p000555.jpg,,,,,
audit2000_reann_1975,BURST,1548,ovtb_v1548_p002108,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1548_p002108.jpg,,,,,
audit2000_reann_1822,BURST,112,ovtb_v112_p000268,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v112_p000268.jpg,,,,,
audit2000_reann_0016,OVT-B,40,ovtb_v40_p002429,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v40_p002429.jpg,,,,,
