source_grid,domain,target_row,audit_policy,audit_budget_fraction,release_rate,safe_release_rate,mean_release,actual_FTR_mean,alpha,audit_candidates_inspected_mean,verified_positives_found_mean,cost_per_true_release_mean
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.005,0.95,0.95,275.5,0.0,0.1,361.6,361.6,1.3125226860254084
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.01,1.0,1.0,300.0,0.0,0.1,723.0,723.0,2.41
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.02,1.0,1.0,300.0,0.0,0.1,1445.95,1445.95,4.819833333333333
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.05,1.0,1.0,300.0,0.0,0.1,3614.95,3614.95,12.049833333333332
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.1,1.0,1.0,300.0,0.0,0.1,7229.95,7229.55,24.099833333333333
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.2,1.0,1.0,300.0,0.0,0.1,14459.9,14288.4,48.199666666666666
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.5,1.0,1.0,300.0,0.0,0.1,36149.75,14489.7,120.49916666666668
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,1.0,1.0,1.0,300.0,0.0,0.1,72299.5,14491.15,240.9983333333333
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.005,0.0,0.0,0.0,0.0,0.1,539.75,84.45,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.01,0.0,0.0,0.0,0.0,0.1,1079.4,163.5,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.02,0.0,0.0,0.0,0.0,0.1,2158.85,332.05,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.05,0.0,0.0,0.0,0.0,0.1,5397.2,817.3,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.1,0.0,0.0,0.0,0.0,0.1,10794.3,1643.9,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.2,0.0,0.0,0.0,0.0,0.1,21588.65,3294.85,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.5,0.1,0.1,2.1,0.0,0.1,53971.5,8259.05,25700.714285714286
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,1.0,1.0,0.55,111.45,0.0799088347903896,0.1,107943.15,16521.5,1067.686943620178
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.005,1.0,0.55,115.1,0.0870024948491858,0.1,539.75,342.55,5.220019342359768
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.01,1.0,0.55,115.1,0.0870024948491858,0.1,1079.4,632.45,10.439071566731142
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.02,1.0,0.55,115.1,0.0870024948491858,0.1,2158.85,1188.35,20.87862669245648
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.05,1.0,0.55,115.1,0.0870024948491858,0.1,5397.2,2529.65,52.19729206963249
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.1,1.0,0.55,114.0,0.0852908316355859,0.1,10794.3,4212.55,105.20760233918128
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.2,1.0,0.55,114.0,0.0852908316355859,0.1,21588.65,8323.35,210.4156920077973
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.5,1.0,0.55,112.1,0.0803960011890361,0.1,53971.5,14319.9,531.4771048744461
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,1.0,1.0,0.55,111.45,0.0799088347903896,0.1,107943.15,16521.5,1067.686943620178
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.005,0.0,0.0,0.0,0.0,0.1,539.75,84.45,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.01,0.0,0.0,0.0,0.0,0.1,1079.4,163.5,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.02,0.0,0.0,0.0,0.0,0.1,2158.85,332.05,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.05,0.0,0.0,0.0,0.0,0.1,5397.2,817.3,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.1,0.0,0.0,0.0,0.0,0.1,10794.3,1643.9,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.2,0.0,0.0,0.0,0.0,0.1,21588.65,3294.85,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.5,0.0,0.0,0.0,0.0,0.1,53971.5,8259.05,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,1.0,1.0,0.85,90.65,0.0464681213234558,0.1,107943.15,16521.5,1261.0181074766356
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.005,1.0,0.85,90.75,0.0482207668261013,0.1,539.75,342.55,6.305490654205608
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.01,1.0,0.85,90.75,0.0482207668261013,0.1,1079.4,632.45,12.609813084112153
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.02,1.0,0.85,90.75,0.0482207668261013,0.1,2158.85,1188.35,25.22021028037383
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.05,1.0,0.85,90.75,0.0482207668261013,0.1,5397.2,2529.65,63.05140186915888
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.1,1.0,0.85,90.65,0.0464681213234558,0.1,10794.3,4212.55,126.1016355140187
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.2,1.0,0.85,90.65,0.0464681213234558,0.1,21588.65,8323.35,252.20385514018696
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.5,1.0,0.85,90.65,0.0464681213234558,0.1,53971.5,14319.9,630.5081775700935
phase41_extended_random_top_score,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,1.0,1.0,0.85,90.65,0.0464681213234558,0.1,107943.15,16521.5,1261.0181074766356
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.0,0.4,0.4,36.75,0.0010434782608695,0.1,0.0,0.0,0.0
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.005,0.4,0.4,37.85,0.00154852876592,0.1,539.75,84.45,14.316976127320954
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.01,0.4,0.4,36.75,0.0010434782608695,0.1,1079.4,163.5,29.451568894952256
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.02,0.45,0.45,41.95,0.0015205144225762,0.1,2158.85,332.05,51.64712918660288
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.05,0.45,0.45,41.7,0.00154852876592,0.1,5397.2,817.3,129.8965102286402
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.1,0.45,0.45,42.85,0.00154852876592,0.1,10794.3,1643.9,252.7939110070257
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.2,0.45,0.45,43.15,0.0015154639175257,0.1,21588.65,3294.85,502.0616279069768
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.5,0.75,0.75,69.5,0.0074603111664967,0.1,53971.5,8259.05,784.4694767441861
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,1.0,1.0,1.0,100.0,0.03,0.1,107943.15,16521.5,1112.8159793814432
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.0,0.4,0.4,36.75,0.0010434782608695,0.1,0.0,0.0,0.0
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.005,1.0,1.0,100.0,0.03,0.1,539.75,339.65,5.564432989690721
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.01,1.0,1.0,100.0,0.03,0.1,1079.4,620.3,11.127835051546391
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.02,1.0,1.0,100.0,0.03,0.1,2158.85,1259.4,22.25618556701031
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.05,1.0,1.0,100.0,0.03,0.1,5397.2,3182.25,55.64123711340206
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.1,1.0,1.0,100.0,0.03,0.1,10794.3,6001.15,111.28144329896908
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.2,1.0,1.0,100.0,0.03,0.1,21588.65,9653.65,222.5634020618557
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.5,1.0,1.0,100.0,0.03,0.1,53971.5,13961.35,556.4072164948453
phase41_extended_random_top_score,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,1.0,1.0,1.0,100.0,0.03,0.1,107943.15,16521.5,1112.8159793814432
