risk_model,n_rows,base_flip_rate,mean_roc_auc,std_roc_auc,mean_average_precision,std_average_precision,mean_brier_score,top20_risk_flip_rate,bottom20_risk_flip_rate,top20_enrichment_vs_base,feature_names,cv_scheme,evidence_scope,delta_auc_vs_candidate_margin,system_beats_candidate_margin,combined_beats_candidate_margin,primary_prediction_signal,model_role,panel,K,retain_fraction,flagged_fraction,n_total,n_retained_low_risk,n_flagged_high_risk,retained_flip_rate,flagged_flip_rate,relative_flip_rate_reduction_retained,fraction_flips_flagged,retained_beta_UCB_observed,triage_secondary_success,alpha0,release_size_candidate_level,nonempty_folds,fold_count,min_test_retained_n_across_folds,safe_folds_t1,observed_FTR_t1,observed_flip_rate_retained,mean_FTR_t0_by_design,beta_UCB_max_across_calibration_folds,beta_UCB_mean_across_calibration_folds,alpha0_plus_beta_UCB,budget_pass_pre_eval,seed_level_gate_available,primary_success_candidate_level,primary_success_full_certificate,paper_role
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.6,,,,,,,,,,,0.05,146.0,5.0,5.0,21.0,0.0,0.1917808219178082,0.1917808219178082,0.0,0.28710610782610213,0.26888554405847453,0.3371061078261021,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.6,,,,,,,,,,,0.075,146.0,5.0,5.0,21.0,0.0,0.1917808219178082,0.1917808219178082,0.0,0.28710610782610213,0.26888554405847453,0.36210610782610214,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.7,,,,,,,,,,,0.01,184.0,5.0,5.0,28.0,0.0,0.22826086956521738,0.22826086956521738,0.0,0.2913678478456201,0.27064595690278526,0.3013678478456201,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.7,,,,,,,,,,,0.025,184.0,5.0,5.0,28.0,0.0,0.22826086956521738,0.22826086956521738,0.0,0.2913678478456201,0.27064595690278526,0.3163678478456201,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.7,,,,,,,,,,,0.05,184.0,5.0,5.0,28.0,0.0,0.22826086956521738,0.22826086956521738,0.0,0.2913678478456201,0.27064595690278526,0.3413678478456201,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.7,,,,,,,,,,,0.075,184.0,5.0,5.0,28.0,0.0,0.22826086956521738,0.22826086956521738,0.0,0.2913678478456201,0.27064595690278526,0.3663678478456201,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.8,,,,,,,,,,,0.01,202.0,5.0,5.0,30.0,0.0,0.2376237623762376,0.2376237623762376,0.0,0.3165825909972114,0.2958487050970775,0.32658259099721143,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.8,,,,,,,,,,,0.025,202.0,5.0,5.0,30.0,0.0,0.2376237623762376,0.2376237623762376,0.0,0.3165825909972114,0.2958487050970775,0.34158259099721144,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.8,,,,,,,,,,,0.05,202.0,5.0,5.0,30.0,0.0,0.2376237623762376,0.2376237623762376,0.0,0.3165825909972114,0.2958487050970775,0.3665825909972114,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.8,,,,,,,,,,,0.075,202.0,5.0,5.0,30.0,0.0,0.2376237623762376,0.2376237623762376,0.0,0.3165825909972114,0.2958487050970775,0.39158259099721143,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,1.0,,,,,,,,,,,0.01,248.0,5.0,5.0,47.0,0.0,0.22580645161290322,0.22580645161290322,0.0,0.31113386377119284,0.28784599788336307,0.32113386377119285,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,1.0,,,,,,,,,,,0.025,248.0,5.0,5.0,47.0,0.0,0.22580645161290322,0.22580645161290322,0.0,0.31113386377119284,0.28784599788336307,0.33613386377119286,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,1.0,,,,,,,,,,,0.05,248.0,5.0,5.0,47.0,0.0,0.22580645161290322,0.22580645161290322,0.0,0.31113386377119284,0.28784599788336307,0.36113386377119283,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,1.0,,,,,,,,,,,0.075,248.0,5.0,5.0,47.0,0.0,0.22580645161290322,0.22580645161290322,0.0,0.31113386377119284,0.28784599788336307,0.38613386377119285,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.3,,,,,,,,,,,0.01,59.0,4.0,5.0,0.0,0.0,0.23728813559322035,0.23728813559322035,0.0,0.42548835730293777,0.37275174655550447,0.4354883573029378,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.3,,,,,,,,,,,0.025,59.0,4.0,5.0,0.0,0.0,0.23728813559322035,0.23728813559322035,0.0,0.42548835730293777,0.37275174655550447,0.4504883573029378,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.3,,,,,,,,,,,0.05,59.0,4.0,5.0,0.0,0.0,0.23728813559322035,0.23728813559322035,0.0,0.42548835730293777,0.37275174655550447,0.47548835730293776,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.3,,,,,,,,,,,0.075,59.0,4.0,5.0,0.0,0.0,0.23728813559322035,0.23728813559322035,0.0,0.42548835730293777,0.37275174655550447,0.5004883573029377,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.4,,,,,,,,,,,0.01,75.0,5.0,5.0,4.0,2.0,0.18666666666666668,0.18666666666666668,0.0,0.34405857540782725,0.30550887221458495,0.35405857540782726,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.4,,,,,,,,,,,0.025,75.0,5.0,5.0,4.0,2.0,0.18666666666666668,0.18666666666666668,0.0,0.34405857540782725,0.30550887221458495,0.36905857540782727,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.4,,,,,,,,,,,0.05,75.0,5.0,5.0,4.0,2.0,0.18666666666666668,0.18666666666666668,0.0,0.34405857540782725,0.30550887221458495,0.39405857540782724,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.4,,,,,,,,,,,0.075,75.0,5.0,5.0,4.0,2.0,0.18666666666666668,0.18666666666666668,0.0,0.34405857540782725,0.30550887221458495,0.41905857540782726,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.5,,,,,,,,,,,0.01,95.0,5.0,5.0,11.0,1.0,0.17894736842105263,0.17894736842105263,0.0,0.2968532153542507,0.27050682983363905,0.3068532153542507,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.5,,,,,,,,,,,0.025,95.0,5.0,5.0,11.0,1.0,0.17894736842105263,0.17894736842105263,0.0,0.2968532153542507,0.27050682983363905,0.3218532153542507,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.5,,,,,,,,,,,0.05,95.0,5.0,5.0,11.0,1.0,0.17894736842105263,0.17894736842105263,0.0,0.2968532153542507,0.27050682983363905,0.3468532153542507,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.5,,,,,,,,,,,0.075,95.0,5.0,5.0,11.0,1.0,0.17894736842105263,0.17894736842105263,0.0,0.2968532153542507,0.27050682983363905,0.3718532153542507,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.6,,,,,,,,,,,0.01,124.0,5.0,5.0,11.0,0.0,0.21774193548387097,0.21774193548387097,0.0,0.31207190796946266,0.2809091976130583,0.32207190796946267,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.6,,,,,,,,,,,0.025,124.0,5.0,5.0,11.0,0.0,0.21774193548387097,0.21774193548387097,0.0,0.31207190796946266,0.2809091976130583,0.3370719079694627,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.6,,,,,,,,,,,0.05,124.0,5.0,5.0,11.0,0.0,0.21774193548387097,0.21774193548387097,0.0,0.31207190796946266,0.2809091976130583,0.36207190796946265,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.6,,,,,,,,,,,0.075,124.0,5.0,5.0,11.0,0.0,0.21774193548387097,0.21774193548387097,0.0,0.31207190796946266,0.2809091976130583,0.38707190796946267,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.7,,,,,,,,,,,0.01,136.0,5.0,5.0,11.0,0.0,0.23529411764705882,0.23529411764705882,0.0,0.329381082098804,0.3085471794973377,0.339381082098804,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.7,,,,,,,,,,,0.025,136.0,5.0,5.0,11.0,0.0,0.23529411764705882,0.23529411764705882,0.0,0.329381082098804,0.3085471794973377,0.35438108209880403,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.7,,,,,,,,,,,0.05,136.0,5.0,5.0,11.0,0.0,0.23529411764705882,0.23529411764705882,0.0,0.329381082098804,0.3085471794973377,0.379381082098804,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.7,,,,,,,,,,,0.075,136.0,5.0,5.0,11.0,0.0,0.23529411764705882,0.23529411764705882,0.0,0.329381082098804,0.3085471794973377,0.404381082098804,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.8,,,,,,,,,,,0.01,150.0,5.0,5.0,11.0,0.0,0.24,0.24,0.0,0.322990656186732,0.31383974529621794,0.332990656186732,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.8,,,,,,,,,,,0.025,150.0,5.0,5.0,11.0,0.0,0.24,0.24,0.0,0.322990656186732,0.31383974529621794,0.34799065618673203,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.8,,,,,,,,,,,0.05,150.0,5.0,5.0,11.0,0.0,0.24,0.24,0.0,0.322990656186732,0.31383974529621794,0.372990656186732,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,0.8,,,,,,,,,,,0.075,150.0,5.0,5.0,11.0,0.0,0.24,0.24,0.0,0.322990656186732,0.31383974529621794,0.397990656186732,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,1.0,,,,,,,,,,,0.01,191.0,5.0,5.0,35.0,0.0,0.23036649214659685,0.23036649214659685,0.0,0.31039356286752195,0.3017322584799502,0.32039356286752196,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,1.0,,,,,,,,,,,0.025,191.0,5.0,5.0,35.0,0.0,0.23036649214659685,0.23036649214659685,0.0,0.31039356286752195,0.3017322584799502,0.335393562867522,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,1.0,,,,,,,,,,,0.05,191.0,5.0,5.0,35.0,0.0,0.23036649214659685,0.23036649214659685,0.0,0.31039356286752195,0.3017322584799502,0.36039356286752194,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,500.0,1.0,,,,,,,,,,,0.075,191.0,5.0,5.0,35.0,0.0,0.23036649214659685,0.23036649214659685,0.0,0.31039356286752195,0.3017322584799502,0.38539356286752197,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_plus_system,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.3,,,,,,,,,,,0.01,71.0,5.0,5.0,3.0,3.0,0.07042253521126761,0.07042253521126761,0.0,0.22523875773415053,0.1791935027842288,0.23523875773415054,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_plus_system,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.3,,,,,,,,,,,0.025,71.0,5.0,5.0,3.0,3.0,0.07042253521126761,0.07042253521126761,0.0,0.22523875773415053,0.1791935027842288,0.25023875773415055,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_plus_system,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.3,,,,,,,,,,,0.05,71.0,5.0,5.0,3.0,3.0,0.07042253521126761,0.07042253521126761,0.0,0.22523875773415053,0.1791935027842288,0.2752387577341505,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_plus_system,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.3,,,,,,,,,,,0.075,71.0,5.0,5.0,3.0,3.0,0.07042253521126761,0.07042253521126761,0.0,0.22523875773415053,0.1791935027842288,0.30023875773415054,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_plus_system,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.4,,,,,,,,,,,0.01,96.0,5.0,5.0,11.0,3.0,0.08333333333333333,0.08333333333333333,0.0,0.18954633772190638,0.15728655024856733,0.19954633772190639,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_plus_system,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.4,,,,,,,,,,,0.025,96.0,5.0,5.0,11.0,3.0,0.08333333333333333,0.08333333333333333,0.0,0.18954633772190638,0.15728655024856733,0.21454633772190637,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_plus_system,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.4,,,,,,,,,,,0.05,96.0,5.0,5.0,11.0,3.0,0.08333333333333333,0.08333333333333333,0.0,0.18954633772190638,0.15728655024856733,0.23954633772190637,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_plus_system,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.4,,,,,,,,,,,0.075,96.0,5.0,5.0,11.0,3.0,0.08333333333333333,0.08333333333333333,0.0,0.18954633772190638,0.15728655024856733,0.2645463377219064,False,False,False,False,risk_triage_or_boundary_diagnostic
candidate_plus_system,,,,,,,,,,,,,durability_budgeted_release_card_diagnostic;crossfit_risk_scores_grouped_by_chemical_system;t0_public_label_features_not_label_free;candidate_level_t0_stable_release_rows;not_full_release_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,,,,,,durability_budget_frontier,300.0,0.5,,,,,,,,,,,0.01,124.0,5.0,5.0,20.0,4.0,0.08064516129032258,0.08064516129032258,0.0,0.16539772792601637,0.14505615268238814,0.17539772792601638,False,False,False,False,risk_triage_or_boundary_diagnostic
