audit_item_id,ctc_dataset,sequence_id,frame_start,frame_end,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,ai_label,ai_confidence,ai_support_score,ai_reason,human_label,human_confidence,human_notes,human_accepts_ai_label
CTC-PHASE81-0412,Fluo-N2DH-GOWT1,2,56,57,Fluo-N2DH-GOWT1/02/t056,56,425,726,36,31,Fluo-N2DH-GOWT1/02/t057,57,426,728,38,30,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0426,DIC-C2DH-HeLa,2,56,57,DIC-C2DH-HeLa/02/t056,56,87,54,19,19,DIC-C2DH-HeLa/02/t057,57,87,54,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0429,Fluo-N2DH-GOWT1,2,75,76,Fluo-N2DH-GOWT1/02/t075,75,172,24,29,29,Fluo-N2DH-GOWT1/02/t076,76,172,25,29,29,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0432,PhC-C2DH-U373,2,80,81,PhC-C2DH-U373/02/t080,80,579,191,9,9,PhC-C2DH-U373/02/t081,81,579,192,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0435,DIC-C2DH-HeLa,2,24,25,DIC-C2DH-HeLa/02/t024,24,342,411,19,19,DIC-C2DH-HeLa/02/t025,25,342,411,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0436,DIC-C2DH-HeLa,2,14,15,DIC-C2DH-HeLa/02/t014,14,58,50,19,19,DIC-C2DH-HeLa/02/t015,15,58,50,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0438,DIC-C2DH-HeLa,2,44,45,DIC-C2DH-HeLa/02/t044,44,355,173,19,19,DIC-C2DH-HeLa/02/t045,45,355,173,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0441,Fluo-N2DH-GOWT1,2,38,39,Fluo-N2DH-GOWT1/02/t038,38,580,190,33,33,Fluo-N2DH-GOWT1/02/t039,39,581,199,30,22,same_cell_supported,medium,0.78,adjacent-frame displacement is within about one cell diameter,,,,
CTC-PHASE81-0458,Fluo-N2DL-HeLa,2,15,16,Fluo-N2DL-HeLa/02/t015,15,628,79,5,5,Fluo-N2DL-HeLa/02/t016,16,628,79,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0464,PhC-C2DH-U373,2,100,101,PhC-C2DH-U373/02/t100,100,427,438,3,3,PhC-C2DH-U373/02/t101,101,423,432,3,3,uncertain,medium,0.5,geometry is plausible but displacement or size change needs human review,,,,
CTC-PHASE81-0467,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,815,454,5,5,Fluo-N2DL-HeLa/02/t029,29,815,454,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0468,PhC-C2DH-U373,2,101,102,PhC-C2DH-U373/02/t101,101,66,416,5,5,PhC-C2DH-U373/02/t102,102,66,419,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0469,Fluo-N2DL-HeLa,2,9,10,Fluo-N2DL-HeLa/02/t009,9,682,588,5,5,Fluo-N2DL-HeLa/02/t010,10,682,588,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0473,Fluo-N2DH-GOWT1,2,15,16,Fluo-N2DH-GOWT1/02/t015,15,212,350,37,37,Fluo-N2DH-GOWT1/02/t016,16,212,349,37,37,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0479,Fluo-N2DH-GOWT1,2,32,33,Fluo-N2DH-GOWT1/02/t032,32,217,371,37,37,Fluo-N2DH-GOWT1/02/t033,33,217,371,37,37,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0482,Fluo-N2DH-GOWT1,2,15,16,Fluo-N2DH-GOWT1/02/t015,15,596,663,39,40,Fluo-N2DH-GOWT1/02/t016,16,596,664,39,39,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0485,DIC-C2DH-HeLa,2,60,61,DIC-C2DH-HeLa/02/t060,60,423,308,19,19,DIC-C2DH-HeLa/02/t061,61,424,310,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0492,DIC-C2DH-HeLa,2,54,55,DIC-C2DH-HeLa/02/t054,54,193,184,19,19,DIC-C2DH-HeLa/02/t055,55,193,184,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0501,DIC-C2DH-HeLa,2,19,20,DIC-C2DH-HeLa/02/t019,19,403,144,19,19,DIC-C2DH-HeLa/02/t020,20,403,144,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0505,Fluo-N2DH-GOWT1,2,85,86,Fluo-N2DH-GOWT1/02/t085,85,450,720,32,29,Fluo-N2DH-GOWT1/02/t086,86,451,718,33,32,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0506,PhC-C2DH-U373,2,7,8,PhC-C2DH-U373/02/t007,7,189,183,11,11,PhC-C2DH-U373/02/t008,8,187,182,11,11,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0511,Fluo-N2DH-GOWT1,2,49,50,Fluo-N2DH-GOWT1/02/t049,49,129,457,39,42,Fluo-N2DH-GOWT1/02/t050,50,129,458,39,41,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0512,Fluo-N2DH-GOWT1,2,84,85,Fluo-N2DH-GOWT1/02/t084,84,88,656,41,41,Fluo-N2DH-GOWT1/02/t085,85,88,656,42,41,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0517,Fluo-N2DL-HeLa,2,49,50,Fluo-N2DL-HeLa/02/t049,49,754,141,5,5,Fluo-N2DL-HeLa/02/t050,50,754,141,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0524,Fluo-N2DH-GOWT1,2,38,39,Fluo-N2DH-GOWT1/02/t038,38,424,719,36,33,Fluo-N2DH-GOWT1/02/t039,39,426,720,34,30,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0525,DIC-C2DH-HeLa,2,66,67,DIC-C2DH-HeLa/02/t066,66,45,71,19,19,DIC-C2DH-HeLa/02/t067,67,45,71,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0526,DIC-C2DH-HeLa,2,38,39,DIC-C2DH-HeLa/02/t038,38,420,324,19,19,DIC-C2DH-HeLa/02/t039,39,420,324,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0538,Fluo-N2DL-HeLa,2,33,34,Fluo-N2DL-HeLa/02/t033,33,731,430,5,5,Fluo-N2DL-HeLa/02/t034,34,731,430,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0539,Fluo-N2DH-GOWT1,2,2,3,Fluo-N2DH-GOWT1/02/t002,2,873,651,29,29,Fluo-N2DH-GOWT1/02/t003,3,873,645,34,39,same_cell_supported,medium,0.78,adjacent-frame displacement is within about one cell diameter,,,,
CTC-PHASE81-0543,Fluo-N2DL-HeLa,2,84,85,Fluo-N2DL-HeLa/02/t084,84,361,605,5,5,Fluo-N2DL-HeLa/02/t085,85,361,605,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0552,PhC-C2DH-U373,2,5,6,PhC-C2DH-U373/02/t005,5,620,439,11,11,PhC-C2DH-U373/02/t006,6,618,438,11,11,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0553,DIC-C2DH-HeLa,2,27,28,DIC-C2DH-HeLa/02/t027,27,170,186,19,19,DIC-C2DH-HeLa/02/t028,28,170,186,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0557,PhC-C2DH-U373,2,75,76,PhC-C2DH-U373/02/t075,75,74,243,9,9,PhC-C2DH-U373/02/t076,76,60,237,9,9,same_cell_supported,medium,0.78,adjacent-frame displacement is within about one cell diameter,,,,
CTC-PHASE81-0564,PhC-C2DH-U373,2,94,95,PhC-C2DH-U373/02/t094,94,172,172,10,11,PhC-C2DH-U373/02/t095,95,173,171,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0574,PhC-C2DH-U373,2,14,15,PhC-C2DH-U373/02/t014,14,194,172,11,11,PhC-C2DH-U373/02/t015,15,193,170,12,11,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0575,DIC-C2DH-HeLa,2,31,32,DIC-C2DH-HeLa/02/t031,31,322,204,19,19,DIC-C2DH-HeLa/02/t032,32,322,204,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0581,Fluo-N2DH-GOWT1,2,41,42,Fluo-N2DH-GOWT1/02/t041,41,404,173,39,37,Fluo-N2DH-GOWT1/02/t042,42,403,172,41,39,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0582,Fluo-N2DH-GOWT1,2,86,87,Fluo-N2DH-GOWT1/02/t086,86,529,337,40,39,Fluo-N2DH-GOWT1/02/t087,87,532,338,37,37,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0583,Fluo-N2DL-HeLa,2,73,74,Fluo-N2DL-HeLa/02/t073,73,914,645,5,5,Fluo-N2DL-HeLa/02/t074,74,914,645,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0585,PhC-C2DH-U373,2,93,94,PhC-C2DH-U373/02/t093,93,61,420,5,5,PhC-C2DH-U373/02/t094,94,67,416,5,5,same_cell_supported,medium,0.78,adjacent-frame displacement is within about one cell diameter,,,,
CTC-PHASE81-0588,Fluo-N2DH-GOWT1,2,47,48,Fluo-N2DH-GOWT1/02/t047,47,667,686,39,39,Fluo-N2DH-GOWT1/02/t048,48,667,685,39,42,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0589,DIC-C2DH-HeLa,2,54,55,DIC-C2DH-HeLa/02/t054,54,426,115,19,19,DIC-C2DH-HeLa/02/t055,55,426,115,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0592,PhC-C2DH-U373,2,89,90,PhC-C2DH-U373/02/t089,89,639,279,3,3,PhC-C2DH-U373/02/t090,90,638,283,3,3,same_cell_supported,medium,0.78,adjacent-frame displacement is within about one cell diameter,,,,
CTC-PHASE81-0593,Fluo-N2DL-HeLa,2,83,84,Fluo-N2DL-HeLa/02/t083,83,961,668,5,5,Fluo-N2DL-HeLa/02/t084,84,961,668,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0594,Fluo-N2DL-HeLa,2,24,25,Fluo-N2DL-HeLa/02/t024,24,634,70,5,5,Fluo-N2DL-HeLa/02/t025,25,634,70,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0595,Fluo-N2DH-GOWT1,2,3,4,Fluo-N2DH-GOWT1/02/t003,3,402,726,31,31,Fluo-N2DH-GOWT1/02/t004,4,402,725,31,32,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
