audit_id,sample_set,dataset,domain,generator,aoi,video_id,path_id,source_building_id,target_building_id,frame_start,frame_end,source_year,source_month,target_year,target_month,score,candidate_rank,bbox_iou,centroid_distance_score,area_ratio,base_geometry_score,deterministic_noise,_true,audit_role
SPCAL-000462,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2004,SN7::L15-0614E-0946N_2459_4406_13::2018-07->2018-08::4917->4917::30c5f8814fffe931->30c5f8814fffe931,4917,4917,4,5,2018,7,2018,8,0.999696628745111,473151,1.0,1.0,1.0,1.0,0.000348065010808,True,calibration
SPCAL-000463,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2005,SN7::L15-0614E-0946N_2459_4406_13::2018-08->2018-09::11407->11407::1a4d635432286e9f->1a4d635432286e9f,11407,11407,5,6,2018,8,2018,9,0.9996995117875956,421251,1.0,1.0,1.0,1.0,0.0004138359804741,True,calibration
SPCAL-000464,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2006,SN7::L15-0614E-0946N_2459_4406_13::2018-09->2018-11::11243->11243::6d975146fe8ad895->6d975146fe8ad895,11243,11243,6,7,2018,9,2018,11,0.9997023937549034,371916,1.0,1.0,1.0,1.0,9.616077531760004e-05,True,calibration
SPCAL-000465,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2007,SN7::L15-0614E-0946N_2459_4406_13::2018-11->2018-12::13417->13417::252f120321314456->252f120321314456,13417,13417,7,8,2018,11,2018,12,0.9997052124283747,326197,1.0,1.0,1.0,1.0,0.0003031868065903,True,calibration
SPCAL-000466,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2008,SN7::L15-0614E-0946N_2459_4406_13::2018-12->2019-01::13347->13347::97ef6b58afbafd3c->97ef6b58afbafd3c,13347,13347,8,9,2018,12,2019,1,0.9997080326474947,282868,1.0,1.0,1.0,1.0,9.078720023936203e-05,True,calibration
SPCAL-000467,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2009,SN7::L15-0614E-0946N_2459_4406_13::2019-01->2019-02::8039->8039::81fbca5aa92e787f->81fbca5aa92e787f,8039,8039,9,10,2019,1,2019,2,0.9997108020488915,242763,1.0,1.0,1.0,1.0,0.0002360032852593,True,calibration
SPCAL-000468,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2010,SN7::L15-0614E-0946N_2459_4406_13::2019-02->2019-03::19->19::a41e6647c332fd4a->a41e6647c332fd4a,19,19,10,11,2019,2,2019,3,0.9997135507977138,205211,1.0,1.0,1.0,1.0,0.0002963342607706,True,calibration
SPCAL-000469,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2011,SN7::L15-0614E-0946N_2459_4406_13::2019-03->2019-04::11345->11345::b547b37095768c12->b547b37095768c12,11345,11345,11,12,2019,3,2019,4,0.9997162905333011,170630,1.0,1.0,1.0,1.0,9.516468778869614e-05,True,calibration
SPCAL-000470,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2012,SN7::L15-0614E-0946N_2459_4406_13::2019-04->2019-05::5514->5514::1164b93c72a99156->1164b93c72a99156,5514,5514,12,13,2019,4,2019,5,0.9997189864101008,139809,1.0,1.0,1.0,1.0,0.0001665961935728,True,calibration
SPCAL-000471,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2013,SN7::L15-0614E-0946N_2459_4406_13::2019-05->2019-06::3553->3553::c3fffac7a15ce6a8->c3fffac7a15ce6a8,3553,3553,13,14,2019,5,2019,6,0.9997216694374516,111797,1.0,1.0,1.0,1.0,3.918940011971032e-05,True,calibration
SPCAL-000472,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2014,SN7::L15-0614E-0946N_2459_4406_13::2019-06->2019-07::14051->14051::12d96eae00c9f032->12d96eae00c9f032,14051,14051,14,15,2019,6,2019,7,0.9997243092694289,87446,1.0,1.0,1.0,1.0,0.0001884149052564,True,calibration
SPCAL-000473,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2015,SN7::L15-0614E-0946N_2459_4406_13::2019-07->2019-08::2793->2793::2f7e786b92918084->2f7e786b92918084,2793,2793,15,16,2019,7,2019,8,0.9997269280675192,66245,1.0,1.0,1.0,1.0,0.0002741784591933,True,calibration
SPCAL-000474,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2016,SN7::L15-0614E-0946N_2459_4406_13::2019-08->2019-09::135->135::1290e114ef0333b6->1290e114ef0333b6,135,135,16,17,2019,8,2019,9,0.9997295374931322,47753,1.0,1.0,1.0,1.0,0.000111475914224,True,calibration
SPCAL-000475,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2017,SN7::L15-0614E-0946N_2459_4406_13::2019-09->2019-10::5614->5614::df64b05eda8954cd->df64b05eda8954cd,5614,5614,17,18,2019,9,2019,10,0.9997321102181114,32881,1.0,1.0,1.0,1.0,0.0001393430244505,True,calibration
SPCAL-000476,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2018,SN7::L15-0614E-0946N_2459_4406_13::2019-10->2019-11::14639->14639::b494acc2a54c9c92->b494acc2a54c9c92,14639,14639,18,19,2019,10,2019,11,0.999734652285111,21247,1.0,1.0,1.0,1.0,0.0002684653411719,True,calibration
SPCAL-000477,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0614E-0946N_2459_4406_13,2019,SN7::L15-0614E-0946N_2459_4406_13::2019-11->2020-01::9006->9006::9f09bcc9e8aef443->9f09bcc9e8aef443,9006,9006,19,20,2019,11,2020,1,0.999737183738751,12704,1.0,1.0,1.0,1.0,0.0001747056224132,True,calibration
SPCAL-000478,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4000,SN7::L15-0586E-1127N_2345_3680_13::2018-01->2018-02::4115->4115::dea7830af9705741->dea7830af9705741,4115,4115,0,1,2018,1,2018,2,0.9996847897459681,712074,1.0,1.0,1.0,1.0,0.0004651706453593,True,calibration
SPCAL-000479,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4001,SN7::L15-0586E-1127N_2345_3680_13::2018-02->2018-03::5644->5644::081ab87d03622aaf->081ab87d03622aaf,5644,5644,1,2,2018,2,2018,3,0.9996878050627388,647051,1.0,1.0,1.0,1.0,0.0002559075659185,True,calibration
SPCAL-000480,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4002,SN7::L15-0586E-1127N_2345_3680_13::2018-03->2018-04::4192->4192::c48c229f8113cf57->c48c229f8113cf57,4192,4192,2,3,2018,3,2018,4,0.9996907827574876,585521,1.0,1.0,1.0,1.0,0.0001699306415723,True,calibration
SPCAL-000481,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4003,SN7::L15-0586E-1127N_2345_3680_13::2018-04->2018-05::3580->3580::78494a0cf4fefe5a->78494a0cf4fefe5a,3580,3580,3,4,2018,4,2018,5,0.9996937138524817,528066,1.0,1.0,1.0,1.0,0.0003416972050835,True,calibration
SPCAL-000482,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4004,SN7::L15-0586E-1127N_2345_3680_13::2018-05->2018-06::3876->3876::f44e8770f3187b1a->f44e8770f3187b1a,3876,3876,4,5,2018,5,2018,6,0.9996965994725766,473741,1.0,1.0,1.0,1.0,0.0007665027126755,True,calibration
SPCAL-000483,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4005,SN7::L15-0586E-1127N_2345_3680_13::2018-06->2018-07::5699->5699::890bd83bae7fec84->890bd83bae7fec84,5699,5699,5,6,2018,6,2018,7,0.999699488791091,421628,1.0,1.0,1.0,1.0,0.0007457489807727,True,calibration
SPCAL-000484,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4006,SN7::L15-0586E-1127N_2345_3680_13::2018-07->2018-08::1329->1329::6b728c825d648b8d->6b728c825d648b8d,1329,1329,6,7,2018,7,2018,8,0.9997023941893,371910,1.0,1.0,1.0,1.0,8.982487855746545e-05,True,calibration
SPCAL-000485,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4007,SN7::L15-0586E-1127N_2345_3680_13::2018-08->2018-09::5399->5399::7a1e447f1decab2a->7a1e447f1decab2a,5399,5399,7,8,2018,8,2018,9,0.9997052102675937,326240,1.0,1.0,1.0,1.0,0.0003349390903437,True,calibration
SPCAL-000486,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4008,SN7::L15-0586E-1127N_2345_3680_13::2018-09->2018-10::4149->4149::813e31f203a857d3->813e31f203a857d3,4149,4149,8,9,2018,9,2018,10,0.9997080089965031,283268,1.0,1.0,1.0,1.0,0.0004420962680029,True,calibration
SPCAL-000487,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4009,SN7::L15-0586E-1127N_2345_3680_13::2018-10->2018-11::5312->5312::adba0e075bb2b592->adba0e075bb2b592,5312,5312,9,10,2018,10,2018,11,0.9997107683685139,243220,1.0,1.0,1.0,1.0,0.0007410585290692,True,calibration
SPCAL-000488,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4010,SN7::L15-0586E-1127N_2345_3680_13::2018-11->2018-12::78->78::eee45317e9aebe85->eee45317e9aebe85,78,78,10,11,2018,11,2018,12,0.9997135591553721,205092,1.0,1.0,1.0,1.0,0.0001697936476077,True,calibration
SPCAL-000489,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4011,SN7::L15-0586E-1127N_2345_3680_13::2018-12->2019-01::734->734::9ae68d73d66bb125->9ae68d73d66bb125,734,734,11,12,2018,12,2019,1,0.9997162586759121,171013,1.0,1.0,1.0,1.0,0.000582099296615,True,calibration
SPCAL-000490,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4012,SN7::L15-0586E-1127N_2345_3680_13::2019-01->2019-02::5623->5623::93921db8646c6521->93921db8646c6521,5623,5623,12,13,2019,1,2019,2,0.9997189696633794,139986,1.0,1.0,1.0,1.0,0.0004250039064075,True,calibration
SPCAL-000491,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4013,SN7::L15-0586E-1127N_2345_3680_13::2019-02->2019-03::4496->4496::054733b1a66e93ea->054733b1a66e93ea,4496,4496,13,14,2019,2,2019,3,0.9997216499623471,111994,1.0,1.0,1.0,1.0,0.0003426005249203,True,calibration
SPCAL-000492,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4014,SN7::L15-0586E-1127N_2345_3680_13::2019-03->2019-04::5417->5417::aba0ac9e3908dab7->aba0ac9e3908dab7,5417,5417,14,15,2019,3,2019,4,0.9997242932160249,87595,1.0,1.0,1.0,1.0,0.0004409564547849,True,calibration
SPCAL-000493,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4015,SN7::L15-0586E-1127N_2345_3680_13::2019-04->2019-05::4676->4676::65e40727a710ec00->65e40727a710ec00,4676,4676,15,16,2019,4,2019,5,0.9997269118589357,66375,1.0,1.0,1.0,1.0,0.0005316205680365,True,calibration
SPCAL-000494,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4016,SN7::L15-0586E-1127N_2345_3680_13::2019-05->2019-06::2605->2605::cad2aa660685a20d->cad2aa660685a20d,2605,2605,16,17,2019,5,2019,6,0.9997294863053734,48104,1.0,1.0,1.0,1.0,0.0009322301044214,True,calibration
SPCAL-000495,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4017,SN7::L15-0586E-1127N_2345_3680_13::2019-06->2019-07::1027->1027::ddd3a2a3a2b80c25->ddd3a2a3a2b80c25,1027,1027,17,18,2019,6,2019,7,0.9997320820664928,33043,1.0,1.0,1.0,1.0,0.0005950536254175,True,calibration
SPCAL-000496,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4018,SN7::L15-0586E-1127N_2345_3680_13::2019-07->2019-08::1596->1596::e9eaf661b5b6a38a->e9eaf661b5b6a38a,1596,1596,18,19,2019,7,2019,8,0.9997346596167926,21208,1.0,1.0,1.0,1.0,0.0001486158262942,True,calibration
SPCAL-000497,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4019,SN7::L15-0586E-1127N_2345_3680_13::2019-08->2019-09::2536->2536::f44805f5b466868e->f44805f5b466868e,2536,2536,19,20,2019,8,2019,9,0.9997371869724769,12697,1.0,1.0,1.0,1.0,0.0001213641386499,True,calibration
SPCAL-000498,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4020,SN7::L15-0586E-1127N_2345_3680_13::2019-09->2019-10::4734->4734::9785ddc4b87189a2->9785ddc4b87189a2,4734,4734,20,21,2019,9,2019,10,0.9997396685401201,7067,1.0,1.0,1.0,1.0,0.0004559346392305,True,calibration
SPCAL-000499,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4021,SN7::L15-0586E-1127N_2345_3680_13::2019-10->2019-11::7210->7210::b42415f83610cbcc->b42415f83610cbcc,7210,7210,21,22,2019,10,2019,11,0.9997421377820828,3346,1.0,1.0,1.0,1.0,0.0006038486692681,True,calibration
SPCAL-000500,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4022,SN7::L15-0586E-1127N_2345_3680_13::2019-11->2019-12::6574->6574::d1049bd9de8ee1c7->d1049bd9de8ee1c7,6574,6574,22,23,2019,11,2019,12,0.9997446113247975,1000,1.0,1.0,1.0,1.0,0.000281170584401,True,calibration
SPCAL-000501,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0586E-1127N_2345_3680_13,4023,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2757->2757::e1a2bc12f8e8b775->e1a2bc12f8e8b775,2757,2757,23,24,2019,12,2020,1,0.9997470441174473,6,1.0,1.0,1.0,1.0,0.0002504677076622,True,calibration
SPCAL-000502,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5000,SN7::L15-0544E-1228N_2176_3279_13::2018-01->2018-02::4641->4641::981994db40a16bb8->981994db40a16bb8,4641,4641,0,1,2018,1,2018,2,0.9996848124618042,711547,1.0,1.0,1.0,1.0,0.0001526222564152,True,calibration
SPCAL-000503,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5001,SN7::L15-0544E-1228N_2176_3279_13::2018-02->2018-03::8750->8750::5f87580c985cad1e->5f87580c985cad1e,8750,8750,1,2,2018,2,2018,3,0.9996878005108155,647130,1.0,1.0,1.0,1.0,0.000319162966953,True,calibration
SPCAL-000504,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5002,SN7::L15-0544E-1228N_2176_3279_13::2018-03->2018-04::3614->3614::b759f387a313c0b6->b759f387a313c0b6,3614,3614,2,3,2018,3,2018,4,0.9996907763258345,585653,1.0,1.0,1.0,1.0,0.000260111522536,True,calibration
SPCAL-000505,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5003,SN7::L15-0544E-1228N_2176_3279_13::2018-04->2018-05::5745->5745::903ab720de47f5ff->903ab720de47f5ff,5745,5745,3,4,2018,4,2018,5,0.9996937352208338,527669,1.0,1.0,1.0,1.0,3.909914011401852e-05,True,calibration
SPCAL-000506,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5004,SN7::L15-0544E-1228N_2176_3279_13::2018-05->2018-06::5598->5598::91c5a75623245b54->91c5a75623245b54,5598,5598,4,5,2018,5,2018,6,0.9996966417042191,472938,1.0,1.0,1.0,1.0,0.000162799926322,True,calibration
SPCAL-000507,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5005,SN7::L15-0544E-1228N_2176_3279_13::2018-06->2018-07::1028->1028::186a4d7ffae28e58->186a4d7ffae28e58,1028,1028,5,6,2018,6,2018,7,0.9996995273694866,420970,1.0,1.0,1.0,1.0,0.0001889559938632,True,calibration
SPCAL-000508,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5006,SN7::L15-0544E-1228N_2176_3279_13::2018-07->2018-08::6724->6724::7847f831f061465b->7847f831f061465b,6724,6724,6,7,2018,7,2018,8,0.9997023765201839,372229,1.0,1.0,1.0,1.0,0.0003473176788695,True,calibration
SPCAL-000509,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5007,SN7::L15-0544E-1228N_2176_3279_13::2018-08->2018-09::3572->3572::14627603f783768e->14627603f783768e,3572,3572,7,8,2018,8,2018,9,0.9997052205381768,326052,1.0,1.0,1.0,1.0,0.0001838612215117,True,calibration
SPCAL-000510,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5008,SN7::L15-0544E-1228N_2176_3279_13::2018-09->2018-10::940->940::b9b39603190c7118->b9b39603190c7118,940,940,8,9,2018,9,2018,10,0.9997080327192946,282865,1.0,1.0,1.0,1.0,8.970955823173231e-05,True,calibration
SPCAL-000511,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5009,SN7::L15-0544E-1228N_2176_3279_13::2018-10->2018-11::6576->6576::198c681164dcacf9->198c681164dcacf9,6576,6576,9,10,2018,10,2018,11,0.9997108024113701,242753,1.0,1.0,1.0,1.0,0.0002305820768881,True,calibration
SPCAL-000512,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5010,SN7::L15-0544E-1228N_2176_3279_13::2018-11->2018-12::7826->7826::cda7009183b1fa8f->cda7009183b1fa8f,7826,7826,10,11,2018,11,2018,12,0.9997135541017222,205162,1.0,1.0,1.0,1.0,0.000246273119,True,calibration
SPCAL-000513,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5011,SN7::L15-0544E-1228N_2176_3279_13::2018-12->2019-01::4668->4668::6ef9ab133172b1d5->6ef9ab133172b1d5,4668,4668,11,12,2018,12,2019,1,0.9997162811659702,170736,1.0,1.0,1.0,1.0,0.0002383195984272,True,calibration
SPCAL-000514,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5012,SN7::L15-0544E-1228N_2176_3279_13::2019-01->2019-02::8634->8634::155ae93e6e92e234->155ae93e6e92e234,8634,8634,12,13,2019,1,2019,2,0.9997189845263674,139832,1.0,1.0,1.0,1.0,0.0001956547687562,True,calibration
SPCAL-000515,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5013,SN7::L15-0544E-1228N_2176_3279_13::2019-02->2019-03::3436->3436::78c515be64949cf5->78c515be64949cf5,3436,3436,13,14,2019,2,2019,3,0.9997216695147311,111796,1.0,1.0,1.0,1.0,3.796630057806296e-05,True,calibration
SPCAL-000516,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5014,SN7::L15-0544E-1228N_2176_3279_13::2019-03->2019-04::9809->9809::12a5c31450d53478->12a5c31450d53478,9809,9809,14,15,2019,3,2019,4,0.9997242915231457,87610,1.0,1.0,1.0,1.0,0.0004675542742056,True,calibration
SPCAL-000517,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5015,SN7::L15-0544E-1228N_2176_3279_13::2019-04->2019-05::474->474::78ba6723af098842->78ba6723af098842,474,474,15,16,2019,4,2019,5,0.9997269400922714,66129,1.0,1.0,1.0,1.0,8.320324078425786e-05,True,calibration
SPCAL-000518,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5016,SN7::L15-0544E-1228N_2176_3279_13::2019-05->2019-06::942->942::2da473283654d840->2da473283654d840,942,942,16,17,2019,5,2019,6,0.9997295396258348,47735,1.0,1.0,1.0,1.0,7.730718927945218e-05,True,calibration
SPCAL-000519,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5017,SN7::L15-0544E-1228N_2176_3279_13::2019-06->2019-07::7127->7127::d5d998cb91e133b8->d5d998cb91e133b8,7127,7127,17,18,2019,6,2019,7,0.9997321083096925,32890,1.0,1.0,1.0,1.0,0.0001702525895872,True,calibration
SPCAL-000520,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5018,SN7::L15-0544E-1228N_2176_3279_13::2019-07->2019-08::7545->7545::daec899dd133cab5->daec899dd133cab5,7545,7545,18,19,2019,7,2019,8,0.9997346259331694,21361,1.0,1.0,1.0,1.0,0.0006990967914326,True,calibration
SPCAL-000521,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5019,SN7::L15-0544E-1228N_2176_3279_13::2019-08->2019-09::516->516::e7faaf2888aa059e->e7faaf2888aa059e,516,516,19,20,2019,8,2019,9,0.9997371617145802,12782,1.0,1.0,1.0,1.0,0.0005380993043928,True,calibration
SPCAL-000522,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5020,SN7::L15-0544E-1228N_2176_3279_13::2019-09->2019-10::8994->8994::c5e7a3d7b682c79b->c5e7a3d7b682c79b,8994,8994,20,21,2019,9,2019,10,0.9997396885163777,7019,1.0,1.0,1.0,1.0,0.0001231859834831,True,calibration
SPCAL-000523,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5021,SN7::L15-0544E-1228N_2176_3279_13::2019-10->2019-11::4179->4179::eda50b51a5126e32->eda50b51a5126e32,4179,4179,21,22,2019,10,2019,11,0.9997421493233922,3332,1.0,1.0,1.0,1.0,0.0004097576415311,True,calibration
SPCAL-000524,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0544E-1228N_2176_3279_13,5022,SN7::L15-0544E-1228N_2176_3279_13::2019-11->2019-12::9145->9145::fe1df0dc28deaec3->fe1df0dc28deaec3,9145,9145,22,23,2019,11,2019,12,0.9997446123175521,998,1.0,1.0,1.0,1.0,0.0002643103952273,True,calibration
SPCAL-000525,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11000,SN7::L15-0760E-0887N_3041_4643_13::2018-01->2018-02::746->746::9874bbc21537a4a6->9874bbc21537a4a6,746,746,0,1,2018,1,2018,2,0.9996848165497306,711443,1.0,1.0,1.0,1.0,9.635523735340746e-05,True,calibration
SPCAL-000526,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11001,SN7::L15-0760E-0887N_3041_4643_13::2018-02->2018-03::6475->6475::67ed96f2b2e1a21b->eb811f7955f64ce6,6475,6475,1,2,2018,2,2018,3,0.9996877930116372,647279,0.9999999989736094,0.9999999998452684,0.9999999996306604,0.999999999283379,0.0004233415447529,True,calibration
SPCAL-000527,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11002,SN7::L15-0760E-0887N_3041_4643_13::2018-03->2018-04::7182->7182::64bfb6dac52f683f->dee2f451a49f841e,7182,7182,2,3,2018,3,2018,4,0.999690763962556,585948,0.9999999993385582,0.9999999998851916,0.9999999994860496,0.9999999995063646,0.0004335452197281,True,calibration
SPCAL-000528,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11003,SN7::L15-0760E-0887N_3041_4643_13::2018-04->2018-05::6346->6346::febd26439020b6c2->febd26439020b6c2,6346,6346,3,4,2018,4,2018,5,0.9996937114543711,528115,1.0,1.0,1.0,1.0,0.000375651938306,True,calibration
SPCAL-000529,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11004,SN7::L15-0760E-0887N_3041_4643_13::2018-05->2018-06::6373->6373::797607aadfbd8f0f->709ff627183f2016,6373,6373,4,5,2018,5,2018,6,0.9996966385084124,472998,0.999999999789566,0.9999999999455929,0.999999999940528,0.99999999984835,0.0002084540621751,True,calibration
SPCAL-000530,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11005,SN7::L15-0760E-0887N_3041_4643_13::2018-06->2018-07::9666->9666::92b0017434c40d4e->92b0017434c40d4e,9666,9666,5,6,2018,6,2018,7,0.9996995307493896,420912,1.0,1.0,1.0,1.0,0.000140166837621,True,calibration
SPCAL-000531,prospective_calibration_audit,SpaceNet7,earth_observation_building_links,spacenet7_learned_geometry,L15-0760E-0887N_3041_4643_13,11006,SN7::L15-0760E-0887N_3041_4643_13::2018-07->2018-08::338->338::8254d73d3e892b62->8254d73d3e892b62,338,338,6,7,2018,7,2018,8,0.9997023777549787,372209,1.0,1.0,1.0,1.0,0.0003293229248306,True,calibration
