domain,dataset,unit,proposal_source,model_family,verification_mode,block_definition,rho,alpha,K,seed,released,PARC_FTR,raw_topK_FTR,raw_topR_FTR,raw_only_tail_FTR,raw_unstable_count,PARC_unstable_count,prevented_unstable_followups,DFT_efficiency,raw_DFT_efficiency,max_observed_e,required_e,best_mass_ratio,self_consistency_margin,block_coverage,evidence_status
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,16,100,0.08,0.08,0.08,0.0,8,8,0,0.92,0.92,164.60714181580366,10.0,8.065749948974378,8.566685755496703,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,16,69,0.043478260869565216,0.2966666666666667,0.043478260869565216,0.3722943722943723,89,3,86,0.9565217391304348,0.7033333333333334,164.60714181580366,10.0,2.688583316324793,5.244539795811761,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,16,49,0.0,0.368,0.0,0.4079822616407982,184,0,184,1.0,0.632,164.60714181580366,10.0,1.6131499897948758,62.566325489273055,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,16,0,0.0,0.446,0.0,0.446,446,0,446,0.0,0.554,164.60714181580366,10.0,0.8065749948974379,-7.953380110699361,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,16,0,0.0,0.4074,0.0,0.4074,2037,0,2037,0.0,0.5926,164.60714181580366,10.0,0.1613149989794876,-9.598683514659477,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,16,100,0.08,0.08,0.08,0.0,8,8,0,0.92,0.92,164.60714181580366,5.0,16.131499897948757,13.566685755496703,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,16,300,0.2966666666666667,0.2966666666666667,0.2966666666666667,0.0,89,89,0,0.7033333333333334,0.7033333333333334,164.60714181580366,5.0,5.377166632649586,1.0530046850822679,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,16,96,0.08333333333333333,0.368,0.08333333333333333,0.43564356435643564,184,8,176,0.9166666666666666,0.632,164.60714181580366,5.0,3.2262999795897516,0.4661543431988733,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,16,49,0.0,0.446,0.0,0.46898002103049424,446,0,446,1.0,0.554,164.60714181580366,5.0,1.6131499897948758,62.566325489273055,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,16,0,0.0,0.4074,0.0,0.4074,2037,0,2037,0.0,0.5926,164.60714181580366,5.0,0.3226299979589752,-4.598683514659477,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,17,100,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,164.60714181580366,10.0,16.460714181580364,154.60714181580366,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,17,259,0.15444015444015444,0.19666666666666666,0.15444015444015444,0.4634146341463415,59,40,19,0.8455598455598455,0.8033333333333333,164.60714181580366,10.0,6.8037618617198845,0.27225920101459344,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,17,180,0.05,0.272,0.05,0.396875,136,9,127,0.95,0.728,164.60714181580366,10.0,4.082257117031931,2.028060337027661,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,17,150,0.03333333333333333,0.378,0.03333333333333333,0.4388235294117647,378,5,373,0.9666666666666667,0.622,164.60714181580366,10.0,2.0411285585159655,22.888461376281498,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,17,0,0.0,0.4112,0.0,0.4112,2056,0,2056,0.0,0.5888,164.60714181580366,10.0,0.40822571170319305,-9.612685917396385,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,17,100,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,164.60714181580366,5.0,32.92142836316073,159.60714181580366,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,17,300,0.19666666666666666,0.19666666666666666,0.19666666666666666,0.0,59,59,0,0.8033333333333333,0.8033333333333333,164.60714181580366,5.0,13.607523723439769,2.4393686303553626,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,17,285,0.18596491228070175,0.272,0.18596491228070175,0.386046511627907,136,53,83,0.8140350877192982,0.728,164.60714181580366,5.0,8.164514234063862,0.05043288165220616,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,17,180,0.05,0.378,0.05,0.45,378,9,369,0.95,0.622,164.60714181580366,5.0,4.082257117031931,2.028060337027661,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,17,0,0.0,0.4112,0.0,0.4112,2056,0,2056,0.0,0.5888,164.60714181580366,5.0,0.8164514234063861,-4.6126859173963854,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,18,100,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,164.37098565766786,10.0,16.43709856576679,154.37098565766786,0.9945740640260445,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,18,276,0.21739130434782608,0.25333333333333335,0.21739130434782608,0.6666666666666666,76,60,16,0.782608695652174,0.7466666666666667,164.37098565766786,10.0,6.465258769201602,0.018992410208101163,0.9945740640260445,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,18,184,0.09239130434782608,0.356,0.09239130434782608,0.509493670886076,178,17,161,0.907608695652174,0.644,164.37098565766786,10.0,3.8791552615209617,2.5905691568603757,0.9945740640260445,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,18,125,0.024,0.444,0.024,0.504,444,3,441,0.976,0.556,164.37098565766786,10.0,1.9395776307604808,9.428150629587407,0.9945740640260445,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,18,0,0.0,0.4216,0.0,0.4216,2108,0,2108,0.0,0.5784,164.37098565766786,10.0,0.3879155261520962,-9.58767538202012,0.9945740640260445,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,18,100,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,164.37098565766786,5.0,32.87419713153358,159.37098565766786,0.9945740640260445,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,18,300,0.25333333333333335,0.25333333333333335,0.25333333333333335,0.0,76,76,0,0.7466666666666667,0.7466666666666667,164.37098565766786,5.0,12.930517538403205,3.5430601410368556,0.9945740640260445,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,18,410,0.32926829268292684,0.356,0.32926829268292684,0.4777777777777778,178,135,43,0.6707317073170732,0.644,164.37098565766786,5.0,7.758310523041923,0.07351854713118922,0.9945740640260445,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,18,184,0.09239130434782608,0.444,0.09239130434782608,0.5232843137254902,444,17,427,0.907608695652174,0.556,164.37098565766786,5.0,3.8791552615209617,2.5905691568603757,0.9945740640260445,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,18,0,0.0,0.4216,0.0,0.4216,2108,0,2108,0.0,0.5784,164.37098565766786,5.0,0.7758310523041924,-4.5876753820201195,0.9945740640260445,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,19,100,0.01,0.01,0.01,0.0,1,1,0,0.99,0.99,164.56778526884978,10.0,13.494558392045683,38.71142423239396,0.9959305480195334,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,19,143,0.027972027972027972,0.19666666666666666,0.027972027972027972,0.3503184713375796,59,4,55,0.972027972027972,0.8033333333333333,164.56778526884978,10.0,4.498186130681894,0.8065970338457227,0.9959305480195334,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,19,99,0.010101010101010102,0.29,0.010101010101010102,0.35910224438902744,145,1,144,0.98989898989899,0.71,164.56778526884978,10.0,2.6989116784091367,12.20669590313755,0.9959305480195334,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,19,82,0.0,0.384,0.0,0.41830065359477125,384,0,384,1.0,0.616,164.56778526884978,10.0,1.3494558392045684,42.616565756654666,0.9959305480195334,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,19,0,0.0,0.3998,0.0,0.3998,1999,0,1999,0.0,0.6002,164.56778526884978,10.0,0.26989116784091366,-9.624148662586284,0.9959305480195334,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,19,100,0.01,0.01,0.01,0.0,1,1,0,0.99,0.99,164.56778526884978,5.0,26.989116784091365,43.71142423239396,0.9959305480195334,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,19,298,0.19798657718120805,0.19666666666666666,0.19798657718120805,0.0,59,59,0,0.802013422818792,0.8033333333333333,164.56778526884978,5.0,8.996372261363788,0.002944435692939784,0.9959305480195334,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,19,161,0.06832298136645963,0.29,0.06832298136645963,0.3952802359882006,145,11,134,0.9316770186335404,0.71,164.56778526884978,5.0,5.397823356818273,1.7745030757869404,0.9959305480195334,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,19,99,0.010101010101010102,0.384,0.010101010101010102,0.42508324084350724,384,1,383,0.98989898989899,0.616,164.56778526884978,5.0,2.6989116784091367,12.20669590313755,0.9959305480195334,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,19,0,0.0,0.3998,0.0,0.3998,1999,0,1999,0.0,0.6002,164.56778526884978,5.0,0.5397823356818273,-4.624148662586284,0.9959305480195334,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,0,100,0.14,0.14,0.14,0.0,14,14,0,0.86,0.86,164.72520471273907,10.0,8.89516105448791,1.8633432950108304,0.9970157352143245,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,0,57,0.07017543859649122,0.2866666666666667,0.07017543859649122,0.3374485596707819,86,4,82,0.9298245614035088,0.7133333333333334,164.72520471273907,10.0,2.965053684829303,10.139041049228304,0.9970157352143245,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,0,56,0.05357142857142857,0.354,0.05357142857142857,0.3918918918918919,177,3,174,0.9464285714285714,0.646,164.72520471273907,10.0,1.779032210897582,0.3328937406812571,0.9970157352143245,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,0,0,0.0,0.386,0.0,0.386,386,0,386,0.0,0.614,164.72520471273907,10.0,0.889516105448791,-7.659986514745674,0.9970157352143245,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,0,0,0.0,0.5174,0.0,0.5174,2587,0,2587,0.0,0.4826,164.72520471273907,10.0,0.1779032210897582,-9.448887852374115,0.9970157352143245,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,0,100,0.14,0.14,0.14,0.0,14,14,0,0.86,0.86,164.72520471273907,5.0,17.79032210897582,6.86334329501083,0.9970157352143245,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,0,300,0.2866666666666667,0.2866666666666667,0.2866666666666667,0.0,86,86,0,0.7133333333333334,0.7133333333333334,164.72520471273907,5.0,5.930107369658606,0.7087487977386724,0.9970157352143245,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,0,63,0.07936507936507936,0.354,0.07936507936507936,0.39359267734553777,177,5,172,0.9206349206349206,0.646,164.72520471273907,5.0,3.558064421795164,0.3977472238769053,0.9970157352143245,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,0,56,0.05357142857142857,0.386,0.05357142857142857,0.4057203389830508,386,3,383,0.9464285714285714,0.614,164.72520471273907,5.0,1.779032210897582,0.3328937406812571,0.9970157352143245,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,0,0,0.0,0.5174,0.0,0.5174,2587,0,2587,0.0,0.4826,164.72520471273907,5.0,0.3558064421795164,-4.448887852374115,0.9970157352143245,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,1,100,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,164.80390769444054,10.0,15.821175138666295,79.66092478845513,0.99755832881172,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,1,166,0.10240963855421686,0.21,0.10240963855421686,0.34328358208955223,63,17,46,0.8975903614457831,0.79,164.80390769444054,10.0,5.273725046222098,0.5156582457404362,0.99755832881172,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,1,136,0.058823529411764705,0.304,0.058823529411764705,0.3956043956043956,152,8,144,0.9411764705882353,0.696,164.80390769444054,10.0,3.164235027733259,3.3342099178097513,0.99755832881172,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,1,96,0.0,0.401,0.0,0.4435840707964602,401,0,401,1.0,0.599,164.80390769444054,10.0,1.5821175138666295,60.63724102777388,0.99755832881172,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,1,0,0.0,0.5174,0.0,0.5174,2587,0,2587,0.0,0.4826,164.80390769444054,10.0,0.31642350277332587,-9.44270771922475,0.99755832881172,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,1,100,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,164.80390769444054,5.0,31.64235027733259,84.66092478845513,0.99755832881172,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,1,300,0.21,0.21,0.21,0.0,63,63,0,0.79,0.79,164.80390769444054,5.0,10.547450092444196,2.6455693080101756,0.99755832881172,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,1,235,0.17446808510638298,0.304,0.17446808510638298,0.4188679245283019,152,41,111,0.825531914893617,0.696,164.80390769444054,5.0,6.328470055466518,0.2774381989384054,0.99755832881172,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,1,136,0.058823529411764705,0.401,0.058823529411764705,0.4548611111111111,401,8,393,0.9411764705882353,0.599,164.80390769444054,5.0,3.164235027733259,3.3342099178097513,0.99755832881172,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,1,0,0.0,0.5174,0.0,0.5174,2587,0,2587,0.0,0.4826,164.80390769444054,5.0,0.6328470055466517,-4.44270771922475,0.99755832881172,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,2,100,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,164.60714181580366,10.0,16.460714181580364,154.60714181580366,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,2,163,0.09202453987730061,0.19,0.09202453987730061,0.30656934306569344,57,15,42,0.9079754601226994,0.81,164.60714181580366,10.0,5.651511869009259,0.16177778003658005,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,2,115,0.017391304347826087,0.28,0.017391304347826087,0.35844155844155845,140,2,138,0.9826086956521739,0.72,164.60714181580366,10.0,3.3909071214055557,5.244539795811761,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,2,103,0.0,0.368,0.0,0.41025641025641024,368,0,368,1.0,0.632,164.60714181580366,10.0,1.6954535607027779,67.51976317502697,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,2,0,0.0,0.5102,0.0,0.5102,2551,0,2551,0.0,0.4898,164.60714181580366,10.0,0.3390907121405556,-9.458607286185105,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,2,100,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,164.60714181580366,5.0,32.92142836316073,159.60714181580366,0.9962018448182312,completed_public_DFT_label_followup
