method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note,dataset,score_variant
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,708.0,590.0,118.0,590.0,590.0,590.0,118.0,0.0,0.15669520983879,0.15669520983879,0.001410437235543,0.0016920473773265,0.0016920473773265,39.72092426310993,34.068163221773965,10.0,True,34.068163221773965,18.703767621184365,150,150.0,0.0,150,149,1,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0066666666666666,0.0,0.0,0.0,1.0,42.0,2704.0,10.0,3.489320694998458,150.0,10.0,3.489320694998458,13.489320694998458,18.703767621184365,34.068163221773965,,,1,certified_or_core_baseline,,,TAO,detector_association
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,708.0,584.0,124.0,584.0,584.0,584.0,124.0,0.0,0.1569461580486026,0.1569461580486026,0.001410437235543,0.0017094017094017,0.0017094017094017,39.71905887205482,33.776299976401,10.0,True,33.776299976401,18.791365952300456,150,150.0,0.0,150,149,1,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0066666666666666,0.0,0.0,0.0,1.0,40.0,2809.0,10.0,3.377444756848483,150.0,10.0,3.377444756848483,13.377444756848485,18.791365952300456,33.776299976401,,,2,certified_or_core_baseline,,,TAO,detector_association
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,588.0,120.0,588.0,588.0,588.0,120.0,0.0,0.1567784859787324,0.1567784859787324,0.001410437235543,0.0016977928692699,0.0016977928692699,39.72031650906805,33.97091768583136,5.0,True,33.97091768583136,21.411801444167,150,150.0,0.0,150,149,1,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0066666666666666,0.3333333333333333,0.0066666666666666,0.0066666666666666,1.0,41.0,2712.0,5.0,8.452046882355045,130.0,5.769230769230769,13.166074465782955,13.452046882355043,21.411801444167,33.97091768583136,,,0,certified_or_core_baseline,,,TAO,detector_association
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,590.0,118.0,590.0,590.0,590.0,118.0,0.0,0.15669520983879,0.15669520983879,0.001410437235543,0.0016920473773265,0.0016920473773265,39.72092426310993,34.068163221773965,5.0,True,34.068163221773965,18.703767621184365,150,150.0,0.0,150,149,1,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0066666666666666,0.0,0.0,0.0,1.0,42.0,2704.0,5.0,8.489320694998458,34.0,22.05882352941176,12.009339692362204,13.489320694998458,18.703767621184365,34.068163221773965,,,1,certified_or_core_baseline,,,TAO,detector_association
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,584.0,124.0,584.0,584.0,584.0,124.0,0.0,0.1569461580486026,0.1569461580486026,0.001410437235543,0.0017094017094017,0.0017094017094017,39.71905887205482,33.776299976401,5.0,True,33.776299976401,18.791365952300456,150,150.0,0.0,150,149,1,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0066666666666666,0.0,0.0,0.0,1.0,40.0,2809.0,5.0,8.377444756848483,35.0,21.428571428571427,12.347728547829572,13.377444756848485,18.791365952300456,33.776299976401,,,2,certified_or_core_baseline,,,TAO,detector_association
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,708.0,588.0,120.0,588.0,588.0,588.0,120.0,0.0,0.1567784859787324,0.1567784859787324,0.001410437235543,0.0016977928692699,0.0016977928692699,39.72031650906805,33.97091768583136,10.0,True,33.97091768583136,18.34012980612363,150,150.0,0.0,144,143,1,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0069444444444444,0.3333333333333333,0.0069444444444444,0.0069444444444444,0.96,41.0,2712.0,10.416666666666666,0.1378254921566153,120.0,12.5,0.9520468823550452,10.55449215882328,18.73995966830192,33.97091768583136,,,0,certified_or_core_baseline,,,TAO,weighted_components
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,708.0,590.0,118.0,590.0,590.0,590.0,118.0,0.0,0.15669520983879,0.15669520983879,0.001410437235543,0.0016920473773265,0.0016920473773265,39.72092426310993,34.068163221773965,10.0,True,34.068163221773965,17.153327871410827,150,150.0,0.0,144,142,2,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0138888888888888,0.0,0.0,0.0,0.96,42.0,2704.0,10.416666666666666,0.1668170182634867,144.0,10.416666666666666,0.1668170182634867,10.583483684930153,17.502713651288715,34.068163221773965,,,1,certified_or_core_baseline,,,TAO,weighted_components
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,708.0,584.0,124.0,584.0,584.0,584.0,124.0,0.0,0.1569461580486026,0.1569461580486026,0.001410437235543,0.0017094017094017,0.0017094017094017,39.71905887205482,33.776299976401,10.0,True,33.776299976401,18.068091900270044,150,150.0,0.0,150,148,2,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0133333333333333,0.0,0.0,0.0,1.0,40.0,2809.0,10.0,0.4964655393578301,84.0,17.857142857142858,0.9718711571199634,10.49646553935783,18.068091900270044,33.776299976401,,,2,certified_or_core_baseline,,,TAO,weighted_components
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,588.0,120.0,588.0,588.0,588.0,120.0,0.0,0.1567784859787324,0.1567784859787324,0.001410437235543,0.0016977928692699,0.0016977928692699,39.72031650906805,33.97091768583136,5.0,True,33.97091768583136,18.34012980612363,150,150.0,0.0,150,148,2,1.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0133333333333333,0.25,0.0066666666666666,0.0066666666666666,1.0,41.0,2712.0,5.0,3.744213113844921,83.0,9.036144578313252,9.899160656700474,8.744213113844921,18.34012980612363,33.97091768583136,,,0,certified_or_core_baseline,,,TAO,weighted_components
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,590.0,118.0,590.0,590.0,590.0,118.0,0.0,0.15669520983879,0.15669520983879,0.001410437235543,0.0016920473773265,0.0016920473773265,39.72092426310993,34.068163221773965,5.0,True,34.068163221773965,17.153327871410827,150,150.0,0.0,150,148,2,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0133333333333333,0.0,0.0,0.0,1.0,42.0,2704.0,5.0,3.768069154341461,77.0,9.74025974025974,9.248153822573313,8.768069154341461,17.153327871410827,34.068163221773965,,,1,certified_or_core_baseline,,,TAO,weighted_components
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,584.0,124.0,584.0,584.0,584.0,124.0,0.0,0.1569461580486026,0.1569461580486026,0.001410437235543,0.0017094017094017,0.0017094017094017,39.71905887205482,33.776299976401,5.0,True,33.776299976401,18.068091900270044,150,150.0,0.0,150,148,2,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0133333333333333,0.0,0.0,0.0,1.0,40.0,2809.0,5.0,5.49646553935783,84.0,8.928571428571429,9.900442585691392,10.49646553935783,18.068091900270044,33.776299976401,,,2,certified_or_core_baseline,,,TAO,weighted_components
