source_milestone,source_file,copied_to,bytes,sha256,path_sanitized,coverage_role
ijcv_tao_full_v2_clean,outputs/milestones/ijcv_tao_full_v2_clean/manifest.json,outputs/milestones/legacy_core_results_v1/ijcv_tao_full_v2_clean/manifest.json,2561,6dffcf1432c4885b8d932efd274a01bcc239a8bf5b1d50239b9449ab240adb8f,yes,clean TAO full matrix tables
ijcv_tao_full_v2_clean,outputs/milestones/ijcv_tao_full_v2_clean/table_alpha_sweep.csv,outputs/milestones/legacy_core_results_v1/ijcv_tao_full_v2_clean/table_alpha_sweep.csv,11962,b8944f1e86774485322bff96a3f6ebbc9df537796ec9c9f8c1232446db642c62,no,clean TAO full matrix tables
ijcv_tao_full_v2_clean,outputs/milestones/ijcv_tao_full_v2_clean/table_alpha_sweep_meanstd.csv,outputs/milestones/legacy_core_results_v1/ijcv_tao_full_v2_clean/table_alpha_sweep_meanstd.csv,12139,cda3265a90f0d9ba4829aa0933f8d9959e108453f48c9b967284fb95d9e119a2,no,clean TAO full matrix tables
ijcv_tao_full_v2_clean,outputs/milestones/ijcv_tao_full_v2_clean/table_baseline_expanded.csv,outputs/milestones/legacy_core_results_v1/ijcv_tao_full_v2_clean/table_baseline_expanded.csv,166434,136d23f835063c82ff04653c019fa374eb73f5d44ecf0ed18db7a5e0d9cef03c,no,clean TAO full matrix tables
ijcv_tao_full_v2_clean,outputs/milestones/ijcv_tao_full_v2_clean/table_baseline_expanded_meanstd.csv,outputs/milestones/legacy_core_results_v1/ijcv_tao_full_v2_clean/table_baseline_expanded_meanstd.csv,500,079377bb3053da918af59f6c94b58b50d370146782c62ba4441c09bb0318d840,no,clean TAO full matrix tables
ijcv_tao_full_v2_clean,outputs/milestones/ijcv_tao_full_v2_clean/table_best_m_diagnostic.csv,outputs/milestones/legacy_core_results_v1/ijcv_tao_full_v2_clean/table_best_m_diagnostic.csv,25324,9a3751c767f401dea89634e30ab528329d0edc85f363bded5f51edd7749023a5,no,clean TAO full matrix tables
ijcv_tao_full_v2_clean,outputs/milestones/ijcv_tao_full_v2_clean/table_main_fixed_m.csv,outputs/milestones/legacy_core_results_v1/ijcv_tao_full_v2_clean/table_main_fixed_m.csv,9709,d026155cf1fd88774dc06d8d1c94468cdbe0bf08150ad3100d2d2bdcf1426fac,no,clean TAO full matrix tables
ijcv_tao_full_v2_clean,outputs/milestones/ijcv_tao_full_v2_clean/table_main_tuned_m.csv,outputs/milestones/legacy_core_results_v1/ijcv_tao_full_v2_clean/table_main_tuned_m.csv,34501,dbfb04c54c8b4102a708788bfc1ff48aa2a4c6846b309e7ae62f65a8340e0375,no,clean TAO full matrix tables
ijcv_tao_full_v2_clean,outputs/milestones/ijcv_tao_full_v2_clean/table_seed_empty_diagnostics.csv,outputs/milestones/legacy_core_results_v1/ijcv_tao_full_v2_clean/table_seed_empty_diagnostics.csv,31503,386d9f7f552fbe89e406fbdd290b38164b84d350a30da535075369d52f43440c,no,clean TAO full matrix tables
cross_dataset,outputs/milestones/cross_dataset/README.md,outputs/milestones/legacy_core_results_v1/cross_dataset/README.md,838,ffd665d9cd1898b6c2c40ce44e399f819c88a1621441f0bc4053bacb1c640aa6,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/latex/table_baseline_meanstd_tao.tex,outputs/milestones/legacy_core_results_v1/cross_dataset/latex/table_baseline_meanstd_tao.tex,4055,226e54669dc87db3f3e974056d214d5a7db0eddb8937e96539923b8bb4d28a3f,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/latex/table_cross_dataset_audit.tex,outputs/milestones/legacy_core_results_v1/cross_dataset/latex/table_cross_dataset_audit.tex,372,0f783b37f47d74e390a76a52adab1b7868082061f9e69dd9d85cc53b056662c7,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/latex/table_cross_dataset_certification.tex,outputs/milestones/legacy_core_results_v1/cross_dataset/latex/table_cross_dataset_certification.tex,5748,8a7ad14e441f57a7b85b7711f07b84da17fa36ce8b715e3c62a845bf65bd1cf9,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/latex/table_cross_dataset_certification_meanstd.tex,outputs/milestones/legacy_core_results_v1/cross_dataset/latex/table_cross_dataset_certification_meanstd.tex,1626,256ed449b308f1bbbb1037b57def6ca3c1d04210948002e13d13fd0219d81591,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/latex/table_empty_only_diagnostics_tao.tex,outputs/milestones/legacy_core_results_v1/cross_dataset/latex/table_empty_only_diagnostics_tao.tex,6766,9ec476ee2a3104ec2ba06c64e27e5bf627f385d17c1f0ba18856913b0feb7263,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/latex/table_released_unsupported_audit_coverage_summary.tex,outputs/milestones/legacy_core_results_v1/cross_dataset/latex/table_released_unsupported_audit_coverage_summary.tex,300,5cfae1670d0743ba178c6ed44965254ca676fd4dabba44e1939a242f392853f8,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/latex/table_tao_alpha0p10_bestM_released_unsupported_audit_coverage.tex,outputs/milestones/legacy_core_results_v1/cross_dataset/latex/table_tao_alpha0p10_bestM_released_unsupported_audit_coverage.tex,1557,f25c39aff5761741dc026b6f91d0b969d443df2bb78fb0f60d025573067878ca,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/manifest.json,outputs/milestones/legacy_core_results_v1/cross_dataset/manifest.json,3399,18d6a8439bb5af6f26801482ba63be3e77c28d52b310ec15a748fe41f0bc398b,yes,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/table_baseline_meanstd_tao.csv,outputs/milestones/legacy_core_results_v1/cross_dataset/table_baseline_meanstd_tao.csv,17408,70dc2c33895679b8d1fb67aee6c364ea707eeb109da1de642e6fce34821eb667,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/table_cross_dataset_audit.csv,outputs/milestones/legacy_core_results_v1/cross_dataset/table_cross_dataset_audit.csv,258,5029e3f7d1dab7fc5531c7a05b25626ff93e5cf5b7d50bc9c2b727700833c31e,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/table_cross_dataset_certification.csv,outputs/milestones/legacy_core_results_v1/cross_dataset/table_cross_dataset_certification.csv,5468,b5fd91772f6af800ab78c297c6517215b35015a2f4c5b292907593decf453d85,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/table_cross_dataset_certification_meanstd.csv,outputs/milestones/legacy_core_results_v1/cross_dataset/table_cross_dataset_certification_meanstd.csv,1482,6ff56428e1ea48ffe46561ce610f2131d3f550d25b311bb4d92e5d9b896ae758,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/table_empty_diagnostics_tao.csv,outputs/milestones/legacy_core_results_v1/cross_dataset/table_empty_diagnostics_tao.csv,56648,8300556c19d780313c23b7cb9d5c39bf9df174556bc438ad58a9829aa6688edc,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/table_empty_only_diagnostics_tao.csv,outputs/milestones/legacy_core_results_v1/cross_dataset/table_empty_only_diagnostics_tao.csv,36591,de682a9e4c497a464f6b17057bec059cc3d5824fc802d9121693288aac625362,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/table_released_unsupported_audit_coverage.csv,outputs/milestones/legacy_core_results_v1/cross_dataset/table_released_unsupported_audit_coverage.csv,6972,a1b06a3cfdf2bb07079e462468968c1e13006de7b8e7451353872e7f52c363a1,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/table_released_unsupported_audit_coverage_summary.csv,outputs/milestones/legacy_core_results_v1/cross_dataset/table_released_unsupported_audit_coverage_summary.csv,200,fb4b29733eb810bd1ee45c12096fd9ebb826e4f10dbbb3610d11963e17051ebf,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/table_tao_alpha0p10_bestM_released_unsupported_audit_coverage.csv,outputs/milestones/legacy_core_results_v1/cross_dataset/table_tao_alpha0p10_bestM_released_unsupported_audit_coverage.csv,1337,720817e96a035f22b65b7ae94bbb9e68b9077cea4516d913b5ca8b74b7c6fee4,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/tao_parc_alpha0p10_bestM_released_unsupported_paths.csv,outputs/milestones/legacy_core_results_v1/cross_dataset/tao_parc_alpha0p10_bestM_released_unsupported_paths.csv,1285,ee9303e1135ee001fcd5ef813e2f42b4e04c249739de05a9c2ac2c0b2281dc7c,no,OVT-B/TAO cross-dataset certification and audit tables
cross_dataset,outputs/milestones/cross_dataset/tao_parc_alpha0p10_bestM_released_unsupported_unlabeled_paths.csv,outputs/milestones/legacy_core_results_v1/cross_dataset/tao_parc_alpha0p10_bestM_released_unsupported_unlabeled_paths.csv,812,092b572094e28ebefe4c18c21069d752d41d4bd380256abf7c5770ea06436cfe,no,OVT-B/TAO cross-dataset certification and audit tables
stability,outputs/milestones/stability/MANIFEST_SHA256.txt,outputs/milestones/legacy_core_results_v1/stability/MANIFEST_SHA256.txt,1411,3941630ce22a1f12b1ea880556315d93fd1550e3e0b0bd68c389d6661f4a4da9,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/RUN_REPORT.md,outputs/milestones/legacy_core_results_v1/stability/RUN_REPORT.md,361,a354b9311d43de1a985dcb0e2d37e10d0ea1923832670b36dca2305405d7c41e,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/dataset_adapter_report_burst.json,outputs/milestones/legacy_core_results_v1/stability/dataset_adapter_report_burst.json,798,fffad056f428c04a32790f6f56e2e8159e0c184007de989cd8f6bbf5d0af8f88,yes,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/figure_anytime_release_curve.csv,outputs/milestones/legacy_core_results_v1/stability/figure_anytime_release_curve.csv,1851,51e765c9b68376c7d433ac1f8cc5b5ea89ec61f9656a5448946207a718edbdba,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/stability_summary.json,outputs/milestones/legacy_core_results_v1/stability/stability_summary.json,2237,b936be5fd2bd724051b9b088dd3658dd2ddbe5e849075c2589eda7100866e37a,yes,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/manifest.json,outputs/milestones/legacy_core_results_v1/stability/manifest.json,2777,d4c27df78ef48e2581e734e2346a850484d529c24ef981d2265981584a432672,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/missing_data_report.json,outputs/milestones/legacy_core_results_v1/stability/missing_data_report.json,258,844ff4b43b9329929588a7d22c7dcde75a2377ead21300243e36f2fed9a6135c,yes,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/second_rater_agreement.csv,outputs/milestones/legacy_core_results_v1/stability/second_rater_agreement.csv,484,46d9bf098f5609c638010cafaa762c30851d4093f2f7468378cfca1b9d71bf25,yes,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/second_rater_disagreements.csv,outputs/milestones/legacy_core_results_v1/stability/second_rater_disagreements.csv,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/table_anytime_first_release.csv,outputs/milestones/legacy_core_results_v1/stability/table_anytime_first_release.csv,929,5a99ab3e03cf32426b5dba8ae4839c8fb068ddb5f11f292f29e6e51411ea8449,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/table_anytime_release.csv,outputs/milestones/legacy_core_results_v1/stability/table_anytime_release.csv,10843,6488bd2d952be7d870ddf2f8f6cf073e3e3ca3422275274dbb9a28865d3daa96,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/table_hota_scope_meanstd.csv,outputs/milestones/legacy_core_results_v1/stability/table_hota_scope_meanstd.csv,4946,9a4ec4790b6b98139109334934105acfc1bd99dcbcf7b5850de807b77dfa3e0b,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/table_main_bootstrap_ci.csv,outputs/milestones/legacy_core_results_v1/stability/table_main_bootstrap_ci.csv,5102,ed74365b3780ce427ad9a4115af7a8360ca9b5e46cc3a6cf09d7eb629690e526,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/table_mondrian_ablation_summary.csv,outputs/milestones/legacy_core_results_v1/stability/table_mondrian_ablation_summary.csv,2034,ff94f151f8aaeec84d18fadd6a19571e0638cba8c86d793cb7c46f8e30ecee15,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/table_per_class_breakdown.csv,outputs/milestones/legacy_core_results_v1/stability/table_per_class_breakdown.csv,26193,07c14c928114fab6e9888d77cc7c98900752d46892b05d59d9257106c9ec5a58,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/table_per_class_head_mid_tail_summary.csv,outputs/milestones/legacy_core_results_v1/stability/table_per_class_head_mid_tail_summary.csv,388,4702ce09f77a85ad7b47988baf9dff54c2239ba66f86541c0079876ac77613b3,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/table_prop5_three_generator.csv,outputs/milestones/legacy_core_results_v1/stability/table_prop5_three_generator.csv,1664,54492072016178898d13212483d5557002bf29cf324bf52f5392e937befed5ef,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
stability,outputs/milestones/stability/table_worst_case_cons_ftr.csv,outputs/milestones/legacy_core_results_v1/stability/table_worst_case_cons_ftr.csv,2380,6262c4c56bc267b79831f09b959573adbc6cbb515a7dba5373686478d939a7de,no,"stability evidence: anytime, bootstrap CI, Mondrian, per-class, worst-case FTR"
burst,outputs/milestones/burst/MANIFEST_SHA256.txt,outputs/milestones/legacy_core_results_v1/burst/MANIFEST_SHA256.txt,3396,591a19f49f6baa9d5d73b42a015f5532271deb7b2117a3eb56f4ef9436ee7e36,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/RUN_REPORT.md,outputs/milestones/legacy_core_results_v1/burst/RUN_REPORT.md,797,c7d939a41b89169b92b5a6268f7d9eb666e15f8bef84efd1b6194c484944aeb5,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/audit_candidates.csv,outputs/milestones/legacy_core_results_v1/burst/audit_candidates.csv,53620,e6e344885058771f7460343acc212080da61560f58713444cc93424dcf493a03,yes,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/audit_labels.csv,outputs/milestones/legacy_core_results_v1/burst/audit_labels.csv,7420,bf1482d00199dcec9918195730be67c813c771453b2dbda627d233adf464fc2b,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/audit_manifest.json,outputs/milestones/legacy_core_results_v1/burst/audit_manifest.json,29721,190194d3e127645135c99c3f2fdc71ca836cd9c2941f6ae8e285190526e8d95e,yes,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/audit_summary.csv,outputs/milestones/legacy_core_results_v1/burst/audit_summary.csv,226,252381a255ed770edbd72d021e030c8499e1c85f90d08205f344f7998ec4f3b0,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/burst_alpha_seed_m_matrix.csv,outputs/milestones/legacy_core_results_v1/burst/burst_alpha_seed_m_matrix.csv,16759,1d43c11ce7cb6873e54481a1e5420b83f2d013ca63ce9e9b980d2c8856132762,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/burst_audit200_summary.csv,outputs/milestones/legacy_core_results_v1/burst/burst_audit200_summary.csv,262,e863e7f15ac7d17ffbdb43871e35fc98ff2dd1ce35cdd2214949144c2f1c330a,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/burst_audit200_with_release_coverage_candidates.csv,outputs/milestones/legacy_core_results_v1/burst/burst_audit200_with_release_coverage_candidates.csv,78976,024a2313645095c8c5a3728f5a1767c79eafd8fd0d937090ac191937661cd4e6,yes,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/burst_audit200_with_release_coverage_labels.csv,outputs/milestones/legacy_core_results_v1/burst/burst_audit200_with_release_coverage_labels.csv,25050,1032338c20904614f1146e6db502d1e9c8d5bd896e7fd8d5c780ba35cf97211c,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/burst_released_unsupported_audit_candidates.csv,outputs/milestones/legacy_core_results_v1/burst/burst_released_unsupported_audit_candidates.csv,12238,93f60720703ff363d6e7522efb040bf8a2d7728b08fdf98ab38d13c01f754424,yes,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/burst_released_unsupported_audit_candidates_manifest.json,outputs/milestones/legacy_core_results_v1/burst/burst_released_unsupported_audit_candidates_manifest.json,3234,61a797b909310b0bb27f73a4af2fbe69ba0691a91dc49cedeb8d88eaf4696d94,yes,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/burst_released_unsupported_audit_labels.csv,outputs/milestones/legacy_core_results_v1/burst/burst_released_unsupported_audit_labels.csv,3996,d7950c478859b1cbe4e4b5377203f67d648832996d0d08ab499b954a379d8666,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/candidate_universe_hashes.json,outputs/milestones/legacy_core_results_v1/burst/candidate_universe_hashes.json,686,1e548d2a919b745de21c4d69cbb9f15ba489165104a580c72fb6d8aeb73a5928,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/dataset_adapter_report_burst.json,outputs/milestones/legacy_core_results_v1/burst/dataset_adapter_report_burst.json,798,fffad056f428c04a32790f6f56e2e8159e0c184007de989cd8f6bbf5d0af8f88,yes,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/burst_summary.json,outputs/milestones/legacy_core_results_v1/burst/burst_summary.json,606,c2f6128036dedcfa1c48d2f2fb6d9e7a27d61851b8f913470db9d9fe05171583,yes,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/manifest.json,outputs/milestones/legacy_core_results_v1/burst/manifest.json,7291,88ebfd88f68051cee977441996362424d2cf89760aa255674a7f4fef0d9d05ca,yes,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/merge_phase2_shards.py,outputs/milestones/legacy_core_results_v1/burst/merge_phase2_shards.py,7716,24e32e815526dc4d7c28788320d94463bafe3bd254326aa1761ddb1ecb789cac,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/phase7_burst_audit.yaml,outputs/milestones/legacy_core_results_v1/burst/phase7_burst_audit.yaml,1931,51830536c8aed18ad951503843ef6cf9d765bf62679c849f3758f7d9e24d7e25,yes,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/phase7_burst_matrix.yaml,outputs/milestones/legacy_core_results_v1/burst/phase7_burst_matrix.yaml,1243,0acf65929fb561433edfe897454e5817616b3b0e704b6efa74c09c26d1cafcfe,yes,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/phase7_burst_owlv2_audit.yaml,outputs/milestones/legacy_core_results_v1/burst/phase7_burst_owlv2_audit.yaml,1866,5b9809081b86dc066bb8dba74927c745212791cd9ff338f4311181d01c471a05,yes,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/phase7_burst_owlv2_matrix.yaml,outputs/milestones/legacy_core_results_v1/burst/phase7_burst_owlv2_matrix.yaml,1273,d6dd1c4ffa2aa07edeb64cc259707cecc01a99fe31f8f0da3a0035763386d218,yes,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/table_alpha_sweep.csv,outputs/milestones/legacy_core_results_v1/burst/table_alpha_sweep.csv,1649,5c701abca4e3ab9d56875d7f37ecd91e7646f92f90758471479758c744e010b2,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/table_baseline_expanded.csv,outputs/milestones/legacy_core_results_v1/burst/table_baseline_expanded.csv,16759,1d43c11ce7cb6873e54481a1e5420b83f2d013ca63ce9e9b980d2c8856132762,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/table_burst_certification_summary.csv,outputs/milestones/legacy_core_results_v1/burst/table_burst_certification_summary.csv,1663,196f968811b3efec9db951d1281e80e543762cbc476a732eac2c2df771338581,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/table_burst_cross_generator_prop5.csv,outputs/milestones/legacy_core_results_v1/burst/table_burst_cross_generator_prop5.csv,1155,2ae2e6bbcb8c87fd433d142bde620bc55089f0b592a126b92426526da2af6742,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/table_burst_empty_diagnostics.csv,outputs/milestones/legacy_core_results_v1/burst/table_burst_empty_diagnostics.csv,1617,2af09b3f52bc7b6b4efe2a0eab96ca523a65136708c3cc0d36a7a995402bbdf1,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/table_burst_prop5_mass_ratio.csv,outputs/milestones/legacy_core_results_v1/burst/table_burst_prop5_mass_ratio.csv,1057,030e2861e0a670fa2ee191fabf321416fa3f1387ed289b8f8b5250d4a2589405,no,BURST third-dataset certification and audit tables
burst,outputs/milestones/burst/table_burst_released_unsupported_audit_summary.csv,outputs/milestones/legacy_core_results_v1/burst/table_burst_released_unsupported_audit_summary.csv,970,5ef1896cb8efdf31c69bc6abe1c2e963597bacac5a3011f302ed50f04d75741f,no,BURST third-dataset certification and audit tables
ijcv_burst_cv60_v1,outputs/milestones/ijcv_burst_cv60_v1/MANIFEST_SHA256.txt,outputs/milestones/legacy_core_results_v1/ijcv_burst_cv60_v1/MANIFEST_SHA256.txt,10858,9e36c56d458dc0c696d7de4787225a709c57d9e7657cf5370a767c74f840f444,no,BURST 60-path cross-validation audit agreement
ijcv_burst_cv60_v1,outputs/milestones/ijcv_burst_cv60_v1/RUN_REPORT.md,outputs/milestones/legacy_core_results_v1/ijcv_burst_cv60_v1/RUN_REPORT.md,622,d776b1807763f3776c30d29f4e31a8a7b49bdf51ea6d076ad4268adc5025b03a,no,BURST 60-path cross-validation audit agreement
ijcv_burst_cv60_v1,outputs/milestones/ijcv_burst_cv60_v1/build_burst_cv60_audit.py,outputs/milestones/legacy_core_results_v1/ijcv_burst_cv60_v1/build_burst_cv60_audit.py,12255,b275447a74a62f0236e1f85623389397f70f8f3bdbfe148715d392dd968bd96b,yes,BURST 60-path cross-validation audit agreement
ijcv_burst_cv60_v1,outputs/milestones/ijcv_burst_cv60_v1/burst_cv60_agreement.csv,outputs/milestones/legacy_core_results_v1/ijcv_burst_cv60_v1/burst_cv60_agreement.csv,253,780a7bc2fd4f03471bd1e1bffd64567daacc5eb9492d571f13d3c0519010b1b1,no,BURST 60-path cross-validation audit agreement
ijcv_burst_cv60_v1,outputs/milestones/ijcv_burst_cv60_v1/burst_cv60_agreement_summary.json,outputs/milestones/legacy_core_results_v1/ijcv_burst_cv60_v1/burst_cv60_agreement_summary.json,329,e2e37c6179599967ee41c6883357bdd09f66ce71733b07340c75096757b37f77,no,BURST 60-path cross-validation audit agreement
ijcv_burst_cv60_v1,outputs/milestones/ijcv_burst_cv60_v1/burst_cv60_blind_labels_template.csv,outputs/milestones/legacy_core_results_v1/ijcv_burst_cv60_v1/burst_cv60_blind_labels_template.csv,22296,f5784223745d5a647523edcd95d27223ad1fa17978815f0b97ba16f7d84f1982,yes,BURST 60-path cross-validation audit agreement
ijcv_burst_cv60_v1,outputs/milestones/ijcv_burst_cv60_v1/burst_cv60_candidates_blind.csv,outputs/milestones/legacy_core_results_v1/ijcv_burst_cv60_v1/burst_cv60_candidates_blind.csv,21794,effe6ddb0a4a3b178c857c7376347f44e4a7047ab6f7fe26c198c38bcb05d99d,yes,BURST 60-path cross-validation audit agreement
ijcv_burst_cv60_v1,outputs/milestones/ijcv_burst_cv60_v1/burst_cv60_disagreements.csv,outputs/milestones/legacy_core_results_v1/ijcv_burst_cv60_v1/burst_cv60_disagreements.csv,196,998089b979e295310fd4b217c0bd271bff11dd40aa2e6e526967efb066342c90,no,BURST 60-path cross-validation audit agreement
ijcv_burst_cv60_v1,outputs/milestones/ijcv_burst_cv60_v1/burst_cv60_reference_labels.csv,outputs/milestones/legacy_core_results_v1/ijcv_burst_cv60_v1/burst_cv60_reference_labels.csv,17293,d02ff229353b5472ab5e6971bce17925883c1abcf337f63a9a1bdb7a4943fd8a,yes,BURST 60-path cross-validation audit agreement
ijcv_burst_cv60_v1,outputs/milestones/ijcv_burst_cv60_v1/burst_cv60_sample_manifest.json,outputs/milestones/legacy_core_results_v1/ijcv_burst_cv60_v1/burst_cv60_sample_manifest.json,1931,2ef551ec9633d8cef07e4d241659953eee41280c14109682d9f80526f9fdd76f,yes,BURST 60-path cross-validation audit agreement
ijcv_burst_cv60_v1,outputs/milestones/ijcv_burst_cv60_v1/compute_burst_cv60_agreement.py,outputs/milestones/legacy_core_results_v1/ijcv_burst_cv60_v1/compute_burst_cv60_agreement.py,5002,a6448f6d40bde2f5090c235092b9be74e42c7af3ab7998cce24f6aab2173b45a,yes,BURST 60-path cross-validation audit agreement
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/MANIFEST_SHA256.txt,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/MANIFEST_SHA256.txt,1716,36bfa9e7f5d76993a9fb15315f5b7bd1ada9578b5bb89c1c0980369ada384161,no,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/RUN_REPORT.md,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/RUN_REPORT.md,635,0f5200ab4ae86963a3bae27bf3a6392080ef5393bff0f6b2fe0349c7d5582460,no,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/audit_candidates.csv,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/audit_candidates.csv,36449,6ba5b9651ad401cbf3565e29c72fc185aae7c0212fbe7c0557b80cdc7d2f408d,no,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/audit_labels.csv,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/audit_labels.csv,7392,8f2b09e199df707e5f42f5a9968e353fbcd2f79ac0ed54016eb36a9e28325211,no,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/audit_manifest.json,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/audit_manifest.json,29275,774c7b87cfb03050a9583e52ecb8d40e45eb7286abb18cfc59f6d2c234146351,yes,BURST OWLv2 stress-test tables
ijcv_burst_owlv2_stress_v1,outputs/milestones/ijcv_burst_owlv2_stress_v1/burst_alpha_seed_m_matrix.csv,outputs/milestones/legacy_core_results_v1/ijcv_burst_owlv2_stress_v1/burst_alpha_seed_m_matrix.csv,16139,b2a3483cc294bec03d9bd5fb4847756fd57be3a01708932ecda424629dcdb826,no,BURST OWLv2 stress-test tables
