claim_uid,source_family,paper_or_leaderboard_id,source_snapshot_date,original_rank_or_priority,original_claim_text,original_structure_hash,structure_hash_basis,reduced_formula,chemical_system,spacegroup_symbol,spacegroup_number,prototype_or_wyckoff_label,original_energy_or_margin,license_class,redistribution_allowed,ingest_status,current_reference_query_ready,query_readiness_note,source_url_or_path,evidence_scope
matbench_discovery_wbm::wbm-1-10365,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,61,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,af38a358164ddf90b5f207a4646968e57deec2716a79d781cc899783631f69c9,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Ce2 Cl8,Ce-Cl,,,AB4_tI20_141_a_h:Ce-Cl,-0.226148,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10366,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,62,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,4beff888d956dac15b7fc61c4af0b00eb91ab2b970a3b42823a3556d79014b99,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Ce2 Cl8,Ce-Cl,,,AB4_tI20_88_a_f:Ce-Cl,-0.225363,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10385,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,63,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,c3b6dd1e347cbc1888a919c89b8e0705c57ea93dd7163780cdd572eb38c5ca81,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Cu2 Rb2,Cl-Cu-Rb,,,A4BC_mC24_15_2f_c_e:Cl-Cu-Rb,-0.099098,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10389,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,64,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,654cb2bb92e60b629a1c782212d1c063bfef2b35610f4f358880028d9faecb6e,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Dy2,Cl-Dy,,,A4B_mC20_12_2ij_i:Cl-Dy,-0.111999,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10417,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,65,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,913a61d294c38792571e82c66d86effbd6e7ed8ac0b430bf11908d262895d05a,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 In2,Cl-In,,,A4B_aP10_2_4i_i:Cl-In,-0.012518,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10447,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,66,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,1fbbb73e44327531e8966a6d3d289a35a765d6a7c2968699b4f0c4d72f9d06b9,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Mn2,Cl-Mn,,,A4B_mP10_13_2g_e:Cl-Mn,-0.40207,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10456,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,67,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,a39f7344d026e52cbd15512a8255d38cd515f10543077e7f70bda7e2d8ecc6a2,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Ni2 Rb2,Cl-Ni-Rb,,,A4BC_mC24_15_2f_c_e:Cl-Ni-Rb,-0.053907,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10467,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,68,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,c86b5d13d7601a94a029130c2ae3d8b89d3c1e8afca3338e8ae2574cc1b4c2a7,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Pr2,Cl-Pr,,,A4B_mC20_12_2ij_i:Cl-Pr,-0.064568,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10472,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,69,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,559bca4834c2f94565f66fb0539eb46593a3b66df7234d1b87507f1d5588f22e,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Pu2,Cl-Pu,,,A4B_tI20_141_h_a:Cl-Pu,-0.191042,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10490,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,70,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,3c88889085cc578e2647ae78464533caa79a44e8e2c3e977f9584b7988b6f52b,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Sc2,Cl-Sc,,,A4B_mC20_12_2ij_i:Cl-Sc,-0.057723,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10493,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,71,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,abeb17b382a3dc1b4034cf9028dca87e4f4a62338cd12af57fb31b91b483c8e8,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Sm2,Cl-Sm,,,A4B_mC20_12_2ij_i:Cl-Sm,-0.149498,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10494,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,72,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,941212aa5cd6fd99659b157e98f64a9f062fd70656b9b19ad040720d121a555b,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Sm2,Cl-Sm,,,A4B_tI20_88_f_a:Cl-Sm,-0.012993,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10503,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,73,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,5cb805982465a21ac955681a0fa23a26c003d9ab25e4d97d7a368c168db7651a,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Sr2,Cl-Sr,,,A4B_oI20_74_hi_e:Cl-Sr,-0.041343,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10504,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,74,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,3529132791a0dc0739b00700c4cd3e68cc50f53797e078fa0fb5e18d43642154,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Sr2,Cl-Sr,,,A4B_aP10_2_4i_i:Cl-Sr,-0.202669,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10508,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,75,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,0fbe2f0e606eb97d3adf65b333a32ec34ab564171287928d14522f7920fe426d,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Tb2,Cl-Tb,,,A4B_mC20_12_2ij_i:Cl-Tb,-0.104922,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10521,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,76,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,f88e25540ab2ffc120b1aa912b67f5a77bda02c1267eebfa51c0e04e129b4684,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Yb2,Cl-Yb,,,A4B_oI20_74_hi_e:Cl-Yb,-0.060537,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10522,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,77,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,8268f0343892ffc51c6ff8b08389960b659f0854b6370be307ee0b95bb69d8ad,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Yb2,Cl-Yb,,,A4B_aP10_2_4i_i:Cl-Yb,-0.203917,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10524,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,78,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,bc54c96cc31cda1b0cdaeacad577e53d23b082739ad230cd9e3c438b0091a9e9,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl8 Y2,Cl-Y,,,A4B_mC20_12_2ij_i:Cl-Y,-0.08154,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10533,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,79,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,f454531d14c727f00cd43c47513ae9ee14de8dd4cb66cbc14240711f5b9851ef,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Bi2 Cl10,Bi-Cl,,,AB5_hP12_194_c_fh:Bi-Cl,-0.023836,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10577,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,80,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,78fc7837e6a0789332e22a8a5d96f95836d3a7096cf122c95a8894ef8310bb1f,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl6 Cr1 Rb2,Cl-Cr-Rb,,,A6BC2_cF36_225_e_a_c:Cl-Cr-Rb,-0.111983,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10589,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,81,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,2722a5bdaa17fd15fce1d35bc9c7b22518900e2ab8a838f7ad2eefda1675503c,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl6 Cs2 Lu1,Cl-Cs-Lu,,,A6B2C_hP9_164_i_d_a:Cl-Cs-Lu,-0.029227,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10605,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,82,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,102c417d24e006d6caf1cb83b53173e7be58e16da999b2216a5373a42322a857,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl6 Cu1 Rb2,Cl-Cu-Rb,,,A6BC2_cF36_225_e_a_c:Cl-Cu-Rb,-0.072773,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10629,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,83,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,80aae45d3b1e327b0821ba24718ffeeb54c2844b8e1cf6558a8e835071cbb85d,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl6 Cr1 K2,Cl-Cr-K,,,A6BC2_cF36_225_e_a_c:Cl-Cr-K,-0.084805,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10630,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,84,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,5850ed9a008754216c15a91bbeea805135b63b98fcfdfd0fe588f96a6ac093cd,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl6 Cu1 K2,Cl-Cu-K,,,A6BC2_cF36_225_e_a_c:Cl-Cu-K,-0.069428,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10636,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,85,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,11e5fbc3f45db3df246a3d2297abd2ed9c4d23e1867e76b10521b1cb9dc676f5,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl6 Ir1 K2,Cl-Ir-K,,,A6BC2_cF36_225_e_a_c:Cl-Ir-K,-0.135554,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10638,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,86,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,5cb4c03850ec97bf5dcf670cbe213ab1e64bd7dc94c08941e97a83f9220cec0e,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl6 K2 Ni1,Cl-K-Ni,,,A6B2C_cF36_225_e_c_a:Cl-K-Ni,-0.18179,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-10640,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,87,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,9faf6401321532200083f46806b4800f632b25c898e57aeb754a50e1ae6ed5f8,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Cl6 K2 Rh1,Cl-K-Rh,,,A6B2C_cF36_225_e_c_a:Cl-K-Rh,-0.082786,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
