audit_id,path_id,queue_membership,queue_calibration,queue_simulated_strict_release,queue_raw_topK_reference,simulated_release_hits,simulated_release_budgets,simulated_release_seeds,ctc_dataset,sequence_id,frame_start,frame_end,video_id,candidate_rank,score,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status,human_confirmation_note
CTC-AUDIT-01065,ctc_Fluo-N2DL-HeLa_02_f005_s687_to_f006_t687,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,5,6,220005,886,0.9999999999901824,Fluo-N2DL-HeLa/02/t005,5,766,390,5,5,Fluo-N2DL-HeLa/02/t006,6,766,390,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01247,ctc_Fluo-N2DL-HeLa_02_f048_s266_to_f049_t266,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,48,49,220048,1381,0.999999999985102,Fluo-N2DL-HeLa/02/t048,48,397,335,5,5,Fluo-N2DL-HeLa/02/t049,49,397,335,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01248,ctc_Fluo-N2DL-HeLa_02_f021_s452_to_f022_t452,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,21,22,220021,1385,0.9999999999850864,Fluo-N2DL-HeLa/02/t021,21,626,70,5,5,Fluo-N2DL-HeLa/02/t022,22,626,70,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01249,ctc_Fluo-N2DL-HeLa_02_f020_s704_to_f021_t704,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,20,21,220020,1386,0.999999999985086,Fluo-N2DL-HeLa/02/t020,20,864,444,5,5,Fluo-N2DL-HeLa/02/t021,21,864,444,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01250,ctc_Fluo-N2DL-HeLa_02_f059_s743_to_f060_t743,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,59,60,220059,1388,0.9999999999850304,Fluo-N2DL-HeLa/02/t059,59,358,432,5,5,Fluo-N2DL-HeLa/02/t060,60,358,432,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01251,ctc_Fluo-N2DL-HeLa_02_f077_s865_to_f078_t865,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,77,78,220077,1391,0.999999999985024,Fluo-N2DL-HeLa/02/t077,77,787,665,5,5,Fluo-N2DL-HeLa/02/t078,78,787,665,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01252,ctc_Fluo-N2DL-HeLa_02_f063_s785_to_f064_t785,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,63,64,220063,1393,0.9999999999850132,Fluo-N2DL-HeLa/02/t063,63,445,624,5,5,Fluo-N2DL-HeLa/02/t064,64,445,624,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01253,ctc_Fluo-N2DL-HeLa_02_f021_s338_to_f022_t338,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,21,22,220021,1404,0.99999999998492,Fluo-N2DL-HeLa/02/t021,21,569,229,5,5,Fluo-N2DL-HeLa/02/t022,22,569,229,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01254,ctc_Fluo-N2DL-HeLa_02_f024_s454_to_f025_t454,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,24,25,220024,1406,0.9999999999849144,Fluo-N2DL-HeLa/02/t024,24,643,137,5,5,Fluo-N2DL-HeLa/02/t025,25,643,137,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01255,ctc_Fluo-N2DL-HeLa_02_f027_s656_to_f028_t656,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,27,28,220027,1409,0.9999999999848928,Fluo-N2DL-HeLa/02/t027,27,758,349,5,5,Fluo-N2DL-HeLa/02/t028,28,758,349,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01256,ctc_Fluo-N2DL-HeLa_02_f030_s683_to_f031_t683,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,30,31,220030,1412,0.9999999999848728,Fluo-N2DL-HeLa/02/t030,30,672,448,5,5,Fluo-N2DL-HeLa/02/t031,31,672,448,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01257,ctc_Fluo-N2DL-HeLa_02_f070_s865_to_f071_t865,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,70,71,220070,1451,0.99999999998444,Fluo-N2DL-HeLa/02/t070,70,802,660,5,5,Fluo-N2DL-HeLa/02/t071,71,802,660,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01258,ctc_Fluo-N2DL-HeLa_02_f030_s737_to_f031_t737,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,30,31,220030,1460,0.999999999984341,Fluo-N2DL-HeLa/02/t030,30,389,478,5,5,Fluo-N2DL-HeLa/02/t031,31,389,478,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01259,ctc_Fluo-N2DL-HeLa_02_f074_s407_to_f075_t407,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,74,75,220074,1461,0.9999999999843314,Fluo-N2DL-HeLa/02/t074,74,634,177,5,5,Fluo-N2DL-HeLa/02/t075,75,634,177,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01260,ctc_PhC-C2DH-U373_02_f061_s3_to_f062_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,61,62,320061,1462,0.999999999984318,PhC-C2DH-U373/02/t061,61,175,178,9,9,PhC-C2DH-U373/02/t062,62,175,178,10,10,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01261,ctc_Fluo-N2DL-HeLa_02_f061_s814_to_f062_t814,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,61,62,220061,1465,0.9999999999842732,Fluo-N2DL-HeLa/02/t061,61,611,627,5,5,Fluo-N2DL-HeLa/02/t062,62,611,627,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01262,ctc_Fluo-N2DL-HeLa_02_f069_s317_to_f070_t317,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,69,70,220069,1468,0.9999999999842542,Fluo-N2DL-HeLa/02/t069,69,479,114,5,5,Fluo-N2DL-HeLa/02/t070,70,479,114,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01263,ctc_Fluo-N2DL-HeLa_02_f060_s297_to_f061_t297,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,60,61,220060,1472,0.9999999999842332,Fluo-N2DL-HeLa/02/t060,60,369,382,5,5,Fluo-N2DL-HeLa/02/t061,61,369,382,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01264,ctc_Fluo-N2DL-HeLa_02_f067_s554_to_f068_t554,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,67,68,220067,1475,0.9999999999842236,Fluo-N2DL-HeLa/02/t067,67,773,72,5,5,Fluo-N2DL-HeLa/02/t068,68,773,72,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01265,ctc_Fluo-N2DL-HeLa_02_f062_s814_to_f063_t814,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,62,63,220062,1477,0.9999999999841978,Fluo-N2DL-HeLa/02/t062,62,611,627,5,5,Fluo-N2DL-HeLa/02/t063,63,611,627,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01266,ctc_PhC-C2DH-U373_02_f066_s4_to_f067_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,66,67,320066,1487,0.9999999999840844,PhC-C2DH-U373/02/t066,66,571,173,9,9,PhC-C2DH-U373/02/t067,67,571,173,10,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01267,ctc_PhC-C2DH-U373_02_f000_s3_to_f001_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,0,1,320000,1489,0.999999999984072,PhC-C2DH-U373/02/t000,0,195,181,9,9,PhC-C2DH-U373/02/t001,1,193,179,13,13,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01268,ctc_PhC-C2DH-U373_02_f013_s4_to_f014_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,13,14,320013,1493,0.9999999999840424,PhC-C2DH-U373/02/t013,13,548,96,10,9,PhC-C2DH-U373/02/t014,14,548,96,9,10,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01269,ctc_Fluo-N2DL-HeLa_02_f065_s785_to_f066_t785,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,65,66,220065,1506,0.9999999999838992,Fluo-N2DL-HeLa/02/t065,65,445,624,5,5,Fluo-N2DL-HeLa/02/t066,66,445,624,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01270,ctc_Fluo-N2DL-HeLa_02_f069_s674_to_f070_t674,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,69,70,220069,1508,0.99999999998388,Fluo-N2DL-HeLa/02/t069,69,711,391,5,5,Fluo-N2DL-HeLa/02/t070,70,711,391,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01271,ctc_Fluo-N2DL-HeLa_02_f065_s676_to_f066_t676,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,65,66,220065,1510,0.9999999999838728,Fluo-N2DL-HeLa/02/t065,65,682,405,5,5,Fluo-N2DL-HeLa/02/t066,66,682,405,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01272,ctc_Fluo-N2DL-HeLa_02_f070_s554_to_f071_t554,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,70,71,220070,1525,0.9999999999837536,Fluo-N2DL-HeLa/02/t070,70,773,72,5,5,Fluo-N2DL-HeLa/02/t071,71,773,72,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01273,ctc_Fluo-N2DL-HeLa_02_f003_s701_to_f004_t701,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,3,4,220003,1532,0.9999999999836604,Fluo-N2DL-HeLa/02/t003,3,835,420,5,5,Fluo-N2DL-HeLa/02/t004,4,835,420,6,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01274,ctc_Fluo-N2DL-HeLa_02_f029_s857_to_f030_t857,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,29,30,220029,1548,0.9999999999835304,Fluo-N2DL-HeLa/02/t029,29,782,569,5,5,Fluo-N2DL-HeLa/02/t030,30,782,569,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01275,ctc_Fluo-N2DL-HeLa_02_f017_s259_to_f018_t259,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,17,18,220017,1555,0.999999999983484,Fluo-N2DL-HeLa/02/t017,17,458,370,5,5,Fluo-N2DL-HeLa/02/t018,18,458,370,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01276,ctc_Fluo-N2DL-HeLa_02_f068_s552_to_f069_t552,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,68,69,220068,1560,0.9999999999834324,Fluo-N2DL-HeLa/02/t068,68,760,41,5,5,Fluo-N2DL-HeLa/02/t069,69,760,41,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01277,ctc_Fluo-N2DL-HeLa_02_f056_s566_to_f057_t566,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,56,57,220056,1564,0.9999999999833498,Fluo-N2DL-HeLa/02/t056,56,727,117,5,5,Fluo-N2DL-HeLa/02/t057,57,727,117,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01278,ctc_PhC-C2DH-U373_02_f016_s3_to_f017_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,16,17,320016,1571,0.9999999999832913,PhC-C2DH-U373/02/t016,16,192,167,11,11,PhC-C2DH-U373/02/t017,17,190,167,13,11,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01279,ctc_Fluo-N2DL-HeLa_02_f068_s872_to_f069_t872,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,68,69,220068,1575,0.999999999983223,Fluo-N2DL-HeLa/02/t068,68,961,669,5,5,Fluo-N2DL-HeLa/02/t069,69,961,669,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01280,ctc_PhC-C2DH-U373_02_f028_s4_to_f029_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,28,29,320028,1578,0.9999999999831752,PhC-C2DH-U373/02/t028,28,545,138,9,9,PhC-C2DH-U373/02/t029,29,546,137,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01281,ctc_Fluo-N2DL-HeLa_02_f020_s296_to_f021_t296,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,20,21,220020,1579,0.9999999999831626,Fluo-N2DL-HeLa/02/t020,20,395,386,5,5,Fluo-N2DL-HeLa/02/t021,21,395,386,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01282,ctc_Fluo-N2DL-HeLa_02_f061_s721_to_f062_t721,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,61,62,220061,1586,0.9999999999831032,Fluo-N2DL-HeLa/02/t061,61,918,281,5,5,Fluo-N2DL-HeLa/02/t062,62,918,281,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01283,ctc_PhC-C2DH-U373_02_f013_s1_to_f014_t1,calibration,True,False,False,0,,,PhC-C2DH-U373,2,13,14,320013,1593,0.9999999999830258,PhC-C2DH-U373/02/t013,13,56,253,9,9,PhC-C2DH-U373/02/t014,14,57,252,9,10,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01284,ctc_Fluo-N2DL-HeLa_02_f066_s565_to_f067_t565,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,66,67,220066,1594,0.9999999999830108,Fluo-N2DL-HeLa/02/t066,66,806,152,5,5,Fluo-N2DL-HeLa/02/t067,67,806,152,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01285,ctc_Fluo-N2DL-HeLa_02_f065_s810_to_f066_t810,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,65,66,220065,1595,0.9999999999830104,Fluo-N2DL-HeLa/02/t065,65,665,589,5,5,Fluo-N2DL-HeLa/02/t066,66,665,589,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01286,ctc_Fluo-N2DL-HeLa_02_f062_s764_to_f063_t764,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,62,63,220062,1602,0.999999999982971,Fluo-N2DL-HeLa/02/t062,62,391,636,5,5,Fluo-N2DL-HeLa/02/t063,63,391,636,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01287,ctc_Fluo-N2DL-HeLa_02_f074_s334_to_f075_t334,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,74,75,220074,1604,0.9999999999829632,Fluo-N2DL-HeLa/02/t074,74,560,213,5,5,Fluo-N2DL-HeLa/02/t075,75,560,213,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01288,ctc_PhC-C2DH-U373_02_f082_s12_to_f083_t12,calibration,True,False,False,0,,,PhC-C2DH-U373,2,82,83,320082,1607,0.9999999999829384,PhC-C2DH-U373/02/t082,82,485,441,3,3,PhC-C2DH-U373/02/t083,83,485,439,3,3,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01289,ctc_Fluo-N2DL-HeLa_02_f064_s552_to_f065_t552,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,64,65,220064,1610,0.9999999999829332,Fluo-N2DL-HeLa/02/t064,64,755,41,5,5,Fluo-N2DL-HeLa/02/t065,65,755,41,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01290,ctc_Fluo-N2DL-HeLa_02_f078_s865_to_f079_t865,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,78,79,220078,1620,0.9999999999828252,Fluo-N2DL-HeLa/02/t078,78,787,665,5,5,Fluo-N2DL-HeLa/02/t079,79,787,665,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01291,ctc_Fluo-N2DL-HeLa_02_f080_s712_to_f081_t712,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,80,81,220080,1632,0.9999999999827112,Fluo-N2DL-HeLa/02/t080,80,862,271,5,5,Fluo-N2DL-HeLa/02/t081,81,862,271,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01292,ctc_PhC-C2DH-U373_02_f041_s18_to_f042_t18,calibration,True,False,False,0,,,PhC-C2DH-U373,2,41,42,320041,1643,0.9999999999826136,PhC-C2DH-U373/02/t041,41,60,447,5,5,PhC-C2DH-U373/02/t042,42,60,445,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01293,ctc_Fluo-N2DL-HeLa_02_f029_s452_to_f030_t452,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,29,30,220029,1648,0.999999999982579,Fluo-N2DL-HeLa/02/t029,29,646,73,5,5,Fluo-N2DL-HeLa/02/t030,30,646,73,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01294,ctc_Fluo-N2DL-HeLa_02_f066_s872_to_f067_t872,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,66,67,220066,1666,0.9999999999823552,Fluo-N2DL-HeLa/02/t066,66,961,669,5,5,Fluo-N2DL-HeLa/02/t067,67,961,669,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01295,ctc_PhC-C2DH-U373_02_f078_s4_to_f079_t4,calibration,True,False,False,0,,,PhC-C2DH-U373,2,78,79,320078,1671,0.9999999999823304,PhC-C2DH-U373/02/t078,78,578,187,9,9,PhC-C2DH-U373/02/t079,79,578,188,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01296,ctc_PhC-C2DH-U373_02_f018_s3_to_f019_t3,calibration,True,False,False,0,,,PhC-C2DH-U373,2,18,19,320018,1678,0.9999999999822328,PhC-C2DH-U373/02/t018,18,187,172,11,11,PhC-C2DH-U373/02/t019,19,186,172,12,11,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01297,ctc_Fluo-N2DL-HeLa_02_f063_s568_to_f064_t568,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,63,64,220063,1688,0.9999999999821604,Fluo-N2DL-HeLa/02/t063,63,747,148,5,5,Fluo-N2DL-HeLa/02/t064,64,747,148,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01298,ctc_PhC-C2DH-U373_02_f034_s11_to_f035_t11,calibration,True,False,False,0,,,PhC-C2DH-U373,2,34,35,320034,1691,0.9999999999821388,PhC-C2DH-U373/02/t034,34,548,458,5,5,PhC-C2DH-U373/02/t035,35,546,458,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01299,ctc_Fluo-N2DL-HeLa_02_f067_s838_to_f068_t838,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,67,68,220067,1694,0.999999999982116,Fluo-N2DL-HeLa/02/t067,67,702,517,5,5,Fluo-N2DL-HeLa/02/t068,68,702,517,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01300,ctc_Fluo-N2DL-HeLa_02_f064_s546_to_f065_t546,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,64,65,220064,1702,0.9999999999819462,Fluo-N2DL-HeLa/02/t064,64,1011,450,5,5,Fluo-N2DL-HeLa/02/t065,65,1011,450,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01301,ctc_Fluo-N2DL-HeLa_02_f064_s865_to_f065_t865,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,64,65,220064,1705,0.99999999998191,Fluo-N2DL-HeLa/02/t064,64,804,664,5,5,Fluo-N2DL-HeLa/02/t065,65,804,664,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01302,ctc_PhC-C2DH-U373_02_f044_s14_to_f045_t14,calibration,True,False,False,0,,,PhC-C2DH-U373,2,44,45,320044,1711,0.999999999981798,PhC-C2DH-U373/02/t044,44,68,461,5,5,PhC-C2DH-U373/02/t045,45,66,462,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01303,ctc_Fluo-N2DL-HeLa_02_f081_s712_to_f082_t712,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,81,82,220081,1712,0.999999999981788,Fluo-N2DL-HeLa/02/t081,81,862,271,5,5,Fluo-N2DL-HeLa/02/t082,82,862,271,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01304,ctc_Fluo-N2DL-HeLa_02_f062_s836_to_f063_t836,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,62,63,220062,1715,0.9999999999817396,Fluo-N2DL-HeLa/02/t062,62,651,508,5,5,Fluo-N2DL-HeLa/02/t063,63,651,508,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01305,ctc_Fluo-N2DL-HeLa_02_f061_s557_to_f062_t557,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,61,62,220061,1718,0.9999999999816658,Fluo-N2DL-HeLa/02/t061,61,695,64,5,5,Fluo-N2DL-HeLa/02/t062,62,695,64,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01306,ctc_Fluo-N2DL-HeLa_02_f068_s678_to_f069_t678,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,68,69,220068,1725,0.999999999981565,Fluo-N2DL-HeLa/02/t068,68,692,426,5,5,Fluo-N2DL-HeLa/02/t069,69,692,426,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-01307,ctc_Fluo-N2DL-HeLa_02_f070_s550_to_f071_t550,calibration,True,False,False,0,,,Fluo-N2DL-HeLa,2,70,71,220070,1727,0.999999999981551,Fluo-N2DL-HeLa/02/t070,70,725,27,5,5,Fluo-N2DL-HeLa/02/t071,71,725,27,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
