material_id,formula,n_sites,e_form_per_atom_mp2020_corrected,e_above_hull_mp2020_corrected_ppd_mp,wyckoff_spglib,unique_prototype,chemical_system,n_elements,first_two_elements,composition_family_pair,composition_family_anchor,wyckoff_family,stable_DFT,candidate_id,block_id,structure_ref,structure_sha256
wbm-1-18201,As1 Ga2 Sb1,4.0,-0.272005,0.030643,AB2C_tP4_115_a_g_c:As-Ga-Sb,True,As-Ga-Sb,3,As-Ga,3|As-Ga,3|As,AB2C_tP4_115_a_g,False,wbm-1-18201,3|As-Ga,step_1.json.bz2::entry_18200,
wbm-1-18202,Au3 Ga2,5.0,-0.159076,0.024485,A3B2_hP5_164_ad_d:Au-Ga,True,Au-Ga,2,Au-Ga,2|Au-Ga,2|Au,A3B2_hP5_164_ad,False,wbm-1-18202,2|Au-Ga,step_1.json.bz2::entry_18201,
wbm-1-18205,Ba2 Ga4 Ir2,8.0,-0.510262,-0.113894,AB2C_oC16_63_c_f_c:Ba-Ga-Ir,True,Ba-Ga-Ir,3,Ba-Ga,3|Ba-Ga,3|Ba,AB2C_oC16_63_c_f,True,wbm-1-18205,3|Ba-Ga,step_1.json.bz2::entry_18204,
wbm-1-18207,Ba2 Ga4,6.0,-0.372327,0.090972,AB2_cF24_227_a_d:Ba-Ga,True,Ba-Ga,2,Ba-Ga,2|Ba-Ga,2|Ba,AB2_cF24_227_a,False,wbm-1-18207,2|Ba-Ga,step_1.json.bz2::entry_18206,
wbm-1-18209,Bi1 Ga2,3.0,0.094791,0.094784,AB2_oC6_65_a_h:Bi-Ga,True,Bi-Ga,2,Bi-Ga,2|Bi-Ga,2|Bi,AB2_oC6_65_a,False,wbm-1-18209,2|Bi-Ga,step_1.json.bz2::entry_18208,
wbm-1-18212,Br8 Ga2 Ir1,11.0,-0.991341,0.141494,A8B2C_mC22_12_2ij_i_a:Br-Ga-Ir,True,Br-Ga-Ir,3,Br-Ga,3|Br-Ga,3|Br,A8B2C_mC22_12_2ij_i,False,wbm-1-18212,3|Br-Ga,step_1.json.bz2::entry_18211,
wbm-1-18217,Cd1 Ga2 Sn1 Te4,8.0,-0.364531,0.214628,AB2CD4_tI16_121_a_c_b_i:Cd-Ga-Sn-Te,True,Cd-Ga-Sn-Te,4,Cd-Ga,4|Cd-Ga,4|Cd,AB2CD4_tI16_121_a_c_b,False,wbm-1-18217,4|Cd-Ga,step_1.json.bz2::entry_18216,
wbm-1-18218,Cd1 Ga2 Te4,7.0,-0.604009,0.017447,AB2C4_tI14_121_a_d_i:Cd-Ga-Te,True,Cd-Ga-Te,3,Cd-Ga,3|Cd-Ga,3|Cd,AB2C4_tI14_121_a_d,False,wbm-1-18218,3|Cd-Ga,step_1.json.bz2::entry_18217,
wbm-1-18219,Cd2 Ga4,6.0,0.06245,0.062444,AB2_hP6_194_b_f:Cd-Ga,True,Cd-Ga,2,Cd-Ga,2|Cd-Ga,2|Cd,AB2_hP6_194_b,False,wbm-1-18219,2|Cd-Ga,step_1.json.bz2::entry_18218,
wbm-1-18220,Ce6 Ga4,10.0,-0.34229,0.04195,A3B2_tP10_127_ah_g:Ce-Ga,True,Ce-Ga,2,Ce-Ga,2|Ce-Ga,2|Ce,A3B2_tP10_127_ah,False,wbm-1-18220,2|Ce-Ga,step_1.json.bz2::entry_18219,
wbm-1-18221,Ce1 Ga2 Pt3,6.0,-0.844016,-0.012504,AB2C3_hP6_191_a_c_g:Ce-Ga-Pt,True,Ce-Ga-Pt,3,Ce-Ga,3|Ce-Ga,3|Ce,AB2C3_hP6_191_a_c,True,wbm-1-18221,3|Ce-Ga,step_1.json.bz2::entry_18220,
wbm-1-18225,Dy4 Ga8,12.0,-0.510148,0.132402,AB2_tI24_141_e_2e:Dy-Ga,True,Dy-Ga,2,Dy-Ga,2|Dy-Ga,2|Dy,AB2_tI24_141_e_2e,False,wbm-1-18225,2|Dy-Ga,step_1.json.bz2::entry_18224,
wbm-1-18228,Er4 Ga8,12.0,-0.514633,0.095199,AB2_tI24_141_e_2e:Er-Ga,True,Er-Ga,2,Er-Ga,2|Er-Ga,2|Er,AB2_tI24_141_e_2e,False,wbm-1-18228,2|Er-Ga,step_1.json.bz2::entry_18227,
wbm-1-18232,Ga8 Gd4,12.0,-0.508735,0.145924,A2B_tI24_141_2e_e:Ga-Gd,True,Ga-Gd,2,Ga-Gd,2|Ga-Gd,2|Ga,A2B_tI24_141_2e,False,wbm-1-18232,2|Ga-Gd,step_1.json.bz2::entry_18231,
wbm-1-18237,Ga2 Ge2 Sr3,7.0,-0.589405,-0.020251,A2B2C3_oI14_71_e_f_af:Ga-Ge-Sr,True,Ga-Ge-Sr,3,Ga-Ge,3|Ga-Ge,3|Ga,A2B2C3_oI14_71_e_f,True,wbm-1-18237,3|Ga-Ge,step_1.json.bz2::entry_18236,
wbm-1-18241,Ga2 Ge1 Hg1 Te4,8.0,-0.260626,0.21403,A2BCD4_tI16_121_c_a_b_i:Ga-Ge-Hg-Te,True,Ga-Ge-Hg-Te,4,Ga-Ge,4|Ga-Ge,4|Ga,A2BCD4_tI16_121_c_a_b,False,wbm-1-18241,4|Ga-Ge,step_1.json.bz2::entry_18240,
wbm-1-18242,Ga4 Hf6,10.0,-0.447683,0.006891,A2B3_tP10_127_g_ah:Ga-Hf,True,Ga-Hf,2,Ga-Hf,2|Ga-Hf,2|Ga,A2B3_tP10_127_g,False,wbm-1-18242,2|Ga-Hf,step_1.json.bz2::entry_18241,
wbm-1-18246,Ga8 Ho4,12.0,-0.516971,0.109831,A2B_tI24_141_2e_e:Ga-Ho,True,Ga-Ho,2,Ga-Ho,2|Ga-Ho,2|Ga,A2B_tI24_141_2e,False,wbm-1-18246,2|Ga-Ho,step_1.json.bz2::entry_18245,
wbm-1-18249,Au1 Ga2 I8,11.0,-0.681664,-0.018513,AB2C8_mC22_12_a_i_2ij:Au-Ga-I,True,Au-Ga-I,3,Au-Ga,3|Au-Ga,3|Au,AB2C8_mC22_12_a_i_2ij,True,wbm-1-18249,3|Au-Ga,step_1.json.bz2::entry_18248,
wbm-1-18250,Ga2 I8 Ir1,11.0,-0.612102,0.101886,A2B8C_mC22_12_i_2ij_a:Ga-I-Ir,True,Ga-I-Ir,3,Ga-I,3|Ga-I,3|Ga,A2B8C_mC22_12_i_2ij,False,wbm-1-18250,3|Ga-I,step_1.json.bz2::entry_18249,
wbm-1-18253,Ga2 In2 La1,5.0,-0.374366,0.049954,A2B2C_tI10_139_e_d_a:Ga-In-La,True,Ga-In-La,3,Ga-In,3|Ga-In,3|Ga,A2B2C_tI10_139_e_d,False,wbm-1-18253,3|Ga-In,step_1.json.bz2::entry_18252,
wbm-1-18254,Ga4 In2,6.0,0.040492,0.040484,A2B_oC12_65_acg_h:Ga-In,True,Ga-In,2,Ga-In,2|Ga-In,2|Ga,A2B_oC12_65_acg,False,wbm-1-18254,2|Ga-In,step_1.json.bz2::entry_18253,
wbm-1-18257,Ga2 Ir1 Pt1,4.0,-0.388702,0.125795,A2BC_cF16_225_c_a_b:Ga-Ir-Pt,True,Ga-Ir-Pt,3,Ga-Ir,3|Ga-Ir,3|Ga,A2BC_cF16_225_c_a,False,wbm-1-18257,3|Ga-Ir,step_1.json.bz2::entry_18256,
wbm-1-18258,Ga2 Ir1,3.0,-0.388572,0.062308,A2B_cF12_225_c_a:Ga-Ir,True,Ga-Ir,2,Ga-Ir,2|Ga-Ir,2|Ga,A2B_cF12_225_c,False,wbm-1-18258,2|Ga-Ir,step_1.json.bz2::entry_18257,
wbm-1-18261,Ga2 La3 Pt4,9.0,-1.015465,0.037688,A2B3C4_mC18_12_i_ai_2i:Ga-La-Pt,True,Ga-La-Pt,3,Ga-La,3|Ga-La,3|Ga,A2B3C4_mC18_12_i_ai_2i,False,wbm-1-18261,3|Ga-La,step_1.json.bz2::entry_18260,
wbm-1-18263,Ga4 La2,6.0,-0.597,0.106581,A2B_cF24_227_c_b:Ga-La,True,Ga-La,2,Ga-La,2|Ga-La,2|Ga,A2B_cF24_227_c,False,wbm-1-18263,2|Ga-La,step_1.json.bz2::entry_18262,
wbm-1-18266,Ga8 Lu4,12.0,-0.497296,0.078102,A2B_tI24_141_2e_e:Ga-Lu,True,Ga-Lu,2,Ga-Lu,2|Ga-Lu,2|Ga,A2B_tI24_141_2e,False,wbm-1-18266,2|Ga-Lu,step_1.json.bz2::entry_18265,
wbm-1-18270,Ga2 Nb1 Ru1,4.0,-0.113752,0.296993,A2BC_cF16_225_c_a_b:Ga-Nb-Ru,True,Ga-Nb-Ru,3,Ga-Nb,3|Ga-Nb,3|Ga,A2BC_cF16_225_c_a,False,wbm-1-18270,3|Ga-Nb,step_1.json.bz2::entry_18269,
wbm-1-18271,Ga8 Nb4,12.0,-0.287759,0.033742,A2B_tI24_141_2e_e:Ga-Nb,True,Ga-Nb,2,Ga-Nb,2|Ga-Nb,2|Ga,A2B_tI24_141_2e,False,wbm-1-18271,2|Ga-Nb,step_1.json.bz2::entry_18270,
wbm-1-18274,Ga4 Nd2,6.0,-0.488185,0.204777,A2B_oC12_65_acg_h:Ga-Nd,True,Ga-Nd,2,Ga-Nd,2|Ga-Nd,2|Ga,A2B_oC12_65_acg,False,wbm-1-18274,2|Ga-Nd,step_1.json.bz2::entry_18273,
wbm-1-18276,Ga2 Os1,3.0,-0.13033,0.108096,A2B_tI6_139_e_a:Ga-Os,True,Ga-Os,2,Ga-Os,2|Ga-Os,2|Ga,A2B_tI6_139_e,False,wbm-1-18276,2|Ga-Os,step_1.json.bz2::entry_18275,
wbm-1-18279,Ga20 Hf10 Pd10,40.0,-0.605416,0.003138,A2BC_tI80_107_c2de_2acd_bcd:Ga-Hf-Pd,True,Ga-Hf-Pd,3,Ga-Hf,3|Ga-Hf,3|Ga,A2BC_tI80_107_c2de_2acd,False,wbm-1-18279,3|Ga-Hf,step_1.json.bz2::entry_18278,
wbm-1-18282,Ga4 Pd2,6.0,-0.420814,0.060948,A2B_tI12_140_h_a:Ga-Pd,True,Ga-Pd,2,Ga-Pd,2|Ga-Pd,2|Ga,A2B_tI12_140_h,False,wbm-1-18282,2|Ga-Pd,step_1.json.bz2::entry_18281,
wbm-1-18286,Ga4 Pr2,6.0,-0.628648,0.064915,A2B_oI12_74_h_e:Ga-Pr,True,Ga-Pr,2,Ga-Pr,2|Ga-Pr,2|Ga,A2B_oI12_74_h,False,wbm-1-18286,2|Ga-Pr,step_1.json.bz2::entry_18285,
wbm-1-18287,Ga4 Pt2,6.0,-0.466524,0.114533,A2B_tI12_140_h_a:Ga-Pt,True,Ga-Pt,2,Ga-Pt,2|Ga-Pt,2|Ga,A2B_tI12_140_h,False,wbm-1-18287,2|Ga-Pt,step_1.json.bz2::entry_18286,
wbm-1-18289,Ga8 Pu4,12.0,-0.116402,0.299377,A2B_tI24_141_2e_e:Ga-Pu,True,Ga-Pu,2,Ga-Pu,2|Ga-Pu,2|Ga,A2B_tI24_141_2e,False,wbm-1-18289,2|Ga-Pu,step_1.json.bz2::entry_18288,
wbm-1-18291,Bi1 Ga2 Rb1,4.0,0.020688,0.243447,AB2C_cF16_225_a_c_b:Bi-Ga-Rb,True,Bi-Ga-Rb,3,Bi-Ga,3|Bi-Ga,3|Bi,AB2C_cF16_225_a_c,False,wbm-1-18291,3|Bi-Ga,step_1.json.bz2::entry_18290,
wbm-1-18292,Ga4 Re2,6.0,-0.007469,0.076578,A2B_oF24_70_e_a:Ga-Re,True,Ga-Re,2,Ga-Re,2|Ga-Re,2|Ga,A2B_oF24_70_e,False,wbm-1-18292,2|Ga-Re,step_1.json.bz2::entry_18291,
wbm-1-18298,Ga2 Os1 Rh1,4.0,-0.302374,0.128425,A2BC_cF16_225_c_a_b:Ga-Os-Rh,True,Ga-Os-Rh,3,Ga-Os,3|Ga-Os,3|Ga,A2BC_cF16_225_c_a,False,wbm-1-18298,3|Ga-Os,step_1.json.bz2::entry_18297,
wbm-1-18299,Ga2 Pd1 Rh1,4.0,-0.589213,0.082077,A2BC_cF16_225_c_a_b:Ga-Pd-Rh,True,Ga-Pd-Rh,3,Ga-Pd,3|Ga-Pd,3|Ga,A2BC_cF16_225_c_a,False,wbm-1-18299,3|Ga-Pd,step_1.json.bz2::entry_18298,
wbm-1-18300,Ga2 Pt1 Rh1,4.0,-0.559723,0.095259,A2BC_cF16_225_c_a_b:Ga-Pt-Rh,True,Ga-Pt-Rh,3,Ga-Pt,3|Ga-Pt,3|Ga,A2BC_cF16_225_c_a,False,wbm-1-18300,3|Ga-Pt,step_1.json.bz2::entry_18299,
wbm-1-18301,Ga2 Rh1,3.0,-0.453348,0.095378,A2B_cF12_225_c_a:Ga-Rh,True,Ga-Rh,2,Ga-Rh,2|Ga-Rh,2|Ga,A2B_cF12_225_c,False,wbm-1-18301,2|Ga-Rh,step_1.json.bz2::entry_18300,
wbm-1-18305,Dy1 Ga2 Ru1,4.0,-0.427756,0.124922,AB2C_cF16_225_a_c_b:Dy-Ga-Ru,True,Dy-Ga-Ru,3,Dy-Ga,3|Dy-Ga,3|Dy,AB2C_cF16_225_a_c,False,wbm-1-18305,3|Dy-Ga,step_1.json.bz2::entry_18304,
wbm-1-18306,Er1 Ga2 Ru1,4.0,-0.441714,0.113394,AB2C_cF16_225_a_c_b:Er-Ga-Ru,True,Er-Ga-Ru,3,Er-Ga,3|Er-Ga,3|Er,AB2C_cF16_225_a_c,False,wbm-1-18306,3|Er-Ga,step_1.json.bz2::entry_18305,
wbm-1-18307,Eu1 Ga2 Ru1,4.0,-0.181608,0.239438,AB2C_cF16_225_a_c_b:Eu-Ga-Ru,True,Eu-Ga-Ru,3,Eu-Ga,3|Eu-Ga,3|Eu,AB2C_cF16_225_a_c,False,wbm-1-18307,3|Eu-Ga,step_1.json.bz2::entry_18306,
wbm-1-18309,Ga2 Ho1 Ru1,4.0,-0.435104,0.121476,A2BC_cF16_225_c_a_b:Ga-Ho-Ru,True,Ga-Ho-Ru,3,Ga-Ho,3|Ga-Ho,3|Ga,A2BC_cF16_225_c_a,False,wbm-1-18309,3|Ga-Ho,step_1.json.bz2::entry_18308,
wbm-1-18313,Ga2 Lu1 Ru1,4.0,-0.448828,0.05216,A2BC_cF16_225_c_a_b:Ga-Lu-Ru,True,Ga-Lu-Ru,3,Ga-Lu,3|Ga-Lu,3|Ga,A2BC_cF16_225_c_a,False,wbm-1-18313,3|Ga-Lu,step_1.json.bz2::entry_18312,
wbm-1-18314,Ga2 Nd1 Ru1,4.0,-0.316923,0.202799,A2BC_cF16_225_c_a_b:Ga-Nd-Ru,True,Ga-Nd-Ru,3,Ga-Nd,3|Ga-Nd,3|Ga,A2BC_cF16_225_c_a,False,wbm-1-18314,3|Ga-Nd,step_1.json.bz2::entry_18313,
wbm-1-18316,Ga2 Pr1 Ru1,4.0,-0.2858,0.234373,A2BC_cF16_225_c_a_b:Ga-Pr-Ru,True,Ga-Pr-Ru,3,Ga-Pr,3|Ga-Pr,3|Ga,A2BC_cF16_225_c_a,False,wbm-1-18316,3|Ga-Pr,step_1.json.bz2::entry_18315,
wbm-1-18318,Ga2 Pu1 Ru1,4.0,-0.212955,0.131055,A2BC_cF16_225_c_a_b:Ga-Pu-Ru,True,Ga-Pu-Ru,3,Ga-Pu,3|Ga-Pu,3|Ga,A2BC_cF16_225_c_a,False,wbm-1-18318,3|Ga-Pu,step_1.json.bz2::entry_18317,
wbm-1-18319,Ga2 Ru1 Sm1,4.0,-0.36417,0.18345,A2BC_cF16_225_c_a_b:Ga-Ru-Sm,True,Ga-Ru-Sm,3,Ga-Ru,3|Ga-Ru,3|Ga,A2BC_cF16_225_c_a,False,wbm-1-18319,3|Ga-Ru,step_1.json.bz2::entry_18318,
wbm-1-18323,Ga2 Ru1,3.0,-0.330714,0.082666,A2B_tI6_139_e_a:Ga-Ru,True,Ga-Ru,2,Ga-Ru,2|Ga-Ru,2|Ga,A2B_tI6_139_e,False,wbm-1-18323,2|Ga-Ru,step_1.json.bz2::entry_18322,
wbm-1-18328,Ga4 Se6,10.0,-0.86698,0.001172,A2B3_tI20_109_b_ab:Ga-Se,True,Ga-Se,2,Ga-Se,2|Ga-Se,2|Ga,A2B3_tI20_109_b,False,wbm-1-18328,2|Ga-Se,step_1.json.bz2::entry_18327,
wbm-1-18336,Ga2 Se4 Sr1,7.0,-1.305946,0.018307,A2B4C_tI14_97_c_j_a:Ga-Se-Sr,True,Ga-Se-Sr,3,Ga-Se,3|Ga-Se,3|Ga,A2B4C_tI14_97_c_j,False,wbm-1-18336,3|Ga-Se,step_1.json.bz2::entry_18335,
wbm-1-18338,Ga4 Sm2,6.0,-0.5099,0.174752,A2B_oC12_65_acg_h:Ga-Sm,True,Ga-Sm,2,Ga-Sm,2|Ga-Sm,2|Ga,A2B_oC12_65_acg,False,wbm-1-18338,2|Ga-Sm,step_1.json.bz2::entry_18337,
wbm-1-18341,Ga2 Hg1 Sn1 Te4,8.0,-0.290514,0.216182,A2BCD4_tI16_121_c_a_b_i:Ga-Hg-Sn-Te,True,Ga-Hg-Sn-Te,4,Ga-Hg,4|Ga-Hg,4|Ga,A2BCD4_tI16_121_c_a_b,False,wbm-1-18341,4|Ga-Hg,step_1.json.bz2::entry_18340,
wbm-1-18342,Ga2 Sn2 Sr3,7.0,-0.601992,-0.001348,A2B2C3_oI14_71_e_f_af:Ga-Sn-Sr,True,Ga-Sn-Sr,3,Ga-Sn,3|Ga-Sn,3|Ga,A2B2C3_oI14_71_e_f,True,wbm-1-18342,3|Ga-Sn,step_1.json.bz2::entry_18341,
wbm-1-18345,Ga2 Hg2 Sr1,5.0,-0.33651,0.046502,A2B2C_tI10_139_e_d_a:Ga-Hg-Sr,True,Ga-Hg-Sr,3,Ga-Hg,3|Ga-Hg,3|Ga,A2B2C_tI10_139_e_d,False,wbm-1-18345,3|Ga-Hg,step_1.json.bz2::entry_18344,
wbm-1-18351,Ga4 Rh4 Sr2,10.0,-0.672148,0.028705,A2B2C_tP10_129_ac_bc_c:Ga-Rh-Sr,True,Ga-Rh-Sr,3,Ga-Rh,3|Ga-Rh,3|Ga,A2B2C_tP10_129_ac_bc,False,wbm-1-18351,3|Ga-Rh,step_1.json.bz2::entry_18350,
wbm-1-18353,Ga2 Sr1 Te4,7.0,-0.915395,0.072297,A2BC4_tI14_87_d_a_h:Ga-Sr-Te,True,Ga-Sr-Te,3,Ga-Sr,3|Ga-Sr,3|Ga,A2BC4_tI14_87_d_a,False,wbm-1-18353,3|Ga-Sr,step_1.json.bz2::entry_18352,
wbm-1-18354,Ga4 Sr2,6.0,-0.403893,0.096232,A2B_cF24_227_c_b:Ga-Sr,True,Ga-Sr,2,Ga-Sr,2|Ga-Sr,2|Ga,A2B_cF24_227_c,False,wbm-1-18354,2|Ga-Sr,step_1.json.bz2::entry_18353,
wbm-1-18356,Ga8 Ta4,12.0,-0.131986,0.063001,A2B_tI24_141_2e_e:Ga-Ta,True,Ga-Ta,2,Ga-Ta,2|Ga-Ta,2|Ga,A2B_tI24_141_2e,False,wbm-1-18356,2|Ga-Ta,step_1.json.bz2::entry_18355,
wbm-1-18358,Ga4 Tb6,10.0,-0.511182,0.021085,A2B3_tP10_127_g_ah:Ga-Tb,True,Ga-Tb,2,Ga-Tb,2|Ga-Tb,2|Ga,A2B3_tP10_127_g,False,wbm-1-18358,2|Ga-Tb,step_1.json.bz2::entry_18357,
wbm-1-18362,Ga4 Te6,10.0,-0.564518,0.010692,A2B3_tI20_109_b_ab:Ga-Te,True,Ga-Te,2,Ga-Te,2|Ga-Te,2|Ga,A2B3_tI20_109_b,False,wbm-1-18362,2|Ga-Te,step_1.json.bz2::entry_18361,
wbm-1-18365,Ga8 Th4,12.0,-0.434793,0.203825,A2B_mC24_15_2f_f:Ga-Th,True,Ga-Th,2,Ga-Th,2|Ga-Th,2|Ga,A2B_mC24_15_2f,False,wbm-1-18365,2|Ga-Th,step_1.json.bz2::entry_18364,
wbm-1-18367,Ga4 Tm6,10.0,-0.517423,0.026541,A2B3_tP10_127_g_ah:Ga-Tm,True,Ga-Tm,2,Ga-Tm,2|Ga-Tm,2|Ga,A2B3_tP10_127_g,False,wbm-1-18367,2|Ga-Tm,step_1.json.bz2::entry_18366,
wbm-1-18371,Ga4 U6,10.0,0.130598,0.258303,A2B3_tP10_127_g_ah:Ga-U,True,Ga-U,2,Ga-U,2|Ga-U,2|Ga,A2B3_tP10_127_g,False,wbm-1-18371,2|Ga-U,step_1.json.bz2::entry_18370,
wbm-1-18375,Ga6 W3,9.0,0.121492,0.1215,A2B_hP9_181_i_c:Ga-W,True,Ga-W,2,Ga-W,2|Ga-W,2|Ga,A2B_hP9_181_i,False,wbm-1-18375,2|Ga-W,step_1.json.bz2::entry_18374,
wbm-1-18376,Ga4 Y6,10.0,-0.550113,0.023625,A2B3_tP10_127_g_ah:Ga-Y,True,Ga-Y,2,Ga-Y,2|Ga-Y,2|Ga,A2B3_tP10_127_g,False,wbm-1-18376,2|Ga-Y,step_1.json.bz2::entry_18375,
wbm-1-18377,Ga4 Yb2,6.0,-0.396978,0.215794,A2B_oC12_65_acg_h:Ga-Yb,True,Ga-Yb,2,Ga-Yb,2|Ga-Yb,2|Ga,A2B_oC12_65_acg,False,wbm-1-18377,2|Ga-Yb,step_1.json.bz2::entry_18376,
wbm-1-18389,Ga8 Zr4,12.0,-0.564456,0.003594,A2B_tI24_141_2e_e:Ga-Zr,True,Ga-Zr,2,Ga-Zr,2|Ga-Zr,2|Ga,A2B_tI24_141_2e,False,wbm-1-18389,2|Ga-Zr,step_1.json.bz2::entry_18388,
wbm-1-18407,Cs4 Ga6,10.0,-0.126243,0.017506,A2B3_tI20_139_de_ei:Cs-Ga,True,Cs-Ga,2,Cs-Ga,2|Cs-Ga,2|Cs,A2B3_tI20_139_de,False,wbm-1-18407,2|Cs-Ga,step_1.json.bz2::entry_18406,
wbm-1-18419,Ga3 Hg1,4.0,0.07411,0.074102,A3B_cP4_221_c_a:Ga-Hg,True,Ga-Hg,2,Ga-Hg,2|Ga-Hg,2|Ga,A3B_cP4_221_c,False,wbm-1-18419,2|Ga-Hg,step_1.json.bz2::entry_18418,
wbm-1-18438,Ga6 Np2,8.0,-0.176064,0.019388,A3B_oC16_63_cg_c:Ga-Np,True,Ga-Np,2,Ga-Np,2|Ga-Np,2|Ga,A3B_oC16_63_cg,False,wbm-1-18438,2|Ga-Np,step_1.json.bz2::entry_18437,
wbm-1-18439,Ga6 Pb2,8.0,0.033035,0.033043,A3B_oC16_63_cg_c:Ga-Pb,True,Ga-Pb,2,Ga-Pb,2|Ga-Pb,2|Ga,A3B_oC16_63_cg,False,wbm-1-18439,2|Ga-Pb,step_1.json.bz2::entry_18438,
wbm-1-18446,Ga3 Np1 Pd2,6.0,-0.434085,0.051092,A3BC2_hP6_191_g_a_c:Ga-Np-Pd,True,Ga-Np-Pd,3,Ga-Np,3|Ga-Np,3|Ga,A3BC2_hP6_191_g_a,False,wbm-1-18446,3|Ga-Np,step_1.json.bz2::entry_18445,
wbm-1-18460,Ga6 Rb4,10.0,-0.129625,0.005432,A3B2_tI20_139_ei_de:Ga-Rb,True,Ga-Rb,2,Ga-Rb,2|Ga-Rb,2|Ga,A3B2_tI20_139_ei,False,wbm-1-18460,2|Ga-Rb,step_1.json.bz2::entry_18459,
wbm-1-18470,Ga6 Sb2 Te4,12.0,-0.303861,0.163791,A3BC2_tI12_139_ae_b_e:Ga-Sb-Te,True,Ga-Sb-Te,3,Ga-Sb,3|Ga-Sb,3|Ga,A3BC2_tI12_139_ae_b,False,wbm-1-18470,3|Ga-Sb,step_1.json.bz2::entry_18469,
wbm-1-18471,Ga3 Sb1,4.0,0.010152,0.136536,A3B_cP4_221_c_a:Ga-Sb,True,Ga-Sb,2,Ga-Sb,2|Ga-Sb,2|Ga,A3B_cP4_221_c,False,wbm-1-18471,2|Ga-Sb,step_1.json.bz2::entry_18470,
wbm-1-18519,Ga4 Y1 Zr2,7.0,-0.561654,0.08076,A4BC2_tI14_139_h_a_d:Ga-Y-Zr,True,Ga-Y-Zr,3,Ga-Y,3|Ga-Y,3|Ga,A4BC2_tI14_139_h_a,False,wbm-1-18519,3|Ga-Y,step_1.json.bz2::entry_18518,
wbm-1-18529,Ga10 Mo2,12.0,-0.068098,0.068044,A5B_hR36_167_ce_b:Ga-Mo,True,Ga-Mo,2,Ga-Mo,2|Ga-Mo,2|Ga,A5B_hR36_167_ce,False,wbm-1-18529,2|Ga-Mo,step_1.json.bz2::entry_18528,
wbm-1-18537,Ga5 Pb1 Sr5,11.0,-0.46805,0.0276,A5BC5_hP11_187_gk_c_ahi:Ga-Pb-Sr,True,Ga-Pb-Sr,3,Ga-Pb,3|Ga-Pb,3|Ga,A5BC5_hP11_187_gk_c,False,wbm-1-18537,3|Ga-Pb,step_1.json.bz2::entry_18536,
wbm-1-18550,Ga6 Gd1 Pd1,8.0,-0.453145,0.008808,A6BC_tP8_123_hi_a_b:Ga-Gd-Pd,True,Ga-Gd-Pd,3,Ga-Gd,3|Ga-Gd,3|Ga,A6BC_tP8_123_hi_a,False,wbm-1-18550,3|Ga-Gd,step_1.json.bz2::entry_18549,
wbm-1-18633,Br3 Dy3 Ga1,7.0,-1.508021,0.00737,A3B3C_cP7_221_c_d_a:Br-Dy-Ga,True,Br-Dy-Ga,3,Br-Dy,3|Br-Dy,3|Br,A3B3C_cP7_221_c_d,False,wbm-1-18633,3|Br-Dy,step_1.json.bz2::entry_18632,
wbm-1-18634,Br3 Er3 Ga1,7.0,-1.465191,-0.72204,A3B3C_cP7_221_c_d_a:Br-Er-Ga,True,Br-Er-Ga,3,Br-Er,3|Br-Er,3|Br,A3B3C_cP7_221_c_d,True,wbm-1-18634,3|Br-Er,step_1.json.bz2::entry_18633,
wbm-1-18651,Br6 Ga2,8.0,-1.212017,0.088483,A3B_mC16_12_ij_g:Br-Ga,True,Br-Ga,2,Br-Ga,2|Br-Ga,2|Br,A3B_mC16_12_ij,False,wbm-1-18651,2|Br-Ga,step_1.json.bz2::entry_18650,
wbm-1-18711,Eu3 Ga1,4.0,-0.156488,0.098106,A3B_cP4_221_c_a:Eu-Ga,True,Eu-Ga,2,Eu-Ga,2|Eu-Ga,2|Eu,A3B_cP4_221_c,False,wbm-1-18711,2|Eu-Ga,step_1.json.bz2::entry_18710,
wbm-1-18753,Ac1 Ga1 Hg2,4.0,-0.359196,0.095612,ABC2_cF16_225_a_b_c:Ac-Ga-Hg,True,Ac-Ga-Hg,3,Ac-Ga,3|Ac-Ga,3|Ac,ABC2_cF16_225_a_b,False,wbm-1-18753,3|Ac-Ga,step_1.json.bz2::entry_18752,
wbm-1-18767,Cs1 Ga1 I3,5.0,-1.125145,0.036034,ABC3_tP5_99_b_a_ac:Cs-Ga-I,True,Cs-Ga-I,3,Cs-Ga,3|Cs-Ga,3|Cs,ABC3_tP5_99_b_a,False,wbm-1-18767,3|Cs-Ga,step_1.json.bz2::entry_18766,
wbm-1-18797,Ga1 I1,2.0,-0.468597,0.10556,AB_cP2_221_a_b:Ga-I,True,Ga-I,2,Ga-I,2|Ga-I,2|Ga,AB_cP2_221_a,False,wbm-1-18797,2|Ga-I,step_1.json.bz2::entry_18796,
wbm-1-18821,Ga1 Mo1 Tc2,4.0,-0.087258,-0.000395,ABC2_cF16_225_a_b_c:Ga-Mo-Tc,True,Ga-Mo-Tc,3,Ga-Mo,3|Ga-Mo,3|Ga,ABC2_cF16_225_a_b,True,wbm-1-18821,3|Ga-Mo,step_1.json.bz2::entry_18820,
