material_id,formula,n_sites,e_form_per_atom_mp2020_corrected,e_above_hull_mp2020_corrected_ppd_mp,wyckoff_spglib,unique_prototype,parent_e_above_hull,chemical_system,n_elements,first_two_elements,composition_family_pair,composition_family_anchor,wyckoff_family
wbm-1-41501,O4 Rb3 V1,8.0,-2.225331,-0.150477,A4B3C_oI16_44_cd_ac_b:O-Rb-V,True,-0.150477,O-Rb-V,3,O-Rb,3|O-Rb,3|O,A4B3C_oI16_44_cd_ac
wbm-1-9788,Cl8 K4,12.0,-1.655974,-0.15046,A2B_tI6_139_d_a:Cl-K,True,-0.15046,Cl-K,2,Cl-K,2|Cl-K,2|Cl,A2B_tI6_139_d
wbm-1-45800,Er2 I2 P1,5.0,-1.682165,-0.150459,A2B2C_hP5_164_d_d_a:Er-I-P,True,-0.150459,Er-I-P,3,Er-I,3|Er-I,3|Er,A2B2C_hP5_164_d_d
wbm-1-31864,Ce2 F2 N2,6.0,-2.834801,-0.150451,ABC_hR18_166_c_c_c:Ce-F-N,True,-0.150451,Ce-F-N,3,Ce-F,3|Ce-F,3|Ce,ABC_hR18_166_c_c
wbm-1-30838,Gd2 N6 W2,10.0,-1.17739,-0.150274,AB3C_oC20_40_b_3b_b:Gd-N-W,True,-0.150274,Gd-N-W,3,Gd-N,3|Gd-N,3|Gd,AB3C_oC20_40_b_3b
wbm-1-30959,Mo1 N3 Nd1,5.0,-0.987003,-0.150265,AB3C_tP5_99_a_ac_b:Mo-N-Nd,True,-0.150265,Mo-N-Nd,3,Mo-N,3|Mo-N,3|Mo,AB3C_tP5_99_a_ac
wbm-1-31188,N6 Sm2 W2,10.0,-1.136031,-0.149655,A3BC_oC20_38_2ade_2b_d:N-Sm-W,True,-0.149655,N-Sm-W,3,N-Sm,3|N-Sm,3|N,A3BC_oC20_38_2ade_2b
wbm-1-53931,Ir2 Si2 Tm1,5.0,-1.077417,-0.149549,A2B2C_tI10_139_d_e_a:Ir-Si-Tm,True,-0.149549,Ir-Si-Tm,3,Ir-Si,3|Ir-Si,3|Ir,A2B2C_tI10_139_d_e
wbm-1-10493,Cl8 Sm2,10.0,-2.27774,-0.149498,A4B_mC20_12_2ij_i:Cl-Sm,True,-0.149498,Cl-Sm,2,Cl-Sm,2|Cl-Sm,2|Cl,A4B_mC20_12_2ij
wbm-1-45803,I2 Nd2 P1,5.0,-1.717219,-0.149324,A2B2C_hP5_164_d_d_a:I-Nd-P,True,-0.149324,I-Nd-P,3,I-Nd,3|I-Nd,3|I,A2B2C_hP5_164_d_d
wbm-1-60626,As2 Rb4 Zn1,7.0,-0.42266,-0.149189,A2B4C_hR21_166_c_2c_a:As-Rb-Zn,True,-0.149189,As-Rb-Zn,3,As-Rb,3|As-Rb,3|As,A2B4C_hR21_166_c_2c
wbm-1-37593,O4 Rb2 Rh2,8.0,-1.260351,-0.149109,A2BC_oC16_63_f_c_c:O-Rb-Rh,True,-0.149109,O-Rb-Rh,3,O-Rb,3|O-Rb,3|O,A2BC_oC16_63_f_c
wbm-1-31525,N6 Pr3 V2,11.0,-1.435543,-0.149056,A6B3C2_tI22_139_eg_ae_e:N-Pr-V,True,-0.149056,N-Pr-V,3,N-Pr,3|N-Pr,3|N,A6B3C2_tI22_139_eg_ae
wbm-1-30396,Mo1 N2,3.0,-0.520249,-0.149025,AB2_hP3_187_a_h:Mo-N,True,-0.149025,Mo-N,2,Mo-N,2|Mo-N,2|Mo,AB2_hP3_187_a
wbm-1-3220,As2 Cd1 Cs4,7.0,-0.394009,-0.148645,A2BC4_hR21_166_c_a_2c:As-Cd-Cs,True,-0.148645,As-Cd-Cs,3,As-Cd,3|As-Cd,3|As,A2BC4_hR21_166_c_a_2c
wbm-1-57608,Gd2 Te10,12.0,-0.898663,-0.148536,AB5_oC24_63_c_c2f:Gd-Te,True,-0.148536,Gd-Te,2,Gd-Te,2|Gd-Te,2|Gd,AB5_oC24_63_c_c2f
wbm-1-46297,P4 Rh4 Sc4,12.0,-1.288334,-0.148464,ABC_oP12_62_c_c_c:P-Rh-Sc,True,-0.148464,P-Rh-Sc,3,P-Rh,3|P-Rh,3|P,ABC_oP12_62_c_c
wbm-1-55705,Rh4 Si4 Sr4,12.0,-0.711652,-0.148459,ABC_cP12_198_a_a_a:Rh-Si-Sr,True,-0.148459,Rh-Si-Sr,3,Rh-Si,3|Rh-Si,3|Rh,ABC_cP12_198_a_a
wbm-1-31533,N6 V2 Yb3,11.0,-1.24612,-0.148377,A6B2C3_tI22_139_eg_e_ae:N-V-Yb,True,-0.148377,N-V-Yb,3,N-V,3|N-V,3|N,A6B2C3_tI22_139_eg_e
wbm-1-28299,Cs2 Mg2 P2,6.0,-0.603953,-0.14828,ABC_tP6_129_c_a_c:Cs-Mg-P,True,-0.14828,Cs-Mg-P,3,Cs-Mg,3|Cs-Mg,3|Cs,ABC_tP6_129_c_a
wbm-1-44377,Au4 K4 O4,12.0,-1.091653,-0.147985,ABC_tI24_139_h_i_j:Au-K-O,True,-0.147985,Au-K-O,3,Au-K,3|Au-K,3|Au,ABC_tI24_139_h_i
wbm-1-8415,Br8 Ca2,10.0,-1.622991,-0.14796,A4B_tI20_88_f_a:Br-Ca,True,-0.14796,Br-Ca,2,Br-Ca,2|Br-Ca,2|Br,A4B_tI20_88_f
wbm-1-910,Al4 Pt2 Sc2,8.0,-0.974677,-0.147881,A2BC_oC16_63_f_c_c:Al-Pt-Sc,True,-0.147881,Al-Pt-Sc,3,Al-Pt,3|Al-Pt,3|Al,A2BC_oC16_63_f_c
wbm-1-15453,Ba1 F5 Gd1,7.0,-4.281988,-0.147267,AB5C_tP7_123_c_ai_b:Ba-F-Gd,True,-0.147267,Ba-F-Gd,3,Ba-F,3|Ba-F,3|Ba,AB5C_tP7_123_c_ai
wbm-1-45494,Br3 Ca3 P1,7.0,-2.039194,-0.14725,A3B3C_cP7_221_c_d_a:Br-Ca-P,True,-0.14725,Br-Ca-P,3,Br-Ca,3|Br-Ca,3|Br,A3B3C_cP7_221_c_d
wbm-1-54364,As4 Si1 Te7,12.0,-0.216953,-0.147169,A4BC7_hP12_164_2d_a_bc2d:As-Si-Te,True,-0.147169,As-Si-Te,3,As-Si,3|As-Si,3|As,A4BC7_hP12_164_2d_a_bc2d
wbm-1-39172,Na4 O6 Rh2,12.0,-1.559645,-0.147124,A2B3C_mC24_12_adg_ij_h:Na-O-Rh,True,-0.147124,Na-O-Rh,3,Na-O,3|Na-O,3|Na,A2B3C_mC24_12_adg_ij
wbm-1-22914,Ce2 Cu2 K2 Se6,12.0,-1.526573,-0.147123,ABCD3_oC24_63_a_c_c_cf:Ce-Cu-K-Se,True,-0.147123,Ce-Cu-K-Se,4,Ce-Cu,4|Ce-Cu,4|Ce,ABCD3_oC24_63_a_c_c
wbm-1-16434,Cs2 F6 Zn1,9.0,-2.335849,-0.147045,A2B6C_cF36_225_c_e_a:Cs-F-Zn,True,-0.147045,Cs-F-Zn,3,Cs-F,3|Cs-F,3|Cs,A2B6C_cF36_225_c_e
wbm-1-41500,O4 Rb3 V1,8.0,-2.221177,-0.146323,A4B3C_tI16_121_i_ad_b:O-Rb-V,True,-0.146323,O-Rb-V,3,O-Rb,3|O-Rb,3|O,A4B3C_tI16_121_i_ad
wbm-1-31536,N6 Ta2 Yb3,11.0,-1.296842,-0.146315,A6B2C3_tI22_139_eg_e_ae:N-Ta-Yb,True,-0.146315,N-Ta-Yb,3,N-Ta,3|N-Ta,3|N,A6B2C3_tI22_139_eg_e
wbm-1-15518,F5 Sn1 Tm1,7.0,-3.603344,-0.146227,A5BC_oI14_71_ceg_b_a:F-Sn-Tm,True,-0.146227,F-Sn-Tm,3,F-Sn,3|F-Sn,3|F,A5BC_oI14_71_ceg_b
wbm-1-56606,Rh4 Sn4 Sr3,11.0,-0.637928,-0.146192,A4B4C3_cI22_217_c_c_b:Rh-Sn-Sr,True,-0.146192,Rh-Sn-Sr,3,Rh-Sn,3|Rh-Sn,3|Rh,A4B4C3_cI22_217_c_c
wbm-1-39686,O18 Si6 Yb6,30.0,-3.577889,-0.145842,A3BC_aP30_2_9i_3i_3i:O-Si-Yb,True,-0.145842,O-Si-Yb,3,O-Si,3|O-Si,3|O,A3BC_aP30_2_9i_3i_3i
wbm-1-10154,Cl6 Mn2,8.0,-1.267047,-0.145754,A3B_mC16_12_ij_g:Cl-Mn,True,-0.145754,Cl-Mn,2,Cl-Mn,2|Cl-Mn,2|Cl,A3B_mC16_12_ij
wbm-1-22659,K2 Te5,7.0,-0.828771,-0.145698,A2B5_mC14_12_i_aj:K-Te,True,-0.145698,K-Te,2,K-Te,2|K-Te,2|K,A2B5_mC14_12_i
wbm-1-50671,Br6 K2 S1,9.0,-1.184222,-0.14567,A6B2C_cF36_225_e_c_a:Br-K-S,True,-0.14567,Br-K-S,3,Br-K,3|Br-K,3|Br,A6B2C_cF36_225_e_c
wbm-1-57535,Gd2 Te6,8.0,-1.270623,-0.145435,AB3_oC16_63_c_3c:Gd-Te,True,-0.145435,Gd-Te,2,Gd-Te,2|Gd-Te,2|Gd,AB3_oC16_63_c_3c
wbm-1-30775,Dy2 N6 W2,10.0,-1.220373,-0.14532,AB3C_mP10_11_e_3e_e:Dy-N-W,True,-0.14532,Dy-N-W,3,Dy-N,3|Dy-N,3|Dy,AB3C_mP10_11_e_3e
wbm-1-44352,I2 O2 Tb2,6.0,-3.114368,-0.145231,ABC_tP6_129_c_a_c:I-O-Tb,True,-0.145231,I-O-Tb,3,I-O,3|I-O,3|I,ABC_tP6_129_c_a
wbm-1-51044,La2 Pt2 Sb2,6.0,-1.243945,-0.144809,ABC_hP6_194_a_c_d:La-Pt-Sb,True,-0.144809,La-Pt-Sb,3,La-Pt,3|La-Pt,3|La,ABC_hP6_194_a_c
wbm-1-56885,Au1 Sb1 Sr1,3.0,-0.916834,-0.144752,ABC_hP3_187_a_c_f:Au-Sb-Sr,True,-0.144752,Au-Sb-Sr,3,Au-Sb,3|Au-Sb,3|Au,ABC_hP3_187_a_c
wbm-1-45804,I2 P1 Pr2,5.0,-1.712629,-0.144675,A2BC2_hP5_164_d_a_d:I-P-Pr,True,-0.144675,I-P-Pr,3,I-P,3|I-P,3|I,A2BC2_hP5_164_d_a
wbm-1-30725,Ce2 N6 W2,10.0,-1.160854,-0.144672,AB3C_mP10_11_e_3e_e:Ce-N-W,True,-0.144672,Ce-N-W,3,Ce-N,3|Ce-N,3|Ce,AB3C_mP10_11_e_3e
wbm-1-30839,Gd2 N6 W2,10.0,-1.171736,-0.14462,AB3C_oC20_63_c_cf_c:Gd-N-W,True,-0.14462,Gd-N-W,3,Gd-N,3|Gd-N,3|Gd,AB3C_oC20_63_c_cf
wbm-1-15358,Cu2 F8 Na2,12.0,-2.15393,-0.144519,AB4C_oC24_36_a_4a_a:Cu-F-Na,True,-0.144519,Cu-F-Na,3,Cu-F,3|Cu-F,3|Cu,AB4C_oC24_36_a_4a
wbm-1-19038,Ga2 Pt4 Sr4,10.0,-0.865286,-0.144368,AB2C2_mC20_15_e_f_f:Ga-Pt-Sr,True,-0.144368,Ga-Pt-Sr,3,Ga-Pt,3|Ga-Pt,3|Ga,AB2C2_mC20_15_e_f
wbm-1-46128,Ba4 P4 Rh4,12.0,-0.962499,-0.143905,ABC_cP12_198_a_a_a:Ba-P-Rh,True,-0.143905,Ba-P-Rh,3,Ba-P,3|Ba-P,3|Ba,ABC_cP12_198_a_a
wbm-1-52825,Nb1 Rb3 Se4,8.0,-1.32112,-0.143809,AB3C4_cI16_217_a_b_c:Nb-Rb-Se,True,-0.143809,Nb-Rb-Se,3,Nb-Rb,3|Nb-Rb,3|Nb,AB3C4_cI16_217_a_b
wbm-1-31976,Gd2 I2 N2,6.0,-1.316241,-0.143665,ABC_tP6_129_c_c_a:Gd-I-N,True,-0.143665,Gd-I-N,3,Gd-I,3|Gd-I,3|Gd,ABC_tP6_129_c_c
wbm-1-60638,As1 Cs1 Zn1,3.0,-0.423069,-0.143494,ABC_hP3_187_a_d_e:As-Cs-Zn,True,-0.143494,As-Cs-Zn,3,As-Cs,3|As-Cs,3|As,ABC_hP3_187_a_d
wbm-1-6623,Br5 C2 Sm4,11.0,-1.644628,-0.142845,A5B2C4_oI22_71_cn_e_eg:Br-C-Sm,True,-0.142845,Br-C-Sm,3,Br-C,3|Br-C,3|Br,A5B2C4_oI22_71_cn_e
wbm-1-30812,Eu2 N6 W2,10.0,-0.869521,-0.142683,AB3C_oC20_63_c_cf_c:Eu-N-W,True,-0.142683,Eu-N-W,3,Eu-N,3|Eu-N,3|Eu,AB3C_oC20_63_c_cf
wbm-1-3191,Ag3 As2 Cs3,8.0,-0.342778,-0.142381,A3B2C3_hR24_166_d_c_ac:Ag-As-Cs,True,-0.142381,Ag-As-Cs,3,Ag-As,3|Ag-As,3|Ag,A3B2C3_hR24_166_d_c
wbm-1-53969,Ir4 Si4 Yb2,10.0,-0.935888,-0.1421,A2B2C_tP10_129_ac_bc_c:Ir-Si-Yb,True,-0.1421,Ir-Si-Yb,3,Ir-Si,3|Ir-Si,3|Ir,A2B2C_tP10_129_ac_bc
wbm-1-46296,P3 Rh3 Sc3,9.0,-1.281929,-0.14206,ABC_hP9_189_ad_g_f:P-Rh-Sc,True,-0.14206,P-Rh-Sc,3,P-Rh,3|P-Rh,3|P,ABC_hP9_189_ad_g
wbm-1-3549,As4 La4 Pt4,12.0,-1.314962,-0.141507,ABC_hP12_194_f_ab_f:As-La-Pt,True,-0.141507,As-La-Pt,3,As-La,3|As-La,3|As,ABC_hP12_194_f_ab
wbm-1-31191,N3 Sm1 W1,5.0,-1.127834,-0.141459,A3BC_tP5_99_ac_b_a:N-Sm-W,True,-0.141459,N-Sm-W,3,N-Sm,3|N-Sm,3|N,A3BC_tP5_99_ac_b
wbm-1-30627,Eu2 N4 Ti2,8.0,-1.594007,-0.141415,AB2C_tP8_129_c_ac_c:Eu-N-Ti,True,-0.141415,Eu-N-Ti,3,Eu-N,3|Eu-N,3|Eu,AB2C_tP8_129_c_ac
wbm-1-23093,K1 La1 Se2,4.0,-2.057399,-0.141359,ABC2_hR12_166_a_b_c:K-La-Se,True,-0.141359,K-La-Se,3,K-La,3|K-La,3|K,ABC2_hR12_166_a_b
wbm-1-31588,As4 N4 Yb12,20.0,-1.259074,-0.141294,ABC3_oP20_62_c_a_cd:As-N-Yb,True,-0.141294,As-N-Yb,3,As-N,3|As-N,3|As,ABC3_oP20_62_c_a
wbm-1-5697,Be2 Ir1 Rh1,4.0,-0.598987,-0.141248,A2BC_cF16_225_c_a_b:Be-Ir-Rh,True,-0.141248,Be-Ir-Rh,3,Be-Ir,3|Be-Ir,3|Be,A2BC_cF16_225_c_a
wbm-1-15399,Ag2 F8 Rb2,12.0,-2.021713,-0.141198,AB4C_tI24_140_d_l_a:Ag-F-Rb,True,-0.141198,Ag-F-Rb,3,Ag-F,3|Ag-F,3|Ag,AB4C_tI24_140_d_l
wbm-1-60639,As2 Cs2 Zn2,6.0,-0.420523,-0.140948,ABC_hP6_194_c_a_d:As-Cs-Zn,True,-0.140948,As-Cs-Zn,3,As-Cs,3|As-Cs,3|As,ABC_hP6_194_c_a
wbm-1-9539,Cd1 Gd2 Sn1,4.0,-0.540022,-0.140828,AB2C_cF16_225_a_c_b:Cd-Gd-Sn,True,-0.140828,Cd-Gd-Sn,3,Cd-Gd,3|Cd-Gd,3|Cd,AB2C_cF16_225_a_c
wbm-1-16793,F2 S2 Tm2,6.0,-3.294281,-0.140807,ABC_tP6_129_a_c_c:F-S-Tm,True,-0.140807,F-S-Tm,3,F-S,3|F-S,3|F,ABC_tP6_129_a_c
wbm-1-30733,Ce1 N3 W1,5.0,-1.156902,-0.14072,AB3C_tP5_99_b_ac_a:Ce-N-W,True,-0.14072,Ce-N-W,3,Ce-N,3|Ce-N,3|Ce,AB3C_tP5_99_b_ac
wbm-1-46361,I1 P1 Sr2,4.0,-1.539971,-0.140659,ABC2_hR12_166_a_b_c:I-P-Sr,True,-0.140659,I-P-Sr,3,I-P,3|I-P,3|I,ABC2_hR12_166_a_b
wbm-1-15564,Br1 F6 Rb1,8.0,-1.866225,-0.140487,AB6C_hR24_148_a_f_b:Br-F-Rb,True,-0.140487,Br-F-Rb,3,Br-F,3|Br-F,3|Br,AB6C_hR24_148_a_f
wbm-1-16375,F6 Sn1 Yb1,8.0,-3.50913,-0.140459,A6BC_cF32_225_e_a_b:F-Sn-Yb,True,-0.140459,F-Sn-Yb,3,F-Sn,3|F-Sn,3|F,A6BC_cF32_225_e_a
wbm-1-30836,Gd2 N6 W2,10.0,-1.167553,-0.140438,AB3C_oP10_26_a_a2b_b:Gd-N-W,True,-0.140438,Gd-N-W,3,Gd-N,3|Gd-N,3|Gd,AB3C_oP10_26_a_a2b
wbm-1-7851,C2 Er4 S2,8.0,-1.41095,-0.140402,AB2C_hP8_194_a_f_c:C-Er-S,True,-0.140402,C-Er-S,3,C-Er,3|C-Er,3|C,AB2C_hP8_194_a_f
wbm-1-3302,As2 Au3 Rb3,8.0,-0.482969,-0.140122,A2B3C3_hR24_166_c_d_ac:As-Au-Rb,True,-0.140122,As-Au-Rb,3,As-Au,3|As-Au,3|As,A2B3C3_hR24_166_c_d
wbm-1-23815,Li4 O6 Se2,12.0,-1.94434,-0.14001,A2B3C_mC24_12_j_ij_i:Li-O-Se,True,-0.14001,Li-O-Se,3,Li-O,3|Li-O,3|Li,A2B3C_mC24_12_j_ij
wbm-1-46265,P1 Sb1 Yb3,5.0,-0.993761,-0.139986,ABC3_cP5_221_b_a_c:P-Sb-Yb,True,-0.139986,P-Sb-Yb,3,P-Sb,3|P-Sb,3|P,ABC3_cP5_221_b_a
wbm-1-30806,Eu2 N6 W2,10.0,-0.8667,-0.139862,AB3C_mC20_12_i_3i_i:Eu-N-W,True,-0.139862,Eu-N-W,3,Eu-N,3|Eu-N,3|Eu,AB3C_mC20_12_i_3i
wbm-1-30941,Eu1 Mo1 N3,5.0,-0.765837,-0.139828,ABC3_tP5_99_b_a_ac:Eu-Mo-N,True,-0.139828,Eu-Mo-N,3,Eu-Mo,3|Eu-Mo,3|Eu,ABC3_tP5_99_b_a
wbm-1-3524,As1 Ba2 I1,4.0,-1.588283,-0.139826,AB2C_hR12_166_a_c_b:As-Ba-I,True,-0.139826,As-Ba-I,3,As-Ba,3|As-Ba,3|As,AB2C_hR12_166_a_c
wbm-1-53875,Os2 Si2 Sr1,5.0,-0.467357,-0.139684,A2B2C_tI10_139_d_e_a:Os-Si-Sr,True,-0.139684,Os-Si-Sr,3,Os-Si,3|Os-Si,3|Os,A2B2C_tI10_139_d_e
wbm-1-35258,Br6 Ni1 Rb2,9.0,-1.349874,-0.139646,A6BC2_cF36_225_e_a_c:Br-Ni-Rb,True,-0.139646,Br-Ni-Rb,3,Br-Ni,3|Br-Ni,3|Br,A6BC2_cF36_225_e_a
wbm-1-15969,F6 Mg1 Tm1,8.0,-3.636941,-0.139557,A6BC_cF32_225_e_a_b:F-Mg-Tm,True,-0.139557,F-Mg-Tm,3,F-Mg,3|F-Mg,3|F,A6BC_cF32_225_e_a
wbm-1-45274,P2 Rb4 Zn1,7.0,-0.353991,-0.139443,A2B4C_hR21_166_c_2c_a:P-Rb-Zn,True,-0.139443,P-Rb-Zn,3,P-Rb,3|P-Rb,3|P,A2B4C_hR21_166_c_2c
wbm-1-35520,Gd4 Ge4 Ni4,12.0,-0.767656,-0.139282,ABC_oP12_62_c_c_c:Gd-Ge-Ni,True,-0.139282,Gd-Ge-Ni,3,Gd-Ge,3|Gd-Ge,3|Gd,ABC_oP12_62_c_c
wbm-1-45808,I2 P1 Tm2,5.0,-1.665515,-0.139171,A2BC2_hP5_164_d_a_d:I-P-Tm,True,-0.139171,I-P-Tm,3,I-P,3|I-P,3|I,A2BC2_hP5_164_d_a
wbm-1-30834,Gd2 N6 W2,10.0,-1.166221,-0.139105,AB3C_hR30_161_a_b_a:Gd-N-W,True,-0.139105,Gd-N-W,3,Gd-N,3|Gd-N,3|Gd,AB3C_hR30_161_a_b
wbm-1-45470,Br2 Gd2 P1,5.0,-2.048047,-0.138934,A2B2C_hP5_164_d_d_a:Br-Gd-P,True,-0.138934,Br-Gd-P,3,Br-Gd,3|Br-Gd,3|Br,A2B2C_hP5_164_d_d
wbm-1-4350,B2 N4 Yb3,9.0,-1.39465,-0.138762,A2B4C3_oI18_71_e_n_cg:B-N-Yb,True,-0.138762,B-N-Yb,3,B-N,3|B-N,3|B,A2B4C3_oI18_71_e_n
wbm-1-27106,Ir2 Mg4 Si2,8.0,-0.591097,-0.138731,AB2C_hP8_194_c_f_b:Ir-Mg-Si,True,-0.138731,Ir-Mg-Si,3,Ir-Mg,3|Ir-Mg,3|Ir,AB2C_hP8_194_c_f
wbm-1-48673,Br6 Pd1 S2,9.0,-0.546323,-0.138722,A6BC2_aP9_2_3i_a_i:Br-Pd-S,True,-0.138722,Br-Pd-S,3,Br-Pd,3|Br-Pd,3|Br,A6BC2_aP9_2_3i_a
wbm-1-32129,F6 N1 O2 P1,10.0,-2.162293,-0.138614,A6BC2D_mC20_12_ij_a_i_d:F-N-O-P,True,-0.138614,F-N-O-P,4,F-N,4|F-N,4|F,A6BC2D_mC20_12_ij_a_i
wbm-1-28399,Mg1 Pt1,2.0,-0.850094,-0.138499,AB_cP2_221_a_b:Mg-Pt,True,-0.138499,Mg-Pt,2,Mg-Pt,2|Mg-Pt,2|Mg,AB_cP2_221_a
wbm-1-52773,Se6 Y2,8.0,-1.542956,-0.138448,A3B_oC16_63_3c_c:Se-Y,True,-0.138448,Se-Y,2,Se-Y,2|Se-Y,2|Se,A3B_oC16_63_3c
wbm-1-22614,K2 Pt3,5.0,-0.138361,-0.138342,A2B3_oI10_71_e_cg:K-Pt,True,-0.138342,K-Pt,2,K-Pt,2|K-Pt,2|K,A2B3_oI10_71_e
wbm-1-31676,Ca2 N2 Rh2,6.0,-0.71609,-0.138223,ABC_tP6_131_e_c_b:Ca-N-Rh,True,-0.138223,Ca-N-Rh,3,Ca-N,3|Ca-N,3|Ca,ABC_tP6_131_e_c
wbm-1-42715,Cd1 O6 Pd3,10.0,-1.006184,-0.13801,AB6C3_oC20_65_a_hp_bf:Cd-O-Pd,True,-0.13801,Cd-O-Pd,3,Cd-O,3|Cd-O,3|Cd,AB6C3_oC20_65_a_hp
wbm-1-31518,Ce3 N6 V2,11.0,-1.560881,-0.137952,A3B6C2_tI22_139_ae_eg_e:Ce-N-V,True,-0.137952,Ce-N-V,3,Ce-N,3|Ce-N,3|Ce,A3B6C2_tI22_139_ae_eg
wbm-1-31704,Cl2 N1 Sm2,5.0,-2.219554,-0.137919,A2BC2_hP5_164_d_a_d:Cl-N-Sm,True,-0.137919,Cl-N-Sm,3,Cl-N,3|Cl-N,3|Cl,A2BC2_hP5_164_d_a
wbm-1-45188,P2 Ru2 Tm1,5.0,-1.024881,-0.137883,A2B2C_tI10_139_e_d_a:P-Ru-Tm,True,-0.137883,P-Ru-Tm,3,P-Ru,3|P-Ru,3|P,A2B2C_tI10_139_e_d
wbm-1-60644,As2 Rb2 Zn2,6.0,-0.444127,-0.137857,ABC_hP6_194_c_a_d:As-Rb-Zn,True,-0.137857,As-Rb-Zn,3,As-Rb,3|As-Rb,3|As,ABC_hP6_194_c_a
wbm-1-33229,Au2 I8 Na2,12.0,-0.752476,-0.137833,AB4C_mP12_14_a_2e_d:Au-I-Na,True,-0.137833,Au-I-Na,3,Au-I,3|Au-I,3|Au,AB4C_mP12_14_a_2e
wbm-1-15267,Cl2 F8 K2,12.0,-1.757479,-0.13775,AB4C_tI24_140_d_l_a:Cl-F-K,True,-0.13775,Cl-F-K,3,Cl-F,3|Cl-F,3|Cl,AB4C_tI24_140_d_l
wbm-1-30968,Mo2 N6 Tb2,10.0,-1.094399,-0.137336,AB3C_mP10_11_e_3e_e:Mo-N-Tb,True,-0.137336,Mo-N-Tb,3,Mo-N,3|Mo-N,3|Mo,AB3C_mP10_11_e_3e
wbm-1-54230,Ir1 Si3 Yb1,5.0,-0.690951,-0.13717,AB3C_tI10_107_a_ab_a:Ir-Si-Yb,True,-0.13717,Ir-Si-Yb,3,Ir-Si,3|Ir-Si,3|Ir,AB3C_tI10_107_a_ab
wbm-1-43874,Br2 O2 Tb2,6.0,-3.380173,-0.136883,ABC_tP6_129_c_a_c:Br-O-Tb,True,-0.136883,Br-O-Tb,3,Br-O,3|Br-O,3|Br,ABC_tP6_129_c_a
wbm-1-44327,Ce2 I2 O2,6.0,-2.996406,-0.136823,ABC_tP6_129_c_c_a:Ce-I-O,True,-0.136823,Ce-I-O,3,Ce-I,3|Ce-I,3|Ce,ABC_tP6_129_c_c
wbm-1-30939,Eu2 Mo2 N6,10.0,-0.762784,-0.136775,ABC3_hR30_161_a_a_b:Eu-Mo-N,True,-0.136775,Eu-Mo-N,3,Eu-Mo,3|Eu-Mo,3|Eu,ABC3_hR30_161_a_a
wbm-1-6280,Br6 Pd2,8.0,-0.699719,-0.136665,A3B_mC16_12_ij_g:Br-Pd,True,-0.136665,Br-Pd,2,Br-Pd,2|Br-Pd,2|Br,A3B_mC16_12_ij
wbm-1-50399,Au2 S2,4.0,-0.316329,-0.136544,AB_mC8_12_ad_i:Au-S,True,-0.136544,Au-S,2,Au-S,2|Au-S,2|Au,AB_mC8_12_ad
wbm-1-5960,Be1 O4 Se1,6.0,-1.767726,-0.136499,AB4C_tI12_82_a_g_c:Be-O-Se,True,-0.136499,Be-O-Se,3,Be-O,3|Be-O,3|Be,AB4C_tI12_82_a_g
wbm-1-31240,N6 Tb2 W2,10.0,-1.194022,-0.13613,A3BC_oC20_63_cf_c_c:N-Tb-W,True,-0.13613,N-Tb-W,3,N-Tb,3|N-Tb,3|N,A3BC_oC20_63_cf_c
wbm-1-49272,Rb2 S4 Sc2,8.0,-1.955705,-0.136129,AB2C_hP8_194_c_f_a:Rb-S-Sc,True,-0.136129,Rb-S-Sc,3,Rb-S,3|Rb-S,3|Rb,AB2C_hP8_194_c_f
wbm-1-3437,As4 Te3,7.0,-0.14678,-0.136122,A4B3_hR21_166_2c_ac:As-Te,True,-0.136122,As-Te,2,As-Te,2|As-Te,2|As,A4B3_hR21_166_2c
wbm-1-45526,Ce1 P1 Pt1,3.0,-1.321684,-0.135981,ABC_hP3_187_b_c_e:Ce-P-Pt,True,-0.135981,Ce-P-Pt,3,Ce-P,3|Ce-P,3|Ce,ABC_hP3_187_b_c
wbm-1-40304,Ag2 As1 O4 Rb1,8.0,-1.3407,-0.135972,A2BC4D_tI16_121_d_a_i_b:Ag-As-O-Rb,True,-0.135972,Ag-As-O-Rb,4,Ag-As,4|Ag-As,4|Ag,A2BC4D_tI16_121_d_a_i
wbm-1-37185,K1 O2 Tb1,4.0,-3.094254,-0.135948,AB2C_hR12_166_a_c_b:K-O-Tb,True,-0.135948,K-O-Tb,3,K-O,3|K-O,3|K,AB2C_hR12_166_a_c
wbm-1-16988,Fe2 I8 Pd1,11.0,-0.493382,-0.135941,A2B8C_mC22_12_i_2ij_a:Fe-I-Pd,True,-0.135941,Fe-I-Pd,3,Fe-I,3|Fe-I,3|Fe,A2B8C_mC22_12_i_2ij
wbm-1-14210,Cu2 Rb2 Se6 Zr2,12.0,-1.35326,-0.135895,ABC3D_oC24_63_c_c_cf_a:Cu-Rb-Se-Zr,True,-0.135895,Cu-Rb-Se-Zr,4,Cu-Rb,4|Cu-Rb,4|Cu,ABC3D_oC24_63_c_c_cf
wbm-1-32797,Na3 Pt4 Si4,11.0,-0.592954,-0.13585,A3B4C4_cI22_217_b_c_c:Na-Pt-Si,True,-0.13585,Na-Pt-Si,3,Na-Pt,3|Na-Pt,3|Na,A3B4C4_cI22_217_b_c
