candidate_id,formula,reduced_formula,chemical_system,anonymous_formula,n_sites,source_parent_material_id,source_parent_rank,parent_formula,parent_e_above_hull,parent_block_id,wyckoff_spglib,substitution_rule,generation_rule,structure_ref,structure_sha256,public_label_status,public_label_index_scope,keep_for_followup,evidence_status,n_elements,first_two_elements,composition_family_pair,composition_family_anchor,wyckoff_family,block_id
nh-bd3770eebd3f41de,Na2SiS3,Na2SiS3,Na-S-Si,AB2C3,12,wbm-1-55537,87,K4S6Si2,-0.25725,3|K-S,A2B3C_aP12_2_2i_3i_i:K-S-Si,K->Na,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55537::K->Na,0f3556a969dc8753ebcb3298d2489cac185e8333a05e67076366282e46419df8,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Na-S,3|Na-S,3|Na,A2B3C_aP12_2_2i_3i,3|Na-S
nh-c1ca0379f78c57bd,Rb2SiS3,Rb2SiS3,Rb-S-Si,AB2C3,12,wbm-1-55537,87,K4S6Si2,-0.25725,3|K-S,A2B3C_aP12_2_2i_3i_i:K-S-Si,K->Rb,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55537::K->Rb,d3f39b4a23fccedb60cc047756a3ca291093f507c4999eccd3fd59780370bf95,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Rb-S,3|Rb-S,3|Rb,A2B3C_aP12_2_2i_3i,3|Rb-S
nh-77a69eed475f0634,Cs2SiS3,Cs2SiS3,Cs-S-Si,AB2C3,12,wbm-1-55537,87,K4S6Si2,-0.25725,3|K-S,A2B3C_aP12_2_2i_3i_i:K-S-Si,K->Cs,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55537::K->Cs,e152834cf9266b4859f2e42e7bf96a2d5fc51ad3b68d0a99b82d0423e49dcdf3,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Cs-S,3|Cs-S,3|Cs,A2B3C_aP12_2_2i_3i,3|Cs-S
nh-f5012a38532f20c2,K2SiO3,K2SiO3,K-O-Si,AB2C3,12,wbm-1-55537,87,K4S6Si2,-0.25725,3|K-S,A2B3C_aP12_2_2i_3i_i:K-S-Si,S->O,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55537::S->O,184cbc16abf883a234ea8c585752fbc8a5e151b79e5eeb4da6fb86861edbc50e,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,K-O,3|K-O,3|K,A2B3C_aP12_2_2i_3i,3|K-O
nh-9af4f593694ce504,K2SiSe3,K2SiSe3,K-Se-Si,AB2C3,12,wbm-1-55537,87,K4S6Si2,-0.25725,3|K-S,A2B3C_aP12_2_2i_3i_i:K-S-Si,S->Se,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55537::S->Se,c9e002887d044a6956f3c08cbeb92bbf829cfda15a096005b183f52c383ec38d,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,K-Se,3|K-Se,3|K,A2B3C_aP12_2_2i_3i,3|K-Se
nh-2fa9894cdc01bb1a,K2CS3,K2CS3,C-K-S,AB2C3,12,wbm-1-55537,87,K4S6Si2,-0.25725,3|K-S,A2B3C_aP12_2_2i_3i_i:K-S-Si,Si->C,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55537::Si->C,0644096f670b57dde7ca8c8afe5341842a962abdf5adee0835434d3de546f314,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,C-K,3|C-K,3|C,A2B3C_aP12_2_2i_3i,3|C-K
nh-678c96e14b4ee0ba,K2GeS3,K2GeS3,Ge-K-S,AB2C3,12,wbm-1-55537,87,K4S6Si2,-0.25725,3|K-S,A2B3C_aP12_2_2i_3i_i:K-S-Si,Si->Ge,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55537::Si->Ge,16d2b460acc5333a72addb64a7a20b3d00f57a667fb3c421b6fbf587d23f4808,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ge-K,3|Ge-K,3|Ge,A2B3C_aP12_2_2i_3i,3|Ge-K
nh-ca29c4744300a609,K2SnS3,K2SnS3,K-S-Sn,AB2C3,12,wbm-1-55536,88,K4S6Si2,-0.256811,3|K-S,A2B3C_mC24_12_2i_g2i_i:K-S-Si,Si->Sn,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55536::Si->Sn,e77567d5cdb292392df88ee26e95cc3609b6a8819e534b469c211af2e65672fb,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,K-S,3|K-S,3|K,A2B3C_mC24_12_2i_g2i,3|K-S
nh-51943659824c8f6c,Li2SiO3,Li2SiO3,Li-O-Si,AB2C3,12,wbm-1-55536,88,K4S6Si2,-0.256811,3|K-S,A2B3C_mC24_12_2i_g2i_i:K-S-Si,K->Li;S->O,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55536::K->Li;S->O,59c105c23911e638374ef5820f9bd20c2422a2856ee8b50f55a60e6512660a80,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Li-O,3|Li-O,3|Li,A2B3C_mC24_12_2i_g2i,3|Li-O
nh-da3365df65826d84,Li2SiSe3,Li2SiSe3,Li-Se-Si,AB2C3,12,wbm-1-55536,88,K4S6Si2,-0.256811,3|K-S,A2B3C_mC24_12_2i_g2i_i:K-S-Si,K->Li;S->Se,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55536::K->Li;S->Se,8db3cb9a69948bd148b8790d3ce40716f986bf022c27ff67154f827b225fd063,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Li-Se,3|Li-Se,3|Li,A2B3C_mC24_12_2i_g2i,3|Li-Se
nh-d129637c52d03ab3,Na2SiO3,Na2SiO3,Na-O-Si,AB2C3,12,wbm-1-55536,88,K4S6Si2,-0.256811,3|K-S,A2B3C_mC24_12_2i_g2i_i:K-S-Si,K->Na;S->O,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55536::K->Na;S->O,9bd0feeeaebb3f69630aa6c9d46da98394d78111563c06e51461139b176fbe17,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Na-O,3|Na-O,3|Na,A2B3C_mC24_12_2i_g2i,3|Na-O
nh-6ed1aff7561ae481,Na2SiSe3,Na2SiSe3,Na-Se-Si,AB2C3,12,wbm-1-55536,88,K4S6Si2,-0.256811,3|K-S,A2B3C_mC24_12_2i_g2i_i:K-S-Si,K->Na;S->Se,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55536::K->Na;S->Se,06096f31ea14a4d7891fb8d499623ee7e321fd0900430ff8a99d0a7ef9d46946,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Na-Se,3|Na-Se,3|Na,A2B3C_mC24_12_2i_g2i,3|Na-Se
nh-c4608da5fcd32c4d,Li2CS3,Li2CS3,C-Li-S,AB2C3,12,wbm-1-55536,88,K4S6Si2,-0.256811,3|K-S,A2B3C_mC24_12_2i_g2i_i:K-S-Si,K->Li;Si->C,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55536::K->Li;Si->C,c84e4c016f571a7b1d62a55b99093e0c402203c149574822a8e26b03219733f1,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,C-Li,3|C-Li,3|C,A2B3C_mC24_12_2i_g2i,3|C-Li
nh-393b46ecc9b0daa1,Li2GeS3,Li2GeS3,Ge-Li-S,AB2C3,12,wbm-1-55536,88,K4S6Si2,-0.256811,3|K-S,A2B3C_mC24_12_2i_g2i_i:K-S-Si,K->Li;Si->Ge,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55536::K->Li;Si->Ge,efb0863e140c7e773bb8b45a77fe065a8cb22539c2fd4b7ffb3b1b5d28b95958,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ge-Li,3|Ge-Li,3|Ge,A2B3C_mC24_12_2i_g2i,3|Ge-Li
nh-4c024bba903b4289,Na2CS3,Na2CS3,C-Na-S,AB2C3,12,wbm-1-55536,88,K4S6Si2,-0.256811,3|K-S,A2B3C_mC24_12_2i_g2i_i:K-S-Si,K->Na;Si->C,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-55536::K->Na;Si->C,0b5ed8671ea40b8aebe91b06533f78eb194e3027eed59d693fb8c6a46200f40b,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,C-Na,3|C-Na,3|C,A2B3C_mC24_12_2i_g2i,3|C-Na
nh-1f199cc5a4144ed3,PrSiN2Cl,PrSiN2Cl,Cl-N-Pr-Si,ABCD2,10,wbm-1-7534,89,C2Cl2N4Pr2,-0.254848,4|C-Cl,ABC2D_mP10_11_e_e_2e_e:C-Cl-N-Pr,C->Si,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7534::C->Si,83528ea61e29cb98555876165f9252e7f3792c99eafb5f41995ce7624ba30204,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,4,Cl-N,4|Cl-N,4|Cl,ABC2D_mP10_11_e_e_2e,4|Cl-N
nh-6a19d4496ca335a7,PrGeN2Cl,PrGeN2Cl,Cl-Ge-N-Pr,ABCD2,10,wbm-1-7534,89,C2Cl2N4Pr2,-0.254848,4|C-Cl,ABC2D_mP10_11_e_e_2e_e:C-Cl-N-Pr,C->Ge,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7534::C->Ge,1913e1b6a3cf5155f8874ee163e771c4ace2a9bd4106b678fde8ce8740cd6505,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,4,Cl-Ge,4|Cl-Ge,4|Cl,ABC2D_mP10_11_e_e_2e,4|Cl-Ge
nh-f23410df7162a77f,PrSnN2Cl,PrSnN2Cl,Cl-N-Pr-Sn,ABCD2,10,wbm-1-7534,89,C2Cl2N4Pr2,-0.254848,4|C-Cl,ABC2D_mP10_11_e_e_2e_e:C-Cl-N-Pr,C->Sn,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7534::C->Sn,0937d882292ee7a364f07afeefe5e984b7aeb9d8e42419679411da9ced4f474b,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,4,Cl-N,4|Cl-N,4|Cl,ABC2D_mP10_11_e_e_2e,4|Cl-N
nh-316ed3edf4b4f732,PrPbN2Cl,PrPbN2Cl,Cl-N-Pb-Pr,ABCD2,10,wbm-1-7534,89,C2Cl2N4Pr2,-0.254848,4|C-Cl,ABC2D_mP10_11_e_e_2e_e:C-Cl-N-Pr,C->Pb,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7534::C->Pb,166004f8b196b7cae6103d4eed6a3af0c0e2e86a5eceed890ba34d3861c396df,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,4,Cl-N,4|Cl-N,4|Cl,ABC2D_mP10_11_e_e_2e,4|Cl-N
nh-607bb725adaf39a0,PrCN2F,PrCN2F,C-F-N-Pr,ABCD2,10,wbm-1-7534,89,C2Cl2N4Pr2,-0.254848,4|C-Cl,ABC2D_mP10_11_e_e_2e_e:C-Cl-N-Pr,Cl->F,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7534::Cl->F,178954da9f981fecda9f5a2185e36e0af4b97317b9608e3edfe11777faa199b3,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,4,C-F,4|C-F,4|C,ABC2D_mP10_11_e_e_2e,4|C-F
nh-2b197566fd6efced,PrP2CCl,PrP2CCl,C-Cl-P-Pr,ABCD2,10,wbm-1-7534,89,C2Cl2N4Pr2,-0.254848,4|C-Cl,ABC2D_mP10_11_e_e_2e_e:C-Cl-N-Pr,N->P,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7534::N->P,682918c5f5a2e404e2f0b934fcd09a165736e8140a836aaa6779258afb60a2ce,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,4,C-Cl,4|C-Cl,4|C,ABC2D_mP10_11_e_e_2e,4|C-Cl
nh-858e106ccea89a05,PrAs2CCl,PrAs2CCl,As-C-Cl-Pr,ABCD2,10,wbm-1-7534,89,C2Cl2N4Pr2,-0.254848,4|C-Cl,ABC2D_mP10_11_e_e_2e_e:C-Cl-N-Pr,N->As,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7534::N->As,aa02bf96b953684488163004bc1a51ef817f4c1709cbb18cf22e97909662f9a0,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,4,As-C,4|As-C,4|As,ABC2D_mP10_11_e_e_2e,4|As-C
nh-9f5b73d5e8d8aae9,PrSb2CCl,PrSb2CCl,C-Cl-Pr-Sb,ABCD2,10,wbm-1-7534,89,C2Cl2N4Pr2,-0.254848,4|C-Cl,ABC2D_mP10_11_e_e_2e_e:C-Cl-N-Pr,N->Sb,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-7534::N->Sb,880cf28e8a6f49b276163fa47d9ef6a9e7d656fa59d1019e473c7e88d401aef5,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,4,C-Cl,4|C-Cl,4|C,ABC2D_mP10_11_e_e_2e,4|C-Cl
nh-2c639a8e63a26244,Ca(SiIr)2,Ca(SiIr)2,Ca-Ir-Si,AB2C2,10,wbm-1-53873,90,Ir4Si4Sr2,-0.254644,3|Ir-Si,A2B2C_tP10_129_ac_bc_c:Ir-Si-Sr,Sr->Ca,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53873::Sr->Ca,66f08372a083c51364697b48eb489effe1c3e2a67957cd4b61bb85086645110b,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ca-Ir,3|Ca-Ir,3|Ca,A2B2C_tP10_129_ac_bc,3|Ca-Ir
nh-e9dd468e74c804d7,Ba(SiIr)2,Ba(SiIr)2,Ba-Ir-Si,AB2C2,10,wbm-1-53873,90,Ir4Si4Sr2,-0.254644,3|Ir-Si,A2B2C_tP10_129_ac_bc_c:Ir-Si-Sr,Sr->Ba,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53873::Sr->Ba,506f02216952c5724061f45118d2cb465b82781a408930fd743153b9a9c54ade,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ba-Ir,3|Ba-Ir,3|Ba,A2B2C_tP10_129_ac_bc,3|Ba-Ir
nh-99a16d6040033fbb,Sr(CoC)2,Sr(CoC)2,C-Co-Sr,AB2C2,10,wbm-1-53873,90,Ir4Si4Sr2,-0.254644,3|Ir-Si,A2B2C_tP10_129_ac_bc_c:Ir-Si-Sr,Ir->Co;Si->C,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53873::Ir->Co;Si->C,c633a5486688f5a2c842e83bfe12a21adf80f4a3592c80d6d39cdb3242530296,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,C-Co,3|C-Co,3|C,A2B2C_tP10_129_ac_bc,3|C-Co
nh-b91e034ba77c1d8a,Sr(CoGe)2,Sr(CoGe)2,Co-Ge-Sr,AB2C2,10,wbm-1-53873,90,Ir4Si4Sr2,-0.254644,3|Ir-Si,A2B2C_tP10_129_ac_bc_c:Ir-Si-Sr,Ir->Co;Si->Ge,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53873::Ir->Co;Si->Ge,98f34fa09ce0a1bb27d3cce0ec54980d27f5bd5faa0ae727498a1254e27805a7,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Co-Ge,3|Co-Ge,3|Co,A2B2C_tP10_129_ac_bc,3|Co-Ge
nh-0e7fbc4d5d4a32f3,Sr(RhC)2,Sr(RhC)2,C-Rh-Sr,AB2C2,10,wbm-1-53873,90,Ir4Si4Sr2,-0.254644,3|Ir-Si,A2B2C_tP10_129_ac_bc_c:Ir-Si-Sr,Ir->Rh;Si->C,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53873::Ir->Rh;Si->C,440ccd97ab4649f632388a7d8db81b0e4731c957e8d4bc718d99ce017c60dc10,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,C-Rh,3|C-Rh,3|C,A2B2C_tP10_129_ac_bc,3|C-Rh
nh-9b8a53f16713a5e3,Sr(GeRh)2,Sr(GeRh)2,Ge-Rh-Sr,AB2C2,10,wbm-1-53873,90,Ir4Si4Sr2,-0.254644,3|Ir-Si,A2B2C_tP10_129_ac_bc_c:Ir-Si-Sr,Ir->Rh;Si->Ge,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53873::Ir->Rh;Si->Ge,1156edff98c64c2dd7098ad087e5695b296e38df9529eb93968d9ab2aa93695c,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ge-Rh,3|Ge-Rh,3|Ge,A2B2C_tP10_129_ac_bc,3|Ge-Rh
nh-30e662300eeb97ac,Be(CoSi)2,Be(CoSi)2,Be-Co-Si,AB2C2,10,wbm-1-53873,90,Ir4Si4Sr2,-0.254644,3|Ir-Si,A2B2C_tP10_129_ac_bc_c:Ir-Si-Sr,Ir->Co;Sr->Be,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53873::Ir->Co;Sr->Be,46946a5ce5da189a9df5153b25653d23101caf543341796c95fbb8101c271e5e,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Be-Co,3|Be-Co,3|Be,A2B2C_tP10_129_ac_bc,3|Be-Co
nh-de25e5b1267f8cf2,Mg(CoSi)2,Mg(CoSi)2,Co-Mg-Si,AB2C2,10,wbm-1-53873,90,Ir4Si4Sr2,-0.254644,3|Ir-Si,A2B2C_tP10_129_ac_bc_c:Ir-Si-Sr,Ir->Co;Sr->Mg,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-53873::Ir->Co;Sr->Mg,382b9b577a2113cdd98c541e99ad3302d6df8315a094fd0f6edadbb0b421c56c,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Co-Mg,3|Co-Mg,3|Co,A2B2C_tP10_129_ac_bc,3|Co-Mg
nh-0b27dacc9e990cc4,BeCu2F8,BeCu2F8,Be-Cu-F,AB2C8,11,wbm-1-16618,91,Ba1Cu2F8,-0.254627,3|Ba-Cu,AB2C8_mC22_5_a_c_4c:Ba-Cu-F,Ba->Be,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-16618::Ba->Be,bf7b02143518d2e8bf4c251603ea2cf68a3f4de512bedd7acc4beb0327dad9f7,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Be-Cu,3|Be-Cu,3|Be,AB2C8_mC22_5_a_c_4c,3|Be-Cu
nh-d244b1ddb5c115c9,MgCu2F8,MgCu2F8,Cu-F-Mg,AB2C8,11,wbm-1-16618,91,Ba1Cu2F8,-0.254627,3|Ba-Cu,AB2C8_mC22_5_a_c_4c:Ba-Cu-F,Ba->Mg,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-16618::Ba->Mg,542c8aa189c744e4f15b5827b552f498ff40349d73c8e7ca3662c66587ab1e00,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Cu-F,3|Cu-F,3|Cu,AB2C8_mC22_5_a_c_4c,3|Cu-F
nh-61c80c70ad606f5c,SrCu2F8,SrCu2F8,Cu-F-Sr,AB2C8,11,wbm-1-16618,91,Ba1Cu2F8,-0.254627,3|Ba-Cu,AB2C8_mC22_5_a_c_4c:Ba-Cu-F,Ba->Sr,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-16618::Ba->Sr,25599a9760025c5a090fdc6060228fb55ef5f69c8ce4b0c4de477d3b58c69cb8,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Cu-F,3|Cu-F,3|Cu,AB2C8_mC22_5_a_c_4c,3|Cu-F
nh-6d4388876dd9fcb9,BaAg2F8,BaAg2F8,Ag-Ba-F,AB2C8,11,wbm-1-16618,91,Ba1Cu2F8,-0.254627,3|Ba-Cu,AB2C8_mC22_5_a_c_4c:Ba-Cu-F,Cu->Ag,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-16618::Cu->Ag,7f25b2a7c9fce35ad1a26db646cfc7de920914cd6674ff7888d681a9a46f07ea,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ag-Ba,3|Ag-Ba,3|Ag,AB2C8_mC22_5_a_c_4c,3|Ag-Ba
nh-8806c607fa173509,Ba(AuF4)2,Ba(AuF4)2,Au-Ba-F,AB2C8,11,wbm-1-16618,91,Ba1Cu2F8,-0.254627,3|Ba-Cu,AB2C8_mC22_5_a_c_4c:Ba-Cu-F,Cu->Au,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-16618::Cu->Au,fefd81eb7f463658a0b915ce67ceb98132efccd4436f4159dd224cee4a9405d9,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Au-Ba,3|Au-Ba,3|Au,AB2C8_mC22_5_a_c_4c,3|Au-Ba
nh-d92fadffc75b5633,Ba(CuCl4)2,Ba(CuCl4)2,Ba-Cl-Cu,AB2C8,11,wbm-1-16618,91,Ba1Cu2F8,-0.254627,3|Ba-Cu,AB2C8_mC22_5_a_c_4c:Ba-Cu-F,F->Cl,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-16618::F->Cl,84f2ee5b8bb758942a8ee1763c52204c1714b236c5f9d2be8473ec5db174393b,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ba-Cl,3|Ba-Cl,3|Ba,AB2C8_mC22_5_a_c_4c,3|Ba-Cl
nh-49000b97cc87c170,Ba(CuBr4)2,Ba(CuBr4)2,Ba-Br-Cu,AB2C8,11,wbm-1-16618,91,Ba1Cu2F8,-0.254627,3|Ba-Cu,AB2C8_mC22_5_a_c_4c:Ba-Cu-F,F->Br,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-16618::F->Br,a02103d61e12c53faa25ea314c55ea96013a8d19fc9aef1f558ee1010f17e731,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ba-Br,3|Ba-Br,3|Ba,AB2C8_mC22_5_a_c_4c,3|Ba-Br
nh-0a4c5277d1886838,Ba(CuI4)2,Ba(CuI4)2,Ba-Cu-I,AB2C8,11,wbm-1-16618,91,Ba1Cu2F8,-0.254627,3|Ba-Cu,AB2C8_mC22_5_a_c_4c:Ba-Cu-F,F->I,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-16618::F->I,30070393e06bd463cd24d0de14ee87f582953ad0b4451a7b3c48ccf08226761a,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Ba-Cu,3|Ba-Cu,3|Ba,AB2C8_mC22_5_a_c_4c,3|Ba-Cu
nh-018a0f9cf8d098d8,Yb(PRu)2,Yb(PRu)2,P-Ru-Yb,AB2C2,5,wbm-1-45008,92,Fe2P2Yb1,-0.254188,3|Fe-P,A2B2C_tI10_139_d_e_a:Fe-P-Yb,Fe->Ru,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-45008::Fe->Ru,1555f17fca5973fbee8a1b7aae947d33427e0ccac459e59dbaf7df562229297a,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,P-Ru,3|P-Ru,3|P,A2B2C_tI10_139_d_e,3|P-Ru
nh-7bcf2e804cadd2ee,Yb(POs)2,Yb(POs)2,Os-P-Yb,AB2C2,5,wbm-1-45008,92,Fe2P2Yb1,-0.254188,3|Fe-P,A2B2C_tI10_139_d_e_a:Fe-P-Yb,Fe->Os,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-45008::Fe->Os,c7ce9a9f05a6c4599a95cc833586ea1c2e6e6facd3be69e466ec0088e622fa33,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Os-P,3|Os-P,3|Os,A2B2C_tI10_139_d_e,3|Os-P
nh-e7006a48e9a336d0,Yb(FeN)2,Yb(FeN)2,Fe-N-Yb,AB2C2,5,wbm-1-45008,92,Fe2P2Yb1,-0.254188,3|Fe-P,A2B2C_tI10_139_d_e_a:Fe-P-Yb,P->N,near_hull_parent_isovalent_or_chemically_similar_substitution,wbm_step1::wbm-1-45008::P->N,bd05734aefab228e0e4ab62753f374baaa1f6c954a931a8f3e49c1a92a208cdc,no_known_public_stability_label_in_available_indexes,WBM_Matbench_formula_exclusion; other public indexes unavailable locally,True,generated_before_DFT_outcomes,3,Fe-N,3|Fe-N,3|Fe,A2B2C_tI10_139_d_e,3|Fe-N
