parent_material_id,candidate_id,status,reason
wbm-1-30810,,rejected_internal_duplicate,EuCrN3
wbm-1-30810,,rejected_public_wbm_formula_match,EuMoN3
wbm-1-30810,,rejected_internal_duplicate,EuCrP3
wbm-1-30810,,rejected_internal_duplicate,EuMoP3
wbm-1-30810,,rejected_internal_duplicate,EuCrAs3
wbm-1-30810,,rejected_internal_duplicate,EuMoAs3
wbm-1-2697,,rejected_internal_duplicate,RbBSe2
wbm-1-2697,,rejected_internal_duplicate,RbGaSe2
wbm-1-2697,,rejected_internal_duplicate,RbInSe2
wbm-1-2697,,rejected_internal_duplicate,LiAlSe2
wbm-1-2697,,rejected_internal_duplicate,NaAlSe2
wbm-1-2697,,rejected_internal_duplicate,KAlSe2
wbm-1-2697,,rejected_internal_duplicate,CsAlSe2
wbm-1-2697,,rejected_internal_duplicate,RbAlO2
wbm-1-2697,,rejected_internal_duplicate,RbAlS2
wbm-1-2697,,rejected_internal_duplicate,RbAlTe2
wbm-1-2697,,rejected_internal_duplicate,LiBSe2
wbm-1-2697,,rejected_internal_duplicate,LiGaSe2
wbm-1-2697,,rejected_internal_duplicate,NaGaSe2
wbm-1-2697,,rejected_internal_duplicate,RbGaO2
wbm-1-2697,,rejected_internal_duplicate,RbGaS2
wbm-1-2697,,rejected_internal_duplicate,LiAlS2
wbm-1-2697,,rejected_internal_duplicate,NaAlS2
wbm-1-16304,,rejected_internal_duplicate,RbVF6
wbm-1-16304,,rejected_internal_duplicate,RbTaF6
wbm-1-16304,,rejected_internal_duplicate,CsNbF6
wbm-1-5932,,rejected_internal_duplicate,NaMgP
wbm-1-5932,,rejected_public_wbm_formula_match,BaNaP
wbm-1-5932,,rejected_internal_duplicate,RbBeP
wbm-1-56053,,rejected_internal_duplicate,SmPtN
wbm-1-56053,,rejected_internal_duplicate,SmPPt
wbm-1-56053,,rejected_internal_duplicate,SmAsPt
wbm-1-56053,,rejected_internal_duplicate,SmNiN
wbm-1-56053,,rejected_internal_duplicate,SmNiP
wbm-1-30958,,rejected_internal_duplicate,NdCrN3
wbm-1-30958,,rejected_internal_duplicate,NdWN3
wbm-1-30958,,rejected_internal_duplicate,NdMoP3
wbm-1-30958,,rejected_internal_duplicate,NdMoAs3
wbm-1-30958,,rejected_internal_duplicate,NdSb3Mo
wbm-1-30958,,rejected_internal_duplicate,NdBi3Mo
wbm-1-30958,,rejected_internal_duplicate,NdCrP3
wbm-1-30958,,rejected_internal_duplicate,NdCrAs3
wbm-1-30958,,rejected_internal_duplicate,NdP3W
wbm-1-30958,,rejected_internal_duplicate,NdAs3W
wbm-1-16300,,rejected_internal_duplicate,Cs2LiTmF6
wbm-1-16300,,rejected_internal_duplicate,Cs2KTmF6
wbm-1-3864,,rejected_internal_duplicate,ZrPRh
wbm-1-3864,,rejected_internal_duplicate,ZrSbRh
wbm-1-3864,,rejected_internal_duplicate,ZrCoAs
wbm-1-3864,,rejected_internal_duplicate,ZrAsIr
wbm-1-3864,,rejected_internal_duplicate,TiAsRh
wbm-1-3864,,rejected_internal_duplicate,ZrCoN
wbm-1-3864,,rejected_internal_duplicate,ZrIrN
wbm-1-3864,,rejected_internal_duplicate,ZrPIr
wbm-1-3864,,rejected_internal_duplicate,TiRhN
wbm-1-3864,,rejected_internal_duplicate,TiPRh
wbm-1-3864,,rejected_public_wbm_formula_match,HfPRh
wbm-1-3864,,rejected_internal_duplicate,HfCoAs
wbm-1-3864,,rejected_internal_duplicate,TiAsIr
wbm-1-3864,,rejected_internal_duplicate,HfAsIr
wbm-1-39922,,rejected_internal_duplicate,YbTeS3
wbm-1-39922,,rejected_internal_duplicate,YbSO3
wbm-1-39922,,rejected_internal_duplicate,YbSeS3
wbm-1-27011,,rejected_internal_duplicate,Mg2BeP2
wbm-1-27011,,rejected_public_wbm_formula_match,Ca(MgP)2
wbm-1-27011,,rejected_public_wbm_formula_match,Ba(MgP)2
wbm-1-2080,,rejected_public_wbm_formula_match,CeGaRu
wbm-1-2080,,rejected_public_wbm_formula_match,CeGaOs
wbm-1-39165,,rejected_internal_duplicate,Na2TiO3
wbm-1-39165,,rejected_internal_duplicate,Na2ZrO3
wbm-1-39165,,rejected_internal_duplicate,Li2HfO3
wbm-1-39165,,rejected_internal_duplicate,K2HfO3
wbm-1-39165,,rejected_internal_duplicate,Rb2HfO3
wbm-1-39165,,rejected_internal_duplicate,Na2HfS3
wbm-1-39165,,rejected_internal_duplicate,Na2HfSe3
wbm-1-39165,,rejected_internal_duplicate,Na2HfTe3
wbm-1-39165,,rejected_internal_duplicate,Li2TiO3
wbm-1-39165,,rejected_internal_duplicate,K2TiO3
wbm-1-39165,,rejected_internal_duplicate,Li2ZrO3
wbm-1-39165,,rejected_internal_duplicate,K2ZrO3
wbm-1-39165,,rejected_internal_duplicate,Na2TiS3
wbm-1-39165,,rejected_internal_duplicate,Na2TiSe3
wbm-1-39165,,rejected_internal_duplicate,Na2ZrS3
wbm-1-39165,,rejected_internal_duplicate,Na2ZrSe3
wbm-1-39165,,rejected_internal_duplicate,Li2HfS3
wbm-1-39165,,rejected_internal_duplicate,Li2HfSe3
wbm-1-39165,,rejected_internal_duplicate,K2HfS3
wbm-1-39165,,rejected_internal_duplicate,K2HfSe3
wbm-1-30807,,rejected_internal_duplicate,EuP3W
wbm-1-30807,,rejected_internal_duplicate,EuAs3W
wbm-1-30807,,rejected_internal_duplicate,EuSb3W
wbm-1-30807,,rejected_internal_duplicate,EuBi3W
wbm-1-30807,,rejected_internal_duplicate,EuCrN3
wbm-1-30807,,rejected_public_wbm_formula_match,EuMoN3
wbm-1-30807,,rejected_internal_duplicate,EuCrP3
wbm-1-30807,,rejected_internal_duplicate,EuMoP3
wbm-1-30807,,rejected_internal_duplicate,EuCrAs3
wbm-1-30807,,rejected_internal_duplicate,EuMoAs3
wbm-1-31185,,rejected_internal_duplicate,SmP3W
wbm-1-31185,,rejected_internal_duplicate,SmAs3W
wbm-1-31185,,rejected_internal_duplicate,SmSb3W
wbm-1-31185,,rejected_internal_duplicate,SmBi3W
wbm-1-31185,,rejected_internal_duplicate,SmCrN3
wbm-1-31185,,rejected_internal_duplicate,SmMoN3
wbm-1-31185,,rejected_internal_duplicate,SmCrP3
wbm-1-31185,,rejected_internal_duplicate,SmMoP3
wbm-1-49664,,rejected_internal_duplicate,K2TiS3
wbm-1-49664,,rejected_internal_duplicate,K2ZrS3
wbm-1-49664,,rejected_internal_duplicate,Li2HfS3
wbm-1-49664,,rejected_internal_duplicate,Na2HfS3
wbm-1-49664,,rejected_internal_duplicate,Rb2HfS3
wbm-1-49664,,rejected_public_wbm_formula_match,Cs2HfS3
wbm-1-49664,,rejected_internal_duplicate,K2HfO3
wbm-1-49664,,rejected_internal_duplicate,K2HfSe3
wbm-1-49664,,rejected_internal_duplicate,Li2TiS3
wbm-1-49664,,rejected_internal_duplicate,Na2TiS3
wbm-1-49664,,rejected_internal_duplicate,Li2ZrS3
wbm-1-49664,,rejected_internal_duplicate,Na2ZrS3
wbm-1-49664,,rejected_internal_duplicate,K2TiO3
wbm-1-49664,,rejected_internal_duplicate,K2TiSe3
wbm-1-49664,,rejected_internal_duplicate,K2ZrO3
wbm-1-49664,,rejected_internal_duplicate,Li2HfO3
wbm-1-49664,,rejected_internal_duplicate,Li2HfSe3
wbm-1-49664,,rejected_internal_duplicate,Na2HfO3
wbm-1-49664,,rejected_internal_duplicate,Na2HfSe3
wbm-1-52813,,rejected_public_wbm_formula_match,Li3NbSe4
wbm-1-52813,,rejected_public_wbm_formula_match,Na3NbSe4
wbm-1-52813,,rejected_public_wbm_formula_match,K3NbSe4
wbm-1-52813,,rejected_internal_duplicate,Cs3VSe4
wbm-1-52813,,rejected_public_wbm_formula_match,Cs3NbO4
wbm-1-52813,,rejected_public_wbm_formula_match,Cs3NbS4
wbm-1-52813,,rejected_public_wbm_formula_match,Cs3NbTe4
wbm-1-52813,,rejected_internal_duplicate,Li3VSe4
wbm-1-52813,,rejected_internal_duplicate,Na3VSe4
wbm-1-52813,,rejected_internal_duplicate,Li3NbO4
wbm-1-52813,,rejected_internal_duplicate,Li3NbS4
wbm-1-52813,,rejected_public_wbm_formula_match,Na3NbO4
wbm-1-52813,,rejected_public_wbm_formula_match,Na3NbS4
wbm-1-52813,,rejected_internal_duplicate,Cs3VS4
wbm-1-52813,,rejected_internal_duplicate,Cs3TaO4
wbm-1-52813,,rejected_internal_duplicate,Cs3TaS4
wbm-1-30811,,rejected_internal_duplicate,EuP3W
wbm-1-30811,,rejected_internal_duplicate,EuAs3W
wbm-1-30811,,rejected_internal_duplicate,EuSb3W
wbm-1-30811,,rejected_internal_duplicate,EuBi3W
wbm-1-30811,,rejected_internal_duplicate,EuCrN3
wbm-1-30811,,rejected_public_wbm_formula_match,EuMoN3
wbm-1-30811,,rejected_internal_duplicate,EuCrP3
wbm-1-30811,,rejected_internal_duplicate,EuMoP3
wbm-1-30811,,rejected_internal_duplicate,EuCrAs3
wbm-1-30811,,rejected_internal_duplicate,EuMoAs3
wbm-1-52826,,rejected_internal_duplicate,Li3TaSe4
wbm-1-52826,,rejected_internal_duplicate,Na3TaSe4
wbm-1-52826,,rejected_internal_duplicate,K3TaSe4
wbm-1-52826,,rejected_internal_duplicate,Cs3TaSe4
wbm-1-52826,,rejected_public_wbm_formula_match,Rb3TaTe4
wbm-1-52826,,rejected_internal_duplicate,Rb3NbSe4
wbm-1-52826,,rejected_internal_duplicate,Li3TaO4
wbm-1-52826,,rejected_internal_duplicate,Na3TaO4
wbm-1-52826,,rejected_internal_duplicate,Li3VSe4
wbm-1-52826,,rejected_public_wbm_formula_match,Li3NbSe4
wbm-1-52826,,rejected_internal_duplicate,Na3VSe4
wbm-1-52826,,rejected_public_wbm_formula_match,Na3NbSe4
wbm-1-52826,,rejected_internal_duplicate,Rb3VO4
wbm-1-52826,,rejected_internal_duplicate,Rb3NbO4
wbm-1-52452,,rejected_public_wbm_formula_match,CsDySe2
wbm-1-35987,,rejected_internal_duplicate,Pd(Se3Br)2
wbm-1-35987,,rejected_internal_duplicate,Ni(S3Br)2
wbm-1-46048,,rejected_internal_duplicate,YbPPd
wbm-1-46048,,rejected_internal_duplicate,YbPPt
wbm-1-46048,,rejected_internal_duplicate,YbNiAs
wbm-1-46048,,rejected_internal_duplicate,YbNiSb
wbm-1-46048,,rejected_internal_duplicate,YbNiBi
wbm-1-46048,,rejected_internal_duplicate,YbPdN
wbm-1-46048,,rejected_internal_duplicate,YbPtN
wbm-1-31187,,rejected_internal_duplicate,SmP3W
wbm-1-31187,,rejected_internal_duplicate,SmAs3W
wbm-1-31187,,rejected_internal_duplicate,SmSb3W
wbm-1-31187,,rejected_internal_duplicate,SmBi3W
wbm-1-31187,,rejected_internal_duplicate,SmCrN3
wbm-1-31187,,rejected_internal_duplicate,SmMoN3
wbm-1-31187,,rejected_internal_duplicate,SmCrP3
wbm-1-31187,,rejected_internal_duplicate,SmMoP3
wbm-1-31187,,rejected_internal_duplicate,SmCrAs3
wbm-1-31187,,rejected_internal_duplicate,SmMoAs3
wbm-1-57532,,rejected_public_wbm_formula_match,EuS3
wbm-1-57532,,rejected_public_wbm_formula_match,EuSe3
wbm-1-30963,,rejected_internal_duplicate,PrCrN3
wbm-1-30963,,rejected_internal_duplicate,PrWN3
wbm-1-30963,,rejected_internal_duplicate,PrMoP3
wbm-1-30963,,rejected_internal_duplicate,PrMoAs3
wbm-1-30963,,rejected_internal_duplicate,PrSb3Mo
wbm-1-30963,,rejected_internal_duplicate,PrBi3Mo
wbm-1-30963,,rejected_internal_duplicate,PrCrP3
wbm-1-30963,,rejected_internal_duplicate,PrCrAs3
wbm-1-30963,,rejected_internal_duplicate,PrP3W
wbm-1-30963,,rejected_internal_duplicate,PrAs3W
wbm-1-30957,,rejected_internal_duplicate,NdCrN3
wbm-1-30957,,rejected_internal_duplicate,NdWN3
wbm-1-30957,,rejected_internal_duplicate,NdMoP3
wbm-1-30957,,rejected_internal_duplicate,NdMoAs3
wbm-1-30957,,rejected_internal_duplicate,NdSb3Mo
wbm-1-30957,,rejected_internal_duplicate,NdBi3Mo
wbm-1-30957,,rejected_internal_duplicate,NdCrP3
wbm-1-30957,,rejected_internal_duplicate,NdCrAs3
wbm-1-30957,,rejected_internal_duplicate,NdP3W
wbm-1-30957,,rejected_internal_duplicate,NdAs3W
wbm-1-31002,,rejected_internal_duplicate,NdP3W
wbm-1-31002,,rejected_internal_duplicate,NdAs3W
wbm-1-31002,,rejected_internal_duplicate,NdSb3W
wbm-1-31002,,rejected_internal_duplicate,NdBi3W
wbm-1-31002,,rejected_internal_duplicate,NdCrN3
wbm-1-31002,,rejected_internal_duplicate,NdMoN3
wbm-1-31002,,rejected_internal_duplicate,NdCrP3
wbm-1-31002,,rejected_internal_duplicate,NdMoP3
wbm-1-31002,,rejected_internal_duplicate,NdCrAs3
wbm-1-31002,,rejected_internal_duplicate,NdMoAs3
wbm-1-15356,,rejected_internal_duplicate,LiCuF4
wbm-1-15356,,rejected_internal_duplicate,RbCuF4
wbm-1-15356,,rejected_public_wbm_formula_match,CsCuF4
wbm-1-30813,,rejected_internal_duplicate,EuP3W
wbm-1-30813,,rejected_internal_duplicate,EuAs3W
wbm-1-30813,,rejected_internal_duplicate,EuSb3W
wbm-1-30813,,rejected_internal_duplicate,EuBi3W
wbm-1-30813,,rejected_internal_duplicate,EuCrN3
wbm-1-30813,,rejected_public_wbm_formula_match,EuMoN3
wbm-1-30813,,rejected_internal_duplicate,EuCrP3
wbm-1-30813,,rejected_internal_duplicate,EuMoP3
wbm-1-30813,,rejected_internal_duplicate,EuCrAs3
wbm-1-30813,,rejected_internal_duplicate,EuMoAs3
wbm-1-16285,,rejected_internal_duplicate,RbCuF6
wbm-1-16285,,rejected_internal_duplicate,LiAuF6
wbm-1-16285,,rejected_internal_duplicate,NaAuF6
wbm-1-16285,,rejected_internal_duplicate,KAuF6
wbm-1-31189,,rejected_internal_duplicate,SmP3W
wbm-1-31189,,rejected_internal_duplicate,SmAs3W
wbm-1-31189,,rejected_internal_duplicate,SmSb3W
wbm-1-31189,,rejected_internal_duplicate,SmBi3W
wbm-1-31189,,rejected_internal_duplicate,SmCrN3
wbm-1-31189,,rejected_internal_duplicate,SmMoN3
wbm-1-31189,,rejected_internal_duplicate,SmCrP3
wbm-1-31189,,rejected_internal_duplicate,SmMoP3
wbm-1-31189,,rejected_internal_duplicate,SmCrAs3
wbm-1-31189,,rejected_internal_duplicate,SmMoAs3
wbm-1-54257,,rejected_public_wbm_formula_match,Ca3(FeSi)4
wbm-1-54257,,rejected_public_wbm_formula_match,Ca3(GeRu)4
wbm-1-21810,,rejected_internal_duplicate,OsF3
wbm-1-21810,,rejected_internal_duplicate,OsCl3
wbm-1-21810,,rejected_public_wbm_formula_match,FeI3
wbm-1-21810,,rejected_internal_duplicate,FeF3
wbm-1-21810,,rejected_internal_duplicate,RuF3
wbm-1-21810,,rejected_internal_duplicate,FeCl3
wbm-1-21810,,rejected_internal_duplicate,RuCl3
wbm-1-31737,,rejected_internal_duplicate,CeNF
wbm-1-31737,,rejected_internal_duplicate,CeBrN
wbm-1-31737,,rejected_public_wbm_formula_match,CeIN
wbm-1-31737,,rejected_internal_duplicate,CePCl
wbm-1-31737,,rejected_internal_duplicate,CeAsCl
wbm-1-31737,,rejected_internal_duplicate,CePF
wbm-1-31737,,rejected_internal_duplicate,CeAsF
wbm-1-31737,,rejected_internal_duplicate,CePBr
wbm-1-31737,,rejected_internal_duplicate,CeAsBr
wbm-1-23050,,rejected_public_wbm_formula_match,CsPt2
wbm-1-23050,,rejected_public_wbm_formula_match,KNi2
wbm-1-23050,,rejected_public_wbm_formula_match,KPd2
wbm-1-23050,,rejected_public_wbm_formula_match,LiNi2
wbm-1-23050,,rejected_public_wbm_formula_match,LiPd2
wbm-1-23050,,rejected_public_wbm_formula_match,NaNi2
wbm-1-23050,,rejected_public_wbm_formula_match,NaPd2
wbm-1-3457,,rejected_internal_duplicate,YbCuAs
wbm-1-3457,,rejected_internal_duplicate,YbAsAu
wbm-1-3457,,rejected_internal_duplicate,YbAgN
wbm-1-3457,,rejected_internal_duplicate,YbAgP
wbm-1-3457,,rejected_internal_duplicate,YbAgSb
wbm-1-3457,,rejected_internal_duplicate,YbAgBi
wbm-1-3457,,rejected_internal_duplicate,YbCuN
wbm-1-3457,,rejected_internal_duplicate,YbCuP
wbm-1-3457,,rejected_internal_duplicate,YbAuN
wbm-1-3457,,rejected_internal_duplicate,YbPAu
wbm-1-58613,,rejected_internal_duplicate,TiCoSb
wbm-1-58613,,rejected_internal_duplicate,TiSbIr
wbm-1-58613,,rejected_internal_duplicate,TiRhN
wbm-1-58613,,rejected_internal_duplicate,TiPRh
wbm-1-58613,,rejected_internal_duplicate,TiAsRh
wbm-1-58613,,rejected_internal_duplicate,TiBiRh
wbm-1-58613,,rejected_internal_duplicate,ZrSbRh
wbm-1-58613,,rejected_internal_duplicate,HfSbRh
wbm-1-58613,,rejected_internal_duplicate,TiCoN
wbm-1-58613,,rejected_internal_duplicate,TiCoP
wbm-1-58613,,rejected_internal_duplicate,TiIrN
wbm-1-58613,,rejected_internal_duplicate,TiPIr
wbm-1-58613,,rejected_internal_duplicate,ZrCoSb
wbm-1-58613,,rejected_internal_duplicate,HfCoSb
wbm-1-58613,,rejected_internal_duplicate,ZrSbIr
wbm-1-58613,,rejected_internal_duplicate,HfSbIr
wbm-1-58613,,rejected_internal_duplicate,ZrRhN
wbm-1-58613,,rejected_internal_duplicate,HfRhN
wbm-1-58613,,rejected_internal_duplicate,ZrPRh
wbm-1-58613,,rejected_public_wbm_formula_match,HfPRh
wbm-1-7550,,rejected_internal_duplicate,ErCBrN2
wbm-1-7550,,rejected_internal_duplicate,ErCIN2
wbm-1-30964,,rejected_internal_duplicate,SmCrN3
wbm-1-30964,,rejected_internal_duplicate,SmMoP3
wbm-1-30964,,rejected_internal_duplicate,SmMoAs3
wbm-1-30964,,rejected_internal_duplicate,SmCrP3
wbm-1-30964,,rejected_internal_duplicate,SmCrAs3
wbm-1-30964,,rejected_internal_duplicate,SmP3W
wbm-1-30964,,rejected_internal_duplicate,SmAs3W
wbm-1-10909,,rejected_internal_duplicate,Te4MoBr
wbm-1-10909,,rejected_internal_duplicate,MoSe4Cl
wbm-1-30833,,rejected_public_wbm_formula_match,GdMoN3
wbm-1-48636,,rejected_public_wbm_formula_match,CuS2
wbm-1-48636,,rejected_public_wbm_formula_match,AuS2
wbm-1-48636,,rejected_public_wbm_formula_match,AgSe2
wbm-1-48636,,rejected_public_wbm_formula_match,AgTe2
wbm-1-48636,,rejected_public_wbm_formula_match,CuSe2
wbm-1-48636,,rejected_public_wbm_formula_match,AuSe2
wbm-1-52615,,rejected_internal_duplicate,CeO3
wbm-1-52615,,rejected_public_wbm_formula_match,CeS3
wbm-1-52615,,rejected_public_wbm_formula_match,CeTe3
wbm-1-30731,,rejected_internal_duplicate,CeP3W
wbm-1-30731,,rejected_internal_duplicate,CeAs3W
wbm-1-30731,,rejected_internal_duplicate,CeSb3W
wbm-1-30731,,rejected_internal_duplicate,CeBi3W
wbm-1-30731,,rejected_public_wbm_formula_match,CeCrN3
wbm-1-30731,,rejected_public_wbm_formula_match,CeMoN3
wbm-1-30731,,rejected_internal_duplicate,CeCrP3
wbm-1-30731,,rejected_internal_duplicate,CeMoP3
wbm-1-30731,,rejected_internal_duplicate,CeCrAs3
wbm-1-30731,,rejected_internal_duplicate,CeMoAs3
wbm-1-23107,,rejected_public_wbm_formula_match,KScSe2
wbm-1-23107,,rejected_public_wbm_formula_match,KLaSe2
wbm-1-23107,,rejected_public_wbm_formula_match,KLuSe2
wbm-1-30805,,rejected_internal_duplicate,EuP3W
wbm-1-30805,,rejected_internal_duplicate,EuAs3W
wbm-1-30805,,rejected_internal_duplicate,EuSb3W
wbm-1-30805,,rejected_internal_duplicate,EuBi3W
wbm-1-30805,,rejected_internal_duplicate,EuCrN3
wbm-1-30805,,rejected_public_wbm_formula_match,EuMoN3
wbm-1-30805,,rejected_internal_duplicate,EuCrP3
wbm-1-30805,,rejected_internal_duplicate,EuMoP3
wbm-1-30805,,rejected_internal_duplicate,EuCrAs3
wbm-1-30805,,rejected_internal_duplicate,EuMoAs3
wbm-1-33424,,rejected_public_wbm_formula_match,LiPd2
wbm-1-33424,,rejected_public_wbm_formula_match,KPd2
wbm-1-33424,,rejected_public_wbm_formula_match,CsPd2
wbm-1-33424,,rejected_public_wbm_formula_match,NaNi2
wbm-1-33424,,rejected_internal_duplicate,NaPt2
wbm-1-33424,,rejected_public_wbm_formula_match,LiNi2
wbm-1-33424,,rejected_internal_duplicate,LiPt2
wbm-1-33424,,rejected_public_wbm_formula_match,KNi2
wbm-1-33424,,rejected_public_wbm_formula_match,KPt2
wbm-1-52740,,rejected_public_wbm_formula_match,SrTe3
wbm-1-52740,,rejected_public_wbm_formula_match,MgSe3
wbm-1-52740,,rejected_public_wbm_formula_match,CaSe3
wbm-1-52740,,rejected_public_wbm_formula_match,BaSe3
wbm-1-52740,,rejected_public_wbm_formula_match,MgS3
wbm-1-10778,,rejected_internal_duplicate,Cs2Cl7F
wbm-1-9828,,rejected_internal_duplicate,LiCl2
wbm-1-9828,,rejected_internal_duplicate,NaCl2
wbm-1-9828,,rejected_internal_duplicate,KCl2
wbm-1-9828,,rejected_internal_duplicate,LiF2
wbm-1-15357,,rejected_internal_duplicate,NaAgF4
wbm-1-15357,,rejected_internal_duplicate,NaAuF4
wbm-1-15357,,rejected_internal_duplicate,NaCuCl4
wbm-1-15357,,rejected_internal_duplicate,NaCuBr4
wbm-1-15357,,rejected_internal_duplicate,NaCuI4
wbm-1-15357,,rejected_internal_duplicate,LiCuF4
wbm-1-15357,,rejected_internal_duplicate,KCuF4
wbm-1-15357,,rejected_internal_duplicate,RbCuF4
wbm-1-15357,,rejected_public_wbm_formula_match,CsCuF4
wbm-1-15357,,rejected_internal_duplicate,NaAgCl4
wbm-1-15357,,rejected_internal_duplicate,NaAgBr4
wbm-1-15357,,rejected_internal_duplicate,KAgF4
wbm-1-15357,,rejected_internal_duplicate,KAuF4
wbm-1-15357,,rejected_internal_duplicate,KCuCl4
wbm-1-15357,,rejected_internal_duplicate,KCuBr4
wbm-1-6584,,rejected_internal_duplicate,Te4WF
wbm-1-6584,,rejected_internal_duplicate,Te4WCl
wbm-1-6584,,rejected_internal_duplicate,WSe4Br
wbm-1-6584,,rejected_internal_duplicate,Te4MoBr
wbm-1-34260,,rejected_public_wbm_formula_match,NdPPt
wbm-1-34260,,rejected_public_wbm_formula_match,NdNiP
wbm-1-34260,,rejected_public_wbm_formula_match,NdPPd
wbm-1-5931,,rejected_internal_duplicate,NaMgP
wbm-1-5931,,rejected_internal_duplicate,NaCaP
wbm-1-5931,,rejected_internal_duplicate,NaSrP
wbm-1-5931,,rejected_public_wbm_formula_match,BaNaP
wbm-1-5931,,rejected_internal_duplicate,LiBeP
wbm-1-5931,,rejected_internal_duplicate,KBeP
wbm-1-5931,,rejected_internal_duplicate,RbBeP
wbm-1-5931,,rejected_internal_duplicate,CsBeP
wbm-1-5931,,rejected_internal_duplicate,NaBeN
wbm-1-5931,,rejected_internal_duplicate,NaBeAs
wbm-1-5931,,rejected_internal_duplicate,NaBeSb
wbm-1-5931,,rejected_internal_duplicate,LiMgP
wbm-1-5931,,rejected_public_wbm_formula_match,KMgP
wbm-1-5931,,rejected_internal_duplicate,NaMgN
wbm-1-5931,,rejected_internal_duplicate,NaMgAs
wbm-1-58756,,rejected_public_wbm_formula_match,HfTe4
wbm-1-58756,,rejected_public_wbm_formula_match,HfS4
wbm-1-31738,,rejected_internal_duplicate,CeNF
wbm-1-31738,,rejected_internal_duplicate,CeBrN
wbm-1-31738,,rejected_public_wbm_formula_match,CeIN
wbm-1-31738,,rejected_internal_duplicate,CePCl
wbm-1-31738,,rejected_internal_duplicate,CeAsCl
wbm-1-31738,,rejected_internal_duplicate,CeSbCl
wbm-1-31738,,rejected_internal_duplicate,CeBiCl
wbm-1-31738,,rejected_internal_duplicate,CePF
wbm-1-31738,,rejected_internal_duplicate,CeAsF
wbm-1-31738,,rejected_internal_duplicate,CePBr
wbm-1-31738,,rejected_internal_duplicate,CeAsBr
wbm-1-16187,,rejected_internal_duplicate,BaNiF6
wbm-1-31190,,rejected_internal_duplicate,SmP3W
wbm-1-31190,,rejected_internal_duplicate,SmAs3W
wbm-1-31190,,rejected_internal_duplicate,SmSb3W
wbm-1-31190,,rejected_internal_duplicate,SmBi3W
wbm-1-31190,,rejected_internal_duplicate,SmCrN3
wbm-1-31190,,rejected_internal_duplicate,SmMoN3
wbm-1-31190,,rejected_internal_duplicate,SmCrP3
wbm-1-31190,,rejected_internal_duplicate,SmMoP3
wbm-1-31190,,rejected_internal_duplicate,SmCrAs3
wbm-1-31190,,rejected_internal_duplicate,SmMoAs3
wbm-1-32111,,rejected_public_wbm_formula_match,EuNiP
wbm-1-32111,,rejected_public_wbm_formula_match,EuNiSb
wbm-1-32111,,rejected_public_wbm_formula_match,EuPPd
wbm-1-32111,,rejected_public_wbm_formula_match,EuPPt
wbm-1-52742,,rejected_internal_duplicate,SrO3
wbm-1-52742,,rejected_internal_duplicate,SrS3
wbm-1-52742,,rejected_public_wbm_formula_match,SrTe3
wbm-1-52742,,rejected_internal_duplicate,BeSe3
wbm-1-52742,,rejected_public_wbm_formula_match,MgSe3
wbm-1-52742,,rejected_public_wbm_formula_match,CaSe3
wbm-1-52742,,rejected_public_wbm_formula_match,BaSe3
wbm-1-52742,,rejected_internal_duplicate,BeO3
wbm-1-52742,,rejected_internal_duplicate,MgO3
wbm-1-52742,,rejected_internal_duplicate,BeS3
wbm-1-52742,,rejected_public_wbm_formula_match,MgS3
wbm-1-46377,,rejected_public_wbm_formula_match,MgPRh
wbm-1-46377,,rejected_public_wbm_formula_match,CaPRh
wbm-1-46377,,rejected_public_wbm_formula_match,BaPRh
wbm-1-45478,,rejected_internal_duplicate,Tb2PF2
wbm-1-45478,,rejected_internal_duplicate,Tb2PCl2
wbm-1-45478,,rejected_internal_duplicate,Tb2NF2
wbm-1-6461,,rejected_internal_duplicate,SrF4
wbm-1-6461,,rejected_internal_duplicate,SrCl4
wbm-1-6461,,rejected_internal_duplicate,SrI4
wbm-1-6461,,rejected_internal_duplicate,BeBr4
wbm-1-6461,,rejected_internal_duplicate,MgBr4
wbm-1-6461,,rejected_internal_duplicate,CaBr4
wbm-1-6461,,rejected_public_wbm_formula_match,BaBr4
wbm-1-6461,,rejected_internal_duplicate,BeF4
wbm-1-6461,,rejected_internal_duplicate,MgF4
wbm-1-6461,,rejected_internal_duplicate,BeCl4
wbm-1-6461,,rejected_internal_duplicate,MgCl4
wbm-1-5685,,rejected_public_wbm_formula_match,Eu(MgP)2
wbm-1-5685,,rejected_public_wbm_formula_match,EuMg2N2
wbm-1-28376,,rejected_internal_duplicate,RbBeP
wbm-1-28376,,rejected_internal_duplicate,RbCaP
wbm-1-28376,,rejected_internal_duplicate,RbMgN
wbm-1-28376,,rejected_internal_duplicate,RbMgAs
wbm-1-28376,,rejected_internal_duplicate,RbMgSb
wbm-1-28376,,rejected_internal_duplicate,RbMgBi
wbm-1-28376,,rejected_internal_duplicate,LiMgP
wbm-1-28376,,rejected_internal_duplicate,NaMgP
wbm-1-28376,,rejected_public_wbm_formula_match,KMgP
wbm-1-28376,,rejected_public_wbm_formula_match,CsMgP
wbm-1-28376,,rejected_internal_duplicate,RbBeN
wbm-1-28376,,rejected_internal_duplicate,RbBeAs
wbm-1-28376,,rejected_internal_duplicate,RbCaN
wbm-1-28376,,rejected_internal_duplicate,RbCaAs
wbm-1-28376,,rejected_internal_duplicate,LiBeP
