domain,dataset,proposal_source,source_scope,metric_family,alpha,K,seed,PARC_released,non_empty,raw_selected_links,raw_false_persistence_links,raw_false_link_fraction,raw_source_split_conflicts,raw_target_merge_conflicts,raw_false_persistence_chains,raw_map_edit_burden_proxy,raw_persistence_map_quality_proxy,PARC_false_persistence_links,PARC_false_link_fraction,PARC_false_persistence_chains,PARC_map_edit_burden_proxy,PARC_persistence_map_quality_proxy,prevented_false_persistence_links,prevented_false_persistence_chains,prevented_map_edit_burden_proxy,best_mass_ratio,max_observed_e,required_e,block_coverage,observed_positives,evidence_status
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,16,0,0,1000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.5233361676371789,6.061336876907764,5.0,1.0,100350,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,16,0,0,5000,6,0.0012,0,0,6,12,0.9976057462090981,0,0.0,0,0,1.0,6,6,12,0.20843750840574907,6.061336876907764,5.0,1.0,100350,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,17,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,101430,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,17,300,1,300,2,0.006666666666666667,0,0,2,4,0.9868421052631579,2,0.006666666666666667,2,4,0.9868421052631579,0,0,0,1.212267375381553,6.061336876907764,5.0,1.0,101430,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,17,500,1,500,2,0.004,0,0,2,4,0.9920634920634921,2,0.004,2,4,0.9920634920634921,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,101430,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,17,1000,1,1000,3,0.003,0,0,3,6,0.9940357852882704,3,0.003,3,6,0.9940357852882704,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,101430,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,17,0,0,5000,11,0.0022,0,0,11,22,0.9956192751891677,0,0.0,0,0,1.0,11,11,22,0.44708420804071664,6.061336876907764,5.0,1.0,101430,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,18,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,104135,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,18,300,1,300,2,0.006666666666666667,0,0,2,4,0.9868421052631579,2,0.006666666666666667,2,4,0.9868421052631579,0,0,0,1.212267375381553,6.061336876907764,5.0,1.0,104135,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,18,500,1,500,2,0.004,0,0,2,4,0.9920634920634921,2,0.004,2,4,0.9920634920634921,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,104135,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,18,1000,1,1000,3,0.003,0,0,3,6,0.9940357852882704,3,0.003,3,6,0.9940357852882704,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,104135,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,18,0,0,5000,11,0.0022,0,0,11,22,0.9956192751891677,0,0.0,0,0,1.0,11,11,22,0.3821066767202655,6.061336876907764,5.0,1.0,104135,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,19,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,111678,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,19,300,1,300,2,0.006666666666666667,0,0,2,4,0.9868421052631579,2,0.006666666666666667,2,4,0.9868421052631579,0,0,0,1.212267375381553,6.061336876907764,5.0,1.0,111678,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,19,500,1,500,2,0.004,0,0,2,4,0.9920634920634921,2,0.004,2,4,0.9920634920634921,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,111678,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,19,1000,1,1000,3,0.003,0,0,3,6,0.9940357852882704,3,0.003,3,6,0.9940357852882704,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,111678,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,19,0,0,5000,10,0.002,0,0,10,20,0.9960159362549801,0,0.0,0,0,1.0,10,10,20,0.38040950239473126,6.061336876907764,5.0,1.0,111678,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,100,0,0,0,100,74,0.74,0,0,74,148,0.4032258064516129,0,0.0,0,0,1.0,74,74,148,0.087754550202018,6.061336876907764,5.0,1.0,99736,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,300,0,0,0,300,223,0.7433333333333333,0,0,223,446,0.4021447721179625,0,0.0,0,0,1.0,223,223,446,0.05908858291220171,6.061336876907764,5.0,1.0,99736,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,500,0,0,0,500,359,0.718,0,1,358,718,0.4105090311986864,0,0.0,0,0,1.0,359,358,718,0.05322022652413211,6.061336876907764,5.0,1.0,99736,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,1000,0,0,0,1000,697,0.697,0,1,695,1393,0.41788549937317176,0,0.0,0,0,1.0,697,695,1393,0.05041415474646528,6.061336876907764,5.0,1.0,99736,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,5000,0,0,0,5000,3442,0.6884,8,45,3389,6884,0.42073375967687643,0,0.0,0,0,1.0,3442,3389,6884,0.04924182085639063,6.061336876907764,5.0,1.0,99736,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,100,1,0,0,100,63,0.63,0,0,63,126,0.4424778761061947,0,0.0,0,0,1.0,63,63,126,0.07917797225349914,6.061336876907764,5.0,1.0,109623,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,300,1,0,0,300,205,0.6833333333333333,0,1,204,410,0.4225352112676056,0,0.0,0,0,1.0,205,204,410,0.05583344692001181,6.061336876907764,5.0,1.0,109623,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,500,1,0,0,500,343,0.686,0,2,341,686,0.4215851602023609,0,0.0,0,0,1.0,343,341,686,0.052299191660132915,6.061336876907764,5.0,1.0,109623,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,1000,1,0,0,1000,691,0.691,0,5,684,1380,0.4201680672268907,0,0.0,0,0,1.0,691,684,1380,0.05041415474646528,6.061336876907764,5.0,1.0,109623,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,5000,1,0,0,5000,3426,0.6852,6,58,3358,6848,0.4220121539500338,0,0.0,0,0,1.0,3426,3358,6848,0.04924182085639063,6.061336876907764,5.0,1.0,109623,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,100,2,0,0,100,59,0.59,0,0,59,118,0.45871559633027525,0,0.0,0,0,1.0,59,59,118,0.07665068230870772,6.061336876907764,5.0,1.0,96732,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,300,2,0,0,300,203,0.6766666666666666,0,0,203,406,0.4249291784702549,0,0.0,0,0,1.0,203,203,406,0.05908858291220171,6.061336876907764,5.0,1.0,96732,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,500,2,0,0,500,350,0.7,0,0,350,700,0.41666666666666663,0,0.0,0,0,1.0,350,350,700,0.05435526509460877,6.061336876907764,5.0,1.0,96732,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,1000,2,0,0,1000,682,0.682,0,1,680,1363,0.4231908590774439,0,0.0,0,0,1.0,682,680,1363,0.05102488896313641,6.061336876907764,5.0,1.0,96732,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,5000,2,0,0,5000,3413,0.6826,3,32,3373,6821,0.42297605955502915,0,0.0,0,0,1.0,3413,3373,6821,0.050414154746465274,6.061336876907764,5.0,1.0,96732,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,100,3,0,0,100,71,0.71,0,0,71,142,0.4132231404958677,0,0.0,0,0,1.0,71,71,142,0.09485686373457958,3.5677474191861642,5.0,1.0,88285,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,300,3,0,0,300,203,0.6766666666666666,0,1,202,406,0.4249291784702549,0,0.0,0,0,1.0,203,202,406,0.06341174554080059,3.5677474191861642,5.0,1.0,88285,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,500,3,0,0,500,355,0.71,0,1,354,710,0.4132231404958677,0,0.0,0,0,1.0,355,354,710,0.055833446920011826,3.5677474191861642,5.0,1.0,88285,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,1000,3,0,0,1000,699,0.699,0,3,695,1397,0.4171881518564873,0,0.0,0,0,1.0,699,695,1397,0.05364942189932672,3.5677474191861642,5.0,1.0,88285,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,5000,3,0,0,5000,3393,0.6786,8,46,3335,6782,0.42437616703445935,0,0.0,0,0,1.0,3393,3335,6782,0.05165297299311561,3.5677474191861642,5.0,1.0,88285,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,100,4,0,0,100,64,0.64,0,0,64,128,0.4385964912280702,0,0.0,0,0,1.0,64,64,128,0.07511766866253358,3.5677474191861642,5.0,1.0,102194,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,300,4,0,0,300,206,0.6866666666666666,0,1,205,412,0.4213483146067416,0,0.0,0,0,1.0,206,205,412,0.05660800761549966,3.5677474191861642,5.0,1.0,102194,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,500,4,0,0,500,355,0.71,0,1,354,710,0.4132231404958677,0,0.0,0,0,1.0,355,354,710,0.055082915320840475,3.5677474191861642,5.0,1.0,102194,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,1000,4,0,0,1000,688,0.688,0,3,683,1374,0.4212299915754002,0,0.0,0,0,1.0,688,683,1374,0.05296437893550334,3.5677474191861642,5.0,1.0,102194,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,5000,4,0,0,5000,3363,0.6726,7,40,3316,6726,0.4264028654272557,0,0.0,0,0,1.0,3363,3316,6726,0.050414154746465274,3.5677474191861642,5.0,1.0,102194,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,100,5,0,0,100,65,0.65,0,0,65,130,0.4347826086956522,0,0.0,0,0,1.0,65,65,130,0.07997774975100923,3.5677474191861642,5.0,1.0,101056,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,300,5,0,0,300,208,0.6933333333333334,0,0,208,416,0.4189944134078212,0,0.0,0,0,1.0,208,208,416,0.05908858291220171,3.5677474191861642,5.0,1.0,101056,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,500,5,0,0,500,345,0.69,0,0,345,690,0.4201680672268907,0,0.0,0,0,1.0,345,345,690,0.055082915320840475,3.5677474191861642,5.0,1.0,101056,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,1000,5,0,0,1000,691,0.691,0,0,690,1381,0.41999160016799664,0,0.0,0,0,1.0,691,690,1381,0.05165297299311561,3.5677474191861642,5.0,1.0,101056,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,5000,5,0,0,5000,3357,0.6714,6,8,3341,6712,0.4269125683060109,0,0.0,0,0,1.0,3357,3341,6712,0.050414154746465274,3.5677474191861642,5.0,1.0,101056,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,100,6,0,0,100,61,0.61,0,0,61,122,0.4504504504504504,0,0.0,0,0,1.0,61,61,122,0.07997774975100923,3.5677474191861642,5.0,1.0,104552,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,300,6,0,0,300,198,0.66,0,0,198,396,0.43103448275862066,0,0.0,0,0,1.0,198,198,396,0.055082915320840475,3.5677474191861642,5.0,1.0,104552,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,500,6,0,0,500,331,0.662,0,0,331,662,0.43029259896729777,0,0.0,0,0,1.0,331,331,662,0.05041415474646528,3.5677474191861642,5.0,1.0,104552,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,1000,6,0,0,1000,669,0.669,0,1,668,1338,0.427715996578272,0,0.0,0,0,1.0,669,668,1338,0.04867886633736818,3.5677474191861642,5.0,1.0,104552,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,5000,6,0,0,5000,3375,0.675,4,20,3346,6745,0.4257130693912303,0,0.0,0,0,1.0,3375,3346,6745,0.04867886633736818,3.5677474191861642,5.0,1.0,104552,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,100,7,0,0,100,61,0.61,0,0,61,122,0.4504504504504504,0,0.0,0,0,1.0,61,61,122,0.07665068230870772,6.061336876907764,5.0,1.0,97186,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,300,7,0,0,300,201,0.67,0,0,201,402,0.4273504273504274,0,0.0,0,0,1.0,201,201,402,0.05823421356230893,6.061336876907764,5.0,1.0,97186,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,500,7,0,0,500,346,0.692,0,1,345,692,0.41946308724832215,0,0.0,0,0,1.0,346,345,692,0.055082915320840475,6.061336876907764,5.0,1.0,97186,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,1000,7,0,0,1000,679,0.679,0,2,676,1357,0.4242681374628765,0,0.0,0,0,1.0,679,676,1357,0.052299191660132915,6.061336876907764,5.0,1.0,97186,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,5000,7,0,0,5000,3407,0.6814,8,53,3344,6812,0.42329834067050454,0,0.0,0,0,1.0,3407,3344,6812,0.049820031057711156,6.061336876907764,5.0,1.0,97186,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,100,8,0,0,100,70,0.7,0,0,70,140,0.41666666666666663,0,0.0,0,0,1.0,70,70,140,0.08564989035927592,6.061336876907764,5.0,1.0,97980,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,300,8,0,0,300,201,0.67,0,1,200,402,0.4273504273504274,0,0.0,0,0,1.0,201,200,402,0.05823421356230893,6.061336876907764,5.0,1.0,97980,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,500,8,0,0,500,342,0.684,0,2,340,684,0.42229729729729726,0,0.0,0,0,1.0,342,340,684,0.05364942189932672,6.061336876907764,5.0,1.0,97980,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,1000,8,0,0,1000,675,0.675,0,3,671,1349,0.4257130693912303,0,0.0,0,0,1.0,675,671,1349,0.05165297299311561,6.061336876907764,5.0,1.0,97980,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,5000,8,0,0,5000,3409,0.6818,9,48,3350,6816,0.42315504400812454,0,0.0,0,0,1.0,3409,3350,6816,0.04924182085639063,6.061336876907764,5.0,1.0,97980,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,100,9,0,0,100,60,0.6,0,0,60,120,0.4545454545454546,0,0.0,0,0,1.0,60,60,120,0.18184010630723293,6.061336876907764,5.0,1.0,93999,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,300,9,0,0,300,200,0.6666666666666666,0,1,199,400,0.4285714285714286,0,0.0,0,0,1.0,200,199,400,0.060887430927365344,6.061336876907764,5.0,1.0,93999,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,500,9,0,0,500,346,0.692,0,1,345,692,0.41946308724832215,0,0.0,0,0,1.0,346,345,692,0.05296437893550334,6.061336876907764,5.0,1.0,93999,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,1000,9,0,0,1000,688,0.688,0,3,684,1375,0.42105263157894735,0,0.0,0,0,1.0,688,684,1375,0.05041415474646528,6.061336876907764,5.0,1.0,93999,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,5000,9,0,0,5000,3391,0.6782,8,50,3333,6782,0.42437616703445935,0,0.0,0,0,1.0,3391,3333,6782,0.050414154746465274,6.061336876907764,5.0,1.0,93999,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,100,10,0,0,100,67,0.67,0,0,67,134,0.4273504273504274,0,0.0,0,0,1.0,67,67,134,0.07749070892994184,6.061336876907764,5.0,1.0,102002,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,300,10,0,0,300,204,0.68,0,1,203,408,0.423728813559322,0,0.0,0,0,1.0,204,203,408,0.05660800761549966,6.061336876907764,5.0,1.0,102002,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,500,10,0,0,500,346,0.692,0,2,344,692,0.41946308724832215,0,0.0,0,0,1.0,346,344,692,0.051549667047129384,6.061336876907764,5.0,1.0,102002,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,1000,10,0,0,1000,693,0.693,0,3,689,1385,0.4192872117400419,0,0.0,0,0,1.0,693,689,1385,0.049820031057711156,6.061336876907764,5.0,1.0,102002,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,5000,10,0,0,5000,3382,0.6764,5,48,3326,6761,0.4251339171839129,0,0.0,0,0,1.0,3382,3326,6761,0.04924182085639063,6.061336876907764,5.0,1.0,102002,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,100,11,0,0,100,60,0.6,0,0,60,120,0.4545454545454546,0,0.0,0,0,1.0,60,60,120,0.07749070892994184,3.5677474191861642,5.0,1.0,100070,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,300,11,0,0,300,189,0.63,0,1,188,378,0.4424778761061947,0,0.0,0,0,1.0,189,188,378,0.05660800761549966,3.5677474191861642,5.0,1.0,100070,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,500,11,0,0,500,336,0.672,0,1,335,672,0.42662116040955633,0,0.0,0,0,1.0,336,335,672,0.05435526509460877,3.5677474191861642,5.0,1.0,100070,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,1000,11,0,0,1000,665,0.665,0,3,661,1329,0.42936882782310004,0,0.0,0,0,1.0,665,661,1329,0.05102488896313641,3.5677474191861642,5.0,1.0,100070,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,5000,11,0,0,5000,3390,0.678,9,44,3339,6782,0.42437616703445935,0,0.0,0,0,1.0,3390,3339,6782,0.050414154746465274,3.5677474191861642,5.0,1.0,100070,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_identity_preserving_random_score_control,same candidate universe with deterministic randomized ranking,official_GT_building_persistence_map_metrics,0.2,100,12,0,0,100,62,0.62,0,0,62,124,0.4464285714285714,0,0.0,0,0,1.0,62,62,124,0.07827344336357761,6.061336876907764,5.0,1.0,106808,completed_official_GT_downstream_consequence
