public_source,public_member,public_id,reduced_formula,num_sites,energy_above_hull
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003164900>,LaSc,4,0.0907668899999993
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003164902>,LaSc,4,0.0992357424999994
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003164899>,LaSc,4,0.0676118149999993
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003164893>,LaSc,4,0.0758290799999992
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003197847>,LaSc,6,0.0723290133333325
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003197845>,LaSc,6,0.0860822133333325
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003197844>,LaSc,6,0.0895986433333329
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-867204,LiCd2Ag,4,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003175252>,LiCd2Ag,4,0.050352635
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003175263>,LiCd2Ag,4,0.0999954275000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003175208>,LiCd2Ag,4,0.0541830924999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003175186>,LiCd2Ag,4,0.0697053125
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003175175>,LiCd2Ag,4,0.0576310550000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003186875>,LiCd2Ag,4,0.0180610300000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003281040>,LiCd2Ag,4,0.0251169850000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003186877>,LiCd2Ag,4,0.0225432574999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003175197>,LiCd2Ag,4,0.0332713625
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003490611>,Li6InPb2,9,0.039785677027778
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003772172>,LiIn6Pb,8,0.042334244
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003291387>,Na7Au3,20,0.058524139844827
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003507487>,K7BiO2,10,0.0430452159999998
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003763703>,Li6SiAg,8,0.0362450716874991
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001138874>,ErSc2Zn,4,0.0500223856249988
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003624935>,ErSc2Zn,4,0.0275127706249991
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003221894>,Li5Pb4,18,0.0788888897777773
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003292563>,Li4Pb5,9,0.0499766564814807
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003221893>,Li4Pb5,18,0.0661155720370363
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003297394>,Li4Pb,10,0.0952671343999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003297611>,La4Pr,5,0.0096320680000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003197434>,Hg5Pb,6,0.0328494058928571
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003197433>,Hg5Pb,6,0.0340934025595237
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003197436>,Hg5Pb,6,0.0365360125595237
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003197435>,Hg5Pb,6,0.0876904175595237
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003197432>,Hg5Pb,6,0.0520992808928572
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003298780>,Hg5Pb,12,0.0303948125595238
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003197437>,Hg5Pb,6,0.0307464392261904
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003285073>,Hg5Pb,6,0.0316680425595238
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003514939>,Li8CdHg2,11,0.0749655045454542
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003338474>,Li3(CdIn2)2,9,0.0403202779629632
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003553104>,Ho4Cu3Pt,8,0.0128989781250004
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003646729>,Li4InHg5,10,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002990004>,Li(AlAu)2,10,0.0946155285000007
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003736432>,LiAlAu4,6,0.0999733405555542
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-865128,NaSr2Tl,4,0.025920382737069
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001152168>,Ho2ErMg,4,0.0421852600000005
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001968103>,Ho2ErMg,4,0.0813239525000004
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003257981>,Li3Zn4,7,0.062562427142857
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003289961>,Li3Zn4,7,0.0460105799999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001263156>,NaCdIn,3,0.0028111049999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001020619>,NaCdIn,6,0.0570387049999998
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001832099>,NaCdIn,3,0.0561701449999996
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003603254>,NaCdIn,6,0.0474991616666662
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003295142>,IrOs2,12,0.0772997679487179
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003158210>,IrOs2,3,0.06816493128205
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203818>,IrOs2,6,0.0198208496153835
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203816>,IrOs2,6,0.00358202628205
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003209605>,IrOs2,12,0.0725243737820502
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003158209>,IrOs2,3,0.0703686446153835
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203817>,IrOs2,6,0.0126338012820514
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003212337>,IrOs2,12,0.0061167937820503
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003158211>,IrOs2,3,0.0742742579487174
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003197648>,IrOs2,6,0.0775448979487176
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1184820,HoScAl2,4,0.0262329309375006
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001145654>,HoScAl2,4,0.0185039459375007
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001196462>,HoScAl2,4,0.0494506159375003
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003438411>,MgSc2Au3,6,0.0353508783333333
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003179190>,LiTlHg2,4,0.0693341169444443
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003179194>,LiTlHg2,4,0.0635409994444444
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003179187>,LiTlHg2,4,0.0728338469444442
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003179195>,LiTlHg2,4,0.0540673294444442
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003179191>,LiTlHg2,4,0.0629293544444442
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003179188>,LiTlHg2,4,0.0635047619444444
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003179197>,LiTlHg2,4,0.0800289269444443
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002694944>,LiTlHg2,4,0.0525004244444444
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003179185>,LiTlHg2,4,0.0518883869444444
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003179189>,LiTlHg2,4,0.0678677919444443
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1184262,ErTmCu2,4,0.0108922004999989
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001203031>,ErTmCu2,4,0.0064231279999988
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-865988,LuCdHg2,4,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001201362>,LuCdHg2,4,0.04911503
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001961834>,ErMgSc2,4,0.0972116549999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001145110>,ErMgSc2,4,0.0638495475000002
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003647391>,Er5Mg4Sc,10,0.0602768029999998
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1220274,Nd2Y,3,0.0212237711111109
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003286126>,Er13Co2,15,0.0634403869999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003218202>,Tl5Cd3,16,0.0790806854166668
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261302>,Tl5Cd3,8,0.0581365141666667
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003218203>,Tl5Cd3,16,0.0459051116666666
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187096,Sr2ZnHg,4,0.0172795925000002
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003192338>,Sr2ZnHg,4,0.0206441725000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001035756>,TlAgPd,6,0.0705720566666672
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003598137>,TlAgPd,6,0.0651529783333342
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187313,Tb3Tm,4,0.0231931158333331
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187306,Tb3Tm,4,0.0217765608333335
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001829768>,Tb3Tm,4,0.0159334008333331
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001283902>,Tb3Tm,4,0.0145324508333333
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003299999>,TbTm7,8,0.0280294054166665
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187318,Tb3Pr,8,0.0240320812499996
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187301,Tb3Pr,4,0.0223098075000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1217621,Tb3Pr,4,0.0328532424999998
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001191103>,Tb3Pr,4,0.0171724424999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001829721>,Tb3Pr,4,0.0235069199999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001283854>,Tb3Pr,4,0.0272061224999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003020724>,Sr2TlHg2,10,0.0330266457499985
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003392347>,Sr2TlHg2,10,0.0321675967499985
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001194557>,PrSm5,6,0.0729360291666667
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187785,YbEuGa2,4,0.0054805356249998
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003376430>,Sr3Zn3Ga8,14,0.0588349725000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187151,SrCa3,4,0.014853275833333
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187169,SrCa3,4,0.013961325833333
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187176,SrCa3,8,0.0261347083333332
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001829299>,SrCa3,4,0.0175766533333332
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003220617>,SrCa3,16,0.0235637227083331
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003190504>,SrCa3,4,0.0099592008333331
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003190503>,SrCa3,4,0.0301332483333331
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003190508>,SrCa3,4,0.0141887108333331
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003190505>,SrCa3,4,0.0210466533333331
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003190509>,SrCa3,4,0.0210108008333331
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003296142>,SrCa3,8,0.0950306033333332
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003190507>,SrCa3,4,0.031044868333333
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003190502>,SrCa3,4,0.0167830758333331
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003190501>,SrCa3,4,0.0238399308333332
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005469809>,ScPb5,6,0.0735992516666668
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003198470>,ScPb5,6,0.0796998600000007
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005425504>,ScPb5,6,0.0777076983333335
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003198469>,ScPb5,6,0.0880586199999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187338,TbHo3,4,0.0249149375000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187350,TbHo3,4,0.0242438874999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001284024>,TbHo3,4,0.0122628374999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001829886>,TbHo3,4,0.0129447850000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003772689>,TbDyHg6,8,0.00096928
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003288586>,Sb2Pd5,14,0.0778336840476097
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003734963>,PrCdHg4,6,0.0340714779166664
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003433978>,Y3Tl2Hg,6,0.0064855133333292
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003721755>,Tb3IrAu,10,0.0829319340000012
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003622833>,Tm2ScPd,8,0.0412610368750003
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001144929>,Tm2ScPd,4,0.0706123468749995
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1186784,PrY3,8,0.0143444799999992
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-975784,PrY3,4,0.0230069024999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001190341>,PrY3,4,0.0200822799999995
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001282013>,PrY3,4,0.0147419524999996
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003299662>,PrY7,8,0.0217542941666666
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003413025>,Tb2Ga3Au,12,0.0110787720833336
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001236651>,YLuIr,3,0.0351820126666675
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001194581>,Tb5Sm,6,0.0298679641666677
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-978008,Tb3Nd,8,0.0223416687500002
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001191066>,Tb3Nd,4,0.0158364000000004
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001283801>,Tb3Nd,4,0.0248995025000002
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001829670>,Tb3Nd,4,0.0218963675000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003350210>,Cs3Cd2Br7,12,0.0376770020833281
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003193335>,Zn2Au3,5,0.0636009669999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003207260>,Zn2Au3,10,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003286979>,Zn2Au3,20,0.0388629344999995
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003193336>,Zn2Au3,5,0.0751541189999995
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003220735>,Ta5W3,16,0.0299125662500028
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187126,Sr3Li,8,0.0730639782481061
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-972285,Sr3Li,4,0.0933825494981062
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003165030>,Sr3Li,4,0.071323926998106
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003165024>,Sr3Li,4,0.074590439498106
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003165027>,Sr3Li,4,0.0776021744981061
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003165028>,Sr3Li,4,0.0492635144981061
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261747>,Sr3Li,8,0.084750691998106
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003218387>,Sr3Li,16,0.0773123876231061
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003165025>,Sr3Li,4,0.0783682594981061
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261746>,Sr3Li,8,0.081633373248106
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187245,TiMo2W,4,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001116148>,TiMo2W,4,0.0299390249999991
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001185696>,TbTmIr4,6,0.0098628787500008
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003434525>,TbTm2Ir3,6,0.0256016608333338
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001100190>,TaV2Re,4,0.075319342916666
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001146541>,TaV2Re,4,0.0674944004166651
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001193672>,Sc5Bi,6,0.0527738791666658
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003560117>,La3HoS4,8,0.013636087500001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003412584>,Nd2GaCu3,12,0.029539929166666
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-12052,Er4Sb3,14,0.0265415864285714
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003436775>,Tb3CdAu2,6,0.0133553866666673
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-27445,As(IF2)3,20,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003679566>,DyGa7Cu5,13,0.0129902961217944
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003299310>,Ca5Tl,6,0.0136451274999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001193752>,Ca5Tl,6,0.054120520833333
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003631697>,LaZnSn2,8,0.0434102715625019
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001233090>,LaZnSn2,4,0.0630713040625012
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1205490,La3(AgSn)4,11,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-19713,Sc3In,8,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-570428,Sc3In,4,0.0088555875000002
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003186787>,Sc3In,4,0.0590326500000006
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003186783>,Sc3In,4,0.0743573849999998
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003186786>,Sc3In,4,0.0573927775000004
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003263058>,Sc3In,8,0.0299724750000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003186784>,Sc3In,4,0.0756619724999998
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003758917>,ZrAgF5,14,0.0138112250510298
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-2656,Nd3S4,14,0.0377381754761909
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003289683>,Nd3S4,7,0.0771400369047627
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003209539>,Cu5Pt7,12,0.0436785533333345
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003209537>,Cu5Pt7,12,0.029600642500001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003209543>,Cu5Pt7,12,0.0436887725000012
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003209542>,Cu5Pt7,12,0.053398589166667
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003209535>,Cu5Pt7,12,0.0432236075000007
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003209538>,Cu5Pt7,12,0.0929481583333347
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003209536>,Cu5Pt7,12,0.0506890391666674
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003209545>,Cu5Pt7,12,0.051990381666668
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003209544>,Cu5Pt7,12,0.060153463333334
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003208305>,Cu7Pt4,11,0.0380902168181824
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003208306>,Cu7Pt4,11,0.0391496095454551
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001201002>,Nd2CdAu,4,0.0525979924999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001088603>,Nd2CdAu,4,0.0558388624999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001125338>,Nd2CdAu,4,0.0224662299999995
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003343161>,Y2Ga5Cu3,20,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003342893>,Li3(Ga2Ir)2,9,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003283365>,ReW2,3,0.0669591616666682
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003198609>,ReW2,6,0.0703974133333336
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003158347>,ReW2,3,0.0779927149999988
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003198607>,ReW2,6,0.0577987900000014
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003572381>,Nd3TmS6,20,0.0141156858333291
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-862752,SmBiPd2,4,0.080344087916667
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003297583>,KN4,5,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-31091,Lu2Pd2Pb,10,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1210295,NaCe(CO3)2,20,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004945110>,NaCe(CO3)2,20,0.0249485175000003
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-541840,DyC2,3,0.0546863898888858
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001223629>,Zr2ScGa,4,0.0456278670312499
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003221851>,Sc5Cd4,18,0.0590232780555552
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1211701,K2RbYV2O8,14,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001927904>,ZrTiPd2,4,0.0978981534374998
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003632927>,ZrTiPd2,8,0.0523124171875002
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001116352>,ZrTiPd2,4,0.0534078884374995
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-977540,CaBiPd2,4,0.0115995240624995
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003618301>,CaBiPd2,16,0.0376644121874996
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001199959>,CaBiPd2,4,0.0475449740624993
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003633994>,Ti2InPd,8,0.0336852468749997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001228350>,Ti2InPd,4,0.0399475718749995
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001116339>,Ti2InPd,4,0.0515129043749995
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261900>,Ta3Mo5,8,0.0573359862500009
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003264783>,Ta3Mo5,8,0.0151258787500001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003264776>,Ta3Mo5,8,0.0291537774999994
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261889>,Ta3Mo5,8,0.051383662500001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261890>,Ta3Mo5,8,0.0595740787499998
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261891>,Ta3Mo5,8,0.0715144224999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261882>,Ta3Mo5,8,0.0594932225000004
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003264782>,Ta3Mo5,8,0.0123069774999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003264787>,Ta3Mo5,8,0.0168912550000008
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003264781>,Ta3Mo5,8,0.0236429787500007
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261885>,Ta3Mo5,8,0.0840431225000006
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261897>,Ta3Mo5,8,0.0688395299999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003264778>,Ta3Mo5,8,0.0086124149999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261892>,Ta3Mo5,8,0.0580454062500006
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261887>,Ta3Mo5,8,0.07394226125
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261896>,Ta3Mo5,8,0.0973988475000009
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003264777>,Ta3Mo5,8,0.0264316475000008
