candidate_id,reduced_formula,public_source,public_member,public_id,match_confidence,structure_match_public,public_energy_above_hull,match_error
mattergen_pilot_5k_3gpu_03921,Er2Ni2Ag,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003396121>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0019924944999987,
mattergen_pilot_5k_3gpu_00765,Er2Si2Ag,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003395721>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0057344086666653,
mattergen_pilot_5k_3gpu_02204,Er2ZnCd,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001125293>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0088681125000005,
mattergen_pilot_5k_3gpu_01847,Er3Hg2Au,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003434485>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0060846333333328,
mattergen_pilot_5k_3gpu_02945,Er3HgAu2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003434486>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0125946199999997,
mattergen_pilot_5k_3gpu_02229,Er4SbAs2Se,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004822662>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0419424474999994,
mattergen_pilot_5k_3gpu_02398,Er4TeAs2S,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004860024>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0570953968749998,
mattergen_pilot_5k_3gpu_04483,Er4Tl2Sb,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003448751>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0385896878571427,
mattergen_pilot_5k_3gpu_03523,Er5Al2Sn,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003477576>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0181514901041675,
mattergen_pilot_5k_3gpu_02265,Er5Mg4Sc,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003647391>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0602768029999998,
mattergen_pilot_5k_3gpu_00397,Er5Tl,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001193776>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0252798625000005,
mattergen_pilot_5k_3gpu_01808,Er6Al2Sn,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003502421>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0561100455555561,
mattergen_pilot_5k_3gpu_00968,Er6Ge2BiSe3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004594886>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0386528045833323,
mattergen_pilot_5k_3gpu_02179,Er8Ag2Ir,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003530064>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0450629927272725,
mattergen_pilot_5k_3gpu_03459,Er8CuHg2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003529606>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0620898786363635,
mattergen_pilot_5k_3gpu_01125,Er8Tl2Co,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003532583>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0693667695454545,
mattergen_pilot_5k_3gpu_03368,ErAgHgAu,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005184908>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0355520404166669,
mattergen_pilot_5k_3gpu_03995,ErAlZnPd,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001369295>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0896011024999996,
mattergen_pilot_5k_3gpu_03401,ErCdIn2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001200910>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_04589,ErHgBi2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001159768>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0556945884374999,
mattergen_pilot_5k_3gpu_02902,ErInNi4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1024983,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_04577,ErLuPtAu,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001301030>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0391735318750008,
mattergen_pilot_5k_3gpu_01033,ErLuTlCd,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001328787>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0074896520833318,
mattergen_pilot_5k_3gpu_03603,ErMgPdRh,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001395146>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0785621975000001,
mattergen_pilot_5k_3gpu_01911,ErMgSc2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001145110>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0638495475000002,
mattergen_pilot_5k_3gpu_02931,ErSc2Zn,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001138874>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0500223856249988,
mattergen_pilot_5k_3gpu_02702,ErTaOs2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001146569>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0005723871614584,
mattergen_pilot_5k_3gpu_03883,ErTiIr,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001004359>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0281297384999996,
mattergen_pilot_5k_3gpu_00632,ErTmSiSe,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm005212769>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.041701613125002,
mattergen_pilot_5k_3gpu_03195,ErZrSc2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001962199>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0746058562499998,
mattergen_pilot_5k_3gpu_00534,Eu2PbSe,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001943393>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0951139000000012,
mattergen_pilot_5k_3gpu_01353,EuMgGaHg,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm001363810>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0422988036908806,
mattergen_pilot_5k_3gpu_04509,Fe4NiMo,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003199747>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0554524766666642,
mattergen_pilot_5k_3gpu_02784,FeMo2Pt,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003178409>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0776919656730772,
mattergen_pilot_5k_3gpu_02335,Ga2SiPt8,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003526728>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0604149581818163,
mattergen_pilot_5k_3gpu_03143,GaCu2Ag,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001089659>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0947309871296293,
mattergen_pilot_5k_3gpu_03740,GaReRh2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001136953>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0892869050000007,
mattergen_pilot_5k_3gpu_02576,GdC2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-12765,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0149722837500032,
mattergen_pilot_5k_3gpu_03508,HPdAu,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001265655>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0477548955555553,
mattergen_pilot_5k_3gpu_04519,Hf2ScB2Ru5,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005134115>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0530282269999986,
mattergen_pilot_5k_3gpu_01519,Hf2TiIn,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001228900>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0214047083333328,
mattergen_pilot_5k_3gpu_04594,Hf2ZrAlH,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001610892>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0398566154999979,
mattergen_pilot_5k_3gpu_01206,Hf2ZrBe9,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003540151>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0579084696666676,
mattergen_pilot_5k_3gpu_04293,Hf2ZrTe4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003463395>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0355258213095215,
mattergen_pilot_5k_3gpu_00061,Hf3(ZrIr)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003311252>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0541545607142861,
mattergen_pilot_5k_3gpu_02974,Hf4BeGe,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003756934>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0679229064999997,
mattergen_pilot_5k_3gpu_02824,Hf4CSe5,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003656518>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0646777689999993,
mattergen_pilot_5k_3gpu_00214,HfScCo2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001223434>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0062919449999991,
mattergen_pilot_5k_3gpu_04494,HfScInGa,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005194834>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.08222475125,
mattergen_pilot_5k_3gpu_02340,HfTaFe,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm001839784>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0829456966666679,
mattergen_pilot_5k_3gpu_02508,HfTiFeIr,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001293703>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0681652543749997,
mattergen_pilot_5k_3gpu_01107,HgPd2Au,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001218695>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_04663,HgPdPt2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001219451>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0885006550000007,
mattergen_pilot_5k_3gpu_03117,Ho2Al5Ag4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003365785>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0725813079411747,
mattergen_pilot_5k_3gpu_04499,Ho2ErMg,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001152168>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0421852600000005,
mattergen_pilot_5k_3gpu_01797,Ho2Ga2Cu15,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003301628>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0234110978947361,
mattergen_pilot_5k_3gpu_03579,Ho2Ga3Pt4Au,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm004517432>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0754284096666593,
mattergen_pilot_5k_3gpu_04067,Ho2Ga3Si,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003411959>,StructureMatcher_ltol0.2_stol0.3_angle5,True,4.908250000390524e-05,
mattergen_pilot_5k_3gpu_03811,Ho2Ga4Ir3Pd,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004533463>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0258640910000016,
mattergen_pilot_5k_3gpu_02372,Ho2GaSi3Pd4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004521426>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.034961921375002,
mattergen_pilot_5k_3gpu_00223,Ho2Si4Ir3Pt,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004514755>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0379910489999923,
mattergen_pilot_5k_3gpu_00170,Ho2ZrAg,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001134207>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0378308624999998,
mattergen_pilot_5k_3gpu_03804,Ho4Cu3Pt,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003553104>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0128989781250004,
mattergen_pilot_5k_3gpu_02906,Ho4Mg5Ni2,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm003367379>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0590411713636358,
mattergen_pilot_5k_3gpu_03966,Ho4ZnCu2Ru,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004791466>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0051240350000005,
mattergen_pilot_5k_3gpu_01476,Ho8C(SeS)3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004687776>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.090306884666667,
mattergen_pilot_5k_3gpu_03259,HoErAlTl,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005211298>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0395292483750022,
mattergen_pilot_5k_3gpu_03000,HoErCdPb,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001330932>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0872735890833333,
mattergen_pilot_5k_3gpu_00918,HoErPdRh,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm001395744>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0271244724999997,
mattergen_pilot_5k_3gpu_04601,HoHfAl4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001170179>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0259384316666668,
mattergen_pilot_5k_3gpu_02321,HoHfW4,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm001176670>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0892261549999986,
mattergen_pilot_5k_3gpu_04498,HoHgPdRh,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001395639>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0346159817708349,
mattergen_pilot_5k_3gpu_04189,HoLuIr4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001176686>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0142179599999998,
mattergen_pilot_5k_3gpu_00490,HoNi2GeH,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005007430>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_02589,HoScAl2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1184820,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0262329309375006,
mattergen_pilot_5k_3gpu_03512,HoScSb2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003616492>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0056842824999998,
mattergen_pilot_5k_3gpu_01166,HoTmC,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001279079>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0275427416666662,
mattergen_pilot_5k_3gpu_01296,HoTmPt2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001208942>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0602255743749999,
mattergen_pilot_5k_3gpu_02540,In2SnBr4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003446322>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0152769057142858,
mattergen_pilot_5k_3gpu_03860,InAg5,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203327>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0245255379166668,
mattergen_pilot_5k_3gpu_00293,InGa2Sn,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001205365>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0480318600000004,
mattergen_pilot_5k_3gpu_01537,IrBr3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-27397,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_01496,IrOs2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003212337>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0061167937820503,
mattergen_pilot_5k_3gpu_02076,IrRuO4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003753096>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_01651,K(HgPb)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002927675>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0776078720000015,
mattergen_pilot_5k_3gpu_04280,K(HgPb)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002986110>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0947641710000013,
mattergen_pilot_5k_3gpu_02033,K(HgSb)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002927892>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0287519723333335,
mattergen_pilot_5k_3gpu_03831,K(InSn)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002927711>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0114446864736863,
mattergen_pilot_5k_3gpu_00319,K(TlBi)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002928068>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.052584716666669,
mattergen_pilot_5k_3gpu_04336,K2BaMgBr6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004956191>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0471054384999996,
mattergen_pilot_5k_3gpu_01620,K2Li(ZrSe3)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004584424>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0529895331818144,
mattergen_pilot_5k_3gpu_00655,K2MnBr4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003446373>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_03343,K2MnCl5,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003472038>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0046943981250002,
mattergen_pilot_5k_3gpu_03518,K2MnNiBr6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004955223>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0915288494999995,
mattergen_pilot_5k_3gpu_04766,K2NaCl3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003429873>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0224269816666673,
mattergen_pilot_5k_3gpu_00152,K2NaHg7,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003511162>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0394426253333337,
mattergen_pilot_5k_3gpu_03358,K2RbMoS4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004766444>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0597114582812503,
mattergen_pilot_5k_3gpu_04333,K2RbNa,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm001216330>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0463448958620691,
mattergen_pilot_5k_3gpu_01915,K2RbYV2O8,alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1211701,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_04769,K2SmTmS4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004830288>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0127550112500003,
mattergen_pilot_5k_3gpu_02362,K2SrCeS4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004829734>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0077790868749989,
mattergen_pilot_5k_3gpu_02253,K3CaRe2O9,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004674135>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0256177798095267,
mattergen_pilot_5k_3gpu_02114,K3Hf3ScSe8,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm004690158>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.006927593333331,
mattergen_pilot_5k_3gpu_00658,K3LiRe2O9,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004673347>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0659871001666649,
mattergen_pilot_5k_3gpu_02317,K3Nd2DyO6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004626394>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0045312416666671,
mattergen_pilot_5k_3gpu_01497,K3NdOs2O9,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004674187>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_00921,K4Er3VO8,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004713996>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0414922638749999,
mattergen_pilot_5k_3gpu_01973,K4Na(AgCl4)3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004706210>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0432945600000005,
mattergen_pilot_5k_3gpu_01321,K4NdHo3Te8,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm004733924>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0026759725000005,
mattergen_pilot_5k_3gpu_01575,K4SrCu3F12,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004705313>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0562022607499983,
mattergen_pilot_5k_3gpu_04595,K7BiO2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003507487>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0430452159999998,
mattergen_pilot_5k_3gpu_02870,KBa3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001829519>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.079354940625,
mattergen_pilot_5k_3gpu_01026,KBaSb2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003172134>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0755906478124996,
mattergen_pilot_5k_3gpu_01729,KCdGaF6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005070916>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0228758495833343,
mattergen_pilot_5k_3gpu_03612,KCoAgCl6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005089668>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0596861738888878,
mattergen_pilot_5k_3gpu_00990,KCoPdBr6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005095956>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0961198747222233,
mattergen_pilot_5k_3gpu_01307,KCr(AgBr3)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004955200>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0513014764999995,
mattergen_pilot_5k_3gpu_02867,KCuBiSe3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005025169>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0415603533333328,
mattergen_pilot_5k_3gpu_01068,KErMgI6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005091629>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0237130183333338,
mattergen_pilot_5k_3gpu_02407,KGe(AuSe2)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004773374>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0585049699999999,
mattergen_pilot_5k_3gpu_00014,KInGa2Au,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005004408>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0276945303125017,
mattergen_pilot_5k_3gpu_02299,KLa(PrTe2)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004861612>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0208288056250003,
mattergen_pilot_5k_3gpu_03912,KLi(ErS2)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004779289>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0188152493749997,
mattergen_pilot_5k_3gpu_01029,KLiInBr3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005032241>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0213453408333337,
mattergen_pilot_5k_3gpu_00614,KNa2Tl,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005121271>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0754012096586485,
mattergen_pilot_5k_3gpu_04041,KNa2TmBr6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004955985>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0118876147500004,
mattergen_pilot_5k_3gpu_00874,KNaHgAu,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001374188>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0700688191071434,
mattergen_pilot_5k_3gpu_00615,KNaSbPt,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005189573>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0769448882500003,
mattergen_pilot_5k_3gpu_03305,KPr(TlI3)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004963214>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0071977755000003,
mattergen_pilot_5k_3gpu_02122,KRbCaCl4,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm005058223>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0326887221428568,
mattergen_pilot_5k_3gpu_03580,KSmPbO3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005023808>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0555798859374974,
mattergen_pilot_5k_3gpu_00618,KSr2Al,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003168942>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0855719140178572,
mattergen_pilot_5k_3gpu_01755,KSr2P,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003181514>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0341727990104172,
mattergen_pilot_5k_3gpu_00179,KTl(InBi)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004746010>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0305227127777785,
