arm,candidate_id,selected_for_dft,dft_job_id,selection_rank,endpoint_id,selection_rule,score_rank,parc_release_flag,raw_topK_member,reserve_order,evidence_status,primary_or_reserve,frozen_model_score,structure_ref,structure_sha256,formula,score_chgnet,score_mace,score_consensus,e_value,required_e,mass_ratio,block_id,public_label_exclusion_status,structure_match_public,selected_for_release,selection_freeze_timestamp
PARC-release,mattergen_pilot_5k_3gpu_03760,False,,49,v4a_strict_exact_K100,top_from_formal_PARC_release,64,True,True,9,formal_selection_frozen_before_DFT_outcomes,reserve,3.861104436492482,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1376.cif,7266835841f3452645a29b359a4b72cf5b32fce0015ec05a635107b5a2a41a62,Sm3 Al2 Cr2 O11,,,3.861104436492482,14.838543096304196,10.0,,Al-Cr-O-Sm,available_source_strict_public_label_free,False,True,2026-05-18T16:23:55.827317+00:00
PARC-release,mattergen_pilot_5k_3gpu_02157,False,,50,v4a_strict_exact_K100,top_from_formal_PARC_release,65,True,True,10,formal_selection_frozen_before_DFT_outcomes,reserve,3.8605928431922543,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_1427.cif,27b4870c21e7738e4cd05ba72826001b8bf9721b0107eee6e355c12a0d11b75c,Ho8 Ir1 Rh2,,,3.8605928431922543,14.838543096304196,10.0,,Ho-Ir-Rh,available_source_strict_public_label_free,False,True,2026-05-18T16:23:55.827317+00:00
PARC-release,mattergen_pilot_5k_3gpu_03985,False,,51,v4a_strict_exact_K100,top_from_formal_PARC_release,67,True,True,11,formal_selection_frozen_before_DFT_outcomes,reserve,3.850428399121702,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1579.cif,fe683232eac20e26a558d4f3346e49fde13a3d1501fc0f412d98152b075b4d8d,Ta2 Fe1 Te4,,,3.850428399121702,14.838543096304196,10.0,,Fe-Ta-Te,available_source_strict_public_label_free,False,True,2026-05-18T16:23:55.827317+00:00
PARC-release,mattergen_pilot_5k_3gpu_04451,False,,52,v4a_strict_exact_K100,top_from_formal_PARC_release,68,True,True,12,formal_selection_frozen_before_DFT_outcomes,reserve,3.836103188160335,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_504.cif,6417209bc6fc2ab18e0564fee45ed8d08cac8932a0ea021f645a2ab0f53c68da,Cr3 P2 Pd3,,,3.836103188160335,14.838543096304196,10.0,,Cr-P-Pd,available_source_strict_public_label_free,False,True,2026-05-18T16:23:55.827317+00:00
PARC-release,mattergen_pilot_5k_3gpu_03458,False,,53,v4a_strict_exact_K100,top_from_formal_PARC_release,69,True,True,13,formal_selection_frozen_before_DFT_outcomes,reserve,3.835050830019503,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1103.cif,ca46d00fd2de37221a6801c1257374acf43c8d09b9cd4c744325e4422c29ad6d,Pr1 Ho7 P4 Se4,,,3.835050830019503,14.838543096304196,10.0,,Ho-P-Pr-Se,available_source_strict_public_label_free,False,True,2026-05-18T16:23:55.827317+00:00
PARC-release,mattergen_pilot_5k_3gpu_00994,False,,54,v4a_strict_exact_K100,top_from_formal_PARC_release,70,True,True,14,formal_selection_frozen_before_DFT_outcomes,reserve,3.791817842275165,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_381.cif,98d3ef54e378806c54828856f55853d003bab21f2f55d0ec294ecef323105cc3,Pr1 Y1 Ho2,,,3.791817842275165,14.838543096304196,10.0,,Ho-Pr-Y,available_source_strict_public_label_free,False,True,2026-05-18T16:23:55.827317+00:00
PARC-release,mattergen_pilot_5k_3gpu_03669,False,,55,v4a_strict_exact_K100,top_from_formal_PARC_release,71,True,True,15,formal_selection_frozen_before_DFT_outcomes,reserve,3.787317009038869,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1294.cif,0ddb0ee43734f35cad15def22f38b491f9531d50eba948fb8ebb9c6d1a6c7808,La3 Sc4 Ti1 O12,,,3.787317009038869,14.838543096304196,10.0,,La-O-Sc-Ti,available_source_strict_public_label_free,False,True,2026-05-18T16:23:55.827317+00:00
PARC-release,mattergen_pilot_5k_3gpu_00733,False,,56,v4a_strict_exact_K100,top_from_formal_PARC_release,72,True,True,16,formal_selection_frozen_before_DFT_outcomes,reserve,3.770194018329623,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1658.cif,2f2ce428025e56c7b16e044b1d84be47b1a780cd3bb8bb00cb32044a19fb46a0,Li1 Tb3 Y4 S8,,,3.770194018329623,14.838543096304196,10.0,,Li-S-Tb-Y,available_source_strict_public_label_free,False,True,2026-05-18T16:23:55.827317+00:00
PARC-release,mattergen_pilot_5k_3gpu_03010,False,,57,v4a_strict_exact_K100,top_from_formal_PARC_release,76,True,True,17,formal_selection_frozen_before_DFT_outcomes,reserve,3.753114311759873,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_701.cif,28b11cf9331c017bcf1b55a241d9cab6a949107270132daab449d642623abf84,Ca2 Y3 Bi3 O12,,,3.753114311759873,14.838543096304196,10.0,,Bi-Ca-O-Y,available_source_strict_public_label_free,False,True,2026-05-18T16:23:55.827317+00:00
PARC-release,mattergen_pilot_5k_3gpu_04230,False,,58,v4a_strict_exact_K100,top_from_formal_PARC_release,77,True,True,18,formal_selection_frozen_before_DFT_outcomes,reserve,3.752684663890212,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_305.cif,ebff3fe66846750381016a361faf130646643a2e8dc4113b48e0efe509d21703,Rb1 Ho1 Cr1 Cl6,,,3.752684663890212,14.838543096304196,10.0,,Cl-Cr-Ho-Rb,available_source_strict_public_label_free,False,True,2026-05-18T16:23:55.827317+00:00
PARC-release,mattergen_pilot_5k_3gpu_01857,False,,59,v4a_strict_exact_K100,top_from_formal_PARC_release,78,True,True,19,formal_selection_frozen_before_DFT_outcomes,reserve,3.746157022169482,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_1157.cif,8e775e70f25d3889be4d4d0cc0c614cab008dfe794b208963a77f73641debdd9,Ba1 Na2 Hf1 F8,,,3.746157022169482,14.838543096304196,10.0,,Ba-F-Hf-Na,available_source_strict_public_label_free,False,True,2026-05-18T16:23:55.827317+00:00
PARC-release,mattergen_pilot_5k_3gpu_00091,False,,60,v4a_strict_exact_K100,top_from_formal_PARC_release,80,True,True,20,formal_selection_frozen_before_DFT_outcomes,reserve,3.706587467812205,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_108.cif,f3c05d80ad4bdb39f618ab504286881411d1bc4cae36b83e89ffb24a2df01d41,Y1 Tm3 I2 O4,,,3.706587467812205,14.838543096304196,10.0,,I-O-Tm-Y,available_source_strict_public_label_free,False,True,2026-05-18T16:23:55.827317+00:00
