dataset,task,detector,alpha1,seed,stratification_dimension,stratum,candidate_count,official_supported_count,official_support_rate,official_unmatched_rate,human_valid_count,human_valid_rate,certification_scope_count,released_proxy_count,refused_proxy_count,PARC_certified_release_rate,PARC_release_rate_within_scope,PARC_refusal_rate,audited_count,attribute_available,release_assignment,result_status
TAO,tracking,,0.2,1,occlusion_level,attribute_unavailable,13342,7762,0.581771848298606,0.4182281517013941,685,0.9785714285714285,150,150,0,0.011242692250037475,1.0,0.0,700,False,rank_proxy_from_certified_release_count,attribute_unavailable
TAO,tracking,,0.2,1,motion_speed,fast,4447,3480,0.7825500337306049,0.21744996626939508,120,0.9230769230769231,59,59,0,0.013267371261524623,1.0,0.0,130,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,1,motion_speed,medium,4447,1731,0.3892511805711716,0.6107488194288284,229,0.9786324786324786,7,7,0,0.0015740948954351248,1.0,0.0,234,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,1,motion_speed,slow,4448,2551,0.5735161870503597,0.4264838129496403,336,1.0,84,84,0,0.018884892086330936,1.0,0.0,336,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,1,track_length,long,4447,3209,0.7216100742073308,0.2783899257926692,135,0.9310344827586207,54,54,0,0.012143017764785248,1.0,0.0,145,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,1,track_length,medium,4447,2002,0.4501911400944457,0.5498088599055543,214,0.9771689497716894,12,12,0,0.0026984483921744995,1.0,0.0,219,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,1,track_length,short,4448,2551,0.5735161870503597,0.4264838129496403,336,1.0,84,84,0,0.018884892086330936,1.0,0.0,336,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,1,category_frequency,head,4447,2678,0.6022037328536092,0.3977962671463908,170,1.0,0,0,0,0.0,,,170,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,1,category_frequency,mid,4447,2639,0.5934337755790421,0.40656622442095797,249,0.950381679389313,95,95,0,0.021362716438048122,1.0,0.0,262,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,1,category_frequency,tail,4448,2445,0.5496852517985612,0.45031474820143885,266,0.9925373134328358,55,55,0,0.012365107913669064,1.0,0.0,268,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,2,object_size,large,4447,3347,0.7526422307173375,0.24735776928266248,143,0.9470198675496688,67,62,5,0.013941983359568248,0.9253731343283582,0.07462686567164178,151,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,2,object_size,medium,4447,2556,0.5747695075331685,0.4252304924668316,254,0.9769230769230769,55,54,1,0.012143017764785248,0.9818181818181818,0.01818181818181818,260,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,2,object_size,small,4448,1859,0.41794064748201437,0.5820593525179856,288,0.9965397923875432,28,26,2,0.005845323741007194,0.9285714285714286,0.07142857142857142,289,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,2,occlusion_level,attribute_unavailable,13342,7762,0.581771848298606,0.4182281517013941,685,0.9785714285714285,150,142,8,0.010643081996702143,0.9466666666666667,0.05333333333333334,700,False,rank_proxy_from_certified_release_count,attribute_unavailable
TAO,tracking,,0.2,2,motion_speed,fast,4447,3480,0.7825500337306049,0.21744996626939508,120,0.9230769230769231,59,53,6,0.011918147065437373,0.8983050847457628,0.1016949152542373,130,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,2,motion_speed,medium,4447,1731,0.3892511805711716,0.6107488194288284,229,0.9786324786324786,7,7,0,0.0015740948954351248,1.0,0.0,234,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,2,motion_speed,slow,4448,2551,0.5735161870503597,0.4264838129496403,336,1.0,84,82,2,0.01843525179856115,0.9761904761904762,0.023809523809523808,336,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,2,track_length,long,4447,3209,0.7216100742073308,0.2783899257926692,135,0.9310344827586207,54,50,4,0.011243534967393748,0.9259259259259259,0.07407407407407407,145,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,2,track_length,medium,4447,2002,0.4501911400944457,0.5498088599055543,214,0.9771689497716894,12,10,2,0.00224870699347875,0.8333333333333334,0.16666666666666666,219,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,2,track_length,short,4448,2551,0.5735161870503597,0.4264838129496403,336,1.0,84,82,2,0.01843525179856115,0.9761904761904762,0.023809523809523808,336,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,2,category_frequency,head,4447,2678,0.6022037328536092,0.3977962671463908,170,1.0,0,0,0,0.0,,,170,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,2,category_frequency,mid,4447,2639,0.5934337755790421,0.40656622442095797,249,0.950381679389313,95,90,5,0.02023836294130875,0.9473684210526315,0.05263157894736842,262,True,rank_proxy_from_certified_release_count,computed
TAO,tracking,,0.2,2,category_frequency,tail,4448,2445,0.5496852517985612,0.45031474820143885,266,0.9925373134328358,55,52,3,0.011690647482014389,0.9454545454545454,0.05454545454545454,268,True,rank_proxy_from_certified_release_count,computed
