audit_item_id,ctc_dataset,sequence_id,frame_start,frame_end,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,ai_label,ai_confidence,ai_support_score,ai_reason,human_label,human_confidence,human_notes,human_accepts_ai_label
CTC-PHASE81-0104,Fluo-N2DL-HeLa,2,88,89,Fluo-N2DL-HeLa/02/t088,88,323,64,3,3,Fluo-N2DL-HeLa/02/t089,89,323,64,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0105,PhC-C2DH-U373,2,52,53,PhC-C2DH-U373/02/t052,52,519,461,3,3,PhC-C2DH-U373/02/t053,53,518,461,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0106,DIC-C2DH-HeLa,2,63,64,DIC-C2DH-HeLa/02/t063,63,50,75,19,19,DIC-C2DH-HeLa/02/t064,64,50,75,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0107,Fluo-N2DH-GOWT1,2,51,52,Fluo-N2DH-GOWT1/02/t051,51,506,305,41,41,Fluo-N2DH-GOWT1/02/t052,52,506,305,41,41,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0108,Fluo-N2DL-HeLa,2,22,23,Fluo-N2DL-HeLa/02/t022,22,909,345,5,5,Fluo-N2DL-HeLa/02/t023,23,909,345,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0109,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,417,535,5,5,Fluo-N2DL-HeLa/02/t028,28,417,535,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0110,Fluo-N2DL-HeLa,2,33,34,Fluo-N2DL-HeLa/02/t033,33,614,269,5,5,Fluo-N2DL-HeLa/02/t034,34,614,269,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0111,PhC-C2DH-U373,2,39,40,PhC-C2DH-U373/02/t039,39,638,296,3,3,PhC-C2DH-U373/02/t040,40,638,296,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0112,Fluo-N2DH-GOWT1,2,10,11,Fluo-N2DH-GOWT1/02/t010,10,399,725,34,33,Fluo-N2DH-GOWT1/02/t011,11,399,722,36,33,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0113,Fluo-N2DL-HeLa,2,32,33,Fluo-N2DL-HeLa/02/t032,32,721,328,5,5,Fluo-N2DL-HeLa/02/t033,33,721,328,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0114,PhC-C2DH-U373,2,82,83,PhC-C2DH-U373/02/t082,82,638,264,3,3,PhC-C2DH-U373/02/t083,83,485,439,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0115,PhC-C2DH-U373,2,17,18,PhC-C2DH-U373/02/t017,17,63,243,9,9,PhC-C2DH-U373/02/t018,18,64,243,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0116,DIC-C2DH-HeLa,2,21,22,DIC-C2DH-HeLa/02/t021,21,322,204,19,19,DIC-C2DH-HeLa/02/t022,22,322,204,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0117,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,439,644,5,5,Fluo-N2DL-HeLa/02/t026,26,439,644,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0118,PhC-C2DH-U373,2,34,35,PhC-C2DH-U373/02/t034,34,88,240,10,9,PhC-C2DH-U373/02/t035,35,92,243,9,10,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0119,PhC-C2DH-U373,2,104,105,PhC-C2DH-U373/02/t104,104,424,431,3,3,PhC-C2DH-U373/02/t105,105,424,431,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0120,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,920,670,5,5,Fluo-N2DL-HeLa/02/t018,18,920,670,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0121,Fluo-N2DL-HeLa,2,10,11,Fluo-N2DL-HeLa/02/t010,10,764,61,5,5,Fluo-N2DL-HeLa/02/t011,11,764,61,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0122,Fluo-N2DL-HeLa,2,63,64,Fluo-N2DL-HeLa/02/t063,63,961,669,5,5,Fluo-N2DL-HeLa/02/t064,64,961,669,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0123,PhC-C2DH-U373,2,86,87,PhC-C2DH-U373/02/t086,86,635,265,3,3,PhC-C2DH-U373/02/t087,87,635,265,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0124,Fluo-N2DL-HeLa,2,40,41,Fluo-N2DL-HeLa/02/t040,40,725,120,5,5,Fluo-N2DL-HeLa/02/t041,41,725,120,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0125,PhC-C2DH-U373,2,89,90,PhC-C2DH-U373/02/t089,89,61,420,5,5,PhC-C2DH-U373/02/t090,90,61,420,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0126,Fluo-N2DL-HeLa,2,32,33,Fluo-N2DL-HeLa/02/t032,32,757,450,5,5,Fluo-N2DL-HeLa/02/t033,33,757,450,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0127,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,313,429,5,5,Fluo-N2DL-HeLa/02/t031,31,313,429,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0128,Fluo-N2DL-HeLa,2,5,6,Fluo-N2DL-HeLa/02/t005,5,766,124,5,5,Fluo-N2DL-HeLa/02/t006,6,766,124,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0129,PhC-C2DH-U373,2,97,98,PhC-C2DH-U373/02/t097,97,55,299,1,1,PhC-C2DH-U373/02/t098,98,449,438,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0130,Fluo-N2DL-HeLa,2,8,9,Fluo-N2DL-HeLa/02/t008,8,566,218,5,5,Fluo-N2DL-HeLa/02/t009,9,566,218,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0131,Fluo-N2DL-HeLa,2,8,9,Fluo-N2DL-HeLa/02/t008,8,490,663,5,5,Fluo-N2DL-HeLa/02/t009,9,490,663,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0132,Fluo-N2DL-HeLa,2,24,25,Fluo-N2DL-HeLa/02/t024,24,539,284,5,5,Fluo-N2DL-HeLa/02/t025,25,539,284,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0133,Fluo-N2DL-HeLa,2,13,14,Fluo-N2DL-HeLa/02/t013,13,584,286,5,5,Fluo-N2DL-HeLa/02/t014,14,584,286,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0134,Fluo-N2DL-HeLa,2,45,46,Fluo-N2DL-HeLa/02/t045,45,907,272,5,5,Fluo-N2DL-HeLa/02/t046,46,907,272,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0135,Fluo-N2DL-HeLa,2,16,17,Fluo-N2DL-HeLa/02/t016,16,493,298,5,5,Fluo-N2DL-HeLa/02/t017,17,493,298,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0136,DIC-C2DH-HeLa,2,25,26,DIC-C2DH-HeLa/02/t025,25,322,204,19,19,DIC-C2DH-HeLa/02/t026,26,322,204,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0137,PhC-C2DH-U373,2,22,23,PhC-C2DH-U373/02/t022,22,112,422,7,7,PhC-C2DH-U373/02/t023,23,112,422,7,7,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0138,DIC-C2DH-HeLa,2,82,83,DIC-C2DH-HeLa/02/t082,82,179,184,19,19,DIC-C2DH-HeLa/02/t083,83,179,184,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0139,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,495,402,5,5,Fluo-N2DL-HeLa/02/t029,29,495,402,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0140,PhC-C2DH-U373,2,85,86,PhC-C2DH-U373/02/t085,85,580,190,11,11,PhC-C2DH-U373/02/t086,86,635,265,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0141,PhC-C2DH-U373,2,41,42,PhC-C2DH-U373/02/t041,41,95,260,9,10,PhC-C2DH-U373/02/t042,42,95,265,10,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0142,PhC-C2DH-U373,2,8,9,PhC-C2DH-U373/02/t008,8,77,402,7,7,PhC-C2DH-U373/02/t009,9,61,275,9,9,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0143,Fluo-N2DL-HeLa,2,5,6,Fluo-N2DL-HeLa/02/t005,5,618,168,5,5,Fluo-N2DL-HeLa/02/t006,6,618,168,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0144,PhC-C2DH-U373,2,42,43,PhC-C2DH-U373/02/t042,42,76,462,5,6,PhC-C2DH-U373/02/t043,43,60,442,5,5,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0145,Fluo-N2DL-HeLa,2,24,25,Fluo-N2DL-HeLa/02/t024,24,449,205,5,5,Fluo-N2DL-HeLa/02/t025,25,449,205,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0146,PhC-C2DH-U373,2,6,7,PhC-C2DH-U373/02/t006,6,62,279,9,9,PhC-C2DH-U373/02/t007,7,62,279,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0147,Fluo-N2DL-HeLa,2,5,6,Fluo-N2DL-HeLa/02/t005,5,405,368,5,5,Fluo-N2DL-HeLa/02/t006,6,405,368,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0148,PhC-C2DH-U373,2,77,78,PhC-C2DH-U373/02/t077,77,638,264,3,3,PhC-C2DH-U373/02/t078,78,484,446,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0149,PhC-C2DH-U373,2,43,44,PhC-C2DH-U373/02/t043,43,72,461,5,5,PhC-C2DH-U373/02/t044,44,58,444,5,5,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0150,Fluo-N2DL-HeLa,2,84,85,Fluo-N2DL-HeLa/02/t084,84,318,59,3,3,Fluo-N2DL-HeLa/02/t085,85,318,59,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0151,DIC-C2DH-HeLa,2,34,35,DIC-C2DH-HeLa/02/t034,34,234,307,19,19,DIC-C2DH-HeLa/02/t035,35,234,307,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0152,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,675,533,5,5,Fluo-N2DL-HeLa/02/t029,29,675,533,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0153,PhC-C2DH-U373,2,91,92,PhC-C2DH-U373/02/t091,91,61,420,5,5,PhC-C2DH-U373/02/t092,92,61,420,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0154,PhC-C2DH-U373,2,16,17,PhC-C2DH-U373/02/t016,16,606,444,11,11,PhC-C2DH-U373/02/t017,17,597,445,11,11,same_cell_supported,medium,0.78,adjacent-frame displacement is within about one cell diameter,,,,
CTC-PHASE81-0155,PhC-C2DH-U373,2,54,55,PhC-C2DH-U373/02/t054,54,633,284,5,5,PhC-C2DH-U373/02/t055,55,633,284,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0156,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,960,308,5,5,Fluo-N2DL-HeLa/02/t018,18,960,308,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0157,Fluo-N2DL-HeLa,2,34,35,Fluo-N2DL-HeLa/02/t034,34,644,594,5,5,Fluo-N2DL-HeLa/02/t035,35,644,594,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0158,Fluo-N2DL-HeLa,2,11,12,Fluo-N2DL-HeLa/02/t011,11,542,274,5,5,Fluo-N2DL-HeLa/02/t012,12,542,274,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0159,DIC-C2DH-HeLa,2,53,54,DIC-C2DH-HeLa/02/t053,53,115,173,19,19,DIC-C2DH-HeLa/02/t054,54,115,173,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0160,Fluo-N2DH-GOWT1,2,44,45,Fluo-N2DH-GOWT1/02/t044,44,127,459,41,40,Fluo-N2DH-GOWT1/02/t045,45,126,458,41,41,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0161,Fluo-N2DL-HeLa,2,6,7,Fluo-N2DL-HeLa/02/t006,6,910,255,7,7,Fluo-N2DL-HeLa/02/t007,7,910,255,7,7,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0162,PhC-C2DH-U373,2,53,54,PhC-C2DH-U373/02/t053,53,56,436,5,5,PhC-C2DH-U373/02/t054,54,56,434,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0163,Fluo-N2DL-HeLa,2,74,75,Fluo-N2DL-HeLa/02/t074,74,681,113,5,5,Fluo-N2DL-HeLa/02/t075,75,681,113,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0164,PhC-C2DH-U373,2,81,82,PhC-C2DH-U373/02/t081,81,485,441,3,3,PhC-C2DH-U373/02/t082,82,638,264,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0165,PhC-C2DH-U373,2,99,100,PhC-C2DH-U373/02/t099,99,66,416,5,5,PhC-C2DH-U373/02/t100,100,66,416,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0166,Fluo-N2DL-HeLa,2,43,44,Fluo-N2DL-HeLa/02/t043,43,620,626,5,5,Fluo-N2DL-HeLa/02/t044,44,620,626,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0167,DIC-C2DH-HeLa,2,43,44,DIC-C2DH-HeLa/02/t043,43,83,51,19,19,DIC-C2DH-HeLa/02/t044,44,83,51,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0168,Fluo-N2DL-HeLa,2,2,3,Fluo-N2DL-HeLa/02/t002,2,625,615,7,7,Fluo-N2DL-HeLa/02/t003,3,625,615,7,7,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0169,Fluo-N2DL-HeLa,2,42,43,Fluo-N2DL-HeLa/02/t042,42,437,614,5,5,Fluo-N2DL-HeLa/02/t043,43,437,614,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0170,Fluo-N2DH-GOWT1,2,24,25,Fluo-N2DH-GOWT1/02/t024,24,613,669,39,39,Fluo-N2DH-GOWT1/02/t025,25,612,666,41,44,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0171,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,499,518,5,5,Fluo-N2DL-HeLa/02/t024,24,499,518,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0172,Fluo-N2DH-GOWT1,2,7,8,Fluo-N2DH-GOWT1/02/t007,7,218,353,33,33,Fluo-N2DH-GOWT1/02/t008,8,218,353,33,33,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0173,Fluo-N2DH-GOWT1,2,89,90,Fluo-N2DH-GOWT1/02/t089,89,90,494,42,49,Fluo-N2DH-GOWT1/02/t090,90,89,497,43,45,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0174,Fluo-N2DL-HeLa,2,31,32,Fluo-N2DL-HeLa/02/t031,31,623,101,5,5,Fluo-N2DL-HeLa/02/t032,32,623,101,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0175,Fluo-N2DL-HeLa,2,13,14,Fluo-N2DL-HeLa/02/t013,13,782,422,6,5,Fluo-N2DL-HeLa/02/t014,14,783,422,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0176,Fluo-N2DL-HeLa,2,43,44,Fluo-N2DL-HeLa/02/t043,43,437,614,5,5,Fluo-N2DL-HeLa/02/t044,44,437,614,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0177,Fluo-N2DL-HeLa,2,12,13,Fluo-N2DL-HeLa/02/t012,12,759,381,5,5,Fluo-N2DL-HeLa/02/t013,13,759,381,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0178,Fluo-N2DL-HeLa,2,37,38,Fluo-N2DL-HeLa/02/t037,37,441,612,5,5,Fluo-N2DL-HeLa/02/t038,38,441,612,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0179,PhC-C2DH-U373,2,1,2,PhC-C2DH-U373/02/t001,1,58,292,9,9,PhC-C2DH-U373/02/t002,2,58,292,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0180,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,620,104,5,5,Fluo-N2DL-HeLa/02/t020,20,620,104,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0181,Fluo-N2DL-HeLa,2,31,32,Fluo-N2DL-HeLa/02/t031,31,728,26,5,5,Fluo-N2DL-HeLa/02/t032,32,728,26,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0182,Fluo-N2DH-GOWT1,2,37,38,Fluo-N2DH-GOWT1/02/t037,37,583,187,26,37,Fluo-N2DH-GOWT1/02/t038,38,580,190,33,33,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0183,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,785,655,5,5,Fluo-N2DL-HeLa/02/t028,28,785,655,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0184,Fluo-N2DL-HeLa,2,40,41,Fluo-N2DL-HeLa/02/t040,40,395,481,5,5,Fluo-N2DL-HeLa/02/t041,41,395,481,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0185,Fluo-N2DL-HeLa,2,10,11,Fluo-N2DL-HeLa/02/t010,10,572,92,5,5,Fluo-N2DL-HeLa/02/t011,11,572,92,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0186,PhC-C2DH-U373,2,106,107,PhC-C2DH-U373/02/t106,106,424,430,3,3,PhC-C2DH-U373/02/t107,107,634,318,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0187,DIC-C2DH-HeLa,2,37,38,DIC-C2DH-HeLa/02/t037,37,420,324,19,19,DIC-C2DH-HeLa/02/t038,38,420,324,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0188,PhC-C2DH-U373,2,88,89,PhC-C2DH-U373/02/t088,88,456,424,3,3,PhC-C2DH-U373/02/t089,89,460,425,3,3,same_cell_supported,medium,0.78,adjacent-frame displacement is within about one cell diameter,,,,
CTC-PHASE81-0189,PhC-C2DH-U373,2,30,31,PhC-C2DH-U373/02/t030,30,88,240,9,9,PhC-C2DH-U373/02/t031,31,88,240,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0190,Fluo-N2DH-GOWT1,2,26,27,Fluo-N2DH-GOWT1/02/t026,26,412,722,39,33,Fluo-N2DH-GOWT1/02/t027,27,413,721,39,35,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0191,Fluo-N2DL-HeLa,2,46,47,Fluo-N2DL-HeLa/02/t046,46,566,252,5,5,Fluo-N2DL-HeLa/02/t047,47,566,252,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0192,Fluo-N2DL-HeLa,2,10,11,Fluo-N2DL-HeLa/02/t010,10,529,329,5,5,Fluo-N2DL-HeLa/02/t011,11,529,329,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0193,DIC-C2DH-HeLa,2,74,75,DIC-C2DH-HeLa/02/t074,74,175,183,19,19,DIC-C2DH-HeLa/02/t075,75,175,183,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0194,DIC-C2DH-HeLa,2,52,53,DIC-C2DH-HeLa/02/t052,52,193,184,19,19,DIC-C2DH-HeLa/02/t053,53,193,184,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0195,Fluo-N2DL-HeLa,2,4,5,Fluo-N2DL-HeLa/02/t004,4,414,556,6,5,Fluo-N2DL-HeLa/02/t005,5,415,556,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0196,Fluo-N2DH-GOWT1,2,79,80,Fluo-N2DH-GOWT1/02/t079,79,441,719,34,31,Fluo-N2DH-GOWT1/02/t080,80,440,718,37,30,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0197,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,484,120,5,5,Fluo-N2DL-HeLa/02/t026,26,484,120,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0198,Fluo-N2DL-HeLa,2,11,12,Fluo-N2DL-HeLa/02/t011,11,764,61,5,5,Fluo-N2DL-HeLa/02/t012,12,764,61,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0199,Fluo-N2DL-HeLa,2,2,3,Fluo-N2DL-HeLa/02/t002,2,454,626,5,5,Fluo-N2DL-HeLa/02/t003,3,454,626,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0200,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,720,382,5,5,Fluo-N2DL-HeLa/02/t028,28,720,382,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0201,PhC-C2DH-U373,2,42,43,PhC-C2DH-U373/02/t042,42,95,265,10,9,PhC-C2DH-U373/02/t043,43,96,265,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0202,PhC-C2DH-U373,2,26,27,PhC-C2DH-U373/02/t026,26,569,458,6,5,PhC-C2DH-U373/02/t027,27,639,323,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0203,PhC-C2DH-U373,2,33,34,PhC-C2DH-U373/02/t033,33,642,301,3,3,PhC-C2DH-U373/02/t034,34,548,458,5,5,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0204,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,728,29,5,5,Fluo-N2DL-HeLa/02/t026,26,728,29,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0205,Fluo-N2DL-HeLa,2,15,16,Fluo-N2DL-HeLa/02/t015,15,637,129,5,5,Fluo-N2DL-HeLa/02/t016,16,637,129,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0206,PhC-C2DH-U373,2,83,84,PhC-C2DH-U373/02/t083,83,635,265,3,3,PhC-C2DH-U373/02/t084,84,485,438,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0207,PhC-C2DH-U373,2,76,77,PhC-C2DH-U373/02/t076,76,638,266,3,3,PhC-C2DH-U373/02/t077,77,638,264,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0208,Fluo-N2DL-HeLa,2,6,7,Fluo-N2DL-HeLa/02/t006,6,427,602,5,5,Fluo-N2DL-HeLa/02/t007,7,427,602,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
