dataset,video_id,path_id,generator,query,category_id,score,score_bin,is_unmatched,matched_gt_id,matched_iou,temporal_overlap,frame_start,frame_end,path_length,candidate_rank,cell_id,audit_source,label_status,montage_path,clip_path,sampling_protocol,second_rater_label,second_rater_verified_positive_for_calibration,second_rater_reason,second_rater_confidence
TAO,1414,ovtb_v1414_p000718,GroundingDINO,curtain,352,0.7817050293087959,high,True,,0.0,0.0,0,775,8,629,cat:352,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v1414_p000718.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,1826,ovtb_v1826_p000760,GroundingDINO,motor scooter,711,0.85379958152771,high,True,,0.0,0.0,1740,1740,1,226,cat:711,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
TAO,1836,ovtb_v1836_p000778,GroundingDINO,sheep,961,0.4124212463696797,mid,True,11693.0,0.076936284711975,0.0,690,1350,3,7363,cat:961,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v1836_p000778.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,1874,ovtb_v1874_p000717,GroundingDINO,cow,81,0.7157064080238342,high,True,11897.0,0.0082480042498436,0.0,240,750,4,1164,cat:81,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v1874_p000717.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,2037,ovtb_v2037_p000911,GroundingDINO,jacket,601,0.4112132787704468,mid,True,12767.0,0.003457950461451,0.0,120,780,3,7417,cat:601,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v2037_p000911.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,2076,ovtb_v2076_p000983,GroundingDINO,squirrel,1021,0.6981797516345978,high,True,,0.0,0.0,1200,1860,4,1322,cat:1021,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v2076_p000983.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,2076,ovtb_v2076_p000985,GroundingDINO,squirrel,1021,0.7572503089904785,high,True,,0.0,0.0,2040,2370,2,806,cat:1021,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v2076_p000985.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,2112,ovtb_v2112_p001111,GroundingDINO,guitar,531,0.7367216944694519,high,True,,0.0,0.0,840,1170,3,974,cat:531,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v2112_p001111.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,2112,ovtb_v2112_p001119,GroundingDINO,guitar,531,0.7392801443735758,high,True,,0.0,0.0,1680,2010,3,951,cat:531,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v2112_p001119.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,212,ovtb_v212_p000167,GroundingDINO,motorcycle,714,0.6688028275966644,high,True,,0.0,0.0,0,330,2,1639,cat:714,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v212_p000167.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,2170,ovtb_v2170_p001156,GroundingDINO,dog,382,0.340927317738533,low,True,13436.0,0.1747726503680341,0.0,540,660,2,10795,cat:382,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v2170_p001156.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,2227,ovtb_v2227_p001191,GroundingDINO,poster,850,0.7181746959686279,high,True,,0.0,0.0,0,450,8,1138,cat:850,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v2227_p001191.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,2297,ovtb_v2297_p001228,GroundingDINO,guitar,531,0.827917184148516,high,True,,0.0,0.0,180,1350,7,355,cat:531,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v2297_p001228.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,2386,ovtb_v2386_p001177,GroundingDINO,dog,382,0.4178320169448852,mid,True,,0.0,0.0,780,1110,2,7134,cat:382,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v2386_p001177.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,2396,ovtb_v2396_p001071,GroundingDINO,monkey,709,0.4188894579807917,mid,True,14514.0,0.0743414955488705,0.0,1140,2310,6,7097,cat:709,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v2396_p001071.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,2811,ovtb_v2811_p001320,GroundingDINO,grocery bag,529,0.7184072136878967,high,True,,0.0,0.0,638,899,3,1133,cat:529,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v2811_p001320.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3010,ovtb_v3010_p001399,GroundingDINO,motorcycle,714,0.6901623234152794,high,True,,0.0,0.0,625,1600,8,1408,cat:714,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v3010_p001399.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3247,ovtb_v3247_p001760,GroundingDINO,bottle,133,0.6595536470413208,high,True,,0.0,0.0,660,1170,4,1761,cat:133,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v3247_p001760.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3257,ovtb_v3257_p001896,GroundingDINO,fork,475,0.6827365557352701,high,True,,0.0,0.0,840,1170,3,1488,cat:475,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v3257_p001896.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3309,ovtb_v3309_p001787,GroundingDINO,bucket,160,0.65584796667099,high,True,,0.0,0.0,144,264,2,1812,cat:160,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v3309_p001787.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3331,ovtb_v3331_p001825,GroundingDINO,horse,579,0.6818946997324625,high,True,,0.0,0.0,330,1170,6,1495,cat:579,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v3331_p001825.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3343,ovtb_v3343_p001912,GroundingDINO,baby,805,0.7572084863980612,high,True,19905.0,0.4807092642570425,0.0,180,1170,6,808,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v3343_p001912.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3480,ovtb_v3480_p002006,GroundingDINO,shoulder bag,971,0.6807714998722076,high,True,,0.0,0.0,840,1170,2,1509,cat:971,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v3480_p002006.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,358,ovtb_v358_p000265,GroundingDINO,dispenser,380,0.6574718356132507,high,True,,0.0,0.0,0,840,2,1784,cat:380,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v358_p000265.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3600,ovtb_v3600_p002253,GroundingDINO,step stool,1031,0.3423240602016449,low,True,21497.0,0.0113256100949839,0.0,0,750,5,10698,cat:1031,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v3600_p002253.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3630,ovtb_v3630_p002305,GroundingDINO,bucket,160,0.6618812531232834,high,True,,0.0,0.0,0,975,8,1720,cat:160,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v3630_p002305.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3808,ovtb_v3808_p002310,GroundingDINO,pickup truck,813,0.6730393568674723,high,True,,0.0,0.0,660,1170,3,1590,cat:813,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v3808_p002310.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4018,ovtb_v4018_p002278,GroundingDINO,bird,99,0.6870132982730865,high,True,24549.0,0.2829433662838924,0.0,200,1175,8,1441,cat:99,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v4018_p002278.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4129,ovtb_v4129_p002641,GroundingDINO,toy,1130,0.4189630448818207,mid,True,,0.0,0.0,1440,1620,2,7092,cat:1130,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v4129_p002641.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4251,ovtb_v4251_p002488,GroundingDINO,notebook,736,0.4180569648742676,mid,True,25990.0,0.0472761953377503,0.0,275,925,6,7126,cat:736,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v4251_p002488.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4431,ovtb_v4431_p002875,GroundingDINO,cellular telephone,235,0.7521933913230896,high,True,27086.0,0.3595338782156004,0.0,1104,1224,2,844,cat:235,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v4431_p002875.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4455,ovtb_v4455_p002887,GroundingDINO,bottle,133,0.674166758855184,high,True,,0.0,0.0,120,432,3,1575,cat:133,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v4455_p002887.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4465,ovtb_v4465_p002646,GroundingDINO,magazine,672,0.8215744197368622,high,True,,0.0,0.0,50,200,2,397,cat:672,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v4465_p002646.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4668,ovtb_v4668_p002864,GroundingDINO,oar,740,0.6487216949462891,high,True,28532.0,0.2797658789735633,0.0,1920,2100,2,1909,cat:740,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v4668_p002864.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4677,ovtb_v4677_p003130,GroundingDINO,giraffe,502,0.6814484357833862,high,True,28584.0,0.8000467288896635,0.2,0,1080,5,1500,cat:502,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v4677_p003130.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4677,ovtb_v4677_p003139,GroundingDINO,giraffe,502,0.6487638205289841,high,True,28583.0,0.4406604154768056,0.0,150,1080,4,1908,cat:502,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v4677_p003139.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4773,ovtb_v4773_p003221,GroundingDINO,surfboard,1057,0.8971291780471802,high,True,29056.0,0.467030248975283,0.0,330,330,1,62,cat:1057,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4773,ovtb_v4773_p003222,GroundingDINO,surfboard,1057,0.87847501039505,high,True,29056.0,0.4992024787398114,0.0,480,480,1,119,cat:1057,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4773,ovtb_v4773_p003225,GroundingDINO,surfboard,1057,0.8510004878044128,high,True,29056.0,0.3769726698934132,0.0,1140,1140,1,237,cat:1057,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4784,ovtb_v4784_p002953,GroundingDINO,hog,574,0.6974718570709229,high,True,29102.0,0.9749866996417575,0.25,750,1260,4,1334,cat:574,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v4784_p002953.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4784,ovtb_v4784_p002962,GroundingDINO,hog,574,0.7435537179311117,high,True,29100.0,0.0504909155817899,0.0,1410,1740,3,910,cat:574,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v4784_p002962.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4807,ovtb_v4807_p003151,GroundingDINO,surfboard,1057,0.8699007034301758,high,True,29224.0,0.4896854325062336,0.0,1740,1740,1,157,cat:1057,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4949,ovtb_v4949_p003449,GroundingDINO,flag,458,0.7056896239519119,high,True,,0.0,0.0,3900,4380,4,1257,cat:458,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v4949_p003449.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4969,ovtb_v4969_p003368,GroundingDINO,bicycle,95,0.3443716093897819,low,True,,0.0,0.0,1170,1680,4,10556,cat:95,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v4969_p003368.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5007,ovtb_v5007_p003483,GroundingDINO,bottle,133,0.680855393409729,high,True,30269.0,0.2218558200863027,0.0,300,1470,8,1508,cat:133,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v5007_p003483.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5008,ovtb_v5008_p003440,GroundingDINO,coin,292,0.6601861715316772,high,True,,0.0,0.0,120,1290,8,1746,cat:292,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v5008_p003440.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5008,ovtb_v5008_p003443,GroundingDINO,coin,292,0.6543917457262675,high,True,,0.0,0.0,450,1290,6,1832,cat:292,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v5008_p003443.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5015,ovtb_v5015_p003471,GroundingDINO,hair dryer,544,0.7105028331279755,high,True,30318.0,0.3088538836252183,0.0,840,990,2,1210,cat:544,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v5015_p003471.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5050,ovtb_v5050_p003517,GroundingDINO,shoulder bag,971,0.4126391758521398,mid,True,,0.0,0.0,216,768,6,7353,cat:971,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v5050_p003517.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5085,ovtb_v5085_p003570,GroundingDINO,igniter,595,0.3441489078104496,low,True,,0.0,0.0,216,1152,8,10571,cat:595,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v5085_p003570.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5223,ovtb_v5223_p003584,GroundingDINO,bucket,160,0.4127169400453567,mid,True,31344.0,0.1961359631851098,0.0,420,540,2,7349,cat:160,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v5223_p003584.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5261,ovtb_v5261_p003628,GroundingDINO,rag doll,883,0.653859332203865,high,True,,0.0,0.0,0,744,8,1839,cat:883,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v5261_p003628.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5280,ovtb_v5280_p003719,GroundingDINO,elephant,429,0.6518982172012329,high,True,31633.0,0.9622042326378504,0.2,150,990,5,1866,cat:429,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v5280_p003719.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5294,ovtb_v5294_p003684,GroundingDINO,giraffe,502,0.7585457364718119,high,True,,0.0,0.0,450,1110,3,793,cat:502,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v5294_p003684.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5294,ovtb_v5294_p003686,GroundingDINO,giraffe,502,0.9103640913963318,high,True,,0.0,0.0,780,780,1,35,cat:502,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5294,ovtb_v5294_p003687,GroundingDINO,giraffe,502,0.947701334953308,high,True,,0.0,0.0,930,930,1,4,cat:502,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5304,ovtb_v5304_p003748,GroundingDINO,bicycle,95,0.6651215553283691,high,True,,0.0,0.0,1020,1200,2,1684,cat:95,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v5304_p003748.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5319,ovtb_v5319_p003792,GroundingDINO,turtle,1152,0.4143225351969401,mid,True,31813.0,0.0428218337120289,0.0,660,1320,3,7281,cat:1152,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v5319_p003792.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5319,ovtb_v5319_p003801,GroundingDINO,turtle,1152,0.4177986582120259,mid,True,,0.0,0.0,990,1320,3,7136,cat:1152,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v5319_p003801.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,535,ovtb_v535_p000314,GroundingDINO,ball,41,0.4163414061069488,mid,True,,0.0,0.0,0,660,5,7201,cat:41,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v535_p000314.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,535,ovtb_v535_p000340,GroundingDINO,ball,41,0.6875730156898499,high,True,,0.0,0.0,990,1170,2,1434,cat:41,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v535_p000340.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5370,ovtb_v5370_p003860,GroundingDINO,beaker,74,0.6809660593668619,high,True,,0.0,0.0,450,780,3,1507,cat:74,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v5370_p003860.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5409,ovtb_v5409_p003886,GroundingDINO,giraffe,502,0.6786760886510214,high,True,,0.0,0.0,1350,1680,3,1531,cat:502,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v5409_p003886.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5409,ovtb_v5409_p003893,GroundingDINO,giraffe,502,0.4122525006532669,mid,True,,0.0,0.0,1530,2010,4,7373,cat:502,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v5409_p003893.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5409,ovtb_v5409_p003899,GroundingDINO,giraffe,502,0.8456054925918579,high,True,,0.0,0.0,2520,2520,1,259,cat:502,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5478,ovtb_v5478_p003991,GroundingDINO,sheep,961,0.4167485609650612,mid,True,32597.0,0.1075770886452629,0.0,420,990,4,7183,cat:961,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v5478_p003991.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5480,ovtb_v5480_p003923,GroundingDINO,umbrella,1155,0.6496565043926239,high,True,,0.0,0.0,840,1680,6,1895,cat:1155,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v5480_p003923.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5668,ovtb_v5668_p004122,GroundingDINO,automatic washer,1182,0.7984659820795059,high,True,33867.0,0.3424561208299733,0.0,0,1080,8,525,cat:1182,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v5668_p004122.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5696,ovtb_v5696_p004174,GroundingDINO,cellular telephone,235,0.7481779456138611,high,True,33993.0,0.4430116128201312,0.0,540,810,2,879,cat:235,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v5696_p004174.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,575,ovtb_v575_p000292,GroundingDINO,cow,81,0.6672493815422058,high,True,3684.0,0.0144633849889318,0.0,1260,1740,3,1654,cat:81,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v575_p000292.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5895,ovtb_v5895_p004260,GroundingDINO,baby,805,0.6768489224570138,high,True,34856.0,0.9923106596286052,0.2857142857142857,0,900,7,1547,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v5895_p004260.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5945,ovtb_v5945_p004447,GroundingDINO,jacket,601,0.6644828021526337,high,True,35091.0,0.0015740427093616,0.0,153,442,3,1693,cat:601,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v5945_p004447.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,894,ovtb_v894_p000457,GroundingDINO,school bus,936,0.7001867592334747,high,True,,0.0,0.0,840,990,2,1308,cat:936,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v894_p000457.jpg,,dataset_quota_score_bin_high_mid_low,,,,
