dataset,video_id,path_id,split,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,frame_start,frame_end,path_length,candidate_rank,is_dummy,matched_gt_id,matched_iou,temporal_overlap,matched_frames,is_matched_to_gt,is_unmatched,audit_label,verified_positive_for_calibration,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,fallback_level,score_source,task,mask_type,conflict_policy
BURST,1159,ovtb_v1159_p001486,cal,cat,229,0.9047999978065492,0.9047999978065492,0.9047999978065492,1,0.0,6,6,1,79,False,1.0,0.963851558286166,1.0,1,True,False,,no,cat:229,unknown,cat,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1505,ovtb_v1505_p002031,test,sunglasses,1054,0.9044104615847268,0.9044104615847268,0.9044104615847268,3,0.6666666666666666,6,17,3,80,False,2.0,0.9073732997459064,1.0,3,True,False,,no,cat:1054,unknown,sunglasses,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,544,ovtb_v544_p000896,test,person,805,0.9043097496032716,0.9043097496032716,0.9043097496032716,1,0.0,39,39,1,81,False,1.0,0.9969328898603588,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,137,ovtb_v137_p000230,test,person,805,0.9042680263519288,0.9042680263519288,0.9042680263519288,1,0.0,39,39,1,82,False,1.0,0.9761573625743708,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1777,ovtb_v1777_p002120,test,motorcycle,714,0.9038439989089966,0.9038439989089966,0.9038439989089966,1,0.0,6,6,1,83,False,2.0,0.9508303575296548,1.0,1,True,False,,no,cat:714,unknown,motorcycle,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,576,ovtb_v576_p001028,test,person,805,0.9034305214881896,0.9034305214881896,0.9034305214881896,1,0.0,39,39,1,84,False,1.0,0.9738583388634658,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1798,ovtb_v1798_p002137,cal,person,805,0.9033477306365968,0.9033477306365968,0.9033477306365968,1,0.0,0,0,1,85,False,1.0,0.9482086783405934,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2325,ovtb_v2325_p002960,cal,person,805,0.9028844907879828,0.9028844907879828,0.9028844907879828,8,0.875,0,39,8,86,False,3.0,0.9951073370244952,1.0,8,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1947,ovtb_v1947_p002624,cal,skateboard,980,0.9027999937534332,0.9027999937534332,0.9027999937534332,2,0.5,17,28,2,87,False,2.0,0.8517599239376429,1.0,2,True,False,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1983,ovtb_v1983_p002585,cal,giraffe,502,0.9024155735969543,0.9024155735969543,0.9024155735969543,1,0.0,39,39,1,88,False,1.0,0.9120275842875418,1.0,1,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2309,ovtb_v2309_p002723,cal,person,805,0.9014282822608948,0.9014282822608948,0.9014282822608948,1,0.0,28,28,1,89,False,1.0,0.9803513249300152,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,336,ovtb_v336_p000757,tune,person,805,0.9013770073652267,0.9013770073652267,0.9013770073652267,4,0.75,22,39,4,90,False,1.0,0.9845463597590473,1.0,4,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1520,ovtb_v1520_p002051,cal,cellular telephone,235,0.901100218296051,0.901100218296051,0.901100218296051,1,0.0,6,6,1,91,False,2.0,0.9192399884702406,1.0,1,True,False,,no,cat:235,unknown,cellular telephone,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1800,ovtb_v1800_p002347,test,skateboard,980,0.9007497131824492,0.9007497131824492,0.9007497131824492,2,0.5,22,39,2,92,False,2.0,0.9498533518844352,1.0,2,True,False,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1983,ovtb_v1983_p002580,cal,giraffe,502,0.9006514847278595,0.9006514847278595,0.9006514847278595,2,0.5,6,28,2,93,False,1.0,0.980561420407256,1.0,2,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2290,ovtb_v2290_p002701,test,person,805,0.900434672832489,0.900434672832489,0.900434672832489,1,0.0,6,6,1,94,False,2.0,0.9211013189002932,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1503,ovtb_v1503_p001946,cal,cellular telephone,235,0.9000192880630493,0.9000192880630493,0.9000192880630493,1,0.0,11,11,1,95,False,2.0,0.8890406082011206,1.0,1,True,False,,no,cat:235,unknown,cellular telephone,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,169,ovtb_v169_p000498,test,person,805,0.8999984562397003,0.8999984562397003,0.8999984562397003,2,0.5,22,33,2,96,False,1.0,0.9539546019336652,1.0,2,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1928,ovtb_v1928_p002556,cal,person,805,0.8998126983642578,0.8998126983642578,0.8998126983642578,1,0.0,28,28,1,97,False,2.0,0.9806440620834728,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1928,ovtb_v1928_p002555,cal,person,805,0.8996461629867554,0.8996461629867554,0.8996461629867554,3,0.6666666666666666,11,22,3,98,False,2.0,0.9869535739666075,1.0,3,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2876,ovtb_v2876_p003641,cal,person,805,0.8996224999427795,0.8996224999427795,0.8996224999427795,1,0.0,50,50,1,99,False,2.0,0.9770541790380176,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,652,ovtb_v652_p001228,cal,dog,382,0.8995261192321777,0.8995261192321777,0.8995261192321777,1,0.0,17,17,1,100,False,1.0,0.9384396190512082,1.0,1,True,False,,no,cat:382,unknown,dog,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1030,ovtb_v1030_p001540,tune,bird,99,0.8992319226264953,0.8992319226264953,0.8992319226264953,5,0.8,17,39,5,101,False,1.0,0.9859092555059552,1.0,5,True,False,,no,cat:99,unknown,bird,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1611,ovtb_v1611_p002095,test,cellular telephone,235,0.8990275859832764,0.8990275859832764,0.8990275859832764,1,0.0,33,33,1,102,False,8.0,0.961583618966815,1.0,1,True,False,,no,cat:235,unknown,cellular telephone,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1801,ovtb_v1801_p002418,cal,person,805,0.8988784551620483,0.8988784551620483,0.8988784551620483,6,0.8333333333333334,6,33,6,103,False,1.0,0.9852589351011952,1.0,6,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1777,ovtb_v1777_p002129,test,person,805,0.8978816866874695,0.8978816866874695,0.8978816866874695,1,0.0,28,28,1,104,False,1.0,0.9791159318946104,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1784,ovtb_v1784_p002121,cal,skateboard,980,0.8976612687110901,0.8976612687110901,0.8976612687110901,1,0.0,33,33,1,105,False,1.0,0.8020035137162262,1.0,1,True,False,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1531,ovtb_v1531_p001981,cal,sunglasses,1054,0.896715501944224,0.896715501944224,0.896715501944224,3,0.6666666666666666,0,9,3,106,False,3.0,0.9740356727301211,1.0,3,True,False,,no,cat:1054,unknown,sunglasses,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2417,ovtb_v2417_p003111,test,person,805,0.8966541066765785,0.8966541066765785,0.8966541066765785,8,0.875,0,39,8,107,False,1.0,0.9939356509613992,1.0,8,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,468,ovtb_v468_p001048,cal,person,805,0.8966312238148281,0.8966312238148281,0.8966312238148281,7,0.8571428571428571,0,39,7,108,False,4.0,0.9928873033783226,1.0,7,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,137,ovtb_v137_p000229,test,person,805,0.8964002132415771,0.8964002132415771,0.8964002132415771,2,0.5,6,11,2,109,False,1.0,0.9188996904337494,1.0,2,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,162,ovtb_v162_p000480,cal,person,805,0.8963847756385803,0.8963847756385803,0.8963847756385803,1,0.0,0,0,1,110,False,1.0,0.9805084117582687,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2813,ovtb_v2813_p003580,test,person,805,0.8960747122764587,0.8960747122764587,0.8960747122764587,8,0.875,0,32,8,111,False,2.0,0.995572106547604,1.0,8,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,342,ovtb_v342_p000765,cal,person,805,0.8957923054695129,0.8957923054695129,0.8957923054695129,2,0.5,0,6,2,112,False,1.0,0.9756181075040008,1.0,2,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,394,ovtb_v394_p000687,cal,person,805,0.8957601189613342,0.8957601189613342,0.8957601189613342,1,0.0,32,32,1,113,False,1.0,0.9758718155037444,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2947,ovtb_v2947_p003717,tune,person,805,0.8957479596138,0.8957479596138,0.8957479596138,2,0.5,9,13,2,114,False,1.0,0.9939715689663344,1.0,2,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2964,ovtb_v2964_p003745,cal,curtain,352,0.8954846039414406,0.8954846039414406,0.8954846039414406,8,0.875,0,44,8,115,False,2.0,0.9948906126544684,1.0,8,True,False,,no,cat:352,unknown,curtain,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2142,ovtb_v2142_p002861,test,person,805,0.8949161767959595,0.8949161767959595,0.8949161767959595,1,0.0,5,5,1,116,False,1.0,0.9805019769662402,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2008,ovtb_v2008_p002596,test,horse,579,0.8947542458772659,0.8947542458772659,0.8947542458772659,8,0.875,0,39,8,117,False,2.0,0.9866525749282417,1.0,8,True,False,,no,cat:579,unknown,horse,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,169,ovtb_v169_p000497,test,person,805,0.8946528881788254,0.8946528881788254,0.8946528881788254,4,0.75,0,17,4,118,False,1.0,0.966068396133696,1.0,4,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1680,ovtb_v1680_p002178,test,person,805,0.8945651054382324,0.8945651054382324,0.8945651054382324,1,0.0,28,28,1,119,False,3.0,0.9642880324988164,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2904,ovtb_v2904_p003687,test,person,805,0.8945161600907644,0.8945161600907644,0.8945161600907644,6,0.8333333333333334,0,40,6,120,False,1.0,0.9906342025706792,1.0,6,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,742,ovtb_v742_p001047,cal,person,805,0.8944564461708069,0.8944564461708069,0.8944564461708069,1,0.0,11,11,1,121,False,6.0,0.9858227744355562,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1993,ovtb_v1993_p002745,cal,surfboard,1057,0.8941677808761597,0.8941677808761597,0.8941677808761597,1,0.0,28,28,1,122,False,2.0,0.9694440875102968,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1740,ovtb_v1740_p002099,test,person,805,0.8941153287887573,0.8941153287887573,0.8941153287887573,1,0.0,28,28,1,123,False,2.0,0.8292630891823405,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2374,ovtb_v2374_p003017,test,person,805,0.8940883874893188,0.8940883874893188,0.8940883874893188,1,0.0,39,39,1,124,False,3.0,0.9545550500614056,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2788,ovtb_v2788_p003538,cal,person,805,0.893562912940979,0.893562912940979,0.893562912940979,1,0.0,0,0,1,125,False,1.0,0.993941247557676,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1798,ovtb_v1798_p002139,cal,person,805,0.8932549357414246,0.8932549357414246,0.8932549357414246,1,0.0,11,11,1,126,False,1.0,0.9599475774067427,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2429,ovtb_v2429_p003193,test,surfboard,1057,0.8931609392166138,0.8931609392166138,0.8931609392166138,1,0.0,28,28,1,127,False,1.0,0.935947449750259,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1930,ovtb_v1930_p002352,cal,person,805,0.8928081095218658,0.8928081095218658,0.8928081095218658,8,0.875,0,39,8,128,False,1.0,0.9921906690963904,1.0,8,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2749,ovtb_v2749_p003252,cal,cellular telephone,235,0.8928030729293823,0.8928030729293823,0.8928030729293823,1,0.0,26,26,1,129,False,4.0,0.84996502602102,1.0,1,True,False,,no,cat:235,unknown,cellular telephone,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,336,ovtb_v336_p000756,tune,person,805,0.8918639570474625,0.8918639570474625,0.8918639570474625,4,0.75,0,17,4,130,False,1.0,0.987351703294724,1.0,4,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,626,ovtb_v626_p001224,cal,person,805,0.8918035253882408,0.8918035253882408,0.8918035253882408,8,0.875,0,39,8,131,False,1.0,0.993173747908044,1.0,8,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,359,ovtb_v359_p000617,cal,person,805,0.8917691111564636,0.8917691111564636,0.8917691111564636,1,0.0,39,39,1,132,False,1.0,0.9887505334370902,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1785,ovtb_v1785_p002328,cal,person,805,0.8917369842529297,0.8917369842529297,0.8917369842529297,3,0.6666666666666666,11,33,3,133,False,1.0,0.984473352365976,1.0,3,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1503,ovtb_v1503_p001945,cal,cellular telephone,235,0.891647219657898,0.891647219657898,0.891647219657898,1,0.0,6,6,1,134,False,2.0,0.9320939237471574,1.0,1,True,False,,no,cat:235,unknown,cellular telephone,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2210,ovtb_v2210_p002624,tune,cellular telephone,235,0.8916119337081909,0.8916119337081909,0.8916119337081909,1,0.0,26,26,1,135,False,3.0,0.8672958437231381,1.0,1,True,False,,no,cat:235,unknown,cellular telephone,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1801,ovtb_v1801_p002419,cal,person,805,0.8914783596992493,0.8914783596992493,0.8914783596992493,1,0.0,39,39,1,136,False,1.0,0.984878109115842,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2311,ovtb_v2311_p002952,test,person,805,0.8913137316703796,0.8913137316703796,0.8913137316703796,1,0.0,28,28,1,137,False,3.0,0.7804237000977525,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2640,ovtb_v2640_p003346,test,person,805,0.8911184668540955,0.8911184668540955,0.8911184668540955,1,0.0,11,11,1,138,False,9.0,0.9497246669404704,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2788,ovtb_v2788_p003539,cal,person,805,0.8909057229757309,0.8909057229757309,0.8909057229757309,4,0.75,4,21,4,139,False,1.0,0.9927623458178548,1.0,4,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1777,ovtb_v1777_p002128,test,person,805,0.8908994793891907,0.8908994793891907,0.8908994793891907,1,0.0,22,22,1,140,False,1.0,0.9638999624678602,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1801,ovtb_v1801_p002423,cal,skateboard,980,0.8908206820487976,0.8908206820487976,0.8908206820487976,1,0.0,17,17,1,141,False,2.0,0.9599350155592452,1.0,1,True,False,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,544,ovtb_v544_p000894,test,person,805,0.8908155063788096,0.8908155063788096,0.8908155063788096,6,0.8333333333333334,0,28,6,142,False,1.0,0.9962252890961962,1.0,6,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,598,ovtb_v598_p000971,cal,dog,382,0.8907960454622904,0.8907960454622904,0.8907960454622904,6,0.8333333333333334,0,33,6,143,False,2.0,0.9894535217324452,1.0,6,True,False,,no,cat:382,unknown,dog,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,468,ovtb_v468_p001049,cal,person,805,0.8905538618564606,0.8905538618564606,0.8905538618564606,8,0.875,0,39,8,144,False,5.0,0.993164975744086,1.0,8,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2876,ovtb_v2876_p003640,cal,person,805,0.8902769259044102,0.8902769259044102,0.8902769259044102,7,0.8571428571428571,0,43,7,145,False,2.0,0.9966398292004672,1.0,7,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2971,ovtb_v2971_p003635,cal,person,805,0.889897994697094,0.889897994697094,0.889897994697094,8,0.875,0,31,8,146,False,1.0,0.9936956963688832,1.0,8,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1833,ovtb_v1833_p002195,cal,sheep,961,0.8897589445114136,0.8897589445114136,0.8897589445114136,1,0.0,17,17,1,147,False,2.0,0.9928512421352066,1.0,1,True,False,,no,cat:961,unknown,sheep,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,576,ovtb_v576_p001024,test,person,805,0.8896237015724182,0.8896237015724182,0.8896237015724182,1,0.0,28,28,1,148,False,1.0,0.9833449705133795,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1819,ovtb_v1819_p002366,cal,person,805,0.8893840312957764,0.8893840312957764,0.8893840312957764,1,0.0,39,39,1,149,False,1.0,0.936852136087879,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,394,ovtb_v394_p000678,cal,person,805,0.8893255591392517,0.8893255591392517,0.8893255591392517,1,0.0,0,0,1,150,False,,0.0,0.0,0,False,True,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2507,ovtb_v2507_p003266,cal,person,805,0.8893098831176758,0.8893098831176758,0.8893098831176758,2,0.5,28,33,2,151,False,2.0,0.9845431418931776,1.0,2,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2113,ovtb_v2113_p002557,cal,person,805,0.889258861541748,0.889258861541748,0.889258861541748,1,0.0,6,6,1,152,False,2.0,0.943982120017559,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1993,ovtb_v1993_p002735,cal,person,805,0.8892054557800293,0.8892054557800293,0.8892054557800293,1,0.0,11,11,1,153,False,1.0,0.965339094570304,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1962,ovtb_v1962_p002563,cal,person,805,0.888492539525032,0.888492539525032,0.888492539525032,4,0.75,0,39,4,154,False,2.0,0.9920811578209724,1.0,4,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1738,ovtb_v1738_p002363,cal,bear,78,0.8884786814451218,0.8884786814451218,0.8884786814451218,8,0.875,0,39,8,155,False,2.0,0.98537866236024,1.0,8,True,False,,no,cat:78,unknown,bear,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1785,ovtb_v1785_p002336,cal,surfboard,1057,0.8884468078613281,0.8884468078613281,0.8884468078613281,1,0.0,22,22,1,156,False,2.0,0.7601922676526465,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,351,ovtb_v351_p000586,cal,person,805,0.8882219791412354,0.8882219791412354,0.8882219791412354,1,0.0,15,15,1,157,False,4.0,0.963026345586002,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1680,ovtb_v1680_p002161,test,person,805,0.887957751750946,0.887957751750946,0.887957751750946,1,0.0,6,6,1,158,False,3.0,0.969369670822428,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
