K,primary_queue_status,chemical_system,n,false_n,stable_to_unstable_n,total_n,fraction_of_arm,single_chemsys_dominance_flag
300,raw_only_requested_budget,Cl-Sr,4,0,0,397,0.010075566750629723,False
300,raw_only_requested_budget,Cl-Tb,3,3,1,397,0.007556675062972292,False
300,raw_only_requested_budget,Cl-Ti,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cl-Tm,2,2,0,397,0.005037783375314861,False
300,raw_only_requested_budget,Cl-Yb,2,2,0,397,0.005037783375314861,False
300,raw_only_requested_budget,Cl-Zn,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Co-Cs-F,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Co-F,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Co-Pm-Te,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cr-Pm-Te,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cs-Dy-F,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cs-Eu-F,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cs-F-Hg,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cs-F-Nd,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cs-F-Ni,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cs-F-Ti,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cs-F-Tm,3,0,0,397,0.007556675062972292,False
300,raw_only_requested_budget,Cs-F-Y,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cs-Pa-Se-Zn,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cs-Pa-Te,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cs-Pm-Te,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cu-F,4,0,0,397,0.010075566750629723,False
300,raw_only_requested_budget,Cu-F-K,2,0,0,397,0.005037783375314861,False
300,raw_only_requested_budget,Cu-F-Na,2,2,2,397,0.005037783375314861,False
300,raw_only_requested_budget,Cu-F-Ni,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cu-F-Rb,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cu-F-Sr,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cu-F-Tb,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cu-F-Tm,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cu-F-Yb,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cu-Gd-I,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cu-K-Pa-Se,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Cu-Pm-Te,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Dy-F-Li,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Dy-F-Li-Sr,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Dy-F-Mg,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Dy-F-Zn,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Dy-La-O,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Er-F-Li,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Er-F-Li-Sr,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Er-F-Mg,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Er-F-Zn,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Er-La-O,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Eu-F-Li,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Eu-F-Mg,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Eu-F-Sr,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Eu-F-Yb,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Eu-F-Zn,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Ga-Mg,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Ga-Sr,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Gd,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Gd-Li-Sr,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Hf-K,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Hf-Li,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Hf-Na,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Hg-Rb,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Hg-Sc,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Hg-Sr,2,2,2,397,0.005037783375314861,False
300,raw_only_requested_budget,F-Ho-Li,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Ho-Li-Sr,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Ho-Mg,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Ho-Zn,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-In,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-In-Mg,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-In-Ni,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-K-Ti,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-K-Zr,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-La-Mg,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-La-Ni,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Li-Lu,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Li-Mg,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Li-Sc,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Li-Sm,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Li-Sr,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Li-Sr-Tm,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Li-Zn,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Li-Zr,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Lu-Zn,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Mg,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Mg-Sr,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Mg-Y,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Mn-Np,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-N-Pu,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Na-Ni,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Na-Pd,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Na-Rh,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Na-Sr,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Na-Sr-Tm,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Na-Ti,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Na-Tm-Yb,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Na-Zr,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Ni,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Np,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Pr,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Pu-Rb,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Rb-Ti,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Rb-Tm,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Sc-Sr,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Sc-Yb,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Sc-Zn,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Se,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Y-Zn,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,F-Zn,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Ga-Pm-Te,2,0,0,397,0.005037783375314861,False
300,raw_only_requested_budget,Gd-I-N,2,0,0,397,0.005037783375314861,False
300,raw_only_requested_budget,Gd-I-P,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Gd-I-Pb,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Gd-I-Sb,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Gd-I-Si,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Gd-I-Sn,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Ho-La-O,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,I-Ru,2,0,0,397,0.005037783375314861,False
300,raw_only_requested_budget,I-Sr,2,2,2,397,0.005037783375314861,False
300,raw_only_requested_budget,In-Pa-Se,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Ir-Pm,2,0,0,397,0.005037783375314861,False
300,raw_only_requested_budget,K-Pa-Te,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,La-O,1,1,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Mg-Pm-Te,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Na-Pa-Se,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Ni-Pm-Te,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,Np-Se-Te,1,1,1,397,0.0025188916876574307,False
300,raw_only_requested_budget,P-Pm-Pt,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Pa-Pb-Se,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Pa-Rb-Se,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Pa-Rb-Se-Zn,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Pa-Se-Sn,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Pa-Se-Tl,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Pa-Te,2,0,0,397,0.005037783375314861,False
300,raw_only_requested_budget,Pb-Pm-Te,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Pm-Pt,1,0,0,397,0.0025188916876574307,False
300,raw_only_requested_budget,Pm-Te-Zn,1,0,0,397,0.0025188916876574307,False
500,PARC_release,Ac-K-Se,1,0,0,216,0.004629629629629629,False
500,PARC_release,Ac-Na-Se,1,0,0,216,0.004629629629629629,False
500,PARC_release,Ac-Pt,1,0,0,216,0.004629629629629629,False
500,PARC_release,Ac-Se,1,0,0,216,0.004629629629629629,False
500,PARC_release,Ac-Te,1,0,0,216,0.004629629629629629,False
500,PARC_release,Ag-Pm-Te,1,1,1,216,0.004629629629629629,False
500,PARC_release,Al-F-Pa,2,2,2,216,0.009259259259259259,False
500,PARC_release,As-Br-Er,3,0,0,216,0.013888888888888888,False
500,PARC_release,As-Gd-I,1,0,0,216,0.004629629629629629,False
500,PARC_release,Ba-Br,1,0,0,216,0.004629629629629629,False
500,PARC_release,Ba-Br-Er,2,0,0,216,0.009259259259259259,False
500,PARC_release,Ba-Ca-F,2,2,0,216,0.009259259259259259,False
500,PARC_release,Ba-Cd-F,1,1,0,216,0.004629629629629629,False
500,PARC_release,Ba-Cl,2,2,1,216,0.009259259259259259,False
500,PARC_release,Ba-F,1,1,0,216,0.004629629629629629,False
500,PARC_release,Ba-F-Hg,1,1,1,216,0.004629629629629629,False
500,PARC_release,Ba-F-Li-Pa,1,1,1,216,0.004629629629629629,False
500,PARC_release,Ba-F-Mg,1,1,0,216,0.004629629629629629,False
500,PARC_release,Ba-F-Pa,1,1,1,216,0.004629629629629629,False
500,PARC_release,Ba-F-Sr,1,1,0,216,0.004629629629629629,False
500,PARC_release,Ba-Gd-I,1,1,1,216,0.004629629629629629,False
500,PARC_release,Bi-Gd-I,2,2,2,216,0.009259259259259259,False
500,PARC_release,Br-Ce,1,0,0,216,0.004629629629629629,False
500,PARC_release,Br-Cl-Er,1,0,0,216,0.004629629629629629,False
500,PARC_release,Br-Cu-Er,1,0,0,216,0.004629629629629629,False
500,PARC_release,Br-Er,14,0,0,216,0.06481481481481481,False
500,PARC_release,Br-Er-F,1,1,1,216,0.004629629629629629,False
500,PARC_release,Br-Er-Ga,2,0,0,216,0.009259259259259259,False
500,PARC_release,Br-Er-Ge,4,0,0,216,0.018518518518518517,False
500,PARC_release,Br-Er-H,4,0,0,216,0.018518518518518517,False
500,PARC_release,Br-Er-In,2,2,2,216,0.009259259259259259,False
500,PARC_release,Br-Er-K,4,0,0,216,0.018518518518518517,False
500,PARC_release,Br-Er-K-Rb,1,0,0,216,0.004629629629629629,False
500,PARC_release,Br-Er-Li-Rb,1,0,0,216,0.004629629629629629,False
500,PARC_release,Br-Er-N,6,0,0,216,0.027777777777777776,False
500,PARC_release,Br-Er-Na-Rb,1,0,0,216,0.004629629629629629,False
500,PARC_release,Br-Er-Ni,1,1,1,216,0.004629629629629629,False
500,PARC_release,Br-Er-P,3,0,0,216,0.013888888888888888,False
500,PARC_release,Br-Er-Pb,1,0,0,216,0.004629629629629629,False
500,PARC_release,Br-Er-Rb,3,0,0,216,0.013888888888888888,False
500,PARC_release,Br-Er-S,2,0,0,216,0.009259259259259259,False
500,PARC_release,Br-Er-Sb,2,0,0,216,0.009259259259259259,False
500,PARC_release,Br-Er-Se,2,0,0,216,0.009259259259259259,False
500,PARC_release,Br-Er-Si,4,0,0,216,0.018518518518518517,False
500,PARC_release,Br-Er-Sn,4,0,0,216,0.018518518518518517,False
500,PARC_release,Br-Mg,2,0,0,216,0.009259259259259259,False
500,PARC_release,Ca-Cd-F,1,1,0,216,0.004629629629629629,False
500,PARC_release,Ca-F,2,2,0,216,0.009259259259259259,False
500,PARC_release,Ca-F-Li-Pa,1,1,1,216,0.004629629629629629,False
500,PARC_release,Ca-F-Pa,1,1,1,216,0.004629629629629629,False
500,PARC_release,Ca-F-Sr,1,1,0,216,0.004629629629629629,False
500,PARC_release,Ca-F-Yb,2,2,0,216,0.009259259259259259,False
500,PARC_release,Ca-Gd-I,1,0,0,216,0.004629629629629629,False
500,PARC_release,Cd-F,1,1,0,216,0.004629629629629629,False
500,PARC_release,Cd-F-Pa,1,1,1,216,0.004629629629629629,False
500,PARC_release,Cd-F-Sr,1,1,0,216,0.004629629629629629,False
500,PARC_release,Ce-Cl,2,0,0,216,0.009259259259259259,False
500,PARC_release,Ce-F-Pa,1,1,1,216,0.004629629629629629,False
500,PARC_release,Cl-Co,1,0,0,216,0.004629629629629629,False
500,PARC_release,Cl-Dy,1,1,0,216,0.004629629629629629,False
500,PARC_release,Cl-Ho,1,1,0,216,0.004629629629629629,False
500,PARC_release,Cl-La,1,0,0,216,0.004629629629629629,False
500,PARC_release,Cl-Mn,1,0,0,216,0.004629629629629629,False
500,PARC_release,Co-F-Pa,1,0,0,216,0.004629629629629629,False
500,PARC_release,Cr-F-Pa,4,0,0,216,0.018518518518518517,False
500,PARC_release,Cu-F-Pa,1,0,0,216,0.004629629629629629,False
500,PARC_release,Dy-F-Pa,1,1,1,216,0.004629629629629629,False
500,PARC_release,Er-F-Pa,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Fe-Pa,3,0,0,216,0.013888888888888888,False
500,PARC_release,F-Ga-Pa,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-Gd-I,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Ge-Pa,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-Hg-Pa,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-Hg-Sr,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Ho-Pa,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-In-Pa,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-K-La,1,1,0,216,0.004629629629629629,False
500,PARC_release,F-La-Pa,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Li-Pa,2,0,0,216,0.009259259259259259,False
500,PARC_release,F-Li-Pa-Sr,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Li-Pa-Yb,1,1,0,216,0.004629629629629629,False
500,PARC_release,F-Lu-Pa,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Mg-Pa,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Mg-Tm,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Mn-Pa,2,0,0,216,0.009259259259259259,False
500,PARC_release,F-N-Pa,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-Na-Pa,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-Nb-Pa,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-Nd-Pa,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Ni-Pa,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-O-Pa,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-Pa-Pb,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-Pa-Pd,2,0,0,216,0.009259259259259259,False
500,PARC_release,F-Pa-Pr,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Pa-Pt,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Pa-Pu,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-Pa-Rh,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Pa-Ru,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Pa-Sc,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Pa-Si,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-Pa-Sm,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Pa-Sn,2,0,0,216,0.009259259259259259,False
500,PARC_release,F-Pa-Sr,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Pa-Tb,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Pa-Th,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Pa-Tl,2,0,0,216,0.009259259259259259,False
500,PARC_release,F-Pa-Tm,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-Pa-V,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Pa-Y,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Pa-Yb,1,1,0,216,0.004629629629629629,False
500,PARC_release,F-Pa-Zn,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-Pa-Zr,1,1,1,216,0.004629629629629629,False
500,PARC_release,F-Sr,2,2,0,216,0.009259259259259259,False
500,PARC_release,F-Sr-Zn,1,1,0,216,0.004629629629629629,False
500,PARC_release,F-Tm,1,0,0,216,0.004629629629629629,False
500,PARC_release,F-Tm-Zn,1,0,0,216,0.004629629629629629,False
500,PARC_release,Gd-Ge-I,1,0,0,216,0.004629629629629629,False
500,PARC_release,Gd-H-I,3,0,0,216,0.013888888888888888,False
500,PARC_release,Gd-I,12,0,0,216,0.05555555555555555,False
500,PARC_release,Gd-I-Li,1,0,0,216,0.004629629629629629,False
500,PARC_release,Gd-I-N,1,0,0,216,0.004629629629629629,False
500,PARC_release,Gd-I-P,1,0,0,216,0.004629629629629629,False
500,PARC_release,Gd-I-Sb,2,0,0,216,0.009259259259259259,False
500,PARC_release,Gd-I-Se,1,0,0,216,0.004629629629629629,False
500,PARC_release,Gd-I-Si,1,0,0,216,0.004629629629629629,False
500,PARC_release,Gd-I-Sn,1,0,0,216,0.004629629629629629,False
500,PARC_release,Gd-I-Sr,1,1,1,216,0.004629629629629629,False
500,PARC_release,Gd-I-Te,1,1,1,216,0.004629629629629629,False
500,PARC_release,K-Pm-Te,1,0,0,216,0.004629629629629629,False
500,PARC_release,Li-Pm-Te,1,1,1,216,0.004629629629629629,False
500,PARC_release,Np-Se,1,0,0,216,0.004629629629629629,False
500,PARC_release,Pa-Rb-Se,1,0,0,216,0.004629629629629629,False
500,PARC_release,Pm-Pt,2,0,0,216,0.009259259259259259,False
500,PARC_release,Pm-Te,3,0,0,216,0.013888888888888888,False
500,PARC_release,Se-Tc,1,0,0,216,0.004629629629629629,False
500,raw_only_requested_budget,Ac-Al-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-As-Pd,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-As-Pt,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-Au-Pt,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-Ga-Pt,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-Ga-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-In-Pt,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-Ir-Pt,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-K-Pt,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-Li-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-P-Pt,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-Pb-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-Pd,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ac-Pd-Pt,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-Pd-Rh,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-Pt,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Ac-Pt-Rh,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-Pt-Sn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-Rb-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-Se-Sn,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ac-Se-Tl,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ag-Br-Co,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ag-Cl-Li,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ag-F,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ag-F-K,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ag-F-Na,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ag-F-Rb,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ag-Pa-Rb-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Al-Br-Er,3,0,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Al-Ca-F,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Al-Cd-F,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Al-Cl-Cs,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Al-Cl-K,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Al-Cl-Rb,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Al-F-Na,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Al-F-Ni,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Al-F-Sr,3,3,0,975,0.003076923076923077,False
500,raw_only_requested_budget,Al-F-Yb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Al-Gd-I,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Al-Pm-Te,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,As-Br,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,As-Cl,2,0,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,As-Gd-I,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,As-Pm-Pt,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Au-Br-Se,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Au-F-Na,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Au-Pm-Te,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Br,4,0,0,975,0.0041025641025641026,False
500,raw_only_requested_budget,Ba-Br-Ca,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Br-Sr,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Br-Yb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Ca-Cl,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Ca-F,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ba-Ca-F-Na,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Cl,3,3,2,975,0.003076923076923077,False
500,raw_only_requested_budget,Ba-Cl-Sr,1,0,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Cl-Yb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Cu-F,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ba-Dy-F,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Dy-F-Li,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Dy-F-Na,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Er-F,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Er-F-Li,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-Eu-F,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ba-Eu-F-Na,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Gd,3,3,3,975,0.003076923076923077,False
500,raw_only_requested_budget,Ba-F-Gd-Li,1,1,1,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Gd-Na,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Hg,2,2,2,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ba-F-Ho,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Ho-Li,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-In,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-La,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ba-F-La-Na,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Li,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Li-Sm,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Li-Tb,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Li-Tm,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Li-Y,1,1,0,975,0.0010256410256410256,False
500,raw_only_requested_budget,Ba-F-Lu,2,2,0,975,0.0020512820512820513,False
500,raw_only_requested_budget,Ba-F-Mg,1,1,1,975,0.0010256410256410256,False
