K,primary_queue_status,material_id,t1_label,alignn_score,alignn_predicted_e_above_hull,cgcnn_ens10_pred_e_form,megnet_pred_e_form,near_hull_50mev_t0_or_t1,t1_false_explanation_class
500,PARC_release,wbm-2-10335,t1_stable,0.871489,-0.871489,-0.8376299999999999,-1.4218,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10338,t1_stable,0.5887100000000001,-0.5887100000000001,-1.3715500000000005,-1.9509,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10343,t1_false_or_unresolved,0.5778389999999998,-0.5778389999999998,-1.3357600000000005,-1.7235,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-10357,t1_stable,0.7152579999999997,-0.7152579999999997,-1.86482,-2.2502,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10357,t1_stable,0.7152579999999997,-0.7152579999999997,-1.86482,-2.2502,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-10371,t1_false_or_unresolved,0.7607979999999999,-0.7607979999999999,-1.2327800000000002,-1.816,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-10371,t1_false_or_unresolved,0.7607979999999999,-0.7607979999999999,-1.2327800000000002,-1.816,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-10377,t1_stable,0.7221830000000002,-0.7221830000000002,-2.45897,-2.6698,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10377,t1_stable,0.7221830000000002,-0.7221830000000002,-2.45897,-2.6698,False,t1_stable_or_true_release
300,PARC_release,wbm-2-10382,t1_stable,0.7872589999999998,-0.7872589999999998,-0.92245,-1.75,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10382,t1_stable,0.7872589999999998,-0.7872589999999998,-0.92245,-1.75,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-10385,t1_false_or_unresolved,0.7403059999999999,-0.7403059999999999,-2.36029,-2.6206,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-10385,t1_false_or_unresolved,0.7403059999999999,-0.7403059999999999,-2.36029,-2.6206,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-10391,t1_stable,0.7664770000000001,-0.7664770000000001,-0.7439600000000002,-1.2335,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10391,t1_stable,0.7664770000000001,-0.7664770000000001,-0.7439600000000002,-1.2335,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10397,t1_stable,0.6095739999999998,-0.6095739999999998,-2.34022,-2.6027,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-10401,t1_stable,0.6493280000000003,-0.6493280000000003,-1.4486900000000005,-1.6494,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10401,t1_stable,0.6493280000000003,-0.6493280000000003,-1.4486900000000005,-1.6494,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-10407,t1_stable,0.6451030000000002,-0.6451030000000002,-1.92928,-2.4873,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10407,t1_stable,0.6451030000000002,-0.6451030000000002,-1.92928,-2.4873,False,t1_stable_or_true_release
300,PARC_release,wbm-2-10409,t1_false_or_unresolved,0.8161569999999996,-0.8161569999999996,-2.34865,-2.6956,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-2-10409,t1_false_or_unresolved,0.8161569999999996,-0.8161569999999996,-2.34865,-2.6956,True,near_hull_25meV_boundary
300,raw_only_requested_budget,wbm-2-10413,t1_stable,0.76081,-0.76081,-1.93116,-1.9928,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10413,t1_stable,0.76081,-0.76081,-1.93116,-1.9928,True,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-10414,t1_stable,0.7383109999999997,-0.7383109999999997,-1.7403100000000002,-1.8533,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10414,t1_stable,0.7383109999999997,-0.7383109999999997,-1.7403100000000002,-1.8533,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10426,t1_false_or_unresolved,0.62426,-0.62426,-1.6805899999999998,-2.0059,False,unresolved_current_MP_hull_reference
500,raw_only_requested_budget,wbm-2-10479,t1_false_or_unresolved,0.618401,-0.618401,-2.3437300000000003,-2.7518,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-10481,t1_stable,0.6195520000000001,-0.6195520000000001,-2.34832,-2.7949,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10483,t1_stable,0.5671160000000004,-0.5671160000000004,-2.03851,-2.4555,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10484,t1_stable,0.5821160000000001,-0.5821160000000001,-2.34872,-2.6984,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10487,t1_stable,0.621073,-0.621073,-2.34832,-2.7718,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-10490,t1_stable,0.6815579999999994,-0.6815579999999994,-2.34213,-2.8311,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10490,t1_stable,0.6815579999999994,-0.6815579999999994,-2.34213,-2.8311,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10491,t1_stable,0.6341580000000002,-0.6341580000000002,-2.39645,-2.6339,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10501,t1_stable,0.6245989999999999,-0.6245989999999999,-2.11385,-2.7274,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10502,t1_stable,0.5784420000000003,-0.5784420000000003,-2.34872,-2.6734,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10504,t1_stable,0.601585,-0.601585,-2.34756,-2.7284,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10512,t1_stable,0.605518,-0.605518,-2.3294799999999998,-2.753,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10514,t1_false_or_unresolved,0.6103690000000002,-0.6103690000000002,-1.70534,-1.9713,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-10518,t1_stable,0.5732959999999996,-0.5732959999999996,-2.23534,-2.5458,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10587,t1_stable,0.5599719999999997,-0.5599719999999997,-2.41241,-2.8057,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10595,t1_stable,0.6283539999999999,-0.6283539999999999,-2.3880799999999995,-2.7899,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10596,t1_stable,0.5843539999999998,-0.5843539999999998,-2.4021,-2.776,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10602,t1_stable,0.5772480000000004,-0.5772480000000004,-2.37784,-2.8656,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10603,t1_stable,0.6293479999999998,-0.6293479999999998,-2.4152499999999995,-2.8505,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10616,t1_stable,0.624886,-0.624886,-2.3880799999999995,-2.7563,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10617,t1_stable,0.5808859999999996,-0.5808859999999996,-2.4021,-2.7524,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10658,t1_stable,0.631264,-0.631264,-1.7476299999999998,-2.0847,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-10659,t1_false_or_unresolved,0.6303990000000002,-0.6303990000000002,-1.71962,-2.048,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-10762,t1_false_or_unresolved,0.6191880000000001,-0.6191880000000001,-1.6933600000000002,-1.6866,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-10799,t1_stable,0.5563220000000001,-0.5563220000000001,-0.6795,-0.7728,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-12544,t1_stable,0.6570069999999999,-0.6570069999999999,-1.01135,-1.033,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-12544,t1_stable,0.6570069999999999,-0.6570069999999999,-1.01135,-1.033,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-14664,t1_stable,0.678295,-0.678295,-0.6981,-0.7723,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-14664,t1_stable,0.678295,-0.678295,-0.6981,-0.7723,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-14998,t1_false_or_unresolved,0.6850519999999998,-0.6850519999999998,-3.4922000000000004,-3.5235,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-14998,t1_false_or_unresolved,0.6850519999999998,-0.6850519999999998,-3.4922000000000004,-3.5235,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15000,t1_false_or_unresolved,0.6422790000000003,-0.6422790000000003,-3.73678,-3.9438,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15003,t1_stable,0.7365840000000006,-0.7365840000000006,-3.65333,-3.6725,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-15003,t1_stable,0.7365840000000006,-0.7365840000000006,-3.65333,-3.6725,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-15007,t1_false_or_unresolved,0.6303459999999999,-0.6303459999999999,-3.7303099999999993,-4.0195,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15010,t1_false_or_unresolved,0.639894,-0.639894,-3.580520000000001,-3.6397,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15010,t1_false_or_unresolved,0.639894,-0.639894,-3.580520000000001,-3.6397,False,ALIGNN_FF_disagrees_with_current_MP_label
300,PARC_release,wbm-2-15017,t1_stable,1.0367479999999998,-1.0367479999999998,-3.79011,-3.9941,False,t1_stable_or_true_release
500,PARC_release,wbm-2-15017,t1_stable,1.0367479999999998,-1.0367479999999998,-3.79011,-3.9941,False,t1_stable_or_true_release
300,PARC_release,wbm-2-15027,t1_false_or_unresolved,1.1151049999999998,-1.1151049999999998,-3.28165,-3.4457,False,ALIGNN_FF_disagrees_with_current_MP_label
500,PARC_release,wbm-2-15027,t1_false_or_unresolved,1.1151049999999998,-1.1151049999999998,-3.28165,-3.4457,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15028,t1_false_or_unresolved,0.5779829999999999,-0.5779829999999999,-2.3499,-2.4498,True,near_hull_50meV_boundary
300,PARC_release,wbm-2-15210,t1_false_or_unresolved,0.8354270000000001,-0.8354270000000001,-3.23155,-3.4533,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-2-15210,t1_false_or_unresolved,0.8354270000000001,-0.8354270000000001,-3.23155,-3.4533,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-2-15273,t1_stable,0.5664600000000002,-0.5664600000000002,-3.4738100000000003,-3.7044,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-15292,t1_false_or_unresolved,0.6640999999999995,-0.6640999999999995,-3.34309,-3.9538,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-2-15292,t1_false_or_unresolved,0.6640999999999995,-0.6640999999999995,-3.34309,-3.9538,True,near_hull_25meV_boundary
300,raw_only_requested_budget,wbm-2-15329,t1_false_or_unresolved,0.7389509999999997,-0.7389509999999997,-4.075670000000001,-4.2035,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15329,t1_false_or_unresolved,0.7389509999999997,-0.7389509999999997,-4.075670000000001,-4.2035,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15330,t1_false_or_unresolved,0.7373289999999999,-0.7373289999999999,-4.06274,-4.2272,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15330,t1_false_or_unresolved,0.7373289999999999,-0.7373289999999999,-4.06274,-4.2272,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15331,t1_false_or_unresolved,0.7413370000000001,-0.7413370000000001,-4.05918,-4.3926,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15331,t1_false_or_unresolved,0.7413370000000001,-0.7413370000000001,-4.05918,-4.3926,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15333,t1_false_or_unresolved,0.7603020000000003,-0.7603020000000003,-4.06274,-4.2142,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15333,t1_false_or_unresolved,0.7603020000000003,-0.7603020000000003,-4.06274,-4.2142,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15335,t1_false_or_unresolved,0.7255729999999998,-0.7255729999999998,-4.11277,-4.2515,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15335,t1_false_or_unresolved,0.7255729999999998,-0.7255729999999998,-4.11277,-4.2515,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15340,t1_false_or_unresolved,0.7518270000000005,-0.7518270000000005,-4.106760000000001,-4.2465,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15340,t1_false_or_unresolved,0.7518270000000005,-0.7518270000000005,-4.106760000000001,-4.2465,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15347,t1_false_or_unresolved,0.7309189999999997,-0.7309189999999997,-3.60673,-3.9901,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-2-15347,t1_false_or_unresolved,0.7309189999999997,-0.7309189999999997,-3.60673,-3.9901,True,near_hull_25meV_boundary
300,raw_only_requested_budget,wbm-2-15348,t1_false_or_unresolved,0.6604080000000003,-0.6604080000000003,-4.01112,-3.9064,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15348,t1_false_or_unresolved,0.6604080000000003,-0.6604080000000003,-4.01112,-3.9064,False,ALIGNN_FF_disagrees_with_current_MP_label
300,PARC_release,wbm-2-15369,t1_false_or_unresolved,1.054902000000001,-1.054902000000001,-3.32814,-3.5047,False,ALIGNN_FF_disagrees_with_current_MP_label
500,PARC_release,wbm-2-15369,t1_false_or_unresolved,1.054902000000001,-1.054902000000001,-3.32814,-3.5047,False,ALIGNN_FF_disagrees_with_current_MP_label
300,PARC_release,wbm-2-15374,t1_false_or_unresolved,1.0000659999999997,-1.0000659999999997,-3.31239,-3.4476,False,unresolved_current_MP_hull_reference
500,PARC_release,wbm-2-15374,t1_false_or_unresolved,1.0000659999999997,-1.0000659999999997,-3.31239,-3.4476,False,unresolved_current_MP_hull_reference
300,PARC_release,wbm-2-15376,t1_false_or_unresolved,0.8607800000000001,-0.8607800000000001,-2.67174,-2.9511,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15376,t1_false_or_unresolved,0.8607800000000001,-0.8607800000000001,-2.67174,-2.9511,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15383,t1_false_or_unresolved,0.6158589999999999,-0.6158589999999999,-3.42608,-3.5516,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15384,t1_false_or_unresolved,0.6426210000000001,-0.6426210000000001,-3.39482,-3.5815,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15384,t1_false_or_unresolved,0.6426210000000001,-0.6426210000000001,-3.39482,-3.5815,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15385,t1_false_or_unresolved,0.7257470000000001,-0.7257470000000001,-3.40313,-3.4557,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15385,t1_false_or_unresolved,0.7257470000000001,-0.7257470000000001,-3.40313,-3.4557,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15387,t1_false_or_unresolved,0.6458109999999997,-0.6458109999999997,-3.39482,-3.5654,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15387,t1_false_or_unresolved,0.6458109999999997,-0.6458109999999997,-3.39482,-3.5654,False,ALIGNN_FF_disagrees_with_current_MP_label
300,PARC_release,wbm-2-15396,t1_false_or_unresolved,0.8168760000000002,-0.8168760000000002,-3.44373,-3.6007,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15396,t1_false_or_unresolved,0.8168760000000002,-0.8168760000000002,-3.44373,-3.6007,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15448,t1_false_or_unresolved,0.5714730000000001,-0.5714730000000001,-3.42624,-3.651,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15450,t1_false_or_unresolved,0.6631750000000003,-0.6631750000000003,-3.47032,-3.6431,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15450,t1_false_or_unresolved,0.6631750000000003,-0.6631750000000003,-3.47032,-3.6431,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15460,t1_stable,0.5980120000000002,-0.5980120000000002,-3.31542,-3.6728,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-15500,t1_false_or_unresolved,0.675705,-0.675705,-1.6377200000000005,-2.181,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15500,t1_false_or_unresolved,0.675705,-0.675705,-1.6377200000000005,-2.181,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15503,t1_false_or_unresolved,0.566853,-0.566853,-2.49347,-2.8221,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15504,t1_stable,0.667743,-0.667743,-1.04247,-1.2802,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-15504,t1_stable,0.667743,-0.667743,-1.04247,-1.2802,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-15599,t1_stable,0.5956009999999998,-0.5956009999999998,-2.61665,-3.0046,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-15724,t1_stable,0.6352019999999996,-0.6352019999999996,-1.95089,-2.4712,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-15780,t1_stable,0.5995600000000003,-0.5995600000000003,-2.4283500000000005,-2.9609,True,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-15849,t1_false_or_unresolved,0.5909119999999999,-0.5909119999999999,-3.11236,-3.4089,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-2-15850,t1_false_or_unresolved,0.6280830000000002,-0.6280830000000002,-3.13643,-3.4168,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15853,t1_false_or_unresolved,0.7284990000000002,-0.7284990000000002,-3.7752,-4.1792,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15853,t1_false_or_unresolved,0.7284990000000002,-0.7284990000000002,-3.7752,-4.1792,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-15854,t1_false_or_unresolved,0.7204599999999997,-0.7204599999999997,-3.71604,-4.1944,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-2-15854,t1_false_or_unresolved,0.7204599999999997,-0.7204599999999997,-3.71604,-4.1944,True,near_hull_50meV_boundary
300,raw_only_requested_budget,wbm-2-15855,t1_false_or_unresolved,0.7314969999999996,-0.7314969999999996,-3.4093600000000004,-4.0319,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-2-15855,t1_false_or_unresolved,0.7314969999999996,-0.7314969999999996,-3.4093600000000004,-4.0319,True,near_hull_25meV_boundary
300,raw_only_requested_budget,wbm-2-15858,t1_false_or_unresolved,0.7236509999999998,-0.7236509999999998,-3.71604,-4.1839,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15858,t1_false_or_unresolved,0.7236509999999998,-0.7236509999999998,-3.71604,-4.1839,False,ALIGNN_FF_disagrees_with_current_MP_label
300,PARC_release,wbm-2-15864,t1_false_or_unresolved,0.7970910000000004,-0.7970910000000004,-3.77606,-4.1943,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-2-15864,t1_false_or_unresolved,0.7970910000000004,-0.7970910000000004,-3.77606,-4.1943,True,near_hull_25meV_boundary
300,raw_only_requested_budget,wbm-2-15877,t1_false_or_unresolved,0.6442789999999996,-0.6442789999999996,-3.16975,-3.5366,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15877,t1_false_or_unresolved,0.6442789999999996,-0.6442789999999996,-3.16975,-3.5366,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-15970,t1_stable,0.6437620000000002,-0.6437620000000002,-2.46818,-2.846,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-16012,t1_stable,0.6810520000000002,-0.6810520000000002,-1.71476,-2.1296,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-16012,t1_stable,0.6810520000000002,-0.6810520000000002,-1.71476,-2.1296,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-16019,t1_false_or_unresolved,0.6135340000000002,-0.6135340000000002,-1.56801,-2.0977,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-16031,t1_false_or_unresolved,0.59283,-0.59283,-1.7012100000000003,-2.3271,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-2-16086,t1_false_or_unresolved,0.6091150000000001,-0.6091150000000001,-3.05879,-3.6063,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-2-16091,t1_false_or_unresolved,0.591053,-0.591053,-3.49685,-3.5974,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-16097,t1_false_or_unresolved,0.5587859999999996,-0.5587859999999996,-3.4539300000000006,-3.5793,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-16099,t1_false_or_unresolved,0.5994129999999998,-0.5994129999999998,-3.4970100000000004,-3.6909,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-16205,t1_false_or_unresolved,0.5821000000000001,-0.5821000000000001,-1.73589,-2.0683,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-16218,t1_false_or_unresolved,0.578471,-0.578471,-1.94254,-2.3656,False,ALIGNN_FF_disagrees_with_current_MP_label
300,PARC_release,wbm-2-16249,t1_false_or_unresolved,0.782737,-0.782737,-3.2275599999999995,-3.7194,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-16249,t1_false_or_unresolved,0.782737,-0.782737,-3.2275599999999995,-3.7194,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-16258,t1_false_or_unresolved,0.5792329999999999,-0.5792329999999999,-2.97072,-3.1263,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-2-16384,t1_stable,0.6289500000000001,-0.6289500000000001,-3.15618,-3.3496,False,t1_stable_or_true_release
300,raw_only_requested_budget,wbm-2-16410,t1_false_or_unresolved,0.6972170000000002,-0.6972170000000002,-4.04613,-4.2643,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-16410,t1_false_or_unresolved,0.6972170000000002,-0.6972170000000002,-4.04613,-4.2643,False,ALIGNN_FF_disagrees_with_current_MP_label
500,raw_only_requested_budget,wbm-2-16416,t1_false_or_unresolved,0.598865,-0.598865,-3.3888,-3.5899,False,ALIGNN_FF_disagrees_with_current_MP_label
300,raw_only_requested_budget,wbm-2-16430,t1_false_or_unresolved,0.7497959999999999,-0.7497959999999999,-3.45946,-3.574,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-2-16430,t1_false_or_unresolved,0.7497959999999999,-0.7497959999999999,-3.45946,-3.574,True,near_hull_50meV_boundary
300,raw_only_requested_budget,wbm-2-16431,t1_false_or_unresolved,0.7616569999999996,-0.7616569999999996,-3.4230399999999994,-3.5765,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-2-16431,t1_false_or_unresolved,0.7616569999999996,-0.7616569999999996,-3.4230399999999994,-3.5765,True,near_hull_50meV_boundary
300,raw_only_requested_budget,wbm-2-16432,t1_false_or_unresolved,0.677594,-0.677594,-2.9178500000000005,-3.5524,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-2-16432,t1_false_or_unresolved,0.677594,-0.677594,-2.9178500000000005,-3.5524,True,near_hull_50meV_boundary
300,raw_only_requested_budget,wbm-2-16434,t1_false_or_unresolved,0.764847,-0.764847,-3.4230399999999994,-3.5768,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-2-16434,t1_false_or_unresolved,0.764847,-0.764847,-3.4230399999999994,-3.5768,True,near_hull_50meV_boundary
300,raw_only_requested_budget,wbm-2-16437,t1_false_or_unresolved,0.7080869999999999,-0.7080869999999999,-3.48296,-3.5607,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-2-16437,t1_false_or_unresolved,0.7080869999999999,-0.7080869999999999,-3.48296,-3.5607,True,near_hull_25meV_boundary
300,PARC_release,wbm-2-16445,t1_false_or_unresolved,0.9313399999999996,-0.9313399999999996,-2.71524,-3.0457,True,near_hull_50meV_boundary
500,PARC_release,wbm-2-16445,t1_false_or_unresolved,0.9313399999999996,-0.9313399999999996,-2.71524,-3.0457,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-2-16450,t1_false_or_unresolved,0.5774399999999997,-0.5774399999999997,-2.7453700000000003,-3.0304,False,unresolved_current_MP_hull_reference
300,raw_only_requested_budget,wbm-2-16487,t1_stable,0.6978009999999997,-0.6978009999999997,-4.22731,-4.5811,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-16487,t1_stable,0.6978009999999997,-0.6978009999999997,-4.22731,-4.5811,False,t1_stable_or_true_release
500,raw_only_requested_budget,wbm-2-16493,t1_false_or_unresolved,0.6032699999999998,-0.6032699999999998,-3.49005,-3.5444,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-2-16494,t1_false_or_unresolved,0.581391,-0.581391,-3.16068,-3.4953,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-2-16495,t1_false_or_unresolved,0.6132820000000003,-0.6132820000000003,-3.4555099999999994,-3.5504,True,near_hull_25meV_boundary
500,raw_only_requested_budget,wbm-2-16496,t1_false_or_unresolved,0.5830670000000002,-0.5830670000000002,-3.56353,-3.5639,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-2-16499,t1_false_or_unresolved,0.6151200000000001,-0.6151200000000001,-3.4519,-3.5249,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-2-16504,t1_false_or_unresolved,0.5998269999999999,-0.5998269999999999,-3.4392400000000003,-3.5601,True,near_hull_50meV_boundary
500,raw_only_requested_budget,wbm-2-16509,t1_false_or_unresolved,0.6246499999999999,-0.6246499999999999,-3.44789,-3.5707,True,near_hull_25meV_boundary
