dataset,video_id,path_id,label,verified_positive_for_calibration,reason,confidence,auditor,review_status,annotation_source,human_review_note,uncertain_selection_rule,pending_montage_path,label_status,review_label_v2,review_verified_positive_for_calibration_v2,review_source_v2,second_pass_action
OVT-B,40,ovtb_v40_p002441,actually_true,no,real_unlabeled_object,high,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,,existing_gold,actually_true,no,existing_gold,
OVT-B,586,ovtb_v586_p006296,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v586_p006296.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,595,ovtb_v595_p006353,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v595_p006353.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,291,ovtb_v291_p004229,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v291_p004229.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,538,ovtb_v538_p005897,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v538_p005897.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,868,ovtb_v868_p008382,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v868_p008382.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,432,ovtb_v432_p005158,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v432_p005158.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,278,ovtb_v278_p004128,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v278_p004128.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,661,ovtb_v661_p006833,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v661_p006833.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,392,ovtb_v392_p004894,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v392_p004894.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,29,ovtb_v29_p001379,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v29_p001379.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,868,ovtb_v868_p008381,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v868_p008381.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,288,ovtb_v288_p004208,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v288_p004208.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,724,ovtb_v724_p007283,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v724_p007283.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,64,ovtb_v64_p002762,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v64_p002762.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,509,ovtb_v509_p005680,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v509_p005680.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,107,ovtb_v107_p003028,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v107_p003028.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,29,ovtb_v29_p001558,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v29_p001558.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,611,ovtb_v611_p006470,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v611_p006470.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,600,ovtb_v600_p006383,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v600_p006383.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,811,ovtb_v811_p007976,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v811_p007976.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,522,ovtb_v522_p005754,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v522_p005754.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,477,ovtb_v477_p005491,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v477_p005491.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,542,ovtb_v542_p005945,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v542_p005945.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,5,ovtb_v5_p000265,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v5_p000265.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,974,ovtb_v974_p009158,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v974_p009158.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,982,ovtb_v982_p009228,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v982_p009228.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,656,ovtb_v656_p006789,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v656_p006789.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,223,ovtb_v223_p003709,actually_true,yes,real_unlabeled_object,high,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,,existing_gold,actually_true,yes,existing_gold,
OVT-B,453,ovtb_v453_p005318,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v453_p005318.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,257,ovtb_v257_p003978,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v257_p003978.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,80,ovtb_v80_p002848,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v80_p002848.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,173,ovtb_v173_p003385,actually_false,no,wrong_category,high,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,,existing_gold,actually_false,no,existing_gold,
OVT-B,389,ovtb_v389_p004855,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v389_p004855.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,38,ovtb_v38_p002320,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002320.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,784,ovtb_v784_p007762,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v784_p007762.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,383,ovtb_v383_p004819,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v383_p004819.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,52,ovtb_v52_p002667,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v52_p002667.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,637,ovtb_v637_p006661,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v637_p006661.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,767,ovtb_v767_p007621,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v767_p007621.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,881,ovtb_v881_p008490,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v881_p008490.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,291,ovtb_v291_p004230,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v291_p004230.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,804,ovtb_v804_p007917,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v804_p007917.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,937,ovtb_v937_p008920,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v937_p008920.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,936,ovtb_v936_p008903,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v936_p008903.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,656,ovtb_v656_p006791,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v656_p006791.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,916,ovtb_v916_p008726,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v916_p008726.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,80,ovtb_v80_p002844,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v80_p002844.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,67,ovtb_v67_p002778,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v67_p002778.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,453,ovtb_v453_p005312,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v453_p005312.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,41,ovtb_v41_p002446,uncertain,no,still_ambiguous_after_recheck,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,final_40_uncertain_after_user_review,,existing_gold,uncertain,no,existing_gold,
OVT-B,472,ovtb_v472_p005463,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v472_p005463.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,482,ovtb_v482_p005527,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v482_p005527.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,849,ovtb_v849_p008229,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v849_p008229.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,382,ovtb_v382_p004807,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v382_p004807.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,611,ovtb_v611_p006463,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v611_p006463.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,144,ovtb_v144_p003245,actually_true,no,second_pass_concrete_named_entity_with_montage_needs_user_review,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v144_p003245.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,upgraded_uncertain_to_true_nonverified
OVT-B,38,ovtb_v38_p002304,uncertain,no,second_pass_tiny_or_hard_category_short_path,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,final_40_uncertain_after_user_review,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002304.jpg,requires_label,uncertain,no,codex_second_pass_uncertain_reduction_prelabel,kept_uncertain_hard_category
OVT-B,558,ovtb_v558_p006067,actually_true,no,second_pass_concrete_named_entity_with_montage_needs_user_review,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v558_p006067.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,upgraded_uncertain_to_true_nonverified
OVT-B,784,ovtb_v784_p007764,actually_true,no,second_pass_concrete_named_entity_with_montage_needs_user_review,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v784_p007764.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,upgraded_uncertain_to_true_nonverified
OVT-B,646,ovtb_v646_p006723,actually_true,no,second_pass_concrete_named_entity_with_montage_needs_user_review,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v646_p006723.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,upgraded_uncertain_to_true_nonverified
OVT-B,989,ovtb_v989_p009271,actually_true,no,second_pass_concrete_named_entity_with_montage_needs_user_review,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v989_p009271.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,upgraded_uncertain_to_true_nonverified
OVT-B,876,ovtb_v876_p008448,uncertain,no,second_pass_tiny_or_hard_category_short_path,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,final_40_uncertain_after_user_review,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v876_p008448.jpg,requires_label,uncertain,no,codex_second_pass_uncertain_reduction_prelabel,kept_uncertain_hard_category
