dataset,generator,alpha1,seed,M,label_keep_rate,verified_positive_removal_rate,uncertain_rate_inflation,label_interpretation,released,UTR,audited_FTR,conservative_FTR,mass_ratio,emax,empty_reason,result_status
OVT-B,GroundingDINO,0.1,1,150,0.5,0.75,0.4,uncertain_as_true,106.066017,,0.0,0.04,0.7483112863077347,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.75,0.0,uncertain_as_true,75.0,,0.0,0.02,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.75,0.1,uncertain_as_true,75.0,,0.0,0.025,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.75,0.2,uncertain_as_true,75.0,,0.0,0.03,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.75,0.4,uncertain_as_true,75.0,,0.0,0.04,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.75,0.0,uncertain_as_true,47.434165,,0.0,0.02,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.75,0.1,uncertain_as_true,47.434165,,0.0,0.025,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.75,0.2,uncertain_as_true,47.434165,,0.0,0.03,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.75,0.4,uncertain_as_true,47.434165,,0.0,0.04,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,1.0,0.0,uncertain_as_true,150.0,,0.0,0.02,1.4947924668726005,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,1.0,0.1,uncertain_as_true,150.0,,0.0,0.025,1.4947924668726005,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,1.0,0.2,uncertain_as_true,150.0,,0.0,0.03,1.4947924668726005,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,1.0,0.4,uncertain_as_true,150.0,,0.0,0.04,1.4947924668726005,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,1.0,0.0,uncertain_as_true,129.903811,,0.0,0.02,1.1210943501544504,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,1.0,0.1,uncertain_as_true,129.903811,,0.0,0.025,1.1210943501544504,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,1.0,0.2,uncertain_as_true,129.903811,,0.0,0.03,1.1210943501544504,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,1.0,0.4,uncertain_as_true,129.903811,,0.0,0.04,1.1210943501544504,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,1.0,0.0,uncertain_as_true,106.066017,,0.0,0.02,0.7473962334363002,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,1.0,0.1,uncertain_as_true,106.066017,,0.0,0.025,0.7473962334363002,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,1.0,0.2,uncertain_as_true,106.066017,,0.0,0.03,0.7473962334363002,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,1.0,0.4,uncertain_as_true,106.066017,,0.0,0.04,0.7473962334363002,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,1.0,0.0,uncertain_as_true,75.0,,0.0,0.02,0.3736981167181501,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,1.0,0.1,uncertain_as_true,75.0,,0.0,0.025,0.3736981167181501,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,1.0,0.2,uncertain_as_true,75.0,,0.0,0.03,0.3736981167181501,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,1.0,0.4,uncertain_as_true,75.0,,0.0,0.04,0.3736981167181501,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,1.0,0.0,uncertain_as_true,47.434165,,0.0,0.02,0.14947924668726006,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,1.0,0.1,uncertain_as_true,47.434165,,0.0,0.025,0.14947924668726006,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,1.0,0.2,uncertain_as_true,47.434165,,0.0,0.03,0.14947924668726006,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,1.0,0.4,uncertain_as_true,47.434165,,0.0,0.04,0.14947924668726006,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.0,0.0,uncertain_as_false,150.0,,0.02,0.02,1.49845229359243,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.0,0.1,uncertain_as_false,150.0,,0.02,0.025,1.49845229359243,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.0,0.2,uncertain_as_false,150.0,,0.02,0.03,1.49845229359243,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.0,0.4,uncertain_as_false,150.0,,0.02,0.04,1.49845229359243,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.0,0.0,uncertain_as_false,129.903811,,0.02,0.02,1.1238392201943226,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.0,0.1,uncertain_as_false,129.903811,,0.02,0.025,1.1238392201943226,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.0,0.2,uncertain_as_false,129.903811,,0.02,0.03,1.1238392201943226,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.0,0.4,uncertain_as_false,129.903811,,0.02,0.04,1.1238392201943226,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.0,0.0,uncertain_as_false,106.066017,,0.02,0.02,0.749226146796215,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.0,0.1,uncertain_as_false,106.066017,,0.02,0.025,0.749226146796215,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.0,0.2,uncertain_as_false,106.066017,,0.02,0.03,0.749226146796215,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.0,0.4,uncertain_as_false,106.066017,,0.02,0.04,0.749226146796215,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.0,0.0,uncertain_as_false,75.0,,0.02,0.02,0.3746130733981075,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.0,0.1,uncertain_as_false,75.0,,0.02,0.025,0.3746130733981075,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.0,0.2,uncertain_as_false,75.0,,0.02,0.03,0.3746130733981075,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.0,0.4,uncertain_as_false,75.0,,0.02,0.04,0.3746130733981075,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.0,0.0,uncertain_as_false,47.434165,,0.02,0.02,0.14984522935924302,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.0,0.1,uncertain_as_false,47.434165,,0.02,0.025,0.14984522935924302,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.0,0.2,uncertain_as_false,47.434165,,0.02,0.03,0.14984522935924302,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.0,0.4,uncertain_as_false,47.434165,,0.02,0.04,0.14984522935924302,37.97314507911579,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.25,0.0,uncertain_as_false,150.0,,0.02,0.02,1.4966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.25,0.1,uncertain_as_false,150.0,,0.02,0.025,1.4966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.25,0.2,uncertain_as_false,150.0,,0.02,0.03,1.4966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.25,0.4,uncertain_as_false,150.0,,0.02,0.04,1.4966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.25,0.0,uncertain_as_false,129.903811,,0.02,0.02,1.122466929461602,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.25,0.1,uncertain_as_false,129.903811,,0.02,0.025,1.122466929461602,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.25,0.2,uncertain_as_false,129.903811,,0.02,0.03,1.122466929461602,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.25,0.4,uncertain_as_false,129.903811,,0.02,0.04,1.122466929461602,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.25,0.0,uncertain_as_false,106.066017,,0.02,0.02,0.7483112863077347,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.25,0.1,uncertain_as_false,106.066017,,0.02,0.025,0.7483112863077347,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.25,0.2,uncertain_as_false,106.066017,,0.02,0.03,0.7483112863077347,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.25,0.4,uncertain_as_false,106.066017,,0.02,0.04,0.7483112863077347,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.25,0.0,uncertain_as_false,75.0,,0.02,0.02,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.25,0.1,uncertain_as_false,75.0,,0.02,0.025,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.25,0.2,uncertain_as_false,75.0,,0.02,0.03,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.25,0.4,uncertain_as_false,75.0,,0.02,0.04,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.25,0.0,uncertain_as_false,47.434165,,0.02,0.02,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.25,0.1,uncertain_as_false,47.434165,,0.02,0.025,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.25,0.2,uncertain_as_false,47.434165,,0.02,0.03,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.25,0.4,uncertain_as_false,47.434165,,0.02,0.04,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.5,0.0,uncertain_as_false,150.0,,0.02,0.02,1.4966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.5,0.1,uncertain_as_false,150.0,,0.02,0.025,1.4966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.5,0.2,uncertain_as_false,150.0,,0.02,0.03,1.4966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.5,0.4,uncertain_as_false,150.0,,0.02,0.04,1.4966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.5,0.0,uncertain_as_false,129.903811,,0.02,0.02,1.122466929461602,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.5,0.1,uncertain_as_false,129.903811,,0.02,0.025,1.122466929461602,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.5,0.2,uncertain_as_false,129.903811,,0.02,0.03,1.122466929461602,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.5,0.4,uncertain_as_false,129.903811,,0.02,0.04,1.122466929461602,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.5,0.0,uncertain_as_false,106.066017,,0.02,0.02,0.7483112863077347,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.5,0.1,uncertain_as_false,106.066017,,0.02,0.025,0.7483112863077347,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.5,0.2,uncertain_as_false,106.066017,,0.02,0.03,0.7483112863077347,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.5,0.4,uncertain_as_false,106.066017,,0.02,0.04,0.7483112863077347,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.5,0.0,uncertain_as_false,75.0,,0.02,0.02,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.5,0.1,uncertain_as_false,75.0,,0.02,0.025,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.5,0.2,uncertain_as_false,75.0,,0.02,0.03,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.5,0.4,uncertain_as_false,75.0,,0.02,0.04,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.5,0.0,uncertain_as_false,47.434165,,0.02,0.02,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.5,0.1,uncertain_as_false,47.434165,,0.02,0.025,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.5,0.2,uncertain_as_false,47.434165,,0.02,0.03,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.5,0.4,uncertain_as_false,47.434165,,0.02,0.04,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.75,0.0,uncertain_as_false,150.0,,0.02,0.02,1.4966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.75,0.1,uncertain_as_false,150.0,,0.02,0.025,1.4966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.75,0.2,uncertain_as_false,150.0,,0.02,0.03,1.4966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,0.75,0.4,uncertain_as_false,150.0,,0.02,0.04,1.4966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.75,0.0,uncertain_as_false,129.903811,,0.02,0.02,1.122466929461602,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.75,0.1,uncertain_as_false,129.903811,,0.02,0.025,1.122466929461602,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.75,0.2,uncertain_as_false,129.903811,,0.02,0.03,1.122466929461602,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,0.75,0.4,uncertain_as_false,129.903811,,0.02,0.04,1.122466929461602,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.75,0.0,uncertain_as_false,106.066017,,0.02,0.02,0.7483112863077347,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.75,0.1,uncertain_as_false,106.066017,,0.02,0.025,0.7483112863077347,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.75,0.2,uncertain_as_false,106.066017,,0.02,0.03,0.7483112863077347,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,0.75,0.4,uncertain_as_false,106.066017,,0.02,0.04,0.7483112863077347,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.75,0.0,uncertain_as_false,75.0,,0.02,0.02,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.75,0.1,uncertain_as_false,75.0,,0.02,0.025,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.75,0.2,uncertain_as_false,75.0,,0.02,0.03,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,0.75,0.4,uncertain_as_false,75.0,,0.02,0.04,0.37415564315386735,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.75,0.0,uncertain_as_false,47.434165,,0.02,0.02,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.75,0.1,uncertain_as_false,47.434165,,0.02,0.025,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.75,0.2,uncertain_as_false,47.434165,,0.02,0.03,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,0.75,0.4,uncertain_as_false,47.434165,,0.02,0.04,0.14966225726154694,37.92531273292138,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,1.0,0.0,uncertain_as_false,150.0,,0.02,0.02,1.4947924668726005,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,1.0,0.1,uncertain_as_false,150.0,,0.02,0.025,1.4947924668726005,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,1.0,0.2,uncertain_as_false,150.0,,0.02,0.03,1.4947924668726005,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,1.0,1.0,0.4,uncertain_as_false,150.0,,0.02,0.04,1.4947924668726005,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,1.0,0.0,uncertain_as_false,129.903811,,0.02,0.02,1.1210943501544504,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,1.0,0.1,uncertain_as_false,129.903811,,0.02,0.025,1.1210943501544504,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,1.0,0.2,uncertain_as_false,129.903811,,0.02,0.03,1.1210943501544504,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.75,1.0,0.4,uncertain_as_false,129.903811,,0.02,0.04,1.1210943501544504,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,1.0,0.0,uncertain_as_false,106.066017,,0.02,0.02,0.7473962334363002,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,1.0,0.1,uncertain_as_false,106.066017,,0.02,0.025,0.7473962334363002,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,1.0,0.2,uncertain_as_false,106.066017,,0.02,0.03,0.7473962334363002,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.5,1.0,0.4,uncertain_as_false,106.066017,,0.02,0.04,0.7473962334363002,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,1.0,0.0,uncertain_as_false,75.0,,0.02,0.02,0.3736981167181501,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,1.0,0.1,uncertain_as_false,75.0,,0.02,0.025,0.3736981167181501,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,1.0,0.2,uncertain_as_false,75.0,,0.02,0.03,0.3736981167181501,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.25,1.0,0.4,uncertain_as_false,75.0,,0.02,0.04,0.3736981167181501,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,1.0,0.0,uncertain_as_false,47.434165,,0.02,0.02,0.14947924668726006,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,1.0,0.1,uncertain_as_false,47.434165,,0.02,0.025,0.14947924668726006,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,1.0,0.2,uncertain_as_false,47.434165,,0.02,0.03,0.14947924668726006,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,1,150,0.1,1.0,0.4,uncertain_as_false,47.434165,,0.02,0.04,0.14947924668726006,37.877471421844106,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,2,150,1.0,0.0,0.0,uncertain_as_unknown,150.0,,0.0,0.006667,2.1171773118812043,38.068782942910914,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,2,150,1.0,0.0,0.1,uncertain_as_unknown,150.0,,0.0,0.011667,2.1171773118812043,38.068782942910914,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,2,150,1.0,0.0,0.2,uncertain_as_unknown,150.0,,0.0,0.016667,2.1171773118812043,38.068782942910914,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,2,150,1.0,0.0,0.4,uncertain_as_unknown,150.0,,0.0,0.026667,2.1171773118812043,38.068782942910914,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,2,150,0.75,0.0,0.0,uncertain_as_unknown,129.903811,,0.0,0.006667,1.5878829839109032,38.068782942910914,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
OVT-B,GroundingDINO,0.1,2,150,0.75,0.0,0.1,uncertain_as_unknown,129.903811,,0.0,0.011667,1.5878829839109032,38.068782942910914,,actual_removal_rerun_with_derived_label_sparsity_sensitivity
