dataset,generator,alpha1,seed,stress_level,split_rule,result_status,released,UTR,audited_FTR,conservative_FTR,mass_ratio,emax,empty_reason,assumption_status,paper_use,source_table,paper_status,M,label_interpretation,verified_positive_removal_ratio,released_reference,unsupported_true,unsupported_false,unsupported_uncertain,unsupported_unlabeled,empirical_ftr_under_interpretation,reference_conservative_ftr,note
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.49845229359243,37.97314507911579,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.0,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.4966225726154694,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.25,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.4966225726154694,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.5,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.4966225726154694,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.75,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.4947924668726005,37.877471421844106,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,1.0,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.49845229359243,37.97314507911579,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.0,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.4966225726154694,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.25,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.4966225726154694,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.5,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.4966225726154694,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.75,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.4947924668726005,37.877471421844106,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,1.0,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.49845229359243,37.97314507911579,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.0,150.0,1.0,0.0,0.0,3.0,0.02,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.4966225726154694,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.25,150.0,1.0,0.0,0.0,3.0,0.02,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.4966225726154694,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.5,150.0,1.0,0.0,0.0,3.0,0.02,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.4966225726154694,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.75,150.0,1.0,0.0,0.0,3.0,0.02,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,1,,,actual_verified_removal_rerun,,,,,1.4947924668726005,37.877471421844106,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,1.0,150.0,1.0,0.0,0.0,3.0,0.02,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.1171773118812043,38.068782942910914,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.0,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.1145694440670924,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.25,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.1145694440670924,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.5,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.1145694440670924,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.75,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.111961051308516,37.97314507911579,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,1.0,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.1171773118812043,38.068782942910914,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.0,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.1145694440670924,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.25,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.1145694440670924,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.5,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.1145694440670924,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.75,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.111961051308516,37.97314507911579,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,1.0,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.1171773118812043,38.068782942910914,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.0,150.0,2.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.1145694440670924,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.25,150.0,2.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.1145694440670924,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.5,150.0,2.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.1145694440670924,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.75,150.0,2.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.1,2,,,actual_verified_removal_rerun,,,,,2.111961051308516,37.97314507911579,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,1.0,150.0,2.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.0,150.0,1.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.25,150.0,1.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.5,150.0,1.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.75,150.0,1.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,1.0,150.0,1.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.0,150.0,1.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.25,150.0,1.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.5,150.0,1.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.75,150.0,1.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,1.0,150.0,1.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.0,150.0,1.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.25,150.0,1.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.5,150.0,1.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.75,150.0,1.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,0,,,actual_verified_removal_rerun,,,,,1.986949573122302,38.8326128927103,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,1.0,150.0,1.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.99690458718486,37.97314507911579,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.0,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.9932451452309388,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.25,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.9932451452309388,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.5,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.9932451452309388,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.75,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.989584933745201,37.877471421844106,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,1.0,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.99690458718486,37.97314507911579,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.0,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.9932451452309388,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.25,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.9932451452309388,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.5,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.9932451452309388,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.75,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.989584933745201,37.877471421844106,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,1.0,150.0,1.0,0.0,0.0,3.0,0.0,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.99690458718486,37.97314507911579,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.0,150.0,1.0,0.0,0.0,3.0,0.02,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.9932451452309388,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.25,150.0,1.0,0.0,0.0,3.0,0.02,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.9932451452309388,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.5,150.0,1.0,0.0,0.0,3.0,0.02,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.9932451452309388,37.92531273292138,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.75,150.0,1.0,0.0,0.0,3.0,0.02,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,1,,,actual_verified_removal_rerun,,,,,2.989584933745201,37.877471421844106,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,1.0,150.0,1.0,0.0,0.0,3.0,0.02,0.02,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.234354623762409,38.068782942910914,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.0,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.229138888134185,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.25,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.229138888134185,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.5,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.229138888134185,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.75,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.223922102617032,37.97314507911579,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,1.0,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.234354623762409,38.068782942910914,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.0,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.229138888134185,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.25,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.229138888134185,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.5,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.229138888134185,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.75,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.223922102617032,37.97314507911579,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,1.0,150.0,2.0,0.0,0.0,1.0,0.0,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.234354623762409,38.068782942910914,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.0,150.0,2.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.229138888134185,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.25,150.0,2.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.229138888134185,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.5,150.0,2.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.229138888134185,38.02096847695493,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,0.75,150.0,2.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
OVT-B,GroundingDINO,0.2,2,,,actual_verified_removal_rerun,,,,,4.223922102617032,37.97314507911579,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_false,1.0,150.0,2.0,0.0,0.0,1.0,0.0066666666666666,0.0066666666666666,Actual OVT-B rerun with changed verified-positive removal ratio.
TAO,GroundingDINO,0.1,0,,,projection_only_not_claimed,,,,,0.0226472784572209,33.97091768583136,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Changing verified-positive removal ratio changes the null superset and requires certificate rerun.
TAO,GroundingDINO,0.1,0,,,projection_only_not_claimed,,,,,0.0226472784572209,33.97091768583136,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.25,0.0,0.0,0.0,0.0,0.0,,0.0,Changing verified-positive removal ratio changes the null superset and requires certificate rerun.
TAO,GroundingDINO,0.1,0,,,projection_only_not_claimed,,,,,0.0226472784572209,33.97091768583136,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,Changing verified-positive removal ratio changes the null superset and requires certificate rerun.
TAO,GroundingDINO,0.1,0,,,projection_only_not_claimed,,,,,0.0226472784572209,33.97091768583136,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,0.75,0.0,0.0,0.0,0.0,0.0,,0.0,Changing verified-positive removal ratio changes the null superset and requires certificate rerun.
TAO,GroundingDINO,0.1,0,,,empirical_existing_release,,,,,0.0226472784572209,33.97091768583136,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_unknown,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,audited false only; uncertain remains unverified
TAO,GroundingDINO,0.1,0,,,projection_only_not_claimed,,,,,0.0226472784572209,33.97091768583136,,,,outputs/milestones/reliability_fortress/table_null_inflation_empirical.csv,projection_only,150.0,uncertain_as_true,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Changing verified-positive removal ratio changes the null superset and requires certificate rerun.
