alpha1,seed,method,candidate_budget_M,n_cal_total,n_covered,n_rank_denominator,p_min_effective,gamma,gamma_star_eff,emax_effective,max_observed_e,best_margin,empty_diagnostic
0.1,2,parc_track_gamma_tuned_uniform_scs,250,708.0,584.0,584.0,0.0017094017094017,0.1569461580486026,0.1569461580486026,33.776299976401,33.776299976401,-6.900601756526799,insufficient_high_e_mass_for_uniform_scs
0.1,2,post_filter_e_bh,125,,,,,,,,,,baseline_selected_empty
0.1,2,tracklet_e_bh,150,,,,,,,,,,baseline_selected_empty
0.1,2,post_filter_e_bh,150,,,,,,,,,,baseline_selected_empty
0.1,2,tracklet_e_bh,175,,,,,,,,,,baseline_selected_empty
0.1,2,post_filter_e_bh,175,,,,,,,,,,baseline_selected_empty
0.1,2,tracklet_e_bh,200,,,,,,,,,,baseline_selected_empty
0.1,2,post_filter_e_bh,200,,,,,,,,,,baseline_selected_empty
0.1,2,tracklet_e_bh,250,,,,,,,,,,baseline_selected_empty
0.1,2,post_filter_e_bh,250,,,,,,,,,,baseline_selected_empty
0.2,0,unmatched_as_false_block,125,708.0,591.0,591.0,0.0016891891891891,0.5,0.1566537104442394,12.16552506059644,12.16552506059644,-0.0334451914162201,insufficient_high_e_mass_for_uniform_scs
0.2,0,unmatched_as_false_block,150,708.0,591.0,591.0,0.0016891891891891,0.5,0.1566537104442394,12.16552506059644,12.16552506059644,-0.9389570024398416,insufficient_high_e_mass_for_uniform_scs
0.2,0,unmatched_as_false_block,175,708.0,591.0,591.0,0.0016891891891891,0.5,0.1566537104442394,12.16552506059644,12.16552506059644,-1.3319561814850882,insufficient_high_e_mass_for_uniform_scs
0.2,0,unmatched_as_false_block,200,708.0,591.0,591.0,0.0016891891891891,0.5,0.1566537104442394,12.16552506059644,12.16552506059644,-1.3319561814850882,insufficient_high_e_mass_for_uniform_scs
0.2,0,unmatched_as_false_block,250,708.0,591.0,591.0,0.0016891891891891,0.5,0.1566537104442394,12.16552506059644,12.16552506059644,-1.8093554087275443,insufficient_high_e_mass_for_uniform_scs
0.2,0,null_superset_no_audit,250,708.0,591.0,591.0,0.0016891891891891,0.1566537104442394,0.1566537104442394,34.11677023775056,34.11677023775056,-1.3761733991143976,insufficient_high_e_mass_for_uniform_scs
0.2,1,unmatched_as_false_block,125,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-0.3863556394413878,insufficient_high_e_mass_for_uniform_scs
0.2,1,unmatched_as_false_block,150,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-0.9311481280887656,insufficient_high_e_mass_for_uniform_scs
0.2,1,unmatched_as_false_block,175,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-1.266513981747302,insufficient_high_e_mass_for_uniform_scs
0.2,1,unmatched_as_false_block,200,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-1.476270914689004,insufficient_high_e_mass_for_uniform_scs
0.2,1,unmatched_as_false_block,250,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-1.948361096066574,insufficient_high_e_mass_for_uniform_scs
0.2,1,null_superset_no_audit,250,708.0,595.0,595.0,0.0016778523489932,0.1564886288483465,0.1564886288483465,34.311093800927324,34.311093800927324,-1.6906274100054666,insufficient_high_e_mass_for_uniform_scs
0.2,1,parc_track_gamma_tuned_uniform_scs,250,708.0,590.0,590.0,0.0016920473773265,0.15669520983879,0.15669520983879,34.068163221773965,34.068163221773965,-0.3995681938904312,insufficient_high_e_mass_for_uniform_scs
0.2,1,post_filter_e_bh,250,,,,,,,,,,baseline_selected_empty
0.2,2,unmatched_as_false_block,125,708.0,586.0,586.0,0.0017035775127768,0.5,0.1568621343856925,12.114041439585716,12.114041439585716,-0.4616452919202052,insufficient_high_e_mass_for_uniform_scs
0.2,2,unmatched_as_false_block,150,708.0,586.0,586.0,0.0017035775127768,0.5,0.1568621343856925,12.114041439585716,12.114041439585716,-1.3474790772797631,insufficient_high_e_mass_for_uniform_scs
0.2,2,unmatched_as_false_block,175,708.0,586.0,586.0,0.0017035775127768,0.5,0.1568621343856925,12.114041439585716,12.114041439585716,-1.6401694181906228,insufficient_high_e_mass_for_uniform_scs
0.2,2,unmatched_as_false_block,200,708.0,586.0,586.0,0.0017035775127768,0.5,0.1568621343856925,12.114041439585716,12.114041439585716,-1.7623862402777477,insufficient_high_e_mass_for_uniform_scs
0.2,2,unmatched_as_false_block,250,708.0,586.0,586.0,0.0017035775127768,0.5,0.1568621343856925,12.114041439585716,12.114041439585716,-2.061913387734039,insufficient_high_e_mass_for_uniform_scs
0.2,2,null_superset_no_audit,200,708.0,586.0,586.0,0.0017035775127768,0.1568621343856925,0.1568621343856925,33.873629996856955,33.873629996856955,-1.2796551064060449,insufficient_high_e_mass_for_uniform_scs
0.2,2,null_superset_no_audit,250,708.0,586.0,586.0,0.0017035775127768,0.1568621343856925,0.1568621343856925,33.873629996856955,33.873629996856955,-1.892410380444516,insufficient_high_e_mass_for_uniform_scs
0.2,2,parc_track_gamma_tuned_uniform_scs,250,708.0,584.0,584.0,0.0017094017094017,0.1569461580486026,0.1569461580486026,33.776299976401,33.776299976401,-0.9459222458212224,insufficient_high_e_mass_for_uniform_scs
0.2,2,post_filter_e_bh,250,,,,,,,,,,baseline_selected_empty
