alpha,seed,K,released,official_proxy_FTR,partial_UTR_seen_by_PARC,raw_topK_official_proxy_FTR,n_cal_blocks,n_nonempty_null_cal_blocks,p_min_effective,gamma,emax_effective,required_emax,max_observed_e,best_mass_ratio,tau_k,self_consistency_margin,empty_reason,observed_positive_source,paper_status,source_name
0.2,14,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,14,100,99,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2782707675051304,5.05050505050505,1.4054079166925781,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,15,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,15,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,15,100,0,0.0,0.0,0.01,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,15,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,15,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,15,100,100,0.01,0.01,0.01,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,16,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,16,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,16,100,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,16,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,16,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,16,100,100,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,17,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,17,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,17,100,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,17,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,17,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,17,100,100,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,18,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,18,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,18,100,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.62622355781817,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,18,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,18,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,18,100,97,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.25244711563634,5.154639175257731,1.301273791939897,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,19,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,19,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,19,100,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.5358407762774032,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,19,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,19,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,19,100,83,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.0716815525548065,6.024096385542168,0.4318165816554602,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
