audit_id,sample_set,dataset,location_id,video_id,original_video_id,_temporal_chunk,path_id,query,score,objectness,candidate_rank,frame_start,frame_end,support_semantics,second_review_stratum,second_reviewer_label,second_reviewer_verified_positive_for_calibration,second_reviewer_reason,second_reviewer_confidence,second_reviewer_status
iwild-cal-000522,calibration_audit,iWildCam2022,336,33601,336,1,iwildcam_l336_img4479_d001_animal,animal,0.3860744833946228,0.3860744833946228,5397,78,78,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000523,calibration_audit,iWildCam2022,336,33602,336,2,iwildcam_l336_img4518_d001_animal,animal,0.3834058940410614,0.3834058940410614,5445,117,117,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000524,calibration_audit,iWildCam2022,336,33603,336,3,iwildcam_l336_img4542_d001_animal,animal,0.4042964875698089,0.4042964875698089,5112,141,141,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000525,calibration_audit,iWildCam2022,336,33604,336,4,iwildcam_l336_img4574_d001_animal,animal,0.3900597095489502,0.3900597095489502,5321,173,173,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000526,calibration_audit,iWildCam2022,337,33700,337,0,iwildcam_l337_img3812_d001_animal,animal,0.3852803707122803,0.3852803707122803,5408,11,11,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000527,calibration_audit,iWildCam2022,337,33701,337,1,iwildcam_l337_img3866_d001_animal,animal,0.3756811618804931,0.3756811618804931,5612,65,65,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000528,calibration_audit,iWildCam2022,337,33702,337,2,iwildcam_l337_img3897_d001_animal,animal,0.403848797082901,0.403848797082901,5116,96,96,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000529,calibration_audit,iWildCam2022,337,33703,337,3,iwildcam_l337_img3959_d001_animal,animal,0.3877348005771637,0.3877348005771637,5368,158,158,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000530,calibration_audit,iWildCam2022,337,33704,337,4,iwildcam_l337_img3968_d001_animal,animal,0.4084584712982178,0.4084584712982178,5022,167,167,image_level_animal_presence_support,all_calibration_not_animal,animal,yes,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,0.74,human_confirmed
iwild-cal-000531,calibration_audit,iWildCam2022,345,34500,345,0,iwildcam_l345_img1239_d001_animal,animal,0.3974337875843048,0.3974337875843048,5205,38,38,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000532,calibration_audit,iWildCam2022,345,34501,345,1,iwildcam_l345_img1254_d001_animal,animal,0.4043715298175812,0.4043715298175812,5109,53,53,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000533,calibration_audit,iWildCam2022,345,34502,345,2,iwildcam_l345_img1311_d001_animal,animal,0.3911863267421722,0.3911863267421722,5306,110,110,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000534,calibration_audit,iWildCam2022,345,34503,345,3,iwildcam_l345_img1334_d002_animal,animal,0.4110890030860901,0.4110890030860901,4981,133,133,image_level_animal_presence_support,all_calibration_not_animal,animal,yes,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,0.74,human_confirmed
iwild-cal-000535,calibration_audit,iWildCam2022,345,34504,345,4,iwildcam_l345_img1378_d001_animal,animal,0.3947053551673889,0.3947053551673889,5246,177,177,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000556,calibration_audit,iWildCam2022,464,46400,464,0,iwildcam_l464_img2832_d001_animal,animal,0.3764114677906036,0.3764114677906036,5596,31,31,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000557,calibration_audit,iWildCam2022,464,46401,464,1,iwildcam_l464_img2875_d001_animal,animal,0.3909808695316314,0.3909808695316314,5309,74,74,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000558,calibration_audit,iWildCam2022,464,46402,464,2,iwildcam_l464_img2912_d002_animal,animal,0.3874692618846893,0.3874692618846893,5370,111,111,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000559,calibration_audit,iWildCam2022,464,46403,464,3,iwildcam_l464_img2960_d001_animal,animal,0.3566124141216278,0.3566124141216278,6057,159,159,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000560,calibration_audit,iWildCam2022,464,46404,464,4,iwildcam_l464_img2977_d001_animal,animal,0.3633864820003509,0.3633864820003509,5889,176,176,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000606,calibration_audit,iWildCam2022,23,2300,23,0,iwildcam_l23_img2038_d001_animal,animal,0.329719603061676,0.329719603061676,6807,37,37,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000607,calibration_audit,iWildCam2022,23,2301,23,1,iwildcam_l23_img2064_d001_animal,animal,0.3409532904624939,0.3409532904624939,6466,63,63,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000608,calibration_audit,iWildCam2022,23,2302,23,2,iwildcam_l23_img2099_d001_animal,animal,0.3518311083316803,0.3518311083316803,6180,98,98,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000609,calibration_audit,iWildCam2022,23,2303,23,3,iwildcam_l23_img2148_d001_animal,animal,0.3492585718631744,0.3492585718631744,6246,147,147,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000610,calibration_audit,iWildCam2022,23,2304,23,4,iwildcam_l23_img2197_d001_animal,animal,0.3773100972175598,0.3773100972175598,5582,196,196,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000616,calibration_audit,iWildCam2022,90,9000,90,0,iwildcam_l90_img1423_d002_animal,animal,0.4029885232448578,0.4029885232448578,5131,22,22,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000617,calibration_audit,iWildCam2022,90,9001,90,1,iwildcam_l90_img1445_d002_animal,animal,0.3965843915939331,0.3965843915939331,5218,44,44,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000618,calibration_audit,iWildCam2022,90,9002,90,2,iwildcam_l90_img1506_d002_animal,animal,0.3956377208232879,0.3956377208232879,5233,105,105,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000619,calibration_audit,iWildCam2022,90,9003,90,3,iwildcam_l90_img1526_d001_animal,animal,0.4062120318412781,0.4062120318412781,5064,125,125,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000620,calibration_audit,iWildCam2022,90,9004,90,4,iwildcam_l90_img1597_d002_animal,animal,0.4112504720687866,0.4112504720687866,4978,196,196,image_level_animal_presence_support,all_calibration_not_animal,animal,yes,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,0.74,human_confirmed
iwild-cal-000631,calibration_audit,iWildCam2022,165,16500,165,0,iwildcam_l165_img5001_d003_animal,animal,0.4150377511978149,0.4150377511978149,4920,0,0,image_level_animal_presence_support,all_calibration_not_animal,animal,yes,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,0.74,human_confirmed
iwild-cal-000632,calibration_audit,iWildCam2022,165,16501,165,1,iwildcam_l165_img5070_d002_animal,animal,0.4083276391029358,0.4083276391029358,5028,69,69,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000633,calibration_audit,iWildCam2022,165,16502,165,2,iwildcam_l165_img5097_d007_animal,animal,0.4079832136631012,0.4079832136631012,5032,96,96,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000634,calibration_audit,iWildCam2022,165,16503,165,3,iwildcam_l165_img5129_d001_animal,animal,0.4147873520851135,0.4147873520851135,4928,128,128,image_level_animal_presence_support,all_calibration_not_animal,animal,yes,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,0.74,human_confirmed
iwild-cal-000635,calibration_audit,iWildCam2022,165,16504,165,4,iwildcam_l165_img5194_d004_animal,animal,0.3944622278213501,0.3944622278213501,5248,193,193,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000661,calibration_audit,iWildCam2022,256,25600,256,0,iwildcam_l256_img4602_d001_animal,animal,0.3945015668869018,0.3945015668869018,5247,1,1,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000662,calibration_audit,iWildCam2022,256,25601,256,1,iwildcam_l256_img4643_d001_animal,animal,0.3922561407089233,0.3922561407089233,5288,42,42,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000663,calibration_audit,iWildCam2022,256,25602,256,2,iwildcam_l256_img4694_d001_animal,animal,0.4072926640510559,0.4072926640510559,5045,93,93,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000664,calibration_audit,iWildCam2022,256,25603,256,3,iwildcam_l256_img4753_d001_animal,animal,0.4003620445728302,0.4003620445728302,5175,152,152,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000665,calibration_audit,iWildCam2022,256,25604,256,4,iwildcam_l256_img4789_d001_animal,animal,0.3844123482704162,0.3844123482704162,5429,188,188,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000666,calibration_audit,iWildCam2022,266,26600,266,0,iwildcam_l266_img4217_d001_animal,animal,0.3633306324481964,0.3633306324481964,5891,16,16,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000667,calibration_audit,iWildCam2022,266,26601,266,1,iwildcam_l266_img4275_d001_animal,animal,0.3740947544574737,0.3740947544574737,5648,74,74,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000668,calibration_audit,iWildCam2022,266,26602,266,2,iwildcam_l266_img4316_d001_animal,animal,0.3644270896911621,0.3644270896911621,5859,115,115,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000669,calibration_audit,iWildCam2022,266,26603,266,3,iwildcam_l266_img4325_d001_animal,animal,0.3719427287578583,0.3719427287578583,5695,124,124,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000670,calibration_audit,iWildCam2022,266,26604,266,4,iwildcam_l266_img4375_d001_animal,animal,0.3894999623298645,0.3894999623298645,5329,174,174,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000671,calibration_audit,iWildCam2022,336,33600,336,0,iwildcam_l336_img4421_d001_animal,animal,0.3608358800411224,0.3608358800411224,5960,20,20,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000672,calibration_audit,iWildCam2022,336,33601,336,1,iwildcam_l336_img4477_d001_animal,animal,0.3810893297195434,0.3810893297195434,5493,76,76,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000673,calibration_audit,iWildCam2022,336,33602,336,2,iwildcam_l336_img4498_d001_animal,animal,0.3772462010383606,0.3772462010383606,5584,97,97,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000674,calibration_audit,iWildCam2022,336,33603,336,3,iwildcam_l336_img4538_d001_animal,animal,0.402029812335968,0.402029812335968,5145,137,137,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000675,calibration_audit,iWildCam2022,336,33604,336,4,iwildcam_l336_img4586_d001_animal,animal,0.384633868932724,0.384633868932724,5424,185,185,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000676,calibration_audit,iWildCam2022,337,33700,337,0,iwildcam_l337_img3835_d001_animal,animal,0.3813957571983337,0.3813957571983337,5484,34,34,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000677,calibration_audit,iWildCam2022,337,33701,337,1,iwildcam_l337_img3870_d001_animal,animal,0.3718729317188263,0.3718729317188263,5697,69,69,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000678,calibration_audit,iWildCam2022,337,33702,337,2,iwildcam_l337_img3883_d001_animal,animal,0.3800310492515564,0.3800310492515564,5515,82,82,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000679,calibration_audit,iWildCam2022,337,33703,337,3,iwildcam_l337_img3935_d001_animal,animal,0.3804996907711029,0.3804996907711029,5503,134,134,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000680,calibration_audit,iWildCam2022,337,33704,337,4,iwildcam_l337_img3982_d001_animal,animal,0.3748515546321869,0.3748515546321869,5628,181,181,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000681,calibration_audit,iWildCam2022,345,34500,345,0,iwildcam_l345_img1237_d001_animal,animal,0.3760125935077667,0.3760125935077667,5603,36,36,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000682,calibration_audit,iWildCam2022,345,34501,345,1,iwildcam_l345_img1271_d001_animal,animal,0.4011318981647491,0.4011318981647491,5164,70,70,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000683,calibration_audit,iWildCam2022,345,34502,345,2,iwildcam_l345_img1286_d001_animal,animal,0.3895679414272308,0.3895679414272308,5325,85,85,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000684,calibration_audit,iWildCam2022,345,34503,345,3,iwildcam_l345_img1342_d002_animal,animal,0.4063873291015625,0.4063873291015625,5062,141,141,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000685,calibration_audit,iWildCam2022,345,34504,345,4,iwildcam_l345_img1368_d001_animal,animal,0.3906268179416656,0.3906268179416656,5313,167,167,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000706,calibration_audit,iWildCam2022,464,46400,464,0,iwildcam_l464_img2835_d001_animal,animal,0.37446328997612,0.37446328997612,5642,34,34,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000707,calibration_audit,iWildCam2022,464,46401,464,1,iwildcam_l464_img2867_d001_animal,animal,0.3813754618167877,0.3813754618167877,5485,66,66,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000708,calibration_audit,iWildCam2022,464,46402,464,2,iwildcam_l464_img2887_d001_animal,animal,0.3825368583202362,0.3825368583202362,5466,86,86,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000709,calibration_audit,iWildCam2022,464,46403,464,3,iwildcam_l464_img2934_d001_animal,animal,0.3566026389598846,0.3566026389598846,6058,133,133,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000710,calibration_audit,iWildCam2022,464,46404,464,4,iwildcam_l464_img2962_d001_animal,animal,0.3615871071815491,0.3615871071815491,5936,161,161,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000738,calibration_audit,iWildCam2022,522,52202,522,2,iwildcam_l522_img1684_d001_animal,animal,0.3686322867870331,0.3686322867870331,5758,83,83,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000756,calibration_audit,iWildCam2022,23,2300,23,0,iwildcam_l23_img2041_d001_animal,animal,0.3289081752300262,0.3289081752300262,6837,40,40,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000757,calibration_audit,iWildCam2022,23,2301,23,1,iwildcam_l23_img2061_d001_animal,animal,0.3401086926460266,0.3401086926460266,6493,60,60,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000758,calibration_audit,iWildCam2022,23,2302,23,2,iwildcam_l23_img2100_d001_animal,animal,0.3500055968761444,0.3500055968761444,6221,99,99,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000759,calibration_audit,iWildCam2022,23,2303,23,3,iwildcam_l23_img2145_d001_animal,animal,0.3471269905567169,0.3471269905567169,6308,144,144,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000760,calibration_audit,iWildCam2022,23,2304,23,4,iwildcam_l23_img2198_d001_animal,animal,0.3699509501457214,0.3699509501457214,5734,197,197,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000766,calibration_audit,iWildCam2022,90,9000,90,0,iwildcam_l90_img1423_d003_animal,animal,0.4017514884471893,0.4017514884471893,5149,22,22,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000767,calibration_audit,iWildCam2022,90,9001,90,1,iwildcam_l90_img1450_d001_animal,animal,0.390372633934021,0.390372633934021,5317,49,49,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000768,calibration_audit,iWildCam2022,90,9002,90,2,iwildcam_l90_img1519_d001_animal,animal,0.3800417780876159,0.3800417780876159,5514,118,118,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000769,calibration_audit,iWildCam2022,90,9003,90,3,iwildcam_l90_img1538_d001_animal,animal,0.39691823720932,0.39691823720932,5213,137,137,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000770,calibration_audit,iWildCam2022,90,9004,90,4,iwildcam_l90_img1587_d001_animal,animal,0.4098258316516876,0.4098258316516876,5003,186,186,image_level_animal_presence_support,all_calibration_not_animal,animal,yes,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,0.74,human_confirmed
iwild-cal-000781,calibration_audit,iWildCam2022,165,16500,165,0,iwildcam_l165_img5005_d003_animal,animal,0.4144070446491241,0.4144070446491241,4932,4,4,image_level_animal_presence_support,all_calibration_not_animal,animal,yes,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,0.74,human_confirmed
iwild-cal-000782,calibration_audit,iWildCam2022,165,16501,165,1,iwildcam_l165_img5062_d001_animal,animal,0.4053849875926971,0.4053849875926971,5082,61,61,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000783,calibration_audit,iWildCam2022,165,16502,165,2,iwildcam_l165_img5108_d003_animal,animal,0.4076868295669555,0.4076868295669555,5036,107,107,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000784,calibration_audit,iWildCam2022,165,16503,165,3,iwildcam_l165_img5123_d001_animal,animal,0.4115906655788421,0.4115906655788421,4976,122,122,image_level_animal_presence_support,all_calibration_not_animal,animal,yes,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,0.74,human_confirmed
iwild-cal-000785,calibration_audit,iWildCam2022,165,16504,165,4,iwildcam_l165_img5179_d002_animal,animal,0.3921271860599518,0.3921271860599518,5290,178,178,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000811,calibration_audit,iWildCam2022,256,25600,256,0,iwildcam_l256_img4626_d001_animal,animal,0.3869882524013519,0.3869882524013519,5382,25,25,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000812,calibration_audit,iWildCam2022,256,25601,256,1,iwildcam_l256_img4645_d001_animal,animal,0.3758452236652374,0.3758452236652374,5609,44,44,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000813,calibration_audit,iWildCam2022,256,25602,256,2,iwildcam_l256_img4681_d001_animal,animal,0.4065704941749573,0.4065704941749573,5058,80,80,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000814,calibration_audit,iWildCam2022,256,25603,256,3,iwildcam_l256_img4750_d001_animal,animal,0.3989446461200714,0.3989446461200714,5189,149,149,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000815,calibration_audit,iWildCam2022,256,25604,256,4,iwildcam_l256_img4784_d001_animal,animal,0.3799581229686737,0.3799581229686737,5521,183,183,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000816,calibration_audit,iWildCam2022,266,26600,266,0,iwildcam_l266_img4220_d002_animal,animal,0.3613136112689972,0.3613136112689972,5944,19,19,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000817,calibration_audit,iWildCam2022,266,26601,266,1,iwildcam_l266_img4244_d001_animal,animal,0.3619143366813659,0.3619143366813659,5926,43,43,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000818,calibration_audit,iWildCam2022,266,26602,266,2,iwildcam_l266_img4303_d001_animal,animal,0.3620304763317108,0.3620304763317108,5922,102,102,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000819,calibration_audit,iWildCam2022,266,26603,266,3,iwildcam_l266_img4340_d001_animal,animal,0.3636089861392975,0.3636089861392975,5883,139,139,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000820,calibration_audit,iWildCam2022,266,26604,266,4,iwildcam_l266_img4396_d001_animal,animal,0.3611929416656494,0.3611929416656494,5950,195,195,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000821,calibration_audit,iWildCam2022,336,33600,336,0,iwildcam_l336_img4431_d001_animal,animal,0.3603008985519409,0.3603008985519409,5973,30,30,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000822,calibration_audit,iWildCam2022,336,33601,336,1,iwildcam_l336_img4478_d001_animal,animal,0.3688949644565582,0.3688949644565582,5755,77,77,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000823,calibration_audit,iWildCam2022,336,33602,336,2,iwildcam_l336_img4486_d001_animal,animal,0.3763380944728851,0.3763380944728851,5598,85,85,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000824,calibration_audit,iWildCam2022,336,33603,336,3,iwildcam_l336_img4549_d001_animal,animal,0.3938494920730591,0.3938494920730591,5255,148,148,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000825,calibration_audit,iWildCam2022,336,33604,336,4,iwildcam_l336_img4578_d001_animal,animal,0.375088632106781,0.375088632106781,5621,177,177,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000826,calibration_audit,iWildCam2022,337,33700,337,0,iwildcam_l337_img3813_d001_animal,animal,0.3767408430576324,0.3767408430576324,5590,12,12,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000827,calibration_audit,iWildCam2022,337,33701,337,1,iwildcam_l337_img3871_d001_animal,animal,0.3642287850379944,0.3642287850379944,5863,70,70,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000828,calibration_audit,iWildCam2022,337,33702,337,2,iwildcam_l337_img3908_d001_animal,animal,0.3746223449707031,0.3746223449707031,5639,107,107,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000829,calibration_audit,iWildCam2022,337,33703,337,3,iwildcam_l337_img3950_d001_animal,animal,0.3795130550861358,0.3795130550861358,5531,149,149,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000830,calibration_audit,iWildCam2022,337,33704,337,4,iwildcam_l337_img3968_d002_animal,animal,0.3700679242610931,0.3700679242610931,5732,167,167,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000831,calibration_audit,iWildCam2022,345,34500,345,0,iwildcam_l345_img1217_d001_animal,animal,0.3754546344280243,0.3754546344280243,5616,16,16,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000832,calibration_audit,iWildCam2022,345,34501,345,1,iwildcam_l345_img1270_d001_animal,animal,0.3932321667671203,0.3932321667671203,5265,69,69,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000833,calibration_audit,iWildCam2022,345,34502,345,2,iwildcam_l345_img1317_d001_animal,animal,0.3793935179710388,0.3793935179710388,5535,116,116,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
iwild-cal-000834,calibration_audit,iWildCam2022,345,34503,345,3,iwildcam_l345_img1354_d001_animal,animal,0.4046852886676788,0.4046852886676788,5100,153,153,image_level_animal_presence_support,all_calibration_not_animal,not_animal,no,human confirmed second review label,0.72,human_confirmed
