boundary_sample_id,dataset,video_id,path_id,pending_montage_path,second_reviewer_label,second_reviewer_verified_positive_for_calibration,second_reviewer_reason,second_reviewer_confidence,review_status
boundary_0099,BURST,308,ovtb_v308_p000704,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v308_p000704.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0100,TAO,1675,ovtb_v1675_p000825,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1675_p000825.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0101,OVT-B,217,ovtb_v217_p003656,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v217_p003656.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0102,BURST,162,ovtb_v162_p000488,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v162_p000488.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0103,OVT-B,35,ovtb_v35_p002108,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v35_p002108.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0104,OVT-B,280,ovtb_v280_p004138,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v280_p004138.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0105,OVT-B,130,ovtb_v130_p003147,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category,high,ai_prefill_pending_human_confirmation
boundary_0106,OVT-B,39,ovtb_v39_p002397,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v39_p002397.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0107,TAO,1173,ovtb_v1173_p000452,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1173_p000452.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0108,OVT-B,29,ovtb_v29_p001433,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v29_p001433.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0109,TAO,5092,ovtb_v5092_p003497,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category_adult_or_nonbaby_region,high,ai_prefill_pending_human_confirmation
boundary_0110,BURST,1557,ovtb_v1557_p002033,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1557_p002033.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0111,BURST,401,ovtb_v401_p000710,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v401_p000710.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0112,BURST,118,ovtb_v118_p000141,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000141.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0113,OVT-B,627,ovtb_v627_p006581,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v627_p006581.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0114,TAO,13,ovtb_v13_p000044,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v13_p000044.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0115,OVT-B,30,ovtb_v30_p001640,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v30_p001640.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0116,TAO,79,ovtb_v79_p000050,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v79_p000050.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0117,OVT-B,33,ovtb_v33_p001873,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v33_p001873.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0118,TAO,4969,ovtb_v4969_p003368,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:small_or_fine_grained_object_confirmed_by_user_recheck,medium,ai_prefill_pending_human_confirmation
boundary_0119,BURST,642,ovtb_v642_p001166,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v642_p001166.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0120,OVT-B,36,ovtb_v36_p002215,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002215.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0121,TAO,995,ovtb_v995_p000410,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v995_p000410.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0122,TAO,5478,ovtb_v5478_p003991,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:stable_tracklet_with_moderate_score,medium,ai_prefill_pending_human_confirmation
boundary_0123,OVT-B,40,ovtb_v40_p002407,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v40_p002407.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0124,BURST,308,ovtb_v308_p000679,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v308_p000679.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0125,OVT-B,40,ovtb_v40_p002413,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v40_p002413.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0126,TAO,212,ovtb_v212_p000167,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:stable_high_score_visual_tracklet,medium,ai_prefill_pending_human_confirmation
boundary_0127,BURST,39,ovtb_v39_p000065,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v39_p000065.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0128,OVT-B,34,ovtb_v34_p001973,,actually_true,yes,ai_prefill_from_existing_audit_for_human_review:real_object_uncertain_recheck,high,ai_prefill_pending_human_confirmation
boundary_0129,OVT-B,85,ovtb_v85_p002887,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:real_object_uncertain_recheck,medium,ai_prefill_pending_human_confirmation
boundary_0130,OVT-B,38,ovtb_v38_p002279,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:real_object_uncertain_recheck,medium,ai_prefill_pending_human_confirmation
boundary_0131,OVT-B,47,ovtb_v47_p002639,,actually_true,yes,ai_prefill_from_existing_audit_for_human_review:real_object_uncertain_recheck,high,ai_prefill_pending_human_confirmation
boundary_0132,OVT-B,600,ovtb_v600_p006379,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v600_p006379.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0133,OVT-B,245,ovtb_v245_p003873,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v245_p003873.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0134,TAO,371,ovtb_v371_p000225,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v371_p000225.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0135,BURST,272,ovtb_v272_p000435,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v272_p000435.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0136,OVT-B,34,ovtb_v34_p001975,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v34_p001975.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0137,BURST,2749,ovtb_v2749_p003246,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2749_p003246.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0138,OVT-B,25,ovtb_v25_p001133,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v25_p001133.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0139,OVT-B,38,ovtb_v38_p002320,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002320.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0140,BURST,2780,ovtb_v2780_p003546,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2780_p003546.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0141,BURST,68,ovtb_v68_p000151,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v68_p000151.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0142,OVT-B,926,ovtb_v926_p008802,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v926_p008802.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0143,OVT-B,35,ovtb_v35_p002126,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v35_p002126.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0144,TAO,1080,ovtb_v1080_p000427,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1080_p000427.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0145,BURST,270,ovtb_v270_p000413,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v270_p000413.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0146,TAO,212,ovtb_v212_p000187,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v212_p000187.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0147,OVT-B,24,ovtb_v24_p001089,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v24_p001089.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0148,OVT-B,40,ovtb_v40_p002432,,actually_true,yes,ai_prefill_from_existing_audit_for_human_review:real_object_uncertain_recheck,high,ai_prefill_pending_human_confirmation
boundary_0149,TAO,535,ovtb_v535_p000340,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:stable_high_score_visual_tracklet,medium,ai_prefill_pending_human_confirmation
boundary_0150,BURST,207,ovtb_v207_p000314,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v207_p000314.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0151,BURST,66,ovtb_v66_p000059,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v66_p000059.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0152,OVT-B,30,ovtb_v30_p001637,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v30_p001637.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0153,OVT-B,33,ovtb_v33_p001929,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v33_p001929.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0154,TAO,661,ovtb_v661_p000394,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v661_p000394.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0155,TAO,4784,ovtb_v4784_p002953,,actually_true,yes,ai_prefill_from_existing_audit_for_human_review:partial_official_track_overlap_or_temporal_mismatch,high,ai_prefill_pending_human_confirmation
boundary_0156,TAO,841,ovtb_v841_p000521,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v841_p000521.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0157,OVT-B,980,ovtb_v980_p009221,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v980_p009221.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0158,OVT-B,155,ovtb_v155_p003300,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category,high,ai_prefill_pending_human_confirmation
boundary_0159,TAO,383,ovtb_v383_p000249,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v383_p000249.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0160,OVT-B,36,ovtb_v36_p002201,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002201.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0161,TAO,4411,ovtb_v4411_p002619,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category_adult_or_nonbaby_region,high,ai_prefill_pending_human_confirmation
boundary_0162,TAO,1,ovtb_v1_p000007,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1_p000007.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0163,BURST,259,ovtb_v259_p000375,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v259_p000375.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0164,OVT-B,38,ovtb_v38_p002301,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002301.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0165,OVT-B,1,ovtb_v1_p000081,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v1_p000081.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0166,BURST,404,ovtb_v404_p000688,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v404_p000688.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0167,BURST,2232,ovtb_v2232_p002645,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2232_p002645.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0168,TAO,1524,ovtb_v1524_p000638,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1524_p000638.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0169,BURST,344,ovtb_v344_p000623,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v344_p000623.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0170,TAO,445,ovtb_v445_p000270,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v445_p000270.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0171,TAO,3326,ovtb_v3326_p001814,,actually_false,no,ai_prefill_from_existing_audit_for_human_review:wrong_category_adult_or_nonbaby_region,high,ai_prefill_pending_human_confirmation
boundary_0172,BURST,84,ovtb_v84_p000139,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v84_p000139.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0173,OVT-B,34,ovtb_v34_p001974,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v34_p001974.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0174,TAO,1632,ovtb_v1632_p000670,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1632_p000670.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0175,OVT-B,40,ovtb_v40_p002442,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v40_p002442.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0176,OVT-B,36,ovtb_v36_p002216,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002216.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0177,TAO,516,ovtb_v516_p000246,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v516_p000246.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0178,OVT-B,222,ovtb_v222_p003708,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v222_p003708.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0179,BURST,191,ovtb_v191_p000293,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v191_p000293.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0180,OVT-B,32,ovtb_v32_p001759,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v32_p001759.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0181,TAO,1226,ovtb_v1226_p000541,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1226_p000541.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0182,BURST,271,ovtb_v271_p000465,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v271_p000465.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0183,TAO,488,ovtb_v488_p000296,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v488_p000296.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0184,TAO,4431,ovtb_v4431_p002875,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:partial_official_track_overlap_or_temporal_mismatch,high,ai_prefill_pending_human_confirmation
boundary_0185,BURST,259,ovtb_v259_p000370,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v259_p000370.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0186,OVT-B,1,ovtb_v1_p000078,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v1_p000078.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0187,BURST,308,ovtb_v308_p000715,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v308_p000715.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0188,TAO,3600,ovtb_v3600_p002253,,actually_true,no,ai_prefill_from_existing_audit_for_human_review:small_or_fine_grained_object_confirmed_by_user_recheck,medium,ai_prefill_pending_human_confirmation
boundary_0189,TAO,1624,ovtb_v1624_p000600,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/tao_ovtb_v1624_p000600.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0190,OVT-B,940,ovtb_v940_p008939,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v940_p008939.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
boundary_0191,OVT-B,41,ovtb_v41_p002493,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v41_p002493.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0192,OVT-B,317,ovtb_v317_p004436,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v317_p004436.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:second_pass_tiny_or_hard_category_short_path,medium,ai_prefill_pending_human_confirmation
boundary_0193,BURST,31,ovtb_v31_p000038,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v31_p000038.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:second_pass_concrete_named_entity_with_montage_needs_user_review,medium,ai_prefill_pending_human_confirmation
boundary_0194,BURST,228,ovtb_v228_p000528,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v228_p000528.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0195,OVT-B,21,ovtb_v21_p000944,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v21_p000944.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0196,BURST,428,ovtb_v428_p000928,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v428_p000928.jpg,actually_true,no,ai_prefill_from_existing_audit_for_human_review:metadata_prior_real_object_candidate,medium,ai_prefill_pending_human_confirmation
boundary_0197,OVT-B,97,ovtb_v97_p002959,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v97_p002959.jpg,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,ai_prefill_pending_human_confirmation
